,BLKB US Equity
2020-05-16,94.6248
2020-05-17,94.6248
2020-05-18,97.5827
2020-05-19,98.9799
2020-05-20,100.7932
2020-05-21,102.3837
2020-05-22,102.6809
2020-05-23,102.6809
2020-05-24,102.6809
2020-05-25,102.6809
2020-05-26,104.093
2020-05-27,109.4885
2020-05-28,105.3267
2020-05-29,105.5942
2020-05-30,105.5942
2020-05-31,105.5942
2020-06-01,107.1401
2020-06-02,107.6603
2020-06-03,109.4737
2020-06-04,107.7941
2020-06-05,112.3721
2020-06-06,112.3721
2020-06-07,112.3721
2020-06-08,111.3762
2020-06-09,107.7049
2020-06-10,105.3267
2020-06-11,101.2243
2020-06-12,102.6958
2020-06-13,102.6958
2020-06-14,102.6958
2020-06-15,106.8428
2020-06-16,110.1425
2020-06-17,106.3077
2020-06-18,107.7346
2020-06-19,108.1508
2020-06-20,108.1508
2020-06-21,108.1508
2020-06-22,106.1442
2020-06-23,106.7982
2020-06-24,103.4836
2020-06-25,104.1822
2020-06-26,100.9567
2020-06-27,100.9567
2020-06-28,100.9567
2020-06-29,103.3795
2020-06-30,86.0256
2020-07-01,88.0494
2020-07-02,87.9865
2020-07-03,87.9865
2020-07-04,87.9865
2020-07-05,87.9865
2020-07-06,88.9922
2020-07-07,86.4027
2020-07-08,86.9935
2020-07-09,86.1513
2020-07-10,86.5912
2020-07-11,86.5912
2020-07-12,86.5912
2020-07-13,84.9697
2020-07-14,82.2922
2020-07-15,83.4361
2020-07-16,81.45
2020-07-17,82.531
2020-07-18,82.531
2020-07-19,82.531
2020-07-20,83.5241
2020-07-21,84.3034
2020-07-22,84.5171
2020-07-23,83.7504
2020-07-24,83.8949
2020-07-25,83.8949
2020-07-26,83.8949
2020-07-27,83.0464
2020-07-28,83.4864
2020-07-29,85.2835
2020-07-30,95.7936
2020-07-31,92.805
2020-08-01,92.805
2020-08-02,92.805
2020-08-03,94.6258
2020-08-04,94.5114
2020-08-05,94.5868
2020-08-06,96.9729
2020-08-07,98.2665
2020-08-08,98.2665
2020-08-09,98.2665
2020-08-10,96.8097
2020-08-11,95.5036
2020-08-12,94.2477
2020-08-13,94.3859
2020-08-14,94.1598
2020-08-15,94.1598
2020-08-16,94.1598
2020-08-17,93.6575
2020-08-18,94.9008
2020-08-19,96.6715
2020-08-20,97.2241
2020-08-21,96.5899
2020-08-22,96.5899
2020-08-23,96.5899
2020-08-24,96.232
2020-08-25,96.2948
2020-08-26,94.9761
2020-08-27,94.4486
2020-08-28,96.885
2020-08-29,96.885
2020-08-30,96.885
2020-08-31,94.4612
2020-09-01,96.3199
2020-09-02,97.4376
2020-09-03,92.1881
2020-09-04,89.6513
2020-09-05,89.6513
2020-09-06,89.6513
2020-09-07,89.6513
2020-09-08,86.2604
2020-09-09,86.3609
2020-09-10,87.2023
2020-09-11,86.1725
2020-09-12,86.1725
2020-09-13,86.1725
2020-09-14,84.766
2020-09-15,85.8334
2020-09-16,85.8334
2020-09-17,84.6655
2020-09-18,85.2306
2020-09-19,85.2306
2020-09-20,85.2306
2020-09-21,86.6623
2020-09-22,88.8098
2020-09-23,86.5618
2020-09-24,84.9669
2020-09-25,85.5697
2020-09-26,85.5697
2020-09-27,85.5697
2020-09-28,86.9763
2020-09-29,86.2353
2020-09-30,78.8842
2020-10-01,78.4322
2020-10-02,76.9811
2020-10-03,76.9811
2020-10-04,76.9811
2020-10-05,78.7414
2020-10-06,79.9785
2020-10-07,81.0847
2020-10-08,82.6547
2020-10-09,83.7609
2020-10-10,83.7609
2020-10-11,83.7609
2020-10-12,82.7142
2020-10-13,81.3701
2020-10-14,79.9666
2020-10-15,81.0133
2020-10-16,81.5367
2020-10-17,81.5367
2020-10-18,81.5367
2020-10-19,81.5723
2020-10-20,81.7508
2020-10-21,81.7745
2020-10-22,82.0957
2020-10-23,80.704
2020-10-24,80.704
2020-10-25,80.704
2020-10-26,81.4296
2020-10-27,82.0481
2020-10-28,81.1798
2020-10-29,73.7231
2020-10-30,71.1543
2020-10-31,71.1543
2020-11-01,71.1543
2020-11-02,70.0602
2020-11-03,71.3529
2020-11-04,69.0873
2020-11-05,73.1546
2020-11-06,71.7751
2020-11-07,71.7751
2020-11-08,71.7751
2020-11-09,74.0942
2020-11-10,74.0704
2020-11-11,74.1536
2020-11-12,72.5481
2020-11-13,74.7602
2020-11-14,74.7602
2020-11-15,74.7602
2020-11-16,74.6769
2020-11-17,75.89
2020-11-18,76.116
2020-11-19,76.2825
2020-11-20,75.89
2020-11-21,75.89
2020-11-22,75.89
2020-11-23,78.0783
2020-11-24,80.0644
2020-11-25,79.4341
2020-11-26,79.4341
2020-11-27,78.6016
2020-11-28,78.6016
2020-11-29,78.6016
2020-11-30,77.995
2020-12-01,79.886
2020-12-02,77.995
2020-12-03,78.5897
2020-12-04,80.2547
2020-12-05,80.2547
2020-12-06,80.2547
2020-12-07,79.4103
2020-12-08,80.6828
2020-12-09,79.446
2020-12-10,79.4103
2020-12-11,78.9821
2020-12-12,78.9821
2020-12-13,78.9821
2020-12-14,80.6234
2020-12-15,80.9445
2020-12-16,80.7185
2020-12-17,80.659
2020-12-18,79.1724
2020-12-19,79.1724
2020-12-20,79.1724
2020-12-21,79.993
2020-12-22,82.9544
2020-12-23,82.9068
2020-12-24,82.5024
2020-12-25,82.5024
2020-12-26,82.5024
2020-12-27,82.5024
2020-12-28,81.4202
2020-12-29,80.3498
2020-12-30,80.8493
2020-12-31,90.6252
2021-01-01,90.6252
2021-01-02,90.6252
2021-01-03,90.6252
2021-01-04,90.0928
2021-01-05,91.3173
2021-01-06,93.4468
2021-01-07,95.2036
2021-01-08,96.854
2021-01-09,96.854
2021-01-10,96.854
2021-01-11,96.0288
2021-01-12,96.8141
2021-01-13,96.0288
2021-01-14,98.7173
2021-01-15,98.8105
2021-01-16,98.8105
2021-01-17,98.8105
2021-01-18,98.8105
2021-01-19,99.0634
2021-01-20,101.2461
2021-01-21,100.3943
2021-01-22,101.9116
2021-01-23,101.9116
2021-01-24,101.9116
2021-01-25,101.5389
2021-01-26,102.4174
2021-01-27,106.0908
2021-01-28,103.4821
2021-01-29,102.5105
2021-01-30,102.5105
2021-01-31,102.5105
2021-02-01,102.83
2021-02-02,103.5487
2021-02-03,104.2408
2021-02-04,105.3587
2021-02-05,108.0073
2021-02-06,108.0073
2021-02-07,108.0073
2021-02-08,110.3365
2021-02-09,115.2766
2021-02-10,116.7719
2021-02-11,117.6245
2021-02-12,114.4109
2021-02-13,114.4109
2021-02-14,114.4109
2021-02-15,114.4109
2021-02-16,109.6496
2021-02-17,108.9019
2021-02-18,109.7939
2021-02-19,109.0987
2021-02-20,109.0987
2021-02-21,109.0987
2021-02-22,108.7183
2021-02-23,107.3026
2021-02-24,107.4325
2021-02-25,104.6914
2021-02-26,103.4184
2021-02-27,103.4184
2021-02-28,103.4184
2021-03-01,105.4969
2021-03-02,105.6398
2021-03-03,105.1461
2021-03-04,102.47
2021-03-05,104.0159
2021-03-06,104.0159
2021-03-07,104.0159
2021-03-08,105.5358
2021-03-09,105.0032
2021-03-10,107.9521
2021-03-11,109.9657
2021-03-12,109.9137
2021-03-13,109.9137
2021-03-14,109.9137
2021-03-15,109.9657
2021-03-16,107.2376
2021-03-17,108.2509
2021-03-18,103.2105
2021-03-19,106.0815
2021-03-20,106.0815
2021-03-21,106.0815
2021-03-22,107.5884
2021-03-23,105.4709
2021-03-24,103.5093
2021-03-25,105.25
2021-03-26,109.1733
2021-03-27,109.1733
2021-03-28,109.1733
2021-03-29,105.1331
2021-03-30,105.1981
2021-03-31,112.6301
2021-04-01,112.8347
2021-04-02,112.8347
2021-04-03,112.8347
2021-04-04,112.8347
2021-04-05,114.008
2021-04-06,113.9125
2021-04-07,111.9207
2021-04-08,114.1922
2021-04-09,113.8443
2021-04-10,113.8443
2021-04-11,113.8443
2021-04-12,113.2713
2021-04-13,111.9207
2021-04-14,111.9889
2021-04-15,111.9343
2021-04-16,113.5442
2021-04-17,113.5442
2021-04-18,113.5442
2021-04-19,112.1117
2021-04-20,111.1042
2021-04-21,112.7292
2021-04-22,112.6328
2021-04-23,113.2111
2021-04-24,113.2111
2021-04-25,113.2111
2021-04-26,115.5522
2021-04-27,114.8637
2021-04-28,118.4992
2021-04-29,113.2662
2021-04-30,113.5967
2021-05-01,113.5967
2021-05-02,113.5967
2021-05-03,110.2917
2021-05-04,107.9731
2021-05-05,106.4863
2021-05-06,108.0419
2021-05-07,107.9318
2021-05-08,107.9318
2021-05-09,107.9318
2021-05-10,106.6653
2021-05-11,108.5513
2021-05-12,109.2396
2021-05-13,109.9554
2021-05-14,111.0842
2021-05-15,111.0842
2021-05-16,111.0842
2021-05-17,111.5661
2021-05-18,111.7037
2021-05-19,110.919
2021-05-20,112.0892
2021-05-21,112.5848
2021-05-22,112.5848
2021-05-23,112.5848
2021-05-24,112.3645
2021-05-25,111.4559
2021-05-26,112.7499
2021-05-27,112.6261
2021-05-28,112.9702
2021-05-29,112.9702
2021-05-30,112.9702
2021-05-31,112.9702
2021-06-01,112.9289
2021-06-02,114.3331
2021-06-03,114.1954
2021-06-04,116.6045
2021-06-05,116.6045
2021-06-06,116.6045
2021-06-07,115.5995
2021-06-08,119.3439
2021-06-09,118.0499
2021-06-10,119.7707
2021-06-11,120.9684
2021-06-12,120.9684
2021-06-13,120.9684
2021-06-14,120.7756
2021-06-15,119.7569
2021-06-16,120.872
2021-06-17,122.1247
2021-06-18,120.0873
2021-06-19,120.0873
2021-06-20,120.0873
2021-06-21,122.2211
2021-06-22,122.7993
2021-06-23,123.2122
2021-06-24,124.3824
2021-06-25,124.4374
2021-06-26,124.4374
2021-06-27,124.4374
2021-06-28,124.1208
2021-06-29,122.4826
2021-06-30,147.9635
2021-07-01,148.7736
2021-07-02,148.6555
2021-07-03,148.6555
2021-07-04,148.6555
2021-07-05,148.6555
2021-07-06,147.6765
2021-07-07,146.917
2021-07-08,144.4359
2021-07-09,145.9043
2021-07-10,145.9043
2021-07-11,145.9043
2021-07-12,143.7607
2021-07-13,141.499
2021-07-14,140.1657
2021-07-15,138.731
2021-07-16,138.1909
2021-07-17,138.1909
2021-07-18,138.1909
2021-07-19,136.6043
2021-07-20,138.596
2021-07-21,139.7943
2021-07-22,137.3807
2021-07-23,139.7268
2021-07-24,139.7268
2021-07-25,139.7268
2021-07-26,140.9589
2021-07-27,137.4145
2021-07-28,139.6087
2021-07-29,139.9969
2021-07-30,139.1192
2021-07-31,139.1192
2021-08-01,139.1192
2021-08-02,138.2078
2021-08-03,138.5453
2021-08-04,137.1432
2021-08-05,138.9515
2021-08-06,141.5082
2021-08-07,141.5082
2021-08-08,141.5082
2021-08-09,137.5873
2021-08-10,136.2014
2021-08-11,138.1957
2021-08-12,135.0691
2021-08-13,134.5621
2021-08-14,134.5621
2021-08-15,134.5621
2021-08-16,132.703
2021-08-17,129.7792
2021-08-18,125.4527
2021-08-19,129.0187
2021-08-20,130.3538
2021-08-21,130.3538
2021-08-22,130.3538
2021-08-23,132.7368
2021-08-24,134.3424
2021-08-25,134.1058
2021-08-26,133.8523
2021-08-27,136.7085
2021-08-28,136.7085
2021-08-29,136.7085
2021-08-30,136.1676
2021-08-31,136.5056
2021-09-01,138.1788
2021-09-02,138.8041
2021-09-03,139.328
2021-09-04,139.328
2021-09-05,139.328
2021-09-06,139.328
2021-09-07,132.4664
2021-09-08,133.734
2021-09-09,132.5171
2021-09-10,132.1453
2021-09-11,132.1453
2021-09-12,132.1453
2021-09-13,133.9537
2021-09-14,133.3114
2021-09-15,132.8889
2021-09-16,133.5312
2021-09-17,136.3197
2021-09-18,136.3197
2021-09-19,136.3197
2021-09-20,133.8692
2021-09-21,134.1058
2021-09-22,136.9282
2021-09-23,141.6603
2021-09-24,141.204
2021-09-25,141.204
2021-09-26,141.204
2021-09-27,140.7984
2021-09-28,139.6829
2021-09-29,139.9365
2021-09-30,129.0399
2021-10-01,132.8157
2021-10-02,132.8157
2021-10-03,132.8157
2021-10-04,132.0191
2021-10-05,133.23
2021-10-06,132.7679
2021-10-07,135.9543
2021-10-08,134.0106
2021-10-09,134.0106
2021-10-10,134.0106
2021-10-11,133.0228
2021-10-12,132.3696
2021-10-13,131.8598
2021-10-14,135.9065
2021-10-15,136.48
2021-10-16,136.48
2021-10-17,136.48
2021-10-18,135.5082
2021-10-19,135.4923
2021-10-20,134.1381
2021-10-21,135.795
2021-10-22,134.2177
2021-10-23,134.2177
2021-10-24,134.2177
2021-10-25,132.8317
2021-10-26,132.5608
2021-10-27,127.861
2021-10-28,130.5056
2021-10-29,130.0914
2021-10-30,130.0914
2021-10-31,130.0914
2021-11-01,131.5731
2021-11-02,131.7483
2021-11-03,133.2778
2021-11-04,148.1772
2021-11-05,149.0407
2021-11-06,149.0407
2021-11-07,149.0407
2021-11-08,152.7463
2021-11-09,151.0505
2021-11-10,148.4441
2021-11-11,149.4647
2021-11-12,147.7061
2021-11-13,147.7061
2021-11-14,147.7061
2021-11-15,146.4657
2021-11-16,145.6807
2021-11-17,142.8387
2021-11-18,144.3303
2021-11-19,147.1409
2021-11-20,147.1409
2021-11-21,147.1409
2021-11-22,144.9898
2021-11-23,143.5453
2021-11-24,142.7288
2021-11-25,142.7288
2021-11-26,138.6621
2021-11-27,138.6621
2021-11-28,138.6621
2021-11-29,136.9193
2021-11-30,135.4433
2021-12-01,129.6024
2021-12-02,132.0833
2021-12-03,129.257
2021-12-04,129.257
2021-12-05,129.257
2021-12-06,134.3443
2021-12-07,138.3795
2021-12-08,140.248
2021-12-09,139.9496
2021-12-10,140.1381
2021-12-11,140.1381
2021-12-12,140.1381
2021-12-13,139.824
2021-12-14,138.6935
2021-12-15,143.0114
2021-12-16,139.981
2021-12-17,140.6248
2021-12-18,140.6248
2021-12-19,140.6248
2021-12-20,137.8771
2021-12-21,142.3049
2021-12-22,144.2989
2021-12-23,145.1468
2021-12-24,145.1468
2021-12-25,145.1468
2021-12-26,145.1468
2021-12-27,146.8583
2021-12-28,144.7229
2021-12-29,144.1576
2021-12-30,142.6974
2021-12-31,191.4629
2022-01-01,191.4629
2022-01-02,191.4629
2022-01-03,192.256
2022-01-04,201.7742
2022-01-05,188.9496
2022-01-06,187.0907
2022-01-07,183.6235
2022-01-08,183.6235
2022-01-09,183.6235
2022-01-10,189.6807
2022-01-11,192.2498
2022-01-12,190.8295
2022-01-13,189.8687
2022-01-14,189.1167
2022-01-15,189.1167
2022-01-16,189.1167
2022-01-17,189.1167
2022-01-18,189.2003
2022-01-19,192.7302
2022-01-20,183.8114
2022-01-21,181.2424
2022-01-22,181.2424
2022-01-23,181.2424
2022-01-24,187.0489
2022-01-25,178.7986
2022-01-26,173.7648
2022-01-27,176.5846
2022-01-28,180.1562
2022-01-29,180.1562
2022-01-30,180.1562
2022-01-31,181.0126
2022-02-01,180.2816
2022-02-02,177.5036
2022-02-03,172.0939
2022-02-04,173.2427
2022-02-05,173.2427
2022-02-06,173.2427
2022-02-07,175.8326
2022-02-08,179.7803
2022-02-09,186.297
2022-02-10,180.8873
2022-02-11,177.2321
2022-02-12,177.2321
2022-02-13,177.2321
2022-02-14,176.9605
2022-02-15,180.9082
2022-02-16,179.7594
2022-02-17,172.449
2022-02-18,168.9191
2022-02-19,168.9191
2022-02-20,168.9191
2022-02-21,168.9191
2022-02-22,167.5405
2022-02-23,160.5225
2022-02-24,169.1279
2022-02-25,168.2298
2022-02-26,168.2298
2022-02-27,168.2298
2022-02-28,169.2115
2022-03-01,165.6941
2022-03-02,166.7165
2022-03-03,164.171
2022-03-04,162.6478
2022-03-05,162.6478
2022-03-06,162.6478
2022-03-07,160.144
2022-03-08,157.4942
2022-03-09,163.545
2022-03-10,164.1292
2022-03-11,162.9191
2022-03-12,162.9191
2022-03-13,162.9191
2022-03-14,166.3201
2022-03-15,166.8626
2022-03-16,169.4081
2022-03-17,168.8447
2022-03-18,166.4661
2022-03-19,166.4661
2022-03-20,166.4661
2022-03-21,163.7954
2022-03-22,168.344
2022-03-23,163.1277
2022-03-24,163.8163
2022-03-25,161.4168
2022-03-26,161.4168
2022-03-27,161.4168
2022-03-28,162.1888
2022-03-29,167.3842
2022-03-30,164.5883
2022-03-31,335.2907
2022-04-01,337.6176
2022-04-02,337.6176
2022-04-03,337.6176
2022-04-04,341.4676
2022-04-05,335.9253
2022-04-06,331.2715
2022-04-07,328.9446
2022-04-08,329.3255
2022-04-09,329.3255
2022-04-10,329.3255
2022-04-11,326.2188
2022-04-12,325.0969
2022-04-13,330.7494
2022-04-14,327.5564
2022-04-15,327.5564
2022-04-16,327.5564
2022-04-17,327.5564
2022-04-18,326.7365
2022-04-19,334.7354
2022-04-20,331.1556
2022-04-21,325.29
2022-04-22,316.8366
2022-04-23,316.8366
2022-04-24,316.8366
2022-04-25,324.5568
2022-04-26,319.6831
2022-04-27,319.9851
2022-04-28,331.8026
2022-04-29,332.1907
2022-04-30,332.1907
2022-05-01,332.1907
2022-05-02,335.9861
2022-05-03,328.8698
2022-05-04,326.5408
2022-05-05,310.2677
2022-05-06,311.9918
2022-05-07,311.9918
2022-05-08,311.9918
2022-05-09,310.1384
2022-05-10,294.3628
2022-05-11,299.7075
2022-05-12,302.2075
2022-05-13,316.1727
2022-05-14,316.1727
2022-05-15,316.1727
2022-05-16,327.9398
2022-05-17,334.5345
2022-05-18,330.6552
2022-05-19,340.7413
2022-05-20,353.1118
2022-05-21,353.1118
2022-05-22,353.1118
2022-05-23,346.8188
2022-05-24,345.8705
2022-05-25,349.8359
2022-05-26,353.629
2022-05-27,355.3531
2022-05-28,355.3531
2022-05-29,355.3531
2022-05-30,355.3531
2022-05-31,356.3445
2022-06-01,356.8186
2022-06-02,363.5857
2022-06-03,360.784
2022-06-04,360.784
2022-06-05,360.784
2022-06-06,351.4738
2022-06-07,359.4047
2022-06-08,347.0343
2022-06-09,341.1723
2022-06-10,340.612
2022-06-11,340.612
2022-06-12,340.612
2022-06-13,321.7761
2022-06-14,323.6726
2022-06-15,326.6036
2022-06-16,312.3797
2022-06-17,319.3623
2022-06-18,319.3623
2022-06-19,319.3623
2022-06-20,319.3623
2022-06-21,321.9054
2022-06-22,321.733
2022-06-23,330.3535
2022-06-24,340.0947
2022-06-25,340.0947
2022-06-26,340.0947
2022-06-27,343.0257
2022-06-28,332.7242
2022-06-29,333.5
2022-06-30,333.5
2022-07-01,333.5
2022-07-02,333.5
2022-07-03,333.5
2022-07-04,333.5
2022-07-05,333.5
2022-07-06,333.5
2022-07-07,333.5
2022-07-08,333.5
2022-07-09,333.5
2022-07-10,333.5
2022-07-11,333.5
2022-07-12,333.5
2022-07-13,333.5
2022-07-14,333.5
2022-07-15,333.5
2022-07-16,333.5
2022-07-17,333.5
2022-07-18,333.5
2022-07-19,333.5
2022-07-20,333.5
2022-07-21,333.5
2022-07-22,333.5
2022-07-23,333.5
2022-07-24,333.5
2022-07-25,333.5
2022-07-26,333.5
2022-07-27,333.5
2022-07-28,333.5
2022-07-29,333.5
2022-07-30,333.5
2022-07-31,333.5
2022-08-01,333.5
2022-08-02,333.5
2022-08-03,333.5
2022-08-04,333.5
2022-08-05,333.5
2022-08-06,333.5
2022-08-07,333.5
2022-08-08,333.5
2022-08-09,333.5
2022-08-10,333.5
2022-08-11,333.5
2022-08-12,333.5
2022-08-13,333.5
2022-08-14,333.5
2022-08-15,333.5
2022-08-16,333.5
2022-08-17,333.5
2022-08-18,333.5
2022-08-19,333.5
2022-08-20,333.5
2022-08-21,333.5
2022-08-22,333.5
2022-08-23,333.5
2022-08-24,333.5
2022-08-25,333.5
2022-08-26,333.5
2022-08-27,333.5
2022-08-28,333.5
2022-08-29,333.5
2022-08-30,333.5
2022-08-31,333.5
2022-09-01,333.5
2022-09-02,333.5
2022-09-03,333.5
2022-09-04,333.5
2022-09-05,333.5
2022-09-06,333.5
2022-09-07,333.5
2022-09-08,333.5
2022-09-09,333.5
2022-09-10,333.5
2022-09-11,333.5
2022-09-12,333.5
2022-09-13,333.5
2022-09-14,333.5
2022-09-15,333.5
2022-09-16,333.5
2022-09-17,333.5
2022-09-18,333.5
2022-09-19,333.5
2022-09-20,333.5
2022-09-21,333.5
2022-09-22,333.5
2022-09-23,333.5
2022-09-24,333.5
2022-09-25,333.5
2022-09-26,333.5
2022-09-27,333.5
2022-09-28,333.5
2022-09-29,333.5
2022-09-30,333.5
2022-10-01,333.5
2022-10-02,333.5
2022-10-03,333.5
2022-10-04,333.5
2022-10-05,333.5
2022-10-06,333.5
2022-10-07,333.5
2022-10-08,333.5
2022-10-09,333.5
2022-10-10,333.5
2022-10-11,333.5
2022-10-12,333.5
2022-10-13,333.5
2022-10-14,333.5
2022-10-15,333.5
2022-10-16,333.5
2022-10-17,333.5
2022-10-18,333.5
2022-10-19,333.5
2022-10-20,333.5
2022-10-21,333.5
2022-10-22,333.5
2022-10-23,333.5
2022-10-24,333.5
2022-10-25,333.5
2022-10-26,333.5
2022-10-27,333.5
2022-10-28,333.5
2022-10-29,333.5
2022-10-30,333.5
2022-10-31,333.5
2022-11-01,333.5
2022-11-02,333.5
2022-11-03,333.5
2022-11-04,333.5
2022-11-05,333.5
2022-11-06,333.5
2022-11-07,333.5
2022-11-08,333.5
2022-11-09,333.5
2022-11-10,333.5
2022-11-11,333.5
2022-11-12,333.5
2022-11-13,333.5
2022-11-14,333.5
2022-11-15,333.5
2022-11-16,333.5
2022-11-17,333.5
2022-11-18,333.5
2022-11-19,333.5
2022-11-20,333.5
2022-11-21,333.5
2022-11-22,333.5
2022-11-23,333.5
2022-11-24,333.5
2022-11-25,333.5
2022-11-26,333.5
2022-11-27,333.5
2022-11-28,333.5
2022-11-29,333.5
2022-11-30,333.5
2022-12-01,333.5
2022-12-02,333.5
2022-12-03,333.5
2022-12-04,333.5
2022-12-05,333.5
2022-12-06,333.5
2022-12-07,333.5
2022-12-08,333.5
2022-12-09,333.5
2022-12-10,333.5
2022-12-11,333.5
2022-12-12,333.5
2022-12-13,333.5
2022-12-14,333.5
2022-12-15,333.5
2022-12-16,333.5
2022-12-17,333.5
2022-12-18,333.5
2022-12-19,333.5
2022-12-20,333.5
2022-12-21,333.5
2022-12-22,333.5
2022-12-23,333.5
2022-12-24,333.5
2022-12-25,333.5
2022-12-26,333.5
2022-12-27,333.5
2022-12-28,333.5
2022-12-29,333.5
2022-12-30,333.5
2022-12-31,333.5
2023-01-01,333.5
2023-01-02,333.5
2023-01-03,333.5
2023-01-04,333.5
2023-01-05,333.5
2023-01-06,333.5
2023-01-07,333.5
2023-01-08,333.5
2023-01-09,333.5
2023-01-10,333.5
2023-01-11,333.5
2023-01-12,333.5
2023-01-13,333.5
2023-01-14,333.5
2023-01-15,333.5
2023-01-16,333.5
2023-01-17,333.5
2023-01-18,333.5
2023-01-19,333.5
2023-01-20,333.5
2023-01-21,333.5
2023-01-22,333.5
2023-01-23,333.5
2023-01-24,333.5
2023-01-25,333.5
2023-01-26,333.5
2023-01-27,333.5
2023-01-28,333.5
2023-01-29,333.5
2023-01-30,333.5
2023-01-31,333.5
2023-02-01,333.5
2023-02-02,333.5
2023-02-03,333.5
2023-02-04,333.5
2023-02-05,333.5
2023-02-06,333.5
2023-02-07,333.5
2023-02-08,333.5
2023-02-09,333.5
2023-02-10,333.5
2023-02-11,333.5
2023-02-12,333.5
2023-02-13,333.5
2023-02-14,333.5
2023-02-15,333.5
2023-02-16,333.5
2023-02-17,333.5
2023-02-18,333.5
2023-02-19,333.5
2023-02-20,333.5
2023-02-21,333.5
2023-02-22,333.5
2023-02-23,333.5
2023-02-24,333.5
2023-02-25,333.5
2023-02-26,333.5
2023-02-27,333.5
2023-02-28,333.5
2023-03-01,333.5
2023-03-02,333.5
2023-03-03,333.5
2023-03-04,333.5
2023-03-05,333.5
2023-03-06,333.5
2023-03-07,333.5
2023-03-08,333.5
2023-03-09,333.5
2023-03-10,333.5
2023-03-11,333.5
2023-03-12,333.5
2023-03-13,333.5
2023-03-14,333.5
2023-03-15,333.5
2023-03-16,333.5
2023-03-17,333.5
2023-03-18,333.5
2023-03-19,333.5
2023-03-20,333.5
2023-03-21,333.5
2023-03-22,333.5
2023-03-23,333.5
2023-03-24,333.5
2023-03-25,333.5
2023-03-26,333.5
2023-03-27,333.5
2023-03-28,333.5
2023-03-29,333.5
2023-03-30,333.5
2023-03-31,333.5
2023-04-01,333.5
2023-04-02,333.5
2023-04-03,333.5
2023-04-04,333.5
2023-04-05,333.5
2023-04-06,333.5
2023-04-07,333.5
2023-04-08,333.5
