,K US Equity
2023-03-21,19.0307
2023-03-22,18.8855
2023-03-23,18.9097
2023-03-24,19.1011
2023-03-25,19.1011
2023-03-26,19.1011
2023-03-27,19.1804
2023-03-28,19.2816
2023-03-29,19.3256
2023-03-30,19.363
2023-03-31,20.5487
2023-04-01,20.5487
2023-04-02,20.5487
2023-04-03,20.5834
2023-04-04,20.6251
2023-04-05,20.7964
2023-04-06,20.7872
2023-04-07,20.7872
2023-04-08,20.7872
2023-04-09,20.7872
2023-04-10,20.7385
2023-04-11,20.8775
2023-04-12,20.8752
2023-04-13,20.7548
2023-04-14,20.558
2023-04-15,20.558
2023-04-16,20.558
2023-04-17,20.7015
2023-04-18,20.7339
2023-04-19,20.639
2023-04-20,20.6135
2023-04-21,20.639
2023-04-22,20.639
2023-04-23,20.639
2023-04-24,20.7015
2023-04-25,20.9168
2023-04-26,20.896
2023-04-27,21.0882
2023-04-28,21.1993
2023-04-29,21.1993
2023-04-30,21.1993
2023-05-01,21.4355
2023-05-02,21.5258
2023-05-03,21.6068
2023-05-04,21.3448
2023-05-05,21.3379
2023-05-06,21.3379
2023-05-07,21.3379
2023-05-08,21.5185
2023-05-09,21.3634
2023-05-10,21.3842
2023-05-11,21.4189
2023-05-12,21.4444
2023-05-13,21.4444
2023-05-14,21.4444
2023-05-15,21.2846
2023-05-16,21.141
2023-05-17,21.0623
2023-05-18,21.0368
2023-05-19,21.1016
2023-05-20,21.1016
2023-05-21,21.1016
2023-05-22,20.8724
2023-05-23,20.9164
2023-05-24,20.9187
2023-05-25,20.7774
2023-05-26,20.7172
2023-05-27,20.7172
2023-05-28,20.7172
2023-05-29,20.7172
2023-05-30,20.4254
2023-05-31,20.5088
2023-06-01,20.3374
2023-06-02,20.6524
2023-06-03,20.6524
2023-06-04,20.6524
2023-06-05,20.6778
2023-06-06,20.5227
2023-06-07,20.4184
2023-06-08,20.4625
2023-06-09,20.5991
2023-06-10,20.5991
2023-06-11,20.5991
2023-06-12,20.1915
2023-06-13,20.2332
2023-06-14,20.3629
2023-06-15,20.3165
2023-06-16,20.3976
2023-06-17,20.3976
2023-06-18,20.3976
2023-06-19,20.3976
2023-06-20,20.2285
2023-06-21,20.1544
2023-06-22,20.2262
2023-06-23,20.1359
2023-06-24,20.1359
2023-06-25,20.1359
2023-06-26,20.2378
2023-06-27,20.4926
2023-06-28,20.2262
2023-06-29,20.5203
2023-06-30,19.3011
2023-07-01,19.3011
2023-07-02,19.3011
2023-07-03,19.5515
2023-07-04,19.5515
2023-07-05,19.5189
2023-07-06,19.5145
2023-07-07,19.2554
2023-07-08,19.2554
2023-07-09,19.2554
2023-07-10,19.2118
2023-07-11,19.3142
2023-07-12,19.4122
2023-07-13,19.3512
2023-07-14,19.3359
2023-07-15,19.3359
2023-07-16,19.3359
2023-07-17,19.153
2023-07-18,19.1312
2023-07-19,19.2532
2023-07-20,19.373
2023-07-21,19.3838
2023-07-22,19.3838
2023-07-23,19.3838
2023-07-24,19.3991
2023-07-25,19.423
2023-07-26,19.3316
2023-07-27,19.2423
2023-07-28,19.3403
2023-07-29,19.3403
2023-07-30,19.3403
2023-07-31,19.19
2023-08-01,19.0376
2023-08-02,19.1356
2023-08-03,19.0333
2023-08-04,18.718
2023-08-05,18.718
2023-08-06,18.718
2023-08-07,18.7201
2023-08-08,18.4265
2023-08-09,18.4548
2023-08-10,18.4548
2023-08-11,18.5396
2023-08-12,18.5396
2023-08-13,18.5396
2023-08-14,18.5266
2023-08-15,18.3547
2023-08-16,18.122
2023-08-17,17.985
2023-08-18,18.0763
2023-08-19,18.0763
2023-08-20,18.0763
2023-08-21,17.9176
2023-08-22,17.8371
2023-08-23,17.8588
2023-08-24,17.8545
2023-08-25,17.9437
2023-08-26,17.9437
2023-08-27,17.9437
2023-08-28,17.9719
2023-08-29,17.998
2023-08-30,18.0459
2023-08-31,17.8958
2023-09-01,17.65
2023-09-02,17.65
2023-09-03,17.65
2023-09-04,17.65
2023-09-05,17.5587
2023-09-06,17.5217
2023-09-07,17.5369
2023-09-08,17.5478
2023-09-09,17.5478
2023-09-10,17.5478
2023-09-11,17.6413
2023-09-12,17.587
2023-09-13,17.4391
2023-09-14,17.6544
2023-09-15,17.6653
2023-09-16,17.6653
2023-09-17,17.6653
2023-09-18,17.7088
2023-09-19,17.737
2023-09-20,17.8371
2023-09-21,17.774
2023-09-22,17.7196
2023-09-23,17.7196
2023-09-24,17.7196
2023-09-25,17.563
2023-09-26,17.4956
2023-09-27,17.4826
2023-09-28,17.5
2023-09-29,16.1061
2023-09-30,16.1061
2023-10-01,16.1061
2023-10-02,14.6844
2023-10-03,14.7837
2023-10-04,14.7797
2023-10-05,14.3071
2023-10-06,14.2645
2023-10-07,14.2645
2023-10-08,14.2645
2023-10-09,14.2787
2023-10-10,14.3213
2023-10-11,14.082
2023-10-12,13.8974
2023-10-13,14.1489
2023-10-14,14.1489
2023-10-15,14.1489
2023-10-16,14.2361
2023-10-17,14.3031
2023-10-18,14.2402
2023-10-19,14.155
2023-10-20,14.2017
2023-10-21,14.2017
2023-10-22,14.2017
2023-10-23,14.0496
2023-10-24,14.2301
2023-10-25,14.372
2023-10-26,14.3538
2023-10-27,14.2585
2023-10-28,14.2585
2023-10-29,14.2585
2023-10-30,14.2179
2023-10-31,14.2727
2023-11-01,14.299
2023-11-02,14.5282
2023-11-03,14.5951
2023-11-04,14.5951
2023-11-05,14.5951
2023-11-06,14.4491
2023-11-07,14.3599
2023-11-08,14.5863
2023-11-09,14.5883
2023-11-10,14.5518
2023-11-11,14.5518
2023-11-12,14.5518
2023-11-13,14.6309
2023-11-14,14.706
2023-11-15,14.6492
2023-11-16,14.6289
2023-11-17,14.7506
2023-11-18,14.7506
2023-11-19,14.7506
2023-11-20,14.6938
2023-11-21,14.7547
2023-11-22,14.7871
2023-11-23,14.7871
2023-11-24,14.8866
2023-11-25,14.8866
2023-11-26,14.8866
2023-11-27,14.6897
2023-11-28,14.6451
2023-11-29,14.5193
2023-11-30,14.6979
2023-12-01,14.7669
2023-12-02,14.7669
2023-12-03,14.7669
2023-12-04,14.9231
2023-12-05,14.8622
2023-12-06,14.9353
2023-12-07,15.0266
2023-12-08,14.9332
2023-12-09,14.9332
2023-12-10,14.9332
2023-12-11,15.0448
2023-12-12,15.0022
2023-12-13,15.2579
2023-12-14,15.1625
2023-12-15,14.9474
2023-12-16,14.9474
2023-12-17,14.9474
2023-12-18,14.9799
2023-12-19,14.9211
2023-12-20,14.7973
2023-12-21,14.9637
2023-12-22,15.0915
2023-12-23,15.0915
2023-12-24,15.0915
2023-12-25,15.0915
2023-12-26,15.197
2023-12-27,15.2315
2023-12-28,15.3228
2023-12-29,14.5516
2023-12-30,14.5516
2023-12-31,14.5516
2024-01-01,14.5516
2024-01-02,14.9118
2024-01-03,14.8573
2024-01-04,14.7327
2024-01-05,14.6977
2024-01-06,14.6977
2024-01-07,14.6977
2024-01-08,14.6743
2024-01-09,14.6451
2024-01-10,14.5282
2024-01-11,14.4231
2024-01-12,14.4562
2024-01-13,14.4562
2024-01-14,14.4562
2024-01-15,14.4562
2024-01-16,14.2069
2024-01-17,14.2829
2024-01-18,14.2887
2024-01-19,14.1661
2024-01-20,14.1661
2024-01-21,14.1661
2024-01-22,14.1037
2024-01-23,14.2673
2024-01-24,14.0765
2024-01-25,14.3024
2024-01-26,14.3238
2024-01-27,14.3238
2024-01-28,14.3238
2024-01-29,14.3335
2024-01-30,14.4309
2024-01-31,14.3277
2024-02-01,14.4951
2024-02-02,14.3861
2024-02-03,14.3861
2024-02-04,14.3861
2024-02-05,14.2031
2024-02-06,14.2634
2024-02-07,14.1193
2024-02-08,14.3627
2024-02-09,14.0804
2024-02-10,14.0804
2024-02-11,14.0804
2024-02-12,14.3063
2024-02-13,14.2206
2024-02-14,14.1777
2024-02-15,14.4504
2024-02-16,14.4659
2024-02-17,14.4659
2024-02-18,14.4659
2024-02-19,14.4659
2024-02-20,14.5357
2024-02-21,14.5977
2024-02-22,14.7003
2024-02-23,14.5938
2024-02-24,14.5938
2024-02-25,14.5938
2024-02-26,14.5957
2024-02-27,14.4388
2024-02-28,14.5318
2024-02-29,14.3459
2024-03-01,14.2839
2024-03-02,14.2839
2024-03-03,14.2839
2024-03-04,14.0689
2024-03-05,14.0108
2024-03-06,14.096
2024-03-07,14.0457
2024-03-08,14.1638
2024-03-09,14.1638
2024-03-10,14.1638
2024-03-11,14.1522
2024-03-12,14.0941
2024-03-13,14.1232
2024-03-14,13.9179
2024-03-15,14.0379
2024-03-16,14.0379
2024-03-17,14.0379
2024-03-18,14.2723
2024-03-19,14.3556
2024-03-20,14.3439
2024-03-21,14.5318
2024-03-22,14.4234
2024-03-23,14.4234
2024-03-24,14.4234
2024-03-25,14.4427
2024-03-26,14.4892
2024-03-27,14.6364
2024-03-28,14.7604
2024-03-29,14.7604
2024-03-30,14.7604
2024-03-31,14.7604
2024-04-01,14.7158
2024-04-02,14.8339
2024-04-03,14.6248
2024-04-04,14.8165
2024-04-05,14.7913
2024-04-06,14.7913
2024-04-07,14.7913
2024-04-08,14.7971
