,VECO US Equity
2021-01-28,40.6215
2021-01-29,39.7919
2021-01-30,39.7919
2021-01-31,39.7919
2021-02-01,41.749
2021-02-02,42.4723
2021-02-03,41.983
2021-02-04,43.1743
2021-02-05,43.0041
2021-02-06,43.0041
2021-02-07,43.0041
2021-02-08,44.0039
2021-02-09,43.7486
2021-02-10,44.0039
2021-02-11,46.3652
2021-02-12,47.5778
2021-02-13,47.5778
2021-02-14,47.5778
2021-02-15,47.5778
2021-02-16,47.1311
2021-02-17,47.4927
2021-02-18,46.9609
2021-02-19,48.5776
2021-02-20,48.5776
2021-02-21,48.5776
2021-02-22,47.1523
2021-02-23,46.5326
2021-02-24,48.1104
2021-02-25,45.9996
2021-02-26,46.362
2021-02-27,46.362
2021-02-28,46.362
2021-03-01,48.6221
2021-03-02,47.1083
2021-03-03,47.1083
2021-03-04,45.9036
2021-03-05,45.9356
2021-03-06,45.9356
2021-03-07,45.9356
2021-03-08,44.5604
2021-03-09,48.089
2021-03-10,48.089
2021-03-11,48.9206
2021-03-12,48.1957
2021-03-13,48.1957
2021-03-14,48.1957
2021-03-15,47.1509
2021-03-16,46.5539
2021-03-17,46.8161
2021-03-18,45.5153
2021-03-19,45.7072
2021-03-20,45.7072
2021-03-21,45.7072
2021-03-22,45.494
2021-03-23,44.3425
2021-03-24,44.5557
2021-03-25,44.1719
2021-03-26,45.6219
2021-03-27,45.6219
2021-03-28,45.6219
2021-03-29,43.8521
2021-03-30,43.5962
2021-03-31,37.6465
2021-04-01,39.1408
2021-04-02,39.1408
2021-04-03,39.1408
2021-04-04,39.1408
2021-04-05,38.965
2021-04-06,39.0705
2021-04-07,38.5255
2021-04-08,39.0881
2021-04-09,38.5958
2021-04-10,38.5958
2021-04-11,38.5958
2021-04-12,38.2794
2021-04-13,38.0508
2021-04-14,38.4552
2021-04-15,38.5079
2021-04-16,38.0684
2021-04-17,38.0684
2021-04-18,38.0684
2021-04-19,37.4356
2021-04-20,37.541
2021-04-21,39.5979
2021-04-22,38.9123
2021-04-23,40.9164
2021-04-24,40.9164
2021-04-25,40.9164
2021-04-26,41.8657
2021-04-27,42.3227
2021-04-28,43.3775
2021-04-29,43.3248
2021-04-30,41.6371
2021-05-01,41.6371
2021-05-02,41.6371
2021-05-03,41.1801
2021-05-04,40.4258
2021-05-05,40.3903
2021-05-06,40.7628
2021-05-07,41.4014
2021-05-08,41.4014
2021-05-09,41.4014
2021-05-10,39.9823
2021-05-11,39.8404
2021-05-12,38.8824
2021-05-13,40.2839
2021-05-14,40.3371
2021-05-15,40.3371
2021-05-16,40.3371
2021-05-17,40.7096
2021-05-18,39.8226
2021-05-19,40.5145
2021-05-20,41.3127
2021-05-21,41.3127
2021-05-22,41.3127
2021-05-23,41.3127
2021-05-24,42.0046
2021-05-25,42.1997
2021-05-26,42.4303
2021-05-27,43.5302
2021-05-28,43.4415
2021-05-29,43.4415
2021-05-30,43.4415
2021-05-31,43.4415
2021-06-01,43.7785
2021-06-02,43.885
2021-06-03,43.3173
2021-06-04,44.4172
2021-06-05,44.4172
2021-06-06,44.4172
2021-06-07,44.5236
2021-06-08,45.1977
2021-06-09,45.2332
2021-06-10,45.5525
2021-06-11,46.0847
2021-06-12,46.0847
2021-06-13,46.0847
2021-06-14,46.2089
2021-06-15,45.8363
2021-06-16,45.925
2021-06-17,44.5946
2021-06-18,42.3062
2021-06-19,42.3062
2021-06-20,42.3062
2021-06-21,42.1288
2021-06-22,42.8206
2021-06-23,42.9448
2021-06-24,43.8672
2021-06-25,43.5124
2021-06-26,43.5124
2021-06-27,43.5124
2021-06-28,44.222
2021-06-29,44.2398
2021-06-30,29.9351
2021-07-01,29.2933
2021-07-02,29.0147
2021-07-03,29.0147
2021-07-04,29.0147
2021-07-05,29.0147
2021-07-06,28.2881
2021-07-07,27.7553
2021-07-08,27.3677
2021-07-09,27.8643
2021-07-10,27.8643
2021-07-11,27.8643
2021-07-12,27.9732
2021-07-13,27.5978
2021-07-14,27.3556
2021-07-15,27.0892
2021-07-16,26.3262
2021-07-17,26.3262
2021-07-18,26.3262
2021-07-19,25.9629
2021-07-20,26.629
2021-07-21,27.8764
2021-07-22,27.84
2021-07-23,28.1912
2021-07-24,28.1912
2021-07-25,28.1912
2021-07-26,28.058
2021-07-27,27.3314
2021-07-28,28.0217
2021-07-29,28.2033
2021-07-30,28.9179
2021-07-31,28.9179
2021-08-01,28.9179
2021-08-02,28.6757
2021-08-03,29.0231
2021-08-04,28.0146
2021-08-05,28.1604
2021-08-06,28.853
2021-08-07,28.853
2021-08-08,28.853
2021-08-09,28.6828
2021-08-10,28.1725
2021-08-11,27.9538
2021-08-12,27.2248
2021-08-13,27.1397
2021-08-14,27.1397
2021-08-15,27.1397
2021-08-16,27.0547
2021-08-17,26.1798
2021-08-18,25.9733
2021-08-19,25.8761
2021-08-20,25.949
2021-08-21,25.949
2021-08-22,25.949
2021-08-23,26.6658
2021-08-24,26.9818
2021-08-25,27.3341
2021-08-26,27.2491
2021-08-27,28.5492
2021-08-28,28.5492
2021-08-29,28.5492
2021-08-30,28.6221
2021-08-31,28.5127
2021-09-01,28.4763
2021-09-02,28.8408
2021-09-03,29.1932
2021-09-04,29.1932
2021-09-05,29.1932
2021-09-06,29.1932
2021-09-07,29.3997
2021-09-08,28.78
2021-09-09,28.938
2021-09-10,28.5249
2021-09-11,28.5249
2021-09-12,28.5249
2021-09-13,28.3305
2021-09-14,27.5285
2021-09-15,27.7108
2021-09-16,27.7959
2021-09-17,27.7108
2021-09-18,27.7108
2021-09-19,27.7108
2021-09-20,27.322
2021-09-21,27.0061
2021-09-22,27.6865
2021-09-23,28.4277
2021-09-24,28.0146
2021-09-25,28.0146
2021-09-26,28.0146
2021-09-27,29.2904
2021-09-28,28.4763
2021-09-29,27.5528
2021-09-30,22.4525
2021-10-01,22.6493
2021-10-02,22.6493
2021-10-03,22.6493
2021-10-04,22.5214
2021-10-05,22.8264
2021-10-06,22.6395
2021-10-07,23.033
2021-10-08,22.8658
2021-10-09,22.8658
2021-10-10,22.8658
2021-10-11,23.4462
2021-10-12,23.2003
2021-10-13,23.338
2021-10-14,23.7906
2021-10-15,23.6823
2021-10-16,23.6823
2021-10-17,23.6823
2021-10-18,23.5249
2021-10-19,23.9086
2021-10-20,23.643
2021-10-21,23.2494
2021-10-22,23.0133
2021-10-23,23.0133
2021-10-24,23.0133
2021-10-25,22.7477
2021-10-26,22.9543
2021-10-27,23.2691
2021-10-28,24.2726
2021-10-29,24.4989
2021-10-30,24.4989
2021-10-31,24.4989
2021-11-01,25.1187
2021-11-02,25.2732
2021-11-03,27.6911
2021-11-04,27.4345
2021-11-05,27.5628
2021-11-06,27.5628
2021-11-07,27.5628
2021-11-08,27.4542
2021-11-09,27.3358
2021-11-10,27.0792
2021-11-11,27.3753
2021-11-12,27.0595
2021-11-13,27.0595
2021-11-14,27.0595
2021-11-15,27.168
2021-11-16,27.2273
2021-11-17,26.9411
2021-11-18,26.8819
2021-11-19,26.8522
2021-11-20,26.8522
2021-11-21,26.8522
2021-11-22,27.1286
2021-11-23,27.474
2021-11-24,27.6417
2021-11-25,27.6417
2021-11-26,26.418
2021-11-27,26.418
2021-11-28,26.418
2021-11-29,26.8128
2021-11-30,26.8325
2021-12-01,26.3983
2021-12-02,26.4575
2021-12-03,26.3884
2021-12-04,26.3884
2021-12-05,26.3884
2021-12-06,26.3193
2021-12-07,27.0891
2021-12-08,27.1878
2021-12-09,26.6647
2021-12-10,26.4279
2021-12-11,26.4279
2021-12-12,26.4279
2021-12-13,25.8358
2021-12-14,25.8851
2021-12-15,26.4674
2021-12-16,25.589
2021-12-17,26.0331
2021-12-18,26.0331
2021-12-19,26.0331
2021-12-20,26.2799
2021-12-21,26.7042
2021-12-22,26.6943
2021-12-23,27.1088
2021-12-24,27.1088
2021-12-25,27.1088
2021-12-26,27.1088
2021-12-27,27.6615
2021-12-28,27.6023
2021-12-29,28.4905
2021-12-30,28.678
2021-12-31,25.291
2022-01-01,25.291
2022-01-02,25.291
2022-01-03,27.4995
2022-01-04,26.3607
2022-01-05,25.7051
2022-01-06,25.731
2022-01-07,24.6958
2022-01-08,24.6958
2022-01-09,24.6958
2022-01-10,24.5923
2022-01-11,26.585
2022-01-12,27.672
2022-01-13,27.1803
2022-01-14,28.3276
2022-01-15,28.3276
2022-01-16,28.3276
2022-01-17,28.3276
2022-01-18,27.1199
2022-01-19,25.1875
2022-01-20,24.3421
2022-01-21,24.066
2022-01-22,24.066
2022-01-23,24.066
2022-01-24,24.9115
2022-01-25,24.0747
2022-01-26,24.3939
2022-01-27,23.0998
2022-01-28,23.5484
2022-01-29,23.5484
2022-01-30,23.5484
2022-01-31,24.4456
2022-02-01,24.4715
2022-02-02,24.3076
2022-02-03,23.5657
2022-02-04,23.8849
2022-02-05,23.8849
2022-02-06,23.8849
2022-02-07,23.8245
2022-02-08,24.506
2022-02-09,24.9632
2022-02-10,25.0064
2022-02-11,24.4197
2022-02-12,24.4197
2022-02-13,24.4197
2022-02-14,24.2817
2022-02-15,25.4291
2022-02-16,25.9639
2022-02-17,24.1782
2022-02-18,24.014
2022-02-19,24.014
2022-02-20,24.014
2022-02-21,24.014
2022-02-22,23.3564
2022-02-23,23.5813
2022-02-24,24.7927
2022-02-25,24.8878
2022-02-26,24.8878
2022-02-27,24.8878
2022-02-28,25.4502
2022-03-01,24.6542
2022-03-02,25.4848
2022-03-03,25.4762
2022-03-04,24.7581
2022-03-05,24.7581
2022-03-06,24.7581
2022-03-07,24.5158
2022-03-08,24.8705
2022-03-09,25.7271
2022-03-10,25.2945
2022-03-11,24.6975
2022-03-12,24.6975
2022-03-13,24.6975
2022-03-14,24.1437
2022-03-15,24.7148
2022-03-16,25.6406
2022-03-17,25.978
2022-03-18,25.8828
2022-03-19,25.8828
2022-03-20,25.8828
2022-03-21,25.5627
2022-03-22,25.3118
2022-03-23,25.1993
2022-03-24,25.7012
2022-03-25,25.8853
2022-03-26,25.8853
2022-03-27,25.8853
2022-03-28,25.2539
2022-03-29,26.1967
2022-03-30,24.8473
2022-03-31,22.1274
2022-04-01,21.6659
2022-04-02,21.6659
2022-04-03,21.6659
2022-04-04,21.9582
2022-04-05,21.4198
2022-04-06,20.9659
2022-04-07,21.1659
2022-04-08,20.7967
2022-04-09,20.7967
2022-04-10,20.7967
2022-04-11,20.1736
2022-04-12,20.0736
2022-04-13,20.2352
2022-04-14,19.5506
2022-04-15,19.5506
2022-04-16,19.5506
2022-04-17,19.5506
2022-04-18,19.5198
2022-04-19,19.789
2022-04-20,20.1583
2022-04-21,19.6121
2022-04-22,19.2737
2022-04-23,19.2737
2022-04-24,19.2737
2022-04-25,19.4506
2022-04-26,18.8198
2022-04-27,18.5352
2022-04-28,19.066
2022-04-29,18.8429
2022-04-30,18.8429
2022-05-01,18.8429
2022-05-02,19.0429
2022-05-03,19.3813
2022-05-04,20.2121
2022-05-05,19.5275
2022-05-06,19.2967
2022-05-07,19.2967
2022-05-08,19.2967
2022-05-09,18.9357
2022-05-10,16.5851
2022-05-11,17.5814
2022-05-12,17.7448
2022-05-13,18.2897
2022-05-14,18.2897
2022-05-15,18.2897
2022-05-16,18.1185
2022-05-17,18.6633
2022-05-18,17.9161
2022-05-19,17.7682
2022-05-20,17.667
2022-05-21,17.667
2022-05-22,17.667
2022-05-23,17.6437
2022-05-24,16.8108
2022-05-25,17.0521
2022-05-26,17.6592
2022-05-27,18.1574
2022-05-28,18.1574
2022-05-29,18.1574
2022-05-30,18.1574
2022-05-31,17.8927
2022-06-01,17.9161
2022-06-02,18.5699
2022-06-03,18.1029
2022-06-04,18.1029
2022-06-05,18.1029
2022-06-06,18.1729
2022-06-07,18.4609
2022-06-08,18.1107
2022-06-09,17.7604
2022-06-10,17.2934
2022-06-11,17.2934
2022-06-12,17.2934
2022-06-13,16.3671
2022-06-14,16.3282
2022-06-15,16.7408
2022-06-16,15.9157
2022-06-17,15.978
2022-06-18,15.978
2022-06-19,15.978
2022-06-20,15.978
2022-06-21,16.4839
2022-06-22,16.1959
2022-06-23,16.1181
2022-06-24,16.7875
2022-06-25,16.7875
2022-06-26,16.7875
2022-06-27,16.8575
2022-06-28,16.6474
2022-06-29,16.1881
2022-06-30,16.4214
2022-07-01,15.3873
2022-07-02,15.3873
2022-07-03,15.3873
2022-07-04,15.3873
2022-07-05,15.4813
2022-07-06,14.9799
2022-07-07,15.6537
2022-07-08,15.6145
2022-07-09,15.6145
2022-07-10,15.6145
2022-07-11,15.2071
2022-07-12,15.2698
2022-07-13,15.3246
2022-07-14,15.4186
2022-07-15,15.826
2022-07-16,15.826
2022-07-17,15.826
2022-07-18,15.7085
2022-07-19,16.5233
2022-07-20,17.2989
2022-07-21,17.8473
2022-07-22,17.4712
2022-07-23,17.4712
2022-07-24,17.4712
2022-07-25,17.15
2022-07-26,16.9777
2022-07-27,17.6671
2022-07-28,17.9726
2022-07-29,18.3017
2022-07-30,18.3017
2022-07-31,18.3017
2022-08-01,18.1371
2022-08-02,18.2312
2022-08-03,18.5445
2022-08-04,18.7561
2022-08-05,18.5915
2022-08-06,18.5915
2022-08-07,18.5915
2022-08-08,18.4961
2022-08-09,17.7256
2022-08-10,18.4017
2022-08-11,18.7083
2022-08-12,19.4946
2022-08-13,19.4946
2022-08-14,19.4946
2022-08-15,19.4159
2022-08-16,19.3216
2022-08-17,18.787
2022-08-18,19.3766
2022-08-19,18.9442
2022-08-20,18.9442
2022-08-21,18.9442
2022-08-22,18.5904
2022-08-23,18.5354
2022-08-24,18.9521
2022-08-25,19.8012
2022-08-26,18.9678
2022-08-27,18.9678
2022-08-28,18.9678
2022-08-29,18.6061
2022-08-30,18.213
2022-08-31,17.8435
2022-09-01,17.1202
2022-09-02,16.7349
2022-09-03,16.7349
2022-09-04,16.7349
2022-09-05,16.7349
2022-09-06,16.5384
2022-09-07,16.8371
2022-09-08,17.3089
2022-09-09,17.6548
2022-09-10,17.6548
2022-09-11,17.6548
2022-09-12,17.8356
2022-09-13,17.073
2022-09-14,17.1123
2022-09-15,16.8843
2022-09-16,16.6406
2022-09-17,16.6406
2022-09-18,16.6406
2022-09-19,16.7271
2022-09-20,16.6642
2022-09-21,16.4126
2022-09-22,16.161
2022-09-23,15.8308
2022-09-24,15.8308
2022-09-25,15.8308
2022-09-26,15.7443
2022-09-27,16.0666
2022-09-28,16.1059
2022-09-29,15.9094
2022-09-30,14.7318
2022-10-01,14.7318
2022-10-02,14.7318
2022-10-03,15.3498
2022-10-04,15.9138
2022-10-05,15.8134
2022-10-06,15.8134
2022-10-07,15.0176
2022-10-08,15.0176
2022-10-09,15.0176
2022-10-10,14.809
2022-10-11,14.5927
2022-10-12,13.8124
2022-10-13,14.3687
2022-10-14,13.8202
2022-10-15,13.8202
2022-10-16,13.8202
2022-10-17,14.1833
2022-10-18,14.2296
2022-10-19,14.3146
2022-10-20,14.4305
2022-10-21,14.8554
2022-10-22,14.8554
2022-10-23,14.8554
2022-10-24,14.9404
2022-10-25,15.2262
2022-10-26,15.149
2022-10-27,14.5618
2022-10-28,14.9172
2022-10-29,14.9172
2022-10-30,14.9172
2022-10-31,14.6623
2022-11-01,14.6623
2022-11-02,14.2992
2022-11-03,13.9901
2022-11-04,14.4846
2022-11-05,14.4846
2022-11-06,14.4846
2022-11-07,14.4845
2022-11-08,14.7318
2022-11-09,14.6082
2022-11-10,15.7206
2022-11-11,15.8211
2022-11-12,15.8211
2022-11-13,15.8211
2022-11-14,15.6047
2022-11-15,15.8211
2022-11-16,15.2803
2022-11-17,15.7747
2022-11-18,15.7438
2022-11-19,15.7438
2022-11-20,15.7438
2022-11-21,15.6897
2022-11-22,15.6434
2022-11-23,15.7206
2022-11-24,15.7206
2022-11-25,15.6047
2022-11-26,15.6047
2022-11-27,15.6047
2022-11-28,14.9867
2022-11-29,15.0022
2022-11-30,15.9369
2022-12-01,15.906
2022-12-02,15.8288
2022-12-03,15.8288
2022-12-04,15.8288
2022-12-05,15.7438
2022-12-06,15.3421
2022-12-07,15.1567
2022-12-08,15.3807
2022-12-09,15.3035
2022-12-10,15.3035
2022-12-11,15.3035
2022-12-12,15.2571
2022-12-13,15.6434
2022-12-14,15.9447
2022-12-15,15.4425
2022-12-16,15.5507
2022-12-17,15.5507
2022-12-18,15.5507
2022-12-19,15.1644
2022-12-20,15.0253
2022-12-21,15.1489
2022-12-22,14.8476
2022-12-23,14.7704
2022-12-24,14.7704
2022-12-25,14.7704
2022-12-26,14.7704
2022-12-27,14.7704
2022-12-28,14.5773
2022-12-29,14.9249
2022-12-30,15.4837
2022-12-31,15.4837
2023-01-01,15.4837
2023-01-02,15.4837
2023-01-03,15.3764
2023-01-04,15.558
2023-01-05,15.5002
2023-01-06,16.1193
2023-01-07,16.1193
2023-01-08,16.1193
2023-01-09,16.499
2023-01-10,16.6063
2023-01-11,16.7632
2023-01-12,17.2089
2023-01-13,16.9365
2023-01-14,16.9365
2023-01-15,16.9365
2023-01-16,16.9365
2023-01-17,16.854
2023-01-18,16.7549
2023-01-19,16.4825
2023-01-20,16.7549
2023-01-21,16.7549
2023-01-22,16.7549
2023-01-23,16.7879
2023-01-24,16.6311
2023-01-25,16.6724
2023-01-26,16.8952
2023-01-27,16.6806
2023-01-28,16.6806
2023-01-29,16.6806
2023-01-30,16.1358
2023-01-31,16.5403
2023-02-01,17.374
2023-02-02,18.0591
2023-02-03,17.6794
2023-02-04,17.6794
2023-02-05,17.6794
2023-02-06,17.2749
2023-02-07,17.5143
2023-02-08,16.9695
2023-02-09,16.953
2023-02-10,16.7466
2023-02-11,16.7466
2023-02-12,16.7466
2023-02-13,16.9282
2023-02-14,17.0521
2023-02-15,17.0273
2023-02-16,18.0756
2023-02-17,18.0756
2023-02-18,18.0756
2023-02-19,18.0756
2023-02-20,18.0756
2023-02-21,17.5969
2023-02-22,17.2956
2023-02-23,17.6687
2023-02-24,17.4366
2023-02-25,17.4366
2023-02-26,17.4366
2023-02-27,17.4946
2023-02-28,17.7848
2023-03-01,18.1082
2023-03-02,18.0502
2023-03-03,18.1829
2023-03-04,18.1829
2023-03-05,18.1829
2023-03-06,17.6522
2023-03-07,17.2458
2023-03-08,17.5775
2023-03-09,17.76
2023-03-10,17.4117
2023-03-11,17.4117
2023-03-12,17.4117
2023-03-13,17.1546
2023-03-14,17.7019
2023-03-15,17.4283
2023-03-16,17.8014
2023-03-17,17.4697
2023-03-18,17.4697
2023-03-19,17.4697
2023-03-20,17.6522
2023-03-21,17.3702
2023-03-22,17.1463
2023-03-23,17.4366
2023-03-24,17.3536
2023-03-25,17.3536
2023-03-26,17.3536
2023-03-27,17.1712
2023-03-28,17.1214
2023-03-29,17.4034
2023-03-30,17.5195
2023-03-31,20.3542
2023-04-01,20.3542
2023-04-02,20.3542
2023-04-03,20.1496
2023-04-04,19.3217
2023-04-05,19.1636
2023-04-06,18.9776
2023-04-07,18.9776
2023-04-08,18.9776
2023-04-09,18.9776
2023-04-10,19.4333
2023-04-11,19.4147
2023-04-12,19.0148
2023-04-13,18.9776
2023-04-14,18.9311
2023-04-15,18.9311
2023-04-16,18.9311
2023-04-17,18.6613
2023-04-18,18.4753
2023-04-19,18.3358
2023-04-20,18.4567
2023-04-21,18.2986
2023-04-22,18.2986
2023-04-23,18.2986
2023-04-24,18.3265
2023-04-25,17.9265
2023-04-26,17.7963
2023-04-27,17.7777
2023-04-28,17.8335
2023-04-29,17.8335
2023-04-30,17.8335
2023-05-01,17.8335
2023-05-02,17.8149
2023-05-03,17.5823
2023-05-04,17.2661
2023-05-05,17.9637
2023-05-06,17.9637
2023-05-07,17.9637
2023-05-08,18.6164
2023-05-09,19.5565
2023-05-10,20.0684
2023-05-11,19.9753
2023-05-12,20.0311
2023-05-13,20.0311
2023-05-14,20.0311
2023-05-15,20.8316
2023-05-16,21.6227
2023-05-17,21.2876
2023-05-18,22.0136
2023-05-19,21.9391
2023-05-20,21.9391
2023-05-21,21.9391
2023-05-22,22.116
2023-05-23,21.8647
2023-05-24,21.6506
2023-05-25,22.3859
2023-05-26,23.5865
2023-05-27,23.5865
2023-05-28,23.5865
2023-05-29,23.5865
2023-05-30,23.298
2023-05-31,23.419
2023-06-01,23.8285
2023-06-02,24.0426
2023-06-03,24.0426
2023-06-04,24.0426
2023-06-05,23.5958
2023-06-06,24.0984
2023-06-07,24.3404
2023-06-08,24.1729
2023-06-09,24.0891
2023-06-10,24.0891
2023-06-11,24.0891
2023-06-12,23.9867
2023-06-13,24.3776
2023-06-14,24.0333
