,DE US Equity
2021-01-17,18.9243
2021-01-18,18.9243
2021-01-19,18.8992
2021-01-20,19.2635
2021-01-21,19.5427
2021-01-22,19.5225
2021-01-23,19.5225
2021-01-24,19.5225
2021-01-25,19.0957
2021-01-26,18.9616
2021-01-27,18.026
2021-01-28,18.7749
2021-01-29,15.8213
2021-01-30,15.8213
2021-01-31,15.8213
2021-02-01,15.9993
2021-02-02,16.5387
2021-02-03,16.4656
2021-02-04,16.8901
2021-02-05,16.8885
2021-02-06,16.8885
2021-02-07,16.8885
2021-02-08,17.2958
2021-02-09,17.2065
2021-02-10,17.1183
2021-02-11,17.1611
2021-02-12,17.0848
2021-02-13,17.0848
2021-02-14,17.0848
2021-02-15,17.0848
2021-02-16,17.2984
2021-02-17,17.0368
2021-02-18,16.4191
2021-02-19,17.9724
2021-02-20,17.9724
2021-02-21,17.9724
2021-02-22,18.3646
2021-02-23,18.3593
2021-02-24,18.7901
2021-02-25,18.857
2021-02-26,18.9138
2021-02-27,18.9138
2021-02-28,18.9138
2021-03-01,19.4546
2021-03-02,19.0345
2021-03-03,18.5984
2021-03-04,18.3324
2021-03-05,18.9507
2021-03-06,18.9507
2021-03-07,18.9507
2021-03-08,19.1522
2021-03-09,19.0996
2021-03-10,19.5436
2021-03-11,19.7122
2021-03-12,19.974
2021-03-13,19.974
2021-03-14,19.974
2021-03-15,20.228
2021-03-16,20.1838
2021-03-17,20.4825
2021-03-18,20.5424
2021-03-19,20.1296
2021-03-20,20.1296
2021-03-21,20.1296
2021-03-22,20.0833
2021-03-23,19.3494
2021-03-24,19.5274
2021-03-25,19.834
2021-03-26,20.1198
2021-03-27,20.1198
2021-03-28,20.1198
2021-03-29,19.8949
2021-03-30,20.2046
2021-03-31,20.216
2021-04-01,20.1109
2021-04-02,20.1109
2021-04-03,20.1109
2021-04-04,20.1109
2021-04-05,20.2509
2021-04-06,20.2926
2021-04-07,20.2499
2021-04-08,20.2124
2021-04-09,20.3649
2021-04-10,20.3649
2021-04-11,20.3649
2021-04-12,20.4305
2021-04-13,20.4518
2021-04-14,20.5991
2021-04-15,20.6324
2021-04-16,20.6808
2021-04-17,20.6808
2021-04-18,20.6808
2021-04-19,20.5585
2021-04-20,20.0146
2021-04-21,20.292
2021-04-22,19.9152
2021-04-23,20.3269
2021-04-24,20.3269
2021-04-25,20.3269
2021-04-26,20.5445
2021-04-27,20.6439
2021-04-28,20.5106
2021-04-29,20.3332
2021-04-30,16.4274
2021-05-01,16.4274
2021-05-02,16.4274
2021-05-03,16.5522
2021-05-04,16.8006
2021-05-05,16.7698
2021-05-06,17.2422
2021-05-07,17.4265
2021-05-08,17.4265
2021-05-09,17.4265
2021-05-10,17.3059
2021-05-11,16.9554
2021-05-12,16.5463
2021-05-13,16.7378
2021-05-14,16.9896
2021-05-15,16.9896
2021-05-16,16.9896
2021-05-17,16.9703
2021-05-18,16.3778
2021-05-19,15.896
2021-05-20,15.7592
2021-05-21,15.9529
2021-05-22,15.9529
2021-05-23,15.9529
2021-05-24,15.9362
2021-05-25,15.9931
2021-05-26,15.867
2021-05-27,15.9841
2021-05-28,15.9369
2021-05-29,15.9369
2021-05-30,15.9369
2021-05-31,15.9369
2021-06-01,16.0862
2021-06-02,15.7501
2021-06-03,15.8437
2021-06-04,15.7471
2021-06-05,15.7471
2021-06-06,15.7471
2021-06-07,15.6957
2021-06-08,15.7446
2021-06-09,15.4446
2021-06-10,15.1005
2021-06-11,15.106
2021-06-12,15.106
2021-06-13,15.106
2021-06-14,14.8494
2021-06-15,14.9583
2021-06-16,14.8928
2021-06-17,14.5448
2021-06-18,14.5699
2021-06-19,14.5699
2021-06-20,14.5699
2021-06-21,14.949
2021-06-22,15.1285
2021-06-23,15.3689
2021-06-24,15.491
2021-06-25,15.4642
2021-06-26,15.4642
2021-06-27,15.4642
2021-06-28,15.46
2021-06-29,15.4191
2021-06-30,15.5799
2021-07-01,15.6472
2021-07-02,15.571
2021-07-03,15.571
2021-07-04,15.571
2021-07-05,15.571
2021-07-06,15.4412
2021-07-07,15.5446
2021-07-08,15.1915
2021-07-09,15.4425
2021-07-10,15.4425
2021-07-11,15.4425
2021-07-12,15.6467
2021-07-13,15.4974
2021-07-14,15.2762
2021-07-15,15.2987
2021-07-16,15.1451
2021-07-17,15.1451
2021-07-18,15.1451
2021-07-19,14.8243
2021-07-20,15.3808
2021-07-21,15.5923
2021-07-22,15.5212
2021-07-23,15.6646
2021-07-24,15.6646
2021-07-25,15.6646
2021-07-26,15.6969
2021-07-27,15.6144
2021-07-28,15.6161
2021-07-29,15.8816
2021-07-30,14.2697
2021-07-31,14.2697
2021-08-01,14.2697
2021-08-02,14.0542
2021-08-03,14.4328
2021-08-04,14.2345
2021-08-05,14.374
2021-08-06,14.4718
2021-08-07,14.4718
2021-08-08,14.4718
2021-08-09,14.565
2021-08-10,14.8438
2021-08-11,15.2052
2021-08-12,15.1876
2021-08-13,15.1257
2021-08-14,15.1257
2021-08-15,15.1257
2021-08-16,15.0887
2021-08-17,14.8327
2021-08-18,14.6524
2021-08-19,14.17
2021-08-20,13.8816
2021-08-21,13.8816
2021-08-22,13.8816
2021-08-23,14.3159
2021-08-24,14.5138
2021-08-25,14.8343
2021-08-26,14.8782
2021-08-27,14.8661
2021-08-28,14.8661
2021-08-29,14.8661
2021-08-30,14.9234
2021-08-31,14.8106
2021-09-01,14.7605
2021-09-02,15.0734
2021-09-03,15.2401
2021-09-04,15.2401
2021-09-05,15.2401
2021-09-06,15.2401
2021-09-07,14.5718
2021-09-08,14.5145
2021-09-09,14.3098
2021-09-10,14.2426
2021-09-11,14.2426
2021-09-12,14.2426
2021-09-13,14.1837
2021-09-14,13.9734
2021-09-15,14.1173
2021-09-16,13.9487
2021-09-17,13.7118
2021-09-18,13.7118
2021-09-19,13.7118
2021-09-20,13.3564
2021-09-21,13.2508
2021-09-22,13.3985
2021-09-23,13.8033
2021-09-24,13.7179
2021-09-25,13.7179
2021-09-26,13.7179
2021-09-27,13.8382
2021-09-28,13.8959
2021-09-29,13.7794
2021-09-30,13.1794
2021-10-01,13.4502
2021-10-02,13.4502
2021-10-03,13.4502
2021-10-04,13.3074
2021-10-05,13.3017
2021-10-06,13.3059
2021-10-07,13.5219
2021-10-08,13.487
2021-10-09,13.487
2021-10-10,13.487
2021-10-11,13.0853
2021-10-12,13.0097
2021-10-13,12.949
2021-10-14,12.9782
2021-10-15,13.0917
2021-10-16,13.0917
2021-10-17,13.0917
2021-10-18,13.0568
2021-10-19,13.484
2021-10-20,13.5204
2021-10-21,13.4779
2021-10-22,13.3936
2021-10-23,13.3936
2021-10-24,13.3936
2021-10-25,13.8496
2021-10-26,13.4103
2021-10-27,13.2994
2021-10-28,13.7349
2021-10-29,12.7249
2021-10-30,12.7249
2021-10-31,12.7249
2021-11-01,13.3179
2021-11-02,13.1934
2021-11-03,12.7516
2021-11-04,13.0329
2021-11-05,13.1898
2021-11-06,13.1898
2021-11-07,13.1898
2021-11-08,13.394
2021-11-09,13.2118
2021-11-10,13.0964
2021-11-11,13.2191
2021-11-12,13.3219
2021-11-13,13.3219
2021-11-14,13.3219
2021-11-15,13.4045
2021-11-16,13.4355
2021-11-17,13.1292
2021-11-18,13.2587
2021-11-19,12.8634
2021-11-20,12.8634
2021-11-21,12.8634
2021-11-22,12.972
2021-11-23,12.9763
2021-11-24,13.6465
2021-11-25,13.6465
2021-11-26,13.3377
2021-11-27,13.3377
2021-11-28,13.3377
2021-11-29,12.9334
2021-11-30,12.8414
2021-12-01,12.6975
2021-12-02,13.0246
2021-12-03,12.9749
2021-12-04,12.9749
2021-12-05,12.9749
2021-12-06,13.1649
2021-12-07,13.4113
2021-12-08,13.4012
2021-12-09,13.4322
2021-12-10,13.3038
2021-12-11,13.3038
2021-12-12,13.3038
2021-12-13,13.0535
2021-12-14,12.95
2021-12-15,12.7837
2021-12-16,12.833
2021-12-17,12.788
2021-12-18,12.788
2021-12-19,12.788
2021-12-20,12.4887
2021-12-21,12.8874
2021-12-22,12.7869
2021-12-23,12.8663
2021-12-24,12.8663
2021-12-25,12.8663
2021-12-26,12.8663
2021-12-27,12.921
2021-12-28,12.886
2021-12-29,12.7408
2021-12-30,12.6092
2021-12-31,12.6399
2022-01-01,12.6399
2022-01-02,12.6399
2022-01-03,12.8981
2022-01-04,13.6556
2022-01-05,13.6827
2022-01-06,13.8369
2022-01-07,13.9535
2022-01-08,13.9535
2022-01-09,13.9535
2022-01-10,13.9969
2022-01-11,14.0217
2022-01-12,13.8675
2022-01-13,14.0159
2022-01-14,13.9862
2022-01-15,13.9862
2022-01-16,13.9862
2022-01-17,13.9862
2022-01-18,14.1421
2022-01-19,13.8549
2022-01-20,13.5351
2022-01-21,13.4383
2022-01-22,13.4383
2022-01-23,13.4383
2022-01-24,13.4294
2022-01-25,13.5796
2022-01-26,13.7237
2022-01-27,13.8571
2022-01-28,14.9065
2022-01-29,14.9065
2022-01-30,14.9065
2022-01-31,15.0049
2022-02-01,15.0607
2022-02-02,14.9325
2022-02-03,14.7972
2022-02-04,14.7445
2022-02-05,14.7445
2022-02-06,14.7445
2022-02-07,14.8466
2022-02-08,15.513
2022-02-09,15.721
2022-02-10,15.6362
2022-02-11,15.6181
2022-02-12,15.6181
2022-02-13,15.6181
2022-02-14,15.4142
2022-02-15,15.6457
2022-02-16,15.5386
2022-02-17,15.1606
2022-02-18,14.7298
2022-02-19,14.7298
2022-02-20,14.7298
2022-02-21,14.7298
2022-02-22,14.1524
2022-02-23,13.5395
2022-02-24,13.6778
2022-02-25,13.8361
2022-02-26,13.8361
2022-02-27,13.8361
2022-02-28,14.3254
2022-03-01,14.274
2022-03-02,14.9241
2022-03-03,15.1474
2022-03-04,15.4528
2022-03-05,15.4528
2022-03-06,15.4528
2022-03-07,14.6623
2022-03-08,14.5096
2022-03-09,14.657
2022-03-10,15.0056
2022-03-11,15.4306
2022-03-12,15.4306
2022-03-13,15.4306
2022-03-14,15.595
2022-03-15,15.3927
2022-03-16,15.3826
2022-03-17,16.0561
2022-03-18,16.3187
2022-03-19,16.3187
2022-03-20,16.3187
2022-03-21,16.6616
2022-03-22,16.859
2022-03-23,17.0079
2022-03-24,17.0342
2022-03-25,17.1929
2022-03-26,17.1929
2022-03-27,17.1929
2022-03-28,17.0488
2022-03-29,16.3101
2022-03-30,16.4087
2022-03-31,16.4054
2022-04-01,16.4556
2022-04-02,16.4556
2022-04-03,16.4556
2022-04-04,16.48
2022-04-05,16.3397
2022-04-06,16.2474
2022-04-07,16.1803
2022-04-08,16.5119
2022-04-09,16.5119
2022-04-10,16.5119
2022-04-11,16.5198
2022-04-12,16.5656
2022-04-13,16.8492
2022-04-14,17.2041
2022-04-15,17.2041
2022-04-16,17.2041
2022-04-17,17.2041
2022-04-18,17.2679
2022-04-19,17.2443
2022-04-20,17.2281
2022-04-21,16.7393
2022-04-22,15.9593
2022-04-23,15.9593
2022-04-24,15.9593
2022-04-25,15.2817
2022-04-26,15.1414
2022-04-27,15.2824
2022-04-28,15.2558
2022-04-29,14.7402
2022-04-30,14.7402
2022-05-01,14.7402
2022-05-02,14.8756
2022-05-03,15.1778
2022-05-04,15.4321
2022-05-05,14.9423
2022-05-06,14.7369
2022-05-07,14.7369
2022-05-08,14.7369
2022-05-09,14.261
2022-05-10,14.2691
2022-05-11,14.2426
2022-05-12,14.204
2022-05-13,14.3405
2022-05-14,14.3405
2022-05-15,14.3405
2022-05-16,14.6261
2022-05-17,14.9872
2022-05-18,14.4134
2022-05-19,14.2644
2022-05-20,12.376
2022-05-21,12.376
2022-05-22,12.376
2022-05-23,13.1875
2022-05-24,13.249
2022-05-25,13.4676
2022-05-26,13.5868
2022-05-27,14.0715
2022-05-28,14.0715
2022-05-29,14.0715
2022-05-30,14.0715
2022-05-31,13.9633
2022-06-01,13.7569
2022-06-02,14.0843
2022-06-03,14.0814
2022-06-04,14.0814
2022-06-05,14.0814
2022-06-06,14.1514
2022-06-07,14.3322
2022-06-08,13.8621
2022-06-09,13.5069
2022-06-10,13.1365
2022-06-11,13.1365
2022-06-12,13.1365
2022-06-13,12.7578
2022-06-14,12.8194
2022-06-15,12.9661
2022-06-16,12.489
2022-06-17,12.6779
2022-06-18,12.6779
2022-06-19,12.6779
2022-06-20,12.6779
2022-06-21,12.918
2022-06-22,12.5022
2022-06-23,11.7536
2022-06-24,12.2434
2022-06-25,12.2434
2022-06-26,12.2434
2022-06-27,12.4069
2022-06-28,12.1807
2022-06-29,11.8687
2022-06-30,11.8254
2022-07-01,11.9046
2022-07-02,11.9046
2022-07-03,11.9046
2022-07-04,11.9046
2022-07-05,11.5563
2022-07-06,11.4467
2022-07-07,11.9904
2022-07-08,12.015
2022-07-09,12.015
2022-07-10,12.015
2022-07-11,11.7866
2022-07-12,11.6967
2022-07-13,11.7268
2022-07-14,11.637
2022-07-15,11.7605
2022-07-16,11.7605
2022-07-17,11.7605
2022-07-18,11.7697
2022-07-19,12.2698
2022-07-20,12.408
2022-07-21,12.4513
2022-07-22,12.2944
2022-07-23,12.2944
2022-07-24,12.2944
2022-07-25,12.6867
2022-07-26,12.558
2022-07-27,12.7875
2022-07-28,13.0046
2022-07-29,12.5781
2022-07-30,12.5781
2022-07-31,12.5781
2022-08-01,12.4043
2022-08-02,12.2309
2022-08-03,12.3458
2022-08-04,12.5502
2022-08-05,12.5826
2022-08-06,12.5826
2022-08-07,12.5826
2022-08-08,12.5966
2022-08-09,12.5955
2022-08-10,12.8978
2022-08-11,13.2307
2022-08-12,13.448
2022-08-13,13.448
2022-08-14,13.448
2022-08-15,13.3745
2022-08-16,13.5113
2022-08-17,13.3271
2022-08-18,13.442
2022-08-19,13.5002
2022-08-20,13.5002
2022-08-21,13.5002
2022-08-22,13.4995
2022-08-23,13.682
2022-08-24,13.9083
2022-08-25,14.1441
2022-08-26,13.8387
2022-08-27,13.8387
2022-08-28,13.8387
2022-08-29,13.8815
2022-08-30,13.4682
2022-08-31,13.3466
2022-09-01,13.1369
2022-09-02,13.0836
2022-09-03,13.0836
2022-09-04,13.0836
2022-09-05,13.0836
2022-09-06,13.0438
2022-09-07,13.2116
2022-09-08,13.2989
2022-09-09,13.4285
2022-09-10,13.4285
2022-09-11,13.4285
2022-09-12,13.4898
2022-09-13,13.1208
2022-09-14,13.0382
2022-09-15,12.965
2022-09-16,12.8182
2022-09-17,12.8182
2022-09-18,12.8182
2022-09-19,13.0998
2022-09-20,12.8557
2022-09-21,12.6569
2022-09-22,12.5303
2022-09-23,12.1208
2022-09-24,12.1208
2022-09-25,12.1208
2022-09-26,12.0527
2022-09-27,12.171
2022-09-28,12.5224
2022-09-29,12.3539
2022-09-30,12.1094
2022-10-01,12.1094
2022-10-02,12.1094
2022-10-03,12.4588
2022-10-04,13.0173
2022-10-05,12.8618
2022-10-06,12.8515
2022-10-07,12.8749
2022-10-08,12.8749
2022-10-09,12.8749
2022-10-10,12.9963
2022-10-11,13.1218
2022-10-12,13.0489
2022-10-13,13.2539
2022-10-14,12.909
2022-10-15,12.909
2022-10-16,12.909
2022-10-17,13.0964
2022-10-18,13.3962
2022-10-19,13.3966
2022-10-20,13.1971
2022-10-21,13.8003
2022-10-22,13.8003
2022-10-23,13.8003
2022-10-24,13.8976
2022-10-25,14.095
2022-10-26,14.0795
2022-10-27,14.1968
2022-10-28,12.2694
2022-10-29,12.2694
2022-10-30,12.2694
2022-10-31,12.2389
2022-11-01,12.0283
2022-11-02,11.9465
2022-11-03,12.1741
2022-11-04,12.2173
2022-11-05,12.2173
2022-11-06,12.2173
2022-11-07,12.3263
2022-11-08,12.4982
2022-11-09,12.2766
2022-11-10,12.5882
2022-11-11,12.5414
2022-11-12,12.5414
2022-11-13,12.5414
2022-11-14,12.5684
2022-11-15,12.5693
2022-11-16,12.5524
2022-11-17,12.7476
2022-11-18,12.7852
2022-11-19,12.7852
2022-11-20,12.7852
2022-11-21,12.7094
2022-11-22,12.8534
2022-11-23,13.4743
2022-11-24,13.4743
2022-11-25,13.5913
2022-11-26,13.5913
2022-11-27,13.5913
2022-11-28,13.5836
2022-11-29,13.5765
2022-11-30,13.5774
2022-12-01,13.6014
2022-12-02,13.714
2022-12-03,13.714
2022-12-04,13.714
2022-12-05,13.4556
2022-12-06,13.4959
2022-12-07,13.567
2022-12-08,13.6346
2022-12-09,13.394
2022-12-10,13.394
2022-12-11,13.394
2022-12-12,13.4604
2022-12-13,13.4645
2022-12-14,13.5016
2022-12-15,13.0942
2022-12-16,13.1322
2022-12-17,13.1322
2022-12-18,13.1322
2022-12-19,13.1785
2022-12-20,13.2572
2022-12-21,13.4411
2022-12-22,13.2719
2022-12-23,13.3032
2022-12-24,13.3032
2022-12-25,13.3032
2022-12-26,13.3032
2022-12-27,13.2803
2022-12-28,13.1056
2022-12-29,13.0605
2022-12-30,13.064
2022-12-31,13.064
2023-01-01,13.064
2023-01-02,13.064
2023-01-03,12.9332
2023-01-04,12.9095
2023-01-05,12.6533
2023-01-06,12.997
2023-01-07,12.997
2023-01-08,12.997
2023-01-09,13.0476
2023-01-10,13.3178
2023-01-11,13.1562
2023-01-12,13.2324
2023-01-13,13.3356
2023-01-14,13.3356
2023-01-15,13.3356
2023-01-16,13.3356
2023-01-17,13.2939
2023-01-18,12.9378
2023-01-19,12.4305
2023-01-20,12.4889
2023-01-21,12.4889
2023-01-22,12.4889
2023-01-23,12.4521
2023-01-24,12.6659
2023-01-25,12.5775
2023-01-26,12.7981
2023-01-27,11.1044
2023-01-28,11.1044
2023-01-29,11.1044
2023-01-30,11.1655
2023-01-31,11.222
2023-02-01,11.3267
2023-02-02,10.8111
2023-02-03,10.7987
2023-02-04,10.7987
2023-02-05,10.7987
2023-02-06,10.9039
2023-02-07,10.886
2023-02-08,10.8398
2023-02-09,10.8479
2023-02-10,11.0946
2023-02-11,11.0946
2023-02-12,11.0946
2023-02-13,11.0325
2023-02-14,10.8807
2023-02-15,10.8991
2023-02-16,10.7205
2023-02-17,11.4861
2023-02-18,11.4861
2023-02-19,11.4861
2023-02-20,11.4861
2023-02-21,11.3312
2023-02-22,11.312
2023-02-23,11.2476
2023-02-24,11.0557
2023-02-25,11.0557
2023-02-26,11.0557
2023-02-27,11.1616
2023-02-28,11.1015
2023-03-01,11.1143
2023-03-02,11.1543
2023-03-03,11.3792
2023-03-04,11.3792
2023-03-05,11.3792
2023-03-06,11.2642
2023-03-07,11.074
2023-03-08,11.2285
2023-03-09,11.1563
2023-03-10,10.5151
2023-03-11,10.5151
2023-03-12,10.5151
2023-03-13,10.5727
2023-03-14,10.6791
2023-03-15,10.378
2023-03-16,10.3939
2023-03-17,10.2527
2023-03-18,10.2527
2023-03-19,10.2527
