,EOG US Equity
2023-03-18,6.0581
2023-03-19,6.0581
2023-03-20,6.2173
2023-03-21,6.4042
2023-03-22,6.2338
2023-03-23,6.1778
2023-03-24,6.2196
2023-03-25,6.2196
2023-03-26,6.2196
2023-03-27,6.3901
2023-03-28,6.5098
2023-03-29,6.6437
2023-03-30,6.6944
2023-03-31,5.5476
2023-04-01,5.5476
2023-04-02,5.5476
2023-04-03,5.8799
2023-04-04,5.7922
2023-04-05,5.8289
2023-04-06,5.7799
2023-04-07,5.7799
2023-04-08,5.7799
2023-04-09,5.7799
2023-04-10,5.8289
2023-04-11,5.8931
2023-04-12,5.924
2023-04-13,5.874
2023-04-14,5.8897
2023-04-15,5.8897
2023-04-16,5.8897
2023-04-17,5.849
2023-04-18,5.7618
2023-04-19,5.752
2023-04-20,5.7255
2023-04-21,5.6789
2023-04-22,5.6789
2023-04-23,5.6789
2023-04-24,5.7706
2023-04-25,5.6476
2023-04-26,5.5981
2023-04-27,5.6069
2023-04-28,5.7848
2023-04-29,5.7848
2023-04-30,5.7848
2023-05-01,5.7441
2023-05-02,5.3996
2023-05-03,5.3707
2023-05-04,5.3583
2023-05-05,5.4978
2023-05-06,5.4978
2023-05-07,5.4978
2023-05-08,5.507
2023-05-09,5.4783
2023-05-10,5.3997
2023-05-11,5.3202
2023-05-12,5.3149
2023-05-13,5.3149
2023-05-14,5.3149
2023-05-15,5.3598
2023-05-16,5.1788
2023-05-17,5.3334
2023-05-18,5.3929
2023-05-19,5.5183
2023-05-20,5.5183
2023-05-21,5.5183
2023-05-22,5.4675
2023-05-23,5.4631
2023-05-24,5.4549
2023-05-25,5.3139
2023-05-26,5.3003
2023-05-27,5.3003
2023-05-28,5.3003
2023-05-29,5.3003
2023-05-30,5.2364
2023-05-31,5.1622
2023-06-01,5.2042
2023-06-02,5.388
2023-06-03,5.388
2023-06-04,5.388
2023-06-05,5.3749
2023-06-06,5.4314
2023-06-07,5.5992
2023-06-08,5.5943
2023-06-09,5.5992
2023-06-10,5.5992
2023-06-11,5.5992
2023-06-12,5.4856
2023-06-13,5.4271
2023-06-14,5.3271
2023-06-15,5.3773
2023-06-16,5.4607
2023-06-17,5.4607
2023-06-18,5.4607
2023-06-19,5.4607
2023-06-20,5.3105
2023-06-21,5.3368
2023-06-22,5.2091
2023-06-23,5.1393
2023-06-24,5.1393
2023-06-25,5.1393
2023-06-26,5.2944
2023-06-27,5.2447
2023-06-28,5.3524
2023-06-29,5.4407
2023-06-30,5.9966
2023-07-01,5.9966
2023-07-02,5.9966
2023-07-03,6.0103
2023-07-04,6.0103
2023-07-05,5.9887
2023-07-06,5.8808
2023-07-07,6.0897
2023-07-08,6.0897
2023-07-09,6.0897
2023-07-10,6.0669
2023-07-11,6.2695
2023-07-12,6.3811
2023-07-13,6.4265
2023-07-14,6.234
2023-07-15,6.234
2023-07-16,6.234
2023-07-17,6.2208
2023-07-18,6.4371
2023-07-19,6.4197
2023-07-20,6.4752
2023-07-21,6.5344
2023-07-22,6.5344
2023-07-23,6.5344
2023-07-24,6.6159
2023-07-25,6.7402
2023-07-26,6.7835
2023-07-27,6.7539
2023-07-28,6.8565
2023-07-29,6.8565
2023-07-30,6.8565
2023-07-31,6.9533
2023-08-01,6.912
2023-08-02,6.8216
2023-08-03,6.8779
2023-08-04,6.7784
2023-08-05,6.7784
2023-08-06,6.7784
2023-08-07,6.6642
2023-08-08,6.7047
2023-08-09,6.8316
2023-08-10,6.8442
2023-08-11,6.9116
2023-08-12,6.9116
2023-08-13,6.9116
2023-08-14,6.8669
2023-08-15,6.7437
2023-08-16,6.7152
2023-08-17,6.7747
2023-08-18,6.8221
2023-08-19,6.8221
2023-08-20,6.8221
2023-08-21,6.8084
2023-08-22,6.7489
2023-08-23,6.7305
2023-08-24,6.5615
2023-08-25,6.6352
2023-08-26,6.6352
2023-08-27,6.6352
2023-08-28,6.6531
2023-08-29,6.6757
2023-08-30,6.6715
2023-08-31,6.7163
2023-09-01,6.8405
2023-09-02,6.8405
2023-09-03,6.8405
2023-09-04,6.8405
2023-09-05,6.9674
2023-09-06,6.9532
2023-09-07,6.8706
2023-09-08,6.9327
2023-09-09,6.9327
2023-09-10,6.9327
2023-09-11,6.7979
2023-09-12,7.0043
2023-09-13,6.9422
2023-09-14,7.0343
2023-09-15,6.9037
2023-09-16,6.9037
2023-09-17,6.9037
2023-09-18,6.8879
2023-09-19,6.7363
2023-09-20,6.552
2023-09-21,6.3988
2023-09-22,6.4004
2023-09-23,6.4004
2023-09-24,6.4004
2023-09-25,6.5599
2023-09-26,6.6247
2023-09-27,6.7789
2023-09-28,6.761
2023-09-29,7.3313
2023-09-30,7.3313
2023-10-01,7.3313
2023-10-02,7.15
2023-10-03,7.1839
2023-10-04,6.8984
2023-10-05,6.8457
2023-10-06,6.9756
2023-10-07,6.9756
2023-10-08,6.9756
2023-10-09,7.3594
2023-10-10,7.3284
2023-10-11,7.367
2023-10-12,7.46
2023-10-13,7.7456
2023-10-14,7.7456
2023-10-15,7.7456
2023-10-16,7.7567
2023-10-17,7.7725
2023-10-18,7.8579
2023-10-19,7.8854
2023-10-20,7.7099
2023-10-21,7.7099
2023-10-22,7.7099
2023-10-23,7.6168
2023-10-24,7.5174
2023-10-25,7.5051
2023-10-26,7.4004
2023-10-27,7.2863
2023-10-28,7.2863
2023-10-29,7.2863
2023-10-30,7.2547
2023-10-31,7.3015
2023-11-01,7.1827
2023-11-02,7.4534
2023-11-03,7.4247
2023-11-04,7.4247
2023-11-05,7.4247
2023-11-06,7.3227
2023-11-07,7.1012
2023-11-08,7.0174
2023-11-09,7.0227
2023-11-10,7.1047
2023-11-11,7.1047
2023-11-12,7.1047
2023-11-13,7.1258
2023-11-14,7.2466
2023-11-15,7.1264
2023-11-16,6.9876
2023-11-17,7.1809
2023-11-18,7.1809
2023-11-19,7.1809
2023-11-20,7.253
2023-11-21,7.1956
2023-11-22,7.1323
2023-11-23,7.1323
2023-11-24,7.1516
2023-11-25,7.1516
2023-11-26,7.1516
2023-11-27,7.1223
2023-11-28,7.1598
2023-11-29,7.1364
2023-11-30,7.1264
2023-12-01,7.1575
2023-12-02,7.1575
2023-12-03,7.1575
2023-12-04,7.1223
2023-12-05,7.0608
2023-12-06,6.9319
2023-12-07,6.8499
2023-12-08,6.8856
2023-12-09,6.8856
2023-12-10,6.8856
2023-12-11,6.8997
2023-12-12,6.81
2023-12-13,6.8575
2023-12-14,6.9817
2023-12-15,6.953
2023-12-16,6.953
2023-12-17,6.953
2023-12-18,7.0415
2023-12-19,7.0948
2023-12-20,7.0303
2023-12-21,7.0098
2023-12-22,7.0796
2023-12-23,7.0796
2023-12-24,7.0796
2023-12-25,7.0796
2023-12-26,7.1985
2023-12-27,7.1967
2023-12-28,7.0245
2023-12-29,7.295
2023-12-30,7.295
2023-12-31,7.295
2024-01-01,7.295
2024-01-02,7.3345
2024-01-03,7.5397
2024-01-04,7.2993
2024-01-05,7.2604
2024-01-06,7.2604
2024-01-07,7.2604
2024-01-08,7.1019
2024-01-09,6.9987
2024-01-10,6.9331
2024-01-11,6.9325
2024-01-12,6.9974
2024-01-13,6.9974
2024-01-14,6.9974
2024-01-15,6.9974
2024-01-16,6.76
2024-01-17,6.6683
2024-01-18,6.6355
2024-01-19,6.6404
2024-01-20,6.6404
2024-01-21,6.6404
2024-01-22,6.6689
2024-01-23,6.6525
2024-01-24,6.757
2024-01-25,6.9246
2024-01-26,6.9665
2024-01-27,6.9665
2024-01-28,6.9665
2024-01-29,6.9313
2024-01-30,7.0418
2024-01-31,6.8602
2024-02-01,6.7879
2024-02-02,6.6817
2024-02-03,6.6817
2024-02-04,6.6817
2024-02-05,6.6088
2024-02-06,6.7442
2024-02-07,6.7831
2024-02-08,6.8159
2024-02-09,6.6938
2024-02-10,6.6938
2024-02-11,6.6938
2024-02-12,6.8031
2024-02-13,6.6926
2024-02-14,6.6914
2024-02-15,6.8881
2024-02-16,6.8462
2024-02-17,6.8462
2024-02-18,6.8462
2024-02-19,6.8462
2024-02-20,6.8201
2024-02-21,7.0163
2024-02-22,6.9805
2024-02-23,6.7063
2024-02-24,6.7063
2024-02-25,6.7063
2024-02-26,6.7178
2024-02-27,6.832
2024-02-28,6.8459
2024-02-29,6.8634
2024-03-01,6.9624
2024-03-02,6.9624
2024-03-03,6.9624
2024-03-04,6.9461
2024-03-05,6.9685
2024-03-06,6.986
2024-03-07,7.0681
2024-03-08,7.1207
2024-03-09,7.1207
2024-03-10,7.1207
2024-03-11,7.2475
2024-03-12,7.2487
2024-03-13,7.3532
2024-03-14,7.4269
2024-03-15,7.3665
2024-03-16,7.3665
2024-03-17,7.3665
2024-03-18,7.4136
2024-03-19,7.4782
2024-03-20,7.5423
2024-03-21,7.5652
2024-03-22,7.4903
2024-03-23,7.4903
2024-03-24,7.4903
2024-03-25,7.6359
2024-03-26,7.5471
2024-03-27,7.5839
2024-03-28,7.6715
2024-03-29,7.6715
2024-03-30,7.6715
2024-03-31,7.6715
2024-04-01,7.7875
2024-04-02,7.9373
2024-04-03,8.0303
2024-04-04,8.0454
2024-04-05,8.1607
2024-04-06,8.1607
2024-04-07,8.1607
2024-04-08,8.1311
