,UTL US Equity
2021-06-29,17.6811
2021-06-30,17.5671
2021-07-01,17.6708
2021-07-02,17.6414
2021-07-03,17.6414
2021-07-04,17.6414
2021-07-05,17.6414
2021-07-06,17.6767
2021-07-07,17.5652
2021-07-08,17.5084
2021-07-09,17.5906
2021-07-10,17.5906
2021-07-11,17.5906
2021-07-12,17.6023
2021-07-13,17.4634
2021-07-14,17.5691
2021-07-15,17.6258
2021-07-16,17.5788
2021-07-17,17.5788
2021-07-18,17.5788
2021-07-19,17.3109
2021-07-20,17.4008
2021-07-21,17.4693
2021-07-22,17.35
2021-07-23,17.4537
2021-07-24,17.4537
2021-07-25,17.4537
2021-07-26,17.5162
2021-07-27,17.5965
2021-07-28,17.6336
2021-07-29,17.5886
2021-07-30,17.5573
2021-07-31,17.5573
2021-08-01,17.5573
2021-08-02,17.5006
2021-08-03,17.7817
2021-08-04,17.0303
2021-08-05,17.5712
2021-08-06,17.5815
2021-08-07,17.5815
2021-08-08,17.5815
2021-08-09,17.6537
2021-08-10,17.5609
2021-08-11,17.5609
2021-08-12,17.4414
2021-08-13,17.4043
2021-08-14,17.4043
2021-08-15,17.4043
2021-08-16,17.4229
2021-08-17,17.5465
2021-08-18,17.4208
2021-08-19,17.4311
2021-08-20,17.5115
2021-08-21,17.5115
2021-08-22,17.5115
2021-08-23,17.5135
2021-08-24,17.4661
2021-08-25,17.4167
2021-08-26,17.223
2021-08-27,17.3755
2021-08-28,17.3755
2021-08-29,17.3755
2021-08-30,17.361
2021-08-31,17.427
2021-09-01,17.5094
2021-09-02,17.5094
2021-09-03,17.4455
2021-09-04,17.4455
2021-09-05,17.4455
2021-09-06,17.4455
2021-09-07,17.4022
2021-09-08,17.5708
2021-09-09,17.4878
2021-09-10,17.2344
2021-09-11,17.2344
2021-09-12,17.2344
2021-09-13,17.0932
2021-09-14,16.9105
2021-09-15,17.1244
2021-09-16,16.9874
2021-09-17,16.8337
2021-09-18,16.8337
2021-09-19,16.8337
2021-09-20,16.7756
2021-09-21,16.6136
2021-09-22,16.6904
2021-09-23,16.6344
2021-09-24,16.5534
2021-09-25,16.5534
2021-09-26,16.5534
2021-09-27,16.4724
2021-09-28,16.2502
2021-09-29,16.2814
2021-09-30,15.9255
2021-10-01,16.0442
2021-10-02,16.0442
2021-10-03,16.0442
2021-10-04,16.2399
2021-10-05,16.3252
2021-10-06,16.3232
2021-10-07,16.1962
2021-10-08,16.0546
2021-10-09,16.0546
2021-10-10,16.0546
2021-10-11,15.9797
2021-10-12,15.9963
2021-10-13,15.8881
2021-10-14,16.0671
2021-10-15,16.1629
2021-10-16,16.1629
2021-10-17,16.1629
2021-10-18,16.0379
2021-10-19,15.9505
2021-10-20,15.9901
2021-10-21,15.9276
2021-10-22,15.8652
2021-10-23,15.8652
2021-10-24,15.8652
2021-10-25,15.7694
2021-10-26,15.7403
2021-10-27,15.7069
2021-10-28,15.7361
2021-10-29,15.7111
2021-10-30,15.7111
2021-10-31,15.7111
2021-11-01,15.8527
2021-11-02,15.7704
2021-11-03,15.8974
2021-11-04,15.9328
2021-11-05,16.0494
2021-11-06,16.0494
2021-11-07,16.0494
2021-11-08,15.9453
2021-11-09,16.0223
2021-11-10,16.0786
2021-11-11,16.0494
2021-11-12,15.7849
2021-11-13,15.7849
2021-11-14,15.7849
2021-11-15,15.8391
2021-11-16,15.6704
2021-11-17,15.6662
2021-11-18,15.6204
2021-11-19,15.6121
2021-11-20,15.6121
2021-11-21,15.6121
2021-11-22,15.8037
2021-11-23,15.8641
2021-11-24,15.9349
2021-11-25,15.9349
2021-11-26,15.6621
2021-11-27,15.6621
2021-11-28,15.6621
2021-11-29,15.8058
2021-11-30,15.6496
2021-12-01,15.5371
2021-12-02,15.6912
2021-12-03,15.7558
2021-12-04,15.7558
2021-12-05,15.7558
2021-12-06,16.2702
2021-12-07,16.2389
2021-12-08,16.2223
2021-12-09,16.1952
2021-12-10,16.2618
2021-12-11,16.2618
2021-12-12,16.2618
2021-12-13,16.2181
2021-12-14,16.3139
2021-12-15,16.4992
2021-12-16,16.5055
2021-12-17,16.4513
2021-12-18,16.4513
2021-12-19,16.4513
2021-12-20,16.4097
2021-12-21,16.3389
2021-12-22,16.4472
2021-12-23,16.4014
2021-12-24,16.4014
2021-12-25,16.4014
2021-12-26,16.4014
2021-12-27,16.4763
2021-12-28,16.4784
2021-12-29,16.6721
2021-12-30,16.6971
2021-12-31,16.7493
2022-01-01,16.7493
2022-01-02,16.7493
2022-01-03,16.6816
2022-01-04,16.7719
2022-01-05,16.7801
2022-01-06,16.8458
2022-01-07,16.969
2022-01-08,16.969
2022-01-09,16.969
2022-01-10,16.8684
2022-01-11,16.6611
2022-01-12,16.5071
2022-01-13,16.8253
2022-01-14,16.8664
2022-01-15,16.8664
2022-01-16,16.8664
2022-01-17,16.8664
2022-01-18,16.6672
2022-01-19,16.6159
2022-01-20,16.4722
2022-01-21,16.5707
2022-01-22,16.5707
2022-01-23,16.5707
2022-01-24,16.5522
2022-01-25,16.6426
2022-01-26,16.659
2022-01-27,16.8068
2022-01-28,16.93
2022-01-29,16.93
2022-01-30,16.93
2022-01-31,16.9444
2022-02-01,17.0937
2022-02-02,17.2621
2022-02-03,17.7817
2022-02-04,17.7694
2022-02-05,17.7694
2022-02-06,17.7694
2022-02-07,17.7879
2022-02-08,17.7283
2022-02-09,17.6256
2022-02-10,17.2313
2022-02-11,17.2683
2022-02-12,17.2683
2022-02-13,17.2683
2022-02-14,17.2005
2022-02-15,17.0855
2022-02-16,17.0773
2022-02-17,17.219
2022-02-18,17.3915
2022-02-19,17.3915
2022-02-20,17.3915
2022-02-21,17.3915
2022-02-22,17.41
2022-02-23,17.5188
2022-02-24,17.412
2022-02-25,17.7612
2022-02-26,17.7612
2022-02-27,17.7612
2022-02-28,17.677
2022-03-01,17.8043
2022-03-02,18.1535
2022-03-03,18.2377
2022-03-04,18.6033
2022-03-05,18.6033
2022-03-06,18.6033
2022-03-07,18.6649
2022-03-08,18.3876
2022-03-09,18.1925
2022-03-10,18.0672
2022-03-11,17.8865
2022-03-12,17.8865
2022-03-13,17.8865
2022-03-14,17.7324
2022-03-15,17.5702
2022-03-16,17.5373
2022-03-17,17.5271
2022-03-18,17.4449
2022-03-19,17.4449
2022-03-20,17.4449
2022-03-21,17.7283
2022-03-22,17.4428
2022-03-23,17.3627
2022-03-24,17.3545
2022-03-25,17.4613
2022-03-26,17.4613
2022-03-27,17.4613
2022-03-28,17.258
2022-03-29,17.6708
2022-03-30,17.765
2022-03-31,17.0347
2022-04-01,17.4241
2022-04-02,17.4241
2022-04-03,17.4241
2022-04-04,17.1486
2022-04-05,17.1126
2022-04-06,17.548
2022-04-07,17.5739
2022-04-08,17.5799
2022-04-09,17.5799
2022-04-10,17.5799
2022-04-11,17.4761
2022-04-12,17.4102
2022-04-13,17.4281
2022-04-14,17.2764
2022-04-15,17.2764
2022-04-16,17.2764
2022-04-17,17.2764
2022-04-18,17.2564
2022-04-19,17.1885
2022-04-20,17.6937
2022-04-21,17.52
2022-04-22,17.3922
2022-04-23,17.3922
2022-04-24,17.3922
2022-04-25,17.1805
2022-04-26,17.3143
2022-04-27,17.2404
2022-04-28,17.2784
2022-04-29,17.2584
2022-04-30,17.2584
2022-05-01,17.2584
2022-05-02,17.0926
2022-05-03,17.2678
2022-05-04,17.5877
2022-05-05,17.3618
2022-05-06,17.7076
2022-05-07,17.7076
2022-05-08,17.7076
2022-05-09,18.0174
2022-05-10,17.6077
2022-05-11,18.0294
2022-05-12,17.9015
2022-05-13,17.7716
2022-05-14,17.7716
2022-05-15,17.7716
2022-05-16,17.9794
2022-05-17,18.0754
2022-05-18,18.3652
2022-05-19,18.1454
2022-05-20,17.9794
2022-05-21,17.9794
2022-05-22,17.9794
2022-05-23,18.3372
2022-05-24,18.725
2022-05-25,18.4412
2022-05-26,18.4652
2022-05-27,18.3313
2022-05-28,18.3313
2022-05-29,18.3313
2022-05-30,18.3313
2022-05-31,18.6291
2022-06-01,18.6271
2022-06-02,18.6131
2022-06-03,18.4892
2022-06-04,18.4892
2022-06-05,18.4892
2022-06-06,18.5791
2022-06-07,18.5072
2022-06-08,18.5151
2022-06-09,18.3732
2022-06-10,18.3213
2022-06-11,18.3213
2022-06-12,18.3213
2022-06-13,17.6556
2022-06-14,17.5737
2022-06-15,17.3978
2022-06-16,17.6057
2022-06-17,17.5257
2022-06-18,17.5257
2022-06-19,17.5257
2022-06-20,17.5257
2022-06-21,17.5757
2022-06-22,17.8035
2022-06-23,17.9235
2022-06-24,18.4752
2022-06-25,18.4752
2022-06-26,18.4752
2022-06-27,18.6251
2022-06-28,18.6491
2022-06-29,18.5231
2022-06-30,18.3314
2022-07-01,18.781
2022-07-02,18.781
2022-07-03,18.781
2022-07-04,18.781
2022-07-05,17.9942
2022-07-06,18.2525
2022-07-07,18.01
2022-07-08,18.2091
2022-07-09,18.2091
2022-07-10,18.2091
2022-07-11,18.221
2022-07-12,18.2348
2022-07-13,18.2229
2022-07-14,18.426
2022-07-15,18.5542
2022-07-16,18.5542
2022-07-17,18.5542
2022-07-18,18.2071
2022-07-19,18.3235
2022-07-20,18.081
2022-07-21,17.9962
2022-07-22,17.0911
2022-07-23,17.0911
2022-07-24,17.0911
2022-07-25,17.3179
2022-07-26,17.4026
2022-07-27,17.4795
2022-07-28,17.6353
2022-07-29,17.5525
2022-07-30,17.5525
2022-07-31,17.5525
2022-08-01,17.446
2022-08-02,17.7093
2022-08-03,17.6285
2022-08-04,17.522
2022-08-05,17.3346
2022-08-06,17.3346
2022-08-07,17.3346
2022-08-08,17.4036
2022-08-09,17.8395
2022-08-10,17.7192
2022-08-11,17.5713
2022-08-12,17.8829
2022-08-13,17.8829
2022-08-14,17.8829
2022-08-15,17.946
2022-08-16,17.9263
2022-08-17,17.9815
2022-08-18,18.0703
2022-08-19,17.8809
2022-08-20,17.8809
2022-08-21,17.8809
2022-08-22,17.7409
2022-08-23,17.4746
2022-08-24,17.5082
2022-08-25,17.6521
2022-08-26,17.5161
2022-08-27,17.5161
2022-08-28,17.5161
2022-08-29,17.4017
2022-08-30,17.1512
2022-08-31,17.0269
2022-09-01,17.236
2022-09-02,17.1196
2022-09-03,17.1196
2022-09-04,17.1196
2022-09-05,17.1196
2022-09-06,16.8691
2022-09-07,17.0013
2022-09-08,16.8731
2022-09-09,16.8849
2022-09-10,16.8849
2022-09-11,16.8849
2022-09-12,16.9736
2022-09-13,16.8257
2022-09-14,16.7882
2022-09-15,16.4944
2022-09-16,16.5713
2022-09-17,16.5713
2022-09-18,16.5713
2022-09-19,16.808
2022-09-20,16.664
2022-09-21,16.449
2022-09-22,16.4904
2022-09-23,16.4115
2022-09-24,16.4115
2022-09-25,16.4115
2022-09-26,16.3878
2022-09-27,16.4135
2022-09-28,16.6443
2022-09-29,16.0802
2022-09-30,16.1752
2022-10-01,16.1752
2022-10-02,16.1752
2022-10-03,16.2285
2022-10-04,16.4691
2022-10-05,16.2403
2022-10-06,16.0904
2022-10-07,15.9642
2022-10-08,15.9642
2022-10-09,15.9642
2022-10-10,16.0431
2022-10-11,16.2581
2022-10-12,16.1417
2022-10-13,16.4001
2022-10-14,16.3192
2022-10-15,16.3192
2022-10-16,16.3192
2022-10-17,16.548
2022-10-18,16.6664
2022-10-19,16.7236
2022-10-20,16.481
2022-10-21,16.6861
2022-10-22,16.6861
2022-10-23,16.6861
2022-10-24,16.8103
2022-10-25,17.193
2022-10-26,17.193
2022-10-27,17.3271
2022-10-28,17.5322
2022-10-29,17.5322
2022-10-30,17.5322
2022-10-31,17.41
2022-11-01,17.841
2022-11-02,17.3339
2022-11-03,17.2215
2022-11-04,17.3537
2022-11-05,17.3537
2022-11-06,17.3537
2022-11-07,17.036
2022-11-08,16.9946
2022-11-09,17.0242
2022-11-10,17.4563
2022-11-11,17.0775
2022-11-12,17.0775
2022-11-13,17.0775
2022-11-14,17.1939
2022-11-15,17.2945
2022-11-16,17.3221
2022-11-17,17.2846
2022-11-18,17.4069
2022-11-19,17.4069
2022-11-20,17.4069
2022-11-21,17.3813
2022-11-22,17.4346
2022-11-23,17.3517
2022-11-24,17.3517
2022-11-25,17.4188
2022-11-26,17.4188
2022-11-27,17.4188
2022-11-28,17.2886
2022-11-29,17.2748
2022-11-30,17.8291
2022-12-01,17.6023
2022-12-02,17.4819
2022-12-03,17.4819
2022-12-04,17.4819
2022-12-05,17.3497
2022-12-06,17.3379
2022-12-07,17.2215
2022-12-08,17.3063
2022-12-09,17.2077
2022-12-10,17.2077
2022-12-11,17.2077
2022-12-12,17.3596
2022-12-13,17.3024
2022-12-14,17.2313
2022-12-15,17.0045
2022-12-16,16.8703
2022-12-17,16.8703
2022-12-18,16.8703
2022-12-19,17.0893
2022-12-20,16.9196
2022-12-21,17.1583
2022-12-22,17.1031
2022-12-23,17.2688
2022-12-24,17.2688
2022-12-25,17.2688
2022-12-26,17.2688
2022-12-27,17.3122
2022-12-28,17.1445
2022-12-29,17.2629
2022-12-30,17.7778
2022-12-31,17.7778
2023-01-01,17.7778
2023-01-02,17.7778
2023-01-03,17.6323
2023-01-04,17.8674
2023-01-05,17.6782
2023-01-06,17.991
2023-01-07,17.991
2023-01-08,17.991
2023-01-09,17.8714
2023-01-10,17.8276
2023-01-11,17.989
2023-01-12,18.1623
2023-01-13,18.1524
2023-01-14,18.1524
2023-01-15,18.1524
2023-01-16,18.1524
2023-01-17,18.1205
2023-01-18,17.7818
2023-01-19,17.8814
2023-01-20,17.9571
2023-01-21,17.9571
2023-01-22,17.9571
2023-01-23,17.8216
2023-01-24,17.8714
2023-01-25,17.8734
2023-01-26,17.8734
2023-01-27,17.718
2023-01-28,17.718
2023-01-29,17.718
2023-01-30,17.716
2023-01-31,17.9392
2023-02-01,17.9711
2023-02-02,18.0966
2023-02-03,18.1085
2023-02-04,18.1085
2023-02-05,18.1085
2023-02-06,18.2301
2023-02-07,18.1085
2023-02-08,17.8336
2023-02-09,17.6722
2023-02-10,17.8495
2023-02-11,17.8495
2023-02-12,17.8495
2023-02-13,17.8575
2023-02-14,17.8649
2023-02-15,18.3543
2023-02-16,18.3643
2023-02-17,18.704
2023-02-18,18.704
2023-02-19,18.704
2023-02-20,18.704
2023-02-21,18.5821
2023-02-22,18.642
2023-02-23,18.5541
2023-02-24,18.6121
2023-02-25,18.6121
2023-02-26,18.6121
2023-02-27,18.4782
2023-02-28,18.3963
2023-03-01,18.1905
2023-03-02,18.3064
2023-03-03,18.4283
2023-03-04,18.4283
2023-03-05,18.4283
2023-03-06,18.3024
2023-03-07,18.2584
2023-03-08,18.3843
2023-03-09,18.3883
2023-03-10,18.2425
2023-03-11,18.2425
2023-03-12,18.2425
2023-03-13,18.0547
2023-03-14,18.3264
2023-03-15,18.4542
2023-03-16,18.5861
2023-03-17,18.3204
