,RUTH US Equity
2021-01-17,13.8384
2021-01-18,13.8384
2021-01-19,13.8384
2021-01-20,13.8384
2021-01-21,13.8384
2021-01-22,13.8384
2021-01-23,13.8384
2021-01-24,13.8384
2021-01-25,13.8384
2021-01-26,13.8384
2021-01-27,13.8384
2021-01-28,13.8384
2021-01-29,13.8384
2021-01-30,13.8384
2021-01-31,13.8384
2021-02-01,13.8384
2021-02-02,13.8384
2021-02-03,13.8384
2021-02-04,13.8384
2021-02-05,13.8384
2021-02-06,13.8384
2021-02-07,13.8384
2021-02-08,13.8384
2021-02-09,13.8384
2021-02-10,13.8384
2021-02-11,13.8384
2021-02-12,13.8384
2021-02-13,13.8384
2021-02-14,13.8384
2021-02-15,13.8384
2021-02-16,13.8384
2021-02-17,13.8384
2021-02-18,13.8384
2021-02-19,13.8384
2021-02-20,13.8384
2021-02-21,13.8384
2021-02-22,13.8384
2021-02-23,13.8384
2021-02-24,13.8384
2021-02-25,13.8384
2021-02-26,13.8384
2021-02-27,13.8384
2021-02-28,13.8384
2021-03-01,13.8384
2021-03-02,13.8384
2021-03-03,13.8384
2021-03-04,13.8384
2021-03-05,13.8384
2021-03-06,13.8384
2021-03-07,13.8384
2021-03-08,13.8384
2021-03-09,13.8384
2021-03-10,13.8384
2021-03-11,13.8384
2021-03-12,13.8384
2021-03-13,13.8384
2021-03-14,13.8384
2021-03-15,13.8384
2021-03-16,13.8384
2021-03-17,13.8384
2021-03-18,13.8384
2021-03-19,13.8384
2021-03-20,13.8384
2021-03-21,13.8384
2021-03-22,13.8384
2021-03-23,13.8384
2021-03-24,13.8384
2021-03-25,13.8384
2021-03-26,13.8384
2021-03-27,13.8384
2021-03-28,13.8384
2021-03-29,13.8384
2021-03-30,13.8384
2021-03-31,13.8384
2021-04-01,13.8384
2021-04-02,13.8384
2021-04-03,13.8384
2021-04-04,13.8384
2021-04-05,13.8384
2021-04-06,13.8384
2021-04-07,13.8384
2021-04-08,13.8384
2021-04-09,13.8384
2021-04-10,13.8384
2021-04-11,13.8384
2021-04-12,13.8384
2021-04-13,13.8384
2021-04-14,13.8384
2021-04-15,13.8384
2021-04-16,13.8384
2021-04-17,13.8384
2021-04-18,13.8384
2021-04-19,13.8384
2021-04-20,13.8384
2021-04-21,13.8384
2021-04-22,13.8384
2021-04-23,13.8384
2021-04-24,13.8384
2021-04-25,13.8384
2021-04-26,13.8384
2021-04-27,13.8384
2021-04-28,13.8384
2021-04-29,13.8384
2021-04-30,13.8384
2021-05-01,13.8384
2021-05-02,13.8384
2021-05-03,13.8384
2021-05-04,13.8384
2021-05-05,13.8384
2021-05-06,13.8384
2021-05-07,13.8384
2021-05-08,13.8384
2021-05-09,13.8384
2021-05-10,13.8384
2021-05-11,13.8384
2021-05-12,13.8384
2021-05-13,13.8384
2021-05-14,13.8384
2021-05-15,13.8384
2021-05-16,13.8384
2021-05-17,13.8384
2021-05-18,13.8384
2021-05-19,13.8384
2021-05-20,13.8384
2021-05-21,13.8384
2021-05-22,13.8384
2021-05-23,13.8384
2021-05-24,13.8384
2021-05-25,13.8384
2021-05-26,13.8384
2021-05-27,13.8384
2021-05-28,13.8384
2021-05-29,13.8384
2021-05-30,13.8384
2021-05-31,13.8384
2021-06-01,13.8384
2021-06-02,13.8384
2021-06-03,13.8384
2021-06-04,13.8384
2021-06-05,13.8384
2021-06-06,13.8384
2021-06-07,13.8384
2021-06-08,13.8384
2021-06-09,13.8384
2021-06-10,13.8384
2021-06-11,13.8384
2021-06-12,13.8384
2021-06-13,13.8384
2021-06-14,13.8384
2021-06-15,13.8384
2021-06-16,13.8384
2021-06-17,13.8384
2021-06-18,13.8384
2021-06-19,13.8384
2021-06-20,13.8384
2021-06-21,13.8384
2021-06-22,13.8384
2021-06-23,13.8384
2021-06-24,13.8384
2021-06-25,25.6474
2021-06-26,25.6474
2021-06-27,25.6474
2021-06-28,25.0488
2021-06-29,24.8903
2021-06-30,25.1192
2021-07-01,25.3833
2021-07-02,25.172
2021-07-03,25.172
2021-07-04,25.172
2021-07-05,25.172
2021-07-06,25.0135
2021-07-07,24.3532
2021-07-08,23.8514
2021-07-09,24.7582
2021-07-10,24.7582
2021-07-11,24.7582
2021-07-12,25.0224
2021-07-13,24.5557
2021-07-14,24.1243
2021-07-15,23.4376
2021-07-16,22.8037
2021-07-17,22.8037
2021-07-18,22.8037
2021-07-19,21.712
2021-07-20,22.5308
2021-07-21,23.6137
2021-07-22,22.9446
2021-07-23,22.7157
2021-07-24,22.7157
2021-07-25,22.7157
2021-07-26,23.332
2021-07-27,23.0855
2021-07-28,22.478
2021-07-29,22.7509
2021-07-30,22.4252
2021-07-31,22.4252
2021-08-01,22.4252
2021-08-02,22.3371
2021-08-03,22.0554
2021-08-04,22.0642
2021-08-05,22.2315
2021-08-06,22.5371
2021-08-07,22.5371
2021-08-08,22.5371
2021-08-09,21.8802
2021-08-10,22.4495
2021-08-11,22.8787
2021-08-12,22.7386
2021-08-13,22.6948
2021-08-14,22.6948
2021-08-15,22.6948
2021-08-16,22.4583
2021-08-17,21.5999
2021-08-18,21.1969
2021-08-19,20.7677
2021-08-20,21.3196
2021-08-21,21.3196
2021-08-22,21.3196
2021-08-23,21.5911
2021-08-24,22.1605
2021-08-25,22.3707
2021-08-26,22.0028
2021-08-27,23.1065
2021-08-28,23.1065
2021-08-29,23.1065
2021-08-30,22.4845
2021-08-31,22.7911
2021-09-01,23.0451
2021-09-02,22.9488
2021-09-03,22.6422
2021-09-04,22.6422
2021-09-05,22.6422
2021-09-06,22.6422
2021-09-07,22.4057
2021-09-08,22.3882
2021-09-09,22.3707
2021-09-10,22.2218
2021-09-11,22.2218
2021-09-12,22.2218
2021-09-13,22.4583
2021-09-14,22.3707
2021-09-15,22.651
2021-09-16,22.6335
2021-09-17,22.5634
2021-09-18,22.5634
2021-09-19,22.5634
2021-09-20,22.4845
2021-09-21,22.2305
2021-09-22,22.5809
2021-09-23,23.1678
2021-09-24,17.4602
2021-09-25,17.4602
2021-09-26,17.4602
2021-09-27,17.8753
2021-09-28,17.4602
2021-09-29,17.3888
2021-09-30,17.0579
2021-10-01,17.8299
2021-10-02,17.8299
2021-10-03,17.8299
2021-10-04,17.4537
2021-10-05,16.9606
2021-10-06,16.6492
2021-10-07,16.5195
2021-10-08,16.0719
2021-10-09,16.0719
2021-10-10,16.0719
2021-10-11,15.981
2021-10-12,16.1173
2021-10-13,16.3703
2021-10-14,16.7336
2021-10-15,16.3119
2021-10-16,16.3119
2021-10-17,16.3119
2021-10-18,16.2795
2021-10-19,16.0589
2021-10-20,15.9486
2021-10-21,15.9616
2021-10-22,16.0913
2021-10-23,16.0913
2021-10-24,16.0913
2021-10-25,15.9746
2021-10-26,15.9356
2021-10-27,15.8383
2021-10-28,15.8902
2021-10-29,15.9906
2021-10-30,15.9906
2021-10-31,15.9906
2021-11-01,15.7668
2021-11-02,15.4086
2021-11-03,15.6452
2021-11-04,15.8627
2021-11-05,16.6045
2021-11-06,16.6045
2021-11-07,16.6045
2021-11-08,16.1952
2021-11-09,16.2975
2021-11-10,15.8371
2021-11-11,15.7795
2021-11-12,15.7731
2021-11-13,15.7731
2021-11-14,15.7731
2021-11-15,15.7987
2021-11-16,15.7731
2021-11-17,15.8051
2021-11-18,15.5365
2021-11-19,15.2616
2021-11-20,15.2616
2021-11-21,15.2616
2021-11-22,15.4342
2021-11-23,15.2999
2021-11-24,15.1912
2021-11-25,15.1912
2021-11-26,14.897
2021-11-27,14.897
2021-11-28,14.897
2021-11-29,14.475
2021-11-30,14.4942
2021-12-01,14.3982
2021-12-02,15.4022
2021-12-03,15.2999
2021-12-04,15.2999
2021-12-05,15.2999
2021-12-06,15.8115
2021-12-07,15.8627
2021-12-08,16.2656
2021-12-09,16.0801
2021-12-10,15.9714
2021-12-11,15.9714
2021-12-12,15.9714
2021-12-13,15.7028
2021-12-14,15.6964
2021-12-15,15.6452
2021-12-16,15.2424
2021-12-17,15.4406
2021-12-18,15.4406
2021-12-19,15.4406
2021-12-20,15.3063
2021-12-21,16.1696
2021-12-22,16.3871
2021-12-23,15.0543
2021-12-24,15.0543
2021-12-25,15.0543
2021-12-26,15.0543
2021-12-27,15.0777
2021-12-28,15.1421
2021-12-29,14.8261
2021-12-30,14.8671
2021-12-31,14.8437
2022-01-01,14.8437
2022-01-02,14.8437
2022-01-03,15.1304
2022-01-04,15.5576
2022-01-05,15.2592
2022-01-06,15.1421
2022-01-07,14.7676
2022-01-08,14.7676
2022-01-09,14.7676
2022-01-10,14.791
2022-01-11,14.9607
2022-01-12,14.8495
2022-01-13,15.2182
2022-01-14,15.0368
2022-01-15,15.0368
2022-01-16,15.0368
2022-01-17,15.0368
2022-01-18,14.6154
2022-01-19,14.4574
2022-01-20,14.1707
2022-01-21,13.9073
2022-01-22,13.9073
2022-01-23,13.9073
2022-01-24,14.4925
2022-01-25,14.6388
2022-01-26,14.4691
2022-01-27,14.2936
2022-01-28,14.9022
2022-01-29,14.9022
2022-01-30,14.9022
2022-01-31,14.9197
2022-02-01,15.0777
2022-02-02,15.1129
2022-02-03,14.9783
2022-02-04,15.066
2022-02-05,15.066
2022-02-06,15.066
2022-02-07,15.265
2022-02-08,15.7858
2022-02-09,16.1604
2022-02-10,16.1662
2022-02-11,16.4647
2022-02-12,16.4647
2022-02-13,16.4647
2022-02-14,16.7514
2022-02-15,16.6636
2022-02-16,16.9094
2022-02-17,16.6051
2022-02-18,17.126
2022-02-19,17.126
2022-02-20,17.126
2022-02-21,17.126
2022-02-22,16.4764
2022-02-23,16.3944
2022-02-24,16.6636
2022-02-25,17.0312
2022-02-26,17.0312
2022-02-27,17.0312
2022-02-28,17.4034
2022-03-01,16.7564
2022-03-02,16.9511
2022-03-03,16.9053
2022-03-04,16.6533
2022-03-05,16.6533
2022-03-06,16.6533
2022-03-07,14.907
2022-03-08,15.2334
2022-03-09,15.9949
2022-03-10,16.0865
2022-03-11,15.9204
2022-03-12,15.9204
2022-03-13,15.9204
2022-03-14,15.8975
2022-03-15,15.9204
2022-03-16,16.3499
2022-03-17,16.264
2022-03-18,16.0407
2022-03-19,16.0407
2022-03-20,16.0407
2022-03-21,16.0407
2022-03-22,16.3842
2022-03-23,15.972
2022-03-24,16.0693
2022-03-25,15.8663
2022-03-26,15.8663
2022-03-27,15.8663
2022-03-28,15.9001
2022-03-29,16.3509
2022-03-30,16.0691
2022-03-31,16.4073
2022-04-01,16.0635
2022-04-02,16.0635
2022-04-03,16.0635
2022-04-04,16.041
2022-04-05,15.979
2022-04-06,15.3591
2022-04-07,15.2746
2022-04-08,15.1957
2022-04-09,15.1957
2022-04-10,15.1957
2022-04-11,15.0492
2022-04-12,15.2746
2022-04-13,15.5845
2022-04-14,15.4324
2022-04-15,15.4324
2022-04-16,15.4324
2022-04-17,15.4324
2022-04-18,15.6127
2022-04-19,15.8212
2022-04-20,15.7705
2022-04-21,15.7446
2022-04-22,15.4452
2022-04-23,15.4452
2022-04-24,15.4452
2022-04-25,15.6486
2022-04-26,15.1147
2022-04-27,15.1345
2022-04-28,15.417
2022-04-29,15.3605
2022-04-30,15.3605
2022-05-01,15.3605
2022-05-02,15.626
2022-05-03,15.2306
2022-05-04,15.0554
2022-05-05,14.53
2022-05-06,15.1734
2022-05-07,15.1734
2022-05-08,15.1734
2022-05-09,14.0674
2022-05-10,14.4245
2022-05-11,14.1019
2022-05-12,14.3842
2022-05-13,14.5973
2022-05-14,14.5973
2022-05-15,14.5973
2022-05-16,14.1595
2022-05-17,14.4533
2022-05-18,13.9291
2022-05-19,13.7448
2022-05-20,13.5143
2022-05-21,13.5143
2022-05-22,13.5143
2022-05-23,13.3818
2022-05-24,12.8576
2022-05-25,13.5835
2022-05-26,13.9521
2022-05-27,14.3151
2022-05-28,14.3151
2022-05-29,14.3151
2022-05-30,14.3151
2022-05-31,14.1307
2022-06-01,14.1019
2022-06-02,14.4706
2022-06-03,14.4303
2022-06-04,14.4303
2022-06-05,14.4303
2022-06-06,14.3957
2022-06-07,14.5167
2022-06-08,14.4418
2022-06-09,14.4245
2022-06-10,14.2287
2022-06-11,14.2287
2022-06-12,14.2287
2022-06-13,13.6468
2022-06-14,13.739
2022-06-15,13.8542
2022-06-16,13.2205
2022-06-17,13.3185
2022-06-18,13.3185
2022-06-19,13.3185
2022-06-20,13.3185
2022-06-21,13.088
2022-06-22,13.1399
2022-06-23,13.3185
2022-06-24,14.9012
2022-06-25,14.9012
2022-06-26,14.9012
2022-06-27,14.742
2022-06-28,14.589
2022-06-29,14.1361
2022-06-30,14.0198
2022-07-01,14.2401
2022-07-02,14.2401
2022-07-03,14.2401
2022-07-04,14.2401
2022-07-05,14.3442
2022-07-06,13.9769
2022-07-07,13.9647
2022-07-08,13.9402
2022-07-09,13.9402
2022-07-10,13.9402
2022-07-11,13.6158
2022-07-12,13.5669
2022-07-13,13.6342
2022-07-14,13.6954
2022-07-15,13.9219
2022-07-16,13.9219
2022-07-17,13.9219
2022-07-18,13.9953
2022-07-19,14.3564
2022-07-20,14.5645
2022-07-21,14.8706
2022-07-22,14.4544
2022-07-23,14.4544
2022-07-24,14.4544
2022-07-25,14.2279
2022-07-26,13.9402
2022-07-27,14.2769
2022-07-28,14.8583
2022-07-29,14.8094
2022-07-30,14.8094
2022-07-31,14.8094
2022-08-01,14.8032
2022-08-02,14.9869
2022-08-03,15.3113
2022-08-04,15.1399
2022-08-05,14.9622
2022-08-06,14.9622
2022-08-07,14.9622
2022-08-08,15.384
2022-08-09,15.1852
2022-08-10,15.7697
2022-08-11,15.8842
2022-08-12,16.1674
2022-08-13,16.1674
2022-08-14,16.1674
2022-08-15,16.0107
2022-08-16,16.1373
2022-08-17,15.6914
2022-08-18,15.9384
2022-08-19,15.8239
2022-08-20,15.8239
2022-08-21,15.8239
2022-08-22,15.4082
2022-08-23,15.5467
2022-08-24,15.6552
2022-08-25,15.8782
2022-08-26,15.3238
2022-08-27,15.3238
2022-08-28,15.3238
2022-08-29,15.4443
2022-08-30,15.2575
2022-08-31,15.0466
2022-09-01,15.1249
2022-09-02,14.9261
2022-09-03,14.9261
2022-09-04,14.9261
2022-09-05,14.9261
2022-09-06,14.6127
2022-09-07,14.9502
2022-09-08,14.9924
2022-09-09,15.2334
2022-09-10,15.2334
2022-09-11,15.2334
2022-09-12,15.4262
2022-09-13,14.8658
2022-09-14,14.9442
2022-09-15,14.8357
2022-09-16,14.8658
2022-09-17,14.8658
2022-09-18,14.8658
2022-09-19,14.4621
2022-09-20,14.2994
2022-09-21,14.3657
2022-09-22,13.98
2022-09-23,14.7598
2022-09-24,14.7598
2022-09-25,14.7598
2022-09-26,14.6913
2022-09-27,14.9529
2022-09-28,15.3142
2022-09-29,15.2581
2022-09-30,15.0713
2022-10-01,15.0713
2022-10-02,15.0713
2022-10-03,14.9093
2022-10-04,15.5945
2022-10-05,15.607
2022-10-06,15.4762
2022-10-07,15.2145
2022-10-08,15.2145
2022-10-09,15.2145
2022-10-10,15.2083
2022-10-11,15.3142
2022-10-12,15.7004
2022-10-13,15.9247
2022-10-14,15.9496
2022-10-15,15.9496
2022-10-16,15.9496
2022-10-17,16.0119
2022-10-18,16.3918
2022-10-19,16.4105
2022-10-20,16.479
2022-10-21,16.56
2022-10-22,16.56
2022-10-23,16.56
2022-10-24,16.4043
2022-10-25,16.8652
2022-10-26,17.0334
2022-10-27,17.3636
2022-10-28,17.5567
2022-10-29,17.5567
2022-10-30,17.5567
2022-10-31,17.5131
2022-11-01,17.4383
2022-11-02,17.1767
2022-11-03,17.1269
2022-11-04,16.1737
2022-11-05,16.1737
2022-11-06,16.1737
2022-11-07,15.2373
2022-11-08,15.3658
2022-11-09,14.9374
2022-11-10,16.039
2022-11-11,15.5922
2022-11-12,15.5922
2022-11-13,15.5922
2022-11-14,15.4454
2022-11-15,15.5984
2022-11-16,15.476
2022-11-17,15.225
2022-11-18,15.2495
2022-11-19,15.2495
2022-11-20,15.2495
2022-11-21,15.1822
2022-11-22,15.4637
2022-11-23,15.4882
2022-11-24,15.4882
2022-11-25,15.6963
2022-11-26,15.6963
2022-11-27,15.6963
2022-11-28,15.0414
2022-11-29,15.1577
2022-11-30,15.2862
2022-12-01,15.2189
2022-12-02,14.9496
2022-12-03,14.9496
2022-12-04,14.9496
2022-12-05,14.87
2022-12-06,14.5273
2022-12-07,14.6374
2022-12-08,14.6374
2022-12-09,14.7843
2022-12-10,14.7843
2022-12-11,14.7843
2022-12-12,14.564
2022-12-13,14.766
2022-12-14,14.4293
2022-12-15,14.209
2022-12-16,14.0805
2022-12-17,14.0805
2022-12-18,14.0805
2022-12-19,13.9397
2022-12-20,13.8969
2022-12-21,13.7132
2022-12-22,13.8479
2022-12-23,12.6412
2022-12-24,12.6412
2022-12-25,12.6412
2022-12-26,12.6412
2022-12-27,12.4964
2022-12-28,12.5075
2022-12-29,12.8361
2022-12-30,12.6857
2022-12-31,12.6857
2023-01-01,12.6857
2023-01-02,12.6857
2023-01-03,12.8807
2023-01-04,13.2816
2023-01-05,13.2259
2023-01-06,13.5211
2023-01-07,13.5211
2023-01-08,13.5211
2023-01-09,14.0111
2023-01-10,14.1281
2023-01-11,14.0278
2023-01-12,14.0891
2023-01-13,14.1504
2023-01-14,14.1504
2023-01-15,14.1504
2023-01-16,14.1504
2023-01-17,13.7661
2023-01-18,13.6213
2023-01-19,13.4654
2023-01-20,13.8608
2023-01-21,13.8608
2023-01-22,13.8608
2023-01-23,14.0223
2023-01-24,13.5823
2023-01-25,13.8051
2023-01-26,13.8496
2023-01-27,13.7605
2023-01-28,13.7605
2023-01-29,13.7605
2023-01-30,13.5601
2023-01-31,13.7049
2023-02-01,13.6881
2023-02-02,13.922
2023-02-03,13.8831
2023-02-04,13.8831
2023-02-05,13.8831
2023-02-06,13.7661
2023-02-07,13.7661
2023-02-08,13.5099
2023-02-09,13.5489
2023-02-10,13.4765
2023-02-11,13.4765
2023-02-12,13.4765
2023-02-13,13.5155
2023-02-14,13.5712
2023-02-15,13.7661
2023-02-16,13.7717
2023-02-17,13.9109
2023-02-18,13.9109
2023-02-19,13.9109
2023-02-20,13.9109
2023-02-21,14.0167
2023-02-22,14.2562
2023-02-23,13.8829
2023-02-24,14.0654
2023-02-25,14.0654
2023-02-26,14.0654
2023-02-27,14.3552
2023-02-28,14.0761
2023-03-01,14.2049
2023-03-02,14.4035
2023-03-03,14.1137
2023-03-04,14.1137
2023-03-05,14.1137
2023-03-06,13.6735
2023-03-07,13.7916
2023-03-08,13.7326
2023-03-09,13.33
2023-03-10,13.0992
2023-03-11,13.0992
2023-03-12,13.0992
2023-03-13,13.067
2023-03-14,13.126
