,PLCE US Equity
2021-02-28,10.0252
2021-03-01,10.0252
2021-03-02,10.0252
2021-03-03,10.0252
2021-03-04,10.0252
2021-03-05,10.0252
2021-03-06,10.0252
2021-03-07,10.0252
2021-03-08,10.0252
2021-03-09,10.0252
2021-03-10,10.0252
2021-03-11,10.0252
2021-03-12,10.0252
2021-03-13,10.0252
2021-03-14,10.0252
2021-03-15,10.0252
2021-03-16,10.0252
2021-03-17,10.0252
2021-03-18,10.0252
2021-03-19,10.0252
2021-03-20,10.0252
2021-03-21,10.0252
2021-03-22,10.0252
2021-03-23,10.0252
2021-03-24,10.0252
2021-03-25,10.0252
2021-03-26,10.0252
2021-03-27,10.0252
2021-03-28,10.0252
2021-03-29,10.0252
2021-03-30,10.0252
2021-03-31,10.0252
2021-04-01,10.0252
2021-04-02,10.0252
2021-04-03,10.0252
2021-04-04,10.0252
2021-04-05,10.0252
2021-04-06,10.0252
2021-04-07,10.0252
2021-04-08,10.0252
2021-04-09,10.0252
2021-04-10,10.0252
2021-04-11,10.0252
2021-04-12,10.0252
2021-04-13,10.0252
2021-04-14,10.0252
2021-04-15,10.0252
2021-04-16,10.0252
2021-04-17,10.0252
2021-04-18,10.0252
2021-04-19,10.0252
2021-04-20,10.0252
2021-04-21,10.0252
2021-04-22,10.0252
2021-04-23,10.0252
2021-04-24,10.0252
2021-04-25,10.0252
2021-04-26,10.0252
2021-04-27,10.0252
2021-04-28,10.0252
2021-04-29,10.0252
2021-04-30,42.9208
2021-05-01,42.9208
2021-05-02,42.9208
2021-05-03,43.7229
2021-05-04,43.1682
2021-05-05,42.9396
2021-05-06,43.2544
2021-05-07,43.8465
2021-05-08,43.8465
2021-05-09,43.8465
2021-05-10,42.7334
2021-05-11,42.636
2021-05-12,40.3311
2021-05-13,40.852
2021-05-14,42.6547
2021-05-15,42.6547
2021-05-16,42.6547
2021-05-17,47.2982
2021-05-18,47.9841
2021-05-19,46.7436
2021-05-20,48.3889
2021-05-21,47.9953
2021-05-22,47.9953
2021-05-23,47.9953
2021-05-24,49.2733
2021-05-25,48.5163
2021-05-26,49.9742
2021-05-27,50.2028
2021-05-28,48.4076
2021-05-29,48.4076
2021-05-30,48.4076
2021-05-31,48.4076
2021-06-01,49.3483
2021-06-02,49.4157
2021-06-03,48.8235
2021-06-04,48.2875
2021-06-05,48.2875
2021-06-06,48.2875
2021-06-07,49.0633
2021-06-08,49.6892
2021-06-09,50.5325
2021-06-10,48.0964
2021-06-11,50.004
2021-06-12,50.004
2021-06-13,50.004
2021-06-14,49.5243
2021-06-15,48.5124
2021-06-16,49.4831
2021-06-17,47.9053
2021-06-18,46.0988
2021-06-19,46.0988
2021-06-20,46.0988
2021-06-21,47.2869
2021-06-22,47.7291
2021-06-23,48.0252
2021-06-24,49.3744
2021-06-25,50.7836
2021-06-26,50.7836
2021-06-27,50.7836
2021-06-28,48.726
2021-06-29,48.7036
2021-06-30,48.4337
2021-07-01,48.4487
2021-07-02,48.4262
2021-07-03,48.4262
2021-07-04,48.4262
2021-07-05,48.4262
2021-07-06,49.1945
2021-07-07,47.583
2021-07-08,46.7622
2021-07-09,48.9884
2021-07-10,48.9884
2021-07-11,48.9884
2021-07-12,50.0977
2021-07-13,49.1833
2021-07-14,47.3206
2021-07-15,45.754
2021-07-16,45.1019
2021-07-17,45.1019
2021-07-18,45.1019
2021-07-19,43.2243
2021-07-20,44.3074
2021-07-21,46.245
2021-07-22,45.4317
2021-07-23,45.9564
2021-07-24,45.9564
2021-07-25,45.9564
2021-07-26,46.2637
2021-07-27,45.5404
2021-07-28,44.4873
2021-07-29,45.1844
2021-07-30,12.2405
2021-07-31,12.2405
2021-08-01,12.2405
2021-08-02,12.4976
2021-08-03,12.5536
2021-08-04,12.0559
2021-08-05,12.538
2021-08-06,12.875
2021-08-07,12.875
2021-08-08,12.875
2021-08-09,12.9082
2021-08-10,13.6266
2021-08-11,14.0507
2021-08-12,14.3731
2021-08-13,14.1502
2021-08-14,14.1502
2021-08-15,14.1502
2021-08-16,14.3265
2021-08-17,13.9252
2021-08-18,13.243
2021-08-19,13.411
2021-08-20,13.8247
2021-08-21,13.8247
2021-08-22,13.8247
2021-08-23,13.6961
2021-08-24,14.1668
2021-08-25,13.5624
2021-08-26,12.7672
2021-08-27,12.8802
2021-08-28,12.8802
2021-08-29,12.8802
2021-08-30,12.5328
2021-08-31,12.534
2021-09-01,12.6818
2021-09-02,12.6849
2021-09-03,12.3103
2021-09-04,12.3103
2021-09-05,12.3103
2021-09-06,12.3103
2021-09-07,12.2947
2021-09-08,11.9606
2021-09-09,12.0897
2021-09-10,11.8264
2021-09-11,11.8264
2021-09-12,11.8264
2021-09-13,11.6006
2021-09-14,11.6901
2021-09-15,11.9544
2021-09-16,12.1979
2021-09-17,12.1511
2021-09-18,12.1511
2021-09-19,12.1511
2021-09-20,12.2208
2021-09-21,12.0397
2021-09-22,12.2302
2021-09-23,12.5392
2021-09-24,12.1532
2021-09-25,12.1532
2021-09-26,12.1532
2021-09-27,12.3883
2021-09-28,12.2822
2021-09-29,12.328
2021-09-30,11.329
2021-10-01,11.9586
2021-10-02,11.9586
2021-10-03,11.9586
2021-10-04,12.0751
2021-10-05,12.0252
2021-10-06,11.9679
2021-10-07,12.5507
2021-10-08,12.7047
2021-10-09,12.7047
2021-10-10,12.7047
2021-10-11,12.1344
2021-10-12,12.0564
2021-10-13,12.1448
2021-10-14,12.1074
2021-10-15,11.9596
2021-10-16,11.9596
2021-10-17,11.9596
2021-10-18,12.0959
2021-10-19,11.9939
2021-10-20,11.97
2021-10-21,12.0834
2021-10-22,12.1865
2021-10-23,12.1865
2021-10-24,12.1865
2021-10-25,12.4445
2021-10-26,12.1979
2021-10-27,12.1459
2021-10-28,12.2343
2021-10-29,7.1271
2021-10-30,7.1271
2021-10-31,7.1271
2021-11-01,7.301
2021-11-02,7.6456
2021-11-03,8.1045
2021-11-04,8.213
2021-11-05,8.18
2021-11-06,8.18
2021-11-07,8.18
2021-11-08,7.9554
2021-11-09,8.1711
2021-11-10,7.9554
2021-11-11,8.0137
2021-11-12,8.3666
2021-11-13,8.3666
2021-11-14,8.3666
2021-11-15,8.5354
2021-11-16,8.7601
2021-11-17,8.5018
2021-11-18,8.9372
2021-11-19,8.4098
2021-11-20,8.4098
2021-11-21,8.4098
2021-11-22,8.4555
2021-11-23,8.3609
2021-11-24,7.9744
2021-11-25,7.9744
2021-11-26,7.8316
2021-11-27,7.8316
2021-11-28,7.8316
2021-11-29,7.5295
2021-11-30,7.3581
2021-12-01,7.2572
2021-12-02,7.3353
2021-12-03,7.4172
2021-12-04,7.4172
2021-12-05,7.4172
2021-12-06,7.5911
2021-12-07,7.7021
2021-12-08,7.5615
2021-12-09,7.3776
2021-12-10,7.3554
2021-12-11,7.3554
2021-12-12,7.3554
2021-12-13,6.9127
2021-12-14,6.9151
2021-12-15,6.9758
2021-12-16,6.6848
2021-12-17,6.5919
2021-12-18,6.5919
2021-12-19,6.5919
2021-12-20,6.3207
2021-12-21,6.6161
2021-12-22,6.5467
2021-12-23,6.6167
2021-12-24,6.6167
2021-12-25,6.6167
2021-12-26,6.6167
2021-12-27,6.7294
2021-12-28,6.7752
2021-12-29,6.8941
2021-12-30,6.8959
2021-12-31,6.7758
2022-01-01,6.7758
2022-01-02,6.7758
2022-01-03,6.7987
2022-01-04,6.9325
2022-01-05,6.5684
2022-01-06,6.5325
2022-01-07,6.3381
2022-01-08,6.3381
2022-01-09,6.3381
2022-01-10,6.2842
2022-01-11,6.4316
2022-01-12,6.369
2022-01-13,6.4563
2022-01-14,6.4204
2022-01-15,6.4204
2022-01-16,6.4204
2022-01-17,6.4204
2022-01-18,6.1616
2022-01-19,6.0954
2022-01-20,5.8378
2022-01-21,5.7728
2022-01-22,5.7728
2022-01-23,5.7728
2022-01-24,6.1536
2022-01-25,6.3783
2022-01-26,6.2551
2022-01-27,6.2099
2022-01-28,4.8379
2022-01-29,4.8379
2022-01-30,4.8379
2022-01-31,4.8532
2022-02-01,4.9706
2022-02-02,4.8315
2022-02-03,4.678
2022-02-04,4.6261
2022-02-05,4.6261
2022-02-06,4.6261
2022-02-07,4.7767
2022-02-08,4.8986
2022-02-09,4.8724
2022-02-10,4.8408
2022-02-11,4.6883
2022-02-12,4.6883
2022-02-13,4.6883
2022-02-14,4.6296
2022-02-15,4.8433
2022-02-16,4.7905
2022-02-17,4.6286
2022-02-18,4.5541
2022-02-19,4.5541
2022-02-20,4.5541
2022-02-21,4.5541
2022-02-22,4.3947
2022-02-23,4.2056
2022-02-24,4.3606
2022-02-25,4.5047
2022-02-26,4.5047
2022-02-27,4.5047
2022-02-28,4.4687
2022-03-01,4.2683
2022-03-02,4.5156
2022-03-03,4.3566
2022-03-04,4.1321
2022-03-05,4.1321
2022-03-06,4.1321
2022-03-07,3.9598
2022-03-08,4.2239
2022-03-09,4.1079
2022-03-10,4.0417
2022-03-11,3.9045
2022-03-12,3.9045
2022-03-13,3.9045
2022-03-14,3.905
2022-03-15,3.9248
2022-03-16,4.0783
2022-03-17,4.0442
2022-03-18,4.0077
2022-03-19,4.0077
2022-03-20,4.0077
2022-03-21,3.8789
2022-03-22,3.8848
2022-03-23,3.7505
2022-03-24,3.868
2022-03-25,3.6977
2022-03-26,3.6977
2022-03-27,3.6977
2022-03-28,3.7345
2022-03-29,3.8821
2022-03-30,3.6693
2022-03-31,3.6568
2022-04-01,3.6824
2022-04-02,3.6824
2022-04-03,3.6824
2022-04-04,3.7674
2022-04-05,3.7418
2022-04-06,3.7167
2022-04-07,3.7163
2022-04-08,3.6782
2022-04-09,3.6782
2022-04-10,3.6782
2022-04-11,3.7729
2022-04-12,3.7511
2022-04-13,3.8584
2022-04-14,3.7632
2022-04-15,3.7632
2022-04-16,3.7632
2022-04-17,3.7632
2022-04-18,3.7748
2022-04-19,3.8961
2022-04-20,3.8199
2022-04-21,3.7962
2022-04-22,3.6159
2022-04-23,3.6159
2022-04-24,3.6159
2022-04-25,3.6238
2022-04-26,3.4788
2022-04-27,3.5169
2022-04-28,3.5583
2022-04-29,4.4798
2022-04-30,4.4798
2022-05-01,4.4798
2022-05-02,4.7319
2022-05-03,4.6326
2022-05-04,4.7615
2022-05-05,4.6059
2022-05-06,4.5863
2022-05-07,4.5863
2022-05-08,4.5863
2022-05-09,4.5785
2022-05-10,4.5317
2022-05-11,4.4263
2022-05-12,4.4971
2022-05-13,4.5166
2022-05-14,4.5166
2022-05-15,4.5166
2022-05-16,4.5144
2022-05-17,4.5869
2022-05-18,4.3063
2022-05-19,4.5585
2022-05-20,4.4419
2022-05-21,4.4419
2022-05-22,4.4419
2022-05-23,4.3471
2022-05-24,4.1529
2022-05-25,4.4698
2022-05-26,4.5239
2022-05-27,4.5685
2022-05-28,4.5685
2022-05-29,4.5685
2022-05-30,4.5685
2022-05-31,4.544
2022-06-01,4.3964
2022-06-02,4.4144
2022-06-03,4.3584
2022-06-04,4.3584
2022-06-05,4.3584
2022-06-06,4.4122
2022-06-07,4.4182
2022-06-08,4.4258
2022-06-09,4.3649
2022-06-10,4.3024
2022-06-11,4.3024
2022-06-12,4.3024
2022-06-13,4.2665
2022-06-14,4.3095
2022-06-15,4.3421
2022-06-16,4.2094
2022-06-17,4.2904
2022-06-18,4.2904
2022-06-19,4.2904
2022-06-20,4.2904
2022-06-21,4.3274
2022-06-22,4.2008
2022-06-23,4.2013
2022-06-24,4.2812
2022-06-25,4.2812
2022-06-26,4.2812
2022-06-27,4.2355
2022-06-28,4.1165
2022-06-29,3.9915
2022-06-30,4.0111
2022-07-01,3.9801
2022-07-02,3.9801
2022-07-03,3.9801
2022-07-04,3.9801
2022-07-05,4.1007
2022-07-06,4.042
2022-07-07,4.166
2022-07-08,4.185
2022-07-09,4.185
2022-07-10,4.185
2022-07-11,4.1306
2022-07-12,4.1236
2022-07-13,4.1029
2022-07-14,4.0828
2022-07-15,4.1105
2022-07-16,4.1105
2022-07-17,4.1105
2022-07-18,4.1785
2022-07-19,4.316
2022-07-20,4.3502
2022-07-21,4.3105
2022-07-22,4.3165
2022-07-23,4.3165
2022-07-24,4.3165
2022-07-25,4.2894
2022-07-26,4.0627
2022-07-27,4.1306
2022-07-28,4.1986
2022-07-29,5.6447
2022-07-30,5.6447
2022-07-31,5.6447
2022-08-01,5.823
2022-08-02,5.823
2022-08-03,5.9755
2022-08-04,5.9567
2022-08-05,5.8891
2022-08-06,5.8891
2022-08-07,5.8891
2022-08-08,6.0904
2022-08-09,5.8731
2022-08-10,5.9469
2022-08-11,6.0277
2022-08-12,6.0563
2022-08-13,6.0563
2022-08-14,6.0563
2022-08-15,6.1036
2022-08-16,6.4532
2022-08-17,6.034
2022-08-18,6.1196
2022-08-19,5.9212
2022-08-20,5.9212
2022-08-21,5.9212
2022-08-22,5.7122
2022-08-23,5.7345
2022-08-24,5.6684
2022-08-25,5.7965
2022-08-26,5.6795
2022-08-27,5.6795
2022-08-28,5.6795
2022-08-29,5.5542
2022-08-30,5.6079
2022-08-31,5.5315
2022-09-01,5.5025
2022-09-02,5.5315
2022-09-03,5.5315
2022-09-04,5.5315
2022-09-05,5.5315
2022-09-06,5.4826
2022-09-07,5.6045
2022-09-08,5.5122
2022-09-09,5.4467
2022-09-10,5.4467
2022-09-11,5.4467
2022-09-12,5.4226
2022-09-13,5.0487
2022-09-14,4.9488
2022-09-15,5.0514
2022-09-16,5.1286
2022-09-17,5.1286
2022-09-18,5.1286
2022-09-19,5.1809
2022-09-20,5.1589
2022-09-21,5.1327
2022-09-22,5.0452
2022-09-23,4.9688
2022-09-24,4.9688
2022-09-25,4.9688
2022-09-26,4.9295
2022-09-27,4.8985
2022-09-28,4.913
2022-09-29,4.7987
2022-09-30,4.7539
2022-10-01,4.7539
2022-10-02,4.7539
2022-10-03,4.8682
2022-10-04,5.1451
2022-10-05,5.1051
2022-10-06,5.196
2022-10-07,5.2642
2022-10-08,5.2642
2022-10-09,5.2642
2022-10-10,5.2422
2022-10-11,5.2043
2022-10-12,5.2518
2022-10-13,5.2649
2022-10-14,5.289
2022-10-15,5.289
2022-10-16,5.289
2022-10-17,5.393
2022-10-18,5.3923
2022-10-19,5.3145
2022-10-20,5.3007
2022-10-21,5.4405
2022-10-22,5.4405
2022-10-23,5.4405
2022-10-24,5.4096
2022-10-25,5.5087
2022-10-26,5.4467
2022-10-27,5.4288
2022-10-28,7.4519
2022-10-29,7.4519
2022-10-30,7.4519
2022-10-31,7.6068
2022-11-01,7.6986
2022-11-02,7.3897
2022-11-03,7.4084
2022-11-04,7.367
2022-11-05,7.367
2022-11-06,7.367
2022-11-07,7.1814
2022-11-08,7.1409
2022-11-09,6.7974
2022-11-10,7.2505
2022-11-11,7.3334
2022-11-12,7.3334
2022-11-13,7.3334
2022-11-14,7.2179
2022-11-15,7.4775
2022-11-16,7.1774
2022-11-17,7.4509
2022-11-18,7.5486
2022-11-19,7.5486
2022-11-20,7.5486
2022-11-21,7.4528
2022-11-22,7.7075
2022-11-23,7.52
2022-11-24,7.52
2022-11-25,7.44
2022-11-26,7.44
2022-11-27,7.44
2022-11-28,7.3739
2022-11-29,7.1863
2022-11-30,6.8999
2022-12-01,6.7165
2022-12-02,6.9194
2022-12-03,6.9194
2022-12-04,6.9194
2022-12-05,6.9268
2022-12-06,6.912
2022-12-07,6.9203
2022-12-08,6.912
2022-12-09,6.8082
2022-12-10,6.8082
2022-12-11,6.8082
2022-12-12,6.9305
2022-12-13,6.8638
2022-12-14,6.8703
2022-12-15,6.7563
2022-12-16,6.912
2022-12-17,6.912
2022-12-18,6.912
2022-12-19,7.0343
2022-12-20,6.8258
2022-12-21,7.0528
2022-12-22,6.9342
2022-12-23,7.1075
2022-12-24,7.1075
2022-12-25,7.1075
2022-12-26,7.1075
2022-12-27,7.0769
2022-12-28,6.9027
2022-12-29,6.95
2022-12-30,6.9852
2022-12-31,6.9852
2023-01-01,6.9852
2023-01-02,6.9852
2023-01-03,6.9129
2023-01-04,7.0018
2023-01-05,6.9657
2023-01-06,7.0028
2023-01-07,7.0028
2023-01-08,7.0028
2023-01-09,6.8981
2023-01-10,6.9805
2023-01-11,7.2057
2023-01-12,7.2511
2023-01-13,7.2168
2023-01-14,7.2168
2023-01-15,7.2168
2023-01-16,7.2168
2023-01-17,7.2381
2023-01-18,7.1816
2023-01-19,7.2492
2023-01-20,7.5762
2023-01-21,7.5762
2023-01-22,7.5762
2023-01-23,7.6828
2023-01-24,7.5086
2023-01-25,7.3659
2023-01-26,7.3798
2023-01-27,7.3798
2023-01-28,7.3798
2023-01-29,7.3798
2023-01-30,7.3798
2023-01-31,7.3798
2023-02-01,7.3798
2023-02-02,7.3798
2023-02-03,7.3798
2023-02-04,7.3798
2023-02-05,7.3798
2023-02-06,7.3798
2023-02-07,7.3798
2023-02-08,7.3798
2023-02-09,7.3798
2023-02-10,7.3798
2023-02-11,7.3798
2023-02-12,7.3798
2023-02-13,7.3798
2023-02-14,7.3798
2023-02-15,7.3798
2023-02-16,7.3798
2023-02-17,7.3798
2023-02-18,7.3798
2023-02-19,7.3798
2023-02-20,7.3798
2023-02-21,7.3798
2023-02-22,7.3798
2023-02-23,7.3798
2023-02-24,7.3798
2023-02-25,7.3798
2023-02-26,7.3798
2023-02-27,7.3798
2023-02-28,7.3798
2023-03-01,7.3798
2023-03-02,7.3798
2023-03-03,7.3798
2023-03-04,7.3798
2023-03-05,7.3798
2023-03-06,7.3798
2023-03-07,7.3798
2023-03-08,7.3798
2023-03-09,7.3798
2023-03-10,7.3798
2023-03-11,7.3798
2023-03-12,7.3798
2023-03-13,7.3798
