,SO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,15.2612
2020-01-02,15.1148
2020-01-03,15.1066
2020-01-04,15.1066
2020-01-05,15.1066
2020-01-06,15.1405
2020-01-07,15.1148
2020-01-08,15.112
2020-01-09,15.2015
2020-01-10,15.2557
2020-01-11,15.2557
2020-01-12,15.2557
2020-01-13,15.375
2020-01-14,15.4266
2020-01-15,15.516
2020-01-16,15.5933
2020-01-17,15.7438
2020-01-18,15.7438
2020-01-19,15.7438
2020-01-20,15.7438
2020-01-21,15.8604
2020-01-22,15.8848
2020-01-23,15.9742
2020-01-24,16.0393
2020-01-25,16.0393
2020-01-26,16.0393
2020-01-27,16.08
2020-01-28,16.122
2020-01-29,16.1288
2020-01-30,16.2305
2020-01-31,16.1695
2020-02-01,16.1695
2020-02-02,16.1695
2020-02-03,16.2101
2020-02-04,16.0529
2020-02-05,15.9837
2020-02-06,15.958
2020-02-07,15.8956
2020-02-08,15.8956
2020-02-09,15.8956
2020-02-10,15.9037
2020-02-11,15.9241
2020-02-12,15.9281
2020-02-13,16.0529
2020-02-14,15.9824
2020-02-15,15.9824
2020-02-16,15.9824
2020-02-17,15.9824
2020-02-18,16.0339
2020-02-19,15.9268
2020-02-20,16.0895
2020-02-21,15.9783
2020-02-22,15.9783
2020-02-23,15.9783
2020-02-24,15.817
2020-02-25,15.6895
2020-02-26,15.5987
2020-02-27,15.15
2020-02-28,14.8084
2020-02-29,14.8084
2020-03-01,14.8084
2020-03-02,15.2923
2020-03-03,15.2883
2020-03-04,15.817
2020-03-05,15.7858
2020-03-06,15.6909
2020-03-07,15.6909
2020-03-08,15.6909
2020-03-09,15.0524
2020-03-10,15.0334
2020-03-11,14.5128
2020-03-12,13.7008
2020-03-13,13.9421
2020-03-14,13.9421
2020-03-15,13.9421
2020-03-16,13.0813
2020-03-17,14.2932
2020-03-18,14.2065
2020-03-19,13.5259
2020-03-20,12.9105
2020-03-21,12.9105
2020-03-22,12.9105
2020-03-23,12.4861
2020-03-24,13.2738
2020-03-25,13.4229
2020-03-26,14.1007
2020-03-27,14.2187
2020-03-28,14.2187
2020-03-29,14.2187
2020-03-30,14.4871
2020-03-31,20.4767
2020-04-01,19.6864
2020-04-02,20.1329
2020-04-03,19.7121
2020-04-04,19.7121
2020-04-05,19.7121
2020-04-06,20.7257
2020-04-07,20.6703
2020-04-08,21.2749
2020-04-09,21.6997
2020-04-10,21.6997
2020-04-11,21.6997
2020-04-12,21.6997
2020-04-13,21.274
2020-04-14,21.5289
2020-04-15,20.9096
2020-04-16,20.7961
2020-04-17,21.2242
2020-04-18,21.2242
2020-04-19,21.2242
2020-04-20,20.8379
2020-04-21,20.8319
2020-04-22,21.1406
2020-04-23,21.0908
2020-04-24,21.276
2020-04-25,21.276
2020-04-26,21.276
2020-04-27,21.4253
2020-04-28,21.3417
2020-04-29,21.2043
2020-04-30,21.0769
2020-05-01,20.6149
2020-05-02,20.6149
2020-05-03,20.6149
2020-05-04,20.7164
2020-05-05,20.8578
2020-05-06,20.4615
2020-05-07,20.579
2020-05-08,20.814
2020-05-09,20.814
2020-05-10,20.814
2020-05-11,20.8937
2020-05-12,20.8359
2020-05-13,20.4914
2020-05-14,20.6826
2020-05-15,20.2425
2020-05-16,20.2425
2020-05-17,20.2425
2020-05-18,20.6169
2020-05-19,20.4476
2020-05-20,20.6985
2020-05-21,20.4994
2020-05-22,20.6487
2020-05-23,20.6487
2020-05-24,20.6487
2020-05-25,20.6487
2020-05-26,20.6647
2020-05-27,20.7344
2020-05-28,21.1127
2020-05-29,21.1446
2020-05-30,21.1446
2020-05-31,21.1446
2020-06-01,21.27
2020-06-02,21.3298
2020-06-03,21.4711
2020-06-04,21.3198
2020-06-05,21.4194
2020-06-06,21.4194
2020-06-07,21.4194
2020-06-08,21.7818
2020-06-09,21.6006
2020-06-10,21.5687
2020-06-11,20.9494
2020-06-12,20.9653
2020-06-13,20.9653
2020-06-14,20.9653
2020-06-15,21.0151
2020-06-16,20.9753
2020-06-17,20.9395
2020-06-18,20.9534
2020-06-19,20.4556
2020-06-20,20.4556
2020-06-21,20.4556
2020-06-22,20.6666
2020-06-23,20.3879
2020-06-24,20.2106
2020-06-25,19.9856
2020-06-26,19.9199
2020-06-27,19.9199
2020-06-28,19.9199
2020-06-29,20.0473
2020-06-30,21.3523
2020-07-01,21.5669
2020-07-02,21.55
2020-07-03,21.55
2020-07-04,21.55
2020-07-05,21.55
2020-07-06,21.5122
2020-07-07,21.5353
2020-07-08,21.6068
2020-07-09,21.3712
2020-07-10,21.6426
2020-07-11,21.6426
2020-07-12,21.6426
2020-07-13,21.6321
2020-07-14,21.7373
2020-07-15,21.5984
2020-07-16,21.7499
2020-07-17,21.9266
2020-07-18,21.9266
2020-07-19,21.9266
2020-07-20,21.8593
2020-07-21,21.9877
2020-07-22,22.1791
2020-07-23,22.1328
2020-07-24,21.9834
2020-07-25,21.9834
2020-07-26,21.9834
2020-07-27,21.8593
2020-07-28,22.0739
2020-07-29,22.0971
2020-07-30,22.0655
2020-07-31,21.9329
2020-08-01,21.9329
2020-08-02,21.9329
2020-08-03,21.8067
2020-08-04,21.8972
2020-08-05,21.6784
2020-08-06,21.7815
2020-08-07,21.9498
2020-08-08,21.9498
2020-08-09,21.9498
2020-08-10,22.0297
2020-08-11,21.8446
2020-08-12,21.9855
2020-08-13,22.0171
2020-08-14,21.712
2020-08-15,21.712
2020-08-16,21.712
2020-08-17,21.7183
2020-08-18,21.6047
2020-08-19,21.6342
2020-08-20,21.4364
2020-08-21,21.4617
2020-08-22,21.4617
2020-08-23,21.4617
2020-08-24,21.5648
2020-08-25,21.4701
2020-08-26,21.3249
2020-08-27,21.4259
2020-08-28,21.4722
2020-08-29,21.4722
2020-08-30,21.4722
2020-08-31,21.4217
2020-09-01,21.3439
2020-09-02,21.6384
2020-09-03,21.5101
2020-09-04,21.4448
2020-09-05,21.4448
2020-09-06,21.4448
2020-09-07,21.4448
2020-09-08,21.5627
2020-09-09,21.5627
2020-09-10,21.2913
2020-09-11,21.3333
2020-09-12,21.3333
2020-09-13,21.3333
2020-09-14,21.5648
2020-09-15,21.5963
2020-09-16,21.6552
2020-09-17,21.7036
2020-09-18,21.5542
2020-09-19,21.5542
2020-09-20,21.5542
2020-09-21,21.6005
2020-09-22,21.6195
2020-09-23,21.4953
2020-09-24,21.6047
2020-09-25,21.7646
2020-09-26,21.7646
2020-09-27,21.7646
2020-09-28,21.7436
2020-09-29,21.7415
2020-09-30,22.7753
2020-10-01,22.8625
2020-10-02,23.2202
2020-10-03,23.2202
2020-10-04,23.2202
2020-10-05,23.4187
2020-10-06,23.5627
2020-10-07,23.5561
2020-10-08,23.7546
2020-10-09,23.7612
2020-10-10,23.7612
2020-10-11,23.7612
2020-10-12,23.7873
2020-10-13,23.6739
2020-10-14,23.5997
2020-10-15,23.6041
2020-10-16,23.6761
2020-10-17,23.6761
2020-10-18,23.6761
2020-10-19,23.6085
2020-10-20,23.7306
2020-10-21,23.7895
2020-10-22,24.1581
2020-10-23,24.2214
2020-10-24,24.2214
2020-10-25,24.2214
2020-10-26,24.169
2020-10-27,24.0818
2020-10-28,23.6783
2020-10-29,23.6364
2020-10-30,23.4707
2020-10-31,23.4707
2020-11-01,23.4707
2020-11-02,23.8107
2020-11-03,23.996
2020-11-04,23.9742
