,KR US Equity
2020-05-02,17.6981
2020-05-03,17.6981
2020-05-04,17.8701
2020-05-05,17.9546
2020-05-06,17.9456
2020-05-07,17.9154
2020-05-08,18.1146
2020-05-09,18.1146
2020-05-10,18.1146
2020-05-11,18.2323
2020-05-12,18.178
2020-05-13,18.4538
2020-05-14,18.0511
2020-05-15,17.9687
2020-05-16,17.9687
2020-05-17,17.9687
2020-05-18,17.8924
2020-05-19,17.7399
2020-05-20,17.9047
2020-05-21,17.8497
2020-05-22,16.195
2020-05-23,16.195
2020-05-24,16.195
2020-05-25,16.195
2020-05-26,15.9012
2020-05-27,16.4624
2020-05-28,16.104
2020-05-29,16.2685
2020-05-30,16.2685
2020-05-31,16.2685
2020-06-01,16.2303
2020-06-02,16.3801
2020-06-03,16.2861
2020-06-04,16.4124
2020-06-05,16.2273
2020-06-06,16.2273
2020-06-07,16.2273
2020-06-08,16.3831
2020-06-09,16.3566
2020-06-10,16.2538
2020-06-11,16.292
2020-06-12,16.1627
2020-06-13,16.1627
2020-06-14,16.1627
2020-06-15,16.1098
2020-06-16,16.242
2020-06-17,16.3243
2020-06-18,16.0305
2020-06-19,16.1568
2020-06-20,16.1568
2020-06-21,16.1568
2020-06-22,16.1069
2020-06-23,16.1157
2020-06-24,16.3272
2020-06-25,16.3155
2020-06-26,16.1852
2020-06-27,16.1852
2020-06-28,16.1852
2020-06-29,16.6067
2020-06-30,16.5253
2020-07-01,16.4439
2020-07-02,16.4236
2020-07-03,16.4236
2020-07-04,16.4236
2020-07-05,16.4236
2020-07-06,16.4904
2020-07-07,16.4759
2020-07-08,16.1096
2020-07-09,16.2085
2020-07-10,16.4061
2020-07-11,16.4061
2020-07-12,16.4061
2020-07-13,16.3596
2020-07-14,16.6387
2020-07-15,16.5021
2020-07-16,16.4904
2020-07-17,16.5253
2020-07-18,16.5253
2020-07-19,16.5253
2020-07-20,16.6125
2020-07-21,16.7986
2020-07-22,16.9062
2020-07-23,16.8974
2020-07-24,16.7753
2020-07-25,16.7753
2020-07-26,16.7753
2020-07-27,16.7899
2020-07-28,16.9265
2020-07-29,16.8916
2020-07-30,16.6881
2020-07-31,16.7986
2020-08-01,16.7986
2020-08-02,16.7986
2020-08-03,16.8887
2020-08-04,16.973
2020-08-05,16.8858
2020-08-06,16.8684
2020-08-07,16.9294
2020-08-08,16.9294
2020-08-09,16.9294
2020-08-10,16.8684
2020-08-11,16.6445
2020-08-12,16.7463
2020-08-13,16.7405
2020-08-14,15.4272
2020-08-15,15.4272
2020-08-16,15.4272
2020-08-17,15.5888
2020-08-18,15.6524
2020-08-19,15.6471
2020-08-20,15.5676
2020-08-21,15.565
2020-08-22,15.565
2020-08-23,15.565
2020-08-24,15.6047
2020-08-25,15.61
2020-08-26,15.6868
2020-08-27,15.6312
2020-08-28,15.4034
2020-08-29,15.4034
2020-08-30,15.4034
2020-08-31,15.504
2020-09-01,15.4299
2020-09-02,15.7477
2020-09-03,15.6179
2020-09-04,15.4484
2020-09-05,15.4484
2020-09-06,15.4484
2020-09-07,15.4484
2020-09-08,15.2233
2020-09-09,15.3716
2020-09-10,15.2551
2020-09-11,15.1571
2020-09-12,15.1571
2020-09-13,15.1571
2020-09-14,14.7518
2020-09-15,14.72
2020-09-16,14.5346
2020-09-17,14.6644
2020-09-18,14.8498
2020-09-19,14.8498
2020-09-20,14.8498
2020-09-21,14.916
2020-09-22,14.9488
2020-09-23,14.8276
2020-09-24,14.8671
2020-09-25,14.8935
2020-09-26,14.8935
2020-09-27,14.8935
2020-09-28,14.9383
2020-09-29,14.9567
2020-09-30,14.9937
2020-10-01,15.0227
2020-10-02,15.0358
2020-10-03,15.0358
2020-10-04,15.0358
2020-10-05,15.1571
2020-10-06,15.0042
2020-10-07,15.0253
2020-10-08,15.0938
2020-10-09,15.136
2020-10-10,15.136
2020-10-11,15.136
2020-10-12,15.1835
2020-10-13,15.2283
2020-10-14,14.9752
2020-10-15,15.0121
2020-10-16,15.0358
2020-10-17,15.0358
2020-10-18,15.0358
2020-10-19,14.9857
2020-10-20,14.8407
2020-10-21,14.8407
2020-10-22,14.6588
2020-10-23,14.6905
2020-10-24,14.6905
2020-10-25,14.6905
2020-10-26,14.7959
2020-10-27,14.5797
2020-10-28,14.5323
2020-10-29,14.5586
2020-10-30,14.5455
2020-10-31,14.5455
2020-11-01,14.5455
2020-11-02,14.5059
2020-11-03,14.6852
2020-11-04,14.5138
2020-11-05,14.6799
2020-11-06,12.7049
2020-11-07,12.7049
2020-11-08,12.7049
2020-11-09,12.2235
2020-11-10,12.4263
2020-11-11,12.4642
2020-11-12,12.4508
2020-11-13,12.4753
2020-11-14,12.4753
2020-11-15,12.4753
2020-11-16,12.511
2020-11-17,12.4219
2020-11-18,12.4531
2020-11-19,12.6135
2020-11-20,12.5422
2020-11-21,12.5422
2020-11-22,12.5422
2020-11-23,12.6737
2020-11-24,12.5979
2020-11-25,12.5154
2020-11-26,12.5154
2020-11-27,12.54
2020-11-28,12.54
2020-11-29,12.54
2020-11-30,12.667
2020-12-01,12.6692
2020-12-02,12.5088
2020-12-03,12.1946
2020-12-04,12.1277
2020-12-05,12.1277
2020-12-06,12.1277
2020-12-07,12.2102
2020-12-08,12.2882
2020-12-09,12.2681
2020-12-10,12.2681
2020-12-11,12.2971
2020-12-12,12.2971
2020-12-13,12.2971
2020-12-14,12.2882
2020-12-15,12.1472
2020-12-16,12.099
2020-12-17,12.1055
2020-12-18,12.0771
2020-12-19,12.0771
2020-12-20,12.0771
2020-12-21,12.0617
2020-12-22,12.0814
2020-12-23,12.191
2020-12-24,12.2217
2020-12-25,12.2217
2020-12-26,12.2217
2020-12-27,12.2217
2020-12-28,12.191
2020-12-29,12.2063
2020-12-30,12.226
2020-12-31,12.2721
2021-01-01,12.2721
2021-01-02,12.2721
2021-01-03,12.2721
2021-01-04,12.3531
2021-01-05,12.3027
2021-01-06,12.3706
2021-01-07,12.2852
2021-01-08,12.2436
2021-01-09,12.2436
2021-01-10,12.2436
2021-01-11,12.2721
2021-01-12,12.2195
2021-01-13,12.3224
2021-01-14,12.5744
2021-01-15,12.6971
2021-01-16,12.6971
2021-01-17,12.6971
2021-01-18,12.6971
2021-01-19,12.6796
2021-01-20,12.5591
2021-01-21,12.5897
2021-01-22,12.6664
2021-01-23,12.6664
2021-01-24,12.6664
2021-01-25,12.8877
2021-01-26,13.4354
2021-01-27,13.8035
2021-01-28,13.0652
2021-01-29,16.2376
2021-01-30,16.2376
2021-01-31,16.2376
2021-02-01,16.0185
2021-02-02,15.8542
2021-02-03,16.0897
2021-02-04,15.95
2021-02-05,15.8679
2021-02-06,15.8679
2021-02-07,15.8679
2021-02-08,15.9035
2021-02-09,15.9884
2021-02-10,15.9938
2021-02-11,15.9363
2021-02-12,16.087
2021-02-13,16.087
2021-02-14,16.087
2021-02-15,16.087
2021-02-16,16.0075
2021-02-17,16.202
2021-02-18,16.0568
2021-02-19,16.1061
2021-02-20,16.1061
2021-02-21,16.1061
2021-02-22,15.9884
2021-02-23,15.835
2021-02-24,15.7583
2021-02-25,15.6652
2021-02-26,15.6104
2021-02-27,15.6104
2021-02-28,15.6104
2021-03-01,15.7967
2021-03-02,15.7063
2021-03-03,15.8952
2021-03-04,16.1253
2021-03-05,16.2211
2021-03-06,16.2211
2021-03-07,16.2211
2021-03-08,16.3033
2021-03-09,16.2266
2021-03-10,16.4402
2021-03-11,16.3581
2021-03-12,16.5005
2021-03-13,16.5005
2021-03-14,16.5005
2021-03-15,16.6128
2021-03-16,16.5991
2021-03-17,16.4512
2021-03-18,16.2896
2021-03-19,16.4841
2021-03-20,16.4841
2021-03-21,16.4841
2021-03-22,16.7004
2021-03-23,16.8237
2021-03-24,16.569
2021-03-25,16.7826
2021-03-26,16.9852
2021-03-27,16.9852
2021-03-28,16.9852
2021-03-29,17.1824
2021-03-30,17.0899
2021-03-31,16.5246
2021-04-01,16.5137
2021-04-02,16.5137
2021-04-03,16.5137
2021-04-04,16.5137
2021-04-05,16.7247
2021-04-06,16.768
2021-04-07,16.8383
2021-04-08,16.86
2021-04-09,17.0087
2021-04-10,17.0087
2021-04-11,17.0087
2021-04-12,17.0601
2021-04-13,16.9546
2021-04-14,16.8627
2021-04-15,16.8492
2021-04-16,16.8275
2021-04-17,16.8275
2021-04-18,16.8275
2021-04-19,16.9141
2021-04-20,17.0033
2021-04-21,17.0439
2021-04-22,16.9141
2021-04-23,16.8924
2021-04-24,16.8924
2021-04-25,16.8924
2021-04-26,16.6733
2021-04-27,16.7355
2021-04-28,16.7031
2021-04-29,16.814
2021-04-30,16.6733
2021-05-01,16.6733
2021-05-02,16.6733
2021-05-03,16.9005
2021-05-04,16.4975
2021-05-05,16.6544
2021-05-06,16.9844
2021-05-07,16.9952
2021-05-08,16.9952
2021-05-09,16.9952
2021-05-10,17.3009
2021-05-11,17.1819
2021-05-12,16.6977
2021-05-13,16.7464
2021-05-14,16.9202
2021-05-15,16.9202
2021-05-16,16.9202
2021-05-17,16.9719
2021-05-18,16.9202
2021-05-19,16.7023
2021-05-20,16.6914
2021-05-21,20.596
2021-05-22,20.596
2021-05-23,20.596
2021-05-24,20.5993
2021-05-25,20.5524
2021-05-26,20.529
2021-05-27,20.4954
2021-05-28,20.7267
2021-05-29,20.7267
2021-05-30,20.7267
2021-05-31,20.7267
2021-06-01,20.8272
2021-06-02,21.0518
2021-06-03,21.2328
2021-06-04,21.273
2021-06-05,21.273
2021-06-06,21.273
2021-06-07,21.3936
2021-06-08,21.3668
2021-06-09,21.1624
2021-06-10,21.3333
2021-06-11,21.3065
2021-06-12,21.3065
2021-06-13,21.3065
2021-06-14,21.2026
2021-06-15,21.025
2021-06-16,20.9177
2021-06-17,21.464
2021-06-18,21.3199
2021-06-19,21.3199
2021-06-20,21.3199
2021-06-21,21.5981
2021-06-22,21.6819
2021-06-23,21.4674
2021-06-24,21.454
2021-06-25,21.3029
2021-06-26,21.3029
2021-06-27,21.3029
2021-06-28,21.3525
2021-06-29,21.1838
2021-06-30,21.0052
2021-07-01,20.9456
2021-07-02,21.025
2021-07-03,21.025
2021-07-04,21.025
2021-07-05,21.025
2021-07-06,20.7075
2021-07-07,20.7836
2021-07-08,20.8629
2021-07-09,20.9919
2021-07-10,20.9919
2021-07-11,20.9919
2021-07-12,21.0052
2021-07-13,20.9258
2021-07-14,21.0085
2021-07-15,21.1805
2021-07-16,21.3525
2021-07-17,21.3525
2021-07-18,21.3525
2021-07-19,21.9181
2021-07-20,21.7527
2021-07-21,21.6006
2021-07-22,21.4749
2021-07-23,21.5278
2021-07-24,21.5278
2021-07-25,21.5278
2021-07-26,21.4947
2021-07-27,21.5741
2021-07-28,21.5741
2021-07-29,21.8024
2021-07-30,21.7957
2021-07-31,21.7957
2021-08-01,21.7957
2021-08-02,21.8983
2021-08-03,22.4308
2021-08-04,22.1993
2021-08-05,22.1828
2021-08-06,22.1431
2021-08-07,22.1431
2021-08-08,22.1431
2021-08-09,22.3184
2021-08-10,22.4838
2021-08-11,22.5565
2021-08-12,22.4375
2021-08-13,22.3667
2021-08-14,22.3667
2021-08-15,22.3667
2021-08-16,22.5766
2021-08-17,23.2294
2021-08-18,23.4983
2021-08-19,23.3901
2021-08-20,23.7214
2021-08-21,23.7214
2021-08-22,23.7214
2021-08-23,23.6558
2021-08-24,23.3311
2021-08-25,23.3475
2021-08-26,23.1408
2021-08-27,23.2458
2021-08-28,23.2458
2021-08-29,23.2458
2021-08-30,23.4787
2021-08-31,23.4229
2021-09-01,23.3278
2021-09-02,23.8428
2021-09-03,23.6263
2021-09-04,23.6263
2021-09-05,23.6263
2021-09-06,23.6263
2021-09-07,23.4098
2021-09-08,23.5082
2021-09-09,23.4557
2021-09-10,22.3207
2021-09-11,22.3207
2021-09-12,22.3207
2021-09-13,22.3896
2021-09-14,22.0321
2021-09-15,21.8057
2021-09-16,21.7303
2021-09-17,21.6886
2021-09-18,21.6886
2021-09-19,21.6886
2021-09-20,21.5156
2021-09-21,21.5286
2021-09-22,21.4144
2021-09-23,21.4405
2021-09-24,21.3752
2021-09-25,21.3752
2021-09-26,21.3752
2021-09-27,21.4437
2021-09-28,21.5482
2021-09-29,21.8191
2021-09-30,21.5221
2021-10-01,21.101
2021-10-02,21.101
2021-10-03,21.101
2021-10-04,21.2609
2021-10-05,21.3425
2021-10-06,21.2348
2021-10-07,21.2185
2021-10-08,21.2087
2021-10-09,21.2087
2021-10-10,21.2087
2021-10-11,21.2446
2021-10-12,21.3262
2021-10-13,21.2087
2021-10-14,21.0944
2021-10-15,20.9214
2021-10-16,20.9214
2021-10-17,20.9214
2021-10-18,21.1238
2021-10-19,21.0781
2021-10-20,21.1597
2021-10-21,21.1532
2021-10-22,21.4568
2021-10-23,21.4568
2021-10-24,21.4568
2021-10-25,21.4894
2021-10-26,21.3687
2021-10-27,21.212
2021-10-28,21.2805
2021-10-29,21.3882
2021-10-30,21.3882
2021-10-31,21.3882
2021-11-01,21.5286
2021-11-02,21.6102
2021-11-03,22.3447
2021-11-04,22.4981
2021-11-05,21.1813
2021-11-06,21.1813
2021-11-07,21.1813
2021-11-08,20.9854
2021-11-09,21.0581
2021-11-10,21.2287
2021-11-11,21.1655
2021-11-12,21.216
2021-11-13,21.216
2021-11-14,21.216
2021-11-15,21.2887
2021-11-16,20.9823
2021-11-17,20.6537
2021-11-18,20.8907
2021-11-19,20.7296
2021-11-20,20.7296
2021-11-21,20.7296
2021-11-22,21.3519
2021-11-23,21.4151
2021-11-24,21.2508
2021-11-25,21.2508
2021-11-26,21.4403
2021-11-27,21.4403
2021-11-28,21.4403
2021-11-29,21.1908
2021-11-30,20.9317
2021-12-01,20.5147
2021-12-02,21.9174
2021-12-03,21.532
2021-12-04,21.532
2021-12-05,21.532
2021-12-06,22.0627
2021-12-07,22.05
2021-12-08,21.3361
2021-12-09,21.6109
2021-12-10,21.7427
2021-12-11,21.7427
2021-12-12,21.7427
2021-12-13,22.0644
2021-12-14,22.0488
2021-12-15,22.2487
2021-12-16,22.1519
2021-12-17,21.8021
2021-12-18,21.8021
2021-12-19,21.8021
2021-12-20,22.027
2021-12-21,21.5147
2021-12-22,21.4054
2021-12-23,21.3086
2021-12-24,21.3086
2021-12-25,21.3086
2021-12-26,21.3086
2021-12-27,21.4741
2021-12-28,21.6865
2021-12-29,21.7771
2021-12-30,21.9114
2021-12-31,21.9489
2022-01-01,21.9489
2022-01-02,21.9489
2022-01-03,21.927
2022-01-04,22.2331
2022-01-05,22.433
2022-01-06,22.5298
2022-01-07,22.8422
2022-01-08,22.8422
2022-01-09,22.8422
2022-01-10,23.1483
2022-01-11,22.7141
2022-01-12,22.5361
2022-01-13,23.267
2022-01-14,23.1545
2022-01-15,23.1545
2022-01-16,23.1545
2022-01-17,23.1545
2022-01-18,22.989
2022-01-19,22.9859
2022-01-20,22.5767
2022-01-21,22.4674
2022-01-22,22.4674
2022-01-23,22.4674
2022-01-24,22.7172
2022-01-25,21.8927
2022-01-26,21.674
2022-01-27,21.9926
2022-01-28,14.5406
2022-01-29,14.5406
2022-01-30,14.5406
2022-01-31,14.5659
2022-02-01,14.6801
2022-02-02,14.6738
2022-02-03,14.8874
2022-02-04,14.8155
2022-02-05,14.8155
2022-02-06,14.8155
2022-02-07,14.7943
2022-02-08,14.9698
2022-02-09,14.8958
2022-02-10,14.9001
2022-02-11,15.1327
2022-02-12,15.1327
2022-02-13,15.1327
2022-02-14,15.01
2022-02-15,15.1623
2022-02-16,14.7732
2022-02-17,14.9127
2022-02-18,14.9889
2022-02-19,14.9889
2022-02-20,14.9889
2022-02-21,14.9889
2022-02-22,14.8726
2022-02-23,14.7647
2022-02-24,14.7457
2022-02-25,15.1728
2022-02-26,15.1728
2022-02-27,15.1728
2022-02-28,15.2447
2022-03-01,15.5725
2022-03-02,15.7882
2022-03-03,16.9999
2022-03-04,17.8119
2022-03-05,17.8119
2022-03-06,17.8119
2022-03-07,17.5751
2022-03-08,17.1289
2022-03-09,17.0506
2022-03-10,17.4207
2022-03-11,17.1669
2022-03-12,17.1669
2022-03-13,17.1669
2022-03-14,17.0675
2022-03-15,17.2304
2022-03-16,16.9766
2022-03-17,17.1183
2022-03-18,17.1521
2022-03-19,17.1521
2022-03-20,17.1521
2022-03-21,17.1225
2022-03-22,17.3107
2022-03-23,17.2854
2022-03-24,17.3488
2022-03-25,17.4017
2022-03-26,17.4017
2022-03-27,17.4017
2022-03-28,17.4017
2022-03-29,17.0789
2022-03-30,17.0747
2022-03-31,17.2828
2022-04-01,17.3057
2022-04-02,17.3057
2022-04-03,17.3057
2022-04-04,17.2973
2022-04-05,17.341
2022-04-06,17.5657
2022-04-07,17.8049
2022-04-08,18.1773
2022-04-09,18.1773
2022-04-10,18.1773
2022-04-11,17.9651
2022-04-12,17.5698
2022-04-13,17.4846
2022-04-14,17.4804
2022-04-15,17.4804
2022-04-16,17.4804
2022-04-17,17.4804
2022-04-18,17.3764
2022-04-19,17.3701
2022-04-20,17.3514
2022-04-21,17.4513
2022-04-22,17.2058
2022-04-23,17.2058
2022-04-24,17.2058
2022-04-25,17.1413
2022-04-26,16.9395
2022-04-27,16.9104
2022-04-28,16.8917
2022-04-29,16.5734
2022-04-30,16.5734
2022-05-01,16.5734
2022-05-02,16.5235
2022-05-03,16.7087
2022-05-04,16.9119
2022-05-05,16.5138
2022-05-06,16.5138
2022-05-07,16.5138
2022-05-08,16.5138
2022-05-09,16.7191
2022-05-10,16.7917
2022-05-11,16.6133
2022-05-12,16.5905
2022-05-13,16.4184
2022-05-14,16.4184
2022-05-15,16.4184
2022-05-16,16.379
2022-05-17,15.9706
2022-05-18,15.2801
2022-05-19,15.3008
2022-05-20,13.3035
2022-05-21,13.3035
2022-05-22,13.3035
2022-05-23,13.5728
2022-05-24,13.7954
2022-05-25,13.735
2022-05-26,13.9042
2022-05-27,14.0457
2022-05-28,14.0457
2022-05-29,14.0457
2022-05-30,14.0457
2022-05-31,14.0474
2022-06-01,13.7678
2022-06-02,14.0319
2022-06-03,13.9732
2022-06-04,13.9732
2022-06-05,13.9732
2022-06-06,13.9059
2022-06-07,13.8852
2022-06-08,13.7454
2022-06-09,13.609
2022-06-10,13.7229
2022-06-11,13.7229
2022-06-12,13.7229
2022-06-13,13.5918
2022-06-14,13.6021
2022-06-15,13.6867
2022-06-16,13.5037
2022-06-17,12.8789
2022-06-18,12.8789
2022-06-19,12.8789
2022-06-20,12.8789
2022-06-21,13.2587
2022-06-22,13.0757
2022-06-23,13.2209
2022-06-24,13.2049
2022-06-25,13.2049
2022-06-26,13.2049
2022-06-27,13.2477
2022-06-28,13.2015
2022-06-29,13.1467
2022-06-30,13.013
2022-07-01,13.1518
2022-07-02,13.1518
2022-07-03,13.1518
2022-07-04,13.1518
2022-07-05,12.9959
2022-07-06,13.025
2022-07-07,13.2546
2022-07-08,13.1312
2022-07-09,13.1312
2022-07-10,13.1312
2022-07-11,13.1107
2022-07-12,13.0593
2022-07-13,13.1193
2022-07-14,13.0422
2022-07-15,13.085
2022-07-16,13.085
2022-07-17,13.085
2022-07-18,13.0473
2022-07-19,13.0079
2022-07-20,12.9908
2022-07-21,12.8332
2022-07-22,12.8263
2022-07-23,12.8263
2022-07-24,12.8263
2022-07-25,12.7355
2022-07-26,12.7886
2022-07-27,12.7749
2022-07-28,12.7921
2022-07-29,12.8606
2022-07-30,12.8606
2022-07-31,12.8606
2022-08-01,12.912
2022-08-02,12.9188
2022-08-03,12.9514
2022-08-04,12.9051
2022-08-05,12.9993
2022-08-06,12.9993
2022-08-07,12.9993
2022-08-08,12.9719
2022-08-09,12.9342
2022-08-10,12.9205
2022-08-11,12.9891
2022-08-12,12.3587
2022-08-13,12.3587
2022-08-14,12.3587
2022-08-15,12.4104
2022-08-16,12.6705
2022-08-17,12.5821
2022-08-18,12.7605
2022-08-19,12.7405
2022-08-20,12.7405
2022-08-21,12.7405
2022-08-22,12.8439
2022-08-23,12.7572
2022-08-24,12.7672
2022-08-25,12.7105
2022-08-26,12.5538
2022-08-27,12.5538
2022-08-28,12.5538
2022-08-29,12.5404
2022-08-30,12.4087
2022-08-31,12.4804
2022-09-01,12.5921
2022-09-02,12.5621
2022-09-03,12.5621
2022-09-04,12.5621
2022-09-05,12.5621
2022-09-06,12.5771
2022-09-07,12.7939
2022-09-08,12.5504
2022-09-09,13.1473
2022-09-10,13.1473
2022-09-11,13.1473
2022-09-12,12.9139
2022-09-13,12.7188
2022-09-14,12.6471
2022-09-15,12.4704
2022-09-16,12.3731
2022-09-17,12.3731
2022-09-18,12.3731
2022-09-19,12.4014
2022-09-20,12.3131
2022-09-21,12.0379
2022-09-22,12.0762
2022-09-23,11.9695
2022-09-24,11.9695
2022-09-25,11.9695
2022-09-26,11.9928
2022-09-27,11.8744
2022-09-28,12.0679
2022-09-29,11.9395
2022-09-30,11.7844
2022-10-01,11.7844
2022-10-02,11.7844
2022-10-03,11.7844
2022-10-04,11.9428
2022-10-05,11.9261
2022-10-06,11.7794
2022-10-07,11.6593
2022-10-08,11.6593
2022-10-09,11.6593
2022-10-10,11.8694
2022-10-11,12.1063
2022-10-12,12.1663
2022-10-13,12.2547
2022-10-14,11.686
2022-10-15,11.686
2022-10-16,11.686
2022-10-17,11.5109
2022-10-18,11.686
2022-10-19,11.6493
2022-10-20,11.5209
2022-10-21,11.7644
2022-10-22,11.7644
2022-10-23,11.7644
2022-10-24,11.8244
2022-10-25,11.9545
2022-10-26,12.0662
2022-10-27,12.1063
2022-10-28,12.288
2022-10-29,12.288
2022-10-30,12.288
2022-10-31,12.3748
2022-11-01,12.3547
2022-11-02,12.253
2022-11-03,12.3631
2022-11-04,12.3155
2022-11-05,12.3155
2022-11-06,12.3155
2022-11-07,12.391
2022-11-08,12.4363
2022-11-09,12.5941
2022-11-10,12.6024
2022-11-11,12.4329
2022-11-12,12.4329
2022-11-13,12.4329
2022-11-14,12.3423
2022-11-15,12.3943
2022-11-16,12.5555
2022-11-17,12.6142
2022-11-18,12.6276
2022-11-19,12.6276
2022-11-20,12.6276
2022-11-21,12.6041
2022-11-22,12.5974
2022-11-23,12.5571
2022-11-24,12.5571
2022-11-25,12.7585
2022-11-26,12.7585
2022-11-27,12.7585
2022-11-28,12.7233
2022-11-29,12.8106
2022-11-30,12.7837
2022-12-01,12.6528
2022-12-02,12.5118
2022-12-03,12.5118
2022-12-04,12.5118
2022-12-05,12.2601
2022-12-06,12.3037
2022-12-07,12.4061
2022-12-08,12.4934
2022-12-09,12.3274
2022-12-10,12.3274
2022-12-11,12.3274
2022-12-12,12.3677
2022-12-13,12.1562
2022-12-14,12.0404
2022-12-15,11.8272
2022-12-16,11.9665
2022-12-17,11.9665
2022-12-18,11.9665
2022-12-19,11.98
2022-12-20,12.0102
2022-12-21,11.99
2022-12-22,12.1226
2022-12-23,12.23
2022-12-24,12.23
2022-12-25,12.23
2022-12-26,12.23
2022-12-27,12.2401
2022-12-28,12.0102
2022-12-29,12.0169
2022-12-30,12.0102
2022-12-31,12.0102
2023-01-01,12.0102
2023-01-02,12.0102
2023-01-03,11.9917
2023-01-04,12.0756
2023-01-05,12.1075
2023-01-06,12.2049
2023-01-07,12.2049
2023-01-08,12.2049
2023-01-09,12.2804
2023-01-10,12.2451
2023-01-11,12.183
2023-01-12,12.1931
2023-01-13,12.1176
2023-01-14,12.1176
2023-01-15,12.1176
2023-01-16,12.1176
2023-01-17,12.2787
2023-01-18,12.1243
2023-01-19,11.9128
2023-01-20,11.9883
2023-01-21,11.9883
2023-01-22,11.9883
2023-01-23,12.0303
2023-01-24,11.9565
2023-01-25,12.0639
2023-01-26,11.99
2023-01-27,12.5101
2023-01-28,12.5101
2023-01-29,12.5101
2023-01-30,12.3644
2023-01-31,12.4373
2023-02-01,12.5327
2023-02-02,12.4962
2023-02-03,12.4008
2023-02-04,12.4008
2023-02-05,12.4008
2023-02-06,12.4216
2023-02-07,12.4095
2023-02-08,12.3748
2023-02-09,12.3436
2023-02-10,12.4668
2023-02-11,12.4668
2023-02-12,12.4668
2023-02-13,12.4824
2023-02-14,12.2638
2023-02-15,12.3748
2023-02-16,12.3019
2023-02-17,12.328
2023-02-18,12.328
2023-02-19,12.328
2023-02-20,12.328
2023-02-21,12.4355
2023-02-22,12.4355
2023-02-23,12.3123
2023-02-24,12.2846
2023-02-25,12.2846
2023-02-26,12.2846
2023-02-27,12.2256
2023-02-28,12.1788
2023-03-01,12.2204
2023-03-02,12.6281
2023-03-03,12.6715
2023-03-04,12.6715
2023-03-05,12.6715
2023-03-06,12.7582
2023-03-07,12.8328
2023-03-08,12.9265
2023-03-09,12.8918
2023-03-10,12.8658
2023-03-11,12.8658
2023-03-12,12.8658
2023-03-13,12.8224
2023-03-14,12.8797
2023-03-15,13.0722
2023-03-16,12.871
2023-03-17,12.8103
2023-03-18,12.8103
