,CVI US Equity
2020-05-12,11.6217
2020-05-13,11.142
2020-05-14,11.0044
2020-05-15,10.6905
2020-05-16,10.6905
2020-05-17,10.6905
2020-05-18,11.7028
2020-05-19,11.2443
2020-05-20,11.597
2020-05-21,11.4312
2020-05-22,11.5229
2020-05-23,11.5229
2020-05-24,11.5229
2020-05-25,11.5229
2020-05-26,11.9885
2020-05-27,12.0767
2020-05-28,11.6358
2020-05-29,11.3853
2020-05-30,11.3853
2020-05-31,11.3853
2020-06-01,11.4771
2020-06-02,11.7381
2020-06-03,12.0168
2020-06-04,11.7487
2020-06-05,12.7928
2020-06-06,12.7928
2020-06-07,12.7928
2020-06-08,12.9656
2020-06-09,12.5776
2020-06-10,12.1402
2020-06-11,11.149
2020-06-12,11.4383
2020-06-13,11.4383
2020-06-14,11.4383
2020-06-15,11.6111
2020-06-16,11.9603
2020-06-17,11.4559
2020-06-18,12.0238
2020-06-19,12.0591
2020-06-20,12.0591
2020-06-21,12.0591
2020-06-22,12.0097
2020-06-23,11.8192
2020-06-24,10.9832
2020-06-25,11.015
2020-06-26,10.9056
2020-06-27,10.9056
2020-06-28,10.9056
2020-06-29,10.9903
2020-06-30,50.4279
2020-07-01,48.8974
2020-07-02,48.3123
2020-07-03,48.3123
2020-07-04,48.3123
2020-07-05,48.3123
2020-07-06,48.8224
2020-07-07,47.307
2020-07-08,47.9372
2020-07-09,46.8118
2020-07-10,48.4023
2020-07-11,48.4023
2020-07-12,48.4023
2020-07-13,47.6671
2020-07-14,48.2222
2020-07-15,49.8277
2020-07-16,49.6627
2020-07-17,49.1225
2020-07-18,49.1225
2020-07-19,49.1225
2020-07-20,48.7924
2020-07-21,50.5179
2020-07-22,50.3979
2020-07-23,50.2929
2020-07-24,50.0078
2020-07-25,50.0078
2020-07-26,50.0078
2020-07-27,49.5126
2020-07-28,49.3626
2020-07-29,50.803
2020-07-30,49.1075
2020-07-31,49.0625
2020-08-01,49.0625
2020-08-02,49.0625
2020-08-03,48.7474
2020-08-04,46.8118
2020-08-05,45.7765
2020-08-06,45.2063
2020-08-07,46.4217
2020-08-08,46.4217
2020-08-09,46.4217
2020-08-10,47.502
2020-08-11,48.0872
2020-08-12,47.6671
2020-08-13,47.292
2020-08-14,47.382
2020-08-15,47.382
2020-08-16,47.382
2020-08-17,48.6574
2020-08-18,47.6221
2020-08-19,47.322
2020-08-20,46.2266
2020-08-21,45.5364
2020-08-22,45.5364
2020-08-23,45.5364
2020-08-24,47.292
2020-08-25,46.9619
2020-08-26,46.3767
2020-08-27,45.6114
2020-08-28,47.0219
2020-08-29,47.0219
2020-08-30,47.0219
2020-08-31,45.2964
2020-09-01,44.7562
2020-09-02,44.6512
2020-09-03,44.4711
2020-09-04,43.991
2020-09-05,43.991
2020-09-06,43.991
2020-09-07,43.991
2020-09-08,42.1754
2020-09-09,41.1251
2020-09-10,40.735
2020-09-11,41.1401
2020-09-12,41.1401
2020-09-13,41.1401
2020-09-14,40.795
2020-09-15,40.1948
2020-09-16,40.9
2020-09-17,41.1401
2020-09-18,40.2998
2020-09-19,40.2998
2020-09-20,40.2998
2020-09-21,39.3846
2020-09-22,40.0147
2020-09-23,39.1145
2020-09-24,39.3695
2020-09-25,39.0394
2020-09-26,39.0394
2020-09-27,39.0394
2020-09-28,39.3996
2020-09-29,38.8444
2020-09-30,38.8444
2020-10-01,38.8444
2020-10-02,38.8444
2020-10-03,38.8444
2020-10-04,38.8444
2020-10-05,38.8444
2020-10-06,38.8444
2020-10-07,38.8444
2020-10-08,38.8444
2020-10-09,38.8444
2020-10-10,38.8444
2020-10-11,38.8444
2020-10-12,38.8444
2020-10-13,38.8444
2020-10-14,38.8444
2020-10-15,38.8444
2020-10-16,38.8444
2020-10-17,38.8444
2020-10-18,38.8444
2020-10-19,38.8444
2020-10-20,38.8444
2020-10-21,38.8444
2020-10-22,38.8444
2020-10-23,38.8444
2020-10-24,38.8444
2020-10-25,38.8444
2020-10-26,38.8444
2020-10-27,38.8444
2020-10-28,38.8444
2020-10-29,38.8444
2020-10-30,38.8444
2020-10-31,38.8444
2020-11-01,38.8444
2020-11-02,38.8444
2020-11-03,38.8444
2020-11-04,38.8444
2020-11-05,38.8444
2020-11-06,38.8444
2020-11-07,38.8444
2020-11-08,38.8444
2020-11-09,38.8444
2020-11-10,38.8444
2020-11-11,38.8444
2020-11-12,38.8444
2020-11-13,38.8444
2020-11-14,38.8444
2020-11-15,38.8444
2020-11-16,38.8444
2020-11-17,38.8444
2020-11-18,38.8444
2020-11-19,38.8444
2020-11-20,38.8444
2020-11-21,38.8444
2020-11-22,38.8444
2020-11-23,38.8444
2020-11-24,38.8444
2020-11-25,38.8444
2020-11-26,38.8444
2020-11-27,38.8444
2020-11-28,38.8444
2020-11-29,38.8444
2020-11-30,38.8444
2020-12-01,38.8444
2020-12-02,38.8444
2020-12-03,38.8444
2020-12-04,38.8444
2020-12-05,38.8444
2020-12-06,38.8444
2020-12-07,38.8444
2020-12-08,38.8444
2020-12-09,38.8444
2020-12-10,38.8444
2020-12-11,38.8444
2020-12-12,38.8444
2020-12-13,38.8444
2020-12-14,38.8444
2020-12-15,38.8444
2020-12-16,38.8444
2020-12-17,38.8444
2020-12-18,38.8444
2020-12-19,38.8444
2020-12-20,38.8444
2020-12-21,38.8444
2020-12-22,38.8444
2020-12-23,38.8444
2020-12-24,38.8444
2020-12-25,38.8444
2020-12-26,38.8444
2020-12-27,38.8444
2020-12-28,38.8444
2020-12-29,38.8444
2020-12-30,38.8444
2020-12-31,38.8444
2021-01-01,38.8444
2021-01-02,38.8444
2021-01-03,38.8444
2021-01-04,38.8444
2021-01-05,38.8444
2021-01-06,38.8444
2021-01-07,38.8444
2021-01-08,38.8444
2021-01-09,38.8444
2021-01-10,38.8444
2021-01-11,38.8444
2021-01-12,38.8444
2021-01-13,38.8444
2021-01-14,38.8444
2021-01-15,38.8444
2021-01-16,38.8444
2021-01-17,38.8444
2021-01-18,38.8444
2021-01-19,38.8444
2021-01-20,38.8444
2021-01-21,38.8444
2021-01-22,38.8444
2021-01-23,38.8444
2021-01-24,38.8444
2021-01-25,38.8444
2021-01-26,38.8444
2021-01-27,38.8444
2021-01-28,38.8444
2021-01-29,38.8444
2021-01-30,38.8444
2021-01-31,38.8444
2021-02-01,38.8444
2021-02-02,38.8444
2021-02-03,38.8444
2021-02-04,38.8444
2021-02-05,38.8444
2021-02-06,38.8444
2021-02-07,38.8444
2021-02-08,38.8444
2021-02-09,38.8444
2021-02-10,38.8444
2021-02-11,38.8444
2021-02-12,38.8444
2021-02-13,38.8444
2021-02-14,38.8444
2021-02-15,38.8444
2021-02-16,38.8444
2021-02-17,38.8444
2021-02-18,38.8444
2021-02-19,38.8444
2021-02-20,38.8444
2021-02-21,38.8444
2021-02-22,38.8444
2021-02-23,38.8444
2021-02-24,38.8444
2021-02-25,38.8444
2021-02-26,38.8444
2021-02-27,38.8444
2021-02-28,38.8444
2021-03-01,38.8444
2021-03-02,38.8444
2021-03-03,38.8444
2021-03-04,38.8444
2021-03-05,38.8444
2021-03-06,38.8444
2021-03-07,38.8444
2021-03-08,38.8444
2021-03-09,38.8444
2021-03-10,38.8444
2021-03-11,38.8444
2021-03-12,38.8444
2021-03-13,38.8444
2021-03-14,38.8444
2021-03-15,38.8444
2021-03-16,38.8444
2021-03-17,38.8444
2021-03-18,38.8444
2021-03-19,38.8444
2021-03-20,38.8444
2021-03-21,38.8444
2021-03-22,38.8444
2021-03-23,38.8444
2021-03-24,38.8444
2021-03-25,38.8444
2021-03-26,38.8444
2021-03-27,38.8444
2021-03-28,38.8444
2021-03-29,38.8444
2021-03-30,38.8444
2021-03-31,38.8444
2021-04-01,38.8444
2021-04-02,38.8444
2021-04-03,38.8444
2021-04-04,38.8444
2021-04-05,38.8444
2021-04-06,38.8444
2021-04-07,38.8444
2021-04-08,38.8444
2021-04-09,38.8444
2021-04-10,38.8444
2021-04-11,38.8444
2021-04-12,38.8444
2021-04-13,38.8444
2021-04-14,38.8444
2021-04-15,38.8444
2021-04-16,38.8444
2021-04-17,38.8444
2021-04-18,38.8444
2021-04-19,38.8444
2021-04-20,38.8444
2021-04-21,38.8444
2021-04-22,38.8444
2021-04-23,38.8444
2021-04-24,38.8444
2021-04-25,38.8444
2021-04-26,38.8444
2021-04-27,38.8444
2021-04-28,38.8444
2021-04-29,38.8444
2021-04-30,38.8444
2021-05-01,38.8444
2021-05-02,38.8444
2021-05-03,38.8444
2021-05-04,38.8444
2021-05-05,38.8444
2021-05-06,38.8444
2021-05-07,38.8444
2021-05-08,38.8444
2021-05-09,38.8444
2021-05-10,38.8444
2021-05-11,38.8444
2021-05-12,38.8444
2021-05-13,38.8444
2021-05-14,38.8444
2021-05-15,38.8444
2021-05-16,38.8444
2021-05-17,38.8444
2021-05-18,38.8444
2021-05-19,38.8444
2021-05-20,38.8444
2021-05-21,38.8444
2021-05-22,38.8444
2021-05-23,38.8444
2021-05-24,38.8444
2021-05-25,38.8444
2021-05-26,38.8444
2021-05-27,38.8444
2021-05-28,38.8444
2021-05-29,38.8444
2021-05-30,38.8444
2021-05-31,38.8444
2021-06-01,38.8444
2021-06-02,38.8444
2021-06-03,38.8444
2021-06-04,38.8444
2021-06-05,38.8444
2021-06-06,38.8444
2021-06-07,38.8444
2021-06-08,38.8444
2021-06-09,38.8444
2021-06-10,38.8444
2021-06-11,38.8444
2021-06-12,38.8444
2021-06-13,38.8444
2021-06-14,38.8444
2021-06-15,38.8444
2021-06-16,38.8444
2021-06-17,38.8444
2021-06-18,38.8444
2021-06-19,38.8444
2021-06-20,38.8444
2021-06-21,38.8444
2021-06-22,38.8444
2021-06-23,38.8444
2021-06-24,38.8444
2021-06-25,38.8444
2021-06-26,38.8444
2021-06-27,38.8444
2021-06-28,38.8444
2021-06-29,38.8444
2021-06-30,38.8444
2021-07-01,38.8444
2021-07-02,38.8444
2021-07-03,38.8444
2021-07-04,38.8444
2021-07-05,38.8444
2021-07-06,38.8444
2021-07-07,38.8444
2021-07-08,38.8444
2021-07-09,38.8444
2021-07-10,38.8444
2021-07-11,38.8444
2021-07-12,38.8444
2021-07-13,38.8444
2021-07-14,38.8444
2021-07-15,38.8444
2021-07-16,38.8444
2021-07-17,38.8444
2021-07-18,38.8444
2021-07-19,38.8444
2021-07-20,38.8444
2021-07-21,38.8444
2021-07-22,38.8444
2021-07-23,38.8444
2021-07-24,38.8444
2021-07-25,38.8444
2021-07-26,38.8444
2021-07-27,38.8444
2021-07-28,38.8444
2021-07-29,38.8444
2021-07-30,38.8444
2021-07-31,38.8444
2021-08-01,38.8444
2021-08-02,38.8444
2021-08-03,38.8444
2021-08-04,38.8444
2021-08-05,38.8444
2021-08-06,38.8444
2021-08-07,38.8444
2021-08-08,38.8444
2021-08-09,38.8444
2021-08-10,38.8444
2021-08-11,38.8444
2021-08-12,38.8444
2021-08-13,38.8444
2021-08-14,38.8444
2021-08-15,38.8444
2021-08-16,38.8444
2021-08-17,38.8444
2021-08-18,38.8444
2021-08-19,38.8444
2021-08-20,38.8444
2021-08-21,38.8444
2021-08-22,38.8444
2021-08-23,38.8444
2021-08-24,38.8444
2021-08-25,38.8444
2021-08-26,38.8444
2021-08-27,38.8444
2021-08-28,38.8444
2021-08-29,38.8444
2021-08-30,38.8444
2021-08-31,38.8444
2021-09-01,38.8444
2021-09-02,38.8444
2021-09-03,38.8444
2021-09-04,38.8444
2021-09-05,38.8444
2021-09-06,38.8444
2021-09-07,38.8444
2021-09-08,38.8444
2021-09-09,38.8444
2021-09-10,38.8444
2021-09-11,38.8444
2021-09-12,38.8444
2021-09-13,38.8444
2021-09-14,38.8444
2021-09-15,38.8444
2021-09-16,38.8444
2021-09-17,38.8444
2021-09-18,38.8444
2021-09-19,38.8444
2021-09-20,38.8444
2021-09-21,38.8444
2021-09-22,38.8444
2021-09-23,38.8444
2021-09-24,38.8444
2021-09-25,38.8444
2021-09-26,38.8444
2021-09-27,38.8444
2021-09-28,38.8444
2021-09-29,38.8444
2021-09-30,38.8444
2021-10-01,38.8444
2021-10-02,38.8444
2021-10-03,38.8444
2021-10-04,38.8444
2021-10-05,38.8444
2021-10-06,38.8444
2021-10-07,38.8444
2021-10-08,38.8444
2021-10-09,38.8444
2021-10-10,38.8444
2021-10-11,38.8444
2021-10-12,38.8444
2021-10-13,38.8444
2021-10-14,38.8444
2021-10-15,38.8444
2021-10-16,38.8444
2021-10-17,38.8444
2021-10-18,38.8444
2021-10-19,38.8444
2021-10-20,38.8444
2021-10-21,38.8444
2021-10-22,38.8444
2021-10-23,38.8444
2021-10-24,38.8444
2021-10-25,38.8444
2021-10-26,38.8444
2021-10-27,38.8444
2021-10-28,38.8444
2021-10-29,38.8444
2021-10-30,38.8444
2021-10-31,38.8444
2021-11-01,38.8444
2021-11-02,38.8444
2021-11-03,38.8444
2021-11-04,38.8444
2021-11-05,38.8444
2021-11-06,38.8444
2021-11-07,38.8444
2021-11-08,38.8444
2021-11-09,38.8444
2021-11-10,38.8444
2021-11-11,38.8444
2021-11-12,38.8444
2021-11-13,38.8444
2021-11-14,38.8444
2021-11-15,38.8444
2021-11-16,38.8444
2021-11-17,38.8444
2021-11-18,38.8444
2021-11-19,38.8444
2021-11-20,38.8444
2021-11-21,38.8444
2021-11-22,38.8444
2021-11-23,38.8444
2021-11-24,38.8444
2021-11-25,38.8444
2021-11-26,38.8444
2021-11-27,38.8444
2021-11-28,38.8444
2021-11-29,38.8444
2021-11-30,38.8444
2021-12-01,38.8444
2021-12-02,38.8444
2021-12-03,38.8444
2021-12-04,38.8444
2021-12-05,38.8444
2021-12-06,38.8444
2021-12-07,38.8444
2021-12-08,38.8444
2021-12-09,38.8444
2021-12-10,38.8444
2021-12-11,38.8444
2021-12-12,38.8444
2021-12-13,38.8444
2021-12-14,38.8444
2021-12-15,38.8444
2021-12-16,38.8444
2021-12-17,38.8444
2021-12-18,38.8444
2021-12-19,38.8444
2021-12-20,38.8444
2021-12-21,38.8444
2021-12-22,38.8444
2021-12-23,38.8444
2021-12-24,38.8444
2021-12-25,38.8444
2021-12-26,38.8444
2021-12-27,38.8444
2021-12-28,38.8444
2021-12-29,38.8444
2021-12-30,38.8444
2021-12-31,35.2206
2022-01-01,35.2206
2022-01-02,35.2206
2022-01-03,36.3496
2022-01-04,36.9198
2022-01-05,36.6347
2022-01-06,37.6496
2022-01-07,38.8584
2022-01-08,38.8584
2022-01-09,38.8584
2022-01-10,39.0751
2022-01-11,39.8847
2022-01-12,39.7707
2022-01-13,39.9532
2022-01-14,41.39
2022-01-15,41.39
2022-01-16,41.39
2022-01-17,41.39
2022-01-18,41.8576
2022-01-19,40.8769
2022-01-20,39.3032
2022-01-21,38.3909
2022-01-22,38.3909
2022-01-23,38.3909
2022-01-24,38.2312
2022-01-25,39.4628
2022-01-26,38.2768
2022-01-27,38.5277
2022-01-28,38.4023
2022-01-29,38.4023
2022-01-30,38.4023
2022-01-31,38.3224
2022-02-01,39.6681
2022-02-02,39.9646
2022-02-03,39.3716
2022-02-04,39.8277
2022-02-05,39.8277
2022-02-06,39.8277
2022-02-07,40.1698
2022-02-08,39.7023
2022-02-09,40.2155
2022-02-10,39.8391
2022-02-11,41.3216
2022-02-12,41.3216
2022-02-13,41.3216
2022-02-14,41.1049
2022-02-15,40.4549
2022-02-16,40.1698
2022-02-17,39.7479
2022-02-18,39.4514
2022-02-19,39.4514
2022-02-20,39.4514
2022-02-21,39.4514
2022-02-22,37.9347
2022-02-23,36.5093
2022-02-24,37.3189
2022-02-25,36.3496
2022-02-26,36.3496
2022-02-27,36.3496
2022-02-28,35.8821
2022-03-01,35.4487
2022-03-02,35.6996
2022-03-03,35.6084
2022-03-04,36.7487
2022-03-05,36.7487
2022-03-06,36.7487
2022-03-07,36.8628
2022-03-08,39.1777
2022-03-09,39.0865
2022-03-10,42.7015
2022-03-11,43.7392
2022-03-12,43.7392
2022-03-13,43.7392
2022-03-14,43.1804
2022-03-15,40.0672
2022-03-16,39.4286
2022-03-17,40.6146
2022-03-18,40.9339
2022-03-19,40.9339
2022-03-20,40.9339
2022-03-21,42.4164
2022-03-22,41.9146
2022-03-23,42.1655
2022-03-24,43.3857
2022-03-25,43.7278
2022-03-26,43.7278
2022-03-27,43.7278
2022-03-28,43.7962
2022-03-29,44.6515
2022-03-30,43.8988
2022-03-31,8.476
2022-04-01,8.5304
2022-04-02,8.5304
2022-04-03,8.5304
2022-04-04,8.637
2022-04-05,8.6552
2022-04-06,8.6824
2022-04-07,8.6234
2022-04-08,8.6529
2022-04-09,8.6529
2022-04-10,8.6529
2022-04-11,8.3988
2022-04-12,8.4124
2022-04-13,8.628
2022-04-14,8.696
2022-04-15,8.696
2022-04-16,8.696
2022-04-17,8.696
2022-04-18,9.1748
2022-04-19,9.1317
2022-04-20,9.2043
2022-04-21,8.7323
2022-04-22,8.4578
2022-04-23,8.4578
2022-04-24,8.4578
2022-04-25,8.2354
2022-04-26,8.2672
2022-04-27,8.3534
2022-04-28,8.6552
2022-04-29,8.3693
2022-04-30,8.3693
2022-05-01,8.3693
2022-05-02,8.4578
2022-05-03,9.447
2022-05-04,10.1095
2022-05-05,10.1027
2022-05-06,10.1027
2022-05-07,10.1027
2022-05-08,10.1027
2022-05-09,9.2678
2022-05-10,9.5582
2022-05-11,9.6285
2022-05-12,9.5106
2022-05-13,9.7806
2022-05-14,9.7806
2022-05-15,9.7806
2022-05-16,10.0097
2022-05-17,10.1504
2022-05-18,9.9394
2022-05-19,9.9144
2022-05-20,9.9031
2022-05-21,9.9031
2022-05-22,9.9031
2022-05-23,9.9008
2022-05-24,9.9643
2022-05-25,10.3001
2022-05-26,10.3024
2022-05-27,10.5837
2022-05-28,10.5837
2022-05-29,10.5837
2022-05-30,10.5837
2022-05-31,10.493
2022-06-01,10.9173
2022-06-02,11.0239
2022-06-03,11.5616
2022-06-04,11.5616
2022-06-05,11.5616
2022-06-06,11.7227
2022-06-07,12.4533
2022-06-08,12.3807
2022-06-09,12.2264
2022-06-10,12.0857
2022-06-11,12.0857
2022-06-12,12.0857
2022-06-13,11.4505
2022-06-14,11.7613
2022-06-15,11.5163
2022-06-16,11.0126
2022-06-17,10.3977
2022-06-18,10.3977
2022-06-19,10.3977
2022-06-20,10.3977
2022-06-21,11.0058
2022-06-22,10.552
2022-06-23,10.0415
2022-06-24,10.4249
2022-06-25,10.4249
2022-06-26,10.4249
2022-06-27,10.8401
2022-06-28,11.0874
2022-06-29,10.6473
2022-06-30,5.2418
2022-07-01,5.2586
2022-07-02,5.2586
2022-07-03,5.2586
2022-07-04,5.2586
2022-07-05,4.9003
2022-07-06,4.7697
2022-07-07,5.0225
2022-07-08,4.9638
2022-07-09,4.9638
2022-07-10,4.9638
2022-07-11,4.9818
2022-07-12,4.9135
2022-07-13,4.7709
2022-07-14,4.7229
2022-07-15,4.8571
2022-07-16,4.8571
2022-07-17,4.8571
2022-07-18,4.8775
2022-07-19,4.9518
2022-07-20,4.9254
2022-07-21,4.7349
2022-07-22,4.7014
2022-07-23,4.7014
2022-07-24,4.7014
2022-07-25,4.989
2022-07-26,4.9913
2022-07-27,5.1172
2022-07-28,5.1483
2022-07-29,5.2466
2022-07-30,5.2466
2022-07-31,5.2466
2022-08-01,5.1819
2022-08-02,5.3784
2022-08-03,5.3041
2022-08-04,4.9794
2022-08-05,5.0045
2022-08-06,5.0045
2022-08-07,5.0045
2022-08-08,5.0333
2022-08-09,5.1962
2022-08-10,5.2526
2022-08-11,5.0273
2022-08-12,5.0692
2022-08-13,5.0692
2022-08-14,5.0692
2022-08-15,4.8931
2022-08-16,4.9135
2022-08-17,4.9985
2022-08-18,5.1315
2022-08-19,5.1351
2022-08-20,5.1351
2022-08-21,5.1351
2022-08-22,5.2442
2022-08-23,5.3364
2022-08-24,5.4323
2022-08-25,5.63
2022-08-26,5.5318
2022-08-27,5.5318
2022-08-28,5.5318
2022-08-29,5.485
2022-08-30,5.213
2022-08-31,5.1411
2022-09-01,4.9434
2022-09-02,5.1867
2022-09-03,5.1867
2022-09-04,5.1867
2022-09-05,5.1867
2022-09-06,5.2466
2022-09-07,5.195
2022-09-08,5.1411
2022-09-09,5.2741
2022-09-10,5.2741
2022-09-11,5.2741
2022-09-12,5.2022
2022-09-13,5.1136
2022-09-14,5.1507
2022-09-15,4.7781
2022-09-16,4.6427
2022-09-17,4.6427
2022-09-18,4.6427
2022-09-19,4.6403
2022-09-20,4.6714
2022-09-21,4.6451
2022-09-22,4.717
2022-09-23,4.4006
2022-09-24,4.4006
2022-09-25,4.4006
2022-09-26,4.2904
2022-09-27,4.5816
2022-09-28,4.8152
2022-09-29,4.6762
2022-09-30,5.387
2022-10-01,5.387
2022-10-02,5.387
2022-10-03,5.543
2022-10-04,5.9153
2022-10-05,5.9323
2022-10-06,6.0424
2022-10-07,6.0359
2022-10-08,6.0359
2022-10-09,6.0359
2022-10-10,5.9179
2022-10-11,5.7908
2022-10-12,6.011
2022-10-13,6.1761
2022-10-14,5.9939
2022-10-15,5.9939
2022-10-16,5.9939
2022-10-17,6.222
2022-10-18,6.2876
2022-10-19,6.5786
2022-10-20,6.6507
2022-10-21,6.9535
2022-10-22,6.9535
2022-10-23,6.9535
2022-10-24,6.846
2022-10-25,6.8604
2022-10-26,6.8683
2022-10-27,6.8289
2022-10-28,6.8027
2022-10-29,6.8027
2022-10-30,6.8027
2022-10-31,6.7083
2022-11-01,6.5694
2022-11-02,6.4816
2022-11-03,6.6205
2022-11-04,6.7254
2022-11-05,6.7254
2022-11-06,6.7254
2022-11-07,6.8709
2022-11-08,6.7608
2022-11-09,6.5445
2022-11-10,6.3924
2022-11-11,6.6848
2022-11-12,6.6848
2022-11-13,6.6848
2022-11-14,6.7883
2022-11-15,6.9443
2022-11-16,6.825
2022-11-17,6.8512
2022-11-18,6.8525
2022-11-19,6.8525
2022-11-20,6.8525
2022-11-21,6.6952
2022-11-22,6.9443
2022-11-23,6.8198
2022-11-24,6.8198
2022-11-25,6.8447
2022-11-26,6.8447
2022-11-27,6.8447
2022-11-28,6.6965
2022-11-29,6.5628
2022-11-30,6.4187
2022-12-01,6.4567
2022-12-02,6.1158
2022-12-03,6.1158
2022-12-04,6.1158
2022-12-05,5.9441
2022-12-06,5.8327
2022-12-07,5.6557
2022-12-08,5.4735
2022-12-09,5.3857
2022-12-10,5.3857
2022-12-11,5.3857
2022-12-12,5.5666
2022-12-13,5.5233
2022-12-14,5.4919
2022-12-15,5.5456
2022-12-16,5.4748
2022-12-17,5.4748
2022-12-18,5.4748
2022-12-19,5.5247
2022-12-20,5.7396
2022-12-21,5.6767
2022-12-22,5.5247
2022-12-23,5.7436
2022-12-24,5.7436
2022-12-25,5.7436
2022-12-26,5.7436
2022-12-27,5.7121
2022-12-28,5.5417
2022-12-29,5.6846
2022-12-30,4.7104
2022-12-31,4.7104
2023-01-01,4.7104
2023-01-02,4.7104
2023-01-03,4.4974
2023-01-04,4.5695
2023-01-05,4.7115
2023-01-06,4.7657
2023-01-07,4.7657
2023-01-08,4.7657
2023-01-09,4.7188
2023-01-10,4.7
2023-01-11,4.7041
2023-01-12,4.7365
2023-01-13,4.771
2023-01-14,4.771
2023-01-15,4.771
2023-01-16,4.771
2023-01-17,4.842
2023-01-18,4.867
2023-01-19,4.8733
2023-01-20,4.8545
2023-01-21,4.8545
2023-01-22,4.8545
2023-01-23,4.9391
2023-01-24,5.0549
2023-01-25,4.9975
2023-01-26,5.1447
2023-01-27,5.0257
2023-01-28,5.0257
2023-01-29,5.0257
2023-01-30,4.8503
2023-01-31,4.9046
2023-02-01,4.8409
2023-02-02,4.8221
2023-02-03,4.7898
2023-02-04,4.7898
2023-02-05,4.7898
2023-02-06,4.7386
2023-02-07,4.8816
2023-02-08,4.8357
2023-02-09,4.8096
2023-02-10,5.0257
2023-02-11,5.0257
2023-02-12,5.0257
2023-02-13,4.9547
2023-02-14,4.9944
2023-02-15,4.962
2023-02-16,4.9109
2023-02-17,4.7814
2023-02-18,4.7814
2023-02-19,4.7814
2023-02-20,4.7814
2023-02-21,4.8054
2023-02-22,4.7104
2023-02-23,4.7125
2023-02-24,4.7355
2023-02-25,4.7355
2023-02-26,4.7355
2023-02-27,4.8326
2023-02-28,4.7511
2023-03-01,4.9307
2023-03-02,4.891
2023-03-03,4.9286
2023-03-04,4.9286
2023-03-05,4.9286
2023-03-06,4.937
2023-03-07,4.842
2023-03-08,4.7866
2023-03-09,4.6885
2023-03-10,4.6384
2023-03-11,4.6384
2023-03-12,4.6384
2023-03-13,4.4452
2023-03-14,4.5037
