,LH US Equity
2020-04-15,25.0802
2020-04-16,24.7306
2020-04-17,25.9144
2020-04-18,25.9144
2020-04-19,25.9144
2020-04-20,25.5696
2020-04-21,25.8741
2020-04-22,26.5792
2020-04-23,27.2358
2020-04-24,27.7157
2020-04-25,27.7157
2020-04-26,27.7157
2020-04-27,29.466
2020-04-28,29.1662
2020-04-29,28.8723
2020-04-30,27.8022
2020-05-01,27.1599
2020-05-02,27.1599
2020-05-03,27.1599
2020-05-04,26.9964
2020-05-05,27.6008
2020-05-06,27.1682
2020-05-07,27.2962
2020-05-08,28.1352
2020-05-09,28.1352
2020-05-10,28.1352
2020-05-11,28.3459
2020-05-12,27.6888
2020-05-13,27.1384
2020-05-14,27.7386
2020-05-15,28.1751
2020-05-16,28.1751
2020-05-17,28.1751
2020-05-18,28.1348
2020-05-19,28.1253
2020-05-20,28.5417
2020-05-21,28.7552
2020-05-22,28.499
2020-05-23,28.499
2020-05-24,28.499
2020-05-25,28.499
2020-05-26,28.3104
2020-05-27,29.0565
2020-05-28,29.1514
2020-05-29,29.1111
2020-05-30,29.1111
2020-05-31,29.1111
2020-06-01,29.3127
2020-06-02,29.6449
2020-06-03,29.5701
2020-06-04,29.7421
2020-06-05,29.6354
2020-06-06,29.6354
2020-06-07,29.6354
2020-06-08,29.9557
2020-06-09,29.5405
2020-06-10,29.085
2020-06-11,27.7149
2020-06-12,28.2107
2020-06-13,28.2107
2020-06-14,28.2107
2020-06-15,28.5405
2020-06-16,28.9213
2020-06-17,28.5061
2020-06-18,28.2937
2020-06-19,27.5725
2020-06-20,27.5725
2020-06-21,27.5725
2020-06-22,27.8987
2020-06-23,27.563
2020-06-24,26.9486
2020-06-25,27.4503
2020-06-26,27.5263
2020-06-27,27.5263
2020-06-28,27.5263
2020-06-29,27.5346
2020-06-30,29.079
2020-07-01,29.1934
2020-07-02,29.5964
2020-07-03,29.5964
2020-07-04,29.5964
2020-07-05,29.5964
2020-07-06,29.885
2020-07-07,29.9509
2020-07-08,30.1176
2020-07-09,29.9509
2020-07-10,29.8962
2020-07-11,29.8962
2020-07-12,29.8962
2020-07-13,30.5903
2020-07-14,31.782
2020-07-15,31.8952
2020-07-16,32.1067
2020-07-17,32.5047
2020-07-18,32.5047
2020-07-19,32.5047
2020-07-20,32.7323
2020-07-21,32.8978
2020-07-22,33.3033
2020-07-23,33.1404
2020-07-24,33.1379
2020-07-25,33.1379
2020-07-26,33.1379
2020-07-27,33.4563
2020-07-28,32.8642
2020-07-29,32.6241
2020-07-30,32.6527
2020-07-31,32.4633
2020-08-01,32.4633
2020-08-02,32.4633
2020-08-03,32.8497
2020-08-04,32.6939
2020-08-05,32.5381
2020-08-06,32.0706
2020-08-07,32.487
2020-08-08,32.487
2020-08-09,32.487
2020-08-10,31.7727
2020-08-11,31.6169
2020-08-12,31.8625
2020-08-13,32.1729
2020-08-14,32.0794
2020-08-15,32.0794
2020-08-16,32.0794
2020-08-17,31.8201
2020-08-18,31.6655
2020-08-19,31.1906
2020-08-20,31.0622
2020-08-21,30.9301
2020-08-22,30.9301
2020-08-23,30.9301
2020-08-24,30.7369
2020-08-25,30.7992
2020-08-26,30.7643
2020-08-27,30.1373
2020-08-28,30.53
2020-08-29,30.53
2020-08-30,30.53
2020-08-31,30.3231
2020-09-01,30.1187
2020-09-02,30.4689
2020-09-03,30.1947
2020-09-04,30.3193
2020-09-05,30.3193
2020-09-06,30.3193
2020-09-07,30.3193
2020-09-08,30.0713
2020-09-09,30.3193
2020-09-10,31.051
2020-09-11,31.0361
2020-09-12,31.0361
2020-09-13,31.0361
2020-09-14,31.243
2020-09-15,31.5907
2020-09-16,31.5147
2020-09-17,31.2343
2020-09-18,31.2766
2020-09-19,31.2766
2020-09-20,31.2766
2020-09-21,31.3926
2020-09-22,31.4636
2020-09-23,30.6883
2020-09-24,30.5848
2020-09-25,30.9762
2020-09-26,30.9762
2020-09-27,30.9762
2020-09-28,31.3601
2020-09-29,31.6593
2020-09-30,16.3738
2020-10-01,16.2848
2020-10-02,16.3555
2020-10-03,16.3555
2020-10-04,16.3555
2020-10-05,16.6872
2020-10-06,16.5596
2020-10-07,16.6512
2020-10-08,16.7657
2020-10-09,16.8638
2020-10-10,16.8638
2020-10-11,16.8638
2020-10-12,16.7258
2020-10-13,16.765
2020-10-14,16.6748
2020-10-15,16.6662
2020-10-16,17.0817
2020-10-17,17.0817
2020-10-18,17.0817
2020-10-19,17.1354
2020-10-20,17.4822
2020-10-21,17.348
2020-10-22,17.4854
2020-10-23,17.6313
2020-10-24,17.6313
2020-10-25,17.6313
2020-10-26,17.2695
2020-10-27,17.5659
2020-10-28,17.403
2020-10-29,17.1099
2020-10-30,17.1262
2020-10-31,17.1262
2020-11-01,17.1262
2020-11-02,17.6143
2020-11-03,17.8276
2020-11-04,17.9075
2020-11-05,18.0848
2020-11-06,18.0527
2020-11-07,18.0527
2020-11-08,18.0527
2020-11-09,17.0464
2020-11-10,17.2172
2020-11-11,17.3703
2020-11-12,17.242
2020-11-13,17.1144
2020-11-14,17.1144
2020-11-15,17.1144
2020-11-16,17.4357
2020-11-17,17.4534
2020-11-18,17.0778
2020-11-19,17.0608
2020-11-20,17.3199
2020-11-21,17.3199
2020-11-22,17.3199
2020-11-23,17.0346
2020-11-24,17.0601
2020-11-25,16.9096
2020-11-26,16.9096
2020-11-27,17.1413
2020-11-28,17.1413
2020-11-29,17.1413
2020-11-30,17.1308
2020-12-01,17.2368
2020-12-02,17.0654
2020-12-03,16.9214
2020-12-04,17.066
2020-12-05,17.066
2020-12-06,17.066
2020-12-07,16.9666
2020-12-08,17.2787
2020-12-09,17.2963
2020-12-10,17.6379
2020-12-11,17.4135
2020-12-12,17.4135
2020-12-13,17.4135
2020-12-14,17.4102
2020-12-15,17.5188
2020-12-16,17.2702
2020-12-17,17.3173
2020-12-18,17.4756
2020-12-19,17.4756
2020-12-20,17.4756
2020-12-21,17.4632
2020-12-22,17.3631
2020-12-23,17.4069
2020-12-24,17.3945
2020-12-25,17.3945
2020-12-26,17.3945
2020-12-27,17.3945
2020-12-28,17.3062
2020-12-29,17.2852
2020-12-30,17.2401
2020-12-31,10.3386
2021-01-01,10.3386
2021-01-02,10.3386
2021-01-03,10.3386
2021-01-04,10.3916
2021-01-05,10.5469
2021-01-06,10.8803
2021-01-07,10.9257
2021-01-08,10.7369
2021-01-09,10.7369
2021-01-10,10.7369
2021-01-11,10.8743
2021-01-12,11.0018
2021-01-13,10.9962
2021-01-14,11.0018
2021-01-15,11.1416
2021-01-16,11.1416
2021-01-17,11.1416
2021-01-18,11.1416
2021-01-19,11.2224
2021-01-20,11.3885
2021-01-21,11.3304
2021-01-22,11.3483
2021-01-23,11.3483
2021-01-24,11.3483
2021-01-25,11.2105
2021-01-26,11.0723
2021-01-27,10.7871
2021-01-28,10.9855
2021-01-29,11.3487
2021-01-30,11.3487
2021-01-31,11.3487
2021-02-01,11.5678
2021-02-02,11.5271
2021-02-03,11.3121
2021-02-04,11.1444
2021-02-05,11.2547
2021-02-06,11.2547
2021-02-07,11.2547
2021-02-08,11.2316
2021-02-09,11.2639
2021-02-10,11.3603
2021-02-11,11.6793
2021-02-12,11.7211
2021-02-13,11.7211
2021-02-14,11.7211
2021-02-15,11.7211
2021-02-16,11.6458
2021-02-17,11.9079
2021-02-18,11.9027
2021-02-19,12.0445
2021-02-20,12.0445
2021-02-21,12.0445
2021-02-22,11.9442
2021-02-23,12.0752
2021-02-24,11.9697
2021-02-25,11.6716
2021-02-26,11.8065
2021-02-27,11.8065
2021-02-28,11.8065
2021-03-01,11.8699
2021-03-02,11.9557
2021-03-03,11.8069
2021-03-04,11.6065
2021-03-05,11.7222
2021-03-06,11.7222
2021-03-07,11.7222
2021-03-08,11.8328
2021-03-09,11.7789
2021-03-10,11.5155
2021-03-11,11.7019
2021-03-12,11.7586
2021-03-13,11.7586
2021-03-14,11.7586
2021-03-15,11.8073
2021-03-16,11.7594
2021-03-17,11.7606
2021-03-18,11.8073
2021-03-19,11.8188
2021-03-20,11.8188
2021-03-21,11.8188
2021-03-22,11.9338
2021-03-23,11.7614
2021-03-24,12.2259
2021-03-25,12.1485
2021-03-26,12.3229
2021-03-27,12.3229
2021-03-28,12.3229
2021-03-29,12.2722
2021-03-30,12.3505
2021-03-31,7.9497
2021-04-01,7.8882
2021-04-02,7.8882
2021-04-03,7.8882
2021-04-04,7.8882
2021-04-05,7.8902
2021-04-06,7.8691
2021-04-07,7.8804
2021-04-08,7.873
2021-04-09,7.9452
2021-04-10,7.9452
2021-04-11,7.9452
2021-04-12,7.9692
2021-04-13,7.9267
2021-04-14,7.9021
2021-04-15,8.0683
2021-04-16,8.142
2021-04-17,8.142
2021-04-18,8.142
2021-04-19,8.0973
2021-04-20,8.0839
2021-04-21,8.1198
2021-04-22,8.212
2021-04-23,8.1882
2021-04-24,8.1882
2021-04-25,8.1882
2021-04-26,8.2067
2021-04-27,8.1938
2021-04-28,8.1555
2021-04-29,8.2688
2021-04-30,8.2389
2021-05-01,8.2389
2021-05-02,8.2389
2021-05-03,8.2775
2021-05-04,8.447
2021-05-05,8.5165
2021-05-06,8.566
2021-05-07,8.5675
2021-05-08,8.5675
2021-05-09,8.5675
2021-05-10,8.5395
2021-05-11,8.5136
2021-05-12,8.4029
2021-05-13,8.526
2021-05-14,8.4713
2021-05-15,8.4713
2021-05-16,8.4713
2021-05-17,8.2775
2021-05-18,8.2696
2021-05-19,8.2698
2021-05-20,8.3377
2021-05-21,8.3219
2021-05-22,8.3219
2021-05-23,8.3219
2021-05-24,8.3816
2021-05-25,8.4656
2021-05-26,8.4841
2021-05-27,8.4912
2021-05-28,8.4664
2021-05-29,8.4664
2021-05-30,8.4664
2021-05-31,8.4664
2021-06-01,8.1827
2021-06-02,8.1768
2021-06-03,8.2207
2021-06-04,8.2516
2021-06-05,8.2516
2021-06-06,8.2516
2021-06-07,8.1911
2021-06-08,8.0947
2021-06-09,8.0625
2021-06-10,8.1105
2021-06-11,8.0455
2021-06-12,8.0455
2021-06-13,8.0455
2021-06-14,8.0794
2021-06-15,8.0952
2021-06-16,8.0598
2021-06-17,8.0886
2021-06-18,8.0889
2021-06-19,8.0889
2021-06-20,8.0889
2021-06-21,8.2247
2021-06-22,8.2772
2021-06-23,8.1856
2021-06-24,8.2157
2021-06-25,8.2751
2021-06-26,8.2751
2021-06-27,8.2751
2021-06-28,8.3496
2021-06-29,8.5066
2021-06-30,7.642
2021-07-01,7.6929
2021-07-02,7.6919
2021-07-03,7.6919
2021-07-04,7.6919
2021-07-05,7.6919
2021-07-06,7.7067
2021-07-07,7.771
2021-07-08,7.6724
2021-07-09,7.7653
2021-07-10,7.7653
2021-07-11,7.7653
2021-07-12,7.7757
2021-07-13,7.7338
2021-07-14,7.675
2021-07-15,7.6681
2021-07-16,7.6562
2021-07-17,7.6562
2021-07-18,7.6562
2021-07-19,7.6174
2021-07-20,7.6641
2021-07-21,7.681
2021-07-22,7.7669
2021-07-23,7.8305
2021-07-24,7.8305
2021-07-25,7.8305
2021-07-26,7.7669
2021-07-27,7.8152
2021-07-28,7.8167
2021-07-29,8.0897
2021-07-30,8.1251
2021-07-31,8.1251
2021-08-01,8.1251
2021-08-02,8.1599
2021-08-03,8.2187
2021-08-04,8.2187
2021-08-05,8.1004
2021-08-06,8.0849
2021-08-07,8.0849
2021-08-08,8.0849
2021-08-09,8.1531
2021-08-10,8.1648
2021-08-11,8.1258
2021-08-12,8.1382
2021-08-13,8.174
2021-08-14,8.174
2021-08-15,8.174
2021-08-16,8.2745
2021-08-17,8.2543
2021-08-18,8.1364
2021-08-19,8.1911
2021-08-20,8.2731
2021-08-21,8.2731
2021-08-22,8.2731
2021-08-23,8.2132
2021-08-24,8.1756
2021-08-25,8.2261
2021-08-26,8.1643
2021-08-27,8.1382
2021-08-28,8.1382
2021-08-29,8.1382
2021-08-30,8.2008
2021-08-31,8.2055
2021-09-01,8.2428
2021-09-02,8.322
2021-09-03,8.2823
2021-09-04,8.2823
2021-09-05,8.2823
2021-09-06,8.2823
2021-09-07,8.2073
2021-09-08,8.2922
2021-09-09,8.2003
2021-09-10,8.1484
2021-09-11,8.1484
2021-09-12,8.1484
2021-09-13,8.0663
2021-09-14,8.0508
2021-09-15,8.119
2021-09-16,8.0515
2021-09-17,8.0304
2021-09-18,8.0304
2021-09-19,8.0304
2021-09-20,7.9829
2021-09-21,7.9888
2021-09-22,7.9253
2021-09-23,8.0494
2021-09-24,8.0407
2021-09-25,8.0407
2021-09-26,8.0407
2021-09-27,7.9082
2021-09-28,7.7268
2021-09-29,7.8184
2021-09-30,8.2286
2021-10-01,8.1791
2021-10-02,8.1791
2021-10-03,8.1791
2021-10-04,8.0672
2021-10-05,8.0939
2021-10-06,8.0765
2021-10-07,8.1746
2021-10-08,8.1504
2021-10-09,8.1504
2021-10-10,8.1504
2021-10-11,8.0465
2021-10-12,8.0404
2021-10-13,8.0276
2021-10-14,8.084
2021-10-15,7.9804
2021-10-16,7.9804
2021-10-17,7.9804
2021-10-18,8.0482
2021-10-19,8.0926
2021-10-20,8.1579
2021-10-21,8.1875
2021-10-22,8.2465
2021-10-23,8.2465
2021-10-24,8.2465
2021-10-25,8.2192
2021-10-26,8.282
2021-10-27,8.2046
2021-10-28,8.3242
2021-10-29,8.3693
2021-10-30,8.3693
2021-10-31,8.3693
2021-11-01,8.4137
2021-11-02,8.3496
2021-11-03,8.3285
2021-11-04,8.2471
2021-11-05,8.0118
2021-11-06,8.0118
2021-11-07,8.0118
2021-11-08,8.1562
2021-11-09,8.0546
2021-11-10,8.2371
2021-11-11,8.3132
2021-11-12,8.5724
2021-11-13,8.5724
2021-11-14,8.5724
2021-11-15,8.2739
2021-11-16,8.3505
2021-11-17,8.3846
2021-11-18,8.3285
2021-11-19,8.2241
2021-11-20,8.2241
2021-11-21,8.2241
2021-11-22,8.2351
2021-11-23,8.2889
2021-11-24,8.2344
2021-11-25,8.2344
2021-11-26,8.3738
2021-11-27,8.3738
2021-11-28,8.3738
2021-11-29,8.4394
2021-11-30,8.2744
2021-12-01,8.2774
2021-12-02,8.4232
2021-12-03,8.3994
2021-12-04,8.3994
2021-12-05,8.3994
2021-12-06,8.3728
2021-12-07,8.5443
2021-12-08,8.5624
2021-12-09,8.1903
2021-12-10,8.351
2021-12-11,8.351
2021-12-12,8.351
2021-12-13,8.4524
2021-12-14,8.508
2021-12-15,8.821
2021-12-16,8.8954
2021-12-17,8.84
2021-12-18,8.84
2021-12-19,8.84
2021-12-20,8.8774
2021-12-21,8.7066
2021-12-22,8.7474
2021-12-23,8.6896
2021-12-24,8.6896
2021-12-25,8.6896
2021-12-26,8.6896
2021-12-27,8.8123
2021-12-28,8.817
2021-12-29,8.8588
2021-12-30,8.9758
2021-12-31,10.7257
2022-01-01,10.7257
2022-01-02,10.7257
2022-01-03,10.255
2022-01-04,10.021
2022-01-05,9.9142
2022-01-06,9.9723
2022-01-07,9.876
2022-01-08,9.876
2022-01-09,9.876
2022-01-10,10.0624
2022-01-11,10.0718
2022-01-12,9.8032
2022-01-13,9.657
2022-01-14,9.6062
2022-01-15,9.6062
2022-01-16,9.6062
2022-01-17,9.6062
2022-01-18,9.4799
2022-01-19,9.487
2022-01-20,9.4532
2022-01-21,9.4738
2022-01-22,9.4738
2022-01-23,9.4738
2022-01-24,9.4908
2022-01-25,9.3704
2022-01-26,9.3337
2022-01-27,9.3023
2022-01-28,9.43
2022-01-29,9.43
2022-01-30,9.43
2022-01-31,9.4676
2022-02-01,9.5146
2022-02-02,9.521
2022-02-03,9.6634
2022-02-04,9.6473
2022-02-05,9.6473
2022-02-06,9.6473
2022-02-07,9.5616
2022-02-08,9.6681
2022-02-09,9.7697
2022-02-10,9.7856
2022-02-11,9.6115
2022-02-12,9.6115
2022-02-13,9.6115
2022-02-14,9.5064
2022-02-15,9.2697
2022-02-16,9.4165
2022-02-17,9.1904
2022-02-18,9.2653
2022-02-19,9.2653
2022-02-20,9.2653
2022-02-21,9.2653
2022-02-22,9.3255
2022-02-23,9.383
2022-02-24,9.4779
2022-02-25,9.4271
2022-02-26,9.4271
2022-02-27,9.4271
2022-02-28,9.2733
2022-03-01,9.2099
2022-03-02,9.2498
2022-03-03,9.25
2022-03-04,9.2125
2022-03-05,9.2125
2022-03-06,9.2125
2022-03-07,9.144
2022-03-08,8.9454
2022-03-09,9.1119
2022-03-10,9.1288
2022-03-11,9.1079
2022-03-12,9.1079
2022-03-13,9.1079
2022-03-14,9.1128
2022-03-15,9.281
2022-03-16,9.3523
2022-03-17,9.3612
2022-03-18,9.387
2022-03-19,9.387
2022-03-20,9.387
2022-03-21,9.428
2022-03-22,9.4503
2022-03-23,9.2856
2022-03-24,9.2784
2022-03-25,9.3506
2022-03-26,9.3506
2022-03-27,9.3506
2022-03-28,9.4211
2022-03-29,9.4306
2022-03-30,9.2085
2022-03-31,10.2802
2022-04-01,10.2644
2022-04-02,10.2644
2022-04-03,10.2644
2022-04-04,10.2491
2022-04-05,10.2788
2022-04-06,10.2991
2022-04-07,10.5251
2022-04-08,10.6819
2022-04-09,10.6819
2022-04-10,10.6819
2022-04-11,10.5422
2022-04-12,10.421
2022-04-13,10.4297
2022-04-14,10.4332
2022-04-15,10.4332
2022-04-16,10.4332
2022-04-17,10.4332
2022-04-18,10.3713
2022-04-19,10.501
2022-04-20,10.718
2022-04-21,10.6674
2022-04-22,10.4165
2022-04-23,10.4165
2022-04-24,10.4165
2022-04-25,10.2739
2022-04-26,9.8228
2022-04-27,9.9173
2022-04-28,9.5181
2022-04-29,9.4663
2022-04-30,9.4663
2022-05-01,9.4663
2022-05-02,9.5538
2022-05-03,9.6276
2022-05-04,9.8968
2022-05-05,9.8407
2022-05-06,9.8259
2022-05-07,9.8259
2022-05-08,9.8259
2022-05-09,9.4977
2022-05-10,9.4778
2022-05-11,9.412
2022-05-12,9.6061
2022-05-13,9.6055
2022-05-14,9.6055
2022-05-15,9.6055
2022-05-16,9.5736
2022-05-17,9.7467
2022-05-18,9.5758
2022-05-19,9.7042
2022-05-20,9.7725
2022-05-21,9.7725
2022-05-22,9.7725
2022-05-23,9.8031
2022-05-24,9.7919
2022-05-25,9.7354
2022-05-26,9.8241
2022-05-27,10.0731
2022-05-28,10.0731
2022-05-29,10.0731
2022-05-30,10.0731
2022-05-31,9.7135
2022-06-01,9.6832
2022-06-02,9.7803
2022-06-03,9.6145
2022-06-04,9.6145
2022-06-05,9.6145
2022-06-06,9.5607
2022-06-07,9.6738
2022-06-08,9.4117
2022-06-09,9.1676
2022-06-10,8.9992
2022-06-11,8.9992
2022-06-12,8.9992
2022-06-13,8.738
2022-06-14,8.6539
2022-06-15,8.8183
2022-06-16,8.7919
2022-06-17,9.0525
2022-06-18,9.0525
2022-06-19,9.0525
2022-06-20,9.0525
2022-06-21,9.1595
2022-06-22,9.2795
2022-06-23,9.4846
2022-06-24,9.5794
2022-06-25,9.5794
2022-06-26,9.5794
2022-06-27,9.539
2022-06-28,9.3665
2022-06-29,9.4968
2022-06-30,10.3679
2022-07-01,10.6024
2022-07-02,10.6024
2022-07-03,10.6024
2022-07-04,10.6024
2022-07-05,10.5685
2022-07-06,10.7072
2022-07-07,10.7254
2022-07-08,10.7093
2022-07-09,10.7093
2022-07-10,10.7093
2022-07-11,10.6626
2022-07-12,10.5657
2022-07-13,10.5792
2022-07-14,10.5821
2022-07-15,10.7296
2022-07-16,10.7296
2022-07-17,10.7296
2022-07-18,10.6003
2022-07-19,10.7806
2022-07-20,10.7571
2022-07-21,10.8929
2022-07-22,10.7949
2022-07-23,10.7949
2022-07-24,10.7949
2022-07-25,10.8145
2022-07-26,10.8155
2022-07-27,10.9064
2022-07-28,11.0102
2022-07-29,11.3598
2022-07-30,11.3598
2022-07-31,11.3598
2022-08-01,10.9344
2022-08-02,10.746
2022-08-03,10.756
2022-08-04,10.7425
2022-08-05,10.8213
2022-08-06,10.8213
2022-08-07,10.8213
2022-08-08,10.8608
2022-08-09,10.7584
2022-08-10,10.9749
2022-08-11,10.9621
2022-08-12,10.9856
2022-08-13,10.9856
2022-08-14,10.9856
2022-08-15,11.0108
2022-08-16,10.9763
2022-08-17,10.774
2022-08-18,10.6744
2022-08-19,10.636
2022-08-20,10.636
2022-08-21,10.636
2022-08-22,10.4347
2022-08-23,10.2743
2022-08-24,10.0651
2022-08-25,10.2124
2022-08-26,9.9392
2022-08-27,9.9392
2022-08-28,9.9392
2022-08-29,9.9568
2022-08-30,9.8994
2022-08-31,9.8047
2022-09-01,9.8676
2022-09-02,9.8209
2022-09-03,9.8209
2022-09-04,9.8209
2022-09-05,9.8209
2022-09-06,9.8334
2022-09-07,10.0353
2022-09-08,10.2542
2022-09-09,10.256
2022-09-10,10.256
2022-09-11,10.256
2022-09-12,10.358
2022-09-13,9.914
2022-09-14,9.7248
2022-09-15,9.7649
2022-09-16,9.7604
2022-09-17,9.7604
2022-09-18,9.7604
2022-09-19,9.7452
2022-09-20,9.6297
2022-09-21,9.3942
2022-09-22,9.3814
2022-09-23,9.334
2022-09-24,9.334
2022-09-25,9.334
2022-09-26,9.2915
2022-09-27,9.1605
2022-09-28,9.3465
2022-09-29,9.2075
2022-09-30,10.9823
2022-10-01,10.9823
2022-10-02,10.9823
2022-10-03,11.2667
2022-10-04,11.4381
2022-10-05,11.3982
2022-10-06,11.2045
2022-10-07,11.0148
2022-10-08,11.0148
2022-10-09,11.0148
2022-10-10,11.0189
2022-10-11,10.9615
2022-10-12,10.9831
2022-10-13,11.1646
2022-10-14,11.139
2022-10-15,11.139
2022-10-16,11.139
2022-10-17,11.2924
2022-10-18,11.3152
2022-10-19,11.1455
2022-10-20,11.2407
2022-10-21,11.2631
2022-10-22,11.2631
2022-10-23,11.2631
2022-10-24,11.3852
2022-10-25,11.9346
2022-10-26,12.0054
2022-10-27,11.4499
2022-10-28,11.775
2022-10-29,11.775
2022-10-30,11.775
2022-10-31,11.6762
2022-11-01,11.5243
2022-11-02,11.6049
2022-11-03,11.565
2022-11-04,11.7409
2022-11-05,11.7409
2022-11-06,11.7409
2022-11-07,11.9714
2022-11-08,12.044
2022-11-09,11.8426
2022-11-10,12.3424
2022-11-11,12.5777
2022-11-12,12.5777
2022-11-13,12.5777
2022-11-14,12.4245
2022-11-15,12.4505
2022-11-16,12.3715
2022-11-17,11.9395
2022-11-18,11.8282
2022-11-19,11.8282
2022-11-20,11.8282
2022-11-21,12.0556
2022-11-22,12.0903
2022-11-23,12.1517
2022-11-24,12.1517
2022-11-25,12.2746
2022-11-26,12.2746
2022-11-27,12.2746
2022-11-28,12.1545
2022-11-29,12.2111
2022-11-30,12.2478
2022-12-01,12.2905
2022-12-02,12.2825
2022-12-03,12.2825
2022-12-04,12.2825
2022-12-05,12.0759
2022-12-06,11.9866
2022-12-07,11.9678
2022-12-08,12.0476
2022-12-09,11.963
2022-12-10,11.963
2022-12-11,11.963
2022-12-12,11.7233
2022-12-13,11.8661
2022-12-14,11.8458
2022-12-15,11.7927
2022-12-16,11.701
2022-12-17,11.701
2022-12-18,11.701
2022-12-19,11.7816
2022-12-20,11.6926
2022-12-21,11.898
2022-12-22,11.8893
2022-12-23,11.8869
2022-12-24,11.8869
2022-12-25,11.8869
2022-12-26,11.8869
2022-12-27,11.9391
2022-12-28,11.8717
2022-12-29,12.04
2022-12-30,16.9137
2022-12-31,16.9137
2023-01-01,16.9137
2023-01-02,16.9137
2023-01-03,17.0426
2023-01-04,17.1501
2023-01-05,17.1653
2023-01-06,17.3361
2023-01-07,17.3361
2023-01-08,17.3361
2023-01-09,17.3602
2023-01-10,17.4633
2023-01-11,17.9636
2023-01-12,17.8577
2023-01-13,17.823
2023-01-14,17.823
2023-01-15,17.823
2023-01-16,17.823
2023-01-17,17.9939
2023-01-18,17.8028
2023-01-19,17.8723
2023-01-20,18.0404
2023-01-21,18.0404
2023-01-22,18.0404
2023-01-23,18.1659
2023-01-24,17.9507
2023-01-25,17.9345
2023-01-26,17.9631
2023-01-27,17.9681
2023-01-28,17.9681
2023-01-29,17.9681
2023-01-30,17.79
2023-01-31,17.846
2023-02-01,17.735
2023-02-02,18.0068
2023-02-03,17.6902
2023-02-04,17.6902
2023-02-05,17.6902
2023-02-06,17.4191
2023-02-07,17.5726
2023-02-08,17.5009
2023-02-09,17.3574
2023-02-10,17.4969
2023-02-11,17.4969
2023-02-12,17.4969
2023-02-13,17.6224
2023-02-14,17.3838
2023-02-15,17.6286
2023-02-16,18.0684
2023-02-17,18.0779
2023-02-18,18.0779
2023-02-19,18.0779
2023-02-20,18.0779
2023-02-21,17.5771
2023-02-22,17.3008
2023-02-23,17.4471
2023-02-24,17.2958
2023-02-25,17.2958
2023-02-26,17.2958
2023-02-27,17.2034
2023-02-28,17.1311
2023-03-01,17.0331
2023-03-02,17.1215
2023-03-03,17.1154
2023-03-04,17.1154
2023-03-05,17.1154
2023-03-06,16.99
2023-03-07,16.6766
2023-03-08,16.5899
2023-03-09,16.2647
2023-03-10,16.1769
2023-03-11,16.1769
2023-03-12,16.1769
2023-03-13,15.9905
2023-03-14,16.1573
2023-03-15,15.9889
2023-03-16,15.9821
2023-03-17,15.6587
2023-03-18,15.6587
