,SNX US Equity
2020-04-25,9.5086
2020-04-26,9.5086
2020-04-27,9.6975
2020-04-28,9.8185
2020-04-29,10.2999
2020-04-30,10.2634
2020-05-01,10.147
2020-05-02,10.147
2020-05-03,10.147
2020-05-04,10.1676
2020-05-05,10.2541
2020-05-06,10.1071
2020-05-07,10.2155
2020-05-08,10.5147
2020-05-09,10.5147
2020-05-10,10.5147
2020-05-11,10.3864
2020-05-12,10.0034
2020-05-13,10.546
2020-05-14,10.3252
2020-05-15,10.522
2020-05-16,10.522
2020-05-17,10.522
2020-05-18,10.9882
2020-05-19,10.9782
2020-05-20,11.2602
2020-05-21,11.1711
2020-05-22,11.1298
2020-05-23,11.1298
2020-05-24,11.1298
2020-05-25,11.1298
2020-05-26,11.4637
2020-05-27,11.8507
2020-05-28,11.6392
2020-05-29,11.3193
2020-05-30,11.3193
2020-05-31,11.3193
2020-06-01,11.5408
2020-06-02,11.4952
2020-06-03,11.6846
2020-06-04,11.6778
2020-06-05,11.9189
2020-06-06,11.9189
2020-06-07,11.9189
2020-06-08,12.0798
2020-06-09,11.7766
2020-06-10,11.5049
2020-06-11,10.6411
2020-06-12,10.808
2020-06-13,10.808
2020-06-14,10.808
2020-06-15,10.8125
2020-06-16,11.1097
2020-06-17,10.9091
2020-06-18,10.8582
2020-06-19,10.9562
2020-06-20,10.9562
2020-06-21,10.9562
2020-06-22,11.1209
2020-06-23,11.0603
2020-06-24,11.0154
2020-06-25,10.9472
2020-06-26,12.0551
2020-06-27,12.0551
2020-06-28,12.0551
2020-06-29,12.1591
2020-06-30,12.3014
2020-07-01,12.121
2020-07-02,12.097
2020-07-03,12.097
2020-07-04,12.097
2020-07-05,12.097
2020-07-06,12.2273
2020-07-07,12.0057
2020-07-08,12.1524
2020-07-09,12.244
2020-07-10,12.42
2020-07-11,12.42
2020-07-12,12.42
2020-07-13,12.1863
2020-07-14,12.3428
2020-07-15,12.5989
2020-07-16,12.4364
2020-07-17,12.4791
2020-07-18,12.4791
2020-07-19,12.4791
2020-07-20,12.4866
2020-07-21,12.4649
2020-07-22,12.5675
2020-07-23,12.6364
2020-07-24,12.4514
2020-07-25,12.4514
2020-07-26,12.4514
2020-07-27,12.6229
2020-07-28,12.4259
2020-07-29,12.6379
2020-07-30,12.6371
2020-07-31,12.6768
2020-08-01,12.6768
2020-08-02,12.6768
2020-08-03,12.8378
2020-08-04,12.9584
2020-08-05,13.028
2020-08-06,12.9127
2020-08-07,12.9688
2020-08-08,12.9688
2020-08-09,12.9688
2020-08-10,12.9314
2020-08-11,13.0812
2020-08-12,13.0258
2020-08-13,12.9599
2020-08-14,12.7944
2020-08-15,12.7944
2020-08-16,12.7944
2020-08-17,12.8947
2020-08-18,12.6528
2020-08-19,12.73
2020-08-20,12.5645
2020-08-21,12.6371
2020-08-22,12.6371
2020-08-23,12.6371
2020-08-24,12.852
2020-08-25,12.9449
2020-08-26,12.8797
2020-08-27,12.7861
2020-08-28,12.9239
2020-08-29,12.9239
2020-08-30,12.9239
2020-08-31,12.2991
2020-09-01,12.3525
2020-09-02,12.7528
2020-09-03,12.3769
2020-09-04,12.1523
2020-09-05,12.1523
2020-09-06,12.1523
2020-09-07,12.1523
2020-09-08,11.9766
2020-09-09,12.1553
2020-09-10,12.0626
2020-09-11,12.0745
2020-09-12,12.0745
2020-09-13,12.0745
2020-09-14,12.3955
2020-09-15,12.6231
2020-09-16,12.6668
2020-09-17,12.7083
2020-09-18,12.7246
2020-09-19,12.7246
2020-09-20,12.7246
2020-09-21,12.4644
2020-09-22,12.6816
2020-09-23,12.2776
2020-09-24,12.1241
2020-09-25,12.3621
2020-09-26,12.3621
2020-09-27,12.3621
2020-09-28,12.6216
2020-09-29,12.577
2020-09-30,13.1415
2020-10-01,13.4509
2020-10-02,13.6972
2020-10-03,13.6972
2020-10-04,13.6972
2020-10-05,13.9143
2020-10-06,14.011
2020-10-07,14.2215
2020-10-08,14.0616
2020-10-09,14.0231
2020-10-10,14.0231
2020-10-11,14.0231
2020-10-12,14.0387
2020-10-13,13.7574
2020-10-14,13.6431
2020-10-15,13.8628
2020-10-16,13.9162
2020-10-17,13.9162
2020-10-18,13.9162
2020-10-19,13.9229
2020-10-20,13.7967
2020-10-21,13.4725
2020-10-22,13.6684
2020-10-23,13.6609
2020-10-24,13.6609
2020-10-25,13.6609
2020-10-26,13.3589
2020-10-27,13.0688
2020-10-28,12.7356
2020-10-29,12.6829
2020-10-30,12.6414
2020-10-31,12.6414
2020-11-01,12.6414
2020-11-02,13.0525
2020-11-03,13.3649
2020-11-04,13.3931
2020-11-05,13.7181
2020-11-06,13.8168
2020-11-07,13.8168
2020-11-08,13.8168
2020-11-09,13.9466
2020-11-10,13.9385
2020-11-11,14.0476
2020-11-12,13.7619
2020-11-13,14.1025
2020-11-14,14.1025
2020-11-15,14.1025
2020-11-16,14.5611
2020-11-17,14.5522
2020-11-18,14.2086
2020-11-19,14.0936
2020-11-20,14.2027
2020-11-21,14.2027
2020-11-22,14.2027
2020-11-23,14.5024
2020-11-24,15.0442
2020-11-25,14.8757
2020-11-26,14.8757
2020-11-27,14.9551
2020-11-28,14.9551
2020-11-29,14.9551
2020-11-30,14.2933
2020-12-01,7.0292
2020-12-02,7.0921
2020-12-03,7.3016
2020-12-04,7.4532
2020-12-05,7.4532
2020-12-06,7.4532
2020-12-07,7.5015
2020-12-08,7.2386
2020-12-09,7.1921
2020-12-10,7.4033
2020-12-11,7.4248
2020-12-12,7.4248
2020-12-13,7.4248
2020-12-14,7.2921
2020-12-15,7.486
2020-12-16,7.6247
2020-12-17,7.6963
2020-12-18,7.5601
2020-12-19,7.5601
2020-12-20,7.5601
2020-12-21,7.4067
2020-12-22,7.4696
2020-12-23,7.548
2020-12-24,7.604
2020-12-25,7.604
2020-12-26,7.604
2020-12-27,7.604
2020-12-28,7.6161
2020-12-29,7.4627
2020-12-30,7.5058
2020-12-31,7.4963
2021-01-01,7.4963
2021-01-02,7.4963
2021-01-03,7.4963
2021-01-04,7.4067
2021-01-05,7.6161
2021-01-06,8.0548
2021-01-07,8.053
2021-01-08,7.9669
2021-01-09,7.9669
2021-01-10,7.9669
2021-01-11,7.9747
2021-01-12,8.0208
2021-01-13,7.8028
2021-01-14,7.8054
2021-01-15,7.9601
2021-01-16,7.9601
2021-01-17,7.9601
2021-01-18,7.9601
2021-01-19,8.0687
2021-01-20,8.2166
2021-01-21,8.2867
2021-01-22,8.1533
2021-01-23,8.1533
2021-01-24,8.1533
2021-01-25,8.102
2021-01-26,7.9105
2021-01-27,7.8302
2021-01-28,7.7744
2021-01-29,7.519
2021-01-30,7.519
2021-01-31,7.519
2021-02-01,7.8218
2021-02-02,7.814
2021-02-03,7.8718
2021-02-04,8.0521
2021-02-05,8.0375
2021-02-06,8.0375
2021-02-07,8.0375
2021-02-08,8.1324
2021-02-09,8.1902
2021-02-10,8.1419
2021-02-11,8.2031
2021-02-12,8.2419
2021-02-13,8.2419
2021-02-14,8.2419
2021-02-15,8.2419
2021-02-16,8.1677
2021-02-17,8.1151
2021-02-18,7.9098
2021-02-19,8.1048
2021-02-20,8.1048
2021-02-21,8.1048
2021-02-22,8.0875
2021-02-23,7.9831
2021-02-24,8.3135
2021-02-25,8.0823
2021-02-26,7.5998
2021-02-27,7.5998
2021-02-28,7.5998
2021-03-01,8.0307
2021-03-02,7.8378
2021-03-03,7.791
2021-03-04,7.6514
2021-03-05,7.8717
2021-03-06,7.8717
2021-03-07,7.8717
2021-03-08,8.0097
2021-03-09,8.2163
2021-03-10,8.2227
2021-03-11,8.5084
2021-03-12,8.69
2021-03-13,8.69
2021-03-14,8.69
2021-03-15,8.8739
2021-03-16,8.9296
2021-03-17,8.8175
2021-03-18,8.7618
2021-03-19,8.7327
2021-03-20,8.7327
2021-03-21,8.7327
2021-03-22,9.1941
2021-03-23,9.1197
2021-03-24,9.1597
2021-03-25,9.3341
2021-03-26,9.7413
2021-03-27,9.7413
2021-03-28,9.7413
2021-03-29,9.4485
2021-03-30,9.6437
2021-03-31,9.5925
2021-04-01,9.7637
2021-04-02,9.7637
2021-04-03,9.7637
2021-04-04,9.7637
2021-04-05,10.0181
2021-04-06,10.0581
2021-04-07,10.0445
2021-04-08,10.1485
2021-04-09,10.1355
2021-04-10,10.1355
2021-04-11,10.1355
2021-04-12,10.1331
2021-04-13,10.0795
2021-04-14,10.2271
2021-04-15,10.2385
2021-04-16,10.4574
2021-04-17,10.4574
2021-04-18,10.4574
2021-04-19,10.6213
2021-04-20,10.442
2021-04-21,10.4283
2021-04-22,10.3682
2021-04-23,10.4769
2021-04-24,10.4769
2021-04-25,10.4769
2021-04-26,10.5994
2021-04-27,10.5629
2021-04-28,10.4518
2021-04-29,10.5377
2021-04-30,10.2336
2021-05-01,10.2336
2021-05-02,10.2336
2021-05-03,10.3699
2021-05-04,10.2953
2021-05-05,10.4437
2021-05-06,10.2077
2021-05-07,10.4201
2021-05-08,10.4201
2021-05-09,10.4201
2021-05-10,10.1688
2021-05-11,10.0666
2021-05-12,9.7357
2021-05-13,10.0147
2021-05-14,10.215
2021-05-15,10.215
2021-05-16,10.215
2021-05-17,10.2758
2021-05-18,10.1647
2021-05-19,10.2855
2021-05-20,10.3212
2021-05-21,10.3642
2021-05-22,10.3642
2021-05-23,10.3642
2021-05-24,10.6805
2021-05-25,10.5726
2021-05-26,10.6707
2021-05-27,10.7745
2021-05-28,9.3633
2021-05-29,9.3633
2021-05-30,9.3633
2021-05-31,9.3633
2021-06-01,9.3818
2021-06-02,9.3551
2021-06-03,9.3788
2021-06-04,9.453
2021-06-05,9.453
2021-06-06,9.453
2021-06-07,9.3929
2021-06-08,9.5783
2021-06-09,9.3655
2021-06-10,9.4033
2021-06-11,9.5897
2021-06-12,9.5897
2021-06-13,9.5897
2021-06-14,9.5236
2021-06-15,9.4546
2021-06-16,9.2578
2021-06-17,8.859
2021-06-18,8.7082
2021-06-19,8.7082
2021-06-20,8.7082
2021-06-21,8.8501
2021-06-22,8.7372
2021-06-23,8.8055
2021-06-24,8.9533
2021-06-25,8.9852
2021-06-26,8.9852
2021-06-27,8.9852
2021-06-28,9.0298
2021-06-29,9.0699
2021-06-30,9.0164
2021-07-01,9.038
2021-07-02,8.9503
2021-07-03,8.9503
2021-07-04,8.9503
2021-07-05,8.9503
2021-07-06,8.6162
2021-07-07,8.8137
2021-07-08,8.726
2021-07-09,8.9184
2021-07-10,8.9184
2021-07-11,8.9184
2021-07-12,8.8226
2021-07-13,8.5626
2021-07-14,8.6376
2021-07-15,8.4757
2021-07-16,8.264
2021-07-17,8.264
2021-07-18,8.264
2021-07-19,8.1607
2021-07-20,8.388
2021-07-21,8.4987
2021-07-22,8.5604
2021-07-23,8.6733
2021-07-24,8.6733
2021-07-25,8.6733
2021-07-26,8.7639
2021-07-27,8.6718
2021-07-28,8.7475
2021-07-29,8.8493
2021-07-30,8.8538
2021-07-31,8.8538
2021-08-01,8.8538
2021-08-02,8.723
2021-08-03,8.8508
2021-08-04,8.9615
2021-08-05,9.0714
2021-08-06,9.0885
2021-08-07,9.0885
2021-08-08,9.0885
2021-08-09,9.1487
2021-08-10,9.2281
2021-08-11,9.4124
2021-08-12,9.3685
2021-08-13,9.2378
2021-08-14,9.2378
2021-08-15,9.2378
2021-08-16,9.246
2021-08-17,9.136
2021-08-18,9.1175
2021-08-19,9.1308
2021-08-20,9.2735
2021-08-21,9.2735
2021-08-22,9.2735
2021-08-23,9.2749
2021-08-24,9.3433
2021-08-25,9.5052
2021-08-26,9.4681
2021-08-27,9.5342
2021-08-28,9.5342
2021-08-29,9.5342
2021-08-30,9.581
2021-08-31,10.4147
2021-09-01,10.4579
2021-09-02,19.414
2021-09-03,19.2622
2021-09-04,19.2622
2021-09-05,19.2622
2021-09-06,19.2622
2021-09-07,19.2547
2021-09-08,18.6354
2021-09-09,18.455
2021-09-10,17.8733
2021-09-11,17.8733
2021-09-12,17.8733
2021-09-13,17.9515
2021-09-14,17.5456
2021-09-15,17.9124
2021-09-16,17.971
2021-09-17,17.4043
2021-09-18,17.4043
2021-09-19,17.4043
2021-09-20,17.0586
2021-09-21,16.755
2021-09-22,16.8031
2021-09-23,16.9714
2021-09-24,16.8226
2021-09-25,16.8226
2021-09-26,16.8226
2021-09-27,17.0977
2021-09-28,15.9373
2021-09-29,16.2153
2021-09-30,15.7223
2021-10-01,16.056
2021-10-02,16.056
2021-10-03,16.056
2021-10-04,15.9959
2021-10-05,16.2063
2021-10-06,15.8231
2021-10-07,16.0412
2021-10-08,15.9148
2021-10-09,15.9148
2021-10-10,15.9148
2021-10-11,15.7945
2021-10-12,15.6847
2021-10-13,15.5448
2021-10-14,16.0562
2021-10-15,15.9825
2021-10-16,15.9825
2021-10-17,15.9825
2021-10-18,16.2202
2021-10-19,16.2744
2021-10-20,15.8983
2021-10-21,15.9434
2021-10-22,15.8697
2021-10-23,15.8697
2021-10-24,15.8697
2021-10-25,15.972
2021-10-26,15.8697
2021-10-27,15.4786
2021-10-28,15.802
2021-10-29,15.8697
2021-10-30,15.8697
2021-10-31,15.8697
2021-11-01,16.4729
2021-11-02,16.5165
2021-11-03,16.6986
2021-11-04,16.667
2021-11-05,17.2882
2021-11-06,17.2882
2021-11-07,17.2882
2021-11-08,16.9663
2021-11-09,16.9016
2021-11-10,16.8565
2021-11-11,17.1393
2021-11-12,16.9829
2021-11-13,16.9829
2021-11-14,16.9829
2021-11-15,16.9964
2021-11-16,17.1559
2021-11-17,17.0942
2021-11-18,17.2371
2021-11-19,17.219
2021-11-20,17.219
2021-11-21,17.219
2021-11-22,17.034
2021-11-23,16.858
2021-11-24,17.0942
2021-11-25,17.0942
2021-11-26,16.2744
2021-11-27,16.2744
2021-11-28,16.2744
2021-11-29,16.3767
2021-11-30,21.7229
2021-12-01,21.6936
2021-12-02,22.1774
2021-12-03,21.9756
2021-12-04,21.9756
2021-12-05,21.9756
2021-12-06,22.2436
2021-12-07,22.6688
2021-12-08,22.7566
2021-12-09,22.3468
2021-12-10,22.5717
2021-12-11,22.5717
2021-12-12,22.5717
2021-12-13,22.1743
2021-12-14,22.2636
2021-12-15,22.2852
2021-12-16,22.7535
2021-12-17,22.4716
2021-12-18,22.4716
2021-12-19,22.4716
2021-12-20,21.9617
2021-12-21,22.6318
2021-12-22,23.017
2021-12-23,23.2234
2021-12-24,23.2234
2021-12-25,23.2234
2021-12-26,23.2234
2021-12-27,23.4991
2021-12-28,23.4884
2021-12-29,23.4899
2021-12-30,23.3189
2021-12-31,23.4021
2022-01-01,23.4021
2022-01-02,23.4021
2022-01-03,23.4052
2022-01-04,23.8581
2022-01-05,23.5993
2022-01-06,23.3019
2022-01-07,22.6149
2022-01-08,22.6149
2022-01-09,22.6149
2022-01-10,22.7011
2022-01-11,22.3391
2022-01-12,22.4855
2022-01-13,22.5948
2022-01-14,22.2405
2022-01-15,22.2405
2022-01-16,22.2405
2022-01-17,22.2405
2022-01-18,22.1104
2022-01-19,22.0935
2022-01-20,22.1343
2022-01-21,21.9178
2022-01-22,21.9178
2022-01-23,21.9178
2022-01-24,21.9642
2022-01-25,21.2728
2022-01-26,21.3471
2022-01-27,21.2697
2022-01-28,21.3694
2022-01-29,21.3694
2022-01-30,21.3694
2022-01-31,21.9587
2022-02-01,21.8999
2022-02-02,22.3716
2022-02-03,21.9509
2022-02-04,21.92
2022-02-05,21.92
2022-02-06,21.92
2022-02-07,21.8813
2022-02-08,22.0546
2022-02-09,22.3036
2022-02-10,22.0376
2022-02-11,21.5844
2022-02-12,21.5844
2022-02-13,21.5844
2022-02-14,21.4591
2022-02-15,22.1737
2022-02-16,22.2
2022-02-17,21.9556
2022-02-18,21.9618
2022-02-19,21.9618
2022-02-20,21.9618
2022-02-21,21.9618
2022-02-22,21.6107
2022-02-23,21.1606
2022-02-24,21.4421
2022-02-25,21.8489
2022-02-26,21.8489
2022-02-27,21.8489
2022-02-28,20.3893
2022-03-01,20.225
2022-03-02,20.8741
2022-03-03,20.8727
2022-03-04,20.6796
2022-03-05,20.6796
2022-03-06,20.6796
2022-03-07,20.4126
2022-03-08,20.466
2022-03-09,21.0274
2022-03-10,21.1315
2022-03-11,21.4862
2022-03-12,21.4862
2022-03-13,21.4862
2022-03-14,21.2287
2022-03-15,21.378
2022-03-16,21.8641
2022-03-17,21.9833
2022-03-18,22.06
2022-03-19,22.06
2022-03-20,22.06
2022-03-21,21.9915
2022-03-22,22.0271
2022-03-23,21.7875
2022-03-24,20.8403
2022-03-25,21.041
2022-03-26,21.041
2022-03-27,21.041
2022-03-28,20.4904
2022-03-29,20.9163
2022-03-30,20.508
2022-03-31,20.4429
2022-04-01,20.3792
2022-04-02,20.3792
2022-04-03,20.3792
2022-04-04,20.5107
2022-04-05,20.1876
2022-04-06,20.0633
2022-04-07,19.9445
2022-04-08,19.9432
2022-04-09,19.9432
2022-04-10,19.9432
2022-04-11,19.8776
2022-04-12,19.8435
2022-04-13,20.0497
2022-04-14,20.204
2022-04-15,20.204
2022-04-16,20.204
2022-04-17,20.204
2022-04-18,20.4934
2022-04-19,20.72
2022-04-20,20.7187
2022-04-21,20.5453
2022-04-22,20.092
2022-04-23,20.092
2022-04-24,20.092
2022-04-25,20.3145
2022-04-26,19.8981
2022-04-27,19.7916
2022-04-28,20.3719
2022-04-29,20.1097
2022-04-30,20.1097
2022-05-01,20.1097
2022-05-02,20.1521
2022-05-03,20.4033
2022-05-04,20.8593
2022-05-05,20.5139
2022-05-06,20.2709
2022-05-07,20.2709
2022-05-08,20.2709
2022-05-09,20.0442
2022-05-10,19.834
2022-05-11,19.4408
2022-05-12,19.535
2022-05-13,19.9664
2022-05-14,19.9664
2022-05-15,19.9664
2022-05-16,19.9145
2022-05-17,20.3255
2022-05-18,19.8285
2022-05-19,19.6196
2022-05-20,19.5609
2022-05-21,19.5609
2022-05-22,19.5609
2022-05-23,19.8763
2022-05-24,19.6101
2022-05-25,19.6892
2022-05-26,20.1152
2022-05-27,20.4552
2022-05-28,20.4552
2022-05-29,20.4552
2022-05-30,20.4552
2022-05-31,16.7792
2022-06-01,16.6401
2022-06-02,16.9633
2022-06-03,16.8528
2022-06-04,16.8528
2022-06-05,16.8528
2022-06-06,16.9527
2022-06-07,17.157
2022-06-08,16.8695
2022-06-09,16.7803
2022-06-10,16.3502
2022-06-11,16.3502
2022-06-12,16.3502
2022-06-13,15.8701
2022-06-14,15.7465
2022-06-15,16.021
2022-06-16,15.1547
2022-06-17,15.1975
2022-06-18,15.1975
2022-06-19,15.1975
2022-06-20,15.1975
2022-06-21,15.4898
2022-06-22,15.5398
2022-06-23,15.5481
2022-06-24,15.7334
2022-06-25,15.7334
2022-06-26,15.7334
2022-06-27,16.1161
2022-06-28,15.4756
2022-06-29,15.0944
2022-06-30,15.1662
2022-07-01,15.3228
2022-07-02,15.3228
2022-07-03,15.3228
2022-07-04,15.3228
2022-07-05,15.145
2022-07-06,15.0779
2022-07-07,15.3597
2022-07-08,15.419
2022-07-09,15.419
2022-07-10,15.419
2022-07-11,15.2483
2022-07-12,15.2044
2022-07-13,15.1215
2022-07-14,15.1428
2022-07-15,15.3621
2022-07-16,15.3621
2022-07-17,15.3621
2022-07-18,15.2613
2022-07-19,15.7816
2022-07-20,15.8847
2022-07-21,16.0317
2022-07-22,15.8326
2022-07-23,15.8326
2022-07-24,15.8326
2022-07-25,15.8906
2022-07-26,15.8741
2022-07-27,16.0032
2022-07-28,16.2118
2022-07-29,16.3398
2022-07-30,16.3398
2022-07-31,16.3398
2022-08-01,16.4654
2022-08-02,16.3694
2022-08-03,16.6254
2022-08-04,16.5401
2022-08-05,16.5223
2022-08-06,16.5223
2022-08-07,16.5223
2022-08-08,16.4192
2022-08-09,16.0815
2022-08-10,16.3706
2022-08-11,16.4086
2022-08-12,16.7037
2022-08-13,16.7037
2022-08-14,16.7037
2022-08-15,16.7594
2022-08-16,16.8554
2022-08-17,16.6598
2022-08-18,17.0687
2022-08-19,16.8281
2022-08-20,16.8281
2022-08-21,16.8281
2022-08-22,16.5709
2022-08-23,16.5211
2022-08-24,16.4192
2022-08-25,16.7025
2022-08-26,16.0826
2022-08-27,16.0826
2022-08-28,16.0826
2022-08-29,16.0305
2022-08-30,15.8717
2022-08-31,14.4244
2022-09-01,14.2044
2022-09-02,14.112
2022-09-03,14.112
2022-09-04,14.112
2022-09-05,14.112
2022-09-06,14.2714
2022-09-07,14.4775
2022-09-08,14.4074
2022-09-09,14.4254
2022-09-10,14.4254
2022-09-11,14.4254
2022-09-12,14.6156
2022-09-13,14.0397
2022-09-14,13.9632
2022-09-15,13.891
2022-09-16,13.7667
2022-09-17,13.7667
2022-09-18,13.7667
2022-09-19,13.942
2022-09-20,13.7571
2022-09-21,13.7029
2022-09-22,13.5574
2022-09-23,13.2907
2022-09-24,13.2907
2022-09-25,13.2907
2022-09-26,13.1408
2022-09-27,13.1685
2022-09-28,13.1931
2022-09-29,12.9467
2022-09-30,12.7414
2022-10-01,12.7414
2022-10-02,12.7414
2022-10-03,13.0299
2022-10-04,13.4965
2022-10-05,13.3779
2022-10-06,13.3757
2022-10-07,12.969
2022-10-08,12.969
2022-10-09,12.969
2022-10-10,12.9213
2022-10-11,12.8207
2022-10-12,12.8557
2022-10-13,13.2264
2022-10-14,12.9658
2022-10-15,12.9658
2022-10-16,12.9658
2022-10-17,13.2677
2022-10-18,13.3641
2022-10-19,13.2433
2022-10-20,13.1618
2022-10-21,13.3715
2022-10-22,13.3715
2022-10-23,13.3715
2022-10-24,13.487
2022-10-25,13.6914
2022-10-26,13.7232
2022-10-27,13.7158
2022-10-28,13.9859
2022-10-29,13.9859
2022-10-30,13.9859
2022-10-31,13.8874
2022-11-01,13.9753
2022-11-02,13.8482
2022-11-03,13.7306
2022-11-04,13.8407
2022-11-05,13.8407
2022-11-06,13.8407
2022-11-07,14.0833
2022-11-08,14.1786
2022-11-09,13.9837
2022-11-10,14.4742
2022-11-11,14.7061
2022-11-12,14.7061
2022-11-13,14.7061
2022-11-14,14.8438
2022-11-15,15.0218
2022-11-16,14.8248
2022-11-17,14.7326
2022-11-18,14.9116
2022-11-19,14.9116
2022-11-20,14.9116
2022-11-21,14.8513
2022-11-22,14.9741
2022-11-23,15.0822
2022-11-24,15.0822
2022-11-25,15.1118
2022-11-26,15.1118
2022-11-27,15.1118
2022-11-28,14.7972
2022-11-29,14.793
2022-11-30,13.1119
2022-12-01,13.1573
2022-12-02,13.0382
2022-12-03,13.0382
2022-12-04,13.0382
2022-12-05,12.76
2022-12-06,12.6663
2022-12-07,12.5936
2022-12-08,12.7518
2022-12-09,12.7091
2022-12-10,12.7091
2022-12-11,12.7091
2022-12-12,12.81
2022-12-13,12.8564
2022-12-14,12.88
2022-12-15,12.589
2022-12-16,12.4618
2022-12-17,12.4618
2022-12-18,12.4618
2022-12-19,12.2881
2022-12-20,12.3217
2022-12-21,12.6345
2022-12-22,12.4117
2022-12-23,12.4654
2022-12-24,12.4654
2022-12-25,12.4654
2022-12-26,12.4654
2022-12-27,12.4972
2022-12-28,12.2499
2022-12-29,12.54
2022-12-30,12.4217
2022-12-31,12.4217
2023-01-01,12.4217
2023-01-02,12.4217
2023-01-03,12.5945
2023-01-04,12.5427
2023-01-05,12.509
2023-01-06,12.8364
2023-01-07,12.8364
2023-01-08,12.8364
2023-01-09,12.9209
2023-01-10,13.2617
2023-01-11,13.7489
2023-01-12,13.6661
2023-01-13,13.839
2023-01-14,13.839
2023-01-15,13.839
2023-01-16,13.839
2023-01-17,13.7192
2023-01-18,13.5274
2023-01-19,13.4436
2023-01-20,13.6319
2023-01-21,13.6319
2023-01-22,13.6319
2023-01-23,13.7525
2023-01-24,13.7016
2023-01-25,13.5981
2023-01-26,13.0404
2023-01-27,12.944
2023-01-28,12.944
2023-01-29,12.944
2023-01-30,12.8522
2023-01-31,13.0071
2023-02-01,13.188
2023-02-02,13.2664
2023-02-03,13.2592
2023-02-04,13.2592
2023-02-05,13.2592
2023-02-06,13.1493
2023-02-07,13.134
2023-02-08,13.008
2023-02-09,12.9765
2023-02-10,12.9828
2023-02-11,12.9828
2023-02-12,12.9828
2023-02-13,13.1115
2023-02-14,13.0809
2023-02-15,13.0206
2023-02-16,13.0161
2023-02-17,12.9152
2023-02-18,12.9152
2023-02-19,12.9152
2023-02-20,12.9152
2023-02-21,12.6154
2023-02-22,12.5731
2023-02-23,12.6217
2023-02-24,12.5011
2023-02-25,12.5011
2023-02-26,12.5011
2023-02-27,12.5074
2023-02-28,11.5227
2023-03-01,11.5496
2023-03-02,11.532
2023-03-03,11.5597
2023-03-04,11.5597
2023-03-05,11.5597
2023-03-06,11.495
2023-03-07,11.4211
2023-03-08,11.4228
2023-03-09,11.2842
2023-03-10,11.0827
2023-03-11,11.0827
2023-03-12,11.0827
2023-03-13,10.9878
2023-03-14,11.1515
2023-03-15,10.9634
2023-03-16,11.1255
2023-03-17,10.9768
2023-03-18,10.9768
2023-03-19,10.9768
2023-03-20,11.0827
