,PEG US Equity
2020-04-02,20.0134
2020-04-03,19.7756
2020-04-04,19.7756
2020-04-05,19.7756
2020-04-06,20.4192
2020-04-07,20.595
2020-04-08,21.4559
2020-04-09,21.9962
2020-04-10,21.9962
2020-04-11,21.9962
2020-04-12,21.9962
2020-04-13,21.6627
2020-04-14,22.1332
2020-04-15,21.7532
2020-04-16,21.7945
2020-04-17,22.4279
2020-04-18,22.4279
2020-04-19,22.4279
2020-04-20,21.7092
2020-04-21,21.2361
2020-04-22,21.5179
2020-04-23,21.3292
2020-04-24,21.5877
2020-04-25,21.5877
2020-04-26,21.5877
2020-04-27,21.7532
2020-04-28,21.7195
2020-04-29,21.8281
2020-04-30,21.4171
2020-05-01,21.081
2020-05-02,21.081
2020-05-03,21.081
2020-05-04,21.0112
2020-05-05,21.2049
2020-05-06,20.7417
2020-05-07,20.6822
2020-05-08,20.928
2020-05-09,20.928
2020-05-10,20.928
2020-05-11,20.7805
2020-05-12,20.4183
2020-05-13,19.9421
2020-05-14,20.3613
2020-05-15,20.0715
2020-05-16,20.0715
2020-05-17,20.0715
2020-05-18,21.0781
2020-05-19,20.8582
2020-05-20,20.9228
2020-05-21,20.7469
2020-05-22,20.7598
2020-05-23,20.7598
2020-05-24,20.7598
2020-05-25,20.7598
2020-05-26,21.091
2020-05-27,21.223
2020-05-28,21.5128
2020-05-29,21.5154
2020-05-30,21.5154
2020-05-31,21.5154
2020-06-01,21.8208
2020-06-02,21.8337
2020-06-03,21.9579
2020-06-04,21.7483
2020-06-05,22.1468
2020-06-06,22.1468
2020-06-07,22.1468
2020-06-08,22.6695
2020-06-09,22.196
2020-06-10,21.8156
2020-06-11,21.2463
2020-06-12,21.1713
2020-06-13,21.1713
2020-06-14,21.1713
2020-06-15,21.2204
2020-06-16,21.4326
2020-06-17,21.3653
2020-06-18,21.342
2020-06-19,20.9125
2020-06-20,20.9125
2020-06-21,20.9125
2020-06-22,21.0212
2020-06-23,20.9979
2020-06-24,20.7702
2020-06-25,20.721
2020-06-26,20.5994
2020-06-27,20.5994
2020-06-28,20.5994
2020-06-29,21.0419
2020-06-30,18.8671
2020-07-01,19.0027
2020-07-02,19.0854
2020-07-03,19.0854
2020-07-04,19.0854
2020-07-05,19.0854
2020-07-06,19.2025
2020-07-07,19.1267
2020-07-08,19.26
2020-07-09,19.0119
2020-07-10,19.1956
2020-07-11,19.1956
2020-07-12,19.1956
2020-07-13,19.4759
2020-07-14,19.4093
2020-07-15,19.6114
2020-07-16,19.7286
2020-07-17,20.2271
2020-07-18,20.2271
2020-07-19,20.2271
2020-07-20,19.7079
2020-07-21,19.5816
2020-07-22,19.747
2020-07-23,19.6826
2020-07-24,19.5816
2020-07-25,19.5816
2020-07-26,19.5816
2020-07-27,19.5172
2020-07-28,19.6137
2020-07-29,19.6551
2020-07-30,19.6091
2020-07-31,20.428
2020-08-01,20.428
2020-08-02,20.428
2020-08-03,20.0902
2020-08-04,20.3613
2020-08-05,20.1155
2020-08-06,20.127
2020-08-07,20.3613
2020-08-08,20.3613
2020-08-09,20.3613
2020-08-10,20.2924
2020-08-11,20.0902
2020-08-12,20.3338
2020-08-13,20.3177
2020-08-14,20.251
2020-08-15,20.251
2020-08-16,20.251
2020-08-17,20.1476
2020-08-18,20.104
2020-08-19,20.0603
2020-08-20,19.9477
2020-08-21,19.8167
2020-08-22,19.8167
2020-08-23,19.8167
2020-08-24,19.9592
2020-08-25,19.8903
2020-08-26,19.626
2020-08-27,19.5893
2020-08-28,19.5594
2020-08-29,19.5594
2020-08-30,19.5594
2020-08-31,19.5778
2020-09-01,19.2928
2020-09-02,19.734
2020-09-03,19.5295
2020-09-04,19.6421
2020-09-05,19.6421
2020-09-06,19.6421
2020-09-07,19.6421
2020-09-08,19.5226
2020-09-09,19.8512
2020-09-10,19.5916
2020-09-11,19.6122
2020-09-12,19.6122
2020-09-13,19.6122
2020-09-14,19.6329
2020-09-15,19.4422
2020-09-16,19.7524
2020-09-17,19.5778
2020-09-18,19.3687
2020-09-19,19.3687
2020-09-20,19.3687
2020-09-21,19.3319
2020-09-22,19.6306
2020-09-23,19.5042
2020-09-24,19.8604
2020-09-25,20.0121
2020-09-26,20.0121
2020-09-27,20.0121
2020-09-28,20.0626
2020-09-29,20.166
2020-09-30,18.878
2020-10-01,18.9125
2020-10-02,19.1024
2020-10-03,19.1024
2020-10-04,19.1024
2020-10-05,19.1822
2020-10-06,19.0916
2020-10-07,19.3354
2020-10-08,19.631
2020-10-09,19.4498
2020-10-10,19.4498
2020-10-11,19.4498
2020-10-12,19.4929
2020-10-13,19.5275
2020-10-14,19.549
2020-10-15,19.6418
2020-10-16,19.8684
2020-10-17,19.8684
2020-10-18,19.8684
2020-10-19,19.8684
2020-10-20,19.9525
2020-10-21,19.8727
2020-10-22,20.164
2020-10-23,20.1748
2020-10-24,20.1748
2020-10-25,20.1748
2020-10-26,20.1877
2020-10-27,20.192
2020-10-28,19.6914
2020-10-29,19.9158
2020-10-30,19.5794
2020-10-31,19.5794
2020-11-01,19.5794
2020-11-02,19.6528
2020-11-03,19.8319
2020-11-04,19.6333
2020-11-05,19.7175
2020-11-06,19.6376
2020-11-07,19.6376
2020-11-08,19.6376
2020-11-09,20.0606
2020-11-10,20.1362
2020-11-11,20.1685
2020-11-12,19.8017
2020-11-13,19.8448
2020-11-14,19.8448
2020-11-15,19.8448
2020-11-16,19.875
2020-11-17,19.7736
2020-11-18,19.5082
2020-11-19,19.465
2020-11-20,19.5923
2020-11-21,19.5923
2020-11-22,19.5923
2020-11-23,19.6376
2020-11-24,19.9096
2020-11-25,19.9721
2020-11-26,19.9721
2020-11-27,19.8383
2020-11-28,19.8383
2020-11-29,19.8383
2020-11-30,19.6074
2020-12-01,19.4413
2020-12-02,19.4823
2020-12-03,19.4672
2020-12-04,19.4672
2020-12-05,19.4672
2020-12-06,19.4672
2020-12-07,19.4456
2020-12-08,19.3808
2020-12-09,19.3075
2020-12-10,19.2449
2020-12-11,19.219
2020-12-12,19.219
2020-12-13,19.219
2020-12-14,19.2082
2020-12-15,19.506
2020-12-16,19.3636
2020-12-17,19.3722
2020-12-18,19.2924
2020-12-19,19.2924
2020-12-20,19.2924
2020-12-21,19.2168
2020-12-22,19.1996
2020-12-23,19.2298
2020-12-24,19.3636
2020-12-25,19.3636
2020-12-26,19.3636
2020-12-27,19.3636
2020-12-28,19.4003
2020-12-29,19.3485
2020-12-30,19.4089
2020-12-31,20.4594
2021-01-01,20.4594
2021-01-02,20.4594
2021-01-03,20.4594
2021-01-04,19.8867
2021-01-05,19.889
2021-01-06,20.1497
2021-01-07,19.9692
2021-01-08,20.2388
2021-01-09,20.2388
2021-01-10,20.2388
2021-01-11,20.1653
2021-01-12,20.2477
2021-01-13,20.5441
2021-01-14,20.3436
2021-01-15,20.7001
2021-01-16,20.7001
2021-01-17,20.7001
2021-01-18,20.7001
2021-01-19,20.4327
2021-01-20,20.6734
2021-01-21,20.4706
2021-01-22,20.4728
2021-01-23,20.4728
2021-01-24,20.4728
2021-01-25,20.5085
2021-01-26,20.4661
2021-01-27,20.0271
2021-01-28,20.1809
2021-01-29,20.0427
2021-01-30,20.0427
2021-01-31,20.0427
2021-02-01,20.2032
2021-02-02,20.4706
2021-02-03,20.4149
2021-02-04,20.5174
2021-02-05,20.6867
2021-02-06,20.6867
2021-02-07,20.6867
2021-02-08,20.5731
2021-02-09,20.5553
2021-02-10,20.582
2021-02-11,20.5196
2021-02-12,20.4528
2021-02-13,20.4528
2021-02-14,20.4528
2021-02-15,20.4528
2021-02-16,20.3814
2021-02-17,20.3948
2021-02-18,20.504
2021-02-19,20.3369
2021-02-20,20.3369
2021-02-21,20.3369
2021-02-22,20.1898
2021-02-23,20.3413
2021-02-24,19.9581
2021-02-25,19.9246
2021-02-26,19.4633
2021-02-27,19.4633
2021-02-28,19.4633
2021-03-01,19.7441
2021-03-02,19.619
2021-03-03,19.5389
2021-03-04,19.6301
2021-03-05,19.9861
2021-03-06,19.9861
2021-03-07,19.9861
2021-03-08,20.173
2021-03-09,20.2687
2021-03-10,20.3155
2021-03-11,20.1018
2021-03-12,20.3043
2021-03-13,20.3043
2021-03-14,20.3043
2021-03-15,20.4601
2021-03-16,20.4979
2021-03-17,20.4823
2021-03-18,20.5001
2021-03-19,20.5758
2021-03-20,20.5758
2021-03-21,20.5758
2021-03-22,20.3466
2021-03-23,20.4445
2021-03-24,20.5313
2021-03-25,20.6893
2021-03-26,20.6626
2021-03-27,20.6626
2021-03-28,20.6626
2021-03-29,20.865
2021-03-30,20.776
2021-03-31,21.3607
2021-04-01,21.2375
2021-04-02,21.2375
2021-04-03,21.2375
2021-04-04,21.2375
2021-04-05,21.4634
2021-04-06,21.5227
2021-04-07,21.5934
2021-04-08,21.6094
2021-04-09,21.598
2021-04-10,21.598
2021-04-11,21.598
2021-04-12,21.6071
2021-04-13,21.8626
2021-04-14,21.9562
2021-04-15,21.8603
2021-04-16,22.0771
2021-04-17,22.0771
2021-04-18,22.0771
2021-04-19,22.1067
2021-04-20,22.1455
2021-04-21,22.1227
2021-04-22,21.979
2021-04-23,21.9835
2021-04-24,21.9835
2021-04-25,21.9835
2021-04-26,21.8056
2021-04-27,21.7919
2021-04-28,21.8603
2021-04-29,22.0178
2021-04-30,22.0337
2021-05-01,22.0337
2021-05-02,22.0337
2021-05-03,22.1455
2021-05-04,22.0406
2021-05-05,21.6117
2021-05-06,21.9101
2021-05-07,22.0425
2021-05-08,22.0425
2021-05-09,22.0425
2021-05-10,22.0722
2021-05-11,21.837
2021-05-12,21.4831
2021-05-13,21.8142
2021-05-14,21.8986
2021-05-15,21.8986
2021-05-16,21.8986
2021-05-17,21.8461
2021-05-18,21.805
2021-05-19,21.7754
2021-05-20,21.9123
2021-05-21,22.0128
2021-05-22,22.0128
2021-05-23,22.0128
2021-05-24,22.1133
2021-05-25,21.8233
2021-05-26,21.8484
2021-05-27,21.7868
2021-05-28,21.8073
2021-05-29,21.8073
2021-05-30,21.8073
2021-05-31,21.8073
2021-06-01,21.7868
2021-06-02,21.7046
2021-06-03,21.7137
2021-06-04,21.6133
2021-06-05,21.6133
2021-06-06,21.6133
2021-06-07,21.5219
2021-06-08,21.5539
2021-06-09,21.5813
2021-06-10,21.6954
2021-06-11,21.7343
2021-06-12,21.7343
2021-06-13,21.7343
2021-06-14,21.7434
2021-06-15,21.8598
2021-06-16,21.6041
2021-06-17,21.5973
2021-06-18,21.1726
2021-06-19,21.1726
2021-06-20,21.1726
2021-06-21,21.337
2021-06-22,21.2365
2021-06-23,21.1384
2021-06-24,21.1795
2021-06-25,21.2913
2021-06-26,21.2913
2021-06-27,21.2913
2021-06-28,21.3781
2021-06-29,21.2069
2021-06-30,31.3545
2021-07-01,31.5215
2021-07-02,31.4748
2021-07-03,31.4748
2021-07-04,31.4748
2021-07-05,31.4748
2021-07-06,31.5416
2021-07-07,31.7253
2021-07-08,31.6218
2021-07-09,31.6051
2021-07-10,31.6051
2021-07-11,31.6051
2021-07-12,31.6752
2021-07-13,31.3846
2021-07-14,31.5717
2021-07-15,31.8389
2021-07-16,32.0227
2021-07-17,32.0227
2021-07-18,32.0227
2021-07-19,31.5048
2021-07-20,31.6652
2021-07-21,31.4581
2021-07-22,31.5115
2021-07-23,31.849
2021-07-24,31.849
2021-07-25,31.849
2021-07-26,31.9592
2021-07-27,32.3935
2021-07-28,32.2766
2021-07-29,32.467
2021-07-30,32.1864
2021-07-31,32.1864
2021-08-01,32.1864
2021-08-02,32.3969
2021-08-03,32.614
2021-08-04,32.5338
2021-08-05,32.7443
2021-08-06,32.731
2021-08-07,32.731
2021-08-08,32.731
2021-08-09,32.7209
2021-08-10,32.4143
2021-08-11,32.6248
2021-08-12,32.7317
2021-08-13,33.0224
2021-08-14,33.0224
2021-08-15,33.0224
2021-08-16,33.0559
2021-08-17,33.0258
2021-08-18,32.7818
2021-08-19,32.8687
2021-08-20,33.0993
2021-08-21,33.0993
2021-08-22,33.0993
2021-08-23,32.8955
2021-08-24,32.7184
2021-08-25,32.8186
2021-08-26,32.7117
2021-08-27,32.8387
2021-08-28,32.8387
2021-08-29,32.8387
2021-08-30,32.862
2021-08-31,32.7618
2021-09-01,33.0224
2021-09-02,33.0091
2021-09-03,32.8286
2021-09-04,32.8286
2021-09-05,32.8286
2021-09-06,32.8286
2021-09-07,32.441
2021-09-08,32.8153
2021-09-09,32.5546
2021-09-10,32.1603
2021-09-11,32.1603
2021-09-12,32.1603
2021-09-13,32.2205
2021-09-14,32.304
2021-09-15,32.3809
2021-09-16,32.3174
2021-09-17,32.0835
2021-09-18,32.0835
2021-09-19,32.0835
2021-09-20,32.1369
2021-09-21,32.0133
2021-09-22,31.7861
2021-09-23,31.6758
2021-09-24,31.6791
2021-09-25,31.6791
2021-09-26,31.6791
2021-09-27,31.8496
2021-09-28,31.5655
2021-09-29,31.8663
2021-09-30,31.8663
2021-10-01,31.8663
2021-10-02,31.8663
2021-10-03,31.8663
2021-10-04,31.8663
2021-10-05,31.8663
2021-10-06,31.8663
2021-10-07,31.8663
2021-10-08,31.8663
2021-10-09,31.8663
2021-10-10,31.8663
2021-10-11,31.8663
2021-10-12,31.8663
2021-10-13,31.8663
2021-10-14,31.8663
2021-10-15,31.8663
2021-10-16,31.8663
2021-10-17,31.8663
2021-10-18,31.8663
2021-10-19,31.8663
2021-10-20,31.8663
2021-10-21,31.8663
2021-10-22,31.8663
2021-10-23,31.8663
2021-10-24,31.8663
2021-10-25,31.8663
2021-10-26,31.8663
2021-10-27,31.8663
2021-10-28,31.8663
2021-10-29,31.8663
2021-10-30,31.8663
2021-10-31,31.8663
2021-11-01,31.8663
2021-11-02,31.8663
2021-11-03,31.8663
2021-11-04,31.8663
2021-11-05,31.8663
2021-11-06,31.8663
2021-11-07,31.8663
2021-11-08,31.8663
2021-11-09,31.8663
2021-11-10,31.8663
2021-11-11,31.8663
2021-11-12,31.8663
2021-11-13,31.8663
2021-11-14,31.8663
2021-11-15,31.8663
2021-11-16,31.8663
2021-11-17,31.8663
2021-11-18,31.8663
2021-11-19,31.8663
2021-11-20,31.8663
2021-11-21,31.8663
2021-11-22,31.8663
2021-11-23,31.8663
2021-11-24,31.8663
2021-11-25,31.8663
2021-11-26,31.8663
2021-11-27,31.8663
2021-11-28,31.8663
2021-11-29,31.8663
2021-11-30,31.8663
2021-12-01,31.8663
2021-12-02,31.8663
2021-12-03,31.8663
2021-12-04,31.8663
2021-12-05,31.8663
2021-12-06,31.8663
2021-12-07,31.8663
2021-12-08,31.8663
2021-12-09,31.8663
2021-12-10,31.8663
2021-12-11,31.8663
2021-12-12,31.8663
2021-12-13,31.8663
2021-12-14,31.8663
2021-12-15,31.8663
2021-12-16,31.8663
2021-12-17,31.8663
2021-12-18,31.8663
2021-12-19,31.8663
2021-12-20,31.8663
2021-12-21,31.8663
2021-12-22,31.8663
2021-12-23,31.8663
2021-12-24,31.8663
2021-12-25,31.8663
2021-12-26,31.8663
2021-12-27,31.8663
2021-12-28,31.8663
2021-12-29,31.8663
2021-12-30,31.8663
2021-12-31,31.8663
2022-01-01,31.8663
2022-01-02,31.8663
2022-01-03,31.8663
2022-01-04,31.8663
2022-01-05,31.8663
2022-01-06,31.8663
2022-01-07,31.8663
2022-01-08,31.8663
2022-01-09,31.8663
2022-01-10,31.8663
2022-01-11,31.8663
2022-01-12,31.8663
2022-01-13,31.8663
2022-01-14,31.8663
2022-01-15,31.8663
2022-01-16,31.8663
2022-01-17,31.8663
2022-01-18,31.8663
2022-01-19,31.8663
2022-01-20,31.8663
2022-01-21,31.8663
2022-01-22,31.8663
2022-01-23,31.8663
2022-01-24,31.8663
2022-01-25,31.8663
2022-01-26,31.8663
2022-01-27,31.8663
2022-01-28,31.8663
2022-01-29,31.8663
2022-01-30,31.8663
2022-01-31,31.8663
2022-02-01,31.8663
2022-02-02,31.8663
2022-02-03,31.8663
2022-02-04,31.8663
2022-02-05,31.8663
2022-02-06,31.8663
2022-02-07,31.8663
2022-02-08,31.8663
2022-02-09,31.8663
2022-02-10,31.8663
2022-02-11,31.8663
2022-02-12,31.8663
2022-02-13,31.8663
2022-02-14,31.8663
2022-02-15,31.8663
2022-02-16,31.8663
2022-02-17,31.8663
2022-02-18,31.8663
2022-02-19,31.8663
2022-02-20,31.8663
2022-02-21,31.8663
2022-02-22,31.8663
2022-02-23,31.8663
2022-02-24,31.8663
2022-02-25,31.8663
2022-02-26,31.8663
2022-02-27,31.8663
2022-02-28,31.8663
2022-03-01,31.8663
2022-03-02,31.8663
2022-03-03,31.8663
2022-03-04,31.8663
2022-03-05,31.8663
2022-03-06,31.8663
2022-03-07,31.8663
2022-03-08,31.8663
2022-03-09,31.8663
2022-03-10,31.8663
2022-03-11,31.8663
2022-03-12,31.8663
2022-03-13,31.8663
2022-03-14,31.8663
2022-03-15,31.8663
2022-03-16,31.8663
2022-03-17,31.8663
2022-03-18,31.8663
2022-03-19,31.8663
2022-03-20,31.8663
2022-03-21,31.8663
2022-03-22,31.8663
2022-03-23,31.8663
2022-03-24,31.8663
2022-03-25,31.8663
2022-03-26,31.8663
2022-03-27,31.8663
2022-03-28,31.8663
2022-03-29,31.8663
2022-03-30,31.8663
2022-03-31,31.8663
2022-04-01,31.8663
2022-04-02,31.8663
2022-04-03,31.8663
2022-04-04,31.8663
2022-04-05,31.8663
2022-04-06,31.8663
2022-04-07,31.8663
2022-04-08,31.8663
2022-04-09,31.8663
2022-04-10,31.8663
2022-04-11,31.8663
2022-04-12,31.8663
2022-04-13,31.8663
2022-04-14,31.8663
2022-04-15,31.8663
2022-04-16,31.8663
2022-04-17,31.8663
2022-04-18,31.8663
2022-04-19,31.8663
2022-04-20,31.8663
2022-04-21,31.8663
2022-04-22,31.8663
2022-04-23,31.8663
2022-04-24,31.8663
2022-04-25,31.8663
2022-04-26,31.8663
2022-04-27,31.8663
2022-04-28,31.8663
2022-04-29,31.8663
2022-04-30,31.8663
2022-05-01,31.8663
2022-05-02,31.8663
2022-05-03,31.8663
2022-05-04,31.8663
2022-05-05,31.8663
2022-05-06,31.8663
2022-05-07,31.8663
2022-05-08,31.8663
2022-05-09,31.8663
2022-05-10,31.8663
2022-05-11,31.8663
2022-05-12,31.8663
2022-05-13,31.8663
2022-05-14,31.8663
2022-05-15,31.8663
2022-05-16,31.8663
2022-05-17,31.8663
2022-05-18,31.8663
2022-05-19,31.8663
2022-05-20,31.8663
2022-05-21,31.8663
2022-05-22,31.8663
2022-05-23,31.8663
2022-05-24,31.8663
2022-05-25,31.8663
2022-05-26,31.8663
2022-05-27,31.8663
2022-05-28,31.8663
2022-05-29,31.8663
2022-05-30,31.8663
2022-05-31,31.8663
2022-06-01,31.8663
2022-06-02,31.8663
2022-06-03,31.8663
2022-06-04,31.8663
2022-06-05,31.8663
2022-06-06,31.8663
2022-06-07,31.8663
2022-06-08,31.8663
2022-06-09,31.8663
2022-06-10,31.8663
2022-06-11,31.8663
2022-06-12,31.8663
2022-06-13,31.8663
2022-06-14,31.8663
2022-06-15,31.8663
2022-06-16,31.8663
2022-06-17,31.8663
2022-06-18,31.8663
2022-06-19,31.8663
2022-06-20,31.8663
2022-06-21,31.8663
2022-06-22,31.8663
2022-06-23,31.8663
2022-06-24,31.8663
2022-06-25,31.8663
2022-06-26,31.8663
2022-06-27,31.8663
2022-06-28,31.8663
2022-06-29,31.8663
2022-06-30,31.8663
2022-07-01,31.8663
2022-07-02,31.8663
2022-07-03,31.8663
2022-07-04,31.8663
2022-07-05,31.8663
2022-07-06,31.8663
2022-07-07,31.8663
2022-07-08,31.8663
2022-07-09,31.8663
2022-07-10,31.8663
2022-07-11,31.8663
2022-07-12,31.8663
2022-07-13,31.8663
2022-07-14,31.8663
2022-07-15,31.8663
2022-07-16,31.8663
2022-07-17,31.8663
2022-07-18,31.8663
2022-07-19,31.8663
2022-07-20,31.8663
2022-07-21,31.8663
2022-07-22,31.8663
2022-07-23,31.8663
2022-07-24,31.8663
2022-07-25,31.8663
2022-07-26,31.8663
2022-07-27,31.8663
2022-07-28,31.8663
2022-07-29,31.8663
2022-07-30,31.8663
2022-07-31,31.8663
2022-08-01,31.8663
2022-08-02,31.8663
2022-08-03,31.8663
2022-08-04,31.8663
2022-08-05,31.8663
2022-08-06,31.8663
2022-08-07,31.8663
2022-08-08,31.8663
2022-08-09,31.8663
2022-08-10,31.8663
2022-08-11,31.8663
2022-08-12,31.8663
2022-08-13,31.8663
2022-08-14,31.8663
2022-08-15,31.8663
2022-08-16,31.8663
2022-08-17,31.8663
2022-08-18,31.8663
2022-08-19,31.8663
2022-08-20,31.8663
2022-08-21,31.8663
2022-08-22,31.8663
2022-08-23,31.8663
2022-08-24,31.8663
2022-08-25,31.8663
2022-08-26,31.8663
2022-08-27,31.8663
2022-08-28,31.8663
2022-08-29,31.8663
2022-08-30,31.8663
2022-08-31,31.8663
2022-09-01,31.8663
2022-09-02,31.8663
2022-09-03,31.8663
2022-09-04,31.8663
2022-09-05,31.8663
2022-09-06,31.8663
2022-09-07,31.8663
2022-09-08,31.8663
2022-09-09,31.8663
2022-09-10,31.8663
2022-09-11,31.8663
2022-09-12,31.8663
2022-09-13,31.8663
2022-09-14,31.8663
2022-09-15,31.8663
2022-09-16,31.8663
2022-09-17,31.8663
2022-09-18,31.8663
2022-09-19,31.8663
2022-09-20,31.8663
2022-09-21,31.8663
2022-09-22,31.8663
2022-09-23,31.8663
2022-09-24,31.8663
2022-09-25,31.8663
2022-09-26,31.8663
2022-09-27,31.8663
2022-09-28,31.8663
2022-09-29,31.8663
2022-09-30,36.2077
2022-10-01,36.2077
2022-10-02,36.2077
2022-10-03,36.8431
2022-10-04,37.5617
2022-10-05,37.0549
2022-10-06,36.3703
2022-10-07,35.8635
2022-10-08,35.8635
2022-10-09,35.8635
2022-10-10,35.8975
2022-10-11,35.7916
2022-10-12,35.1676
2022-10-13,35.7311
2022-10-14,35.2924
2022-10-15,35.2924
2022-10-16,35.2924
2022-10-17,35.8446
2022-10-18,36.0034
2022-10-19,35.6668
2022-10-20,35.2773
2022-10-21,35.4777
2022-10-22,35.4777
2022-10-23,35.4777
2022-10-24,35.8257
2022-10-25,36.1509
2022-10-26,35.958
2022-10-27,35.9278
2022-10-28,36.6615
2022-10-29,36.6615
2022-10-30,36.6615
2022-10-31,36.151
2022-11-01,36.2493
2022-11-02,36.3552
2022-11-03,36.5255
2022-11-04,36.8394
2022-11-05,36.8394
2022-11-06,36.8394
2022-11-07,36.62
2022-11-08,36.8243
2022-11-09,36.6049
2022-11-10,37.456
2022-11-11,36.9907
2022-11-12,36.9907
2022-11-13,36.9907
2022-11-14,36.6389
2022-11-15,36.5444
2022-11-16,36.8016
2022-11-17,36.0753
2022-11-18,36.7638
2022-11-19,36.7638
2022-11-20,36.7638
2022-11-21,36.8243
2022-11-22,37.0134
2022-11-23,37.2631
2022-11-24,37.2631
2022-11-25,37.3425
2022-11-26,37.3425
2022-11-27,37.3425
2022-11-28,37.0134
2022-11-29,36.9907
2022-11-30,37.8456
2022-12-01,37.7889
2022-12-02,37.9856
2022-12-03,37.9856
2022-12-04,37.9856
2022-12-05,37.7397
2022-12-06,37.8646
2022-12-07,37.6187
2022-12-08,37.6376
2022-12-09,37.5506
2022-12-10,37.5506
2022-12-11,37.5506
2022-12-12,37.8721
2022-12-13,38.0613
2022-12-14,38.084
2022-12-15,37.7662
2022-12-16,37.3501
2022-12-17,37.3501
2022-12-18,37.3501
2022-12-19,37.3955
2022-12-20,37.3388
2022-12-21,37.8267
2022-12-22,37.6868
2022-12-23,38.0461
2022-12-24,38.0461
2022-12-25,38.0461
2022-12-26,38.0461
2022-12-27,38.3223
2022-12-28,38.1256
2022-12-29,38.3298
2022-12-30,36.6
2022-12-31,36.6
2023-01-01,36.6
2023-01-02,36.6
2023-01-03,36.8818
2023-01-04,37.048
2023-01-05,36.5458
2023-01-06,37.095
2023-01-07,37.095
2023-01-08,37.095
2023-01-09,37.4021
2023-01-10,37.4671
2023-01-11,37.5755
2023-01-12,37.1492
2023-01-13,37.1022
2023-01-14,37.1022
2023-01-15,37.1022
2023-01-16,37.1022
2023-01-17,37.1889
2023-01-18,36.4411
2023-01-19,36.1484
2023-01-20,36.2965
2023-01-21,36.2965
2023-01-22,36.2965
2023-01-23,36.4627
2023-01-24,36.4844
2023-01-25,36.4483
2023-01-26,36.5133
2023-01-27,36.3688
2023-01-28,36.3688
2023-01-29,36.3688
2023-01-30,36.5386
2023-01-31,36.8385
2023-02-01,36.7951
2023-02-02,36.9108
2023-02-03,36.4483
2023-02-04,36.4483
2023-02-05,36.4483
2023-02-06,36.6036
2023-02-07,36.5061
2023-02-08,36.1918
2023-02-09,35.9822
2023-02-10,36.376
2023-02-11,36.376
2023-02-12,36.376
2023-02-13,36.6145
2023-02-14,36.5603
2023-02-15,36.7771
2023-02-16,36.7807
2023-02-17,36.9469
2023-02-18,36.9469
2023-02-19,36.9469
2023-02-20,36.9469
2023-02-21,36.5567
2023-02-22,36.4223
2023-02-23,36.3284
2023-02-24,36.5487
2023-02-25,36.5487
2023-02-26,36.5487
2023-02-27,36.6823
2023-02-28,36.2887
2023-03-01,35.6061
2023-03-02,36.0864
2023-03-03,36.267
2023-03-04,36.267
2023-03-05,36.267
2023-03-06,36.1695
2023-03-07,35.6097
2023-03-08,35.783
2023-03-09,35.3244
2023-03-10,34.8187
2023-03-11,34.8187
2023-03-12,34.8187
2023-03-13,35.0752
2023-03-14,35.5989
2023-03-15,35.635
2023-03-16,35.8372
