,AGCO US Equity
2020-07-15,24.2893
2020-07-16,24.2126
2020-07-17,24.5017
2020-07-18,24.5017
2020-07-19,24.5017
2020-07-20,24.13
2020-07-21,24.3158
2020-07-22,24.6905
2020-07-23,24.8144
2020-07-24,24.7377
2020-07-25,24.7377
2020-07-26,24.7377
2020-07-27,24.7377
2020-07-28,24.3424
2020-07-29,24.7465
2020-07-30,26.071
2020-07-31,25.3955
2020-08-01,25.3955
2020-08-02,25.3955
2020-08-03,25.9825
2020-08-04,26.071
2020-08-05,26.2863
2020-08-06,26.1831
2020-08-07,26.3118
2020-08-08,26.3118
2020-08-09,26.3118
2020-08-10,26.8253
2020-08-11,27.622
2020-08-12,27.7076
2020-08-13,27.5571
2020-08-14,27.743
2020-08-15,27.743
2020-08-16,27.743
2020-08-17,27.6043
2020-08-18,27.2384
2020-08-19,27.2768
2020-08-20,27.0023
2020-08-21,27.2974
2020-08-22,27.2974
2020-08-23,27.2974
2020-08-24,27.2974
2020-08-25,27.0348
2020-08-26,27.1086
2020-08-27,27.445
2020-08-28,27.4361
2020-08-29,27.4361
2020-08-30,27.4361
2020-08-31,27.0171
2020-09-01,27.6929
2020-09-02,27.8168
2020-09-03,27.7283
2020-09-04,27.805
2020-09-05,27.805
2020-09-06,27.805
2020-09-07,27.805
2020-09-08,27.5778
2020-09-09,28.1503
2020-09-10,28.1768
2020-09-11,28.3008
2020-09-12,28.3008
2020-09-13,28.3008
2020-09-14,28.3627
2020-09-15,28.3686
2020-09-16,28.5398
2020-09-17,28.5398
2020-09-18,28.2004
2020-09-19,28.2004
2020-09-20,28.2004
2020-09-21,26.9227
2020-09-22,27.2237
2020-09-23,26.8666
2020-09-24,26.9109
2020-09-25,27.1381
2020-09-26,27.1381
2020-09-27,27.1381
2020-09-28,27.5483
2020-09-29,27.4774
2020-09-30,18.3874
2020-10-01,18.194
2020-10-02,18.5726
2020-10-03,18.5726
2020-10-04,18.5726
2020-10-05,18.8707
2020-10-06,18.9392
2020-10-07,19.3299
2020-10-08,19.4728
2020-10-09,19.6561
2020-10-10,19.6561
2020-10-11,19.6561
2020-10-12,19.6642
2020-10-13,19.6803
2020-10-14,19.6138
2020-10-15,19.6601
2020-10-16,19.8313
2020-10-17,19.8313
2020-10-18,19.8313
2020-10-19,19.8132
2020-10-20,19.7608
2020-10-21,19.8273
2020-10-22,19.9219
2020-10-23,20.1092
2020-10-24,20.1092
2020-10-25,20.1092
2020-10-26,19.8353
2020-10-27,19.1426
2020-10-28,18.8244
2020-10-29,18.9815
2020-10-30,18.9432
2020-10-31,18.9432
2020-11-01,18.9432
2020-11-02,19.5655
2020-11-03,20.939
2020-11-04,20.8383
2020-11-05,21.676
2020-11-06,21.6942
2020-11-07,21.6942
2020-11-08,21.6942
2020-11-09,21.4593
2020-11-10,21.3707
2020-11-11,21.1975
2020-11-12,21.5036
2020-11-13,22.0252
2020-11-14,22.0252
2020-11-15,22.0252
2020-11-16,22.8711
2020-11-17,22.2004
2020-11-18,22.1017
2020-11-19,21.9829
2020-11-20,21.9406
2020-11-21,21.9406
2020-11-22,21.9406
2020-11-23,22.3535
2020-11-24,22.8066
2020-11-25,22.2004
2020-11-26,22.2004
2020-11-27,22.2528
2020-11-28,22.2528
2020-11-29,22.2528
2020-11-30,22.0615
2020-12-01,21.9769
2020-12-02,21.9326
2020-12-03,22.1622
2020-12-04,21.701
2020-12-05,21.701
2020-12-06,21.701
2020-12-07,21.3586
2020-12-08,21.3807
2020-12-09,21.5499
2020-12-10,21.3928
2020-12-11,21.4895
2020-12-12,21.4895
2020-12-13,21.4895
2020-12-14,21.3626
2020-12-15,22.861
2020-12-16,23.1289
2020-12-17,23.5296
2020-12-18,24.1499
2020-12-19,24.1499
2020-12-20,24.1499
2020-12-21,24.2285
2020-12-22,24.1942
2020-12-23,24.305
2020-12-24,24.2164
2020-12-25,24.2164
2020-12-26,24.2164
2020-12-27,24.2164
2020-12-28,24.009
2020-12-29,23.8237
2020-12-30,24.009
2020-12-31,14.0719
2021-01-01,14.0719
2021-01-02,14.0719
2021-01-03,14.0719
2021-01-04,13.9994
2021-01-05,14.3679
2021-01-06,14.9249
2021-01-07,15.5344
2021-01-08,15.1959
2021-01-09,15.1959
2021-01-10,15.1959
2021-01-11,15.4882
2021-01-12,15.5144
2021-01-13,15.5181
2021-01-14,15.718
2021-01-15,15.4507
2021-01-16,15.4507
2021-01-17,15.4507
2021-01-18,15.4507
2021-01-19,15.673
2021-01-20,15.6268
2021-01-21,15.5681
2021-01-22,15.4457
2021-01-23,15.4457
2021-01-24,15.4457
2021-01-25,15.2022
2021-01-26,15.0685
2021-01-27,14.0356
2021-01-28,15.2384
2021-01-29,15.0473
2021-01-30,15.0473
2021-01-31,15.0473
2021-02-01,15.5119
2021-02-02,15.8491
2021-02-03,15.9041
2021-02-04,16.3212
2021-02-05,16.1451
2021-02-06,16.1451
2021-02-07,16.1451
2021-02-08,16.4136
2021-02-09,16.3874
2021-02-10,16.1439
2021-02-11,16.2975
2021-02-12,16.009
2021-02-13,16.009
2021-02-14,16.009
2021-02-15,16.009
2021-02-16,15.8903
2021-02-17,16.0227
2021-02-18,15.5681
2021-02-19,16.6734
2021-02-20,16.6734
2021-02-21,16.6734
2021-02-22,16.9956
2021-02-23,16.9469
2021-02-24,17.4115
2021-02-25,17.3279
2021-02-26,17.3678
2021-02-27,17.3678
2021-02-28,17.3678
2021-03-01,17.7168
2021-03-02,17.3906
2021-03-03,17.0056
2021-03-04,16.9705
2021-03-05,17.9287
2021-03-06,17.9287
2021-03-07,17.9287
2021-03-08,17.9124
2021-03-09,17.6177
2021-03-10,18.1282
2021-03-11,18.3075
2021-03-12,18.5634
2021-03-13,18.5634
2021-03-14,18.5634
2021-03-15,19.1103
2021-03-16,19.0212
2021-03-17,19.2696
2021-03-18,19.6885
2021-03-19,19.247
2021-03-20,19.247
2021-03-21,19.247
2021-03-22,19.1515
2021-03-23,18.1697
2021-03-24,18.3154
2021-03-25,18.8816
2021-03-26,19.0925
2021-03-27,19.0925
2021-03-28,19.0925
2021-03-29,18.8653
2021-03-30,19.2181
2021-03-31,17.0819
2021-04-01,17.1653
2021-04-02,17.1653
2021-04-03,17.1653
2021-04-04,17.1653
2021-04-05,17.3171
2021-04-06,17.2586
2021-04-07,17.1198
2021-04-08,17.2716
2021-04-09,17.4613
2021-04-10,17.4613
2021-04-11,17.4613
2021-04-12,17.6369
2021-04-13,17.6077
2021-04-14,17.8408
2021-04-15,17.8798
2021-04-16,17.9741
2021-04-17,17.9741
2021-04-18,17.9741
2021-04-19,17.9568
2021-04-20,17.2423
2021-04-21,17.5643
2021-04-22,17.5611
2021-04-23,18.1736
2021-04-24,18.1736
2021-04-25,18.1736
2021-04-26,18.4208
2021-04-27,18.4858
2021-04-28,18.4381
2021-04-29,17.547
2021-04-30,17.328
2021-05-01,17.328
2021-05-02,17.328
2021-05-03,17.8278
2021-05-04,18.0467
2021-05-05,18.0001
2021-05-06,18.4771
2021-05-07,18.1952
2021-05-08,18.1952
2021-05-09,18.1952
2021-05-10,17.9055
2021-05-11,17.5084
2021-05-12,17.082
2021-05-13,17.2393
2021-05-14,17.3381
2021-05-15,17.3381
2021-05-16,17.3381
2021-05-17,17.7352
2021-05-18,16.9507
2021-05-19,16.1685
2021-05-20,15.8571
2021-05-21,15.9287
2021-05-22,15.9287
2021-05-23,15.9287
2021-05-24,15.9862
2021-05-25,16.201
2021-05-26,16.2726
2021-05-27,16.559
2021-05-28,16.5211
2021-05-29,16.5211
2021-05-30,16.5211
2021-05-31,16.5211
2021-06-01,16.7489
2021-06-02,16.3996
2021-06-03,16.2639
2021-06-04,16.2878
2021-06-05,16.2878
2021-06-06,16.2878
2021-06-07,16.3269
2021-06-08,16.3225
2021-06-09,15.9688
2021-06-10,15.639
2021-06-11,15.7008
2021-06-12,15.7008
2021-06-13,15.7008
2021-06-14,15.218
2021-06-15,15.2549
2021-06-16,15.1366
2021-06-17,14.7178
2021-06-18,14.7829
2021-06-19,14.7829
2021-06-20,14.7829
2021-06-21,15.0379
2021-06-22,15.103
2021-06-23,15.2614
2021-06-24,15.3287
2021-06-25,15.7789
2021-06-26,15.7789
2021-06-27,15.7789
2021-06-28,15.5706
2021-06-29,15.3417
2021-06-30,12.4465
2021-07-01,12.5959
2021-07-02,12.6001
2021-07-03,12.6001
2021-07-04,12.6001
2021-07-05,12.6001
2021-07-06,12.3165
2021-07-07,12.3598
2021-07-08,12.0313
2021-07-09,12.4193
2021-07-10,12.4193
2021-07-11,12.4193
2021-07-12,12.5297
2021-07-13,12.3064
2021-07-14,12.1009
2021-07-15,12.033
2021-07-16,11.8666
2021-07-17,11.8666
2021-07-18,11.8666
2021-07-19,11.5473
2021-07-20,11.8742
2021-07-21,12.0686
2021-07-22,11.8903
2021-07-23,12.027
2021-07-24,12.027
2021-07-25,12.027
2021-07-26,12.0865
2021-07-27,12.0016
2021-07-28,12.055
2021-07-29,12.1714
2021-07-30,12.5933
2021-07-31,12.5933
2021-08-01,12.5933
2021-08-02,12.3768
2021-08-03,12.775
2021-08-04,12.5687
2021-08-05,12.7181
2021-08-06,12.8736
2021-08-07,12.8736
2021-08-08,12.8736
2021-08-09,12.9187
2021-08-10,13.1913
2021-08-11,13.5184
2021-08-12,13.5642
2021-08-13,13.3408
2021-08-14,13.3408
2021-08-15,13.3408
2021-08-16,13.2644
2021-08-17,12.7802
2021-08-18,12.7675
2021-08-19,12.3445
2021-08-20,12.3631
2021-08-21,12.3631
2021-08-22,12.3631
2021-08-23,12.5831
2021-08-24,12.8906
2021-08-25,13.1777
2021-08-26,13.233
2021-08-27,13.2703
2021-08-28,13.2703
2021-08-29,13.2703
2021-08-30,13.2584
2021-08-31,13.0665
2021-09-01,12.9102
2021-09-02,13.1336
2021-09-03,13.1013
2021-09-04,13.1013
2021-09-05,13.1013
2021-09-06,13.1013
2021-09-07,12.7785
2021-09-08,12.573
2021-09-09,12.3445
2021-09-10,12.2502
2021-09-11,12.2502
2021-09-12,12.2502
2021-09-13,12.3224
2021-09-14,12.234
2021-09-15,12.4744
2021-09-16,12.3606
2021-09-17,12.0973
2021-09-18,12.0973
2021-09-19,12.0973
2021-09-20,11.7889
2021-09-21,11.7966
2021-09-22,11.9809
2021-09-23,12.2255
2021-09-24,11.8892
2021-09-25,11.8892
2021-09-26,11.8892
2021-09-27,12.2001
2021-09-28,12.1814
2021-09-29,12.2561
2021-09-30,11.4293
2021-10-01,11.678
2021-10-02,11.678
2021-10-03,11.678
2021-10-04,11.7637
2021-10-05,11.8164
2021-10-06,11.6838
2021-10-07,11.8724
2021-10-08,11.8345
2021-10-09,11.8345
2021-10-10,11.8345
2021-10-11,11.5916
2021-10-12,11.5553
2021-10-13,11.6558
2021-10-14,11.8213
2021-10-15,11.9062
2021-10-16,11.9062
2021-10-17,11.9062
2021-10-18,11.7184
2021-10-19,12.0107
2021-10-20,12.1367
2021-10-21,12.1919
2021-10-22,12.0964
2021-10-23,12.0964
2021-10-24,12.0964
2021-10-25,12.3179
2021-10-26,11.9086
2021-10-27,11.7571
2021-10-28,11.566
2021-10-29,11.403
2021-10-30,11.403
2021-10-31,11.403
2021-11-01,11.5446
2021-11-02,11.6105
2021-11-03,11.3783
2021-11-04,11.4055
2021-11-05,11.6212
2021-11-06,11.6212
2021-11-07,11.6212
2021-11-08,11.6416
2021-11-09,11.3236
2021-11-10,11.3792
2021-11-11,11.4724
2021-11-12,11.8092
2021-11-13,11.8092
2021-11-14,11.8092
2021-11-15,11.7577
2021-11-16,11.604
2021-11-17,11.3056
2021-11-18,11.201
2021-11-19,11.0449
2021-11-20,11.0449
2021-11-21,11.0449
2021-11-22,11.2312
2021-11-23,11.2558
2021-11-24,11.483
2021-11-25,11.483
2021-11-26,10.9263
2021-11-27,10.9263
2021-11-28,10.9263
2021-11-29,10.6664
2021-11-30,10.3483
2021-12-01,10.2666
2021-12-02,10.6148
2021-12-03,10.6001
2021-12-04,10.6001
2021-12-05,10.6001
2021-12-06,10.8895
2021-12-07,11.0857
2021-12-08,11.0759
2021-12-09,11.1601
2021-12-10,10.9206
2021-12-11,10.9206
2021-12-12,10.9206
2021-12-13,10.7432
2021-12-14,10.8299
2021-12-15,10.7579
2021-12-16,10.7506
2021-12-17,10.5266
2021-12-18,10.5266
2021-12-19,10.5266
2021-12-20,10.2568
2021-12-21,10.6696
2021-12-22,10.6876
2021-12-23,10.789
2021-12-24,10.789
2021-12-25,10.789
2021-12-26,10.789
2021-12-27,10.9092
2021-12-28,10.8421
2021-12-29,10.8127
2021-12-30,10.7187
2021-12-31,9.4795
2022-01-01,9.4795
2022-01-02,9.4795
2022-01-03,9.5707
2022-01-04,9.9764
2022-01-05,9.9159
2022-01-06,9.8464
2022-01-07,9.8883
2022-01-08,9.8883
2022-01-09,9.8883
2022-01-10,9.7978
2022-01-11,10.0571
2022-01-12,10.0571
2022-01-13,10.3053
2022-01-14,10.2298
2022-01-15,10.2298
2022-01-16,10.2298
2022-01-17,10.2298
2022-01-18,10.2731
2022-01-19,9.8815
2022-01-20,9.6768
2022-01-21,9.5886
2022-01-22,9.5886
2022-01-23,9.5886
2022-01-24,9.6955
2022-01-25,9.5243
2022-01-26,9.5056
2022-01-27,9.28
2022-01-28,9.4264
2022-01-29,9.4264
2022-01-30,9.4264
2022-01-31,9.5677
2022-02-01,9.6409
2022-02-02,9.5004
2022-02-03,9.4376
2022-02-04,9.3666
2022-02-05,9.3666
2022-02-06,9.3666
2022-02-07,9.4601
2022-02-08,10.2343
2022-02-09,10.5937
2022-02-10,10.5519
2022-02-11,10.3837
2022-02-12,10.3837
2022-02-13,10.3837
2022-02-14,10.4308
2022-02-15,10.7686
2022-02-16,10.6684
2022-02-17,10.3658
2022-02-18,10.3755
2022-02-19,10.3755
2022-02-20,10.3755
2022-02-21,10.3755
2022-02-22,9.9518
2022-02-23,9.5736
2022-02-24,9.6394
2022-02-25,9.6214
2022-02-26,9.6214
2022-02-27,9.6214
2022-02-28,9.7532
2022-03-01,9.7822
2022-03-02,10.3769
2022-03-03,10.5749
2022-03-04,10.4737
2022-03-05,10.4737
2022-03-06,10.4737
2022-03-07,9.5783
2022-03-08,10.0174
2022-03-09,10.3308
2022-03-10,10.4648
2022-03-11,10.5474
2022-03-12,10.5474
2022-03-13,10.5474
2022-03-14,10.3926
2022-03-15,10.2578
2022-03-16,10.5117
2022-03-17,10.601
2022-03-18,10.6687
2022-03-19,10.6687
2022-03-20,10.6687
2022-03-21,10.9984
2022-03-22,11.0751
2022-03-23,11.3126
2022-03-24,11.4532
2022-03-25,11.8246
2022-03-26,11.8246
2022-03-27,11.8246
2022-03-28,11.8738
2022-03-29,11.4033
2022-03-30,11.6132
2022-03-31,12.2668
2022-04-01,12.1701
2022-04-02,12.1701
2022-04-03,12.1701
2022-04-04,12.0506
2022-04-05,11.8211
2022-04-06,11.5341
2022-04-07,11.4861
2022-04-08,11.5245
2022-04-09,11.5245
2022-04-10,11.5245
2022-04-11,11.6211
2022-04-12,11.6683
2022-04-13,11.7038
2022-04-14,11.9333
2022-04-15,11.9333
2022-04-16,11.9333
2022-04-17,11.9333
2022-04-18,11.9502
2022-04-19,12.0646
2022-04-20,12.1731
2022-04-21,11.9451
2022-04-22,11.4411
2022-04-23,11.4411
2022-04-24,11.4411
2022-04-25,10.9637
2022-04-26,10.535
2022-04-27,10.839
2022-04-28,10.8854
2022-04-29,10.8921
2022-04-30,10.8921
2022-05-01,10.8921
2022-05-02,10.9976
2022-05-03,11.109
2022-05-04,11.5267
2022-05-05,11.1452
2022-05-06,10.5896
2022-05-07,10.5896
2022-05-08,10.5896
2022-05-09,10.504
2022-05-10,10.3928
2022-05-11,10.2386
2022-05-12,10.229
2022-05-13,10.502
2022-05-14,10.502
2022-05-15,10.502
2022-05-16,10.612
2022-05-17,10.8975
2022-05-18,10.6385
2022-05-19,10.3308
2022-05-20,9.7656
2022-05-21,9.7656
2022-05-22,9.7656
2022-05-23,10.3581
2022-05-24,10.3766
2022-05-25,10.5367
2022-05-26,10.64
2022-05-27,10.9115
2022-05-28,10.9115
2022-05-29,10.9115
2022-05-30,10.9115
2022-05-31,10.9462
2022-06-01,10.7979
2022-06-02,11.0761
2022-06-03,11.0584
2022-06-04,11.0584
2022-06-05,11.0584
2022-06-06,11.2591
2022-06-07,11.3115
2022-06-08,11.0274
2022-06-09,10.5087
2022-06-10,10.1877
2022-06-11,10.1877
2022-06-12,10.1877
2022-06-13,9.6741
2022-06-14,9.7073
2022-06-15,9.8932
2022-06-16,9.4298
2022-06-17,9.4468
2022-06-18,9.4468
2022-06-19,9.4468
2022-06-20,9.4468
2022-06-21,9.6556
2022-06-22,9.3273
2022-06-23,8.6631
2022-06-24,8.917
2022-06-25,8.917
2022-06-26,8.917
2022-06-27,9.0446
2022-06-28,9.0483
2022-06-29,8.9553
2022-06-30,9.4346
2022-07-01,9.5801
2022-07-02,9.5801
2022-07-03,9.5801
2022-07-04,9.5801
2022-07-05,9.2724
2022-07-06,9.1693
2022-07-07,9.4505
2022-07-08,9.3171
2022-07-09,9.3171
2022-07-10,9.3171
2022-07-11,9.0912
2022-07-12,9.0268
2022-07-13,8.91
2022-07-14,8.794
2022-07-15,8.9229
2022-07-16,8.9229
2022-07-17,8.9229
2022-07-18,8.9237
2022-07-19,9.3489
2022-07-20,9.4725
2022-07-21,9.4399
2022-07-22,9.377
2022-07-23,9.377
2022-07-24,9.377
2022-07-25,9.5741
2022-07-26,9.521
2022-07-27,9.8227
2022-07-28,9.7764
2022-07-29,10.2093
2022-07-30,10.2093
2022-07-31,10.2093
2022-08-01,10.0774
2022-08-02,9.9455
2022-08-03,9.9409
2022-08-04,10.0092
2022-08-05,10.0038
2022-08-06,10.0038
2022-08-07,10.0038
2022-08-08,10.0743
2022-08-09,10.0423
2022-08-10,10.32
2022-08-11,10.4687
2022-08-12,10.502
2022-08-13,10.502
2022-08-14,10.502
2022-08-15,10.436
2022-08-16,10.5301
2022-08-17,10.37
2022-08-18,10.4633
2022-08-19,10.367
2022-08-20,10.367
2022-08-21,10.367
2022-08-22,10.1068
2022-08-23,10.3496
2022-08-24,10.4891
2022-08-25,10.6962
2022-08-26,10.3435
2022-08-27,10.3435
2022-08-28,10.3435
2022-08-29,10.4034
2022-08-30,10.2358
2022-08-31,10.1994
2022-09-01,10.0507
2022-09-02,10.0583
2022-09-03,10.0583
2022-09-04,10.0583
2022-09-05,10.0583
2022-09-06,10.0537
2022-09-07,10.2198
2022-09-08,10.2934
2022-09-09,10.5574
2022-09-10,10.5574
2022-09-11,10.5574
2022-09-12,10.6469
2022-09-13,10.1698
2022-09-14,10.0416
2022-09-15,10.0909
2022-09-16,9.8186
2022-09-17,9.8186
2022-09-18,9.8186
2022-09-19,10.0401
2022-09-20,9.8762
2022-09-21,9.8178
2022-09-22,9.6175
2022-09-23,9.3202
2022-09-24,9.3202
2022-09-25,9.3202
2022-09-26,9.1548
2022-09-27,9.1138
2022-09-28,9.349
2022-09-29,9.2807
2022-09-30,8.3916
2022-10-01,8.3916
2022-10-02,8.3916
2022-10-03,8.6209
2022-10-04,9.0467
2022-10-05,9.1659
2022-10-06,9.1091
2022-10-07,9.0916
2022-10-08,9.0916
2022-10-09,9.0916
2022-10-10,9.2241
2022-10-11,9.2164
2022-10-12,9.1063
2022-10-13,9.4815
2022-10-14,9.1855
2022-10-15,9.1855
2022-10-16,9.1855
2022-10-17,9.3069
2022-10-18,9.5117
2022-10-19,9.4605
2022-10-20,9.3988
2022-10-21,9.7621
2022-10-22,9.7621
2022-10-23,9.7621
2022-10-24,9.7607
2022-10-25,9.9718
2022-10-26,10.016
2022-10-27,10.1534
2022-10-28,10.3316
2022-10-29,10.3316
2022-10-30,10.3316
2022-10-31,10.3554
2022-11-01,9.8427
2022-11-02,9.7572
2022-11-03,9.9304
2022-11-04,10.1324
2022-11-05,10.1324
2022-11-06,10.1324
2022-11-07,10.2117
2022-11-08,10.3358
2022-11-09,10.0938
2022-11-10,10.5827
2022-11-11,10.6128
2022-11-12,10.6128
2022-11-13,10.6128
2022-11-14,10.3954
2022-11-15,10.3744
2022-11-16,10.2804
2022-11-17,10.3267
2022-11-18,10.2923
2022-11-19,10.2923
2022-11-20,10.2923
2022-11-21,10.3779
2022-11-22,10.5911
2022-11-23,10.8071
2022-11-24,10.8071
2022-11-25,10.9614
2022-11-26,10.9614
2022-11-27,10.9614
2022-11-28,10.7692
2022-11-29,10.7461
2022-11-30,10.9551
2022-12-01,10.8702
2022-12-02,11.1522
2022-12-03,11.1522
2022-12-04,11.1522
2022-12-05,10.8969
2022-12-06,10.9684
2022-12-07,11.0926
2022-12-08,11.1234
2022-12-09,10.9558
2022-12-10,10.9558
2022-12-11,10.9558
2022-12-12,10.9663
2022-12-13,11.0126
2022-12-14,10.9502
2022-12-15,10.6346
2022-12-16,10.7678
2022-12-17,10.7678
2022-12-18,10.7678
2022-12-19,10.7833
2022-12-20,10.7685
2022-12-21,11.047
2022-12-22,11.0351
2022-12-23,11.0568
2022-12-24,11.0568
2022-12-25,11.0568
2022-12-26,11.0568
2022-12-27,11.1073
2022-12-28,11.2132
2022-12-29,11.371
2022-12-30,8.844
2022-12-31,8.844
2023-01-01,8.844
2023-01-02,8.844
2023-01-03,8.7603
2023-01-04,8.709
2023-01-05,8.6106
2023-01-06,8.7025
2023-01-07,8.7025
2023-01-08,8.7025
2023-01-09,8.7226
2023-01-10,8.913
2023-01-11,8.8617
2023-01-12,8.9867
2023-01-13,9.0014
2023-01-14,9.0014
2023-01-15,9.0014
2023-01-16,9.0014
2023-01-17,8.9814
2023-01-18,8.8682
2023-01-19,8.6495
2023-01-20,8.7497
2023-01-21,8.7497
2023-01-22,8.7497
2023-01-23,8.6842
2023-01-24,8.7874
2023-01-25,8.8275
2023-01-26,8.8664
2023-01-27,8.8481
2023-01-28,8.8481
2023-01-29,8.8481
2023-01-30,8.765
2023-01-31,8.811
2023-02-01,8.8753
2023-02-02,8.4319
2023-02-03,8.439
2023-02-04,8.439
2023-02-05,8.439
2023-02-06,8.6041
2023-02-07,8.6029
2023-02-08,8.5716
2023-02-09,8.5557
2023-02-10,8.8139
2023-02-11,8.8139
2023-02-12,8.8139
2023-02-13,8.8139
2023-02-14,8.6123
2023-02-15,8.696
2023-02-16,8.643
2023-02-17,8.8216
2023-02-18,8.8216
2023-02-19,8.8216
2023-02-20,8.8216
2023-02-21,8.8499
2023-02-22,8.8304
2023-02-23,9.025
2023-02-24,8.8977
2023-02-25,8.8977
2023-02-26,8.8977
2023-02-27,8.9902
2023-02-28,8.969
2023-03-01,9.0835
2023-03-02,9.1107
2023-03-03,9.1994
2023-03-04,9.1994
2023-03-05,9.1994
2023-03-06,9.0959
2023-03-07,8.9593
2023-03-08,8.935
2023-03-09,8.7895
2023-03-10,8.3471
2023-03-11,8.3471
2023-03-12,8.3471
2023-03-13,8.1371
2023-03-14,8.2631
2023-03-15,7.8112
2023-03-16,7.894
2023-03-17,7.7065
2023-03-18,7.7065
2023-03-19,7.7065
