,LYB US Equity
2020-08-08,13.525
2020-08-09,13.525
2020-08-10,13.9806
2020-08-11,14.0925
2020-08-12,13.9415
2020-08-13,13.8244
2020-08-14,13.827
2020-08-15,13.827
2020-08-16,13.827
2020-08-17,13.7645
2020-08-18,13.7528
2020-08-19,13.6474
2020-08-20,13.4287
2020-08-21,13.3923
2020-08-22,13.3923
2020-08-23,13.3923
2020-08-24,13.9025
2020-08-25,13.7932
2020-08-26,13.866
2020-08-27,13.8153
2020-08-28,13.7151
2020-08-29,13.7151
2020-08-30,13.7151
2020-08-31,13.3676
2020-09-01,13.7554
2020-09-02,14.1498
2020-09-03,14.0131
2020-09-04,14.224
2020-09-05,14.224
2020-09-06,14.224
2020-09-07,14.224
2020-09-08,13.9663
2020-09-09,14.306
2020-09-10,14.0782
2020-09-11,14.5168
2020-09-12,14.5168
2020-09-13,14.5168
2020-09-14,14.8005
2020-09-15,14.8083
2020-09-16,14.8591
2020-09-17,15.2444
2020-09-18,15.1272
2020-09-19,15.1272
2020-09-20,15.1272
2020-09-21,14.4114
2020-09-22,14.4127
2020-09-23,13.9545
2020-09-24,13.9845
2020-09-25,13.9064
2020-09-26,13.9064
2020-09-27,13.9064
2020-09-28,14.1133
2020-09-29,13.9923
2020-09-30,24.8254
2020-10-01,24.2895
2020-10-02,25.2244
2020-10-03,25.2244
2020-10-04,25.2244
2020-10-05,25.945
2020-10-06,26.0795
2020-10-07,26.8594
2020-10-08,26.8252
2020-10-09,26.9575
2020-10-10,26.9575
2020-10-11,26.9575
2020-10-12,26.4125
2020-10-13,26.2392
2020-10-14,26.5379
2020-10-15,26.3076
2020-10-16,26.3121
2020-10-17,26.3121
2020-10-18,26.3121
2020-10-19,26.3213
2020-10-20,26.4991
2020-10-21,26.2164
2020-10-22,26.3281
2020-10-23,26.287
2020-10-24,26.287
2020-10-25,26.287
2020-10-26,25.9518
2020-10-27,25.4821
2020-10-28,24.5608
2020-10-29,25.2176
2020-10-30,24.3639
2020-10-31,24.3639
2020-11-01,24.3639
2020-11-02,25.1531
2020-11-03,25.3698
2020-11-04,24.6171
2020-11-05,25.6777
2020-11-06,25.3264
2020-11-07,25.3264
2020-11-08,25.3264
2020-11-09,26.8592
2020-11-10,27.3108
2020-11-11,26.3505
2020-11-12,25.7073
2020-11-13,26.2319
2020-11-14,26.2319
2020-11-15,26.2319
2020-11-16,26.923
2020-11-17,27.2332
2020-11-18,27.5001
2020-11-19,27.5069
2020-11-20,27.3747
2020-11-21,27.3747
2020-11-22,27.3747
2020-11-23,28.1775
2020-11-24,29.4731
2020-11-25,29.1264
2020-11-26,29.1264
2020-11-27,28.7911
2020-11-28,28.7911
2020-11-29,28.7911
2020-11-30,28.1616
2020-12-01,28.3121
2020-12-02,28.3486
2020-12-03,28.2824
2020-12-04,29.1104
2020-12-05,29.1104
2020-12-06,29.1104
2020-12-07,28.62
2020-12-08,28.7979
2020-12-09,28.9462
2020-12-10,28.8709
2020-12-11,28.937
2020-12-12,28.937
2020-12-13,28.937
2020-12-14,28.6177
2020-12-15,29.0534
2020-12-16,29.0693
2020-12-17,29.302
2020-12-18,29.4913
2020-12-19,29.4913
2020-12-20,29.4913
2020-12-21,29.3681
2020-12-22,29.2358
2020-12-23,29.4229
2020-12-24,29.4183
2020-12-25,29.4183
2020-12-26,29.4183
2020-12-27,29.4183
2020-12-28,29.416
2020-12-29,29.1629
2020-12-30,29.5232
2020-12-31,29.3547
2021-01-01,29.3547
2021-01-02,29.3547
2021-01-03,29.3547
2021-01-04,28.8471
2021-01-05,29.5004
2021-01-06,30.4492
2021-01-07,30.5992
2021-01-08,30.4449
2021-01-09,30.4449
2021-01-10,30.4449
2021-01-11,30.4942
2021-01-12,30.9718
2021-01-13,30.5285
2021-01-14,30.899
2021-01-15,30.0508
2021-01-16,30.0508
2021-01-17,30.0508
2021-01-18,30.0508
2021-01-19,29.8174
2021-01-20,29.9373
2021-01-21,29.5603
2021-01-22,29.3162
2021-01-23,29.3162
2021-01-24,29.3162
2021-01-25,28.9949
2021-01-26,28.5472
2021-01-27,28.1553
2021-01-28,28.4102
2021-01-29,28.091
2021-01-30,28.091
2021-01-31,28.091
2021-02-01,28.3031
2021-02-02,28.7507
2021-02-03,28.8343
2021-02-04,29.1919
2021-02-05,29.6974
2021-02-06,29.6974
2021-02-07,29.6974
2021-02-08,30.1815
2021-02-09,30.008
2021-02-10,30.1708
2021-02-11,30.0316
2021-02-12,30.3143
2021-02-13,30.3143
2021-02-14,30.3143
2021-02-15,30.3143
2021-02-16,30.7105
2021-02-17,30.672
2021-02-18,30.053
2021-02-19,31.1882
2021-02-20,31.1882
2021-02-21,31.1882
2021-02-22,31.7665
2021-02-23,31.7836
2021-02-24,32.7111
2021-02-25,32.0856
2021-02-26,31.817
2021-02-27,31.817
2021-02-28,31.817
2021-03-01,32.5136
2021-03-02,32.8479
2021-03-03,32.8286
2021-03-04,32.4771
2021-03-05,32.8458
2021-03-06,32.8458
2021-03-07,32.8458
2021-03-08,33.0322
2021-03-09,32.6915
2021-03-10,33.0622
2021-03-11,33.1908
2021-03-12,33.0258
2021-03-13,33.0258
2021-03-14,33.0258
2021-03-15,32.79
2021-03-16,32.3035
2021-03-17,33.0237
2021-03-18,32.8908
2021-03-19,32.6057
2021-03-20,32.6057
2021-03-21,32.6057
2021-03-22,32.4407
2021-03-23,31.2105
2021-03-24,31.6113
2021-03-25,32.1514
2021-03-26,32.3485
2021-03-27,32.3485
2021-03-28,32.3485
2021-03-29,32.0613
2021-03-30,32.2328
2021-03-31,21.2059
2021-04-01,21.4198
2021-04-02,21.4198
2021-04-03,21.4198
2021-04-04,21.4198
2021-04-05,21.2344
2021-04-06,21.3171
2021-04-07,21.1473
2021-04-08,21.0618
2021-04-09,21.2158
2021-04-10,21.2158
2021-04-11,21.2158
2021-04-12,21.4023
2021-04-13,21.2881
2021-04-14,21.6263
2021-04-15,21.6491
2021-04-16,21.7134
2021-04-17,21.7134
2021-04-18,21.7134
2021-04-19,21.6634
2021-04-20,21.2981
2021-04-21,21.7947
2021-04-22,20.9214
2021-04-23,21.2653
2021-04-24,21.2653
2021-04-25,21.2653
2021-04-26,21.3409
2021-04-27,21.3367
2021-04-28,21.5436
2021-04-29,21.7048
2021-04-30,21.1715
2021-05-01,21.1715
2021-05-02,21.1715
2021-05-03,21.7609
2021-05-04,21.9664
2021-05-05,22.356
2021-05-06,22.6542
2021-05-07,22.6442
2021-05-08,22.6442
2021-05-09,22.6442
2021-05-10,22.5557
2021-05-11,22.4259
2021-05-12,22.0734
2021-05-13,22.1419
2021-05-14,22.6456
2021-05-15,22.6456
2021-05-16,22.6456
2021-05-17,22.8469
2021-05-18,22.5358
2021-05-19,22.1176
2021-05-20,22.0363
2021-05-21,22.1362
2021-05-22,22.1362
2021-05-23,22.1362
2021-05-24,22.2932
2021-05-25,22.0491
2021-05-26,22.199
2021-05-27,22.5729
2021-05-28,22.4387
2021-05-29,22.4387
2021-05-30,22.4387
2021-05-31,22.4387
2021-06-01,23.0452
2021-06-02,22.9025
2021-06-03,23.1865
2021-06-04,22.9496
2021-06-05,22.9496
2021-06-06,22.9496
2021-06-07,22.4444
2021-06-08,22.6014
2021-06-09,22.3574
2021-06-10,22.1205
2021-06-11,22.0748
2021-06-12,22.0748
2021-06-13,22.0748
2021-06-14,21.8536
2021-06-15,21.8936
2021-06-16,21.6367
2021-06-17,20.9832
2021-06-18,20.6878
2021-06-19,20.6878
2021-06-20,20.6878
2021-06-21,21.0374
2021-06-22,21.0616
2021-06-23,21.1144
2021-06-24,20.9903
2021-06-25,20.9118
2021-06-26,20.9118
2021-06-27,20.9118
2021-06-28,20.879
2021-06-29,20.9589
2021-06-30,10.7163
2021-07-01,10.7591
2021-07-02,10.771
2021-07-03,10.771
2021-07-04,10.771
2021-07-05,10.771
2021-07-06,10.5111
2021-07-07,10.534
2021-07-08,10.4314
2021-07-09,10.706
2021-07-10,10.706
2021-07-11,10.706
2021-07-12,10.6706
2021-07-13,10.6543
2021-07-14,10.6093
2021-07-15,10.5783
2021-07-16,10.2196
2021-07-17,10.2196
2021-07-18,10.2196
2021-07-19,9.9354
2021-07-20,10.1355
2021-07-21,10.289
2021-07-22,10.2093
2021-07-23,10.2528
2021-07-24,10.2528
2021-07-25,10.2528
2021-07-26,10.3975
2021-07-27,10.4336
2021-07-28,10.4277
2021-07-29,10.5436
2021-07-30,10.4586
2021-07-31,10.4586
2021-08-01,10.4586
2021-08-02,10.4268
2021-08-03,10.5228
2021-08-04,10.2865
2021-08-05,10.2622
2021-08-06,10.4675
2021-08-07,10.4675
2021-08-08,10.4675
2021-08-09,10.4815
2021-08-10,10.7783
2021-08-11,10.9467
2021-08-12,10.8773
2021-08-13,10.8825
2021-08-14,10.8825
2021-08-15,10.8825
2021-08-16,10.7606
2021-08-17,10.6395
2021-08-18,10.5265
2021-08-19,10.3065
2021-08-20,10.3759
2021-08-21,10.3759
2021-08-22,10.3759
2021-08-23,10.511
2021-08-24,10.6934
2021-08-25,10.7281
2021-08-26,10.5959
2021-08-27,10.7207
2021-08-28,10.7207
2021-08-29,10.7207
2021-08-30,10.6513
2021-08-31,10.5339
2021-09-01,10.3456
2021-09-02,10.3079
2021-09-03,10.1927
2021-09-04,10.1927
2021-09-05,10.1927
2021-09-06,10.1927
2021-09-07,10.1123
2021-09-08,9.9498
2021-09-09,9.887
2021-09-10,9.9816
2021-09-11,9.9816
2021-09-12,9.9816
2021-09-13,10.096
2021-09-14,10.0524
2021-09-15,10.1233
2021-09-16,10.0554
2021-09-17,9.9284
2021-09-18,9.9284
2021-09-19,9.9284
2021-09-20,9.7637
2021-09-21,9.7622
2021-09-22,9.8604
2021-09-23,10.0163
2021-09-24,9.9985
2021-09-25,9.9985
2021-09-26,9.9985
2021-09-27,10.2186
2021-09-28,10.2393
2021-09-29,10.2023
2021-09-30,6.6068
2021-10-01,6.7049
2021-10-02,6.7049
2021-10-03,6.7049
2021-10-04,6.6475
2021-10-05,6.7495
2021-10-06,6.7019
2021-10-07,6.8104
2021-10-08,6.8099
2021-10-09,6.8099
2021-10-10,6.8099
2021-10-11,6.7831
2021-10-12,6.7559
2021-10-13,6.7272
2021-10-14,6.8287
2021-10-15,6.8668
2021-10-16,6.8668
2021-10-17,6.8668
2021-10-18,6.8332
2021-10-19,6.8426
2021-10-20,6.8847
2021-10-21,6.7411
2021-10-22,6.7822
2021-10-23,6.7822
2021-10-24,6.7822
2021-10-25,6.793
2021-10-26,6.7945
2021-10-27,6.6366
2021-10-28,6.7302
2021-10-29,6.5321
2021-10-30,6.5321
2021-10-31,6.5321
2021-11-01,6.604
2021-11-02,6.6084
2021-11-03,6.569
2021-11-04,6.4463
2021-11-05,6.5394
2021-11-06,6.5394
2021-11-07,6.5394
2021-11-08,6.5542
2021-11-09,6.5316
2021-11-10,6.5325
2021-11-11,6.6242
2021-11-12,6.6587
2021-11-13,6.6587
2021-11-14,6.6587
2021-11-15,6.6503
2021-11-16,6.5409
2021-11-17,6.4912
2021-11-18,6.4552
2021-11-19,6.3636
2021-11-20,6.3636
2021-11-21,6.3636
2021-11-22,6.5306
2021-11-23,6.5626
2021-11-24,6.47
2021-11-25,6.47
2021-11-26,6.3655
2021-11-27,6.3655
2021-11-28,6.3655
2021-11-29,6.3522
2021-11-30,6.2517
2021-12-01,6.1246
2021-12-02,6.1754
2021-12-03,6.2636
2021-12-04,6.2636
2021-12-05,6.2636
2021-12-06,6.3399
2021-12-07,6.3985
2021-12-08,6.4178
2021-12-09,6.3907
2021-12-10,6.3887
2021-12-11,6.3887
2021-12-12,6.3887
2021-12-13,6.2774
2021-12-14,6.3517
2021-12-15,6.2473
2021-12-16,6.3493
2021-12-17,6.2828
2021-12-18,6.2828
2021-12-19,6.2828
2021-12-20,6.2404
2021-12-21,6.3104
2021-12-22,6.2956
2021-12-23,6.4202
2021-12-24,6.4202
2021-12-25,6.4202
2021-12-26,6.4202
2021-12-27,6.4754
2021-12-28,6.5271
2021-12-29,6.5247
2021-12-30,6.5005
2021-12-31,6.34
2022-01-01,6.34
2022-01-02,6.34
2022-01-03,6.3857
2022-01-04,6.5724
2022-01-05,6.5385
2022-01-06,6.5596
2022-01-07,6.6043
2022-01-08,6.6043
2022-01-09,6.6043
2022-01-10,6.6137
2022-01-11,6.6888
2022-01-12,6.7163
2022-01-13,6.7891
2022-01-14,6.8598
2022-01-15,6.8598
2022-01-16,6.8598
2022-01-17,6.8598
2022-01-18,6.7699
2022-01-19,6.765
2022-01-20,6.5385
2022-01-21,6.4343
2022-01-22,6.4343
2022-01-23,6.4343
2022-01-24,6.397
2022-01-25,6.3881
2022-01-26,6.3793
2022-01-27,6.5178
2022-01-28,6.4897
2022-01-29,6.4897
2022-01-30,6.4897
2022-01-31,6.5213
2022-02-01,6.6577
2022-02-02,6.6972
2022-02-03,6.6811
2022-02-04,6.6914
2022-02-05,6.6914
2022-02-06,6.6914
2022-02-07,6.6553
2022-02-08,6.744
2022-02-09,6.8068
2022-02-10,6.7825
2022-02-11,6.7669
2022-02-12,6.7669
2022-02-13,6.7669
2022-02-14,6.688
2022-02-15,6.7703
2022-02-16,6.8341
2022-02-17,6.7269
2022-02-18,6.6728
2022-02-19,6.6728
2022-02-20,6.6728
2022-02-21,6.6728
2022-02-22,6.6592
2022-02-23,6.6056
2022-02-24,6.383
2022-02-25,6.5544
2022-02-26,6.5544
2022-02-27,6.5544
2022-02-28,6.5171
2022-03-01,6.3326
2022-03-02,6.5452
2022-03-03,6.6425
2022-03-04,6.5123
2022-03-05,6.5123
2022-03-06,6.5123
2022-03-07,6.3985
2022-03-08,6.4575
2022-03-09,6.5723
2022-03-10,6.6387
2022-03-11,6.8174
2022-03-12,6.8174
2022-03-13,6.8174
2022-03-14,6.8387
2022-03-15,6.5859
2022-03-16,6.6919
2022-03-17,6.8551
2022-03-18,6.7689
2022-03-19,6.7689
2022-03-20,6.7689
2022-03-21,6.8905
2022-03-22,6.8731
2022-03-23,6.8542
2022-03-24,6.997
2022-03-25,7.0237
2022-03-26,7.0237
2022-03-27,7.0237
2022-03-28,6.9142
2022-03-29,6.8871
2022-03-30,6.8944
2022-03-31,6.1265
2022-04-01,6.1497
2022-04-02,6.1497
2022-04-03,6.1497
2022-04-04,6.1131
2022-04-05,6.0876
2022-04-06,5.9867
2022-04-07,6.0095
2022-04-08,6.063
2022-04-09,6.063
2022-04-10,6.063
2022-04-11,6.0568
2022-04-12,6.1522
2022-04-13,6.2588
2022-04-14,6.3328
2022-04-15,6.3328
2022-04-16,6.3328
2022-04-17,6.3328
2022-04-18,6.3939
2022-04-19,6.4679
2022-04-20,6.492
2022-04-21,6.492
2022-04-22,6.2922
2022-04-23,6.2922
2022-04-24,6.2922
2022-04-25,6.2271
2022-04-26,6.1848
2022-04-27,6.232
2022-04-28,6.2668
2022-04-29,6.2642
2022-04-30,6.2642
2022-05-01,6.2642
2022-05-02,6.3525
2022-05-03,6.4823
2022-05-04,6.7088
2022-05-05,6.505
2022-05-06,6.4511
2022-05-07,6.4511
2022-05-08,6.4511
2022-05-09,6.2896
2022-05-10,6.2455
2022-05-11,6.3253
2022-05-12,6.2521
2022-05-13,6.295
2022-05-14,6.295
2022-05-15,6.295
2022-05-16,6.3257
2022-05-17,6.5037
2022-05-18,6.4551
2022-05-19,6.398
2022-05-20,6.3463
2022-05-21,6.3463
2022-05-22,6.3463
2022-05-23,6.2945
2022-05-24,6.2825
2022-05-25,6.3971
2022-05-26,6.5081
2022-05-27,6.757
2022-05-28,6.757
2022-05-29,6.757
2022-05-30,6.757
2022-05-31,6.6308
2022-06-01,6.6335
2022-06-02,6.6754
2022-06-03,6.3253
2022-06-04,6.3253
2022-06-05,6.3253
2022-06-06,6.4337
2022-06-07,6.5438
2022-06-08,6.4404
2022-06-09,6.3619
2022-06-10,6.1099
2022-06-11,6.1099
2022-06-12,6.1099
2022-06-13,5.8878
2022-06-14,5.8829
2022-06-15,5.8231
2022-06-16,5.6037
2022-06-17,5.5372
2022-06-18,5.5372
2022-06-19,5.5372
2022-06-20,5.5372
2022-06-21,5.6028
2022-06-22,5.4391
2022-06-23,5.304
2022-06-24,5.5154
2022-06-25,5.5154
2022-06-26,5.5154
2022-06-27,5.4699
2022-06-28,5.4788
2022-06-29,5.4538
2022-06-30,5.857
2022-07-01,5.8664
2022-07-02,5.8664
2022-07-03,5.8664
2022-07-04,5.8664
2022-07-05,5.7464
2022-07-06,5.7897
2022-07-07,5.9173
2022-07-08,5.858
2022-07-09,5.858
2022-07-10,5.858
2022-07-11,5.8142
2022-07-12,5.785
2022-07-13,5.7215
2022-07-14,5.6754
2022-07-15,5.729
2022-07-16,5.729
2022-07-17,5.729
2022-07-18,5.8081
2022-07-19,5.946
2022-07-20,5.9295
2022-07-21,5.8363
2022-07-22,5.826
2022-07-23,5.826
2022-07-24,5.826
2022-07-25,5.8603
2022-07-26,5.8439
2022-07-27,5.9013
2022-07-28,5.9088
2022-07-29,5.917
2022-07-30,5.917
2022-07-31,5.917
2022-08-01,5.8153
2022-08-02,5.746
2022-08-03,5.7544
2022-08-04,5.7474
2022-08-05,5.7525
2022-08-06,5.7525
2022-08-07,5.7525
2022-08-08,5.7708
2022-08-09,5.8299
2022-08-10,5.9114
2022-08-11,6.0243
2022-08-12,6.0675
2022-08-13,6.0675
2022-08-14,6.0675
2022-08-15,5.9836
2022-08-16,6.0239
2022-08-17,5.9494
2022-08-18,6.0126
2022-08-19,5.9236
2022-08-20,5.9236
2022-08-21,5.9236
2022-08-22,5.8669
2022-08-23,5.9681
2022-08-24,5.8763
2022-08-25,5.992
2022-08-26,5.8116
2022-08-27,5.8116
2022-08-28,5.8116
2022-08-29,5.7633
2022-08-30,5.6593
2022-08-31,5.6302
2022-09-01,5.5768
2022-09-02,5.5262
2022-09-03,5.5262
2022-09-04,5.5262
2022-09-05,5.5262
2022-09-06,5.5164
2022-09-07,5.5599
2022-09-08,5.6068
2022-09-09,5.6832
2022-09-10,5.6832
2022-09-11,5.6832
2022-09-12,5.7385
2022-09-13,5.5393
2022-09-14,5.4428
2022-09-15,5.4283
2022-09-16,5.3561
2022-09-17,5.3561
2022-09-18,5.3561
2022-09-19,5.3973
2022-09-20,5.3659
2022-09-21,5.2881
2022-09-22,5.2605
2022-09-23,5.1654
2022-09-24,5.1654
2022-09-25,5.1654
2022-09-26,5.1241
2022-09-27,5.1747
2022-09-28,5.2788
2022-09-29,5.2464
2022-09-30,6.5221
2022-10-01,6.5221
2022-10-02,6.5221
2022-10-03,6.6957
2022-10-04,6.864
2022-10-05,6.8534
2022-10-06,6.8079
2022-10-07,6.7193
2022-10-08,6.7193
2022-10-09,6.7193
2022-10-10,6.7128
2022-10-11,6.6662
2022-10-12,6.6373
2022-10-13,6.8008
2022-10-14,6.6709
2022-10-15,6.6709
2022-10-16,6.6709
2022-10-17,6.7016
2022-10-18,6.8138
2022-10-19,6.7418
2022-10-20,6.7441
2022-10-21,6.9283
2022-10-22,6.9283
2022-10-23,6.9283
2022-10-24,6.877
2022-10-25,6.913
2022-10-26,6.9319
2022-10-27,6.949
2022-10-28,6.6739
2022-10-29,6.6739
2022-10-30,6.6739
2022-10-31,6.5832
2022-11-01,6.7022
2022-11-02,6.6863
2022-11-03,6.6633
2022-11-04,7.0081
2022-11-05,7.0081
2022-11-06,7.0081
2022-11-07,7.0057
2022-11-08,7.0617
2022-11-09,6.7983
2022-11-10,7.0258
2022-11-11,7.3264
2022-11-12,7.3264
2022-11-13,7.3264
2022-11-14,7.2138
2022-11-15,7.1036
2022-11-16,6.9509
2022-11-17,6.8979
2022-11-18,6.9279
2022-11-19,6.9279
2022-11-20,6.9279
2022-11-21,6.9845
2022-11-22,7.2332
2022-11-23,7.2692
2022-11-24,7.2692
2022-11-25,7.1926
2022-11-26,7.1926
2022-11-27,7.1926
2022-11-28,7.0134
2022-11-29,7.0776
2022-11-30,7.0877
2022-12-01,7.0659
2022-12-02,7.0812
2022-12-03,7.0812
2022-12-04,7.0812
2022-12-05,6.9969
2022-12-06,6.9279
2022-12-07,6.8908
2022-12-08,6.8855
2022-12-09,6.8784
2022-12-10,6.8784
2022-12-11,6.8784
2022-12-12,6.9668
2022-12-13,7.0352
2022-12-14,7.0093
2022-12-15,6.8325
2022-12-16,6.8266
2022-12-17,6.8266
2022-12-18,6.8266
2022-12-19,6.8101
2022-12-20,6.8366
2022-12-21,6.9279
2022-12-22,6.8796
2022-12-23,6.9769
2022-12-24,6.9769
2022-12-25,6.9769
2022-12-26,6.9769
2022-12-27,7.0134
2022-12-28,6.9162
2022-12-29,6.9633
2022-12-30,7.4865
2022-12-31,7.4865
2023-01-01,7.4865
2023-01-02,7.4865
2023-01-03,7.5478
2023-01-04,7.6697
2023-01-05,7.7355
2023-01-06,7.9378
2023-01-07,7.9378
2023-01-08,7.9378
2023-01-09,8.017
2023-01-10,8.0387
2023-01-11,8.1089
2023-01-12,8.1657
2023-01-13,8.1695
2023-01-14,8.1695
2023-01-15,8.1695
2023-01-16,8.1695
2023-01-17,8.0329
2023-01-18,7.9838
2023-01-19,7.9499
2023-01-20,8.0782
2023-01-21,8.0782
2023-01-22,8.0782
2023-01-23,8.1191
2023-01-24,8.1063
2023-01-25,8.121
2023-01-26,8.2417
2023-01-27,8.2857
2023-01-28,8.2857
2023-01-29,8.2857
2023-01-30,8.2161
2023-01-31,8.3585
2023-02-01,8.3891
2023-02-02,8.3374
2023-02-03,8.4589
2023-02-04,8.4589
2023-02-05,8.4589
2023-02-06,8.4998
2023-02-07,8.6001
2023-02-08,8.5075
2023-02-09,8.4902
2023-02-10,8.5433
2023-02-11,8.5433
2023-02-12,8.5433
2023-02-13,8.6417
2023-02-14,8.5854
2023-02-15,8.5842
2023-02-16,8.4973
2023-02-17,8.4059
2023-02-18,8.4059
2023-02-19,8.4059
2023-02-20,8.4059
2023-02-21,8.2538
2023-02-22,8.2506
2023-02-23,8.2351
2023-02-24,8.3655
2023-02-25,8.3655
2023-02-26,8.3655
2023-02-27,8.3092
2023-02-28,8.3207
2023-03-01,8.4159
2023-03-02,8.4294
2023-03-03,8.4006
2023-03-04,8.4006
2023-03-05,8.4006
2023-03-06,8.2868
2023-03-07,8.1347
2023-03-08,8.182
2023-03-09,8.012
2023-03-10,7.8695
2023-03-11,7.8695
2023-03-12,7.8695
2023-03-13,7.7321
2023-03-14,7.7711
2023-03-15,7.5647
2023-03-16,7.6209
2023-03-17,7.5979
2023-03-18,7.5979
