,CG US Equity
2021-01-12,20.1686
2021-01-13,20.0356
2021-01-14,20.3548
2021-01-15,20.3229
2021-01-16,20.3229
2021-01-17,20.3229
2021-01-18,20.3229
2021-01-19,20.6315
2021-01-20,20.7565
2021-01-21,20.5357
2021-01-22,20.1633
2021-01-23,20.1633
2021-01-24,20.1633
2021-01-25,19.9558
2021-01-26,19.6366
2021-01-27,19.1471
2021-01-28,19.86
2021-01-29,19.5621
2021-01-30,19.5621
2021-01-31,19.5621
2021-02-01,19.7962
2021-02-02,20.2058
2021-02-03,20.3282
2021-02-04,21.5998
2021-02-05,21.8658
2021-02-06,21.8658
2021-02-07,21.8658
2021-02-08,21.8711
2021-02-09,22.2382
2021-02-10,22.2967
2021-02-11,22.1797
2021-02-12,22.2154
2021-02-13,22.2154
2021-02-14,22.2154
2021-02-15,22.2154
2021-02-16,22.2154
2021-02-17,21.89
2021-02-18,21.6393
2021-02-19,21.8634
2021-02-20,21.8634
2021-02-21,21.8634
2021-02-22,21.682
2021-02-23,21.7193
2021-02-24,21.3779
2021-02-25,20.7805
2021-02-26,20.6631
2021-02-27,20.6631
2021-02-28,20.6631
2021-03-01,21.1379
2021-03-02,21.2606
2021-03-03,21.1326
2021-03-04,21.0792
2021-03-05,20.8232
2021-03-06,20.8232
2021-03-07,20.8232
2021-03-08,21.1699
2021-03-09,21.538
2021-03-10,21.7727
2021-03-11,22.0154
2021-03-12,21.8954
2021-03-13,21.8954
2021-03-14,21.8954
2021-03-15,22.3141
2021-03-16,22.2154
2021-03-17,22.2901
2021-03-18,21.794
2021-03-19,21.8527
2021-03-20,21.8527
2021-03-21,21.8527
2021-03-22,22.1407
2021-03-23,21.9647
2021-03-24,22.002
2021-03-25,22.0501
2021-03-26,22.018
2021-03-27,22.018
2021-03-28,22.018
2021-03-29,21.8047
2021-03-30,22.1887
2021-03-31,5.6082
2021-04-01,5.6935
2021-04-02,5.6935
2021-04-03,5.6935
2021-04-04,5.6935
2021-04-05,5.7111
2021-04-06,5.6813
2021-04-07,5.776
2021-04-08,5.7693
2021-04-09,5.7774
2021-04-10,5.7774
2021-04-11,5.7774
2021-04-12,5.776
2021-04-13,5.8322
2021-04-14,5.91
2021-04-15,5.9218
2021-04-16,6.0119
2021-04-17,6.0119
2021-04-18,6.0119
2021-04-19,6.0302
2021-04-20,5.955
2021-04-21,6.0133
2021-04-22,6.0837
2021-04-23,6.2599
2021-04-24,6.2599
2021-04-25,6.2599
2021-04-26,6.2666
2021-04-27,6.3283
2021-04-28,6.394
2021-04-29,6.3744
2021-04-30,6.413
2021-05-01,6.413
2021-05-02,6.413
2021-05-03,6.5105
2021-05-04,6.4726
2021-05-05,6.6135
2021-05-06,6.7043
2021-05-07,6.7273
2021-05-08,6.7273
2021-05-09,6.7273
2021-05-10,6.6636
2021-05-11,6.5078
2021-05-12,6.2693
2021-05-13,6.3845
2021-05-14,6.5281
2021-05-15,6.5281
2021-05-16,6.5281
2021-05-17,6.4753
2021-05-18,6.4076
2021-05-19,6.329
2021-05-20,6.3588
2021-05-21,6.3859
2021-05-22,6.3859
2021-05-23,6.3859
2021-05-24,6.4265
2021-05-25,6.4184
2021-05-26,6.4753
2021-05-27,6.4767
2021-05-28,6.5458
2021-05-29,6.5458
2021-05-30,6.5458
2021-05-31,6.5458
2021-06-01,6.4699
2021-06-02,6.4794
2021-06-03,6.4658
2021-06-04,6.5024
2021-06-05,6.5024
2021-06-06,6.5024
2021-06-07,6.5254
2021-06-08,6.642
2021-06-09,6.5593
2021-06-10,6.5959
2021-06-11,6.6189
2021-06-12,6.6189
2021-06-13,6.6189
2021-06-14,6.5309
2021-06-15,6.6352
2021-06-16,6.7382
2021-06-17,6.7029
2021-06-18,6.6135
2021-06-19,6.6135
2021-06-20,6.6135
2021-06-21,6.7504
2021-06-22,6.8019
2021-06-23,6.9021
2021-06-24,6.9048
2021-06-25,6.9983
2021-06-26,6.9983
2021-06-27,6.9983
2021-06-28,6.978
2021-06-29,6.9766
2021-06-30,4.9274
2021-07-01,4.9343
2021-07-02,4.9578
2021-07-03,4.9578
2021-07-04,4.9578
2021-07-05,4.9578
2021-07-06,5.0226
2021-07-07,5.105
2021-07-08,4.9902
2021-07-09,5.0481
2021-07-10,5.0481
2021-07-11,5.0481
2021-07-12,5.0765
2021-07-13,4.9333
2021-07-14,4.8529
2021-07-15,4.8303
2021-07-16,4.7715
2021-07-17,4.7715
2021-07-18,4.7715
2021-07-19,4.6557
2021-07-20,4.7715
2021-07-21,4.8872
2021-07-22,4.898
2021-07-23,4.9608
2021-07-24,4.9608
2021-07-25,4.9608
2021-07-26,4.9696
2021-07-27,4.9647
2021-07-28,4.9794
2021-07-29,5.2829
2021-07-30,5.3172
2021-07-31,5.3172
2021-08-01,5.3172
2021-08-02,5.2251
2021-08-03,5.0643
2021-08-04,5.1113
2021-08-05,5.1241
2021-08-06,5.0554
2021-08-07,5.0554
2021-08-08,5.0554
2021-08-09,4.9976
2021-08-10,4.9966
2021-08-11,5.0309
2021-08-12,5.1545
2021-08-13,5.1515
2021-08-14,5.1515
2021-08-15,5.1515
2021-08-16,5.1986
2021-08-17,5.0388
2021-08-18,4.974
2021-08-19,4.9054
2021-08-20,4.9711
2021-08-21,4.9711
2021-08-22,4.9711
2021-08-23,5.0152
2021-08-24,5.0701
2021-08-25,5.1672
2021-08-26,5.1662
2021-08-27,5.1113
2021-08-28,5.1113
2021-08-29,5.1113
2021-08-30,5.1751
2021-08-31,5.2104
2021-09-01,5.2584
2021-09-02,5.2702
2021-09-03,5.28
2021-09-04,5.28
2021-09-05,5.28
2021-09-06,5.28
2021-09-07,5.2094
2021-09-08,5.1878
2021-09-09,5.1839
2021-09-10,5.1545
2021-09-11,5.1545
2021-09-12,5.1545
2021-09-13,5.2025
2021-09-14,5.1849
2021-09-15,5.3241
2021-09-16,5.3486
2021-09-17,5.3761
2021-09-18,5.3761
2021-09-19,5.3761
2021-09-20,4.979
2021-09-21,5.0241
2021-09-22,5.076
2021-09-23,5.1407
2021-09-24,5.1054
2021-09-25,5.1054
2021-09-26,5.1054
2021-09-27,5.1084
2021-09-28,4.9633
2021-09-29,5.0152
2021-09-30,4.4544
2021-10-01,4.5115
2021-10-02,4.5115
2021-10-03,4.5115
2021-10-04,4.3882
2021-10-05,4.4979
2021-10-06,4.4743
2021-10-07,4.6058
2021-10-08,4.6484
2021-10-09,4.6484
2021-10-10,4.6484
2021-10-11,4.6013
2021-10-12,4.6348
2021-10-13,4.6874
2021-10-14,4.818
2021-10-15,4.8325
2021-10-16,4.8325
2021-10-17,4.8325
2021-10-18,4.8715
2021-10-19,4.9739
2021-10-20,5.0184
2021-10-21,5.0991
2021-10-22,5.1689
2021-10-23,5.1689
2021-10-24,5.1689
2021-10-25,5.2115
2021-10-26,5.2714
2021-10-27,5.1653
2021-10-28,5.3038
2021-10-29,5.2883
2021-10-30,5.2883
2021-10-31,5.2883
2021-11-01,5.2227
2021-11-02,5.2126
2021-11-03,5.4242
2021-11-04,5.5437
2021-11-05,5.624
2021-11-06,5.624
2021-11-07,5.624
2021-11-08,5.5209
2021-11-09,5.5893
2021-11-10,5.4552
2021-11-11,5.5428
2021-11-12,5.6523
2021-11-13,5.6523
2021-11-14,5.6523
2021-11-15,5.5693
2021-11-16,5.5994
2021-11-17,5.5711
2021-11-18,5.5756
2021-11-19,5.5483
2021-11-20,5.5483
2021-11-21,5.5483
2021-11-22,5.4133
2021-11-23,5.3194
2021-11-24,5.3841
2021-11-25,5.3841
2021-11-26,5.1607
2021-11-27,5.1607
2021-11-28,5.1607
2021-11-29,5.3476
2021-11-30,5.1552
2021-12-01,5.0631
2021-12-02,5.2026
2021-12-03,5.0165
2021-12-04,5.0165
2021-12-05,5.0165
2021-12-06,5.0749
2021-12-07,5.1497
2021-12-08,5.1552
2021-12-09,5.0859
2021-12-10,5.1032
2021-12-11,5.1032
2021-12-12,5.1032
2021-12-13,4.9992
2021-12-14,4.9563
2021-12-15,5.0038
2021-12-16,4.8724
2021-12-17,4.9098
2021-12-18,4.9098
2021-12-19,4.9098
2021-12-20,4.7821
2021-12-21,4.9098
2021-12-22,5.1433
2021-12-23,5.2281
2021-12-24,5.2281
2021-12-25,5.2281
2021-12-26,5.2281
2021-12-27,5.2883
2021-12-28,5.2263
2021-12-29,5.126
2021-12-30,5.1223
2021-12-31,4.8085
2022-01-01,4.8085
2022-01-02,4.8085
2022-01-03,4.7493
2022-01-04,4.8659
2022-01-05,4.5084
2022-01-06,4.5135
2022-01-07,4.4758
2022-01-08,4.4758
2022-01-09,4.4758
2022-01-10,4.4003
2022-01-11,4.5752
2022-01-12,4.6241
2022-01-13,4.5487
2022-01-14,4.4903
2022-01-15,4.4903
2022-01-16,4.4903
2022-01-17,4.4903
2022-01-18,4.4852
2022-01-19,4.4389
2022-01-20,4.4483
2022-01-21,4.3103
2022-01-22,4.3103
2022-01-23,4.3103
2022-01-24,4.2202
2022-01-25,4.1388
2022-01-26,4.0882
2022-01-27,4.1268
2022-01-28,4.2597
2022-01-29,4.2597
2022-01-30,4.2597
2022-01-31,4.4783
2022-02-01,4.6198
2022-02-02,4.7167
2022-02-03,4.3583
2022-02-04,4.3729
2022-02-05,4.3729
2022-02-06,4.3729
2022-02-07,4.4029
2022-02-08,4.3437
2022-02-09,4.4432
2022-02-10,4.3292
2022-02-11,4.1467
2022-02-12,4.1467
2022-02-13,4.1467
2022-02-14,4.109
2022-02-15,4.2392
2022-02-16,4.205
2022-02-17,4.007
2022-02-18,4.0181
2022-02-19,4.0181
2022-02-20,4.0181
2022-02-21,4.0181
2022-02-22,3.9427
2022-02-23,3.9144
2022-02-24,3.9864
2022-02-25,4.1407
2022-02-26,4.1407
2022-02-27,4.1407
2022-02-28,4.1175
2022-03-01,3.9616
2022-03-02,4.1647
2022-03-03,4.0567
2022-03-04,3.8407
2022-03-05,3.8407
2022-03-06,3.8407
2022-03-07,3.5794
2022-03-08,3.6153
2022-03-09,3.8262
2022-03-10,3.7636
2022-03-11,3.7405
2022-03-12,3.7405
2022-03-13,3.7405
2022-03-14,3.6805
2022-03-15,3.7936
2022-03-16,3.9976
2022-03-17,4.1424
2022-03-18,4.1544
2022-03-19,4.1544
2022-03-20,4.1544
2022-03-21,4.0807
2022-03-22,4.1218
2022-03-23,4.0576
2022-03-24,4.0944
2022-03-25,4.067
2022-03-26,4.067
2022-03-27,4.067
2022-03-28,4.0893
2022-03-29,4.2204
2022-03-30,4.1021
2022-03-31,5.1311
2022-04-01,5.1796
2022-04-02,5.1796
2022-04-03,5.1796
2022-04-04,5.1644
2022-04-05,4.9339
2022-04-06,4.7538
2022-04-07,4.6738
2022-04-08,4.6881
2022-04-09,4.6881
2022-04-10,4.6881
2022-04-11,4.5747
2022-04-12,4.5376
2022-04-13,4.732
2022-04-14,4.6025
2022-04-15,4.6025
2022-04-16,4.6025
2022-04-17,4.6025
2022-04-18,4.5396
2022-04-19,4.7214
2022-04-20,4.8132
2022-04-21,4.4806
2022-04-22,4.323
2022-04-23,4.323
2022-04-24,4.323
2022-04-25,4.4023
2022-04-26,4.1673
2022-04-27,4.2012
2022-04-28,4.1925
2022-04-29,3.9808
2022-04-30,3.9808
2022-05-01,3.9808
2022-05-02,4.0542
2022-05-03,4.2051
2022-05-04,4.3917
2022-05-05,4.1838
2022-05-06,4.1161
2022-05-07,4.1161
2022-05-08,4.1161
2022-05-09,3.9063
2022-05-10,3.9972
2022-05-11,3.8976
2022-05-12,3.9092
2022-05-13,4.1142
2022-05-14,4.1142
2022-05-15,4.1142
2022-05-16,4.1036
2022-05-17,4.1867
2022-05-18,3.9769
2022-05-19,3.8783
2022-05-20,4.0243
2022-05-21,4.0243
2022-05-22,4.0243
2022-05-23,4.0185
2022-05-24,3.9363
2022-05-25,4.002
2022-05-26,4.2022
2022-05-27,4.3008
2022-05-28,4.3008
2022-05-29,4.3008
2022-05-30,4.3008
2022-05-31,4.1973
2022-06-01,4.1915
2022-06-02,4.3056
2022-06-03,4.3134
2022-06-04,4.3134
2022-06-05,4.3134
2022-06-06,4.3259
2022-06-07,4.2911
2022-06-08,4.2022
2022-06-09,4.1239
2022-06-10,3.9488
2022-06-11,3.9488
2022-06-12,3.9488
2022-06-13,3.7023
2022-06-14,3.681
2022-06-15,3.799
2022-06-16,3.5311
2022-06-17,3.6008
2022-06-18,3.6008
2022-06-19,3.6008
2022-06-20,3.6008
2022-06-21,3.6153
2022-06-22,3.593
2022-06-23,3.653
2022-06-24,3.77
2022-06-25,3.77
2022-06-26,3.77
2022-06-27,3.7371
2022-06-28,3.6578
2022-06-29,3.6095
2022-06-30,4.7048
2022-07-01,4.7606
2022-07-02,4.7606
2022-07-03,4.7606
2022-07-04,4.7606
2022-07-05,4.8138
2022-07-06,4.7087
2022-07-07,4.8372
2022-07-08,4.7476
2022-07-09,4.7476
2022-07-10,4.7476
2022-07-11,4.697
2022-07-12,4.697
2022-07-13,4.649
2022-07-14,4.5581
2022-07-15,4.7515
2022-07-16,4.7515
2022-07-17,4.7515
2022-07-18,4.7736
2022-07-19,4.9904
2022-07-20,5.0722
2022-07-21,5.1475
2022-07-22,5.1384
2022-07-23,5.1384
2022-07-24,5.1384
2022-07-25,5.1553
2022-07-26,5.1241
2022-07-27,5.2098
2022-07-28,5.4609
2022-07-29,5.6412
2022-07-30,5.6412
2022-07-31,5.6412
2022-08-01,5.5868
2022-08-02,5.4882
2022-08-03,5.6218
2022-08-04,5.5725
2022-08-05,5.518
2022-08-06,5.518
2022-08-07,5.518
2022-08-08,5.1717
2022-08-09,5.02
2022-08-10,5.1795
2022-08-11,5.0498
2022-08-12,5.16
2022-08-13,5.16
2022-08-14,5.16
2022-08-15,5.2145
2022-08-16,5.2353
2022-08-17,5.0342
2022-08-18,5.0861
2022-08-19,4.9473
2022-08-20,4.9473
2022-08-21,4.9473
2022-08-22,4.8578
2022-08-23,4.9175
2022-08-24,4.9382
2022-08-25,5.09
2022-08-26,4.8864
2022-08-27,4.8864
2022-08-28,4.8864
2022-08-29,4.8552
2022-08-30,4.8319
2022-08-31,4.8137
2022-09-01,4.8306
2022-09-02,4.7787
2022-09-03,4.7787
2022-09-04,4.7787
2022-09-05,4.7787
2022-09-06,4.7009
2022-09-07,4.7878
2022-09-08,4.8163
2022-09-09,4.8838
2022-09-10,4.8838
2022-09-11,4.8838
2022-09-12,4.9279
2022-09-13,4.6788
2022-09-14,4.6957
2022-09-15,4.6698
2022-09-16,4.601
2022-09-17,4.601
2022-09-18,4.601
2022-09-19,4.6386
2022-09-20,4.5012
2022-09-21,4.3961
2022-09-22,4.2495
2022-09-23,4.09
2022-09-24,4.09
2022-09-25,4.09
2022-09-26,4.029
2022-09-27,4.0524
2022-09-28,4.151
2022-09-29,3.9979
2022-09-30,4.5378
2022-10-01,4.5378
2022-10-02,4.5378
2022-10-03,4.6992
2022-10-04,4.9081
2022-10-05,4.9066
2022-10-06,4.8044
2022-10-07,4.6607
2022-10-08,4.6607
2022-10-09,4.6607
2022-10-10,4.6074
2022-10-11,4.5437
2022-10-12,4.5289
2022-10-13,4.6533
2022-10-14,4.477
2022-10-15,4.477
2022-10-16,4.477
2022-10-17,4.6207
2022-10-18,4.6918
2022-10-19,4.5467
2022-10-20,4.5141
2022-10-21,4.6207
2022-10-22,4.6207
2022-10-23,4.6207
2022-10-24,4.634
2022-10-25,4.8355
2022-10-26,4.8666
2022-10-27,4.914
2022-10-28,4.9732
2022-10-29,4.9732
2022-10-30,4.9732
2022-10-31,4.8992
2022-11-01,4.9095
2022-11-02,4.8325
2022-11-03,4.7362
2022-11-04,4.8488
2022-11-05,4.8488
2022-11-06,4.8488
2022-11-07,4.8696
2022-11-08,4.5738
2022-11-09,4.5917
2022-11-10,5.0896
2022-11-11,5.2088
2022-11-12,5.2088
2022-11-13,5.2088
2022-11-14,5.018
2022-11-15,5.1447
2022-11-16,5.0717
2022-11-17,4.9733
2022-11-18,4.9271
2022-11-19,4.9271
2022-11-20,4.9271
2022-11-21,5.0285
2022-11-22,5.0776
2022-11-23,5.1268
2022-11-24,5.1268
2022-11-25,5.0896
2022-11-26,5.0896
2022-11-27,5.0896
2022-11-28,5.0821
2022-11-29,5.1641
2022-11-30,5.3564
2022-12-01,5.4443
2022-12-02,5.4145
2022-12-03,5.4145
2022-12-04,5.4145
2022-12-05,5.2804
2022-12-06,5.2043
2022-12-07,5.0329
2022-12-08,5.0508
2022-12-09,5.1149
2022-12-10,5.1149
2022-12-11,5.1149
2022-12-12,5.2133
2022-12-13,5.3489
2022-12-14,5.2297
2022-12-15,5.1641
2022-12-16,5.106
2022-12-17,5.106
2022-12-18,5.106
2022-12-19,4.9599
2022-12-20,4.9793
2022-12-21,5.1432
2022-12-22,5.1089
2022-12-23,5.1611
2022-12-24,5.1611
2022-12-25,5.1611
2022-12-26,5.1611
2022-12-27,5.1075
2022-12-28,5.0359
2022-12-29,5.2163
2022-12-30,7.4338
2022-12-31,7.4338
2023-01-01,7.4338
2023-01-02,7.4338
2023-01-03,7.4659
2023-01-04,7.6517
2023-01-05,7.4958
2023-01-06,7.6837
2023-01-07,7.6837
2023-01-08,7.6837
2023-01-09,7.9913
2023-01-10,8.0148
2023-01-11,8.1237
2023-01-12,8.1835
2023-01-13,8.222
2023-01-14,8.222
2023-01-15,8.222
2023-01-16,8.222
2023-01-17,8.2241
2023-01-18,8.2263
2023-01-19,8.0832
2023-01-20,8.2925
2023-01-21,8.2925
2023-01-22,8.2925
2023-01-23,8.4484
2023-01-24,8.4163
2023-01-25,8.4292
2023-01-26,8.6
2023-01-27,8.6278
2023-01-28,8.6278
2023-01-29,8.6278
2023-01-30,8.5701
2023-01-31,8.7431
2023-02-01,8.8478
2023-02-02,9.1255
2023-02-03,9.0486
2023-02-04,9.0486
2023-02-05,9.0486
2023-02-06,8.8158
2023-02-07,8.835
2023-02-08,8.6534
2023-02-09,8.4052
2023-02-10,8.4716
2023-02-11,8.4716
2023-02-12,8.4716
2023-02-13,8.632
2023-02-14,8.6192
2023-02-15,8.6427
2023-02-16,8.5079
2023-02-17,8.5571
2023-02-18,8.5571
2023-02-19,8.5571
2023-02-20,8.5571
2023-02-21,8.3453
2023-02-22,8.4266
2023-02-23,8.5165
2023-02-24,8.4844
2023-02-25,8.4844
2023-02-26,8.4844
2023-02-27,8.4416
2023-02-28,8.4202
2023-03-01,8.4245
2023-03-02,8.4373
2023-03-03,8.6598
2023-03-04,8.6598
2023-03-05,8.6598
2023-03-06,8.5935
2023-03-07,8.3517
2023-03-08,8.4716
2023-03-09,8.157
2023-03-10,7.5345
2023-03-11,7.5345
2023-03-12,7.5345
2023-03-13,7.4981
2023-03-14,7.5387
2023-03-15,7.6051
2023-03-16,7.6628
