,VMW US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,36.3293
2020-01-02,37.2002
2020-01-03,36.8337
2020-01-04,36.8337
2020-01-05,36.8337
2020-01-06,36.8428
2020-01-07,36.0013
2020-01-08,36.275
2020-01-09,36.3316
2020-01-10,35.895
2020-01-11,35.895
2020-01-12,35.895
2020-01-13,36.3768
2020-01-14,36.3972
2020-01-15,35.843
2020-01-16,36.422
2020-01-17,36.232
2020-01-18,36.232
2020-01-19,36.232
2020-01-20,36.232
2020-01-21,35.6258
2020-01-22,35.9154
2020-01-23,36.6211
2020-01-24,36.0669
2020-01-25,36.0669
2020-01-26,36.0669
2020-01-27,34.8477
2020-01-28,35.6553
2020-01-29,35.5625
2020-01-30,36.2026
2020-01-31,44.7178
2020-02-01,44.7178
2020-02-02,44.7178
2020-02-03,45.0762
2020-02-04,46.2937
2020-02-05,45.7134
2020-02-06,47.4031
2020-02-07,47.0532
2020-02-08,47.0532
2020-02-09,47.0532
2020-02-10,47.5083
2020-02-11,47.0304
2020-02-12,47.7928
2020-02-13,47.8326
2020-02-14,48.632
2020-02-15,48.632
2020-02-16,48.632
2020-02-17,48.632
2020-02-18,48.2166
2020-02-19,48.777
2020-02-20,48.74
2020-02-21,48.0773
2020-02-22,48.0773
2020-02-23,48.0773
2020-02-24,45.7504
2020-02-25,44.4276
2020-02-26,43.6396
2020-02-27,41.1819
2020-02-28,37.5357
2020-02-29,37.5357
2020-03-01,37.5357
2020-03-02,37.8893
2020-03-03,37.556
2020-03-04,38.9995
2020-03-05,37.9299
2020-03-06,36.553
2020-03-07,36.553
2020-03-08,36.553
2020-03-09,34.3268
2020-03-10,35.5993
2020-03-11,33.3296
2020-03-12,30.9643
2020-03-13,33.8717
2020-03-14,33.8717
2020-03-15,33.8717
2020-03-16,30.4106
2020-03-17,30.3816
2020-03-18,29.5613
2020-03-19,31.6426
2020-03-20,33.2456
2020-03-21,33.2456
2020-03-22,33.2456
2020-03-23,33.2514
2020-03-24,35.2196
2020-03-25,36.2834
2020-03-26,38.7532
2020-03-27,36.1501
2020-03-28,36.1501
2020-03-29,36.1501
2020-03-30,37.5611
2020-03-31,37.7293
2020-04-01,36.2499
2020-04-02,36.8881
2020-04-03,36.5313
2020-04-04,36.5313
2020-04-05,36.5313
2020-04-06,38.2631
2020-04-07,38.44
2020-04-08,40.4445
2020-04-09,40.7259
2020-04-10,40.7259
2020-04-11,40.7259
2020-04-12,40.7259
2020-04-13,40.2907
2020-04-14,42.0689
2020-04-15,41.3379
2020-04-16,41.8485
2020-04-17,42.1908
2020-04-18,42.1908
2020-04-19,42.1908
2020-04-20,41.0711
2020-04-21,38.8519
2020-04-22,39.7309
2020-04-23,39.2726
2020-04-24,39.7802
2020-04-25,39.7802
2020-04-26,39.7802
2020-04-27,40.2965
2020-04-28,40.2037
2020-04-29,41.7528
2020-04-30,40.752
2020-05-01,36.6254
2020-05-02,36.6254
2020-05-03,36.6254
2020-05-04,36.9032
2020-05-05,37.0254
2020-05-06,37.0504
2020-05-07,38.8363
2020-05-08,40.7833
2020-05-09,40.7833
2020-05-10,40.7833
2020-05-11,41.0083
2020-05-12,40.1556
2020-05-13,39.2696
2020-05-14,38.9807
2020-05-15,39.1641
2020-05-16,39.1641
2020-05-17,39.1641
2020-05-18,40.4278
2020-05-19,40.5056
2020-05-20,40.7167
2020-05-21,39.7418
2020-05-22,39.1974
2020-05-23,39.1974
2020-05-24,39.1974
2020-05-25,39.1974
2020-05-26,40.1223
2020-05-27,40.6028
2020-05-28,41.3749
2020-05-29,45.3323
2020-05-30,45.3323
2020-05-31,45.3323
2020-06-01,44.7391
2020-06-02,44.405
2020-06-03,43.4163
2020-06-04,43.0515
2020-06-05,43.5221
2020-06-06,43.5221
2020-06-07,43.5221
2020-06-08,44.0935
2020-06-09,42.5788
2020-06-10,42.1278
2020-06-11,39.761
2020-06-12,39.6385
2020-06-13,39.6385
