,URI US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,11.2958
2020-01-02,11.3605
2020-01-03,11.2594
2020-01-04,11.2594
2020-01-05,11.2594
2020-01-06,11.248
2020-01-07,11.2377
2020-01-08,11.2284
2020-01-09,11.1741
2020-01-10,11.0447
2020-01-11,11.0447
2020-01-12,11.0447
2020-01-13,10.9749
2020-01-14,10.8682
2020-01-15,10.8872
2020-01-16,10.9821
2020-01-17,11.0189
2020-01-18,11.0189
2020-01-19,11.0189
2020-01-20,11.0189
2020-01-21,10.8906
2020-01-22,10.9002
2020-01-23,10.8961
2020-01-24,10.7757
2020-01-25,10.7757
2020-01-26,10.7757
2020-01-27,10.5906
2020-01-28,10.7361
2020-01-29,10.7423
2020-01-30,10.3787
2020-01-31,10.1782
2020-02-01,10.1782
2020-02-02,10.1782
2020-02-03,10.3086
2020-02-04,10.5813
2020-02-05,10.8145
2020-02-06,10.7542
2020-02-07,10.6568
2020-02-08,10.6568
2020-02-09,10.6568
2020-02-10,10.6909
2020-02-11,10.8032
2020-02-12,10.9673
2020-02-13,11.0085
2020-02-14,10.8989
2020-02-15,10.8989
2020-02-16,10.8989
2020-02-17,10.8989
2020-02-18,10.8008
2020-02-19,10.7862
2020-02-20,10.8601
2020-02-21,10.7134
2020-02-22,10.7134
2020-02-23,10.7134
2020-02-24,10.3913
2020-02-25,10.1425
2020-02-26,10.0431
2020-02-27,9.9722
2020-02-28,10.0689
2020-02-29,10.0689
2020-03-01,10.0689
2020-03-02,10.1819
2020-03-03,9.9382
2020-03-04,9.9899
2020-03-05,9.6379
2020-03-06,9.4967
2020-03-07,9.4967
2020-03-08,9.4967
2020-03-09,8.9278
2020-03-10,9.2158
2020-03-11,8.9537
2020-03-12,8.3923
2020-03-13,8.6448
2020-03-14,8.6448
2020-03-15,8.6448
2020-03-16,8.381
2020-03-17,8.32
2020-03-18,7.9185
2020-03-19,8.1938
2020-03-20,7.9358
2020-03-21,7.9358
2020-03-22,7.9358
2020-03-23,7.9626
2020-03-24,8.4956
2020-03-25,8.7187
2020-03-26,8.9218
2020-03-27,8.6156
2020-03-28,8.6156
2020-03-29,8.6156
2020-03-30,8.7855
2020-03-31,8.9297
2020-04-01,8.6939
2020-04-02,8.7
2020-04-03,8.5266
2020-04-04,8.5266
2020-04-05,8.5266
2020-04-06,8.9392
2020-04-07,9.1011
2020-04-08,9.2275
2020-04-09,9.0936
2020-04-10,9.0936
2020-04-11,9.0936
2020-04-12,9.0936
2020-04-13,8.959
2020-04-14,9.1253
2020-04-15,8.96
2020-04-16,8.7815
2020-04-17,9.0029
2020-04-18,9.0029
2020-04-19,9.0029
2020-04-20,8.8513
2020-04-21,8.7515
2020-04-22,8.852
2020-04-23,8.958
2020-04-24,9.037
2020-04-25,9.037
2020-04-26,9.037
2020-04-27,9.2067
2020-04-28,9.3948
2020-04-29,9.6648
2020-04-30,9.6821
2020-05-01,9.3765
2020-05-02,9.3765
2020-05-03,9.3765
2020-05-04,9.2927
2020-05-05,9.1972
2020-05-06,9.0958
2020-05-07,9.1595
2020-05-08,9.3865
2020-05-09,9.3865
2020-05-10,9.3865
2020-05-11,9.2851
2020-05-12,9.0749
2020-05-13,9.0282
2020-05-14,9.2698
2020-05-15,9.353
2020-05-16,9.353
2020-05-17,9.353
2020-05-18,9.7096
2020-05-19,9.5578
2020-05-20,9.6662
2020-05-21,9.6562
2020-05-22,9.7504
2020-05-23,9.7504
2020-05-24,9.7504
2020-05-25,9.7504
2020-05-26,9.9694
2020-05-27,10.0791
2020-05-28,9.9843
2020-05-29,10.0264
2020-05-30,10.0264
2020-05-31,10.0264
2020-06-01,10.0619
2020-06-02,10.1669
2020-06-03,10.3876
2020-06-04,10.4403
2020-06-05,10.7711
2020-06-06,10.7711
2020-06-07,10.7711
2020-06-08,10.669
2020-06-09,10.668
2020-06-10,10.5802
2020-06-11,10.1311
2020-06-12,10.1789
2020-06-13,10.1789
2020-06-14,10.1789
2020-06-15,10.2965
2020-06-16,10.6693
2020-06-17,10.5789
2020-06-18,10.5209
2020-06-19,10.5772
2020-06-20,10.5772
2020-06-21,10.5772
2020-06-22,10.6302
2020-06-23,10.5265
2020-06-24,10.1437
2020-06-25,10.207
2020-06-26,10.0765
2020-06-27,10.0765
2020-06-28,10.0765
2020-06-29,10.319
2020-06-30,10.7488
2020-07-01,10.6335
2020-07-02,10.7086
2020-07-03,10.7086
2020-07-04,10.7086
2020-07-05,10.7086
2020-07-06,10.8092
2020-07-07,10.6965
2020-07-08,10.7349
2020-07-09,10.5574
2020-07-10,10.7057
2020-07-11,10.7057
2020-07-12,10.7057
2020-07-13,10.8612
2020-07-14,11.0372
2020-07-15,11.167
2020-07-16,11.0831
2020-07-17,11.1058
2020-07-18,11.1058
2020-07-19,11.1058
2020-07-20,11.0404
2020-07-21,11.1492
2020-07-22,11.2364
2020-07-23,11.2627
2020-07-24,11.1699
2020-07-25,11.1699
2020-07-26,11.1699
2020-07-27,11.2556
2020-07-28,11.0792
2020-07-29,11.2627
2020-07-30,11.0311
2020-07-31,10.9763
2020-08-01,10.9763
2020-08-02,10.9763
2020-08-03,11.1278
2020-08-04,11.1709
2020-08-05,11.4811
2020-08-06,11.4488
2020-08-07,11.6245
2020-08-08,11.6245
2020-08-09,11.6245
2020-08-10,11.8974
2020-08-11,11.6968
2020-08-12,11.8028
2020-08-13,11.7946
2020-08-14,11.8288
2020-08-15,11.8288
2020-08-16,11.8288
2020-08-17,11.8199
2020-08-18,11.7302
2020-08-19,11.69
2020-08-20,11.6587
2020-08-21,11.6768
2020-08-22,11.6768
2020-08-23,11.6768
2020-08-24,11.7448
2020-08-25,11.7395
2020-08-26,11.7669
2020-08-27,11.8177
2020-08-28,11.9426
2020-08-29,11.9426
2020-08-30,11.9426
2020-08-31,11.7476
2020-09-01,11.943
2020-09-02,12.0156
2020-09-03,11.653
2020-09-04,11.7256
2020-09-05,11.7256
2020-09-06,11.7256
2020-09-07,11.7256
2020-09-08,11.5811
2020-09-09,11.7064
2020-09-10,11.5665
2020-09-11,11.6615
2020-09-12,11.6615
2020-09-13,11.6615
2020-09-14,11.7309
2020-09-15,11.7302
2020-09-16,11.9078
2020-09-17,11.8804
2020-09-18,11.7174
2020-09-19,11.7174
2020-09-20,11.7174
2020-09-21,11.4071
2020-09-22,11.4246
2020-09-23,11.2114
2020-09-24,11.3769
2020-09-25,11.4306
2020-09-26,11.4306
2020-09-27,11.4306
2020-09-28,11.7007
2020-09-29,11.6466
2020-09-30,12.0876
2020-10-01,12.1195
2020-10-02,12.4824
2020-10-03,12.4824
2020-10-04,12.4824
2020-10-05,12.9584
2020-10-06,12.8146
2020-10-07,13.0057
2020-10-08,13.0255
2020-10-09,12.9298
2020-10-10,12.9298
2020-10-11,12.9298
2020-10-12,13.0109
2020-10-13,12.8296
2020-10-14,12.5992
2020-10-15,12.6104
2020-10-16,12.7797
2020-10-17,12.7797
2020-10-18,12.7797
2020-10-19,12.5733
2020-10-20,12.6438
2020-10-21,12.5519
2020-10-22,12.4967
2020-10-23,12.6033
2020-10-24,12.6033
2020-10-25,12.6033
2020-10-26,12.3736
2020-10-27,12.0992
2020-10-28,11.9511
2020-10-29,12.0446
2020-10-30,12.2351
2020-10-31,12.2351
2020-11-01,12.2351
2020-11-02,12.7752
2020-11-03,13.105
2020-11-04,12.2689
2020-11-05,12.6175
2020-11-06,12.7298
2020-11-07,12.7298
2020-11-08,12.7298
2020-11-09,13.2692
2020-11-10,13.3988
2020-11-11,13.3229
2020-11-12,13.1227
2020-11-13,13.3236
2020-11-14,13.3236
2020-11-15,13.3236
2020-11-16,13.7203
2020-11-17,13.5997
2020-11-18,13.661
2020-11-19,13.6891
2020-11-20,13.7943
2020-11-21,13.7943
2020-11-22,13.7943
2020-11-23,14.0388
2020-11-24,14.4746
2020-11-25,14.1947
2020-11-26,14.1947
2020-11-27,14.2868
2020-11-28,14.2868
2020-11-29,14.2868
2020-11-30,14.064
2020-12-01,14.3142
2020-12-02,14.23
2020-12-03,14.4385
2020-12-04,14.7642
2020-12-05,14.7642
2020-12-06,14.7642
2020-12-07,14.7965
2020-12-08,14.6658
2020-12-09,14.8066
2020-12-10,14.6275
2020-12-11,14.5816
2020-12-12,14.5816
2020-12-13,14.5816
2020-12-14,14.5114
2020-12-15,14.5148
2020-12-16,14.271
2020-12-17,14.1459
2020-12-18,14.0851
2020-12-19,14.0851
2020-12-20,14.0851
2020-12-21,14.1606
2020-12-22,14.0794
2020-12-23,14.2124
2020-12-24,14.2759
2020-12-25,14.2759
2020-12-26,14.2759
2020-12-27,14.2759
2020-12-28,14.0644
2020-12-29,14.0434
2020-12-30,14.1797
2020-12-31,14.7469
2021-01-01,14.7469
2021-01-02,14.7469
2021-01-03,14.7469
2021-01-04,14.6578
2021-01-05,14.8911
2021-01-06,15.7178
2021-01-07,16.0382
2021-01-08,15.8597
2021-01-09,15.8597
2021-01-10,15.8597
2021-01-11,15.7533
2021-01-12,15.9381
2021-01-13,15.6351
2021-01-14,15.8683
2021-01-15,15.6623
2021-01-16,15.6623
2021-01-17,15.6623
2021-01-18,15.6623
