,TDS US Equity
2020-08-10,34.3259
2020-08-11,34.277
2020-08-12,34.4054
2020-08-13,34.6743
2020-08-14,35.0044
2020-08-15,35.0044
2020-08-16,35.0044
2020-08-17,34.711
2020-08-18,34.7843
2020-08-19,34.8699
2020-08-20,34.601
2020-08-21,34.2648
2020-08-22,34.2648
2020-08-23,34.2648
2020-08-24,34.4726
2020-08-25,34.3565
2020-08-26,34.4665
2020-08-27,34.6254
2020-08-28,34.5459
2020-08-29,34.5459
2020-08-30,34.5459
2020-08-31,34.2709
2020-09-01,34.1303
2020-09-02,34.4054
2020-09-03,34.0937
2020-09-04,33.8981
2020-09-05,33.8981
2020-09-06,33.8981
2020-09-07,33.8981
2020-09-08,33.5375
2020-09-09,33.7208
2020-09-10,33.4336
2020-09-11,33.3358
2020-09-12,33.3358
2020-09-13,33.3358
2020-09-14,32.8712
2020-09-15,32.584
2020-09-16,32.6818
2020-09-17,32.5167
2020-09-18,32.4923
2020-09-19,32.4923
2020-09-20,32.4923
2020-09-21,31.985
2020-09-22,31.9483
2020-09-23,31.5449
2020-09-24,31.4227
2020-09-25,31.5083
2020-09-26,31.5083
2020-09-27,31.5083
2020-09-28,31.7527
2020-09-29,31.6183
2020-09-30,23.929
2020-10-01,23.901
2020-10-02,23.8264
2020-10-03,23.8264
2020-10-04,23.8264
2020-10-05,23.929
2020-10-06,23.8404
2020-10-07,23.957
2020-10-08,24.1576
2020-10-09,24.2136
2020-10-10,24.2136
2020-10-11,24.2136
2020-10-12,24.2323
2020-10-13,24.111
2020-10-14,23.8124
2020-10-15,23.8404
2020-10-16,23.7518
2020-10-17,23.7518
2020-10-18,23.7518
2020-10-19,23.5558
2020-10-20,23.6025
2020-10-21,23.3552
2020-10-22,23.3925
2020-10-23,23.4252
2020-10-24,23.4252
2020-10-25,23.4252
2020-10-26,23.4439
2020-10-27,23.4812
2020-10-28,23.094
2020-10-29,23.1173
2020-10-30,23.2573
2020-10-31,23.2573
2020-11-01,23.2573
2020-11-02,23.2573
2020-11-03,23.3646
2020-11-04,23.3459
2020-11-05,23.5486
2020-11-06,23.3433
2020-11-07,23.3433
2020-11-08,23.3433
2020-11-09,23.8846
2020-11-10,23.9779
2020-11-11,24.0386
2020-11-12,23.9266
2020-11-13,24.2346
2020-11-14,24.2346
2020-11-15,24.2346
2020-11-16,24.3699
2020-11-17,24.3979
2020-11-18,24.1179
2020-11-19,24.1132
2020-11-20,24.0526
2020-11-21,24.0526
2020-11-22,24.0526
2020-11-23,24.2626
2020-11-24,24.5239
2020-11-25,24.4585
2020-11-26,24.4585
2020-11-27,24.5845
2020-11-28,24.5845
2020-11-29,24.5845
2020-11-30,24.1832
2020-12-01,24.2159
2020-12-02,24.2532
2020-12-03,24.1646
2020-12-04,24.2392
2020-12-05,24.2392
2020-12-06,24.2392
2020-12-07,24.2159
2020-12-08,24.1039
2020-12-09,24.2299
2020-12-10,24.1786
2020-12-11,24.0339
2020-12-12,24.0339
2020-12-13,24.0339
2020-12-14,24.2112
2020-12-15,24.2392
2020-12-16,24.0712
2020-12-17,24.0246
2020-12-18,23.8286
2020-12-19,23.8286
2020-12-20,23.8286
2020-12-21,23.7446
2020-12-22,23.6326
2020-12-23,23.7446
2020-12-24,23.8473
2020-12-25,23.8473
2020-12-26,23.8473
2020-12-27,23.8473
2020-12-28,23.9126
2020-12-29,23.8193
2020-12-30,23.7773
2020-12-31,23.2094
2021-01-01,23.2094
2021-01-02,23.2094
2021-01-03,23.2094
2021-01-04,23.2847
2021-01-05,23.3379
2021-01-06,23.7012
2021-01-07,23.6702
2021-01-08,23.586
2021-01-09,23.586
2021-01-10,23.586
2021-01-11,23.5063
2021-01-12,23.4575
2021-01-13,23.391
2021-01-14,23.812
2021-01-15,23.9494
2021-01-16,23.9494
2021-01-17,23.9494
2021-01-18,23.9494
2021-01-19,24.1222
2021-01-20,24.2197
2021-01-21,23.9981
2021-01-22,24.0779
2021-01-23,24.0779
2021-01-24,24.0779
2021-01-25,23.8918
2021-01-26,24.0956
2021-01-27,23.6791
2021-01-28,23.5151
2021-01-29,23.2891
2021-01-30,23.2891
2021-01-31,23.2891
2021-02-01,23.4221
2021-02-02,23.5905
2021-02-03,23.6614
2021-02-04,23.9361
2021-02-05,24.069
2021-02-06,24.069
2021-02-07,24.069
2021-02-08,24.2197
2021-02-09,24.1
2021-02-10,24.0646
2021-02-11,24.0158
2021-02-12,24.0026
2021-02-13,24.0026
2021-02-14,24.0026
2021-02-15,24.0026
2021-02-16,24.0956
2021-02-17,24.0646
2021-02-18,23.9792
2021-02-19,23.6378
2021-02-20,23.6378
2021-02-21,23.6378
2021-02-22,22.9729
2021-02-23,23.0261
2021-02-24,23.0217
2021-02-25,23.0173
2021-02-26,22.9109
2021-02-27,22.9109
2021-02-28,22.9109
2021-03-01,22.9862
2021-03-02,23.1015
2021-03-03,23.2034
2021-03-04,23.2566
2021-03-05,23.824
2021-03-06,23.824
2021-03-07,23.824
2021-03-08,24.4712
2021-03-09,24.6485
2021-03-10,25.2336
2021-03-11,24.746
2021-03-12,25.0519
2021-03-13,25.0519
2021-03-14,25.0519
2021-03-15,25.3533
2021-03-16,25.2026
2021-03-17,25.309
2021-03-18,25.0297
2021-03-19,25.0652
2021-03-20,25.0652
2021-03-21,25.0652
2021-03-22,24.8835
2021-03-23,24.5599
2021-03-24,24.4889
2021-03-25,24.7726
2021-03-26,24.9455
2021-03-27,24.9455
2021-03-28,24.9455
2021-03-29,25.0563
2021-03-30,25.0608
2021-03-31,25.219
2021-04-01,25.3311
2021-04-02,25.3311
2021-04-03,25.3311
2021-04-04,25.3311
2021-04-05,25.5745
2021-04-06,25.3272
2021-04-07,25.5122
2021-04-08,25.4929
2021-04-09,25.3229
2021-04-10,25.3229
2021-04-11,25.3229
2021-04-12,25.5006
2021-04-13,25.4311
2021-04-14,25.4079
2021-04-15,25.4929
2021-04-16,25.5122
2021-04-17,25.5122
2021-04-18,25.5122
2021-04-19,25.5508
2021-04-20,25.404
2021-04-21,25.547
2021-04-22,25.5199
2021-04-23,25.5354
2021-04-24,25.5354
2021-04-25,25.5354
2021-04-26,25.3924
2021-04-27,25.3693
2021-04-28,25.3693
2021-04-29,25.4195
2021-04-30,25.2263
2021-05-01,25.2263
2021-05-02,25.2263
2021-05-03,25.4156
2021-05-04,25.5393
2021-05-05,25.659
2021-05-06,25.9925
2021-05-07,25.9036
2021-05-08,25.9036
2021-05-09,25.9036
2021-05-10,26.2012
2021-05-11,26.1393
2021-05-12,25.9732
2021-05-13,26.1161
2021-05-14,26.2862
2021-05-15,26.2862
2021-05-16,26.2862
2021-05-17,26.1548
2021-05-18,26.0195
2021-05-19,26.1471
2021-05-20,26.205
2021-05-21,26.2012
2021-05-22,26.2012
2021-05-23,26.2012
2021-05-24,26.2321
2021-05-25,25.9848
2021-05-26,26.1277
2021-05-27,26.2282
2021-05-28,26.2862
2021-05-29,26.2862
2021-05-30,26.2862
2021-05-31,26.2862
2021-06-01,26.4291
2021-06-02,26.2746
2021-06-03,26.3403
2021-06-04,26.4678
2021-06-05,26.4678
2021-06-06,26.4678
2021-06-07,26.4407
2021-06-08,26.5335
2021-06-09,26.4794
2021-06-10,26.4639
2021-06-11,26.5103
2021-06-12,26.5103
2021-06-13,26.5103
2021-06-14,25.7954
2021-06-15,25.8341
2021-06-16,25.6486
2021-06-17,25.467
2021-06-18,25.1927
2021-06-19,25.1927
2021-06-20,25.1927
2021-06-21,25.382
2021-06-22,25.3665
2021-06-23,25.212
2021-06-24,25.5018
2021-06-25,25.4438
2021-06-26,25.4438
2021-06-27,25.4438
2021-06-28,25.1811
2021-06-29,25.0304
2021-06-30,27.1114
2021-07-01,27.1487
2021-07-02,27.2937
2021-07-03,27.2937
2021-07-04,27.2937
2021-07-05,27.2937
2021-07-06,27.1777
2021-07-07,27.1321
2021-07-08,26.9373
2021-07-09,27.1611
2021-07-10,27.1611
2021-07-11,27.1611
2021-07-12,27.0948
2021-07-13,27.0617
2021-07-14,26.8255
2021-07-15,26.7674
2021-07-16,26.8379
2021-07-17,26.8379
2021-07-18,26.8379
2021-07-19,27.0865
2021-07-20,27.1777
2021-07-21,27.0617
2021-07-22,27.0409
2021-07-23,27.2026
2021-07-24,27.2026
2021-07-25,27.2026
2021-07-26,27.3559
2021-07-27,27.2896
2021-07-28,27.1321
2021-07-29,27.1777
2021-07-30,26.9829
2021-07-31,26.9829
2021-08-01,26.9829
2021-08-02,26.0754
2021-08-03,26.121
2021-08-04,25.7563
2021-08-05,25.8268
2021-08-06,25.7658
2021-08-07,25.7658
2021-08-08,25.7658
2021-08-09,26.0609
2021-08-10,26.1233
2021-08-11,26.2064
2021-08-12,26.2189
2021-08-13,26.2563
2021-08-14,26.2563
2021-08-15,26.2563
2021-08-16,25.9445
2021-08-17,26.0609
2021-08-18,25.9154
2021-08-19,25.8115
2021-08-20,25.9528
2021-08-21,25.9528
2021-08-22,25.9528
2021-08-23,26.0859
2021-08-24,26.0401
2021-08-25,25.9653
2021-08-26,25.8489
2021-08-27,26.0277
2021-08-28,26.0277
2021-08-29,26.0277
2021-08-30,26.0984
2021-08-31,26.169
2021-09-01,26.1857
2021-09-02,26.2563
2021-09-03,26.2979
2021-09-04,26.2979
2021-09-05,26.2979
2021-09-06,26.2979
2021-09-07,26.1191
2021-09-08,26.1067
2021-09-09,25.9944
2021-09-10,25.9154
2021-09-11,25.9154
2021-09-12,25.9154
2021-09-13,25.9986
2021-09-14,25.7367
2021-09-15,25.8489
2021-09-16,25.8364
2021-09-17,25.9695
2021-09-18,25.9695
2021-09-19,25.9695
2021-09-20,25.7658
2021-09-21,25.7159
2021-09-22,25.6369
2021-09-23,25.7574
2021-09-24,25.7034
2021-09-25,25.7034
2021-09-26,25.7034
2021-09-27,25.8946
2021-09-28,25.8073
2021-09-29,25.9819
2021-09-30,24.8975
2021-10-01,24.9865
2021-10-02,24.9865
2021-10-03,24.9865
2021-10-04,25.0621
2021-10-05,24.9776
2021-10-06,24.9064
2021-10-07,24.9954
2021-10-08,24.8442
2021-10-09,24.8442
2021-10-10,24.8442
2021-10-11,24.8264
2021-10-12,24.7997
2021-10-13,24.7819
2021-10-14,24.8397
2021-10-15,24.8664
2021-10-16,24.8664
2021-10-17,24.8664
2021-10-18,24.6751
2021-10-19,24.8708
2021-10-20,24.9776
2021-10-21,24.9064
2021-10-22,24.853
2021-10-23,24.853
2021-10-24,24.853
2021-10-25,24.9998
2021-10-26,24.7908
2021-10-27,24.515
2021-10-28,24.5017
2021-10-29,24.5595
2021-10-30,24.5595
2021-10-31,24.5595
2021-11-01,25.0309
2021-11-02,24.902
2021-11-03,25.1288
2021-11-04,25.0175
2021-11-05,24.9207
2021-11-06,24.9207
2021-11-07,24.9207
2021-11-08,25.0897
2021-11-09,25.0363
2021-11-10,25.1386
2021-11-11,25.312
2021-11-12,25.1119
2021-11-13,25.1119
2021-11-14,25.1119
2021-11-15,24.9696
2021-11-16,24.8763
2021-11-17,25.0097
2021-11-18,24.9563
2021-11-19,24.5873
2021-11-20,24.5873
2021-11-21,24.5873
2021-11-22,24.7207
2021-11-23,24.8941
2021-11-24,24.8185
2021-11-25,24.8185
2021-11-26,24.6051
2021-11-27,24.6051
2021-11-28,24.6051
2021-11-29,24.4006
2021-11-30,24.0849
2021-12-01,23.8982
2021-12-02,24.125
2021-12-03,24.2806
2021-12-04,24.2806
2021-12-05,24.2806
2021-12-06,24.9696
2021-12-07,24.8941
2021-12-08,24.8985
2021-12-09,24.8229
2021-12-10,25.0363
2021-12-11,25.0363
2021-12-12,25.0363
2021-12-13,24.9074
2021-12-14,25.1164
2021-12-15,25.023
2021-12-16,25.2275
2021-12-17,24.7518
2021-12-18,24.7518
2021-12-19,24.7518
2021-12-20,24.8585
2021-12-21,25.4631
2021-12-22,25.5076
2021-12-23,25.3964
2021-12-24,25.3964
2021-12-25,25.3964
2021-12-26,25.3964
2021-12-27,25.3031
2021-12-28,25.2897
2021-12-29,25.183
2021-12-30,25.2808
2021-12-31,26.043
2022-01-01,26.043
2022-01-02,26.043
2022-01-03,26.2364
2022-01-04,26.333
2022-01-05,26.2891
2022-01-06,26.0474
2022-01-07,26.3287
2022-01-08,26.3287
2022-01-09,26.3287
2022-01-10,26.1353
2022-01-11,26.1661
2022-01-12,26.0562
2022-01-13,26.1924
2022-01-14,26.2496
2022-01-15,26.2496
2022-01-16,26.2496
2022-01-17,26.2496
2022-01-18,26.0298
2022-01-19,25.8628
2022-01-20,25.8101
2022-01-21,25.709
2022-01-22,25.709
2022-01-23,25.709
2022-01-24,25.8936
2022-01-25,26.0035
2022-01-26,25.7398
2022-01-27,25.7661
2022-01-28,25.9683
2022-01-29,25.9683
2022-01-30,25.9683
2022-01-31,25.8892
2022-02-01,25.9639
2022-02-02,26.0694
2022-02-03,26.3023
2022-02-04,26.1792
2022-02-05,26.1792
2022-02-06,26.1792
2022-02-07,26.1265
2022-02-08,26.3374
2022-02-09,26.2979
2022-02-10,26.1177
2022-02-11,26.2188
2022-02-12,26.2188
2022-02-13,26.2188
2022-02-14,26.1704
2022-02-15,26.377
2022-02-16,26.3726
2022-02-17,26.1879
2022-02-18,25.3187
2022-02-19,25.3187
2022-02-20,25.3187
2022-02-21,25.3187
2022-02-22,24.7479
2022-02-23,24.4055
2022-02-24,24.5152
2022-02-25,24.8182
2022-02-26,24.8182
2022-02-27,24.8182
2022-02-28,24.805
2022-03-01,24.7435
2022-03-02,24.9104
2022-03-03,24.963
2022-03-04,25.0728
2022-03-05,25.0728
2022-03-06,25.0728
2022-03-07,25.4152
2022-03-08,25.4021
2022-03-09,25.3582
2022-03-10,25.4109
2022-03-11,25.4635
2022-03-12,25.4635
2022-03-13,25.4635
2022-03-14,25.5162
2022-03-15,25.4591
2022-03-16,25.5074
2022-03-17,25.4899
2022-03-18,25.345
2022-03-19,25.345
2022-03-20,25.345
2022-03-21,25.3055
2022-03-22,25.2396
2022-03-23,25.2265
2022-03-24,25.2748
2022-03-25,25.4899
2022-03-26,25.4899
2022-03-27,25.4899
2022-03-28,25.3757
2022-03-29,25.4767
2022-03-30,25.4723
2022-03-31,28.8554
2022-04-01,29.2327
2022-04-02,29.2327
2022-04-03,29.2327
2022-04-04,29.1814
2022-04-05,29.1069
2022-04-06,29.1628
2022-04-07,29.2981
2022-04-08,29.6058
2022-04-09,29.6058
2022-04-10,29.6058
2022-04-11,29.4146
2022-04-12,29.5592
2022-04-13,29.7317
2022-04-14,29.6711
2022-04-15,29.6711
2022-04-16,29.6711
2022-04-17,29.6711
2022-04-18,29.5452
2022-04-19,28.8551
2022-04-20,29.0229
2022-04-21,29.0976
2022-04-22,28.9996
2022-04-23,28.9996
2022-04-24,28.9996
2022-04-25,28.8971
2022-04-26,28.6686
2022-04-27,28.7525
2022-04-28,28.9297
2022-04-29,28.6033
2022-04-30,28.6033
2022-05-01,28.6033
2022-05-02,28.6686
2022-05-03,28.7525
2022-05-04,29.1209
2022-05-05,28.9437
2022-05-06,28.8032
2022-05-07,28.8032
2022-05-08,28.8032
2022-05-09,28.6682
2022-05-10,28.3049
2022-05-11,28.2257
2022-05-12,28.263
2022-05-13,28.2117
2022-05-14,28.2117
2022-05-15,28.2117
2022-05-16,28.2211
2022-05-17,28.4074
2022-05-18,28.1279
2022-05-19,28.235
2022-05-20,28.1884
2022-05-21,28.1884
2022-05-22,28.1884
2022-05-23,28.3421
2022-05-24,28.4493
2022-05-25,28.6635
2022-05-26,28.4493
2022-05-27,28.4306
2022-05-28,28.4306
2022-05-29,28.4306
2022-05-30,28.4306
2022-05-31,28.3189
2022-06-01,28.1279
2022-06-02,28.1
2022-06-03,27.9276
2022-06-04,27.9276
2022-06-05,27.9276
2022-06-06,27.9416
2022-06-07,27.8112
2022-06-08,27.569
2022-06-09,27.5457
2022-06-10,27.4758
2022-06-11,27.4758
2022-06-12,27.4758
2022-06-13,27.215
2022-06-14,27.1405
2022-06-15,27.3315
2022-06-16,27.1172
2022-06-17,27.2243
2022-06-18,27.2243
2022-06-19,27.2243
2022-06-20,27.2243
2022-06-21,27.3641
2022-06-22,27.4898
2022-06-23,27.6948
2022-06-24,27.5969
2022-06-25,27.5969
2022-06-26,27.5969
2022-06-27,27.7274
2022-06-28,27.4432
2022-06-29,27.4339
2022-06-30,31.0484
2022-07-01,31.1716
2022-07-02,31.1716
2022-07-03,31.1716
2022-07-04,31.1716
2022-07-05,31.1077
2022-07-06,30.916
2022-07-07,30.8247
2022-07-08,30.7425
2022-07-09,30.7425
2022-07-10,30.7425
2022-07-11,30.7471
2022-07-12,30.8566
2022-07-13,30.8566
2022-07-14,30.8201
2022-07-15,30.9069
2022-07-16,30.9069
2022-07-17,30.9069
2022-07-18,30.8429
2022-07-19,30.9982
2022-07-20,31.0347
2022-07-21,30.633
2022-07-22,30.5691
2022-07-23,30.5691
2022-07-24,30.5691
2022-07-25,30.6877
2022-07-26,30.9114
2022-07-27,31.0621
2022-07-28,31.0484
2022-07-29,31.0575
2022-07-30,31.0575
2022-07-31,31.0575
2022-08-01,31.2081
2022-08-02,31.0758
2022-08-03,31.0392
2022-08-04,30.7831
2022-08-05,31.1688
2022-08-06,31.1688
2022-08-07,31.1688
2022-08-08,31.5908
2022-08-09,31.6089
2022-08-10,31.4592
2022-08-11,31.4637
2022-08-12,31.5726
2022-08-13,31.5726
2022-08-14,31.5726
2022-08-15,31.6089
2022-08-16,31.7088
2022-08-17,31.5999
2022-08-18,31.5363
2022-08-19,31.618
2022-08-20,31.618
2022-08-21,31.618
2022-08-22,31.5454
2022-08-23,31.4456
2022-08-24,31.5953
2022-08-25,31.6725
2022-08-26,31.5726
2022-08-27,31.5726
2022-08-28,31.5726
2022-08-29,31.5
2022-08-30,31.3322
2022-08-31,31.2233
2022-09-01,31.255
2022-09-02,31.1733
2022-09-03,31.1733
2022-09-04,31.1733
2022-09-05,31.1733
2022-09-06,31.2051
2022-09-07,31.2959
2022-09-08,31.196
2022-09-09,31.2142
2022-09-10,31.2142
2022-09-11,31.2142
2022-09-12,31.2868
2022-09-13,30.9692
2022-09-14,30.8058
2022-09-15,30.9192
2022-09-16,30.9329
2022-09-17,30.9329
2022-09-18,30.9329
2022-09-19,30.9102
2022-09-20,30.706
2022-09-21,30.6288
2022-09-22,30.7241
2022-09-23,30.4972
2022-09-24,30.4972
2022-09-25,30.4972
2022-09-26,30.4428
2022-09-27,30.402
2022-09-28,30.5653
2022-09-29,30.3657
2022-09-30,45.0825
2022-10-01,45.0825
2022-10-02,45.0825
2022-10-03,45.5421
2022-10-04,45.5821
2022-10-05,45.3756
2022-10-06,45.2624
2022-10-07,44.8694
2022-10-08,44.8694
2022-10-09,44.8694
2022-10-10,45.1624
2022-10-11,45.4555
2022-10-12,45.3489
2022-10-13,45.6553
2022-10-14,45.6087
2022-10-15,45.6087
2022-10-16,45.6087
2022-10-17,45.8018
2022-10-18,45.8418
2022-10-19,45.9284
2022-10-20,46.1082
2022-10-21,46.2548
2022-10-22,46.2548
2022-10-23,46.2548
2022-10-24,46.4013
2022-10-25,46.3613
2022-10-26,46.5078
2022-10-27,46.8209
2022-10-28,47.1939
2022-10-29,47.1939
2022-10-30,47.1939
2022-10-31,47.1472
2022-11-01,47.074
2022-11-02,47.0473
2022-11-03,46.8272
2022-11-04,43.9786
2022-11-05,43.9786
2022-11-06,43.9786
2022-11-07,43.7661
2022-11-08,43.2947
2022-11-09,43.308
2022-11-10,43.7927
2022-11-11,43.4408
2022-11-12,43.4408
2022-11-13,43.4408
2022-11-14,42.8232
2022-11-15,42.6307
2022-11-16,42.8631
2022-11-17,42.8299
2022-11-18,42.7303
2022-11-19,42.7303
2022-11-20,42.7303
2022-11-21,42.5244
2022-11-22,42.5377
2022-11-23,42.6904
2022-11-24,42.6904
2022-11-25,42.6639
2022-11-26,42.6639
2022-11-27,42.6639
2022-11-28,42.385
2022-11-29,42.6705
2022-11-30,42.8232
2022-12-01,42.7303
2022-12-02,42.7436
2022-12-03,42.7436
2022-12-04,42.7436
2022-12-05,42.6307
2022-12-06,42.6572
2022-12-07,42.6572
2022-12-08,42.4514
2022-12-09,42.478
2022-12-10,42.478
2022-12-11,42.478
2022-12-12,42.7436
2022-12-13,42.8432
2022-12-14,42.7369
2022-12-15,42.644
2022-12-16,42.624
2022-12-17,42.624
2022-12-18,42.624
2022-12-19,42.4381
2022-12-20,42.5709
2022-12-21,42.5908
2022-12-22,42.5709
2022-12-23,42.8432
2022-12-24,42.8432
2022-12-25,42.8432
2022-12-26,42.8432
2022-12-27,42.9428
2022-12-28,42.81
2022-12-29,42.8498
2022-12-30,61.7777
2022-12-31,61.7777
2023-01-01,61.7777
2023-01-02,61.7777
2023-01-03,62.2656
2023-01-04,62.8568
2023-01-05,63.0257
2023-01-06,63.0351
2023-01-07,63.0351
2023-01-08,63.0351
2023-01-09,62.7536
2023-01-10,62.7817
2023-01-11,62.8943
2023-01-12,62.7817
2023-01-13,62.6597
2023-01-14,62.6597
2023-01-15,62.6597
2023-01-16,62.6597
2023-01-17,62.8943
2023-01-18,62.6316
2023-01-19,62.8099
2023-01-20,63.3823
2023-01-21,63.3823
2023-01-22,63.3823
2023-01-23,63.5325
2023-01-24,63.4668
2023-01-25,63.936
2023-01-26,64.133
2023-01-27,64.5647
2023-01-28,64.5647
2023-01-29,64.5647
2023-01-30,64.3019
2023-01-31,64.4802
2023-02-01,64.9213
2023-02-02,65.0433
2023-02-03,64.5835
2023-02-04,64.5835
2023-02-05,64.5835
2023-02-06,64.499
2023-02-07,62.9413
2023-02-08,62.5847
2023-02-09,62.1436
2023-02-10,62.7348
2023-02-11,62.7348
2023-02-12,62.7348
2023-02-13,62.9507
2023-02-14,62.885
2023-02-15,62.885
2023-02-16,62.2785
2023-02-17,64.6671
2023-02-18,64.6671
2023-02-19,64.6671
2023-02-20,64.6671
2023-02-21,64.1467
2023-02-22,64.0444
2023-02-23,63.6541
2023-02-24,63.3659
2023-02-25,63.3659
2023-02-26,63.3659
2023-02-27,63.2265
2023-02-28,63.7284
2023-03-01,63.1893
2023-03-02,63.0406
2023-03-03,63.0406
2023-03-04,63.0406
2023-03-05,63.0406
2023-03-06,62.799
2023-03-07,62.6967
2023-03-08,62.9012
2023-03-09,62.2878
2023-03-10,62.2971
2023-03-11,62.2971
2023-03-12,62.2971
2023-03-13,61.8045
2023-03-14,61.5814
2023-03-15,61.6465
2023-03-16,61.5071
