,D US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,52.3644
2020-01-02,52.0113
2020-01-03,51.9292
2020-01-04,51.9292
2020-01-05,51.9292
2020-01-06,52.1879
2020-01-07,52.114
2020-01-08,51.9005
2020-01-09,51.9949
2020-01-10,52.0565
2020-01-11,52.0565
2020-01-12,52.0565
2020-01-13,52.0483
2020-01-14,52.0072
2020-01-15,52.4342
2020-01-16,52.6477
2020-01-17,52.8695
2020-01-18,52.8695
2020-01-19,52.8695
2020-01-20,52.8695
2020-01-21,52.8613
2020-01-22,52.7216
2020-01-23,52.8777
2020-01-24,52.8489
2020-01-25,52.8489
2020-01-26,52.8489
2020-01-27,52.5697
2020-01-28,53.0624
2020-01-29,53.4197
2020-01-30,53.8672
2020-01-31,53.5675
2020-02-01,53.5675
2020-02-02,53.5675
2020-02-03,53.6044
2020-02-04,53.0789
2020-02-05,53.2267
2020-02-06,53.3704
2020-02-07,53.1815
2020-02-08,53.1815
2020-02-09,53.1815
2020-02-10,53.0912
2020-02-11,53.3499
2020-02-12,53.5798
2020-02-13,53.7687
2020-02-14,54.2696
2020-02-15,54.2696
2020-02-16,54.2696
2020-02-17,54.2696
2020-02-18,54.8937
2020-02-19,54.4256
2020-02-20,55.0046
2020-02-21,55.058
2020-02-22,55.058
2020-02-23,55.058
2020-02-24,55.2304
2020-02-25,54.4051
2020-02-26,53.9863
2020-02-27,51.7321
2020-02-28,50.8078
2020-02-29,50.8078
2020-03-01,50.8078
2020-03-02,53.2981
2020-03-03,52.9661
2020-03-04,55.3111
2020-03-05,54.5391
2020-03-06,54.344
2020-03-07,54.344
2020-03-08,54.344
2020-03-09,52.1152
2020-03-10,52.8996
2020-03-11,51.1274
2020-03-12,47.9563
2020-03-13,50.8534
2020-03-14,50.8534
2020-03-15,50.8534
2020-03-16,46.8523
2020-03-17,51.7624
2020-03-18,51.6711
2020-03-19,48.1804
2020-03-20,46.2587
2020-03-21,46.2587
2020-03-22,46.2587
2020-03-23,43.0088
2020-03-24,45.6154
2020-03-25,46.3085
2020-03-26,48.4253
2020-03-27,48.6868
2020-03-28,48.6868
2020-03-29,48.6868
2020-03-30,50.2495
2020-03-31,36.0613
2020-04-01,35.401
2020-04-02,35.7312
2020-04-03,35.29
2020-04-04,35.29
2020-04-05,35.29
2020-04-06,36.6223
2020-04-07,36.4266
2020-04-08,37.8232
2020-04-09,38.8078
2020-04-10,38.8078
2020-04-11,38.8078
2020-04-12,38.8078
2020-04-13,38.2059
2020-04-14,38.9335
2020-04-15,38.2819
2020-04-16,37.7794
2020-04-17,38.7845
2020-04-18,38.7845
2020-04-19,38.7845
2020-04-20,38.0832
2020-04-21,37.3528
2020-04-22,37.9751
2020-04-23,37.4404
2020-04-24,37.7355
2020-04-25,37.7355
2020-04-26,37.7355
2020-04-27,37.9108
2020-04-28,38.13
2020-04-29,37.9547
2020-04-30,37.5047
2020-05-01,37.0606
2020-05-02,37.0606
2020-05-03,37.0606
2020-05-04,37.1161
2020-05-05,37.7679
2020-05-06,37.7065
2020-05-07,37.8147
2020-05-08,37.9025
2020-05-09,37.9025
2020-05-10,37.9025
2020-05-11,38.1482
2020-05-12,38.0634
2020-05-13,38.0809
2020-05-14,38.2623
2020-05-15,37.8498
2020-05-16,37.8498
2020-05-17,37.8498
2020-05-18,38.3267
2020-05-19,38.0283
2020-05-20,38.0049
2020-05-21,37.961
2020-05-22,38.5197
2020-05-23,38.5197
2020-05-24,38.5197
2020-05-25,38.5197
2020-05-26,38.6104
2020-05-27,38.8269
2020-05-28,39.4529
2020-05-29,39.8361
2020-05-30,39.8361
2020-05-31,39.8361
2020-06-01,40.0935
2020-06-02,40.193
2020-06-03,40.2661
2020-06-04,39.8215
2020-06-05,39.6255
2020-06-06,39.6255
2020-06-07,39.6255
2020-06-08,40.2427
2020-06-09,40.0818
2020-06-10,40.4182
2020-06-11,39.5436
2020-06-12,39.292
2020-06-13,39.292
2020-06-14,39.292
2020-06-15,39.5553
2020-06-16,39.8098
2020-06-17,39.5845
2020-06-18,39.6957
2020-06-19,38.8737
2020-06-20,38.8737
2020-06-21,38.8737
2020-06-22,39.3212
2020-06-23,39.1896
2020-06-24,39.1253
2020-06-25,38.704
2020-06-26,38.2769
2020-06-27,38.2769
2020-06-28,38.2769
2020-06-29,38.549
2020-06-30,34.9973
2020-07-01,35.303
2020-07-02,35.3919
2020-07-03,35.3919
2020-07-04,35.3919
2020-07-05,35.3919
2020-07-06,33.0142
2020-07-07,33.1788
2020-07-08,33.4401
2020-07-09,33.0612
2020-07-10,33.0115
2020-07-11,33.0115
2020-07-12,33.0115
2020-07-13,33.0377
2020-07-14,33.1004
2020-07-15,33.5002
2020-07-16,33.8921
2020-07-17,34.318
2020-07-18,34.318
2020-07-19,34.318
2020-07-20,34.0489
2020-07-21,34.2213
2020-07-22,34.5714
2020-07-23,34.8432
2020-07-24,34.7961
2020-07-25,34.7961
2020-07-26,34.7961
2020-07-27,34.7465
2020-07-28,35.2273
2020-07-29,35.2795
2020-07-30,35.0862
2020-07-31,34.9581
2020-08-01,34.9581
2020-08-02,34.9581
2020-08-03,34.7752
2020-08-04,34.9189
2020-08-05,34.6352
2020-08-06,34.6143
2020-08-07,34.8732
2020-08-08,34.8732
2020-08-09,34.8732
2020-08-10,34.7424
2020-08-11,34.3344
2020-08-12,34.6012
2020-08-13,34.5306
2020-08-14,34.4102
2020-08-15,34.4102
2020-08-16,34.4102
2020-08-17,34.3658
2020-08-18,34.235
2020-08-19,34.1722
2020-08-20,34.1095
2020-08-21,34.3553
2020-08-22,34.3553
2020-08-23,34.3553
2020-08-24,34.4756
2020-08-25,34.3187
2020-08-26,34.2088
2020-08-27,34.1879
2020-08-28,34.1932
2020-08-29,34.1932
2020-08-30,34.1932
2020-08-31,34.303
2020-09-01,34.1408
2020-09-02,34.6064
2020-09-03,34.4469
2020-09-04,34.303
2020-09-05,34.303
2020-09-06,34.303
2020-09-07,34.303
2020-09-08,34.2402
2020-09-09,34.6169
2020-09-10,34.3789
2020-09-11,34.6169
2020-09-12,34.6169
2020-09-13,34.6169
2020-09-14,34.902
2020-09-15,34.9464
2020-09-16,35.1295
2020-09-17,34.664
2020-09-18,34.1775
2020-09-19,34.1775
2020-09-20,34.1775
2020-09-21,34.1801
2020-09-22,34.0571
2020-09-23,33.7354
2020-09-24,33.7459
2020-09-25,33.9394
2020-09-26,33.9394
2020-09-27,33.9394
2020-09-28,33.9865
2020-09-29,34.1565
2020-09-30,50.7794
2020-10-01,50.6456
2020-10-02,51.1217
2020-10-03,51.1217
2020-10-04,51.1217
2020-10-05,51.2358
2020-10-06,51.6372
2020-10-07,51.6018
2020-10-08,52.011
2020-10-09,51.9008
2020-10-10,51.9008
2020-10-11,51.9008
2020-10-12,52.1527
2020-10-13,51.8182
2020-10-14,51.6136
2020-10-15,51.5191
2020-10-16,51.7553
2020-10-17,51.7553
2020-10-18,51.7553
2020-10-19,51.5546
2020-10-20,51.6254
2020-10-21,51.2909
2020-10-22,51.6647
2020-10-23,51.649
2020-10-24,51.649
2020-10-25,51.649
2020-10-26,51.8772
2020-10-27,52.1724
2020-10-28,51.1217
2020-10-29,51.5742
2020-10-30,51.3342
2020-10-31,51.3342
2020-11-01,51.3342
2020-11-02,51.8536
2020-11-03,52.3455
2020-11-04,52.2629
2020-11-05,52.436
2020-11-06,51.7031
2020-11-07,51.7031
2020-11-08,51.7031
2020-11-09,51.8253
2020-11-10,52.4902
2020-11-11,52.4597
2020-11-12,52.0393
2020-11-13,52.1731
2020-11-14,52.1731
2020-11-15,52.1731
2020-11-16,52.6087
2020-11-17,51.8827
2020-11-18,50.7516
2020-11-19,50.1975
2020-11-20,49.7734
2020-11-21,49.7734
2020-11-22,49.7734
2020-11-23,49.9262
2020-11-24,50.0523
2020-11-25,50.0638
2020-11-26,50.0638
2020-11-27,49.9224
2020-11-28,49.9224
2020-11-29,49.9224
2020-11-30,49.7122
2020-12-01,50.3504
2020-12-02,50.3962
2020-12-03,49.6779
2020-12-04,48.7149
2020-12-05,48.7149
2020-12-06,48.7149
2020-12-07,48.8143
2020-12-08,48.2831
2020-12-09,48.1112
2020-12-10,48.1188
2020-12-11,48.3443
2020-12-12,48.3443
2020-12-13,48.3443
2020-12-14,48.1761
2020-12-15,48.5621
2020-12-16,48.4436
2020-12-17,48.734
2020-12-18,48.52
2020-12-19,48.52
2020-12-20,48.52
2020-12-21,48.1952
2020-12-22,47.8055
2020-12-23,48.0118
2020-12-24,48.0844
2020-12-25,48.0844
2020-12-26,48.0844
2020-12-27,48.0844
2020-12-28,47.8819
2020-12-29,47.9507
2020-12-30,48.0195
2020-12-31,49.3881
2021-01-01,49.3881
2021-01-02,49.3881
2021-01-03,49.3881
2021-01-04,48.8681
2021-01-05,48.5147
2021-01-06,49.134
2021-01-07,48.4989
2021-01-08,48.5941
2021-01-09,48.5941
2021-01-10,48.5941
2021-01-11,48.3837
2021-01-12,47.9312
2021-01-13,48.213
2021-01-14,47.7287
2021-01-15,48.1495
2021-01-16,48.1495
2021-01-17,48.1495
2021-01-18,48.1495
2021-01-19,47.7049
2021-01-20,47.951
2021-01-21,48.0384
2021-01-22,48.2329
2021-01-23,48.2329
2021-01-24,48.2329
2021-01-25,48.7371
2021-01-26,48.7688
2021-01-27,48.5465
2021-01-28,48.3837
2021-01-29,48.4711
2021-01-30,48.4711
2021-01-31,48.4711
2021-02-01,48.3877
2021-02-02,48.4234
2021-02-03,48.344
2021-02-04,48.3917
2021-02-05,48.8085
2021-02-06,48.8085
2021-02-07,48.8085
2021-02-08,48.8442
2021-02-09,48.5584
2021-02-10,48.5505
2021-02-11,48.5386
2021-02-12,48.0661
2021-02-13,48.0661
2021-02-14,48.0661
2021-02-15,48.0661
2021-02-16,47.7724
2021-02-17,48.2726
2021-02-18,48.3996
2021-02-19,47.7803
2021-02-20,47.7803
2021-02-21,47.7803
2021-02-22,47.7882
2021-02-23,48.1336
2021-02-24,47.7882
2021-02-25,47.2243
2021-02-26,46.3187
2021-02-27,46.3187
2021-02-28,46.3187
2021-03-01,46.9499
2021-03-02,46.8989
2021-03-03,46.8127
2021-03-04,46.1932
2021-03-05,46.9224
2021-03-06,46.9224
2021-03-07,46.9224
2021-03-08,47.7614
2021-03-09,48.1299
2021-03-10,48.2358
2021-03-11,47.93
2021-03-12,48.3651
2021-03-13,48.3651
2021-03-14,48.3651
2021-03-15,48.7572
2021-03-16,48.6592
2021-03-17,48.2201
2021-03-18,48.3495
2021-03-19,48.2907
2021-03-20,48.2907
2021-03-21,48.2907
2021-03-22,48.3495
2021-03-23,48.616
2021-03-24,48.621
2021-03-25,49.0368
2021-03-26,49.2564
2021-03-27,49.2564
2021-03-28,49.2564
2021-03-29,49.6172
2021-03-30,49.1583
2021-03-31,39.8343
2021-04-01,39.7589
2021-04-02,39.7589
2021-04-03,39.7589
2021-04-04,39.7589
2021-04-05,39.9757
2021-04-06,39.9663
2021-04-07,39.916
2021-04-08,39.9129
2021-04-09,39.9411
2021-04-10,39.9411
2021-04-11,39.9411
2021-04-12,39.9286
2021-04-13,40.3088
2021-04-14,40.2931
2021-04-15,40.5727
2021-04-16,40.755
2021-04-17,40.755
2021-04-18,40.755
2021-04-19,40.7079
2021-04-20,41.1384
2021-04-21,41.1666
2021-04-22,40.9215
2021-04-23,40.909
2021-04-24,40.909
2021-04-25,40.909
2021-04-26,40.689
2021-04-27,40.5665
2021-04-28,40.3622
2021-04-29,40.7959
2021-04-30,41.0724
2021-05-01,41.0724
2021-05-02,41.0724
2021-05-03,41.2201
2021-05-04,40.9345
2021-05-05,40.4755
2021-05-06,40.6421
2021-05-07,40.6327
2021-05-08,40.6327
2021-05-09,40.6327
2021-05-10,40.9503
2021-05-11,40.6893
2021-05-12,40.2208
2021-05-13,40.6107
2021-05-14,40.5132
