,BURL US Equity
2020-09-25,19.9627
2020-09-26,19.9627
2020-09-27,19.9627
2020-09-28,19.9627
2020-09-29,19.9627
2020-09-30,19.9627
2020-10-01,19.9627
2020-10-02,19.9627
2020-10-03,19.9627
2020-10-04,19.9627
2020-10-05,19.9627
2020-10-06,19.9627
2020-10-07,19.9627
2020-10-08,19.9627
2020-10-09,19.9627
2020-10-10,19.9627
2020-10-11,19.9627
2020-10-12,19.9627
2020-10-13,19.9627
2020-10-14,19.9627
2020-10-15,19.9627
2020-10-16,19.9627
2020-10-17,19.9627
2020-10-18,19.9627
2020-10-19,19.9627
2020-10-20,19.9627
2020-10-21,19.9627
2020-10-22,19.9627
2020-10-23,19.9627
2020-10-24,19.9627
2020-10-25,19.9627
2020-10-26,19.9627
2020-10-27,19.9627
2020-10-28,19.9627
2020-10-29,19.9627
2020-10-30,19.9627
2020-10-31,19.9627
2020-11-01,19.9627
2020-11-02,19.9627
2020-11-03,19.9627
2020-11-04,19.9627
2020-11-05,19.9627
2020-11-06,19.9627
2020-11-07,19.9627
2020-11-08,19.9627
2020-11-09,19.9627
2020-11-10,19.9627
2020-11-11,19.9627
2020-11-12,19.9627
2020-11-13,19.9627
2020-11-14,19.9627
2020-11-15,19.9627
2020-11-16,19.9627
2020-11-17,19.9627
2020-11-18,19.9627
2020-11-19,19.9627
2020-11-20,19.9627
2020-11-21,19.9627
2020-11-22,19.9627
2020-11-23,19.9627
2020-11-24,19.9627
2020-11-25,19.9627
2020-11-26,19.9627
2020-11-27,19.9627
2020-11-28,19.9627
2020-11-29,19.9627
2020-11-30,19.9627
2020-12-01,19.9627
2020-12-02,19.9627
2020-12-03,19.9627
2020-12-04,19.9627
2020-12-05,19.9627
2020-12-06,19.9627
2020-12-07,19.9627
2020-12-08,19.9627
2020-12-09,19.9627
2020-12-10,19.9627
2020-12-11,19.9627
2020-12-12,19.9627
2020-12-13,19.9627
2020-12-14,19.9627
2020-12-15,19.9627
2020-12-16,19.9627
2020-12-17,19.9627
2020-12-18,19.9627
2020-12-19,19.9627
2020-12-20,19.9627
2020-12-21,19.9627
2020-12-22,19.9627
2020-12-23,19.9627
2020-12-24,19.9627
2020-12-25,19.9627
2020-12-26,19.9627
2020-12-27,19.9627
2020-12-28,19.9627
2020-12-29,19.9627
2020-12-30,19.9627
2020-12-31,19.9627
2021-01-01,19.9627
2021-01-02,19.9627
2021-01-03,19.9627
2021-01-04,19.9627
2021-01-05,19.9627
2021-01-06,19.9627
2021-01-07,19.9627
2021-01-08,19.9627
2021-01-09,19.9627
2021-01-10,19.9627
2021-01-11,19.9627
2021-01-12,19.9627
2021-01-13,19.9627
2021-01-14,19.9627
2021-01-15,19.9627
2021-01-16,19.9627
2021-01-17,19.9627
2021-01-18,19.9627
2021-01-19,19.9627
2021-01-20,19.9627
2021-01-21,19.9627
2021-01-22,19.9627
2021-01-23,19.9627
2021-01-24,19.9627
2021-01-25,19.9627
2021-01-26,19.9627
2021-01-27,19.9627
2021-01-28,19.9627
2021-01-29,19.9627
2021-01-30,19.9627
2021-01-31,19.9627
2021-02-01,19.9627
2021-02-02,19.9627
2021-02-03,19.9627
2021-02-04,19.9627
2021-02-05,19.9627
2021-02-06,19.9627
2021-02-07,19.9627
2021-02-08,19.9627
2021-02-09,19.9627
2021-02-10,19.9627
2021-02-11,19.9627
2021-02-12,19.9627
2021-02-13,19.9627
2021-02-14,19.9627
2021-02-15,19.9627
2021-02-16,19.9627
2021-02-17,19.9627
2021-02-18,19.9627
2021-02-19,19.9627
2021-02-20,19.9627
2021-02-21,19.9627
2021-02-22,19.9627
2021-02-23,19.9627
2021-02-24,19.9627
2021-02-25,19.9627
2021-02-26,19.9627
2021-02-27,19.9627
2021-02-28,19.9627
2021-03-01,19.9627
2021-03-02,19.9627
2021-03-03,19.9627
2021-03-04,19.9627
2021-03-05,19.9627
2021-03-06,19.9627
2021-03-07,19.9627
2021-03-08,19.9627
2021-03-09,19.9627
2021-03-10,19.9627
2021-03-11,19.9627
2021-03-12,19.9627
2021-03-13,19.9627
2021-03-14,19.9627
2021-03-15,19.9627
2021-03-16,19.9627
2021-03-17,19.9627
2021-03-18,19.9627
2021-03-19,19.9627
2021-03-20,19.9627
2021-03-21,19.9627
2021-03-22,19.9627
2021-03-23,19.9627
2021-03-24,19.9627
2021-03-25,19.9627
2021-03-26,19.9627
2021-03-27,19.9627
2021-03-28,19.9627
2021-03-29,19.9627
2021-03-30,19.9627
2021-03-31,19.9627
2021-04-01,19.9627
2021-04-02,19.9627
2021-04-03,19.9627
2021-04-04,19.9627
2021-04-05,19.9627
2021-04-06,19.9627
2021-04-07,19.9627
2021-04-08,19.9627
2021-04-09,19.9627
2021-04-10,19.9627
2021-04-11,19.9627
2021-04-12,19.9627
2021-04-13,19.9627
2021-04-14,19.9627
2021-04-15,19.9627
2021-04-16,19.9627
2021-04-17,19.9627
2021-04-18,19.9627
2021-04-19,19.9627
2021-04-20,19.9627
2021-04-21,19.9627
2021-04-22,19.9627
2021-04-23,19.9627
2021-04-24,19.9627
2021-04-25,19.9627
2021-04-26,19.9627
2021-04-27,19.9627
2021-04-28,19.9627
2021-04-29,19.9627
2021-04-30,44.6393
2021-05-01,44.6393
2021-05-02,44.6393
2021-05-03,44.6868
2021-05-04,44.4244
2021-05-05,44.6821
2021-05-06,44.4386
2021-05-07,45.1951
2021-05-08,45.1951
2021-05-09,45.1951
2021-05-10,44.9149
2021-05-11,44.9814
2021-05-12,43.1892
2021-05-13,43.4909
2021-05-14,45.5217
2021-05-15,45.5217
2021-05-16,45.5217
2021-05-17,45.8032
2021-05-18,44.7866
2021-05-19,44.4861
2021-05-20,44.0586
2021-05-21,44.2047
2021-05-22,44.2047
2021-05-23,44.2047
2021-05-24,43.96
2021-05-25,44.1001
2021-05-26,44.8614
2021-05-27,44.4612
2021-05-28,44.3091
2021-05-29,44.3091
2021-05-30,44.3091
2021-05-31,44.3091
2021-06-01,43.2504
2021-06-02,42.3972
2021-06-03,41.9338
2021-06-04,42.0502
2021-06-05,42.0502
2021-06-06,42.0502
2021-06-07,41.9682
2021-06-08,42.4899
2021-06-09,42.1251
2021-06-10,41.9908
2021-06-11,43.1137
2021-06-12,43.1137
2021-06-13,43.1137
2021-06-14,42.7061
2021-06-15,42.2724
2021-06-16,42.7572
2021-06-17,42.0977
2021-06-18,41.7199
2021-06-19,41.7199
2021-06-20,41.7199
2021-06-21,42.7299
2021-06-22,43.3098
2021-06-23,43.2718
2021-06-24,44.2188
2021-06-25,44.624
2021-06-26,44.624
2021-06-27,44.624
2021-06-28,43.8017
2021-06-29,43.7578
2021-06-30,44.1452
2021-07-01,44.6537
2021-07-02,45.3263
2021-07-03,45.3263
2021-07-04,45.3263
2021-07-05,45.3263
2021-07-06,45.6543
2021-07-07,44.5016
2021-07-08,44.1701
2021-07-09,45.0839
2021-07-10,45.0839
2021-07-11,45.0839
2021-07-12,45.1303
2021-07-13,45.0625
2021-07-14,45.2016
2021-07-15,45.0471
2021-07-16,43.9657
2021-07-17,43.9657
2021-07-18,43.9657
2021-07-19,42.8737
2021-07-20,43.7578
2021-07-21,44.6074
2021-07-22,44.5242
2021-07-23,45.0934
2021-07-24,45.0934
2021-07-25,45.0934
2021-07-26,45.0649
2021-07-27,44.4838
2021-07-28,44.4434
2021-07-29,45.0399
2021-07-30,31.302
2021-07-31,31.302
2021-08-01,31.302
2021-08-02,30.9594
2021-08-03,31.6176
2021-08-04,31.1205
2021-08-05,31.3748
2021-08-06,31.5841
2021-08-07,31.5841
2021-08-08,31.5841
2021-08-09,31.217
2021-08-10,32.7246
2021-08-11,32.7606
2021-08-12,32.2177
2021-08-13,31.9601
2021-08-14,31.9601
2021-08-15,31.9601
2021-08-16,31.7925
2021-08-17,30.827
2021-08-18,31.4859
2021-08-19,32.454
2021-08-20,32.342
2021-08-21,32.342
2021-08-22,32.342
2021-08-23,31.8931
2021-08-24,32.2169
2021-08-25,32.557
2021-08-26,29.9856
2021-08-27,29.2908
2021-08-28,29.2908
2021-08-29,29.2908
2021-08-30,28.6517
2021-08-31,28.4682
2021-09-01,28.8483
2021-09-02,28.7131
2021-09-03,28.3051
2021-09-04,28.3051
2021-09-05,28.3051
2021-09-06,28.3051
2021-09-07,28.2715
2021-09-08,27.8708
2021-09-09,28.0331
2021-09-10,27.4571
2021-09-11,27.4571
2021-09-12,27.4571
2021-09-13,27.6816
2021-09-14,27.7258
2021-09-15,27.4931
2021-09-16,27.888
2021-09-17,28.1953
2021-09-18,28.1953
2021-09-19,28.1953
2021-09-20,27.8758
2021-09-21,28.0298
2021-09-22,28.242
2021-09-23,28.7787
2021-09-24,28.9082
2021-09-25,28.9082
2021-09-26,28.9082
2021-09-27,29.1523
2021-09-28,28.7615
2021-09-29,28.7705
2021-09-30,27.1637
2021-10-01,27.276
2021-10-02,27.276
2021-10-03,27.276
2021-10-04,26.6451
2021-10-05,26.6606
2021-10-06,26.0977
2021-10-07,26.7663
2021-10-08,26.6623
2021-10-09,26.6623
2021-10-10,26.6623
2021-10-11,25.6979
2021-10-12,25.8577
2021-10-13,25.5742
2021-10-14,26.0347
2021-10-15,25.9642
2021-10-16,25.9642
2021-10-17,25.9642
2021-10-18,26.505
2021-10-19,26.2739
2021-10-20,26.5402
2021-10-21,26.9425
2021-10-22,26.7352
2021-10-23,26.7352
2021-10-24,26.7352
2021-10-25,26.6246
2021-10-26,26.6393
2021-10-27,26.1756
2021-10-28,26.532
2021-10-29,24.3
2021-10-30,24.3
2021-10-31,24.3
2021-11-01,25.1232
2021-11-02,25.1016
2021-11-03,25.3829
2021-11-04,25.6062
2021-11-05,25.9069
2021-11-06,25.9069
2021-11-07,25.9069
2021-11-08,25.5757
2021-11-09,26.0088
2021-11-10,25.5161
2021-11-11,23.8185
2021-11-12,23.7962
2021-11-13,23.7962
2021-11-14,23.7962
2021-11-15,23.881
2021-11-16,24.1556
2021-11-17,24.2621
2021-11-18,24.1981
2021-11-19,23.4575
2021-11-20,23.4575
2021-11-21,23.4575
2021-11-22,23.3109
2021-11-23,25.0022
2021-11-24,25.3403
2021-11-25,25.3403
2021-11-26,24.8756
2021-11-27,24.8756
2021-11-28,24.8756
2021-11-29,25.5845
2021-11-30,25.5666
2021-12-01,24.638
2021-12-02,25.557
2021-12-03,25.2263
2021-12-04,25.2263
2021-12-05,25.2263
2021-12-06,25.1958
2021-12-07,25.5808
2021-12-08,25.3224
2021-12-09,25.1578
2021-12-10,25.274
2021-12-11,25.274
2021-12-12,25.274
2021-12-13,24.4526
2021-12-14,24.5948
2021-12-15,24.5084
2021-12-16,23.9469
2021-12-17,24.3833
2021-12-18,24.3833
2021-12-19,24.3833
2021-12-20,23.9797
2021-12-21,24.7743
2021-12-22,25.0506
2021-12-23,25.1243
2021-12-24,25.1243
2021-12-25,25.1243
2021-12-26,25.1243
2021-12-27,25.277
2021-12-28,25.3216
2021-12-29,25.487
2021-12-30,25.5741
2021-12-31,25.446
2022-01-01,25.446
2022-01-02,25.446
2022-01-03,25.2591
2022-01-04,24.95
2022-01-05,24.1658
2022-01-06,23.754
2022-01-07,22.6139
2022-01-08,22.6139
2022-01-09,22.6139
2022-01-10,22.1313
2022-01-11,22.1812
2022-01-12,22.0062
2022-01-13,21.5482
2022-01-14,20.8646
2022-01-15,20.8646
2022-01-16,20.8646
2022-01-17,20.8646
2022-01-18,20.0521
2022-01-19,20.4185
2022-01-20,19.81
2022-01-21,19.6626
2022-01-22,19.6626
2022-01-23,19.6626
2022-01-24,20.8355
2022-01-25,20.9897
2022-01-26,20.8147
2022-01-27,20.4542
2022-01-28,20.5389
2022-01-29,20.5389
2022-01-30,20.5389
2022-01-31,21.0248
2022-02-01,21.1229
2022-02-02,20.5953
2022-02-03,20.4408
2022-02-04,20.0347
2022-02-05,20.0347
2022-02-06,20.0347
2022-02-07,19.9871
2022-02-08,20.364
2022-02-09,20.7402
2022-02-10,20.8616
2022-02-11,20.525
2022-02-12,20.525
2022-02-13,20.525
2022-02-14,20.1218
2022-02-15,20.6662
2022-02-16,20.4555
2022-02-17,19.6044
2022-02-18,19.8634
2022-02-19,19.8634
2022-02-20,19.8634
2022-02-21,19.8634
2022-02-22,19.8349
2022-02-23,19.054
2022-02-24,19.6666
2022-02-25,20.1986
2022-02-26,20.1986
2022-02-27,20.1986
2022-02-28,20.2169
2022-03-01,20.0991
2022-03-02,20.7621
2022-03-03,18.5505
2022-03-04,17.5662
2022-03-05,17.5662
2022-03-06,17.5662
2022-03-07,16.358
2022-03-08,16.8966
2022-03-09,17.2816
2022-03-10,18.0017
2022-03-11,18.1027
2022-03-12,18.1027
2022-03-13,18.1027
2022-03-14,17.9541
2022-03-15,18.0544
2022-03-16,18.2353
2022-03-17,18.1967
2022-03-18,18.0582
2022-03-19,18.0582
2022-03-20,18.0582
2022-03-21,17.4329
2022-03-22,17.6216
2022-03-23,16.9446
2022-03-24,17.0743
2022-03-25,17.0109
2022-03-26,17.0109
2022-03-27,17.0109
2022-03-28,17.3148
2022-03-29,18.1624
2022-03-30,17.5619
2022-03-31,16.9628
2022-04-01,16.9467
2022-04-02,16.9467
2022-04-03,16.9467
2022-04-04,17.2938
2022-04-05,17.1366
2022-04-06,17.514
2022-04-07,17.7995
2022-04-08,17.7589
2022-04-09,17.7589
2022-04-10,17.7589
2022-04-11,18.6849
2022-04-12,18.7349
2022-04-13,19.1181
2022-04-14,19.1797
2022-04-15,19.1797
2022-04-16,19.1797
2022-04-17,19.1797
2022-04-18,19.55
2022-04-19,20.1716
2022-04-20,19.8101
2022-04-21,19.4492
2022-04-22,18.8392
2022-04-23,18.8392
2022-04-24,18.8392
2022-04-25,18.8464
2022-04-26,18.4052
2022-04-27,18.6342
2022-04-28,19.1573
2022-04-29,29.77
2022-04-30,29.77
2022-05-01,29.77
2022-05-02,30.6882
2022-05-03,30.3422
2022-05-04,30.9867
2022-05-05,30.2619
2022-05-06,28.9942
2022-05-07,28.9942
2022-05-08,28.9942
2022-05-09,28.0805
2022-05-10,27.445
2022-05-11,26.3662
2022-05-12,26.2045
2022-05-13,26.2576
2022-05-14,26.2576
2022-05-15,26.2576
2022-05-16,26.2531
2022-05-17,26.5223
2022-05-18,26.8185
2022-05-19,26.7891
2022-05-20,23.7936
2022-05-21,23.7936
2022-05-22,23.7936
2022-05-23,24.3296
2022-05-24,23.1988
2022-05-25,24.4246
2022-05-26,25.9523
2022-05-27,26.1513
2022-05-28,26.1513
2022-05-29,26.1513
2022-05-30,26.1513
2022-05-31,25.7749
2022-06-01,25.3962
2022-06-02,26.4361
2022-06-03,26.0654
2022-06-04,26.0654
2022-06-05,26.0654
2022-06-06,26.5198
2022-06-07,26.6882
2022-06-08,26.6701
2022-06-09,26.409
2022-06-10,25.7669
2022-06-11,25.7669
2022-06-12,25.7669
2022-06-13,24.9599
2022-06-14,24.6592
2022-06-15,24.9746
2022-06-16,23.834
2022-06-17,24.3088
2022-06-18,24.3088
2022-06-19,24.3088
2022-06-20,24.3088
2022-06-21,24.2647
2022-06-22,23.6249
2022-06-23,23.6837
2022-06-24,24.8344
2022-06-25,24.8344
2022-06-26,24.8344
2022-06-27,24.4682
2022-06-28,23.4836
2022-06-29,22.9151
2022-06-30,22.1498
2022-07-01,22.3499
2022-07-02,22.3499
2022-07-03,22.3499
2022-07-04,22.3499
2022-07-05,23.3909
2022-07-06,23.4
2022-07-07,24.1664
2022-07-08,23.955
2022-07-09,23.955
2022-07-10,23.955
2022-07-11,23.3638
2022-07-12,23.3276
2022-07-13,23.1129
2022-07-14,22.4708
2022-07-15,22.5884
2022-07-16,22.5884
2022-07-17,22.5884
2022-07-18,22.8472
2022-07-19,23.4226
2022-07-20,23.9324
2022-07-21,24.3257
2022-07-22,24.4286
2022-07-23,24.4286
2022-07-24,24.4286
2022-07-25,23.9075
2022-07-26,22.5692
2022-07-27,23.0699
2022-07-28,23.0417
2022-07-29,30.3569
2022-07-30,30.3569
2022-07-31,30.3569
2022-08-01,31.7045
2022-08-02,31.3884
2022-08-03,32.4587
2022-08-04,32.8567
2022-08-05,32.4125
2022-08-06,32.4125
2022-08-07,32.4125
2022-08-08,33.435
2022-08-09,32.2754
2022-08-10,32.721
2022-08-11,33.7809
2022-08-12,33.7287
2022-08-13,33.7287
2022-08-14,33.7287
2022-08-15,33.1697
2022-08-16,34.3786
2022-08-17,34.6857
2022-08-18,34.5098
2022-08-19,33.6631
2022-08-20,33.6631
2022-08-21,33.6631
2022-08-22,32.2724
2022-08-23,32.9908
2022-08-24,33.7257
2022-08-25,31.0591
2022-08-26,30.7338
2022-08-27,30.7338
2022-08-28,30.7338
2022-08-29,30.506
2022-08-30,30.2206
2022-08-31,30.0506
2022-09-01,30.5859
2022-09-02,30.5341
2022-09-03,30.5341
2022-09-04,30.5341
2022-09-05,30.5341
2022-09-06,29.9811
2022-09-07,31.2351
2022-09-08,31.3208
2022-09-09,31.4628
2022-09-10,31.4628
2022-09-11,31.4628
2022-09-12,31.9937
2022-09-13,30.2073
2022-09-14,29.6868
2022-09-15,29.9057
2022-09-16,30.2206
2022-09-17,30.2206
2022-09-18,30.2206
2022-09-19,29.8332
2022-09-20,29.0569
2022-09-21,28.2022
2022-09-22,27.4938
2022-09-23,27.2129
2022-09-24,27.2129
2022-09-25,27.2129
2022-09-26,26.2887
2022-09-27,26.3197
2022-09-28,26.5977
2022-09-29,25.5537
2022-09-30,25.8657
2022-10-01,25.8657
2022-10-02,25.8657
2022-10-03,26.4217
2022-10-04,27.4909
2022-10-05,27.5781
2022-10-06,27.4022
2022-10-07,26.9112
2022-10-08,26.9112
2022-10-09,26.9112
2022-10-10,26.435
2022-10-11,26.4484
2022-10-12,26.2502
2022-10-13,26.3626
2022-10-14,25.7223
2022-10-15,25.7223
2022-10-16,25.7223
2022-10-17,26.5193
2022-10-18,26.8875
2022-10-19,26.3803
2022-10-20,26.4084
2022-10-21,26.9615
2022-10-22,26.9615
2022-10-23,26.9615
2022-10-24,27.8266
2022-10-25,30.092
2022-10-26,29.7327
2022-10-27,30.1911
2022-10-28,38.2916
2022-10-29,38.2916
2022-10-30,38.2916
2022-10-31,38.9734
2022-11-01,38.4396
2022-11-02,36.8551
2022-11-03,38.0444
2022-11-04,38.213
2022-11-05,38.213
2022-11-06,38.213
2022-11-07,37.4713
2022-11-08,37.0031
2022-11-09,37.2503
2022-11-10,39.5764
2022-11-11,40.4885
2022-11-12,40.4885
2022-11-13,40.4885
2022-11-14,40.9774
2022-11-15,41.5336
2022-11-16,40.2095
2022-11-17,40.4548
2022-11-18,41.764
2022-11-19,41.764
2022-11-20,41.764
2022-11-21,41.7228
2022-11-22,47.5832
2022-11-23,48.6524
2022-11-24,48.6524
2022-11-25,48.82
2022-11-26,48.82
2022-11-27,48.82
2022-11-28,48.684
2022-11-29,48.0544
2022-11-30,48.6487
2022-12-01,48.4493
2022-12-02,49.4925
2022-12-03,49.4925
2022-12-04,49.4925
2022-12-05,49.5018
2022-12-06,49.3882
2022-12-07,49.174
2022-12-08,49.2503
2022-12-09,48.5071
2022-12-10,48.5071
2022-12-11,48.5071
2022-12-12,48.6244
2022-12-13,48.8331
2022-12-14,48.7399
2022-12-15,47.8589
2022-12-16,46.8083
2022-12-17,46.8083
2022-12-18,46.8083
2022-12-19,47.151
2022-12-20,47.3932
2022-12-21,48.1196
2022-12-22,48.1588
2022-12-23,49.5167
2022-12-24,49.5167
2022-12-25,49.5167
2022-12-26,49.5167
2022-12-27,50.3661
2022-12-28,50.0364
2022-12-29,50.5393
2022-12-30,49.9675
2022-12-31,49.9675
2023-01-01,49.9675
2023-01-02,49.9675
2023-01-03,50.6008
2023-01-04,52.4841
2023-01-05,53.3167
2023-01-06,53.9072
2023-01-07,53.9072
2023-01-08,53.9072
2023-01-09,53.4229
2023-01-10,53.2925
2023-01-11,54.1084
2023-01-12,53.6911
2023-01-13,54.1568
2023-01-14,54.1568
2023-01-15,54.1568
2023-01-16,54.1568
2023-01-17,54.941
2023-01-18,54.3878
2023-01-19,53.7246
2023-01-20,53.5216
2023-01-21,53.5216
2023-01-22,53.5216
2023-01-23,54.3282
2023-01-24,54.032
2023-01-25,53.8141
2023-01-26,54.1084
2023-01-27,47.8272
2023-01-28,47.8272
2023-01-29,47.8272
2023-01-30,48.3271
2023-01-31,48.406
2023-02-01,49.1306
2023-02-02,48.5703
2023-02-03,48.4781
2023-02-04,48.4781
2023-02-05,48.4781
2023-02-06,48.5183
2023-02-07,48.0487
2023-02-08,47.2955
2023-02-09,47.0858
2023-02-10,47.3391
2023-02-11,47.3391
2023-02-12,47.3391
2023-02-13,48.0453
2023-02-14,48.4328
2023-02-15,48.2332
2023-02-16,47.9145
2023-02-17,48.0889
2023-02-18,48.0889
2023-02-19,48.0889
2023-02-20,48.0889
2023-02-21,47.1009
2023-02-22,47.2821
2023-02-23,47.1395
2023-02-24,47.4767
2023-02-25,47.4767
2023-02-26,47.4767
2023-02-27,46.2723
2023-02-28,45.7925
2023-03-01,46.2723
2023-03-02,45.4151
2023-03-03,46.1213
2023-03-04,46.1213
2023-03-05,46.1213
2023-03-06,46.5457
2023-03-07,45.8328
2023-03-08,45.9703
2023-03-09,44.6032
2023-03-10,44.9538
2023-03-11,44.9538
2023-03-12,44.9538
2023-03-13,44.1094
2023-03-14,45.3867
2023-03-15,45.3048
