,YORW US Equity
2023-03-19,31.7052
2023-03-20,31.8394
2023-03-21,31.4542
2023-03-22,30.8473
2023-03-23,30.6489
2023-03-24,31.4776
2023-03-25,31.4776
2023-03-26,31.4776
2023-03-27,31.4892
2023-03-28,31.5826
2023-03-29,31.6526
2023-03-30,31.6818
2023-03-31,32.0312
2023-04-01,32.0312
2023-04-02,32.0312
2023-04-03,32.1357
2023-04-04,32.3447
2023-04-05,32.7628
2023-04-06,32.9487
2023-04-07,32.9487
2023-04-08,32.9487
2023-04-09,32.9487
2023-04-10,33.088
2023-04-11,33.088
2023-04-12,32.9022
2023-04-13,32.8732
2023-04-14,32.1821
2023-04-15,32.1821
2023-04-16,32.1821
2023-04-17,31.9499
2023-04-18,31.6014
2023-04-19,31.5318
2023-04-20,31.7756
2023-04-21,31.8163
2023-04-22,31.8163
2023-04-23,31.8163
2023-04-24,31.5085
2023-04-25,31.2646
2023-04-26,30.9743
2023-04-27,30.8059
2023-04-28,30.4865
2023-04-29,30.4865
2023-04-30,30.4865
2023-05-01,30.591
2023-05-02,30.3385
2023-05-03,30.4083
2023-05-04,30.7511
2023-05-05,30.786
2023-05-06,30.786
2023-05-07,30.786
2023-05-08,30.9777
2023-05-09,30.9777
2023-05-10,31.2043
2023-05-11,31.0068
2023-05-12,31.4716
2023-05-13,31.4716
2023-05-14,31.4716
2023-05-15,31.367
2023-05-16,31.3728
2023-05-17,31.2101
2023-05-18,31.1114
2023-05-19,30.6
2023-05-20,30.6
2023-05-21,30.6
2023-05-22,30.9254
2023-05-23,31.0591
2023-05-24,30.7743
2023-05-25,30.4199
2023-05-26,30.722
2023-05-27,30.722
2023-05-28,30.722
2023-05-29,30.722
2023-05-30,30.6233
2023-05-31,30.7162
2023-06-01,30.4199
2023-06-02,31.1172
2023-06-03,31.1172
2023-06-04,31.1172
2023-06-05,30.9487
2023-06-06,31.4309
2023-06-07,32.2154
2023-06-08,32.3606
2023-06-09,32.1747
2023-06-10,32.1747
2023-06-11,32.1747
2023-06-12,31.274
2023-06-13,31.2334
2023-06-14,30.7918
2023-06-15,31.0184
2023-06-16,31.4948
2023-06-17,31.4948
2023-06-18,31.4948
2023-06-19,31.4948
2023-06-20,31.3554
2023-06-21,31.4542
2023-06-22,31.3438
2023-06-23,30.4257
2023-06-24,30.4257
2023-06-25,30.4257
2023-06-26,30.5187
2023-06-27,30.385
2023-06-28,30.3153
2023-06-29,30.019
2023-06-30,28.1692
2023-07-01,28.1692
2023-07-02,28.1692
2023-07-03,28.3039
2023-07-04,28.3039
2023-07-05,28.0561
2023-07-06,27.8784
2023-07-07,27.5822
2023-07-08,27.5822
2023-07-09,27.5822
2023-07-10,27.5176
2023-07-11,28.0723
2023-07-12,28.4116
2023-07-13,28.8101
2023-07-14,28.6485
2023-07-15,28.6485
2023-07-16,28.6485
2023-07-17,28.3739
2023-07-18,28.1154
2023-07-19,28.5516
2023-07-20,29.0148
2023-07-21,28.9232
2023-07-22,28.9232
2023-07-23,28.9232
2023-07-24,28.7186
2023-07-25,28.627
2023-07-26,28.5085
2023-07-27,28.1046
2023-07-28,28.11
2023-07-29,28.11
2023-07-30,28.11
2023-07-31,28.2016
2023-08-01,27.9054
2023-08-02,28.0292
2023-08-03,27.8363
2023-08-04,28.0303
2023-08-05,28.0303
2023-08-06,28.0303
2023-08-07,28.4562
2023-08-08,28.2675
2023-08-09,28.2406
2023-08-10,28.1759
2023-08-11,28.5101
2023-08-12,28.5101
2023-08-13,28.5101
2023-08-14,28.8336
2023-08-15,28.5209
2023-08-16,28.3592
2023-08-17,28.2082
2023-08-18,28.5155
2023-08-19,28.5155
2023-08-20,28.5155
2023-08-21,28.1058
2023-08-22,28.2406
2023-08-23,28.3376
2023-08-24,28.2244
2023-08-25,28.2783
2023-08-26,28.2783
2023-08-27,28.2783
2023-08-28,28.0411
2023-08-29,28.122
2023-08-30,27.8578
2023-08-31,27.9063
2023-09-01,27.7123
2023-09-02,27.7123
2023-09-03,27.7123
2023-09-04,27.7123
2023-09-05,27.6476
2023-09-06,27.5721
2023-09-07,27.6799
2023-09-08,27.7015
2023-09-09,27.7015
2023-09-10,27.7015
2023-09-11,27.6314
2023-09-12,27.6583
2023-09-13,27.7176
2023-09-14,27.971
2023-09-15,27.9333
2023-09-16,27.9333
2023-09-17,27.9333
2023-09-18,27.6907
2023-09-19,27.4104
2023-09-20,27.0546
2023-09-21,27.0815
2023-09-22,26.688
2023-09-23,26.688
2023-09-24,26.688
2023-09-25,26.8874
2023-09-26,26.661
2023-09-27,26.6287
2023-09-28,26.1543
2023-09-29,25.0431
2023-09-30,25.0431
2023-10-01,25.0431
2023-10-02,24.7378
2023-10-03,24.4732
2023-10-04,24.5852
2023-10-05,24.8141
2023-10-06,25.1093
2023-10-07,25.1093
2023-10-08,25.1093
2023-10-09,25.2263
2023-10-10,25.1805
2023-10-11,25.1195
2023-10-12,24.865
2023-10-13,24.6615
2023-10-14,24.6615
2023-10-15,24.6615
2023-10-16,24.6615
2023-10-17,24.6971
2023-10-18,24.3562
2023-10-19,24.2951
2023-10-20,24.0966
2023-10-21,24.0966
2023-10-22,24.0966
2023-10-23,23.9389
2023-10-24,24.0916
2023-10-25,24.0814
2023-10-26,24.3714
2023-10-27,24.1882
2023-10-28,24.1882
2023-10-29,24.1882
2023-10-30,24.0407
2023-10-31,24.3205
2023-11-01,24.3714
2023-11-02,24.5953
2023-11-03,25.2468
2023-11-04,25.2468
2023-11-05,25.2468
2023-11-06,25.257
2023-11-07,25.1347
2023-11-08,24.9463
2023-11-09,24.6917
2023-11-10,24.5694
2023-11-11,24.5694
2023-11-12,24.5694
2023-11-13,24.5083
2023-11-14,25.7357
2023-11-15,25.4301
2023-11-16,25.4658
2023-11-17,25.3486
2023-11-18,25.3486
2023-11-19,25.3486
2023-11-20,24.9514
2023-11-21,24.9158
2023-11-22,25.15
2023-11-23,25.15
2023-11-24,25.4454
2023-11-25,25.4454
2023-11-26,25.4454
2023-11-27,25.3792
2023-11-28,25.15
2023-11-29,25.257
2023-11-30,25.3588
2023-12-01,25.6898
2023-12-02,25.6898
2023-12-03,25.6898
2023-12-04,26.1024
2023-12-05,25.8936
2023-12-06,26.0412
2023-12-07,26.0412
2023-12-08,25.9394
2023-12-09,25.9394
2023-12-10,25.9394
2023-12-11,25.5727
2023-12-12,25.6644
2023-12-13,26.3774
2023-12-14,26.3162
2023-12-15,25.532
2023-12-16,25.532
2023-12-17,25.532
2023-12-18,25.5931
2023-12-19,25.9241
2023-12-20,25.5371
2023-12-21,25.5523
2023-12-22,25.6593
2023-12-23,25.6593
2023-12-24,25.6593
2023-12-25,25.6593
2023-12-26,26.0871
2023-12-27,26.1125
2023-12-28,25.8834
2023-12-29,24.8252
2023-12-30,24.8252
2023-12-31,24.8252
2024-01-01,24.8252
2024-01-02,24.6991
2024-01-03,24.413
2024-01-04,24.2238
2024-01-05,24.0492
2024-01-06,24.0492
2024-01-07,24.0492
2024-01-08,24.1753
2024-01-09,23.9765
2024-01-10,24.4081
2024-01-11,23.8698
2024-01-12,23.9813
2024-01-13,23.9813
2024-01-14,23.9813
2024-01-15,23.9813
2024-01-16,23.7291
2024-01-17,23.5158
2024-01-18,23.4236
2024-01-19,23.4867
2024-01-20,23.4867
2024-01-21,23.4867
2024-01-22,23.8261
2024-01-23,23.7291
2024-01-24,23.2878
2024-01-25,23.3945
2024-01-26,23.3654
2024-01-27,23.3654
2024-01-28,23.3654
2024-01-29,23.5545
2024-01-30,23.3897
2024-01-31,23.4964
2024-02-01,23.8504
2024-02-02,23.5545
2024-02-03,23.5545
2024-02-04,23.5545
2024-02-05,23.3072
2024-02-06,23.4915
2024-02-07,23.38
2024-02-08,23.6127
2024-02-09,23.8504
2024-02-10,23.8504
2024-02-11,23.8504
2024-02-12,24.1511
2024-02-13,23.3363
2024-02-14,23.4721
2024-02-15,24.0298
2024-02-16,23.8649
2024-02-17,23.8649
2024-02-18,23.8649
2024-02-19,23.8649
2024-02-20,23.8552
2024-02-21,23.7388
2024-02-22,23.4867
2024-02-23,23.3751
2024-02-24,23.3751
2024-02-25,23.3751
2024-02-26,23.3363
2024-02-27,23.2733
2024-02-28,23.0502
2024-02-29,23.2636
2024-03-01,23.4915
2024-03-02,23.4915
2024-03-03,23.4915
2024-03-04,23.443
2024-03-05,23.1086
2024-03-06,23.2105
2024-03-07,23.1959
2024-03-08,23.3124
2024-03-09,23.3124
2024-03-10,23.3124
2024-03-11,23.56
2024-03-12,23.3464
2024-03-13,23.6716
2024-03-14,23.3998
2024-03-15,23.4047
2024-03-16,23.4047
2024-03-17,23.4047
2024-03-18,23.1959
2024-03-19,23.2105
2024-03-20,23.3173
2024-03-21,23.5212
2024-03-22,23.2979
2024-03-23,23.2979
2024-03-24,23.2979
2024-03-25,23.2785
2024-03-26,23.2348
2024-03-27,23.5551
2024-03-28,23.7007
2024-03-29,23.7007
2024-03-30,23.7007
2024-03-31,23.7007
2024-04-01,23.4726
2024-04-02,23.2154
2024-04-03,23.0455
2024-04-04,23.1328
2024-04-05,22.9144
2024-04-06,22.9144
2024-04-07,22.9144
2024-04-08,23.1183
