,DRI US Equity
2020-10-01,69.934
2020-10-02,69.934
2020-10-03,69.934
2020-10-04,69.934
2020-10-05,69.934
2020-10-06,69.934
2020-10-07,69.934
2020-10-08,69.934
2020-10-09,69.934
2020-10-10,69.934
2020-10-11,69.934
2020-10-12,69.934
2020-10-13,69.934
2020-10-14,69.934
2020-10-15,69.934
2020-10-16,69.934
2020-10-17,69.934
2020-10-18,69.934
2020-10-19,69.934
2020-10-20,69.934
2020-10-21,69.934
2020-10-22,69.934
2020-10-23,69.934
2020-10-24,69.934
2020-10-25,69.934
2020-10-26,69.934
2020-10-27,69.934
2020-10-28,69.934
2020-10-29,69.934
2020-10-30,69.934
2020-10-31,69.934
2020-11-01,69.934
2020-11-02,69.934
2020-11-03,69.934
2020-11-04,69.934
2020-11-05,69.934
2020-11-06,69.934
2020-11-07,69.934
2020-11-08,69.934
2020-11-09,69.934
2020-11-10,69.934
2020-11-11,69.934
2020-11-12,69.934
2020-11-13,69.934
2020-11-14,69.934
2020-11-15,69.934
2020-11-16,69.934
2020-11-17,69.934
2020-11-18,69.934
2020-11-19,69.934
2020-11-20,69.934
2020-11-21,69.934
2020-11-22,69.934
2020-11-23,69.934
2020-11-24,69.934
2020-11-25,69.934
2020-11-26,69.934
2020-11-27,69.934
2020-11-28,69.934
2020-11-29,69.934
2020-11-30,69.934
2020-12-01,69.934
2020-12-02,69.934
2020-12-03,69.934
2020-12-04,69.934
2020-12-05,69.934
2020-12-06,69.934
2020-12-07,69.934
2020-12-08,69.934
2020-12-09,69.934
2020-12-10,69.934
2020-12-11,69.934
2020-12-12,69.934
2020-12-13,69.934
2020-12-14,69.934
2020-12-15,69.934
2020-12-16,69.934
2020-12-17,69.934
2020-12-18,69.934
2020-12-19,69.934
2020-12-20,69.934
2020-12-21,69.934
2020-12-22,69.934
2020-12-23,69.934
2020-12-24,69.934
2020-12-25,69.934
2020-12-26,69.934
2020-12-27,69.934
2020-12-28,69.934
2020-12-29,69.934
2020-12-30,69.934
2020-12-31,69.934
2021-01-01,69.934
2021-01-02,69.934
2021-01-03,69.934
2021-01-04,69.934
2021-01-05,69.934
2021-01-06,69.934
2021-01-07,69.934
2021-01-08,69.934
2021-01-09,69.934
2021-01-10,69.934
2021-01-11,69.934
2021-01-12,69.934
2021-01-13,69.934
2021-01-14,69.934
2021-01-15,69.934
2021-01-16,69.934
2021-01-17,69.934
2021-01-18,69.934
2021-01-19,69.934
2021-01-20,69.934
2021-01-21,69.934
2021-01-22,69.934
2021-01-23,69.934
2021-01-24,69.934
2021-01-25,69.934
2021-01-26,69.934
2021-01-27,69.934
2021-01-28,69.934
2021-01-29,69.934
2021-01-30,69.934
2021-01-31,69.934
2021-02-01,69.934
2021-02-02,69.934
2021-02-03,69.934
2021-02-04,69.934
2021-02-05,69.934
2021-02-06,69.934
2021-02-07,69.934
2021-02-08,69.934
2021-02-09,69.934
2021-02-10,69.934
2021-02-11,69.934
2021-02-12,69.934
2021-02-13,69.934
2021-02-14,69.934
2021-02-15,69.934
2021-02-16,69.934
2021-02-17,69.934
2021-02-18,69.934
2021-02-19,69.934
2021-02-20,69.934
2021-02-21,69.934
2021-02-22,69.934
2021-02-23,69.934
2021-02-24,69.934
2021-02-25,69.934
2021-02-26,69.934
2021-02-27,69.934
2021-02-28,69.934
2021-03-01,69.934
2021-03-02,69.934
2021-03-03,69.934
2021-03-04,69.934
2021-03-05,69.934
2021-03-06,69.934
2021-03-07,69.934
2021-03-08,69.934
2021-03-09,69.934
2021-03-10,69.934
2021-03-11,69.934
2021-03-12,69.934
2021-03-13,69.934
2021-03-14,69.934
2021-03-15,69.934
2021-03-16,69.934
2021-03-17,69.934
2021-03-18,69.934
2021-03-19,69.934
2021-03-20,69.934
2021-03-21,69.934
2021-03-22,69.934
2021-03-23,69.934
2021-03-24,69.934
2021-03-25,69.934
2021-03-26,69.934
2021-03-27,69.934
2021-03-28,69.934
2021-03-29,69.934
2021-03-30,69.934
2021-03-31,69.934
2021-04-01,69.934
2021-04-02,69.934
2021-04-03,69.934
2021-04-04,69.934
2021-04-05,69.934
2021-04-06,69.934
2021-04-07,69.934
2021-04-08,69.934
2021-04-09,69.934
2021-04-10,69.934
2021-04-11,69.934
2021-04-12,69.934
2021-04-13,69.934
2021-04-14,69.934
2021-04-15,69.934
2021-04-16,69.934
2021-04-17,69.934
2021-04-18,69.934
2021-04-19,69.934
2021-04-20,69.934
2021-04-21,69.934
2021-04-22,69.934
2021-04-23,69.934
2021-04-24,69.934
2021-04-25,69.934
2021-04-26,69.934
2021-04-27,69.934
2021-04-28,69.934
2021-04-29,69.934
2021-04-30,69.934
2021-05-01,69.934
2021-05-02,69.934
2021-05-03,69.934
2021-05-04,69.934
2021-05-05,69.934
2021-05-06,69.934
2021-05-07,69.934
2021-05-08,69.934
2021-05-09,69.934
2021-05-10,69.934
2021-05-11,69.934
2021-05-12,69.934
2021-05-13,69.934
2021-05-14,69.934
2021-05-15,69.934
2021-05-16,69.934
2021-05-17,69.934
2021-05-18,69.934
2021-05-19,69.934
2021-05-20,69.934
2021-05-21,69.934
2021-05-22,69.934
2021-05-23,69.934
2021-05-24,69.934
2021-05-25,69.934
2021-05-26,69.934
2021-05-27,69.934
2021-05-28,35.8927
2021-05-29,35.8927
2021-05-30,35.8927
2021-05-31,35.8927
2021-06-01,34.7027
2021-06-02,34.5494
2021-06-03,34.1218
2021-06-04,34.0613
2021-06-05,34.0613
2021-06-06,34.0613
2021-06-07,34.6946
2021-06-08,35.3945
2021-06-09,34.973
2021-06-10,34.6159
2021-06-11,35.0617
2021-06-12,35.0617
2021-06-13,35.0617
2021-06-14,34.737
2021-06-15,34.5776
2021-06-16,34.5272
2021-06-17,33.6095
2021-06-18,33.2444
2021-06-19,33.2444
2021-06-20,33.2444
2021-06-21,33.916
2021-06-22,34.3537
2021-06-23,34.3235
2021-06-24,35.211
2021-06-25,36.0702
2021-06-26,36.0702
2021-06-27,36.0702
2021-06-28,35.6083
2021-06-29,36.0057
2021-06-30,36.4494
2021-07-01,36.8891
2021-07-02,36.881
2021-07-03,36.881
2021-07-04,36.881
2021-07-05,36.881
2021-07-06,37.0323
2021-07-07,37.0142
2021-07-08,36.0379
2021-07-09,36.9718
2021-07-10,36.9718
2021-07-11,36.9718
2021-07-12,37.2481
2021-07-13,36.7338
2021-07-14,36.7257
2021-07-15,36.2114
2021-07-16,35.5922
2021-07-17,35.5922
2021-07-18,35.5922
2021-07-19,34.1964
2021-07-20,35.6184
2021-07-21,36.2497
2021-07-22,36.0884
2021-07-23,36.1351
2021-07-24,36.1351
2021-07-25,36.1351
2021-07-26,36.7055
2021-07-27,37.141
2021-07-28,36.8769
2021-07-29,37.2861
2021-07-30,36.4092
2021-07-31,36.4092
2021-08-01,36.4092
2021-08-02,36.7781
2021-08-03,36.6007
2021-08-04,36.514
2021-08-05,36.125
2021-08-06,36.1714
2021-08-07,36.1714
2021-08-08,36.1714
2021-08-09,34.7729
2021-08-10,35.1727
2021-08-11,35.3475
2021-08-12,35.5223
2021-08-13,35.5283
2021-08-14,35.5283
2021-08-15,35.5283
2021-08-16,35.1727
2021-08-17,34.56
2021-08-18,34.5278
2021-08-19,34.4776
2021-08-20,34.9899
2021-08-21,34.9899
2021-08-22,34.9899
2021-08-23,35.5845
2021-08-24,36.3078
2021-08-25,37.1696
2021-08-26,36.8301
2021-08-27,28.4743
2021-08-28,28.4743
2021-08-29,28.4743
2021-08-30,27.992
2021-08-31,28.1115
2021-09-01,28.1891
2021-09-02,28.098
2021-09-03,27.7232
2021-09-04,27.7232
2021-09-05,27.7232
2021-09-06,27.7232
2021-09-07,27.6485
2021-09-08,27.6067
2021-09-09,27.7426
2021-09-10,27.8143
2021-09-11,27.8143
2021-09-12,27.8143
2021-09-13,27.9562
2021-09-14,27.8083
2021-09-15,27.8666
2021-09-16,28.0592
2021-09-17,27.9293
2021-09-18,27.9293
2021-09-19,27.9293
2021-09-20,27.8188
2021-09-21,27.4932
2021-09-22,28.0622
2021-09-23,29.433
2021-09-24,29.3136
2021-09-25,29.3136
2021-09-26,29.3136
2021-09-27,29.4793
2021-09-28,28.891
2021-09-29,28.5639
2021-09-30,28.2339
2021-10-01,28.9044
2021-10-02,28.9044
2021-10-03,28.9044
2021-10-04,28.8387
2021-10-05,28.9292
2021-10-06,29.0139
2021-10-07,28.7849
2021-10-08,28.6035
2021-10-09,28.6035
2021-10-10,28.6035
2021-10-11,28.3685
2021-10-12,28.2481
2021-10-13,27.8584
2021-10-14,28.0086
2021-10-15,27.796
2021-10-16,27.796
2021-10-17,27.796
2021-10-18,27.7439
2021-10-19,27.4019
2021-10-20,26.9096
2021-10-21,27.271
2021-10-22,27.2383
2021-10-23,27.2383
2021-10-24,27.2383
2021-10-25,26.9527
2021-10-26,27.2888
2021-10-27,26.9602
2021-10-28,27.1713
2021-10-29,27.0509
2021-10-30,27.0509
2021-10-31,27.0509
2021-11-01,27.6279
2021-11-02,26.978
2021-11-03,27.2041
2021-11-04,27.3394
2021-11-05,28.5886
2021-11-06,28.5886
2021-11-07,28.5886
2021-11-08,28.425
2021-11-09,28.7567
2021-11-10,28.1737
2021-11-11,28.086
2021-11-12,27.9595
2021-11-13,27.9595
2021-11-14,27.9595
2021-11-15,27.5773
2021-11-16,27.4197
2021-11-17,27.4762
2021-11-18,27.3156
2021-11-19,26.9051
2021-11-20,26.9051
2021-11-21,26.9051
2021-11-22,27.4599
2021-11-23,27.6844
2021-11-24,27.6814
2021-11-25,27.6814
2021-11-26,23.4549
2021-11-27,23.4549
2021-11-28,23.4549
2021-11-29,23.6114
2021-11-30,23.1157
2021-12-01,22.9475
2021-12-02,23.781
2021-12-03,23.6897
2021-12-04,23.6897
2021-12-05,23.6897
2021-12-06,24.2493
2021-12-07,24.4424
2021-12-08,24.7711
2021-12-09,24.6224
2021-12-10,24.9238
2021-12-11,24.9238
2021-12-12,24.9238
2021-12-13,24.3994
2021-12-14,24.5742
2021-12-15,24.5611
2021-12-16,24.3133
2021-12-17,23.361
2021-12-18,23.361
2021-12-19,23.361
2021-12-20,23.1301
2021-12-21,23.7628
2021-12-22,24.0524
2021-12-23,24.5363
2021-12-24,24.5363
2021-12-25,24.5363
2021-12-26,24.5363
2021-12-27,24.7177
2021-12-28,24.6055
2021-12-29,24.5598
2021-12-30,24.6003
2021-12-31,24.7711
2022-01-01,24.7711
2022-01-02,24.7711
2022-01-03,24.5285
2022-01-04,24.8964
2022-01-05,24.3679
2022-01-06,24.0457
2022-01-07,23.8197
2022-01-08,23.8197
2022-01-09,23.8197
2022-01-10,23.9892
2022-01-11,23.7478
2022-01-12,23.5488
2022-01-13,23.6939
2022-01-14,23.4782
2022-01-15,23.4782
2022-01-16,23.4782
2022-01-17,23.4782
2022-01-18,23.0122
2022-01-19,22.9082
2022-01-20,22.5834
2022-01-21,22.423
2022-01-22,22.423
2022-01-23,22.423
2022-01-24,22.6553
2022-01-25,22.7721
2022-01-26,22.7015
2022-01-27,22.4974
2022-01-28,22.9031
2022-01-29,22.9031
2022-01-30,22.9031
2022-01-31,23.0764
2022-02-01,23.0777
2022-02-02,23.2022
2022-02-03,22.9121
2022-02-04,22.8184
2022-02-05,22.8184
2022-02-06,22.8184
2022-02-07,23.1046
2022-02-08,23.2215
2022-02-09,23.9519
2022-02-10,23.9725
2022-02-11,23.658
2022-02-12,23.658
2022-02-13,23.658
2022-02-14,23.5321
2022-02-15,24.0803
2022-02-16,24.2305
2022-02-17,23.459
2022-02-18,23.7016
2022-02-19,23.7016
2022-02-20,23.7016
2022-02-21,23.7016
2022-02-22,23.5938
2022-02-23,22.9711
2022-02-24,23.2946
2022-02-25,20.7697
2022-02-26,20.7697
2022-02-27,20.7697
2022-02-28,20.7853
2022-03-01,20.1921
2022-03-02,20.2566
2022-03-03,19.4409
2022-03-04,19.3185
2022-03-05,19.3185
2022-03-06,19.3185
2022-03-07,17.7327
2022-03-08,18.2802
2022-03-09,18.9312
2022-03-10,19.1326
2022-03-11,18.9802
2022-03-12,18.9802
2022-03-13,18.9802
2022-03-14,18.4449
2022-03-15,18.466
2022-03-16,19.0559
2022-03-17,19.1404
2022-03-18,19.4954
2022-03-19,19.4954
2022-03-20,19.4954
2022-03-21,19.2228
2022-03-22,19.314
2022-03-23,19.1961
2022-03-24,19.3586
2022-03-25,19.0692
2022-03-26,19.0692
2022-03-27,19.0692
2022-03-28,19.1271
2022-03-29,19.5767
2022-03-30,19.2762
2022-03-31,19.4198
2022-04-01,19.0993
2022-04-02,19.0993
2022-04-03,19.0993
2022-04-04,19.235
2022-04-05,18.7007
2022-04-06,18.5888
2022-04-07,18.3181
2022-04-08,18.3649
2022-04-09,18.3649
2022-04-10,18.3649
2022-04-11,18.3768
2022-04-12,18.8116
2022-04-13,18.9246
2022-04-14,18.9105
2022-04-15,18.9105
2022-04-16,18.9105
2022-04-17,18.9105
2022-04-18,19.0398
2022-04-19,19.3397
2022-04-20,19.468
2022-04-21,19.6256
2022-04-22,19.193
2022-04-23,19.193
2022-04-24,19.193
2022-04-25,19.6365
2022-04-26,18.9159
2022-04-27,18.83
2022-04-28,19.1767
2022-04-29,18.9409
2022-04-30,18.9409
2022-05-01,18.9409
2022-05-02,19.0572
2022-05-03,18.8235
2022-05-04,18.9137
2022-05-05,18.4822
2022-05-06,18.7637
2022-05-07,18.7637
2022-05-08,18.7637
2022-05-09,18.2214
2022-05-10,18.416
2022-05-11,17.8302
2022-05-12,18.1203
2022-05-13,18.5431
2022-05-14,18.5431
2022-05-15,18.5431
2022-05-16,18.3594
2022-05-17,18.6453
2022-05-18,17.6095
2022-05-19,17.3041
2022-05-20,17.2585
2022-05-21,17.2585
2022-05-22,17.2585
2022-05-23,17.2759
2022-05-24,17.0976
2022-05-25,17.6791
2022-05-26,18.2192
2022-05-27,18.2183
2022-05-28,18.2183
2022-05-29,18.2183
2022-05-30,18.2183
2022-05-31,18.1067
2022-06-01,17.9919
2022-06-02,18.3084
2022-06-03,18.1904
2022-06-04,18.1904
2022-06-05,18.1904
2022-06-06,18.2054
2022-06-07,18.097
2022-06-08,18.0401
2022-06-09,17.9414
2022-06-10,17.5637
2022-06-11,17.5637
2022-06-12,17.5637
2022-06-13,16.9564
2022-06-14,16.9296
2022-06-15,17.2
2022-06-16,16.6946
2022-06-17,16.9478
2022-06-18,16.9478
2022-06-19,16.9478
2022-06-20,16.9478
2022-06-21,16.8942
2022-06-22,17.0466
2022-06-23,17.0981
2022-06-24,17.5498
2022-06-25,17.5498
2022-06-26,17.5498
2022-06-27,17.7773
2022-06-28,17.0444
2022-06-29,16.9124
2022-06-30,16.832
2022-07-01,16.9639
2022-07-02,16.9639
2022-07-03,16.9639
2022-07-04,16.9639
2022-07-05,17.4103
2022-07-06,17.2172
2022-07-07,17.2783
2022-07-08,17.2247
2022-07-09,17.2247
2022-07-10,17.2247
2022-07-11,17.0809
2022-07-12,17.1227
2022-07-13,17.1732
2022-07-14,17.1581
2022-07-15,17.2579
2022-07-16,17.2579
2022-07-17,17.2579
2022-07-18,17.1871
2022-07-19,17.5906
2022-07-20,17.773
2022-07-21,17.7515
2022-07-22,17.6328
2022-07-23,17.6328
2022-07-24,17.6328
2022-07-25,17.3587
2022-07-26,16.9674
2022-07-27,17.6456
2022-07-28,18.1904
2022-07-29,17.9675
2022-07-30,17.9675
2022-07-31,17.9675
2022-08-01,17.9953
2022-08-02,17.9302
2022-08-03,18.2213
2022-08-04,18.1051
2022-08-05,17.8705
2022-08-06,17.8705
2022-08-07,17.8705
2022-08-08,17.9108
2022-08-09,17.9583
2022-08-10,18.3895
2022-08-11,18.4264
2022-08-12,18.6036
2022-08-13,18.6036
2022-08-14,18.6036
2022-08-15,18.6352
2022-08-16,18.8609
2022-08-17,18.6869
2022-08-18,18.6521
2022-08-19,18.3041
2022-08-20,18.3041
2022-08-21,18.3041
2022-08-22,18.1006
2022-08-23,18.0827
2022-08-24,18.1576
2022-08-25,18.4707
2022-08-26,18.5314
2022-08-27,18.5314
2022-08-28,18.5314
2022-08-29,18.502
2022-08-30,18.3583
2022-08-31,18.3942
2022-09-01,18.6359
2022-09-02,18.5531
2022-09-03,18.5531
2022-09-04,18.5531
2022-09-05,18.5531
2022-09-06,18.3398
2022-09-07,18.8666
2022-09-08,19.129
2022-09-09,19.1921
2022-09-10,19.1921
2022-09-11,19.1921
2022-09-12,19.4849
2022-09-13,18.9385
2022-09-14,19.1116
2022-09-15,19.1257
2022-09-16,19.0441
2022-09-17,19.0441
2022-09-18,19.0441
2022-09-19,19.3543
2022-09-20,19.3783
2022-09-21,19.2182
2022-09-22,18.5836
2022-09-23,18.2505
2022-09-24,18.2505
2022-09-25,18.2505
2022-09-26,18.1166
2022-09-27,18.3801
2022-09-28,18.8307
2022-09-29,19.0049
2022-09-30,18.6783
2022-10-01,18.6783
2022-10-02,18.6783
2022-10-03,18.5793
2022-10-04,19.2979
2022-10-05,19.3936
2022-10-06,19.0034
2022-10-07,18.5883
2022-10-08,18.5883
2022-10-09,18.5883
2022-10-10,18.6948
2022-10-11,18.8969
2022-10-12,19.0849
2022-10-13,19.3795
2022-10-14,19.0588
2022-10-15,19.0588
2022-10-16,19.0588
2022-10-17,19.2675
2022-10-18,19.4305
2022-10-19,19.3827
2022-10-20,19.299
2022-10-21,19.4175
2022-10-22,19.4175
2022-10-23,19.4175
2022-10-24,19.4914
2022-10-25,19.7055
2022-10-26,19.9826
2022-10-27,20.2228
2022-10-28,20.4141
2022-10-29,20.4141
2022-10-30,20.4141
2022-10-31,20.4848
2022-11-01,20.4739
2022-11-02,20.112
2022-11-03,20.0859
2022-11-04,20.2891
2022-11-05,20.2891
2022-11-06,20.2891
2022-11-07,20.1261
2022-11-08,20.1587
2022-11-09,20.1055
2022-11-10,20.7228
2022-11-11,20.2696
2022-11-12,20.2696
2022-11-13,20.2696
2022-11-14,20.4185
2022-11-15,20.4804
2022-11-16,20.7336
2022-11-17,20.801
2022-11-18,20.9195
2022-11-19,20.9195
2022-11-20,20.9195
2022-11-21,20.8717
2022-11-22,21.0119
2022-11-23,21.0488
2022-11-24,21.0488
2022-11-25,21.3917
2022-11-26,21.3917
2022-11-27,21.3917
2022-11-28,21.2196
2022-11-29,21.0157
2022-11-30,21.2382
2022-12-01,21.0913
2022-12-02,21.0727
2022-12-03,21.0727
2022-12-04,21.0727
2022-12-05,20.86
2022-12-06,20.7855
2022-12-07,20.7142
2022-12-08,20.8852
2022-12-09,20.7537
2022-12-10,20.7537
2022-12-11,20.7537
2022-12-12,20.9642
2022-12-13,21.0234
2022-12-14,20.905
2022-12-15,20.7855
2022-12-16,20.461
2022-12-17,20.461
2022-12-18,20.461
2022-12-19,20.302
2022-12-20,20.4413
2022-12-21,20.313
2022-12-22,20.1771
2022-12-23,20.3448
2022-12-24,20.3448
2022-12-25,20.3448
2022-12-26,20.3448
2022-12-27,20.2242
2022-12-28,20.3426
2022-12-29,20.4807
2022-12-30,20.2889
2022-12-31,20.2889
2023-01-01,20.2889
2023-01-02,20.2889
2023-01-03,20.4676
2023-01-04,20.7168
2023-01-05,20.8552
2023-01-06,21.1474
2023-01-07,21.1474
2023-01-08,21.1474
2023-01-09,21.2695
2023-01-10,21.5104
2023-01-11,21.4385
2023-01-12,21.3349
2023-01-13,21.4548
2023-01-14,21.4548
2023-01-15,21.4548
2023-01-16,21.4548
2023-01-17,21.3687
2023-01-18,21.0929
2023-01-19,20.9741
2023-01-20,21.191
2023-01-21,21.191
2023-01-22,21.191
2023-01-23,21.2695
2023-01-24,21.0384
2023-01-25,21.2346
2023-01-26,21.4003
2023-01-27,21.2989
2023-01-28,21.2989
2023-01-29,21.2989
2023-01-30,21.1408
2023-01-31,21.2553
2023-02-01,21.1561
2023-02-02,21.2499
2023-02-03,21.1954
2023-02-04,21.1954
2023-02-05,21.1954
2023-02-06,21.4537
2023-02-07,21.4319
2023-02-08,21.3076
2023-02-09,21.2324
2023-02-10,21.1517
2023-02-11,21.1517
2023-02-12,21.1517
2023-02-13,21.2411
2023-02-14,21.0743
2023-02-15,21.1125
2023-02-16,21.0144
2023-02-17,21.0504
2023-02-18,21.0504
2023-02-19,21.0504
2023-02-20,21.0504
2023-02-21,21.2411
2023-02-22,21.3578
2023-02-23,21.2891
2023-02-24,19.9297
2023-02-25,19.9297
2023-02-26,19.9297
2023-02-27,19.7355
2023-02-28,19.7689
2023-03-01,19.8378
2023-03-02,20.2022
2023-03-03,20.2231
2023-03-04,20.2231
2023-03-05,20.2231
2023-03-06,20.3202
2023-03-07,20.1385
2023-03-08,20.055
2023-03-09,19.9433
2023-03-10,19.8712
2023-03-11,19.8712
2023-03-12,19.8712
2023-03-13,20.0853
2023-03-14,20.2482
2023-03-15,20.267
2023-03-16,20.5385
2023-03-17,20.3443
2023-03-18,20.3443
2023-03-19,20.3443
2023-03-20,20.5667
2023-03-21,20.7546
2023-03-22,20.6105
2023-03-23,20.5552
2023-03-24,20.7703
2023-03-25,20.7703
2023-03-26,20.7703
2023-03-27,20.8977
2023-03-28,20.9677
2023-03-29,20.9886
2023-03-30,20.9061
2023-03-31,21.0397
2023-04-01,21.0397
2023-04-02,21.0397
2023-04-03,20.9071
2023-04-04,20.7217
2023-04-05,20.7185
2023-04-06,20.3699
