,ENSG US Equity
2023-03-17,14.4804
2023-03-18,14.4804
2023-03-19,14.4804
2023-03-20,14.6502
2023-03-21,14.6708
2023-03-22,14.357
2023-03-23,14.1654
2023-03-24,14.5332
2023-03-25,14.5332
2023-03-26,14.5332
2023-03-27,14.6463
2023-03-28,14.6901
2023-03-29,14.6489
2023-03-30,14.8315
2023-03-31,15.3018
2023-04-01,15.3018
2023-04-02,15.3018
2023-04-03,15.2547
2023-04-04,15.2139
2023-04-05,15.5198
2023-04-06,15.5111
2023-04-07,15.5111
2023-04-08,15.5111
2023-04-09,15.5111
2023-04-10,15.6868
2023-04-11,15.775
2023-04-12,15.6558
2023-04-13,15.6856
2023-04-14,15.6943
2023-04-15,15.6943
2023-04-16,15.6943
2023-04-17,15.6744
2023-04-18,15.6521
2023-04-19,15.6769
2023-04-20,15.6868
2023-04-21,15.7625
2023-04-22,15.7625
2023-04-23,15.7625
2023-04-24,15.8792
2023-04-25,16.1189
2023-04-26,15.8743
2023-04-27,15.4289
2023-04-28,15.5483
2023-04-29,15.5483
2023-04-30,15.5483
2023-05-01,15.5682
2023-05-02,15.2945
2023-05-03,15.1303
2023-05-04,14.9636
2023-05-05,14.9748
2023-05-06,14.9748
2023-05-07,14.9748
2023-05-08,14.9947
2023-05-09,14.8914
2023-05-10,14.9723
2023-05-11,14.9847
2023-05-12,14.9001
2023-05-13,14.9001
2023-05-14,14.9001
2023-05-15,14.9188
2023-05-16,14.8217
2023-05-17,14.8267
2023-05-18,14.772
2023-05-19,14.8976
2023-05-20,14.8976
2023-05-21,14.8976
2023-05-22,14.9101
2023-05-23,14.8815
2023-05-24,14.8926
2023-05-25,14.5306
2023-05-26,14.4883
2023-05-27,14.4883
2023-05-28,14.4883
2023-05-29,14.4883
2023-05-30,14.4236
2023-05-31,14.4933
2023-06-01,14.4759
2023-06-02,14.8665
2023-06-03,14.8665
2023-06-04,14.8665
2023-06-05,14.8591
2023-06-06,15.0867
2023-06-07,15.1788
2023-06-08,15.0581
2023-06-09,15.022
2023-06-10,15.022
2023-06-11,15.022
2023-06-12,15.093
2023-06-13,15.0556
2023-06-14,14.9984
2023-06-15,15.2385
2023-06-16,15.2323
2023-06-17,15.2323
2023-06-18,15.2323
2023-06-19,15.2323
2023-06-20,15.2111
2023-06-21,15.1041
2023-06-22,14.9884
2023-06-23,14.7794
2023-06-24,14.7794
2023-06-25,14.7794
2023-06-26,14.9026
2023-06-27,15.0892
2023-06-28,15.1688
2023-06-29,15.3318
2023-06-30,14.2358
2023-07-01,14.2358
2023-07-02,14.2358
2023-07-03,14.0518
2023-07-04,14.0518
2023-07-05,13.8055
2023-07-06,13.6695
2023-07-07,13.4819
2023-07-08,13.4819
2023-07-09,13.4819
2023-07-10,13.5136
2023-07-11,13.5582
2023-07-12,13.5382
2023-07-13,13.5769
2023-07-14,13.7364
2023-07-15,13.7364
2023-07-16,13.7364
2023-07-17,13.5886
2023-07-18,13.5675
2023-07-19,13.8653
2023-07-20,13.9181
2023-07-21,13.992
2023-07-22,13.992
2023-07-23,13.992
2023-07-24,13.9005
2023-07-25,13.9884
2023-07-26,13.8009
2023-07-27,13.6823
2023-07-28,13.9954
2023-07-29,13.9954
2023-07-30,13.9954
2023-07-31,14.445
2023-08-01,14.1896
2023-08-02,14.4603
2023-08-03,14.6368
2023-08-04,14.4532
2023-08-05,14.4532
2023-08-06,14.4532
2023-08-07,14.4626
2023-08-08,14.4567
2023-08-09,14.4862
2023-08-10,14.545
2023-08-11,14.5897
2023-08-12,14.5897
2023-08-13,14.5897
2023-08-14,14.6133
2023-08-15,14.5674
2023-08-16,14.578
2023-08-17,14.3861
2023-08-18,14.4591
2023-08-19,14.4591
2023-08-20,14.4591
2023-08-21,14.4061
2023-08-22,14.472
2023-08-23,14.5262
2023-08-24,14.4979
2023-08-25,14.5956
2023-08-26,14.5956
2023-08-27,14.5956
2023-08-28,14.5897
2023-08-29,14.5944
2023-08-30,15.0217
2023-08-31,14.8392
2023-09-01,14.711
2023-09-02,14.711
2023-09-03,14.711
2023-09-04,14.711
2023-09-05,14.292
2023-09-06,14.2731
2023-09-07,14.3638
2023-09-08,14.3437
2023-09-09,14.3437
2023-09-10,14.3437
2023-09-11,14.1578
2023-09-12,14.0683
2023-09-13,14.0848
2023-09-14,14.0224
2023-09-15,13.9871
2023-09-16,13.9871
2023-09-17,13.9871
2023-09-18,14.0848
2023-09-19,13.9989
2023-09-20,14.1319
2023-09-21,14.0424
2023-09-22,14.0601
2023-09-23,14.0601
2023-09-24,14.0601
2023-09-25,14.1201
2023-09-26,13.9589
2023-09-27,13.9412
2023-09-28,14.1036
2023-09-29,13.4158
2023-09-30,13.4158
2023-10-01,13.4158
2023-10-02,13.3146
2023-10-03,13.1532
2023-10-04,13.2396
2023-10-05,13.3044
2023-10-06,13.4237
2023-10-07,13.4237
2023-10-08,13.4237
2023-10-09,13.5715
2023-10-10,13.8704
2023-10-11,13.867
2023-10-12,13.5965
2023-10-13,13.7238
2023-10-14,13.7238
2023-10-15,13.7238
2023-10-16,13.7943
2023-10-17,13.9557
2023-10-18,13.9704
2023-10-19,13.8147
2023-10-20,13.7772
2023-10-21,13.7772
2023-10-22,13.7772
2023-10-23,13.7261
2023-10-24,13.8443
2023-10-25,13.7039
2023-10-26,13.7393
2023-10-27,13.9619
2023-10-28,13.9619
2023-10-29,13.9619
2023-10-30,13.7359
2023-10-31,13.882
2023-11-01,13.8717
2023-11-02,14.1366
2023-11-03,14.4985
2023-11-04,14.4985
2023-11-05,14.4985
2023-11-06,14.4711
2023-11-07,14.6116
2023-11-08,14.5796
2023-11-09,14.4654
2023-11-10,14.5922
2023-11-11,14.5922
2023-11-12,14.5922
2023-11-13,14.5819
2023-11-14,15.0203
2023-11-15,14.8605
2023-11-16,14.9769
2023-11-17,15.1139
2023-11-18,15.1139
2023-11-19,15.1139
2023-11-20,15.1721
2023-11-21,15.1779
2023-11-22,15.2441
2023-11-23,15.2441
2023-11-24,15.3662
2023-11-25,15.3662
2023-11-26,15.3662
2023-11-27,15.2612
2023-11-28,15.0979
2023-11-29,15.0591
2023-11-30,15.0774
2023-12-01,15.2384
2023-12-02,15.2384
2023-12-03,15.2384
2023-12-04,15.3605
2023-12-05,15.211
2023-12-06,15.0409
2023-12-07,15.0511
2023-12-08,15.0351
2023-12-09,15.0351
2023-12-10,15.0351
2023-12-11,15.1447
2023-12-12,15.308
2023-12-13,15.6026
2023-12-14,15.5443
2023-12-15,15.5809
2023-12-16,15.5809
2023-12-17,15.5809
2023-12-18,15.6129
2023-12-19,15.8743
2023-12-20,15.4553
2023-12-21,15.6825
2023-12-22,15.7887
2023-12-23,15.7887
2023-12-24,15.7887
2023-12-25,15.7887
2023-12-26,15.8903
2023-12-27,15.8994
2023-12-28,15.8366
2023-12-29,17.0528
2023-12-30,17.0528
2023-12-31,17.0528
2024-01-01,17.0528
2024-01-02,17.3585
2024-01-03,17.1242
2024-01-04,17.257
2024-01-05,17.2783
2024-01-06,17.2783
2024-01-07,17.2783
2024-01-08,17.4387
2024-01-09,17.3109
2024-01-10,17.3347
2024-01-11,17.4988
2024-01-12,17.6992
2024-01-13,17.6992
2024-01-14,17.6992
2024-01-15,17.6992
2024-01-16,17.609
2024-01-17,17.3973
2024-01-18,17.5276
2024-01-19,17.5226
2024-01-20,17.5226
2024-01-21,17.5226
2024-01-22,17.7118
2024-01-23,17.6566
2024-01-24,17.4249
2024-01-25,17.4449
2024-01-26,17.3885
2024-01-27,17.3885
2024-01-28,17.3885
2024-01-29,17.5927
2024-01-30,17.5539
2024-01-31,17.1793
2024-02-01,17.5008
2024-02-02,18.1836
2024-02-03,18.1836
2024-02-04,18.1836
2024-02-05,17.8303
2024-02-06,17.7812
2024-02-07,17.7573
2024-02-08,17.8416
2024-02-09,17.9472
2024-02-10,17.9472
2024-02-11,17.9472
2024-02-12,18.0491
2024-02-13,17.7662
2024-02-14,18.166
2024-02-15,18.0755
2024-02-16,18.2717
2024-02-17,18.2717
2024-02-18,18.2717
2024-02-19,18.2717
2024-02-20,18.2541
2024-02-21,18.454
2024-02-22,18.5508
2024-02-23,18.62
2024-02-24,18.62
2024-02-25,18.62
2024-02-26,18.6137
2024-02-27,18.5798
2024-02-28,18.6539
2024-02-29,18.7042
2024-03-01,18.3245
2024-03-02,18.3245
2024-03-03,18.3245
2024-03-04,18.8388
2024-03-05,18.796
2024-03-06,18.7885
2024-03-07,18.6275
2024-03-08,18.5508
2024-03-09,18.5508
2024-03-10,18.5508
2024-03-11,18.6829
2024-03-12,18.6678
2024-03-13,18.5131
2024-03-14,18.3345
2024-03-15,18.4238
2024-03-16,18.4238
2024-03-17,18.4238
2024-03-18,18.3609
2024-03-19,18.5533
2024-03-20,18.5156
2024-03-21,18.5559
2024-03-22,18.5634
2024-03-23,18.5634
2024-03-24,18.5634
2024-03-25,18.4766
2024-03-26,18.5043
2024-03-27,18.8588
2024-03-28,18.7073
2024-03-29,18.7073
2024-03-30,18.7073
2024-03-31,18.7073
2024-04-01,18.6379
2024-04-02,18.2679
2024-04-03,18.3184
2024-04-04,17.9951
2024-04-05,18.1138
2024-04-06,18.1138
2024-04-07,18.1138
2024-04-08,18.0279
