,ON US Equity
2023-03-20,14.8986
2023-03-21,15.1494
2023-03-22,14.6863
2023-03-23,15.0798
2023-03-24,14.5014
2023-03-25,14.5014
2023-03-26,14.5014
2023-03-27,14.1097
2023-03-28,14.2671
2023-03-29,14.8785
2023-03-30,15.2372
2023-03-31,16.0978
2023-04-01,16.0978
2023-04-02,16.0978
2023-04-03,15.874
2023-04-04,15.3714
2023-04-05,15.0016
2023-04-06,14.774
2023-04-07,14.774
2023-04-08,14.774
2023-04-09,14.774
2023-04-10,15.2081
2023-04-11,15.1172
2023-04-12,14.9732
2023-04-13,15.1873
2023-04-14,15.2498
2023-04-15,15.2498
2023-04-16,15.2498
2023-04-17,15.3427
2023-04-18,15.4942
2023-04-19,15.0603
2023-04-20,14.5563
2023-04-21,14.4578
2023-04-22,14.4578
2023-04-23,14.4578
2023-04-24,14.5791
2023-04-25,13.8155
2023-04-26,14.1186
2023-04-27,13.7454
2023-04-28,14.1205
2023-04-29,14.1205
2023-04-30,14.1205
2023-05-01,15.3378
2023-05-02,15.4971
2023-05-03,15.3852
2023-05-04,15.243
2023-05-05,15.8858
2023-05-06,15.8858
2023-05-07,15.8858
2023-05-08,15.753
2023-05-09,15.4288
2023-05-10,15.6298
2023-05-11,15.7151
2023-05-12,15.9085
2023-05-13,15.9085
2023-05-14,15.9085
2023-05-15,16.1076
2023-05-16,16.2309
2023-05-17,16.7219
2023-05-18,16.885
2023-05-19,16.4811
2023-05-20,16.4811
2023-05-21,16.4811
2023-05-22,16.648
2023-05-23,16.1361
2023-05-24,15.6146
2023-05-25,16.0337
2023-05-26,16.9097
2023-05-27,16.9097
2023-05-28,16.9097
2023-05-29,16.9097
2023-05-30,16.4072
2023-05-31,16.337
2023-06-01,17.1618
2023-06-02,16.9495
2023-06-03,16.9495
2023-06-04,16.9495
2023-06-05,16.7219
2023-06-06,17.2623
2023-06-07,17.4064
2023-06-08,17.5486
2023-06-09,17.3647
2023-06-10,17.3647
2023-06-11,17.3647
2023-06-12,17.7515
2023-06-13,18.0568
2023-06-14,18.0701
2023-06-15,17.7401
2023-06-16,17.579
2023-06-17,17.579
2023-06-18,17.579
2023-06-19,17.579
2023-06-20,17.433
2023-06-21,17.1846
2023-06-22,17.3514
2023-06-23,17.0803
2023-06-24,17.0803
2023-06-25,17.0803
2023-06-26,17.2889
2023-06-27,17.9051
2023-06-28,17.78
2023-06-29,17.9449
2023-06-30,17.7292
2023-07-01,17.7292
2023-07-02,17.7292
2023-07-03,18.1394
2023-07-04,18.1394
2023-07-05,17.4319
2023-07-06,17.3699
2023-07-07,17.4958
2023-07-08,17.4958
2023-07-09,17.4958
2023-07-10,17.9844
2023-07-11,18.1048
2023-07-12,18.4677
2023-07-13,19.0895
2023-07-14,18.6591
2023-07-15,18.6591
2023-07-16,18.6591
2023-07-17,19.507
2023-07-18,19.6
2023-07-19,19.0658
2023-07-20,18.2251
2023-07-21,18.4914
2023-07-22,18.4914
2023-07-23,18.4914
2023-07-24,18.2963
2023-07-25,18.7248
2023-07-26,18.5807
2023-07-27,19.1022
2023-07-28,19.6456
2023-07-29,19.6456
2023-07-30,19.6456
2023-07-31,20.115
2023-08-01,20.177
2023-08-02,19.3534
2023-08-03,19.1949
2023-08-04,19.1239
2023-08-05,19.1239
2023-08-06,19.1239
2023-08-07,19.3571
2023-08-08,18.9544
2023-08-09,18.5372
2023-08-10,18.2894
2023-08-11,17.7136
2023-08-12,17.7136
2023-08-13,17.7136
2023-08-14,18.1782
2023-08-15,17.6334
2023-08-16,17.2781
2023-08-17,16.8864
2023-08-18,17.0139
2023-08-19,17.0139
2023-08-20,17.0139
2023-08-21,17.433
2023-08-22,17.3128
2023-08-23,17.4057
2023-08-24,16.8736
2023-08-25,17.3036
2023-08-26,17.3036
2023-08-27,17.3036
2023-08-28,17.5423
2023-08-29,18.2675
2023-08-30,18.4934
2023-08-31,18.4224
2023-09-01,18.5936
2023-09-02,18.5936
2023-09-03,18.5936
2023-09-04,18.5936
2023-09-05,18.5772
2023-09-06,18.61
2023-09-07,18.4315
2023-09-08,18.324
2023-09-09,18.324
2023-09-10,18.324
2023-09-11,18.3112
2023-09-12,18.1181
2023-09-13,18.1254
2023-09-14,18.0598
2023-09-15,17.4458
2023-09-16,17.4458
2023-09-17,17.4458
2023-09-18,17.7191
2023-09-19,17.6535
2023-09-20,17.3984
2023-09-21,17.0504
2023-09-22,17.5751
2023-09-23,17.5751
2023-09-24,17.5751
2023-09-25,17.6936
2023-09-26,16.9083
2023-09-27,17.2545
2023-09-28,17.6189
2023-09-29,15.6672
2023-09-30,15.6672
2023-10-01,15.6672
2023-10-02,15.736
2023-10-03,15.1439
2023-10-04,15.1816
2023-10-05,14.8831
2023-10-06,15.3358
2023-10-07,15.3358
2023-10-08,15.3358
2023-10-09,15.3358
2023-10-10,15.7278
2023-10-11,16.0264
2023-10-12,15.6836
2023-10-13,15.0422
2023-10-14,15.0422
2023-10-15,15.0422
2023-10-16,15.4605
2023-10-17,15.4605
2023-10-18,15.116
2023-10-19,14.6929
2023-10-20,14.3353
2023-10-21,14.3353
2023-10-22,14.3353
2023-10-23,14.1352
2023-10-24,14.3779
2023-10-25,13.7333
2023-10-26,14.0007
2023-10-27,14.1204
2023-10-28,14.1204
2023-10-29,14.1204
2023-10-30,11.1385
2023-10-31,10.6758
2023-11-01,11.036
2023-11-02,11.329
2023-11-03,11.5942
2023-11-04,11.5942
2023-11-05,11.5942
2023-11-06,11.2635
2023-11-07,11.3568
2023-11-08,11.2668
2023-11-09,10.9558
2023-11-10,11.4518
2023-11-11,11.4518
2023-11-12,11.4518
2023-11-13,11.3323
2023-11-14,11.8742
2023-11-15,12.0657
2023-11-16,11.7923
2023-11-17,11.8856
2023-11-18,11.8856
2023-11-19,11.8856
2023-11-20,11.992
2023-11-21,11.6171
2023-11-22,11.645
2023-11-23,11.645
2023-11-24,11.7628
2023-11-25,11.7628
2023-11-26,11.7628
2023-11-27,11.6646
2023-11-28,11.7334
2023-11-29,12.1459
2023-11-30,12.0984
2023-12-01,12.565
2023-12-02,12.565
2023-12-03,12.565
2023-12-04,12.3882
2023-12-05,12.254
2023-12-06,12.4439
2023-12-07,12.8367
2023-12-08,12.8859
2023-12-09,12.8859
2023-12-10,12.8859
2023-12-11,13.4195
2023-12-12,13.2542
2023-12-13,13.6913
2023-12-14,14.5344
2023-12-15,14.4427
2023-12-16,14.4427
2023-12-17,14.4427
2023-12-18,14.1333
2023-12-19,14.2937
2023-12-20,13.7093
2023-12-21,14.1153
2023-12-22,14.1742
2023-12-23,14.1742
2023-12-24,14.1742
2023-12-25,14.1742
2023-12-26,14.4133
2023-12-27,14.3445
2023-12-28,14.333
2023-12-29,14.554
2023-12-30,14.554
2023-12-31,14.554
2024-01-01,14.554
2024-01-02,14.2029
2024-01-03,13.8416
2024-01-04,13.3167
2024-01-05,13.2323
2024-01-06,13.2323
2024-01-07,13.2323
2024-01-08,13.6104
2024-01-09,13.4568
2024-01-10,13.2171
2024-01-11,13.0179
2024-01-12,12.8559
2024-01-13,12.8559
2024-01-14,12.8559
2024-01-15,12.8559
2024-01-16,12.9116
2024-01-17,12.6533
2024-01-18,12.8137
2024-01-19,12.9234
2024-01-20,12.9234
2024-01-21,12.9234
2024-01-22,13.1462
2024-01-23,13.4095
2024-01-24,13.1395
2024-01-25,12.7242
2024-01-26,12.5588
2024-01-27,12.5588
2024-01-28,12.5588
2024-01-29,12.7799
2024-01-30,12.704
2024-01-31,12.4609
2024-02-01,12.3022
2024-02-02,12.4103
2024-02-03,12.4103
2024-02-04,12.4103
2024-02-05,13.4489
2024-02-06,13.2362
2024-02-07,13.3434
2024-02-08,13.9714
2024-02-09,13.9865
2024-02-10,13.9865
2024-02-11,13.9865
2024-02-12,14.0066
2024-02-13,13.6164
2024-02-14,14.1322
2024-02-15,13.9563
2024-02-16,13.6247
2024-02-17,13.6247
2024-02-18,13.6247
2024-02-19,13.6247
2024-02-20,13.4288
2024-02-21,13.4539
2024-02-22,13.5778
2024-02-23,13.2144
2024-02-24,13.2144
2024-02-25,13.2144
2024-02-26,13.4455
2024-02-27,13.345
2024-02-28,13.2613
2024-02-29,13.6716
2024-03-01,14.0434
2024-03-02,14.0434
2024-03-03,14.0434
2024-03-04,13.8324
2024-03-05,13.3484
2024-03-06,13.4539
2024-03-07,14.3482
2024-03-08,13.6766
2024-03-09,13.6766
2024-03-10,13.6766
2024-03-11,14.1205
2024-03-12,14.2863
2024-03-13,13.8341
2024-03-14,13.3785
2024-03-15,12.9933
2024-03-16,12.9933
2024-03-17,12.9933
2024-03-18,12.8175
2024-03-19,12.8543
2024-03-20,13.1106
2024-03-21,13.1457
2024-03-22,12.9615
2024-03-23,12.9615
2024-03-24,12.9615
2024-03-25,12.7706
2024-03-26,12.6617
2024-03-27,13.1173
2024-03-28,12.7723
2024-03-29,12.7723
2024-03-30,12.7723
2024-03-31,12.7723
2024-04-01,12.8225
2024-04-02,12.2581
2024-04-03,12.3
2024-04-04,12.027
2024-04-05,12.1322
2024-04-06,12.1322
2024-04-07,12.1322
2024-04-08,12.0362
