,IR US Equity
2023-03-16,28.1344
2023-03-17,27.6092
2023-03-18,27.6092
2023-03-19,27.6092
2023-03-20,28.3277
2023-03-21,29.3137
2023-03-22,28.8479
2023-03-23,28.843
2023-03-24,28.8826
2023-03-25,28.8826
2023-03-26,28.8826
2023-03-27,29.2592
2023-03-28,29.3434
2023-03-29,29.7101
2023-03-30,30.0222
2023-03-31,28.0807
2023-04-01,28.0807
2023-04-02,28.0807
2023-04-03,28.1302
2023-04-04,26.7677
2023-04-05,26.6013
2023-04-06,26.408
2023-04-07,26.408
2023-04-08,26.408
2023-04-09,26.408
2023-04-10,26.8621
2023-04-11,26.9206
2023-04-12,27.2893
2023-04-13,27.0915
2023-04-14,26.9656
2023-04-15,26.9656
2023-04-16,26.9656
2023-04-17,27.1364
2023-04-18,27.2443
2023-04-19,26.9251
2023-04-20,26.8127
2023-04-21,26.8037
2023-04-22,26.8037
2023-04-23,26.8037
2023-04-24,26.8172
2023-04-25,26.399
2023-04-26,25.9359
2023-04-27,27.5501
2023-04-28,27.5415
2023-04-29,27.5415
2023-04-30,27.5415
2023-05-01,27.5864
2023-05-02,27.5774
2023-05-03,27.3662
2023-05-04,27.5729
2023-05-05,28.4971
2023-05-06,28.4971
2023-05-07,28.4971
2023-05-08,28.3938
2023-05-09,28.4073
2023-05-10,28.1558
2023-05-11,27.9492
2023-05-12,28.0839
2023-05-13,28.0839
2023-05-14,28.0839
2023-05-15,28.3893
2023-05-16,28.2097
2023-05-17,28.4343
2023-05-18,28.8385
2023-05-19,28.7621
2023-05-20,28.7621
2023-05-21,28.7621
2023-05-22,28.7532
2023-05-23,27.9761
2023-05-24,27.482
2023-05-25,27.783
2023-05-26,28.3714
2023-05-27,28.3714
2023-05-28,28.3714
2023-05-29,28.3714
2023-05-30,28.1692
2023-05-31,27.3697
2023-06-01,28.039
2023-06-02,29.4808
2023-06-03,29.4808
2023-06-04,29.4808
2023-06-05,29.1754
2023-06-06,29.5392
2023-06-07,30.0782
2023-06-08,30.1096
2023-06-09,29.9749
2023-06-10,29.9749
2023-06-11,29.9749
2023-06-12,30.1411
2023-06-13,30.7115
2023-06-14,30.7205
2023-06-15,30.9855
2023-06-16,30.9002
2023-06-17,30.9002
2023-06-18,30.9002
2023-06-19,30.9002
2023-06-20,30.7205
2023-06-21,30.725
2023-06-22,30.451
2023-06-23,30.3836
2023-06-24,30.3836
2023-06-25,30.3836
2023-06-26,30.3163
2023-06-27,30.6352
2023-06-28,30.5139
2023-06-29,30.8463
2023-06-30,28.7992
2023-07-01,28.7992
2023-07-02,28.7992
2023-07-03,28.7494
2023-07-04,28.7494
2023-07-05,28.285
2023-07-06,28.0528
2023-07-07,28.3431
2023-07-08,28.3431
2023-07-09,28.3431
2023-07-10,28.9858
2023-07-11,29.1682
2023-07-12,29.1102
2023-07-13,29.3465
2023-07-14,29.1143
2023-07-15,29.1143
2023-07-16,29.1143
2023-07-17,29.1848
2023-07-18,29.4875
2023-07-19,28.9485
2023-07-20,28.8946
2023-07-21,28.7577
2023-07-22,28.7577
2023-07-23,28.7577
2023-07-24,28.7619
2023-07-25,28.679
2023-07-26,28.4509
2023-07-27,28.256
2023-07-28,28.3182
2023-07-29,28.3182
2023-07-30,28.3182
2023-07-31,28.7619
2023-08-01,29.0687
2023-08-02,28.8531
2023-08-03,29.5185
2023-08-04,29.4336
2023-08-05,29.4336
2023-08-06,29.4336
2023-08-07,29.8482
2023-08-08,30.1425
2023-08-09,29.9435
2023-08-10,29.8523
2023-08-11,29.9228
2023-08-12,29.9228
2023-08-13,29.9228
2023-08-14,29.844
2023-08-15,29.471
2023-08-16,29.3507
2023-08-17,29.0979
2023-08-18,29.2596
2023-08-19,29.2596
2023-08-20,29.2596
2023-08-21,29.3466
2023-08-22,29.4088
2023-08-23,30.0927
2023-08-24,29.985
2023-08-25,30.2585
2023-08-26,30.2585
2023-08-27,30.2585
2023-08-28,30.3414
2023-08-29,30.7021
2023-08-30,30.6689
2023-08-31,30.5528
2023-09-01,30.6938
2023-09-02,30.6938
2023-09-03,30.6938
2023-09-04,30.6938
2023-09-05,30.0679
2023-09-06,30.7186
2023-09-07,30.528
2023-09-08,30.4741
2023-09-09,30.4741
2023-09-10,30.4741
2023-09-11,30.1549
2023-09-12,30.0223
2023-09-13,28.9445
2023-09-14,29.2886
2023-09-15,29.015
2023-09-16,29.015
2023-09-17,29.015
2023-09-18,29.2181
2023-09-19,29.1518
2023-09-20,28.6502
2023-09-21,28.244
2023-09-22,28.4347
2023-09-23,28.4347
2023-09-24,28.4347
2023-09-25,28.3601
2023-09-26,27.7259
2023-09-27,27.9248
2023-09-28,28.3393
2023-09-29,24.8283
2023-09-30,24.8283
2023-10-01,24.8283
2023-10-02,24.7843
2023-10-03,24.5096
2023-10-04,24.6598
2023-10-05,24.4986
2023-10-06,24.7184
2023-10-07,24.7184
2023-10-08,24.7184
2023-10-09,24.9675
2023-10-10,25.1836
2023-10-11,25.6598
2023-10-12,25.6854
2023-10-13,25.0114
2023-10-14,25.0114
2023-10-15,25.0114
2023-10-16,25.2788
2023-10-17,25.5389
2023-10-18,24.3411
2023-10-19,23.9125
2023-10-20,23.6195
2023-10-21,23.6195
2023-10-22,23.6195
2023-10-23,23.2129
2023-10-24,23.3484
2023-10-25,23.2312
2023-10-26,23.4217
2023-10-27,23.2385
2023-10-28,23.2385
2023-10-29,23.2385
2023-10-30,23.6744
2023-10-31,23.7147
2023-11-01,24.1946
2023-11-02,25.5369
2023-11-03,25.4526
2023-11-04,25.4526
2023-11-05,25.4526
2023-11-06,25.4122
2023-11-07,25.6799
2023-11-08,25.7056
2023-11-09,26.0649
2023-11-10,26.5452
2023-11-11,26.5452
2023-11-12,26.5452
2023-11-13,26.7359
2023-11-14,27.0292
2023-11-15,27.0476
2023-11-16,27.2272
2023-11-17,27.2712
2023-11-18,27.2712
2023-11-19,27.2712
2023-11-20,27.3079
2023-11-21,27.3519
2023-11-22,27.4142
2023-11-23,27.4142
2023-11-24,27.6415
2023-11-25,27.6415
2023-11-26,27.6415
2023-11-27,27.4399
2023-11-28,27.0292
2023-11-29,27.0072
2023-11-30,27.6782
2023-12-01,27.9752
2023-12-02,27.9752
2023-12-03,27.9752
2023-12-04,27.8945
2023-12-05,27.8725
2023-12-06,27.6599
2023-12-07,28.0889
2023-12-08,28.3675
2023-12-09,28.3675
2023-12-10,28.3675
2023-12-11,28.6132
2023-12-12,28.7159
2023-12-13,28.5105
2023-12-14,29.1009
2023-12-15,28.9285
2023-12-16,28.9285
2023-12-17,28.9285
2023-12-18,28.9212
2023-12-19,29.4749
2023-12-20,28.9395
2023-12-21,29.2805
2023-12-22,29.5299
2023-12-23,29.5299
2023-12-24,29.5299
2023-12-25,29.5299
2023-12-26,29.8672
2023-12-27,30.0322
2023-12-28,30.0065
2023-12-29,28.0482
2023-12-30,28.0482
2023-12-31,28.0482
2024-01-01,28.0482
2024-01-02,27.8361
2024-01-03,27.1373
2024-01-04,27.2138
2024-01-05,27.1651
2024-01-06,27.1651
2024-01-07,27.1651
2024-01-08,27.4849
2024-01-09,27.551
2024-01-10,27.6831
2024-01-11,28.1699
2024-01-12,28.076
2024-01-13,28.076
2024-01-14,28.076
2024-01-15,28.076
2024-01-16,28.2603
2024-01-17,28.0864
2024-01-18,28.3402
2024-01-19,28.5836
2024-01-20,28.5836
2024-01-21,28.5836
2024-01-22,28.7435
2024-01-23,28.6983
2024-01-24,28.5697
2024-01-25,28.7122
2024-01-26,28.7296
2024-01-27,28.7296
2024-01-28,28.7296
2024-01-29,29.1399
2024-01-30,29.1851
2024-01-31,28.9243
2024-02-01,29.6649
2024-02-02,30.2733
2024-02-03,30.2733
2024-02-04,30.2733
2024-02-05,29.9847
2024-02-06,30.0995
2024-02-07,30.5619
2024-02-08,30.8435
2024-02-09,31.0243
2024-02-10,31.0243
2024-02-11,31.0243
2024-02-12,30.8748
2024-02-13,30.7496
2024-02-14,31.2294
2024-02-15,31.6814
2024-02-16,32.1541
2024-02-17,32.1541
2024-02-18,32.1541
2024-02-19,32.1541
2024-02-20,31.2083
2024-02-21,31.9705
2024-02-22,32.6114
2024-02-23,32.5282
2024-02-24,32.5282
2024-02-25,32.5282
2024-02-26,32.6079
2024-02-27,32.4762
2024-02-28,32.2926
2024-02-29,32.8054
2024-03-01,32.9093
2024-03-02,32.9093
2024-03-03,32.9093
2024-03-04,32.8782
2024-03-05,32.3341
2024-03-06,32.4277
2024-03-07,32.7465
2024-03-08,32.4727
2024-03-09,32.4727
2024-03-10,32.4727
2024-03-11,32.1782
2024-03-12,32.6425
2024-03-13,32.5282
2024-03-14,32.6945
2024-03-15,32.5074
2024-03-16,32.5074
2024-03-17,32.5074
2024-03-18,32.7638
2024-03-19,32.8851
2024-03-20,33.6197
2024-03-21,34.1117
2024-03-22,33.987
2024-03-23,33.987
2024-03-24,33.987
2024-03-25,33.8969
2024-03-26,33.8865
2024-03-27,34.1671
2024-03-28,34.0597
2024-03-29,34.0597
2024-03-30,34.0597
2024-03-31,34.0597
2024-04-01,33.5989
2024-04-02,33.2281
2024-04-03,33.5192
2024-04-04,33.1415
2024-04-05,34.0112
2024-04-06,34.0112
2024-04-07,34.0112
2024-04-08,33.734
