,AZTA US Equity
,CURRENT_EV_TO_T12M_EBIT
2023-03-01,784.5861
2023-03-02,784.5861
2023-03-03,784.5861
2023-03-04,784.5861
2023-03-05,784.5861
2023-03-06,784.5861
2023-03-07,784.5861
2023-03-08,784.5861
2023-03-09,784.5861
2023-03-10,784.5861
2023-03-11,784.5861
2023-03-12,784.5861
2023-03-13,784.5861
2023-03-14,784.5861
2023-03-15,784.5861
2023-03-16,784.5861
2023-03-17,784.5861
2023-03-18,784.5861
2023-03-19,784.5861
2023-03-20,784.5861
2023-03-21,784.5861
2023-03-22,784.5861
2023-03-23,784.5861
2023-03-24,784.5861
2023-03-25,784.5861
2023-03-26,784.5861
2023-03-27,784.5861
2023-03-28,784.5861
2023-03-29,784.5861
2023-03-30,784.5861
2023-03-31,784.5861
2023-04-01,784.5861
2023-04-02,784.5861
2023-04-03,784.5861
2023-04-04,784.5861
2023-04-05,784.5861
2023-04-06,784.5861
2023-04-07,784.5861
2023-04-08,784.5861
2023-04-09,784.5861
2023-04-10,784.5861
2023-04-11,784.5861
2023-04-12,784.5861
2023-04-13,784.5861
2023-04-14,784.5861
2023-04-15,784.5861
2023-04-16,784.5861
2023-04-17,784.5861
2023-04-18,784.5861
2023-04-19,784.5861
2023-04-20,784.5861
2023-04-21,784.5861
2023-04-22,784.5861
2023-04-23,784.5861
2023-04-24,784.5861
2023-04-25,784.5861
2023-04-26,784.5861
2023-04-27,784.5861
2023-04-28,784.5861
2023-04-29,784.5861
2023-04-30,784.5861
2023-05-01,784.5861
2023-05-02,784.5861
2023-05-03,784.5861
2023-05-04,784.5861
2023-05-05,784.5861
2023-05-06,784.5861
2023-05-07,784.5861
2023-05-08,784.5861
2023-05-09,784.5861
2023-05-10,784.5861
2023-05-11,784.5861
2023-05-12,784.5861
2023-05-13,784.5861
2023-05-14,784.5861
2023-05-15,784.5861
2023-05-16,784.5861
2023-05-17,784.5861
2023-05-18,784.5861
2023-05-19,784.5861
2023-05-20,784.5861
2023-05-21,784.5861
2023-05-22,784.5861
2023-05-23,784.5861
2023-05-24,784.5861
2023-05-25,784.5861
2023-05-26,784.5861
2023-05-27,784.5861
2023-05-28,784.5861
2023-05-29,784.5861
2023-05-30,784.5861
2023-05-31,784.5861
2023-06-01,784.5861
2023-06-02,784.5861
2023-06-03,784.5861
2023-06-04,784.5861
2023-06-05,784.5861
2023-06-06,784.5861
2023-06-07,784.5861
2023-06-08,784.5861
2023-06-09,784.5861
2023-06-10,784.5861
2023-06-11,784.5861
2023-06-12,784.5861
2023-06-13,784.5861
2023-06-14,784.5861
2023-06-15,784.5861
2023-06-16,784.5861
2023-06-17,784.5861
2023-06-18,784.5861
2023-06-19,784.5861
2023-06-20,784.5861
2023-06-21,784.5861
2023-06-22,784.5861
2023-06-23,784.5861
2023-06-24,784.5861
2023-06-25,784.5861
2023-06-26,784.5861
2023-06-27,784.5861
2023-06-28,784.5861
2023-06-29,784.5861
2023-06-30,784.5861
2023-07-01,784.5861
2023-07-02,784.5861
2023-07-03,784.5861
2023-07-04,784.5861
2023-07-05,784.5861
2023-07-06,784.5861
2023-07-07,784.5861
2023-07-08,784.5861
2023-07-09,784.5861
2023-07-10,784.5861
2023-07-11,784.5861
2023-07-12,784.5861
2023-07-13,784.5861
2023-07-14,784.5861
2023-07-15,784.5861
2023-07-16,784.5861
2023-07-17,784.5861
2023-07-18,784.5861
2023-07-19,784.5861
2023-07-20,784.5861
2023-07-21,784.5861
2023-07-22,784.5861
2023-07-23,784.5861
2023-07-24,784.5861
2023-07-25,784.5861
2023-07-26,784.5861
2023-07-27,784.5861
2023-07-28,784.5861
2023-07-29,784.5861
2023-07-30,784.5861
2023-07-31,784.5861
2023-08-01,784.5861
2023-08-02,784.5861
2023-08-03,784.5861
2023-08-04,784.5861
2023-08-05,784.5861
2023-08-06,784.5861
2023-08-07,784.5861
2023-08-08,784.5861
2023-08-09,784.5861
2023-08-10,784.5861
2023-08-11,784.5861
2023-08-12,784.5861
2023-08-13,784.5861
2023-08-14,784.5861
2023-08-15,784.5861
2023-08-16,784.5861
2023-08-17,784.5861
2023-08-18,784.5861
2023-08-19,784.5861
2023-08-20,784.5861
2023-08-21,784.5861
2023-08-22,784.5861
2023-08-23,784.5861
2023-08-24,784.5861
2023-08-25,784.5861
2023-08-26,784.5861
2023-08-27,784.5861
2023-08-28,784.5861
2023-08-29,784.5861
2023-08-30,784.5861
2023-08-31,784.5861
2023-09-01,784.5861
2023-09-02,784.5861
2023-09-03,784.5861
2023-09-04,784.5861
2023-09-05,784.5861
2023-09-06,784.5861
2023-09-07,784.5861
2023-09-08,784.5861
2023-09-09,784.5861
2023-09-10,784.5861
2023-09-11,784.5861
2023-09-12,784.5861
2023-09-13,784.5861
2023-09-14,784.5861
2023-09-15,784.5861
2023-09-16,784.5861
2023-09-17,784.5861
2023-09-18,784.5861
2023-09-19,784.5861
2023-09-20,784.5861
2023-09-21,784.5861
2023-09-22,784.5861
2023-09-23,784.5861
2023-09-24,784.5861
2023-09-25,784.5861
2023-09-26,784.5861
2023-09-27,784.5861
2023-09-28,784.5861
2023-09-29,784.5861
2023-09-30,784.5861
2023-10-01,784.5861
2023-10-02,784.5861
2023-10-03,784.5861
2023-10-04,784.5861
2023-10-05,784.5861
2023-10-06,784.5861
2023-10-07,784.5861
2023-10-08,784.5861
2023-10-09,784.5861
2023-10-10,784.5861
2023-10-11,784.5861
2023-10-12,784.5861
2023-10-13,784.5861
2023-10-14,784.5861
2023-10-15,784.5861
2023-10-16,784.5861
2023-10-17,784.5861
2023-10-18,784.5861
2023-10-19,784.5861
2023-10-20,784.5861
2023-10-21,784.5861
2023-10-22,784.5861
2023-10-23,784.5861
2023-10-24,784.5861
2023-10-25,784.5861
2023-10-26,784.5861
2023-10-27,784.5861
2023-10-28,784.5861
2023-10-29,784.5861
2023-10-30,784.5861
2023-10-31,784.5861
2023-11-01,784.5861
2023-11-02,784.5861
2023-11-03,784.5861
2023-11-04,784.5861
2023-11-05,784.5861
2023-11-06,784.5861
2023-11-07,784.5861
2023-11-08,784.5861
2023-11-09,784.5861
2023-11-10,784.5861
2023-11-11,784.5861
2023-11-12,784.5861
2023-11-13,784.5861
2023-11-14,784.5861
2023-11-15,784.5861
2023-11-16,784.5861
2023-11-17,784.5861
2023-11-18,784.5861
2023-11-19,784.5861
2023-11-20,784.5861
2023-11-21,784.5861
2023-11-22,784.5861
2023-11-23,784.5861
2023-11-24,784.5861
2023-11-25,784.5861
2023-11-26,784.5861
2023-11-27,784.5861
2023-11-28,784.5861
2023-11-29,784.5861
2023-11-30,784.5861
2023-12-01,784.5861
2023-12-02,784.5861
2023-12-03,784.5861
2023-12-04,784.5861
2023-12-05,784.5861
2023-12-06,784.5861
2023-12-07,784.5861
2023-12-08,784.5861
2023-12-09,784.5861
2023-12-10,784.5861
2023-12-11,784.5861
2023-12-12,784.5861
2023-12-13,784.5861
2023-12-14,784.5861
2023-12-15,784.5861
2023-12-16,784.5861
2023-12-17,784.5861
2023-12-18,784.5861
2023-12-19,784.5861
2023-12-20,784.5861
2023-12-21,784.5861
2023-12-22,784.5861
2023-12-23,784.5861
2023-12-24,784.5861
2023-12-25,784.5861
2023-12-26,784.5861
2023-12-27,784.5861
2023-12-28,784.5861
2023-12-29,784.5861
2023-12-30,784.5861
2023-12-31,784.5861
2024-01-01,784.5861
2024-01-02,784.5861
2024-01-03,784.5861
2024-01-04,784.5861
2024-01-05,784.5861
2024-01-06,784.5861
2024-01-07,784.5861
2024-01-08,784.5861
2024-01-09,784.5861
2024-01-10,784.5861
2024-01-11,784.5861
2024-01-12,784.5861
2024-01-13,784.5861
2024-01-14,784.5861
2024-01-15,784.5861
2024-01-16,784.5861
2024-01-17,784.5861
2024-01-18,784.5861
2024-01-19,784.5861
2024-01-20,784.5861
2024-01-21,784.5861
2024-01-22,784.5861
2024-01-23,784.5861
2024-01-24,784.5861
2024-01-25,784.5861
2024-01-26,784.5861
2024-01-27,784.5861
2024-01-28,784.5861
2024-01-29,784.5861
2024-01-30,784.5861
2024-01-31,784.5861
2024-02-01,784.5861
2024-02-02,784.5861
2024-02-03,784.5861
2024-02-04,784.5861
2024-02-05,784.5861
2024-02-06,784.5861
2024-02-07,784.5861
2024-02-08,784.5861
2024-02-09,784.5861
2024-02-10,784.5861
2024-02-11,784.5861
2024-02-12,784.5861
2024-02-13,784.5861
2024-02-14,784.5861
2024-02-15,784.5861
2024-02-16,784.5861
2024-02-17,784.5861
2024-02-18,784.5861
2024-02-19,784.5861
2024-02-20,784.5861
2024-02-21,784.5861
2024-02-22,784.5861
2024-02-23,784.5861
2024-02-24,784.5861
2024-02-25,784.5861
2024-02-26,784.5861
2024-02-27,784.5861
2024-02-28,784.5861
2024-02-29,784.5861
2024-03-01,784.5861
2024-03-02,784.5861
2024-03-03,784.5861
2024-03-04,784.5861
2024-03-05,784.5861
2024-03-06,784.5861
2024-03-07,784.5861
2024-03-08,784.5861
2024-03-09,784.5861
2024-03-10,784.5861
2024-03-11,784.5861
2024-03-12,784.5861
2024-03-13,784.5861
2024-03-14,784.5861
2024-03-15,784.5861
2024-03-16,784.5861
2024-03-17,784.5861
2024-03-18,784.5861
2024-03-19,784.5861
2024-03-20,784.5861
2024-03-21,784.5861
2024-03-22,784.5861
2024-03-23,784.5861
2024-03-24,784.5861
2024-03-25,784.5861
2024-03-26,784.5861
2024-03-27,784.5861
2024-03-28,784.5861
2024-03-29,784.5861
2024-03-30,784.5861
2024-03-31,784.5861
2024-04-01,784.5861
2024-04-02,784.5861
2024-04-03,784.5861
2024-04-04,784.5861
2024-04-05,784.5861
2024-04-06,784.5861
2024-04-07,784.5861
2024-04-08,784.5861
