,ARCH US Equity
2020-12-19,50.8228
2020-12-20,50.8228
2020-12-21,50.8228
2020-12-22,50.8228
2020-12-23,50.8228
2020-12-24,50.8228
2020-12-25,50.8228
2020-12-26,50.8228
2020-12-27,50.8228
2020-12-28,50.8228
2020-12-29,50.8228
2020-12-30,50.8228
2020-12-31,50.8228
2021-01-01,50.8228
2021-01-02,50.8228
2021-01-03,50.8228
2021-01-04,50.8228
2021-01-05,50.8228
2021-01-06,50.8228
2021-01-07,50.8228
2021-01-08,50.8228
2021-01-09,50.8228
2021-01-10,50.8228
2021-01-11,50.8228
2021-01-12,50.8228
2021-01-13,50.8228
2021-01-14,50.8228
2021-01-15,50.8228
2021-01-16,50.8228
2021-01-17,50.8228
2021-01-18,50.8228
2021-01-19,50.8228
2021-01-20,50.8228
2021-01-21,50.8228
2021-01-22,50.8228
2021-01-23,50.8228
2021-01-24,50.8228
2021-01-25,50.8228
2021-01-26,50.8228
2021-01-27,50.8228
2021-01-28,50.8228
2021-01-29,50.8228
2021-01-30,50.8228
2021-01-31,50.8228
2021-02-01,50.8228
2021-02-02,50.8228
2021-02-03,50.8228
2021-02-04,50.8228
2021-02-05,50.8228
2021-02-06,50.8228
2021-02-07,50.8228
2021-02-08,50.8228
2021-02-09,50.8228
2021-02-10,50.8228
2021-02-11,50.8228
2021-02-12,50.8228
2021-02-13,50.8228
2021-02-14,50.8228
2021-02-15,50.8228
2021-02-16,50.8228
2021-02-17,50.8228
2021-02-18,50.8228
2021-02-19,50.8228
2021-02-20,50.8228
2021-02-21,50.8228
2021-02-22,50.8228
2021-02-23,50.8228
2021-02-24,50.8228
2021-02-25,50.8228
2021-02-26,50.8228
2021-02-27,50.8228
2021-02-28,50.8228
2021-03-01,50.8228
2021-03-02,50.8228
2021-03-03,50.8228
2021-03-04,50.8228
2021-03-05,50.8228
2021-03-06,50.8228
2021-03-07,50.8228
2021-03-08,50.8228
2021-03-09,50.8228
2021-03-10,50.8228
2021-03-11,50.8228
2021-03-12,50.8228
2021-03-13,50.8228
2021-03-14,50.8228
2021-03-15,50.8228
2021-03-16,50.8228
2021-03-17,50.8228
2021-03-18,50.8228
2021-03-19,50.8228
2021-03-20,50.8228
2021-03-21,50.8228
2021-03-22,50.8228
2021-03-23,50.8228
2021-03-24,50.8228
2021-03-25,50.8228
2021-03-26,50.8228
2021-03-27,50.8228
2021-03-28,50.8228
2021-03-29,50.8228
2021-03-30,50.8228
2021-03-31,50.8228
2021-04-01,50.8228
2021-04-02,50.8228
2021-04-03,50.8228
2021-04-04,50.8228
2021-04-05,50.8228
2021-04-06,50.8228
2021-04-07,50.8228
2021-04-08,50.8228
2021-04-09,50.8228
2021-04-10,50.8228
2021-04-11,50.8228
2021-04-12,50.8228
2021-04-13,50.8228
2021-04-14,50.8228
2021-04-15,50.8228
2021-04-16,50.8228
2021-04-17,50.8228
2021-04-18,50.8228
2021-04-19,50.8228
2021-04-20,50.8228
2021-04-21,50.8228
2021-04-22,50.8228
2021-04-23,50.8228
2021-04-24,50.8228
2021-04-25,50.8228
2021-04-26,50.8228
2021-04-27,50.8228
2021-04-28,50.8228
2021-04-29,50.8228
2021-04-30,50.8228
2021-05-01,50.8228
2021-05-02,50.8228
2021-05-03,50.8228
2021-05-04,50.8228
2021-05-05,50.8228
2021-05-06,50.8228
2021-05-07,50.8228
2021-05-08,50.8228
2021-05-09,50.8228
2021-05-10,50.8228
2021-05-11,50.8228
2021-05-12,50.8228
2021-05-13,50.8228
2021-05-14,50.8228
2021-05-15,50.8228
2021-05-16,50.8228
2021-05-17,50.8228
2021-05-18,50.8228
2021-05-19,50.8228
2021-05-20,50.8228
2021-05-21,50.8228
2021-05-22,50.8228
2021-05-23,50.8228
2021-05-24,50.8228
2021-05-25,50.8228
2021-05-26,50.8228
2021-05-27,50.8228
2021-05-28,50.8228
2021-05-29,50.8228
2021-05-30,50.8228
2021-05-31,50.8228
2021-06-01,50.8228
2021-06-02,50.8228
2021-06-03,50.8228
2021-06-04,50.8228
2021-06-05,50.8228
2021-06-06,50.8228
2021-06-07,50.8228
2021-06-08,50.8228
2021-06-09,50.8228
2021-06-10,50.8228
2021-06-11,50.8228
2021-06-12,50.8228
2021-06-13,50.8228
2021-06-14,50.8228
2021-06-15,50.8228
2021-06-16,50.8228
2021-06-17,50.8228
2021-06-18,50.8228
2021-06-19,50.8228
2021-06-20,50.8228
2021-06-21,50.8228
2021-06-22,50.8228
2021-06-23,50.8228
2021-06-24,50.8228
2021-06-25,50.8228
2021-06-26,50.8228
2021-06-27,50.8228
2021-06-28,50.8228
2021-06-29,50.8228
2021-06-30,50.8228
2021-07-01,50.8228
2021-07-02,50.8228
2021-07-03,50.8228
2021-07-04,50.8228
2021-07-05,50.8228
2021-07-06,50.8228
2021-07-07,50.8228
2021-07-08,50.8228
2021-07-09,50.8228
2021-07-10,50.8228
2021-07-11,50.8228
2021-07-12,50.8228
2021-07-13,50.8228
2021-07-14,50.8228
2021-07-15,50.8228
2021-07-16,50.8228
2021-07-17,50.8228
2021-07-18,50.8228
2021-07-19,50.8228
2021-07-20,50.8228
2021-07-21,50.8228
2021-07-22,50.8228
2021-07-23,50.8228
2021-07-24,50.8228
2021-07-25,50.8228
2021-07-26,50.8228
2021-07-27,50.8228
2021-07-28,50.8228
2021-07-29,50.8228
2021-07-30,50.8228
2021-07-31,50.8228
2021-08-01,50.8228
2021-08-02,50.8228
2021-08-03,50.8228
2021-08-04,50.8228
2021-08-05,50.8228
2021-08-06,50.8228
2021-08-07,50.8228
2021-08-08,50.8228
2021-08-09,50.8228
2021-08-10,50.8228
2021-08-11,50.8228
2021-08-12,50.8228
2021-08-13,50.8228
2021-08-14,50.8228
2021-08-15,50.8228
2021-08-16,50.8228
2021-08-17,50.8228
2021-08-18,50.8228
2021-08-19,50.8228
2021-08-20,50.8228
2021-08-21,50.8228
2021-08-22,50.8228
2021-08-23,50.8228
2021-08-24,50.8228
2021-08-25,50.8228
2021-08-26,50.8228
2021-08-27,50.8228
2021-08-28,50.8228
2021-08-29,50.8228
2021-08-30,50.8228
2021-08-31,50.8228
2021-09-01,50.8228
2021-09-02,50.8228
2021-09-03,50.8228
2021-09-04,50.8228
2021-09-05,50.8228
2021-09-06,50.8228
2021-09-07,50.8228
2021-09-08,50.8228
2021-09-09,50.8228
2021-09-10,50.8228
2021-09-11,50.8228
2021-09-12,50.8228
2021-09-13,50.8228
2021-09-14,50.8228
2021-09-15,50.8228
2021-09-16,50.8228
2021-09-17,50.8228
2021-09-18,50.8228
2021-09-19,50.8228
2021-09-20,50.8228
2021-09-21,50.8228
2021-09-22,50.8228
2021-09-23,50.8228
2021-09-24,50.8228
2021-09-25,50.8228
2021-09-26,50.8228
2021-09-27,50.8228
2021-09-28,50.8228
2021-09-29,50.8228
2021-09-30,31.9159
2021-10-01,33.2259
2021-10-02,33.2259
2021-10-03,33.2259
2021-10-04,33.9835
2021-10-05,33.751
2021-10-06,33.4885
2021-10-07,32.9141
2021-10-08,32.3234
2021-10-09,32.3234
2021-10-10,32.3234
2021-10-11,32.6187
2021-10-12,33.4201
2021-10-13,33.6279
2021-10-14,32.6105
2021-10-15,32.3535
2021-10-16,32.3535
2021-10-17,32.3535
2021-10-18,33.9616
2021-10-19,32.7418
2021-10-20,31.6971
2021-10-21,31.9405
2021-10-22,32.6652
2021-10-23,32.6652
2021-10-24,32.6652
2021-10-25,33.1056
2021-10-26,33.0726
2021-10-27,31.6401
2021-10-28,31.862
2021-10-29,31.495
2021-10-30,31.495
2021-10-31,31.495
2021-11-01,32.0948
2021-11-02,30.5446
2021-11-03,31.6347
2021-11-04,30.991
2021-11-05,31.4429
2021-11-06,31.4429
2021-11-07,31.4429
2021-11-08,30.991
2021-11-09,30.5391
2021-11-10,29.2738
2021-11-11,30.0763
2021-11-12,29.9311
2021-11-13,29.9311
2021-11-14,29.9311
2021-11-15,28.8712
2021-11-16,29.1286
2021-11-17,28.0331
2021-11-18,28.2275
2021-11-19,27.866
2021-11-20,27.866
2021-11-21,27.866
2021-11-22,28.3672
2021-11-23,28.7835
2021-11-24,29.1834
2021-11-25,29.1834
2021-11-26,28.3124
2021-11-27,28.3124
2021-11-28,28.3124
2021-11-29,28.3508
2021-11-30,27.7729
2021-12-01,27.425
2021-12-02,28.4357
2021-12-03,29.041
2021-12-04,29.041
2021-12-05,29.041
2021-12-06,29.5723
2021-12-07,29.4847
2021-12-08,30.1885
2021-12-09,29.9037
2021-12-10,29.7942
2021-12-11,29.7942
2021-12-12,29.7942
2021-12-13,29.4929
2021-12-14,29.3395
2021-12-15,30.0023
2021-12-16,30.3803
2021-12-17,30.4186
2021-12-18,30.4186
2021-12-19,30.4186
2021-12-20,30.2954
2021-12-21,31.295
2021-12-22,31.432
2021-12-23,30.9417
2021-12-24,30.9417
2021-12-25,30.9417
2021-12-26,30.9417
2021-12-27,31.7579
2021-12-28,31.7579
2021-12-29,32.1742
2021-12-30,31.4238
2021-12-31,4.4562
2022-01-01,4.4562
2022-01-02,4.4562
2022-01-03,4.4712
2022-01-04,4.4524
2022-01-05,4.4474
2022-01-06,4.5061
2022-01-07,4.4678
2022-01-08,4.4678
2022-01-09,4.4678
2022-01-10,4.5506
2022-01-11,4.7404
2022-01-12,4.7891
2022-01-13,4.6901
2022-01-14,4.6751
2022-01-15,4.6751
2022-01-16,4.6751
2022-01-17,4.6751
2022-01-18,4.7013
2022-01-19,4.844
2022-01-20,4.5531
2022-01-21,4.4674
2022-01-22,4.4674
2022-01-23,4.4674
2022-01-24,4.5411
2022-01-25,4.5823
2022-01-26,4.643
2022-01-27,4.7521
2022-01-28,4.7304
2022-01-29,4.7304
2022-01-30,4.7304
2022-01-31,4.5943
2022-02-01,4.9531
2022-02-02,5.0521
2022-02-03,5.0509
2022-02-04,5.0255
2022-02-05,5.0255
2022-02-06,5.0255
2022-02-07,4.9539
2022-02-08,5.0247
2022-02-09,5.1653
2022-02-10,5.1807
2022-02-11,5.4096
2022-02-12,5.4096
2022-02-13,5.4096
2022-02-14,5.3692
2022-02-15,5.6235
2022-02-16,5.5607
2022-02-17,5.5017
2022-02-18,5.3933
2022-02-19,5.3933
2022-02-20,5.3933
2022-02-21,5.3933
2022-02-22,5.3841
2022-02-23,5.5903
2022-02-24,5.4226
2022-02-25,5.5305
2022-02-26,5.5305
2022-02-27,5.5305
2022-02-28,5.6485
2022-03-01,5.8283
2022-03-02,6.3921
2022-03-03,6.866
2022-03-04,7.0296
2022-03-05,7.0296
2022-03-06,7.0296
2022-03-07,6.8719
2022-03-08,6.9263
2022-03-09,6.6414
2022-03-10,7.2508
2022-03-11,7.0555
2022-03-12,7.0555
2022-03-13,7.0555
2022-03-14,6.4344
2022-03-15,6.5728
2022-03-16,6.5444
2022-03-17,6.8355
2022-03-18,6.93
2022-03-19,6.93
2022-03-20,6.93
2022-03-21,6.9547
2022-03-22,6.7958
2022-03-23,6.966
2022-03-24,6.6841
2022-03-25,6.6791
2022-03-26,6.6791
2022-03-27,6.6791
2022-03-28,6.5469
2022-03-29,6.3771
2022-03-30,6.3524
2022-03-31,3.2816
2022-04-01,3.3665
2022-04-02,3.3665
2022-04-03,3.3665
2022-04-04,3.2584
2022-04-05,3.2224
2022-04-06,3.1892
2022-04-07,3.3869
2022-04-08,3.4846
2022-04-09,3.4846
2022-04-10,3.4846
2022-04-11,3.3789
2022-04-12,3.657
2022-04-13,3.8709
2022-04-14,3.9719
2022-04-15,3.9719
2022-04-16,3.9719
2022-04-17,3.9719
2022-04-18,4.0533
2022-04-19,3.9515
2022-04-20,4.0265
2022-04-21,3.6803
2022-04-22,3.2003
2022-04-23,3.2003
2022-04-24,3.2003
2022-04-25,3.1379
2022-04-26,3.7904
2022-04-27,4.0819
2022-04-28,4.0328
2022-04-29,3.9695
2022-04-30,3.9695
2022-05-01,3.9695
2022-05-02,3.9303
2022-05-03,4.1869
2022-05-04,4.2455
2022-05-05,4.1845
2022-05-06,4.1563
2022-05-07,4.1563
2022-05-08,4.1563
2022-05-09,3.8139
2022-05-10,3.8217
2022-05-11,3.9173
2022-05-12,3.7091
2022-05-13,3.8428
2022-05-14,3.8428
2022-05-15,3.8428
2022-05-16,3.8784
2022-05-17,3.9095
2022-05-18,3.8217
2022-05-19,3.9538
2022-05-20,3.8988
2022-05-21,3.8988
2022-05-22,3.8988
2022-05-23,4.0441
2022-05-24,4.0515
2022-05-25,4.0385
2022-05-26,4.2799
2022-05-27,4.0136
2022-05-28,4.0136
2022-05-29,4.0136
2022-05-30,4.0136
2022-05-31,3.6484
2022-06-01,3.7254
2022-06-02,3.8442
2022-06-03,3.7759
2022-06-04,3.7759
2022-06-05,3.7759
2022-06-06,4.4514
2022-06-07,4.9347
2022-06-08,4.7583
2022-06-09,4.6768
2022-06-10,4.7358
2022-06-11,4.7358
2022-06-12,4.7358
2022-06-13,4.3589
2022-06-14,4.4156
2022-06-15,4.507
2022-06-16,4.3118
2022-06-17,4.3265
2022-06-18,4.3265
2022-06-19,4.3265
2022-06-20,4.3265
2022-06-21,4.573
2022-06-22,4.2832
2022-06-23,3.9872
2022-06-24,4.0913
2022-06-25,4.0913
2022-06-26,4.0913
2022-06-27,4.3511
2022-06-28,4.3564
2022-06-29,4.2251
2022-06-30,2.4049
2022-07-01,2.4172
2022-07-02,2.4172
2022-07-03,2.4172
2022-07-04,2.4172
2022-07-05,2.1909
2022-07-06,2.1643
2022-07-07,2.344
2022-07-08,2.3305
2022-07-09,2.3305
2022-07-10,2.3305
2022-07-11,2.3184
2022-07-12,2.3215
2022-07-13,2.3841
2022-07-14,2.2797
2022-07-15,2.3524
2022-07-16,2.3524
2022-07-17,2.3524
2022-07-18,2.4183
2022-07-19,2.4509
2022-07-20,2.4634
2022-07-21,2.3437
2022-07-22,2.2821
2022-07-23,2.2821
2022-07-24,2.2821
2022-07-25,2.3806
2022-07-26,2.3281
2022-07-27,2.4308
2022-07-28,2.2121
2022-07-29,2.2219
2022-07-30,2.2219
2022-07-31,2.2219
2022-08-01,2.1626
2022-08-02,2.1402
2022-08-03,2.1204
2022-08-04,2.1297
2022-08-05,2.1452
2022-08-06,2.1452
2022-08-07,2.1452
2022-08-08,2.176
2022-08-09,2.1884
2022-08-10,2.3887
2022-08-11,2.5423
2022-08-12,2.6235
2022-08-13,2.6235
2022-08-14,2.6235
2022-08-15,2.6581
2022-08-16,2.678
2022-08-17,2.6727
2022-08-18,2.7462
2022-08-19,2.8063
2022-08-20,2.8063
2022-08-21,2.8063
2022-08-22,2.874
2022-08-23,2.9472
2022-08-24,2.9014
2022-08-25,2.9509
2022-08-26,2.8923
2022-08-27,2.8923
2022-08-28,2.8923
2022-08-29,2.8412
2022-08-30,2.5447
2022-08-31,2.5146
2022-09-01,2.3955
2022-09-02,2.4482
2022-09-03,2.4482
2022-09-04,2.4482
2022-09-05,2.4482
2022-09-06,2.4836
2022-09-07,2.4243
2022-09-08,2.3125
2022-09-09,2.3885
2022-09-10,2.3885
2022-09-11,2.3885
2022-09-12,2.3024
2022-09-13,2.2717
2022-09-14,2.3145
2022-09-15,2.1952
2022-09-16,2.1083
2022-09-17,2.1083
2022-09-18,2.1083
2022-09-19,2.2041
2022-09-20,2.153
2022-09-21,2.1242
2022-09-22,2.0777
2022-09-23,1.9679
2022-09-24,1.9679
2022-09-25,1.9679
2022-09-26,1.9027
2022-09-27,1.986
2022-09-28,2.0893
2022-09-29,2.1005
2022-09-30,1.6717
2022-10-01,1.6717
2022-10-02,1.6717
2022-10-03,1.8316
2022-10-04,1.9446
2022-10-05,2.0393
2022-10-06,2.1294
2022-10-07,2.0753
2022-10-08,2.0753
2022-10-09,2.0753
2022-10-10,2.0776
2022-10-11,1.9741
2022-10-12,1.9705
2022-10-13,1.9869
2022-10-14,1.9969
2022-10-15,1.9969
2022-10-16,1.9969
2022-10-17,2.0723
2022-10-18,2.0346
2022-10-19,1.9716
2022-10-20,1.9318
2022-10-21,1.9841
2022-10-22,1.9841
2022-10-23,1.9841
2022-10-24,1.9685
2022-10-25,1.939
2022-10-26,1.9085
2022-10-27,2.1551
2022-10-28,2.1262
2022-10-29,2.1262
2022-10-30,2.1262
2022-10-31,2.1609
2022-11-01,2.1856
2022-11-02,2.1223
2022-11-03,2.2082
2022-11-04,2.3153
2022-11-05,2.3153
2022-11-06,2.3153
2022-11-07,2.3274
2022-11-08,2.3308
2022-11-09,2.1279
2022-11-10,2.1588
2022-11-11,2.1298
2022-11-12,2.1298
2022-11-13,2.1298
2022-11-14,2.0972
2022-11-15,2.2043
2022-11-16,2.1374
2022-11-17,2.1533
2022-11-18,2.1303
2022-11-19,2.1303
2022-11-20,2.1303
2022-11-21,2.1935
2022-11-22,2.2066
2022-11-23,2.216
2022-11-24,2.216
2022-11-25,2.2341
2022-11-26,2.2341
2022-11-27,2.2341
2022-11-28,2.1722
2022-11-29,2.0832
2022-11-30,2.2002
2022-12-01,2.1223
2022-12-02,2.184
2022-12-03,2.184
2022-12-04,2.184
2022-12-05,2.0757
2022-12-06,2.1107
2022-12-07,2.1041
2022-12-08,2.0622
2022-12-09,2.0151
2022-12-10,2.0151
2022-12-11,2.0151
2022-12-12,2.0461
2022-12-13,2.0578
2022-12-14,1.9964
2022-12-15,2.0063
2022-12-16,1.9911
2022-12-17,1.9911
2022-12-18,1.9911
2022-12-19,1.9481
2022-12-20,1.9515
2022-12-21,2.0368
2022-12-22,2.0245
2022-12-23,2.0803
2022-12-24,2.0803
2022-12-25,2.0803
2022-12-26,2.0803
2022-12-27,2.1076
2022-12-28,1.9713
2022-12-29,1.9983
2022-12-30,2.2521
2022-12-31,2.2521
2023-01-01,2.2521
2023-01-02,2.2521
2023-01-03,2.1089
2023-01-04,2.1068
2023-01-05,2.1232
2023-01-06,2.2311
2023-01-07,2.2311
2023-01-08,2.2311
2023-01-09,2.2268
2023-01-10,2.1438
2023-01-11,2.1328
2023-01-12,2.1311
2023-01-13,2.1899
2023-01-14,2.1899
2023-01-15,2.1899
2023-01-16,2.1899
2023-01-17,2.2066
2023-01-18,2.1866
2023-01-19,2.2465
2023-01-20,2.3597
2023-01-21,2.3597
2023-01-22,2.3597
2023-01-23,2.4345
2023-01-24,2.4718
2023-01-25,2.4441
2023-01-26,2.3698
2023-01-27,2.3244
2023-01-28,2.3244
2023-01-29,2.3244
2023-01-30,2.3786
2023-01-31,2.3373
2023-02-01,2.3915
2023-02-02,2.3902
2023-02-03,2.3371
2023-02-04,2.3371
2023-02-05,2.3371
2023-02-06,2.3198
2023-02-07,2.321
2023-02-08,2.1828
2023-02-09,2.2105
2023-02-10,2.2472
2023-02-11,2.2472
2023-02-12,2.2472
2023-02-13,2.1912
2023-02-14,2.2912
2023-02-15,2.3137
2023-02-16,2.4614
2023-02-17,2.4371
2023-02-18,2.4371
2023-02-19,2.4371
2023-02-20,2.4371
2023-02-21,2.33
2023-02-22,2.3679
2023-02-23,2.3076
2023-02-24,2.2963
2023-02-25,2.2963
2023-02-26,2.2963
2023-02-27,2.3335
2023-02-28,2.4081
2023-03-01,2.4935
2023-03-02,2.4946
2023-03-03,2.5341
2023-03-04,2.5341
2023-03-05,2.5341
2023-03-06,2.4652
2023-03-07,2.4394
2023-03-08,2.3949
2023-03-09,2.3636
2023-03-10,2.3173
2023-03-11,2.3173
2023-03-12,2.3173
2023-03-13,2.1886
