,PCAR US Equity
2023-03-17,8.0833
2023-03-18,8.0833
2023-03-19,8.0833
2023-03-20,8.3192
2023-03-21,8.474
2023-03-22,8.3177
2023-03-23,8.2424
2023-03-24,8.2552
2023-03-25,8.2552
2023-03-26,8.2552
2023-03-27,8.403
2023-03-28,8.5308
2023-03-29,8.6033
2023-03-30,8.5834
2023-03-31,7.3718
2023-04-01,7.3718
2023-04-02,7.3718
2023-04-03,7.3527
2023-04-04,7.0858
2023-04-05,6.8093
2023-04-06,6.8105
2023-04-07,6.8105
2023-04-08,6.8105
2023-04-09,6.8105
2023-04-10,6.9523
2023-04-11,7.1138
2023-04-12,7.2419
2023-04-13,7.1799
2023-04-14,7.3146
2023-04-15,7.3146
2023-04-16,7.3146
2023-04-17,7.3789
2023-04-18,7.3575
2023-04-19,7.3372
2023-04-20,7.2979
2023-04-21,7.3658
2023-04-22,7.3658
2023-04-23,7.3658
2023-04-24,7.4397
2023-04-25,7.5632
2023-04-26,7.3606
2023-04-27,7.4285
2023-04-28,7.5501
2023-04-29,7.5501
2023-04-30,7.5501
2023-05-01,7.562
2023-05-02,7.2804
2023-05-03,7.1851
2023-05-04,7.1124
2023-05-05,7.3197
2023-05-06,7.3197
2023-05-07,7.3197
2023-05-08,7.3221
2023-05-09,7.3876
2023-05-10,7.2685
2023-05-11,7.2816
2023-05-12,7.3161
2023-05-13,7.3161
2023-05-14,7.3161
2023-05-15,7.3245
2023-05-16,7.0528
2023-05-17,7.1732
2023-05-18,7.1827
2023-05-19,7.1994
2023-05-20,7.1994
2023-05-21,7.1994
2023-05-22,7.1565
2023-05-23,7.1565
2023-05-24,7.0433
2023-05-25,7.1124
2023-05-26,7.1517
2023-05-27,7.1517
2023-05-28,7.1517
2023-05-29,7.1517
2023-05-30,7.1291
2023-05-31,6.8455
2023-06-01,6.9926
2023-06-02,7.3841
2023-06-03,7.3841
2023-06-04,7.3841
2023-06-05,7.3876
2023-06-06,7.5378
2023-06-07,7.7284
2023-06-08,7.7904
2023-06-09,7.8047
2023-06-10,7.8047
2023-06-11,7.8047
2023-06-12,7.9155
2023-06-13,8.1205
2023-06-14,7.9513
2023-06-15,8.0728
2023-06-16,8.0192
2023-06-17,8.0192
2023-06-18,8.0192
2023-06-19,8.0192
2023-06-20,7.9167
2023-06-21,8.0061
2023-06-22,7.9572
2023-06-23,7.9966
2023-06-24,7.9966
2023-06-25,7.9966
2023-06-26,8.0883
2023-06-27,8.2253
2023-06-28,8.2635
2023-06-29,8.4935
2023-06-30,7.4499
2023-07-01,7.4499
2023-07-02,7.4499
2023-07-03,7.4489
2023-07-04,7.4489
2023-07-05,7.3061
2023-07-06,7.2579
2023-07-07,7.3093
2023-07-08,7.3093
2023-07-09,7.3093
2023-07-10,7.5507
2023-07-11,7.7102
2023-07-12,7.7207
2023-07-13,7.6724
2023-07-14,7.6609
2023-07-15,7.6609
2023-07-16,7.6609
2023-07-17,7.8603
2023-07-18,8.0555
2023-07-19,8.0124
2023-07-20,7.9936
2023-07-21,7.897
2023-07-22,7.897
2023-07-23,7.897
2023-07-24,7.9799
2023-07-25,7.7329
2023-07-26,7.5544
2023-07-27,7.6321
2023-07-28,7.6311
2023-07-29,7.6311
2023-07-30,7.6311
2023-07-31,7.714
2023-08-01,7.7455
2023-08-02,7.7078
2023-08-03,7.5839
2023-08-04,7.48
2023-08-05,7.48
2023-08-06,7.48
2023-08-07,7.5577
2023-08-08,7.6395
2023-08-09,7.6395
2023-08-10,7.6458
2023-08-11,7.6815
2023-08-12,7.6815
2023-08-13,7.6815
2023-08-14,7.7004
2023-08-15,7.6028
2023-08-16,7.5493
2023-08-17,7.4642
2023-08-18,7.5598
2023-08-19,7.5598
2023-08-20,7.5598
2023-08-21,7.5514
2023-08-22,7.5881
2023-08-23,7.6637
2023-08-24,7.5146
2023-08-25,7.5724
2023-08-26,7.5724
2023-08-27,7.5724
2023-08-28,7.6144
2023-08-29,7.3708
2023-08-30,7.3561
2023-08-31,7.3109
2023-09-01,7.4401
2023-09-02,7.4401
2023-09-03,7.4401
2023-09-04,7.4401
2023-09-05,7.2448
2023-09-06,7.3592
2023-09-07,7.3907
2023-09-08,7.544
2023-09-09,7.544
2023-09-10,7.544
2023-09-11,7.6186
2023-09-12,7.6186
2023-09-13,7.4149
2023-09-14,7.6868
2023-09-15,7.6186
2023-09-16,7.6186
2023-09-17,7.6186
2023-09-18,7.7309
2023-09-19,7.6133
2023-09-20,7.6217
2023-09-21,7.4705
2023-09-22,7.5881
2023-09-23,7.5881
2023-09-24,7.5881
2023-09-25,7.6437
2023-09-26,7.4758
2023-09-27,7.5755
2023-09-28,7.67
2023-09-29,6.6703
2023-09-30,6.6703
2023-10-01,6.6703
2023-10-02,6.6458
2023-10-03,6.578
2023-10-04,6.8258
2023-10-05,6.7843
2023-10-06,6.9021
2023-10-07,6.9021
2023-10-08,6.9021
2023-10-09,6.8983
2023-10-10,6.8352
2023-10-11,6.8267
2023-10-12,6.6967
2023-10-13,6.5525
2023-10-14,6.5525
2023-10-15,6.5525
2023-10-16,6.6769
2023-10-17,6.6675
2023-10-18,6.5412
2023-10-19,6.4376
2023-10-20,6.3462
2023-10-21,6.3462
2023-10-22,6.3462
2023-10-23,6.3254
2023-10-24,6.6524
2023-10-25,6.6286
2023-10-26,6.5702
2023-10-27,6.5117
2023-10-28,6.5117
2023-10-29,6.5117
2023-10-30,6.5428
2023-10-31,6.4401
2023-11-01,6.4985
2023-11-02,6.6151
2023-11-03,6.8423
2023-11-04,6.8423
2023-11-05,6.8423
2023-11-06,6.8017
2023-11-07,6.8102
2023-11-08,6.8225
2023-11-09,6.765
2023-11-10,6.9799
2023-11-11,6.9799
2023-11-12,6.9799
2023-11-13,6.9516
2023-11-14,7.2071
2023-11-15,7.1864
2023-11-16,7.2298
2023-11-17,7.2722
2023-11-18,7.2722
2023-11-19,7.2722
2023-11-20,7.3174
2023-11-21,7.2788
2023-11-22,7.2609
2023-11-23,7.2609
2023-11-24,7.3325
2023-11-25,7.3325
2023-11-26,7.3325
2023-11-27,7.308
2023-11-28,7.2326
2023-11-29,7.2675
2023-11-30,7.3155
2023-12-01,7.4438
2023-12-02,7.4438
2023-12-03,7.4438
2023-12-04,7.4947
2023-12-05,7.5088
2023-12-06,7.5889
2023-12-07,7.6644
2023-12-08,7.6512
2023-12-09,7.6512
2023-12-10,7.6512
2023-12-11,7.8916
2023-12-12,7.8633
2023-12-13,7.9038
2023-12-14,7.6917
2023-12-15,7.7332
2023-12-16,7.7332
2023-12-17,7.7332
2023-12-18,7.6861
2023-12-19,7.7813
2023-12-20,7.7002
2023-12-21,7.7945
2023-12-22,7.8482
2023-12-23,7.8482
2023-12-24,7.8482
2023-12-25,7.8482
2023-12-26,7.8718
2023-12-27,7.8784
2023-12-28,7.8821
2023-12-29,7.0756
2023-12-30,7.0756
2023-12-31,7.0756
2024-01-01,7.0756
2024-01-02,6.999
2024-01-03,6.8363
2024-01-04,6.7351
2024-01-05,6.7184
2024-01-06,6.7184
2024-01-07,6.7184
2024-01-08,6.9084
2024-01-09,6.8266
2024-01-10,6.8073
2024-01-11,6.8073
2024-01-12,6.7589
2024-01-13,6.7589
2024-01-14,6.7589
2024-01-15,6.7589
2024-01-16,6.7589
2024-01-17,6.7615
2024-01-18,6.8759
2024-01-19,6.9533
2024-01-20,6.9533
2024-01-21,6.9533
2024-01-22,7.0263
2024-01-23,7.3749
2024-01-24,7.3591
2024-01-25,7.4629
2024-01-26,7.4409
2024-01-27,7.4409
2024-01-28,7.4409
2024-01-29,7.4084
2024-01-30,7.4594
2024-01-31,7.3204
2024-02-01,7.4638
2024-02-02,7.5606
2024-02-03,7.5606
2024-02-04,7.5606
2024-02-05,7.6521
2024-02-06,7.6583
2024-02-07,7.7313
2024-02-08,7.7797
2024-02-09,7.8149
2024-02-10,7.8149
2024-02-11,7.8149
2024-02-12,7.8158
2024-02-13,7.7428
2024-02-14,7.873
2024-02-15,7.9953
2024-02-16,7.9698
2024-02-17,7.9698
2024-02-18,7.9698
2024-02-19,7.9698
2024-02-20,7.9381
2024-02-21,8.0597
2024-02-22,8.2227
2024-02-23,8.2456
2024-02-24,8.2456
2024-02-25,8.2456
2024-02-26,8.3751
2024-02-27,8.294
2024-02-28,8.2976
2024-02-29,8.2553
2024-03-01,8.4579
2024-03-02,8.4579
2024-03-03,8.4579
2024-03-04,8.3786
2024-03-05,8.5363
2024-03-06,8.6588
2024-03-07,8.5583
2024-03-08,8.5865
2024-03-09,8.5865
2024-03-10,8.5865
2024-03-11,8.5319
2024-03-12,8.598
2024-03-13,8.7028
2024-03-14,8.6359
2024-03-15,8.9107
2024-03-16,8.9107
2024-03-17,8.9107
2024-03-18,9.0878
2024-03-19,9.146
2024-03-20,9.1856
2024-03-21,9.4499
2024-03-22,9.3909
2024-03-23,9.3909
2024-03-24,9.3909
2024-03-25,9.3596
2024-03-26,9.3257
2024-03-27,9.4535
2024-03-28,9.4032
2024-03-29,9.4032
2024-03-30,9.4032
2024-03-31,9.4032
2024-04-01,9.3336
2024-04-02,9.2014
2024-04-03,9.0974
2024-04-04,9.1071
2024-04-05,9.2552
2024-04-06,9.2552
2024-04-07,9.2552
2024-04-08,9.2816
