,SIGI US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-04-04,11.9241
2020-04-05,11.9241
2020-04-06,12.2398
2020-04-07,12.0907
2020-04-08,12.4005
2020-04-09,13.0375
2020-04-10,13.0375
2020-04-11,13.0375
2020-04-12,13.0375
2020-04-13,12.871
2020-04-14,13.1769
2020-04-15,12.4101
2020-04-16,12.507
2020-04-17,12.7277
2020-04-18,12.7277
2020-04-19,12.7277
2020-04-20,12.567
2020-04-21,12.3695
2020-04-22,12.2843
2020-04-23,12.1604
2020-04-24,12.1855
2020-04-25,12.1855
