,UPBD US Equity
2023-03-19,19.6506
2023-03-20,19.463
2023-03-21,19.8457
2023-03-22,19.5756
2023-03-23,19.6019
2023-03-24,19.8007
2023-03-25,19.8007
2023-03-26,19.8007
2023-03-27,19.7332
2023-03-28,19.7294
2023-03-29,19.8007
2023-03-30,19.7519
2023-03-31,27.6088
2023-04-01,27.6088
2023-04-02,27.6088
2023-04-03,27.3966
2023-04-04,27.1135
2023-04-05,26.9284
2023-04-06,26.8577
2023-04-07,26.8577
2023-04-08,26.8577
2023-04-09,26.8577
2023-04-10,27.1571
2023-04-11,27.3584
2023-04-12,27.1462
2023-04-13,27.2278
2023-04-14,27.2986
2023-04-15,27.2986
2023-04-16,27.2986
2023-04-17,27.2006
2023-04-18,27.1081
2023-04-19,26.9502
2023-04-20,26.9448
2023-04-21,26.9339
2023-04-22,26.9339
2023-04-23,26.9339
2023-04-24,27.0046
2023-04-25,27.5701
2023-04-26,28.3896
2023-04-27,28.7447
2023-04-28,28.8321
2023-04-29,28.8321
2023-04-30,28.8321
2023-05-01,28.9632
2023-05-02,28.8048
2023-05-03,28.9359
2023-05-04,30.4276
2023-05-05,31.3864
2023-05-06,31.3864
2023-05-07,31.3864
2023-05-08,31.3891
2023-05-09,31.3782
2023-05-10,31.1269
2023-05-11,31.2689
2023-05-12,31.258
2023-05-13,31.258
2023-05-14,31.258
2023-05-15,31.8043
2023-05-16,31.4711
2023-05-17,31.8043
2023-05-18,32.2086
2023-05-19,31.6295
2023-05-20,31.6295
2023-05-21,31.6295
2023-05-22,31.4437
2023-05-23,31.4765
2023-05-24,31.3126
2023-05-25,30.9903
2023-05-26,31.187
2023-05-27,31.187
2023-05-28,31.187
2023-05-29,31.187
2023-05-30,30.9083
2023-05-31,30.6079
2023-06-01,31.1159
2023-06-02,32.2741
2023-06-03,32.2741
2023-06-04,32.2741
2023-06-05,31.8316
2023-06-06,32.5473
2023-06-07,33.2302
2023-06-08,33.0881
2023-06-09,33.0171
2023-06-10,33.0171
2023-06-11,33.0171
2023-06-12,32.9297
2023-06-13,32.8368
2023-06-14,32.4326
2023-06-15,32.52
2023-06-16,31.8972
2023-06-17,31.8972
2023-06-18,31.8972
2023-06-19,31.8972
2023-06-20,31.9901
2023-06-21,31.7442
2023-06-22,31.3345
2023-06-23,30.9247
2023-06-24,30.9247
2023-06-25,30.9247
2023-06-26,30.892
2023-06-27,31.3399
2023-06-28,31.4
2023-06-29,31.3345
2023-06-30,24.8659
2023-07-01,24.8659
2023-07-02,24.8659
2023-07-03,25.0926
2023-07-04,25.0926
2023-07-05,24.709
2023-07-06,24.5739
2023-07-07,24.6218
2023-07-08,24.6218
2023-07-09,24.6218
2023-07-10,24.7526
2023-07-11,25.0315
2023-07-12,25.0533
2023-07-13,25.1536
2023-07-14,25.232
2023-07-15,25.232
2023-07-16,25.232
2023-07-17,25.28
2023-07-18,25.8422
2023-07-19,26.3216
2023-07-20,26.1037
2023-07-21,25.8117
2023-07-22,25.8117
2023-07-23,25.8117
2023-07-24,25.9948
2023-07-25,25.8422
2023-07-26,26.4916
2023-07-27,26.2563
2023-07-28,26.2911
2023-07-29,26.2911
2023-07-30,26.2911
2023-07-31,26.3914
2023-08-01,26.435
2023-08-02,26.1212
2023-08-03,25.4107
2023-08-04,25.9413
2023-08-05,25.9413
2023-08-06,25.9413
2023-08-07,25.6926
2023-08-08,25.649
2023-08-09,25.5094
2023-08-10,25.2521
2023-08-11,24.9249
2023-08-12,24.9249
2023-08-13,24.9249
2023-08-14,24.8115
2023-08-15,24.7025
2023-08-16,24.5062
2023-08-17,24.0482
2023-08-18,24.1005
2023-08-19,24.1005
2023-08-20,24.1005
2023-08-21,24.0831
2023-08-22,23.7821
2023-08-23,24.0743
2023-08-24,23.9915
2023-08-25,24.2663
2023-08-26,24.2663
2023-08-27,24.2663
2023-08-28,24.528
2023-08-29,24.6152
2023-08-30,24.5629
2023-08-31,24.6545
2023-09-01,24.9642
2023-09-02,24.9642
2023-09-03,24.9642
2023-09-04,24.9642
2023-09-05,24.4364
2023-09-06,24.5454
2023-09-07,24.6676
2023-09-08,24.4844
2023-09-09,24.4844
2023-09-10,24.4844
2023-09-11,24.5149
2023-09-12,24.5367
2023-09-13,24.6196
2023-09-14,24.7548
2023-09-15,24.022
2023-09-16,24.022
2023-09-17,24.022
2023-09-18,23.817
2023-09-19,23.926
2023-09-20,23.9391
2023-09-21,23.9696
2023-09-22,23.9696
2023-09-23,23.9696
2023-09-24,23.9696
2023-09-25,24.2619
2023-09-26,23.9696
2023-09-27,24.1354
2023-09-28,24.3186
2023-09-29,20.6403
2023-09-30,20.6403
2023-10-01,20.6403
2023-10-02,20.4003
2023-10-03,20.1679
2023-10-04,20.3741
2023-10-05,20.3291
2023-10-06,20.3141
2023-10-07,20.3141
2023-10-08,20.3141
2023-10-09,20.5953
2023-10-10,20.7153
2023-10-11,20.629
2023-10-12,20.2954
2023-10-13,20.3816
2023-10-14,20.3816
2023-10-15,20.3816
2023-10-16,20.6066
2023-10-17,20.7415
2023-10-18,20.5578
2023-10-19,20.0104
2023-10-20,19.778
2023-10-21,19.778
2023-10-22,19.778
2023-10-23,19.763
2023-10-24,19.3093
2023-10-25,19.2456
2023-10-26,19.1256
2023-10-27,19.0731
2023-10-28,19.0731
2023-10-29,19.0731
2023-10-30,19.3581
2023-10-31,19.3693
2023-11-01,19.3956
2023-11-02,19.6572
2023-11-03,19.9881
2023-11-04,19.9881
2023-11-05,19.9881
2023-11-06,20.1118
2023-11-07,20.1408
2023-11-08,20.119
2023-11-09,19.9736
2023-11-10,19.959
2023-11-11,19.959
2023-11-12,19.959
2023-11-13,19.9154
2023-11-14,20.5736
2023-11-15,20.4681
2023-11-16,20.1263
2023-11-17,20.359
2023-11-18,20.359
2023-11-19,20.359
2023-11-20,20.5081
2023-11-21,20.4027
2023-11-22,20.2863
2023-11-23,20.2863
2023-11-24,20.1045
2023-11-25,20.1045
2023-11-26,20.1045
2023-11-27,20.1299
2023-11-28,20.2354
2023-11-29,20.2754
2023-11-30,20.1808
2023-12-01,20.5372
2023-12-02,20.5372
2023-12-03,20.5372
2023-12-04,20.8354
2023-12-05,20.7554
2023-12-06,20.8572
2023-12-07,21.1227
2023-12-08,21.1445
2023-12-09,21.1445
2023-12-10,21.1445
2023-12-11,21.1263
2023-12-12,21.1263
2023-12-13,21.2463
2023-12-14,21.7554
2023-12-15,21.6718
2023-12-16,21.6718
2023-12-17,21.6718
2023-12-18,21.6827
2023-12-19,22.0536
2023-12-20,21.7663
2023-12-21,21.9263
2023-12-22,21.9918
2023-12-23,21.9918
2023-12-24,21.9918
2023-12-25,21.9918
2023-12-26,22.2027
2023-12-27,22.1991
2023-12-28,22.1954
2023-12-29,21.2325
2023-12-30,21.2325
2023-12-31,21.2325
2024-01-01,21.2325
2024-01-02,21.2325
2024-01-03,20.7924
2024-01-04,20.8024
2024-01-05,20.8358
2024-01-06,20.8358
2024-01-07,20.8358
2024-01-08,20.9091
2024-01-09,20.7958
2024-01-10,20.9525
2024-01-11,20.9058
2024-01-12,20.7558
2024-01-13,20.7558
2024-01-14,20.7558
2024-01-15,20.7558
2024-01-16,20.6758
2024-01-17,20.6291
2024-01-18,20.6991
2024-01-19,20.7658
2024-01-20,20.7658
2024-01-21,20.7658
2024-01-22,21.1325
2024-01-23,21.2058
2024-01-24,21.0958
2024-01-25,21.5025
2024-01-26,21.5259
2024-01-27,21.5259
2024-01-28,21.5259
2024-01-29,21.5325
2024-01-30,21.5059
2024-01-31,20.9758
2024-02-01,20.9858
2024-02-02,20.9658
2024-02-03,20.9658
2024-02-04,20.9658
2024-02-05,20.7758
2024-02-06,20.9158
2024-02-07,20.8191
2024-02-08,21.0758
2024-02-09,21.0591
2024-02-10,21.0591
2024-02-11,21.0591
2024-02-12,21.3058
2024-02-13,20.7491
2024-02-14,20.8991
2024-02-15,20.9725
2024-02-16,20.6791
2024-02-17,20.6791
2024-02-18,20.6791
2024-02-19,20.6791
2024-02-20,20.7824
2024-02-21,20.6091
2024-02-22,21.2192
2024-02-23,21.1758
2024-02-24,21.1758
2024-02-25,21.1758
2024-02-26,20.9491
2024-02-27,21.1541
2024-02-28,21.0907
2024-02-29,21.1876
2024-03-01,21.094
2024-03-02,21.094
2024-03-03,21.094
2024-03-04,20.9269
2024-03-05,21.084
2024-03-06,20.81
2024-03-07,20.82
2024-03-08,21.1408
2024-03-09,21.1408
2024-03-10,21.1408
2024-03-11,20.9938
2024-03-12,21.1308
2024-03-13,21.1007
2024-03-14,21.0005
2024-03-15,21.0005
2024-03-16,21.0005
2024-03-17,21.0005
2024-03-18,20.8668
2024-03-19,21.0372
2024-03-20,21.2711
2024-03-21,21.3412
2024-03-22,21.4782
2024-03-23,21.4782
2024-03-24,21.4782
2024-03-25,21.6052
2024-03-26,21.5618
2024-03-27,21.6019
2024-03-28,21.672
2024-03-29,21.672
2024-03-30,21.672
2024-03-31,21.672
2024-04-01,21.6052
2024-04-02,21.084
2024-04-03,21.084
2024-04-04,20.6062
2024-04-05,20.9336
2024-04-06,20.9336
2024-04-07,20.9336
2024-04-08,21.1341
