,RUSHA US Equity
2023-03-18,8.1355
2023-03-19,8.1355
2023-03-20,8.2302
2023-03-21,8.3117
2023-03-22,8.198
2023-03-23,8.1613
2023-03-24,8.2
2023-03-25,8.2
2023-03-26,8.2
2023-03-27,8.273
2023-03-28,8.2999
2023-03-29,8.3738
2023-03-30,8.3824
2023-03-31,8.239
2023-04-01,8.239
2023-04-02,8.239
2023-04-03,8.2422
2023-04-04,8.1296
2023-04-05,8.0305
2023-04-06,7.9826
2023-04-07,7.9826
2023-04-08,7.9826
2023-04-09,7.9826
2023-04-10,8.2033
2023-04-11,8.2712
2023-04-12,8.3176
2023-04-13,8.3044
2023-04-14,8.3085
2023-04-15,8.3085
2023-04-16,8.3085
2023-04-17,8.2925
2023-04-18,8.2977
2023-04-19,8.3429
2023-04-20,8.354
2023-04-21,8.2983
2023-04-22,8.2983
2023-04-23,8.2983
2023-04-24,8.3151
2023-04-25,8.2516
2023-04-26,7.9958
2023-04-27,8.0786
2023-04-28,8.1002
2023-04-29,8.1002
2023-04-30,8.1002
2023-05-01,8.1024
2023-05-02,8.0288
2023-05-03,7.9456
2023-05-04,7.79
2023-05-05,7.9146
2023-05-06,7.9146
2023-05-07,7.9146
2023-05-08,7.8933
2023-05-09,7.9696
2023-05-10,8.0174
2023-05-11,7.9833
2023-05-12,8.0123
2023-05-13,8.0123
2023-05-14,8.0123
2023-05-15,8.0276
2023-05-16,8.0197
2023-05-17,8.1006
2023-05-18,8.1231
2023-05-19,8.0261
2023-05-20,8.0261
2023-05-21,8.0261
2023-05-22,8.0485
2023-05-23,8.1199
2023-05-24,8.0359
2023-05-25,8.0786
2023-05-26,8.1455
2023-05-27,8.1455
2023-05-28,8.1455
2023-05-29,8.1455
2023-05-30,8.1195
2023-05-31,8.0061
2023-06-01,7.9946
2023-06-02,8.3325
2023-06-03,8.3325
2023-06-04,8.3325
2023-06-05,8.2555
2023-06-06,8.468
2023-06-07,8.6974
2023-06-08,8.6468
2023-06-09,8.6676
2023-06-10,8.6676
2023-06-11,8.6676
2023-06-12,8.6416
2023-06-13,8.8428
2023-06-14,8.8108
2023-06-15,8.8308
2023-06-16,8.776
2023-06-17,8.776
2023-06-18,8.776
2023-06-19,8.776
2023-06-20,8.7517
2023-06-21,8.7586
2023-06-22,8.8247
2023-06-23,8.7721
2023-06-24,8.7721
2023-06-25,8.7721
2023-06-26,8.792
2023-06-27,8.9098
2023-06-28,8.9157
2023-06-29,8.9522
2023-06-30,9.0376
2023-07-01,9.0376
2023-07-02,9.0376
2023-07-03,9.0676
2023-07-04,9.0676
2023-07-05,8.9319
2023-07-06,8.8289
2023-07-07,8.8775
2023-07-08,8.8775
2023-07-09,8.8775
2023-07-10,8.9166
2023-07-11,9.0151
2023-07-12,9.0033
2023-07-13,9.0391
2023-07-14,9.1466
2023-07-15,9.1466
2023-07-16,9.1466
2023-07-17,9.1371
2023-07-18,9.1426
2023-07-19,9.2622
2023-07-20,9.2669
2023-07-21,9.2162
2023-07-22,9.2162
2023-07-23,9.2162
2023-07-24,9.2522
2023-07-25,9.3235
2023-07-26,9.403
2023-07-27,9.2181
2023-07-28,9.2243
2023-07-29,9.2243
2023-07-30,9.2243
2023-07-31,9.3145
2023-08-01,9.3798
2023-08-02,9.3793
2023-08-03,9.3472
2023-08-04,9.2672
2023-08-05,9.2672
2023-08-06,9.2672
2023-08-07,9.3715
2023-08-08,9.2562
2023-08-09,9.1667
2023-08-10,9.1634
2023-08-11,9.2023
2023-08-12,9.2023
2023-08-13,9.2023
2023-08-14,9.1808
2023-08-15,9.1037
2023-08-16,9.059
2023-08-17,8.9925
2023-08-18,9.0323
2023-08-19,9.0323
2023-08-20,9.0323
2023-08-21,9.1026
2023-08-22,9.1296
2023-08-23,9.2001
2023-08-24,9.1766
2023-08-25,9.1624
2023-08-26,9.1624
2023-08-27,9.1624
2023-08-28,9.2072
2023-08-29,9.0623
2023-08-30,9.1289
2023-08-31,9.1125
2023-09-01,9.207
2023-09-02,9.207
2023-09-03,9.207
2023-09-04,9.207
2023-09-05,8.922
2023-09-06,8.8444
2023-09-07,8.7863
2023-09-08,8.7892
2023-09-09,8.7892
2023-09-10,8.7892
2023-09-11,8.8033
2023-09-12,8.8087
2023-09-13,8.8028
2023-09-14,8.9747
2023-09-15,8.8909
2023-09-16,8.8909
2023-09-17,8.8909
2023-09-18,8.9264
2023-09-19,8.9308
2023-09-20,8.9315
2023-09-21,8.9023
2023-09-22,8.9479
2023-09-23,8.9479
2023-09-24,8.9479
2023-09-25,9.0342
2023-09-26,8.9943
2023-09-27,9.1367
2023-09-28,9.2182
2023-09-29,9.2352
2023-09-30,9.2352
2023-10-01,9.2352
2023-10-02,9.2119
2023-10-03,9.1356
2023-10-04,9.1898
2023-10-05,9.1057
2023-10-06,9.1239
2023-10-07,9.1239
2023-10-08,9.1239
2023-10-09,9.2471
2023-10-10,9.2475
2023-10-11,9.3274
2023-10-12,9.2525
2023-10-13,9.1297
2023-10-14,9.1297
2023-10-15,9.1297
2023-10-16,9.186
2023-10-17,9.3166
2023-10-18,9.2415
2023-10-19,9.0804
2023-10-20,9.0074
2023-10-21,9.0074
2023-10-22,9.0074
2023-10-23,8.9421
2023-10-24,8.9327
2023-10-25,8.3234
2023-10-26,8.3004
2023-10-27,8.3555
2023-10-28,8.3555
2023-10-29,8.3555
2023-10-30,8.3882
2023-10-31,8.3974
2023-11-01,8.5496
2023-11-02,8.6093
2023-11-03,8.7718
2023-11-04,8.7718
2023-11-05,8.7718
2023-11-06,8.7857
2023-11-07,8.6679
2023-11-08,8.6214
2023-11-09,8.5791
2023-11-10,8.7117
2023-11-11,8.7117
2023-11-12,8.7117
2023-11-13,8.6826
2023-11-14,8.9708
2023-11-15,8.9538
2023-11-16,8.8028
2023-11-17,8.8138
2023-11-18,8.8138
2023-11-19,8.8138
2023-11-20,8.8864
2023-11-21,8.7591
2023-11-22,8.8146
2023-11-23,8.8146
2023-11-24,8.8563
2023-11-25,8.8563
2023-11-26,8.8563
2023-11-27,8.8326
2023-11-28,8.7694
2023-11-29,8.9116
2023-11-30,8.943
2023-12-01,9.1338
2023-12-02,9.1338
2023-12-03,9.1338
2023-12-04,9.1718
2023-12-05,9.0267
2023-12-06,9.0659
2023-12-07,9.0627
2023-12-08,9.0998
2023-12-09,9.0998
2023-12-10,9.0998
2023-12-11,9.197
2023-12-12,9.1459
2023-12-13,9.271
2023-12-14,9.498
2023-12-15,9.4509
2023-12-16,9.4509
2023-12-17,9.4509
2023-12-18,9.4058
2023-12-19,9.5726
2023-12-20,9.972
2023-12-21,9.9924
2023-12-22,10.0859
2023-12-23,10.0859
2023-12-24,10.0859
2023-12-25,10.0859
2023-12-26,10.2461
2023-12-27,10.2454
2023-12-28,10.327
2023-12-29,11.1081
2023-12-30,11.1081
2023-12-31,11.1081
2024-01-01,11.1081
2024-01-02,10.9068
2024-01-03,10.6241
2024-01-04,10.5566
2024-01-05,10.4583
2024-01-06,10.4583
2024-01-07,10.4583
2024-01-08,10.5144
2024-01-09,10.2951
2024-01-10,10.2226
2024-01-11,10.1704
2024-01-12,10.0905
2024-01-13,10.0905
2024-01-14,10.0905
2024-01-15,10.0905
2024-01-16,10.0576
2024-01-17,9.9488
2024-01-18,10.1484
2024-01-19,10.1425
2024-01-20,10.1425
2024-01-21,10.1425
2024-01-22,10.3241
2024-01-23,10.3214
2024-01-24,10.2357
2024-01-25,10.4092
2024-01-26,10.3843
2024-01-27,10.3843
2024-01-28,10.3843
2024-01-29,10.5098
2024-01-30,10.5599
2024-01-31,10.2607
2024-02-01,10.477
2024-02-02,10.481
2024-02-03,10.481
2024-02-04,10.481
2024-02-05,10.3716
2024-02-06,10.4367
2024-02-07,10.4738
2024-02-08,10.5315
2024-02-09,10.6581
2024-02-10,10.6581
2024-02-11,10.6581
2024-02-12,10.7364
2024-02-13,10.4708
2024-02-14,10.4368
2024-02-15,10.6426
2024-02-16,10.4041
2024-02-17,10.4041
2024-02-18,10.4041
2024-02-19,10.4041
2024-02-20,10.0865
2024-02-21,10.2015
2024-02-22,10.2327
2024-02-23,10.3854
2024-02-24,10.3854
2024-02-25,10.3854
2024-02-26,10.4412
2024-02-27,10.5324
2024-02-28,10.5601
2024-02-29,10.6686
2024-03-01,10.706
2024-03-02,10.706
2024-03-03,10.706
2024-03-04,10.6798
2024-03-05,10.6583
2024-03-06,10.5344
2024-03-07,10.57
2024-03-08,10.6159
2024-03-09,10.6159
2024-03-10,10.6159
2024-03-11,10.4967
2024-03-12,10.563
2024-03-13,10.6202
2024-03-14,10.5891
2024-03-15,10.7401
2024-03-16,10.7401
2024-03-17,10.7401
2024-03-18,10.7053
2024-03-19,10.8077
2024-03-20,11.0026
2024-03-21,11.1654
2024-03-22,11.082
2024-03-23,11.082
2024-03-24,11.082
2024-03-25,11.0807
2024-03-26,11.1111
2024-03-27,11.2632
2024-03-28,11.3386
2024-03-29,11.3386
2024-03-30,11.3386
2024-03-31,11.3386
2024-04-01,11.2489
2024-04-02,11.0764
2024-04-03,11.1205
2024-04-04,11.0614
2024-04-05,11.0947
2024-04-06,11.0947
2024-04-07,11.0947
2024-04-08,11.1457
