,RUSHA US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,15.0947
2020-01-02,15.0243
2020-01-03,15.0252
2020-01-04,15.0252
2020-01-05,15.0252
2020-01-06,14.9442
2020-01-07,14.9539
2020-01-08,14.9441
2020-01-09,14.8341
2020-01-10,14.8832
2020-01-11,14.8832
2020-01-12,14.8832
2020-01-13,14.9137
2020-01-14,14.9551
2020-01-15,14.9562
2020-01-16,15.1077
2020-01-17,15.1197
2020-01-18,15.1197
2020-01-19,15.1197
2020-01-20,15.1197
2020-01-21,14.8866
2020-01-22,14.8587
2020-01-23,14.784
2020-01-24,14.7193
2020-01-25,14.7193
2020-01-26,14.7193
2020-01-27,14.6332
2020-01-28,14.7605
2020-01-29,14.8192
2020-01-30,14.8032
2020-01-31,14.5925
2020-02-01,14.5925
2020-02-02,14.5925
2020-02-03,14.6719
2020-02-04,14.6966
2020-02-05,14.9147
2020-02-06,14.7418
2020-02-07,14.6696
2020-02-08,14.6696
2020-02-09,14.6696
2020-02-10,14.7476
2020-02-11,14.8711
2020-02-12,14.9773
2020-02-13,14.3154
2020-02-14,14.5124
2020-02-15,14.5124
2020-02-16,14.5124
2020-02-17,14.5124
2020-02-18,14.6574
2020-02-19,14.5882
2020-02-20,14.8201
2020-02-21,14.8253
2020-02-22,14.8253
2020-02-23,14.8253
2020-02-24,14.5757
2020-02-25,14.4706
2020-02-26,14.4114
2020-02-27,14.4862
2020-02-28,14.3808
2020-02-29,14.3808
2020-03-01,14.3808
2020-03-02,14.582
2020-03-03,14.2986
2020-03-04,14.398
2020-03-05,14.2674
2020-03-06,14.1005
2020-03-07,14.1005
2020-03-08,14.1005
2020-03-09,13.0687
2020-03-10,13.3174
2020-03-11,13.2196
2020-03-12,12.524
2020-03-13,12.9348
2020-03-14,12.9348
2020-03-15,12.9348
2020-03-16,12.3143
2020-03-17,12.616
2020-03-18,11.9357
2020-03-19,11.8949
2020-03-20,12.0279
2020-03-21,12.0279
2020-03-22,12.0279
2020-03-23,12.1026
2020-03-24,12.5242
2020-03-25,12.5802
2020-03-26,12.9874
2020-03-27,12.6764
2020-03-28,12.6764
2020-03-29,12.6764
2020-03-30,12.6249
2020-03-31,13.6717
2020-04-01,13.1942
2020-04-02,13.3217
2020-04-03,13.0984
2020-04-04,13.0984
2020-04-05,13.0984
2020-04-06,13.4976
2020-04-07,13.6196
2020-04-08,13.8603
2020-04-09,14.29
2020-04-10,14.29
2020-04-11,14.29
2020-04-12,14.29
2020-04-13,13.9638
2020-04-14,14.0304
2020-04-15,13.7104
2020-04-16,13.7446
2020-04-17,14.1277
2020-04-18,14.1277
2020-04-19,14.1277
2020-04-20,13.8132
2020-04-21,13.5906
2020-04-22,13.6429
2020-04-23,13.9744
2020-04-24,14.1068
2020-04-25,14.1068
2020-04-26,14.1068
2020-04-27,14.2788
2020-04-28,14.4268
2020-04-29,14.874
2020-04-30,14.6157
2020-05-01,14.3957
2020-05-02,14.3957
2020-05-03,14.3957
2020-05-04,14.4349
2020-05-05,14.4196
2020-05-06,14.2687
2020-05-07,14.4429
2020-05-08,14.7093
2020-05-09,14.7093
2020-05-10,14.7093
2020-05-11,14.6055
2020-05-12,14.1943
2020-05-13,14.1408
2020-05-14,14.0565
2020-05-15,14.2022
2020-05-16,14.2022
2020-05-17,14.2022
2020-05-18,14.787
2020-05-19,14.6717
2020-05-20,14.9403
2020-05-21,14.8907
2020-05-22,14.6893
2020-05-23,14.6893
2020-05-24,14.6893
2020-05-25,14.6893
2020-05-26,15.0484
2020-05-27,15.4628
2020-05-28,15.2524
2020-05-29,15.2581
2020-05-30,15.2581
2020-05-31,15.2581
2020-06-01,15.1272
2020-06-02,15.2097
2020-06-03,15.448
2020-06-04,15.6676
2020-06-05,15.8624
2020-06-06,15.8624
2020-06-07,15.8624
2020-06-08,16.0031
2020-06-09,15.7611
2020-06-10,15.4012
2020-06-11,14.662
2020-06-12,14.8389
2020-06-13,14.8389
2020-06-14,14.8389
2020-06-15,14.9778
2020-06-16,15.1305
2020-06-17,14.9249
2020-06-18,14.8213
2020-06-19,14.5479
2020-06-20,14.5479
2020-06-21,14.5479
2020-06-22,14.6545
2020-06-23,14.6502
2020-06-24,14.4856
2020-06-25,14.7188
2020-06-26,14.7555
2020-06-27,14.7555
2020-06-28,14.7555
2020-06-29,15.0031
2020-06-30,17.3274
2020-07-01,17.1616
2020-07-02,17.243
2020-07-03,17.243
2020-07-04,17.243
2020-07-05,17.243
2020-07-06,17.4853
2020-07-07,17.2304
2020-07-08,17.2721
2020-07-09,17.0944
2020-07-10,17.3254
2020-07-11,17.3254
2020-07-12,17.3254
2020-07-13,17.3825
2020-07-14,17.6375
2020-07-15,18.141
2020-07-16,17.9828
2020-07-17,17.9292
2020-07-18,17.9292
2020-07-19,17.9292
2020-07-20,17.7996
2020-07-21,18.0842
2020-07-22,18.0199
2020-07-23,18.9255
2020-07-24,18.8746
2020-07-25,18.8746
2020-07-26,18.8746
2020-07-27,19.0624
2020-07-28,18.8891
2020-07-29,18.9331
2020-07-30,18.8998
2020-07-31,18.6862
2020-08-01,18.6862
2020-08-02,18.6862
2020-08-03,18.9223
2020-08-04,18.8517
2020-08-05,18.9056
2020-08-06,18.818
2020-08-07,19.1359
2020-08-08,19.1359
2020-08-09,19.1359
2020-08-10,19.3491
2020-08-11,19.3939
2020-08-12,19.477
2020-08-13,19.4585
2020-08-14,19.4654
2020-08-15,19.4654
2020-08-16,19.4654
2020-08-17,19.4936
2020-08-18,19.3207
2020-08-19,19.3809
2020-08-20,19.2978
2020-08-21,19.4927
2020-08-22,19.4927
2020-08-23,19.4927
2020-08-24,19.367
2020-08-25,19.2566
2020-08-26,19.2024
2020-08-27,19.1796
2020-08-28,19.2584
2020-08-29,19.2584
2020-08-30,19.2584
2020-08-31,19.0056
2020-09-01,19.2951
2020-09-02,19.3247
2020-09-03,19.048
2020-09-04,19.3035
2020-09-05,19.3035
2020-09-06,19.3035
2020-09-07,19.3035
2020-09-08,19.2415
2020-09-09,19.3029
2020-09-10,19.0295
2020-09-11,19.0839
2020-09-12,19.0839
2020-09-13,19.0839
2020-09-14,19.2911
2020-09-15,19.2539
2020-09-16,19.4613
2020-09-17,19.5623
2020-09-18,19.6161
2020-09-19,19.6161
2020-09-20,19.6161
2020-09-21,19.0645
2020-09-22,19.3365
2020-09-23,19.1121
2020-09-24,19.0369
2020-09-25,19.0401
2020-09-26,19.0401
2020-09-27,19.0401
2020-09-28,19.5035
2020-09-29,19.489
2020-09-30,20.4538
2020-10-01,20.5554
2020-10-02,20.8553
2020-10-03,20.8553
2020-10-04,20.8553
2020-10-05,21.4841
2020-10-06,21.6735
2020-10-07,22.073
2020-10-08,22.0294
2020-10-09,21.8274
2020-10-10,21.8274
2020-10-11,21.8274
2020-10-12,21.9798
2020-10-13,21.7301
2020-10-14,21.4644
2020-10-15,21.6173
2020-10-16,21.8145
2020-10-17,21.8145
2020-10-18,21.8145
2020-10-19,21.538
2020-10-20,21.4741
2020-10-21,21.3946
2020-10-22,21.8337
2020-10-23,22.3891
2020-10-24,22.3891
2020-10-25,22.3891
2020-10-26,21.8737
2020-10-27,21.5978
2020-10-28,21.5362
2020-10-29,21.4623
2020-10-30,21.2674
2020-10-31,21.2674
2020-11-01,21.2674
2020-11-02,21.8384
2020-11-03,22.2402
2020-11-04,22.0354
2020-11-05,22.0982
2020-11-06,21.5232
2020-11-07,21.5232
2020-11-08,21.5232
2020-11-09,22.0613
2020-11-10,22.6214
2020-11-11,22.438
2020-11-12,21.981
2020-11-13,21.961
2020-11-14,21.961
2020-11-15,21.961
2020-11-16,22.2922
2020-11-17,22.0995
2020-11-18,22.3236
2020-11-19,22.3078
2020-11-20,22.3899
2020-11-21,22.3899
2020-11-22,22.3899
2020-11-23,22.4768
2020-11-24,22.9731
2020-11-25,22.7722
2020-11-26,22.7722
2020-11-27,22.534
2020-11-28,22.534
2020-11-29,22.534
2020-11-30,22.2808
2020-12-01,22.3231
2020-12-02,22.3537
2020-12-03,22.4844
2020-12-04,23.0472
2020-12-05,23.0472
2020-12-06,23.0472
2020-12-07,22.7532
2020-12-08,23.0409
2020-12-09,23.2952
2020-12-10,23.275
2020-12-11,23.5206
2020-12-12,23.5206
2020-12-13,23.5206
2020-12-14,23.4398
2020-12-15,23.434
2020-12-16,23.3245
2020-12-17,23.4442
2020-12-18,23.3846
2020-12-19,23.3846
2020-12-20,23.3846
2020-12-21,23.1465
2020-12-22,23.1634
2020-12-23,23.4942
2020-12-24,23.4488
2020-12-25,23.4488
2020-12-26,23.4488
2020-12-27,23.4488
2020-12-28,23.4441
2020-12-29,23.2783
2020-12-30,23.4705
2020-12-31,20.251
2021-01-01,20.251
2021-01-02,20.251
2021-01-03,20.251
2021-01-04,19.8938
2021-01-05,20.1838
2021-01-06,21.111
2021-01-07,21.3395
2021-01-08,21.04
2021-01-09,21.04
2021-01-10,21.04
2021-01-11,21.0845
2021-01-12,21.2521
2021-01-13,20.9802
2021-01-14,21.3596
2021-01-15,21.3591
2021-01-16,21.3591
2021-01-17,21.3591
2021-01-18,21.3591
2021-01-19,21.5154
2021-01-20,21.6707
2021-01-21,21.5116
2021-01-22,21.9854
2021-01-23,21.9854
2021-01-24,21.9854
2021-01-25,21.6078
2021-01-26,21.5065
2021-01-27,20.9785
2021-01-28,21.1134
2021-01-29,20.4746
2021-01-30,20.4746
2021-01-31,20.4746
2021-02-01,20.6987
2021-02-02,20.9228
2021-02-03,20.7547
2021-02-04,20.8609
2021-02-05,20.8135
2021-02-06,20.8135
2021-02-07,20.8135
2021-02-08,21.1697
2021-02-09,20.9218
2021-02-10,20.5781
2021-02-11,20.5559
2021-02-12,20.4142
2021-02-13,20.4142
2021-02-14,20.4142
2021-02-15,20.4142
2021-02-16,20.0981
2021-02-17,20.0981
2021-02-18,19.6889
2021-02-19,20.3087
2021-02-20,20.3087
2021-02-21,20.3087
2021-02-22,20.432
2021-02-23,20.7005
2021-02-24,21.1682
2021-02-25,20.6035
2021-02-26,20.6276
2021-02-27,20.6276
2021-02-28,20.6276
2021-03-01,20.9087
2021-03-02,20.872
2021-03-03,20.9775
2021-03-04,21.04
2021-03-05,21.7131
2021-03-06,21.7131
2021-03-07,21.7131
2021-03-08,21.8826
2021-03-09,22.0085
2021-03-10,22.4186
2021-03-11,22.9361
2021-03-12,23.4073
2021-03-13,23.4073
2021-03-14,23.4073
2021-03-15,23.1034
2021-03-16,23.0575
2021-03-17,23.2741
2021-03-18,23.5162
2021-03-19,23.2495
2021-03-20,23.2495
2021-03-21,23.2495
2021-03-22,22.7495
2021-03-23,22.366
2021-03-24,22.2228
2021-03-25,22.642
2021-03-26,23.0205
2021-03-27,23.0205
2021-03-28,23.0205
2021-03-29,23.0363
2021-03-30,23.6604
2021-03-31,20.5573
2021-04-01,20.5336
2021-04-02,20.5336
2021-04-03,20.5336
2021-04-04,20.5336
2021-04-05,20.8188
2021-04-06,21.0687
2021-04-07,20.7461
2021-04-08,20.9726
2021-04-09,21.1939
2021-04-10,21.1939
2021-04-11,21.1939
2021-04-12,21.3007
2021-04-13,21.0685
2021-04-14,20.9812
2021-04-15,21.2085
2021-04-16,21.1336
2021-04-17,21.1336
2021-04-18,21.1336
2021-04-19,20.9516
2021-04-20,20.5055
2021-04-21,20.675
2021-04-22,20.0801
2021-04-23,20.6753
2021-04-24,20.6753
2021-04-25,20.6753
2021-04-26,20.7995
2021-04-27,20.8084
2021-04-28,20.685
2021-04-29,20.7229
2021-04-30,20.4752
2021-05-01,20.4752
2021-05-02,20.4752
2021-05-03,20.95
2021-05-04,20.7195
2021-05-05,20.6781
2021-05-06,20.7176
2021-05-07,20.6268
2021-05-08,20.6268
2021-05-09,20.6268
2021-05-10,20.7696
2021-05-11,20.4284
2021-05-12,20.028
2021-05-13,20.6799
2021-05-14,21.1378
2021-05-15,21.1378
2021-05-16,21.1378
2021-05-17,21.2894
2021-05-18,20.8247
2021-05-19,20.5057
2021-05-20,20.0628
2021-05-21,20.4684
2021-05-22,20.4684
2021-05-23,20.4684
2021-05-24,20.1218
2021-05-25,19.9328
2021-05-26,20.139
2021-05-27,20.2773
2021-05-28,20.0726
2021-05-29,20.0726
2021-05-30,20.0726
2021-05-31,20.0726
2021-06-01,20.412
2021-06-02,19.8977
2021-06-03,19.8156
2021-06-04,19.7641
2021-06-05,19.7641
2021-06-06,19.7641
2021-06-07,19.6875
2021-06-08,19.6714
2021-06-09,19.6673
2021-06-10,19.4797
2021-06-11,19.6404
2021-06-12,19.6404
2021-06-13,19.6404
2021-06-14,19.4124
2021-06-15,19.4284
2021-06-16,19.4495
2021-06-17,18.9305
2021-06-18,18.2486
2021-06-19,18.2486
2021-06-20,18.2486
2021-06-21,18.4112
2021-06-22,18.2344
2021-06-23,18.329
2021-06-24,18.6288
2021-06-25,18.0196
2021-06-26,18.0196
2021-06-27,18.0196
2021-06-28,18.3056
2021-06-29,18.2676
2021-06-30,13.8713
2021-07-01,13.8758
2021-07-02,13.8299
2021-07-03,13.8299
2021-07-04,13.8299
2021-07-05,13.8299
2021-07-06,13.5536
2021-07-07,13.6201
2021-07-08,13.6303
2021-07-09,14.06
2021-07-10,14.06
2021-07-11,14.06
2021-07-12,14.1517
2021-07-13,14.2398
2021-07-14,14.1899
2021-07-15,14.1307
2021-07-16,14.2292
2021-07-17,14.2292
2021-07-18,14.2292
2021-07-19,14.0087
2021-07-20,14.5047
2021-07-21,14.875
2021-07-22,14.748
2021-07-23,14.8579
2021-07-24,14.8579
2021-07-25,14.8579
2021-07-26,14.7787
2021-07-27,14.7557
2021-07-28,14.7159
2021-07-29,14.9315
2021-07-30,14.9268
2021-07-31,14.9268
2021-08-01,14.9268
2021-08-02,14.7721
2021-08-03,14.7549
2021-08-04,14.432
2021-08-05,14.4603
2021-08-06,14.5634
2021-08-07,14.5634
2021-08-08,14.5634
2021-08-09,14.3987
2021-08-10,14.5542
2021-08-11,14.7625
2021-08-12,14.6957
2021-08-13,14.609
2021-08-14,14.609
2021-08-15,14.609
2021-08-16,14.5858
2021-08-17,14.318
2021-08-18,14.1746
2021-08-19,14.1492
2021-08-20,14.2566
2021-08-21,14.2566
2021-08-22,14.2566
2021-08-23,14.4399
2021-08-24,14.3713
2021-08-25,14.3311
2021-08-26,14.2082
2021-08-27,14.587
2021-08-28,14.587
2021-08-29,14.587
2021-08-30,14.4109
2021-08-31,14.2957
2021-09-01,14.3531
2021-09-02,14.346
2021-09-03,14.189
2021-09-04,14.189
2021-09-05,14.189
2021-09-06,14.189
2021-09-07,13.9944
2021-09-08,13.8017
2021-09-09,13.7821
2021-09-10,13.6383
2021-09-11,13.6383
2021-09-12,13.6383
2021-09-13,13.8025
2021-09-14,13.6948
2021-09-15,13.9493
2021-09-16,14.0001
2021-09-17,14.2572
2021-09-18,14.2572
2021-09-19,14.2572
2021-09-20,14.0947
2021-09-21,14.1097
2021-09-22,14.3315
2021-09-23,14.5451
2021-09-24,14.6305
2021-09-25,14.6305
2021-09-26,14.6305
2021-09-27,14.9178
2021-09-28,14.7284
2021-09-29,14.9502
2021-09-30,11.6309
2021-10-01,11.7867
2021-10-02,11.7867
2021-10-03,11.7867
2021-10-04,11.9226
2021-10-05,11.9257
2021-10-06,11.9473
2021-10-07,11.9756
2021-10-08,11.9383
2021-10-09,11.9383
2021-10-10,11.9383
2021-10-11,11.9783
2021-10-12,12.21
2021-10-13,12.1497
2021-10-14,12.4811
2021-10-15,12.1345
2021-10-16,12.1345
2021-10-17,12.1345
2021-10-18,12.0606
2021-10-19,12.0474
2021-10-20,12.1511
2021-10-21,12.6822
2021-10-22,13.1367
2021-10-23,13.1367
2021-10-24,13.1367
2021-10-25,13.2818
2021-10-26,13.1951
2021-10-27,12.8671
2021-10-28,12.89
2021-10-29,12.962
2021-10-30,12.962
2021-10-31,12.962
2021-11-01,13.1195
2021-11-02,13.1551
2021-11-03,13.302
2021-11-04,13.2716
2021-11-05,13.5443
2021-11-06,13.5443
2021-11-07,13.5443
2021-11-08,13.3813
2021-11-09,13.2728
2021-11-10,13.1242
2021-11-11,13.1913
2021-11-12,13.2518
2021-11-13,13.2518
2021-11-14,13.2518
2021-11-15,13.2184
2021-11-16,13.4506
2021-11-17,13.6063
2021-11-18,13.6892
2021-11-19,13.7336
2021-11-20,13.7336
2021-11-21,13.7336
2021-11-22,13.9609
2021-11-23,13.9429
2021-11-24,13.6922
2021-11-25,13.6922
2021-11-26,13.2967
2021-11-27,13.2967
2021-11-28,13.2967
2021-11-29,13.0807
2021-11-30,12.6552
2021-12-01,12.9485
2021-12-02,13.1498
2021-12-03,13.2122
2021-12-04,13.2122
2021-12-05,13.2122
2021-12-06,13.4066
2021-12-07,13.4378
2021-12-08,13.52
2021-12-09,13.5888
2021-12-10,13.4999
2021-12-11,13.4999
2021-12-12,13.4999
2021-12-13,13.3009
2021-12-14,13.2038
2021-12-15,13.2706
2021-12-16,13.183
2021-12-17,12.9734
2021-12-18,12.9734
2021-12-19,12.9734
2021-12-20,12.7882
2021-12-21,13.0449
2021-12-22,13.1305
2021-12-23,13.2381
2021-12-24,13.2381
2021-12-25,13.2381
2021-12-26,13.2381
2021-12-27,13.4454
2021-12-28,13.5607
2021-12-29,13.6985
2021-12-30,13.5838
2021-12-31,13.1766
2022-01-01,13.1766
2022-01-02,13.1766
2022-01-03,13.3072
2022-01-04,13.7559
2022-01-05,13.5816
2022-01-06,13.9818
2022-01-07,13.5708
2022-01-08,13.5708
2022-01-09,13.5708
2022-01-10,13.338
2022-01-11,13.2595
2022-01-12,13.2556
2022-01-13,13.3776
2022-01-14,13.3429
2022-01-15,13.3429
2022-01-16,13.3429
2022-01-17,13.3429
2022-01-18,13.0815
2022-01-19,12.9601
2022-01-20,12.7071
2022-01-21,12.8045
2022-01-22,12.8045
2022-01-23,12.8045
2022-01-24,13.1239
2022-01-25,12.9588
2022-01-26,12.8359
2022-01-27,12.5729
2022-01-28,12.5321
2022-01-29,12.5321
2022-01-30,12.5321
2022-01-31,12.6535
2022-02-01,12.7278
2022-02-02,12.5138
2022-02-03,12.317
2022-02-04,11.9704
2022-02-05,11.9704
2022-02-06,11.9704
2022-02-07,11.9272
2022-02-08,12.0765
2022-02-09,12.1442
2022-02-10,11.9275
2022-02-11,11.9549
2022-02-12,11.9549
2022-02-13,11.9549
2022-02-14,12.0183
2022-02-15,12.2607
2022-02-16,12.3858
2022-02-17,12.1106
2022-02-18,12.1238
2022-02-19,12.1238
2022-02-20,12.1238
2022-02-21,12.1238
2022-02-22,11.9933
2022-02-23,11.9314
2022-02-24,12.0494
2022-02-25,12.2305
2022-02-26,12.2305
2022-02-27,12.2305
2022-02-28,12.4422
2022-03-01,12.0754
2022-03-02,12.326
2022-03-03,12.4362
2022-03-04,12.3891
2022-03-05,12.3891
2022-03-06,12.3891
2022-03-07,12.2855
2022-03-08,12.2755
2022-03-09,12.2726
2022-03-10,12.2891
2022-03-11,12.3893
2022-03-12,12.3893
2022-03-13,12.3893
2022-03-14,12.5951
2022-03-15,12.6309
2022-03-16,12.749
2022-03-17,12.7279
2022-03-18,12.5876
2022-03-19,12.5876
2022-03-20,12.5876
2022-03-21,12.6147
2022-03-22,12.5871
2022-03-23,12.5214
2022-03-24,12.5252
2022-03-25,12.4873
2022-03-26,12.4873
2022-03-27,12.4873
2022-03-28,12.3561
2022-03-29,12.6052
2022-03-30,12.5174
2022-03-31,10.5431
2022-04-01,10.4619
2022-04-02,10.4619
2022-04-03,10.4619
2022-04-04,10.278
2022-04-05,10.4306
2022-04-06,10.3701
2022-04-07,10.1748
2022-04-08,10.1205
2022-04-09,10.1205
2022-04-10,10.1205
2022-04-11,10.0894
2022-04-12,10.1671
2022-04-13,10.286
2022-04-14,10.3141
2022-04-15,10.3141
2022-04-16,10.3141
2022-04-17,10.3141
2022-04-18,10.2666
2022-04-19,10.5777
2022-04-20,10.5904
2022-04-21,10.5357
2022-04-22,10.4307
2022-04-23,10.4307
2022-04-24,10.4307
2022-04-25,10.4379
2022-04-26,10.2427
2022-04-27,10.5624
2022-04-28,10.9354
2022-04-29,10.5833
2022-04-30,10.5833
2022-05-01,10.5833
2022-05-02,10.6564
2022-05-03,10.8708
2022-05-04,11.0762
2022-05-05,10.8253
2022-05-06,10.6503
2022-05-07,10.6503
2022-05-08,10.6503
2022-05-09,10.7348
2022-05-10,10.4849
2022-05-11,10.4111
2022-05-12,10.467
2022-05-13,10.5642
2022-05-14,10.5642
2022-05-15,10.5642
2022-05-16,10.5739
2022-05-17,10.8094
2022-05-18,10.3487
2022-05-19,10.2927
2022-05-20,10.1527
2022-05-21,10.1527
2022-05-22,10.1527
2022-05-23,10.2858
2022-05-24,10.4026
2022-05-25,10.5014
2022-05-26,10.5501
2022-05-27,10.6824
2022-05-28,10.6824
2022-05-29,10.6824
2022-05-30,10.6824
2022-05-31,10.5848
2022-06-01,10.6643
2022-06-02,10.8619
