,TPR US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,12.982
2020-01-02,12.9678
2020-01-03,12.9642
2020-01-04,12.9642
2020-01-05,12.9642
2020-01-06,13.0847
2020-01-07,13.1768
2020-01-08,13.2406
2020-01-09,13.1272
2020-01-10,13.1449
2020-01-11,13.1449
2020-01-12,13.1449
2020-01-13,13.3823
2020-01-14,13.5701
2020-01-15,13.5453
2020-01-16,13.6481
2020-01-17,13.6622
2020-01-18,13.6622
2020-01-19,13.6622
2020-01-20,13.6622
2020-01-21,13.4745
2020-01-22,13.2229
2020-01-23,13.3256
2020-01-24,13.0953
2020-01-25,13.0953
2020-01-26,13.0953
2020-01-27,12.7233
2020-01-28,12.78
2020-01-29,12.9075
2020-01-30,12.865
2020-01-31,12.5568
2020-02-01,12.5568
2020-02-02,12.5568
2020-02-03,12.6489
2020-02-04,13.0634
2020-02-05,13.4851
2020-02-06,13.7047
2020-02-07,13.3396
2020-02-08,13.3396
2020-02-09,13.3396
2020-02-10,13.531
2020-02-11,13.5558
2020-02-12,13.8713
2020-02-13,13.6444
2020-02-14,13.7791
2020-02-15,13.7791
2020-02-16,13.7791
2020-02-17,13.7791
2020-02-18,13.3857
2020-02-19,13.3644
2020-02-20,13.6374
2020-02-21,13.3467
2020-02-22,13.3467
2020-02-23,13.3467
2020-02-24,12.4819
2020-02-25,12.0565
2020-02-26,11.7624
2020-02-27,11.5603
2020-02-28,11.7375
2020-02-29,11.7375
2020-03-01,11.7375
2020-03-02,11.8226
2020-03-03,11.7056
2020-03-04,12.0495
2020-03-05,11.3016
2020-03-06,11.1173
2020-03-07,11.1173
2020-03-08,11.1173
2020-03-09,9.9583
2020-03-10,10.217
2020-03-11,9.6534
2020-03-12,8.7461
2020-03-13,9.1785
2020-03-14,9.1785
2020-03-15,9.1785
2020-03-16,7.4949
2020-03-17,8.101
2020-03-18,8.1612
2020-03-19,7.9309
2020-03-20,7.6934
2020-03-21,7.6934
2020-03-22,7.6934
2020-03-23,7.1759
2020-03-24,8.2888
2020-03-25,8.7071
2020-03-26,8.7992
2020-03-27,8.7992
2020-03-28,8.7992
2020-03-29,8.7992
2020-03-30,8.7992
2020-03-31,8.7992
2020-04-01,8.7992
2020-04-02,8.7992
2020-04-03,8.7992
2020-04-04,8.7992
2020-04-05,8.7992
2020-04-06,8.7992
2020-04-07,8.7992
2020-04-08,8.7992
2020-04-09,8.7992
2020-04-10,8.7992
2020-04-11,8.7992
2020-04-12,8.7992
2020-04-13,8.7992
2020-04-14,8.7992
2020-04-15,8.7992
2020-04-16,8.7992
2020-04-17,8.7992
2020-04-18,8.7992
2020-04-19,8.7992
2020-04-20,8.7992
2020-04-21,8.7992
2020-04-22,8.7992
2020-04-23,8.7992
2020-04-24,8.7992
2020-04-25,8.7992
2020-04-26,8.7992
2020-04-27,8.7992
2020-04-28,8.7992
2020-04-29,8.7992
2020-04-30,8.7992
2020-05-01,8.7992
2020-05-02,8.7992
2020-05-03,8.7992
2020-05-04,8.7992
2020-05-05,8.7992
2020-05-06,8.7992
2020-05-07,8.7992
2020-05-08,8.7992
2020-05-09,8.7992
2020-05-10,8.7992
2020-05-11,8.7992
2020-05-12,8.7992
2020-05-13,8.7992
2020-05-14,8.7992
2020-05-15,8.7992
2020-05-16,8.7992
2020-05-17,8.7992
2020-05-18,8.7992
2020-05-19,8.7992
2020-05-20,8.7992
2020-05-21,8.7992
2020-05-22,8.7992
2020-05-23,8.7992
2020-05-24,8.7992
2020-05-25,8.7992
2020-05-26,8.7992
2020-05-27,8.7992
2020-05-28,8.7992
2020-05-29,8.7992
2020-05-30,8.7992
2020-05-31,8.7992
2020-06-01,8.7992
2020-06-02,8.7992
2020-06-03,8.7992
2020-06-04,8.7992
2020-06-05,8.7992
2020-06-06,8.7992
2020-06-07,8.7992
2020-06-08,8.7992
2020-06-09,8.7992
2020-06-10,8.7992
2020-06-11,8.7992
2020-06-12,8.7992
2020-06-13,8.7992
2020-06-14,8.7992
2020-06-15,8.7992
2020-06-16,8.7992
2020-06-17,8.7992
2020-06-18,8.7992
2020-06-19,8.7992
2020-06-20,8.7992
2020-06-21,8.7992
2020-06-22,8.7992
2020-06-23,8.7992
2020-06-24,8.7992
2020-06-25,8.7992
2020-06-26,8.7992
2020-06-27,8.7992
2020-06-28,8.7992
2020-06-29,8.7992
2020-06-30,8.7992
2020-07-01,8.7992
2020-07-02,8.7992
2020-07-03,8.7992
2020-07-04,8.7992
2020-07-05,8.7992
2020-07-06,8.7992
2020-07-07,8.7992
2020-07-08,8.7992
2020-07-09,8.7992
2020-07-10,8.7992
2020-07-11,8.7992
2020-07-12,8.7992
2020-07-13,8.7992
2020-07-14,8.7992
2020-07-15,8.7992
2020-07-16,8.7992
2020-07-17,8.7992
2020-07-18,8.7992
2020-07-19,8.7992
2020-07-20,8.7992
2020-07-21,8.7992
2020-07-22,8.7992
2020-07-23,8.7992
2020-07-24,8.7992
2020-07-25,8.7992
2020-07-26,8.7992
2020-07-27,8.7992
2020-07-28,8.7992
2020-07-29,8.7992
2020-07-30,8.7992
2020-07-31,8.7992
2020-08-01,8.7992
2020-08-02,8.7992
2020-08-03,8.7992
2020-08-04,8.7992
2020-08-05,8.7992
2020-08-06,8.7992
2020-08-07,8.7992
2020-08-08,8.7992
2020-08-09,8.7992
2020-08-10,8.7992
2020-08-11,8.7992
2020-08-12,8.7992
2020-08-13,8.7992
2020-08-14,8.7992
2020-08-15,8.7992
2020-08-16,8.7992
2020-08-17,8.7992
2020-08-18,8.7992
2020-08-19,8.7992
2020-08-20,8.7992
2020-08-21,8.7992
2020-08-22,8.7992
2020-08-23,8.7992
2020-08-24,8.7992
2020-08-25,8.7992
2020-08-26,8.7992
2020-08-27,8.7992
2020-08-28,8.7992
2020-08-29,8.7992
2020-08-30,8.7992
2020-08-31,8.7992
2020-09-01,8.7992
2020-09-02,8.7992
2020-09-03,8.7992
2020-09-04,8.7992
2020-09-05,8.7992
2020-09-06,8.7992
2020-09-07,8.7992
2020-09-08,8.7992
2020-09-09,8.7992
2020-09-10,8.7992
2020-09-11,8.7992
2020-09-12,8.7992
2020-09-13,8.7992
2020-09-14,8.7992
2020-09-15,8.7992
2020-09-16,8.7992
2020-09-17,8.7992
2020-09-18,8.7992
2020-09-19,8.7992
2020-09-20,8.7992
2020-09-21,8.7992
2020-09-22,8.7992
2020-09-23,8.7992
2020-09-24,8.7992
2020-09-25,8.7992
2020-09-26,8.7992
2020-09-27,8.7992
2020-09-28,8.7992
2020-09-29,8.7992
2020-09-30,8.7992
2020-10-01,8.7992
2020-10-02,8.7992
2020-10-03,8.7992
2020-10-04,8.7992
2020-10-05,8.7992
2020-10-06,8.7992
2020-10-07,8.7992
2020-10-08,8.7992
2020-10-09,8.7992
2020-10-10,8.7992
2020-10-11,8.7992
2020-10-12,8.7992
2020-10-13,8.7992
2020-10-14,8.7992
2020-10-15,8.7992
2020-10-16,8.7992
2020-10-17,8.7992
2020-10-18,8.7992
2020-10-19,8.7992
2020-10-20,8.7992
2020-10-21,8.7992
2020-10-22,8.7992
2020-10-23,8.7992
2020-10-24,8.7992
2020-10-25,8.7992
2020-10-26,8.7992
2020-10-27,8.7992
2020-10-28,8.7992
2020-10-29,8.7992
2020-10-30,8.7992
2020-10-31,8.7992
2020-11-01,8.7992
2020-11-02,8.7992
2020-11-03,8.7992
2020-11-04,8.7992
2020-11-05,8.7992
2020-11-06,8.7992
2020-11-07,8.7992
2020-11-08,8.7992
2020-11-09,8.7992
2020-11-10,8.7992
2020-11-11,8.7992
2020-11-12,8.7992
2020-11-13,8.7992
2020-11-14,8.7992
2020-11-15,8.7992
2020-11-16,8.7992
2020-11-17,8.7992
