,TPR US Equity
2020-11-18,8.7992
2020-11-19,8.7992
2020-11-20,8.7992
2020-11-21,8.7992
2020-11-22,8.7992
2020-11-23,8.7992
2020-11-24,8.7992
2020-11-25,8.7992
2020-11-26,8.7992
2020-11-27,8.7992
2020-11-28,8.7992
2020-11-29,8.7992
2020-11-30,8.7992
2020-12-01,8.7992
2020-12-02,8.7992
2020-12-03,8.7992
2020-12-04,8.7992
2020-12-05,8.7992
2020-12-06,8.7992
2020-12-07,8.7992
2020-12-08,8.7992
2020-12-09,8.7992
2020-12-10,8.7992
2020-12-11,8.7992
2020-12-12,8.7992
2020-12-13,8.7992
2020-12-14,8.7992
2020-12-15,8.7992
2020-12-16,8.7992
2020-12-17,8.7992
2020-12-18,8.7992
2020-12-19,8.7992
2020-12-20,8.7992
2020-12-21,8.7992
2020-12-22,8.7992
2020-12-23,8.7992
2020-12-24,8.7992
2020-12-25,8.7992
2020-12-26,8.7992
2020-12-27,8.7992
2020-12-28,8.7992
2020-12-29,8.7992
2020-12-30,8.7992
2020-12-31,8.7992
2021-01-01,8.7992
2021-01-02,8.7992
2021-01-03,8.7992
2021-01-04,8.7992
2021-01-05,8.7992
2021-01-06,8.7992
2021-01-07,8.7992
2021-01-08,8.7992
2021-01-09,8.7992
2021-01-10,8.7992
2021-01-11,8.7992
2021-01-12,8.7992
2021-01-13,8.7992
2021-01-14,8.7992
2021-01-15,8.7992
2021-01-16,8.7992
2021-01-17,8.7992
2021-01-18,8.7992
2021-01-19,8.7992
2021-01-20,8.7992
2021-01-21,8.7992
2021-01-22,8.7992
2021-01-23,8.7992
2021-01-24,8.7992
2021-01-25,8.7992
2021-01-26,8.7992
2021-01-27,8.7992
2021-01-28,8.7992
2021-01-29,8.7992
2021-01-30,8.7992
2021-01-31,8.7992
2021-02-01,8.7992
2021-02-02,8.7992
2021-02-03,8.7992
2021-02-04,8.7992
2021-02-05,8.7992
2021-02-06,8.7992
2021-02-07,8.7992
2021-02-08,8.7992
2021-02-09,8.7992
2021-02-10,8.7992
2021-02-11,8.7992
2021-02-12,8.7992
2021-02-13,8.7992
2021-02-14,8.7992
2021-02-15,8.7992
2021-02-16,8.7992
2021-02-17,8.7992
2021-02-18,8.7992
2021-02-19,8.7992
2021-02-20,8.7992
2021-02-21,8.7992
2021-02-22,8.7992
2021-02-23,8.7992
2021-02-24,8.7992
2021-02-25,8.7992
2021-02-26,8.7992
2021-02-27,8.7992
2021-02-28,8.7992
2021-03-01,8.7992
2021-03-02,8.7992
2021-03-03,8.7992
2021-03-04,8.7992
2021-03-05,8.7992
2021-03-06,8.7992
2021-03-07,8.7992
2021-03-08,8.7992
2021-03-09,8.7992
2021-03-10,8.7992
2021-03-11,8.7992
2021-03-12,8.7992
2021-03-13,8.7992
2021-03-14,8.7992
2021-03-15,8.7992
2021-03-16,8.7992
2021-03-17,8.7992
2021-03-18,8.7992
2021-03-19,8.7992
2021-03-20,8.7992
2021-03-21,8.7992
2021-03-22,8.7992
2021-03-23,8.7992
2021-03-24,8.7992
2021-03-25,8.7992
2021-03-26,31.4731
2021-03-27,31.4731
2021-03-28,31.4731
2021-03-29,29.9746
2021-03-30,30.9217
2021-03-31,31.0904
2021-04-01,30.9736
2021-04-02,30.9736
2021-04-03,30.9736
2021-04-04,30.9736
2021-04-05,32.0505
2021-04-06,32.1607
2021-04-07,32.3099
2021-04-08,32.4916
2021-04-09,33.5035
2021-04-10,33.5035
2021-04-11,33.5035
2021-04-12,33.8863
2021-04-13,33.5879
2021-04-14,33.8214
2021-04-15,34.3598
2021-04-16,34.5609
2021-04-17,34.5609
2021-04-18,34.5609
2021-04-19,33.6982
2021-04-20,32.5889
2021-04-21,33.5035
2021-04-22,33.6527
2021-04-23,34.4312
2021-04-24,34.4312
2021-04-25,34.4312
2021-04-26,34.1847
2021-04-27,35.0864
2021-04-28,35.1707
2021-04-29,35.4367
2021-04-30,35.3977
2021-05-01,35.3977
2021-05-02,35.3977
2021-05-03,35.8453
2021-05-04,35.495
2021-05-05,35.761
2021-05-06,34.8281
2021-05-07,36.3386
2021-05-08,36.3386
2021-05-09,36.3386
2021-05-10,34.9713
2021-05-11,34.6393
2021-05-12,33.4869
2021-05-13,33.858
2021-05-14,34.8411
2021-05-15,34.8411
2021-05-16,34.8411
2021-05-17,35.1992
2021-05-18,34.5091
2021-05-19,33.3892
2021-05-20,32.7511
2021-05-21,32.2824
2021-05-22,32.2824
2021-05-23,32.2824
2021-05-24,32.6144
2021-05-25,32.5623
2021-05-26,33.2264
2021-05-27,33.7147
2021-05-28,33.5845
2021-05-29,33.5845
2021-05-30,33.5845
2021-05-31,33.5845
2021-06-01,33.6366
2021-06-02,32.1652
2021-06-03,32.0415
2021-06-04,32.1912
2021-06-05,32.1912
2021-06-06,32.1912
2021-06-07,32.5819
2021-06-08,33.0051
2021-06-09,32.6274
2021-06-10,32.1717
2021-06-11,33.2004
2021-06-12,33.2004
2021-06-13,33.2004
2021-06-14,32.5298
2021-06-15,32.7121
2021-06-16,32.5233
2021-06-17,31.8592
2021-06-18,31.1625
2021-06-19,31.1625
2021-06-20,31.1625
2021-06-21,31.8071
2021-06-22,31.8982
2021-06-23,32.0935
2021-06-24,32.3735
2021-06-25,32.6665
2021-06-26,32.6665
2021-06-27,32.6665
2021-06-28,32.1001
2021-06-29,31.8071
2021-06-30,32.6665
2021-07-01,32.0219
2021-07-02,13.7611
2021-07-03,13.7611
2021-07-04,13.7611
2021-07-05,13.7611
2021-07-06,13.4874
2021-07-07,13.254
2021-07-08,13.1042
2021-07-09,13.5421
2021-07-10,13.5421
2021-07-11,13.5421
2021-07-12,13.7236
2021-07-13,13.4413
2021-07-14,13.4096
2021-07-15,13.1705
2021-07-16,12.724
2021-07-17,12.724
2021-07-18,12.724
2021-07-19,12.3639
2021-07-20,12.8248
2021-07-21,13.2252
2021-07-22,12.9717
2021-07-23,13.0207
2021-07-24,13.0207
2021-07-25,13.0207
2021-07-26,13.3549
2021-07-27,13.2886
2021-07-28,13.1302
2021-07-29,13.3577
2021-07-30,13.6573
2021-07-31,13.6573
2021-08-01,13.6573
2021-08-02,13.666
2021-08-03,13.9829
2021-08-04,13.7841
2021-08-05,13.9915
2021-08-06,14.15
2021-08-07,14.15
2021-08-08,14.15
2021-08-09,13.9108
2021-08-10,14.101
2021-08-11,14.173
2021-08-12,14.3487
2021-08-13,14.2133
2021-08-14,14.2133
2021-08-15,14.2133
2021-08-16,14.0952
2021-08-17,13.5796
2021-08-18,13.4154
2021-08-19,13.0735
2021-08-20,13.1919
2021-08-21,13.1919
2021-08-22,13.1919
2021-08-23,13.6916
2021-08-24,13.9804
2021-08-25,13.9371
2021-08-26,13.5587
2021-08-27,13.7898
2021-08-28,13.7898
2021-08-29,13.7898
2021-08-30,13.3854
2021-08-31,13.1168
2021-09-01,13.1803
2021-09-02,13.2035
2021-09-03,13.189
2021-09-04,13.189
2021-09-05,13.189
2021-09-06,13.189
2021-09-07,13.241
2021-09-08,12.8453
2021-09-09,13.1746
2021-09-10,13.1601
2021-09-11,13.1601
2021-09-12,13.1601
2021-09-13,13.1139
2021-09-14,13.0388
2021-09-15,13.0071
2021-09-16,13.2294
2021-09-17,13.1399
2021-09-18,13.1399
2021-09-19,13.1399
2021-09-20,12.4496
2021-09-21,12.5767
2021-09-22,12.7298
2021-09-23,13.1255
2021-09-24,12.8173
2021-09-25,12.8173
2021-09-26,12.8173
2021-09-27,13.0013
2021-09-28,12.846
2021-09-29,12.6131
2021-09-30,12.1157
2021-10-01,11.6007
2021-10-02,11.6007
2021-10-03,11.6007
2021-10-04,11.5902
2021-10-05,11.7109
2021-10-06,11.4984
2021-10-07,11.6427
2021-10-08,11.4276
2021-10-09,11.4276
2021-10-10,11.4276
2021-10-11,11.4459
2021-10-12,11.6952
2021-10-13,11.703
2021-10-14,11.9051
2021-10-15,11.9103
2021-10-16,11.9103
2021-10-17,11.9103
2021-10-18,11.7503
2021-10-19,11.6952
2021-10-20,11.7608
2021-10-21,11.7922
2021-10-22,11.7581
2021-10-23,11.7581
2021-10-24,11.7581
2021-10-25,12.0258
2021-10-26,11.8867
2021-10-27,11.6112
2021-10-28,11.8578
2021-10-29,11.8526
2021-10-30,11.8526
2021-10-31,11.8526
2021-11-01,11.9602
2021-11-02,12.0258
2021-11-03,12.5977
2021-11-04,12.6371
2021-11-05,12.7788
2021-11-06,12.7788
2021-11-07,12.7788
2021-11-08,12.7368
2021-11-09,12.7683
2021-11-10,12.805
2021-11-11,13.7416
2021-11-12,13.4347
2021-11-13,13.4347
2021-11-14,13.4347
2021-11-15,13.2713
2021-11-16,13.4503
2021-11-17,13.3465
2021-11-18,13.5151
2021-11-19,13.554
2021-11-20,13.554
2021-11-21,13.554
2021-11-22,13.6085
2021-11-23,13.554
2021-11-24,13.056
2021-11-25,13.056
2021-11-26,12.4673
2021-11-27,12.4673
2021-11-28,12.4673
2021-11-29,12.4517
2021-11-30,12.0315
2021-12-01,11.7099
2021-12-02,12.2468
2021-12-03,12.2131
2021-12-04,12.2131
2021-12-05,12.2131
2021-12-06,12.6125
2021-12-07,12.9601
2021-12-08,12.9134
2021-12-09,12.8433
2021-12-10,12.8382
2021-12-11,12.8382
2021-12-12,12.8382
2021-12-13,12.5321
2021-12-14,12.6384
2021-12-15,12.4569
2021-12-16,12.3064
2021-12-17,12.3272
2021-12-18,12.3272
2021-12-19,12.3272
2021-12-20,11.8266
2021-12-21,12.2416
2021-12-22,12.2805
2021-12-23,12.3272
2021-12-24,12.3272
2021-12-25,12.3272
2021-12-26,12.3272
2021-12-27,12.2909
2021-12-28,12.1534
2021-12-29,12.1534
2021-12-30,12.2105
2021-12-31,11.3199
2022-01-01,11.3199
2022-01-02,11.3199
2022-01-03,11.3708
2022-01-04,11.5746
2022-01-05,11.4848
2022-01-06,11.5261
2022-01-07,11.0142
2022-01-08,11.0142
2022-01-09,11.0142
2022-01-10,10.5678
2022-01-11,10.7401
2022-01-12,10.8226
2022-01-13,10.9875
2022-01-14,10.7789
2022-01-15,10.7789
2022-01-16,10.7789
2022-01-17,10.7789
2022-01-18,10.5606
2022-01-19,10.5581
2022-01-20,10.3883
2022-01-21,10.3374
2022-01-22,10.3374
2022-01-23,10.3374
2022-01-24,10.7352
2022-01-25,10.5581
2022-01-26,10.3932
2022-01-27,10.4611
2022-01-28,10.5994
2022-01-29,10.5994
2022-01-30,10.5994
2022-01-31,10.677
2022-02-01,10.8711
2022-02-02,10.9584
2022-02-03,10.7692
2022-02-04,10.8032
2022-02-05,10.8032
2022-02-06,10.8032
2022-02-07,10.8468
2022-02-08,11.0749
2022-02-09,11.3466
2022-02-10,10.9486
2022-02-11,10.5901
2022-02-12,10.5901
2022-02-13,10.5901
2022-02-14,10.5599
2022-02-15,10.9486
2022-02-16,10.9974
2022-02-17,10.7461
2022-02-18,10.6576
2022-02-19,10.6576
2022-02-20,10.6576
2022-02-21,10.6576
2022-02-22,10.6786
2022-02-23,10.5855
2022-02-24,10.5855
2022-02-25,10.9579
2022-02-26,10.9579
2022-02-27,10.9579
2022-02-28,10.9905
2022-03-01,10.504
2022-03-02,11.0952
2022-03-03,10.7344
2022-03-04,9.9547
2022-03-05,9.9547
2022-03-06,9.9547
2022-03-07,8.9469
2022-03-08,9.019
2022-03-09,9.822
2022-03-10,9.7499
2022-03-11,9.4659
2022-03-12,9.4659
2022-03-13,9.4659
2022-03-14,9.3239
2022-03-15,9.6521
2022-03-16,10.0967
2022-03-17,10.1828
2022-03-18,10.4109
2022-03-19,10.4109
2022-03-20,10.4109
2022-03-21,10.2875
2022-03-22,10.2806
2022-03-23,10.2061
2022-03-24,10.234
2022-03-25,10.4202
2022-03-26,10.4202
2022-03-27,10.4202
2022-03-28,10.4086
2022-03-29,10.8182
2022-03-30,10.5878
2022-03-31,10.1176
2022-04-01,9.8703
2022-04-02,9.8703
2022-04-03,9.8703
2022-04-04,9.8926
2022-04-05,9.5034
2022-04-06,9.3099
2022-04-07,9.2454
2022-04-08,9.2343
2022-04-09,9.2343
2022-04-10,9.2343
2022-04-11,9.301
2022-04-12,9.4144
2022-04-13,9.4967
2022-04-14,9.3432
2022-04-15,9.3432
2022-04-16,9.3432
2022-04-17,9.3432
2022-04-18,9.381
2022-04-19,9.6946
2022-04-20,9.6146
2022-04-21,9.5211
2022-04-22,9.1698
2022-04-23,9.1698
2022-04-24,9.1698
2022-04-25,9.2165
2022-04-26,9.0541
2022-04-27,9.1164
2022-04-28,9.2676
2022-04-29,9.1609
2022-04-30,9.1609
2022-05-01,9.1609
2022-05-02,9.3121
2022-05-03,9.1208
2022-05-04,9.2343
2022-05-05,8.8406
2022-05-06,8.5871
2022-05-07,8.5871
2022-05-08,8.5871
2022-05-09,8.2535
2022-05-10,8.1311
2022-05-11,7.7375
2022-05-12,8.3371
2022-05-13,8.5238
2022-05-14,8.5238
2022-05-15,8.5238
2022-05-16,8.6341
2022-05-17,8.8462
2022-05-18,8.5959
2022-05-19,8.4092
2022-05-20,8.5025
2022-05-21,8.5025
2022-05-22,8.5025
2022-05-23,8.4792
2022-05-24,8.2119
2022-05-25,8.5259
2022-05-26,8.9247
2022-05-27,9.1241
2022-05-28,9.1241
2022-05-29,9.1241
2022-05-30,9.1241
2022-05-31,9.158
2022-06-01,9.0817
2022-06-02,9.298
2022-06-03,9.2386
2022-06-04,9.2386
2022-06-05,9.2386
2022-06-06,9.1835
2022-06-07,9.2408
2022-06-08,9.2238
2022-06-09,9.1241
2022-06-10,8.7762
2022-06-11,8.7762
2022-06-12,8.7762
2022-06-13,8.4007
2022-06-14,8.5428
2022-06-15,8.7762
2022-06-16,8.3137
2022-06-17,8.6489
2022-06-18,8.6489
2022-06-19,8.6489
2022-06-20,8.6489
2022-06-21,8.6595
2022-06-22,8.4389
2022-06-23,8.6468
2022-06-24,8.9098
2022-06-25,8.9098
2022-06-26,8.9098
2022-06-27,8.7444
2022-06-28,8.6744
2022-06-29,8.4601
2022-06-30,8.3137
2022-07-01,8.5663
2022-07-02,8.5663
2022-07-03,8.5663
2022-07-04,8.5663
2022-07-05,8.6777
2022-07-06,8.5277
2022-07-07,8.8318
2022-07-08,8.7804
2022-07-09,8.7804
2022-07-10,8.7804
2022-07-11,8.5791
2022-07-12,8.6605
2022-07-13,8.6905
2022-07-14,8.6263
2022-07-15,8.562
2022-07-16,8.562
2022-07-17,8.562
2022-07-18,8.6991
2022-07-19,9.0289
2022-07-20,9.2109
2022-07-21,9.2537
2022-07-22,9.2366
2022-07-23,9.2366
2022-07-24,9.2366
2022-07-25,9.2687
2022-07-26,8.9304
2022-07-27,9.1895
2022-07-28,9.2537
2022-07-29,9.1681
2022-07-30,9.1681
2022-07-31,9.1681
2022-08-01,9.2473
2022-08-02,9.0332
2022-08-03,9.2109
2022-08-04,9.2195
2022-08-05,9.2644
2022-08-06,9.2644
2022-08-07,9.2644
2022-08-08,9.3351
2022-08-09,9.0953
2022-08-10,9.3415
2022-08-11,9.5685
2022-08-12,9.6092
2022-08-13,9.6092
2022-08-14,9.6092
2022-08-15,9.6606
2022-08-16,9.9197
2022-08-17,9.9133
2022-08-18,9.6737
2022-08-19,9.5218
2022-08-20,9.5218
2022-08-21,9.5218
2022-08-22,9.2305
2022-08-23,9.4008
2022-08-24,9.3577
2022-08-25,9.5095
2022-08-26,9.2182
2022-08-27,9.2182
2022-08-28,9.2182
2022-08-29,9.171
2022-08-30,9.2633
2022-08-31,9.091
2022-09-01,9.1279
2022-09-02,9.05
2022-09-03,9.05
2022-09-04,9.05
2022-09-05,9.05
2022-09-06,8.8448
2022-09-07,9.0397
2022-09-08,9.0602
2022-09-09,9.2531
2022-09-10,9.2531
2022-09-11,9.2531
2022-09-12,9.4295
2022-09-13,9.0315
2022-09-14,8.8879
2022-09-15,8.7812
2022-09-16,8.6438
2022-09-17,8.6438
2022-09-18,8.6438
2022-09-19,8.7607
2022-09-20,8.613
2022-09-21,8.5227
2022-09-22,8.3155
2022-09-23,8.0509
2022-09-24,8.0509
2022-09-25,8.0509
2022-09-26,7.8396
2022-09-27,7.9217
2022-09-28,8.1001
2022-09-29,7.8929
2022-09-30,8.4239
2022-10-01,8.4239
2022-10-02,8.4239
2022-10-03,8.6883
2022-10-04,9.0658
2022-10-05,9.1553
2022-10-06,9.1873
2022-10-07,9.0743
2022-10-08,9.0743
2022-10-09,9.0743
2022-10-10,9.0018
2022-10-11,8.893
2022-10-12,9.0167
2022-10-13,8.9911
2022-10-14,8.8163
2022-10-15,8.8163
2022-10-16,8.8163
2022-10-17,9.0508
2022-10-18,9.0338
2022-10-19,8.8888
2022-10-20,8.861
2022-10-21,9.0295
2022-10-22,9.0295
2022-10-23,9.0295
2022-10-24,8.8333
2022-10-25,9.1766
2022-10-26,9.1127
2022-10-27,9.1233
2022-10-28,9.1724
2022-10-29,9.1724
2022-10-30,9.1724
2022-10-31,9.1169
2022-11-01,9.2193
2022-11-02,8.8845
2022-11-03,8.7672
2022-11-04,9.2833
2022-11-05,9.2833
2022-11-06,9.2833
2022-11-07,9.1873
2022-11-08,9.2449
2022-11-09,9.0188
2022-11-10,9.2691
2022-11-11,9.8699
2022-11-12,9.8699
2022-11-13,9.8699
2022-11-14,9.6321
2022-11-15,9.7871
2022-11-16,9.6534
2022-11-17,9.768
2022-11-18,9.7892
2022-11-19,9.7892
2022-11-20,9.7892
2022-11-21,9.6979
2022-11-22,10.0524
2022-11-23,10.2074
2022-11-24,10.2074
2022-11-25,10.2308
2022-11-26,10.2308
2022-11-27,10.2308
2022-11-28,10.1055
2022-11-29,10.269
2022-11-30,10.3794
2022-12-01,10.5301
2022-12-02,10.6001
2022-12-03,10.6001
2022-12-04,10.6001
2022-12-05,10.2477
2022-12-06,10.2775
2022-12-07,10.1628
2022-12-08,10.201
2022-12-09,10.0864
2022-12-10,10.0864
2022-12-11,10.0864
2022-12-12,10.286
2022-12-13,10.5046
2022-12-14,10.4409
2022-12-15,10.2796
2022-12-16,10.131
2022-12-17,10.131
2022-12-18,10.131
2022-12-19,9.9909
2022-12-20,9.993
2022-12-21,10.2499
2022-12-22,10.3008
2022-12-23,10.3051
2022-12-24,10.3051
2022-12-25,10.3051
2022-12-26,10.3051
2022-12-27,10.4515
2022-12-28,10.1989
2022-12-29,10.3687
2022-12-30,10.6704
2022-12-31,10.6704
2023-01-01,10.6704
2023-01-02,10.6704
2023-01-03,10.8362
2023-01-04,11.0173
2023-01-05,11.0328
2023-01-06,11.3267
2023-01-07,11.3267
2023-01-08,11.3267
2023-01-09,11.3709
2023-01-10,11.5234
2023-01-11,11.6139
2023-01-12,11.7797
2023-01-13,11.8415
2023-01-14,11.8415
2023-01-15,11.8415
2023-01-16,11.8415
2023-01-17,11.8968
2023-01-18,11.9233
2023-01-19,11.6869
2023-01-20,11.9145
2023-01-21,11.9145
2023-01-22,11.9145
2023-01-23,12.0272
2023-01-24,11.8813
2023-01-25,11.9078
2023-01-26,11.9918
2023-01-27,12.0051
2023-01-28,12.0051
2023-01-29,12.0051
2023-01-30,12.0051
2023-01-31,12.3255
2023-02-01,12.5575
2023-02-02,12.5022
2023-02-03,12.4448
2023-02-04,12.4448
2023-02-05,12.4448
2023-02-06,12.1222
2023-02-07,12.2503
2023-02-08,11.804
2023-02-09,11.9351
2023-02-10,11.8767
2023-02-11,11.8767
2023-02-12,11.8767
2023-02-13,12.0434
2023-02-14,12.0195
2023-02-15,12.078
2023-02-16,11.9698
2023-02-17,11.8052
2023-02-18,11.8052
2023-02-19,11.8052
2023-02-20,11.8052
2023-02-21,11.4285
2023-02-22,11.5498
2023-02-23,11.5887
2023-02-24,11.4783
2023-02-25,11.4783
2023-02-26,11.4783
2023-02-27,11.6061
2023-02-28,11.6753
2023-03-01,11.619
2023-03-02,11.7533
2023-03-03,11.8832
2023-03-04,11.8832
2023-03-05,11.8832
2023-03-06,11.6818
2023-03-07,11.5736
2023-03-08,11.5931
2023-03-09,11.2618
2023-03-10,11.2099
2023-03-11,11.2099
2023-03-12,11.2099
2023-03-13,11.1038
