,ROP US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,27.8316
2020-01-02,28.5913
2020-01-03,28.4427
2020-01-04,28.4427
2020-01-05,28.4427
2020-01-06,28.2052
2020-01-07,28.3323
2020-01-08,28.5705
2020-01-09,28.9344
2020-01-10,28.9511
2020-01-11,28.9511
2020-01-12,28.9511
2020-01-13,29.2108
2020-01-14,29.1073
2020-01-15,29.1719
2020-01-16,29.3226
2020-01-17,29.6032
2020-01-18,29.6032
2020-01-19,29.6032
2020-01-20,29.6032
2020-01-21,29.5004
2020-01-22,29.3198
2020-01-23,29.5143
2020-01-24,29.4018
2020-01-25,29.4018
2020-01-26,29.4018
2020-01-27,29.099
2020-01-28,29.4754
2020-01-29,29.5143
2020-01-30,30.2726
2020-01-31,29.7365
2020-02-01,29.7365
2020-02-02,29.7365
2020-02-03,29.6011
2020-02-04,30.0511
2020-02-05,30.0205
2020-02-06,29.9712
2020-02-07,29.999
2020-02-08,29.999
2020-02-09,29.999
2020-02-10,30.4393
2020-02-11,30.2997
2020-02-12,30.3893
2020-02-13,30.2039
2020-02-14,30.5053
2020-02-15,30.5053
2020-02-16,30.5053
2020-02-17,30.5053
2020-02-18,30.2691
2020-02-19,30.1747
2020-02-20,29.8997
2020-02-21,30.1247
2020-02-22,30.1247
2020-02-23,30.1247
2020-02-24,29.2754
2020-02-25,28.6427
2020-02-26,28.5795
2020-02-27,27.8851
2020-02-28,28.1375
2020-02-29,28.1375
2020-03-01,28.1375
2020-03-02,28.7975
2020-03-03,28.1977
2020-03-04,29.2181
2020-03-05,28.1261
2020-03-06,28.0404
2020-03-07,28.0404
2020-03-08,28.0404
2020-03-09,25.5612
2020-03-10,27.4187
2020-03-11,26.1114
2020-03-12,23.8347
2020-03-13,25.4337
2020-03-14,25.4337
2020-03-15,25.4337
2020-03-16,23.2909
2020-03-17,25.1413
2020-03-18,23.5748
2020-03-19,24.477
2020-03-20,23.2831
2020-03-21,23.2831
2020-03-22,23.2831
2020-03-23,21.24
2020-03-24,23.2639
2020-03-25,23.4268
2020-03-26,24.9239
2020-03-27,24.8863
2020-03-28,24.8863
2020-03-29,24.8863
2020-03-30,25.7127
2020-03-31,24.8887
2020-04-01,23.6058
2020-04-02,24.4123
2020-04-03,24.0313
2020-04-04,24.0313
2020-04-05,24.0313
2020-04-06,24.9459
2020-04-07,24.6271
2020-04-08,25.3318
2020-04-09,25.1459
2020-04-10,25.1459
2020-04-11,25.1459
2020-04-12,25.1459
2020-04-13,25.0943
2020-04-14,25.4435
2020-04-15,25.0498
2020-04-16,24.7678
2020-04-17,25.6068
2020-04-18,25.6068
2020-04-19,25.6068
2020-04-20,25.4902
2020-04-21,24.8017
2020-04-22,25.018
2020-04-23,25.0442
2020-04-24,24.1568
2020-04-25,24.1568
2020-04-26,24.1568
2020-04-27,24.7229
2020-04-28,26.2695
2020-04-29,26.5428
2020-04-30,26.5643
2020-05-01,26.4496
2020-05-02,26.4496
2020-05-03,26.4496
2020-05-04,26.5678
2020-05-05,26.9009
2020-05-06,27.2693
2020-05-07,27.6191
2020-05-08,27.77
2020-05-09,27.77
2020-05-10,27.77
2020-05-11,28.1706
2020-05-12,27.6755
2020-05-13,27.3688
2020-05-14,27.7095
2020-05-15,27.9884
2020-05-16,27.9884
2020-05-17,27.9884
2020-05-18,28.325
2020-05-19,27.7276
2020-05-20,28.4321
2020-05-21,28.236
2020-05-22,28.3751
2020-05-23,28.3751
2020-05-24,28.3751
2020-05-25,28.3751
2020-05-26,28.5997
2020-05-27,29.2193
2020-05-28,29.3952
2020-05-29,30.2346
2020-05-30,30.2346
2020-05-31,30.2346
2020-06-01,29.8153
2020-06-02,30.3612
2020-06-03,30.768
2020-06-04,30.8215
2020-06-05,31.0712
2020-06-06,31.0712
2020-06-07,31.0712
2020-06-08,30.7979
2020-06-09,30.8139
2020-06-10,30.7506
2020-06-11,30.1303
2020-06-12,29.9571
2020-06-13,29.9571
2020-06-14,29.9571
2020-06-15,30.2513
2020-06-16,30.5719
2020-06-17,30.8208
2020-06-18,30.8139
2020-06-19,30.0093
2020-06-20,30.0093
2020-06-21,30.0093
2020-06-22,30.6686
2020-06-23,30.4877
2020-06-24,29.7569
2020-06-25,30.2033
2020-06-26,29.7763
2020-06-27,29.7763
2020-06-28,29.7763
2020-06-29,29.6671
2020-06-30,30.366
2020-07-01,30.4678
2020-07-02,30.5731
2020-07-03,30.5731
2020-07-04,30.5731
2020-07-05,30.5731
2020-07-06,30.7169
2020-07-07,30.524
2020-07-08,31.0174
2020-07-09,30.8408
2020-07-10,30.6272
2020-07-11,30.6272
2020-07-12,30.6272
2020-07-13,30.2229
2020-07-14,30.9654
2020-07-15,31.1797
2020-07-16,31.589
2020-07-17,31.8468
2020-07-18,31.8468
2020-07-19,31.8468
2020-07-20,32.286
2020-07-21,32.3131
2020-07-22,32.4996
2020-07-23,32.6455
2020-07-24,32.2889
2020-07-25,32.2889
2020-07-26,32.2889
2020-07-27,32.6754
2020-07-28,32.8456
2020-07-29,33.8473
2020-07-30,33.5369
2020-07-31,33.512
2020-08-01,33.512
2020-08-02,33.512
2020-08-03,33.7077
2020-08-04,33.5803
2020-08-05,33.8024
2020-08-06,33.9281
2020-08-07,34.208
2020-08-08,34.208
2020-08-09,34.208
2020-08-10,34.238
2020-08-11,33.766
2020-08-12,34.6221
2020-08-13,35.0849
2020-08-14,34.4972
2020-08-15,34.4972
2020-08-16,34.4972
2020-08-17,34.213
2020-08-18,34.0723
2020-08-19,33.746
2020-08-20,33.7724
2020-08-21,33.5718
2020-08-22,33.5718
2020-08-23,33.5718
2020-08-24,33.5846
2020-08-25,33.5203
2020-08-26,33.6039
2020-08-27,33.2911
2020-08-28,33.4425
2020-08-29,33.4425
2020-08-30,33.4425
2020-08-31,33.229
2020-09-01,33.8874
2020-09-02,34.4201
2020-09-03,33.4275
2020-09-04,32.8962
2020-09-05,32.8962
2020-09-06,32.8962
2020-09-07,32.8962
2020-09-08,30.8554
2020-09-09,31.2803
2020-09-10,30.9875
2020-09-11,31.2589
2020-09-12,31.2589
2020-09-13,31.2589
2020-09-14,31.0204
2020-09-15,31.5652
2020-09-16,31.3182
2020-09-17,31.2018
2020-09-18,30.6712
2020-09-19,30.6712
2020-09-20,30.6712
2020-09-21,30.7341
2020-09-22,30.7683
2020-09-23,30.3199
2020-09-24,30.6598
2020-09-25,31.1532
2020-09-26,31.1532
2020-09-27,31.1532
2020-09-28,31.3303
2020-09-29,31.3846
2020-09-30,35.9667
2020-10-01,35.8458
2020-10-02,36.0119
2020-10-03,36.0119
2020-10-04,36.0119
2020-10-05,36.4184
2020-10-06,36.322
2020-10-07,36.7003
2020-10-08,36.6016
2020-10-09,37.3968
2020-10-10,37.3968
2020-10-11,37.3968
2020-10-12,37.9508
2020-10-13,38.0918
2020-10-14,38.3477
2020-10-15,38.588
2020-10-16,38.8431
2020-10-17,38.8431
2020-10-18,38.8431
2020-10-19,38.1763
2020-10-20,38.0258
2020-10-21,37.9212
2020-10-22,38.3707
2020-10-23,38.4508
2020-10-24,38.4508
2020-10-25,38.4508
2020-10-26,37.6564
2020-10-27,35.9289
2020-10-28,33.9188
2020-10-29,34.1643
2020-10-30,34.2036
2020-10-31,34.2036
2020-11-01,34.2036
2020-11-02,34.9157
2020-11-03,35.0944
2020-11-04,35.5394
2020-11-05,35.3352
2020-11-06,35.5149
2020-11-07,35.5149
2020-11-08,35.5149
2020-11-09,35.6479
2020-11-10,36.448
2020-11-11,36.4755
2020-11-12,35.6806
2020-11-13,36.107
2020-11-14,36.107
2020-11-15,36.107
2020-11-16,36.9598
2020-11-17,36.7949
2020-11-18,36.997
2020-11-19,37.0794
2020-11-20,36.7659
2020-11-21,36.7659
2020-11-22,36.7659
2020-11-23,36.8001
2020-11-24,37.7517
2020-11-25,37.7473
2020-11-26,37.7473
2020-11-27,37.7718
2020-11-28,37.7718
2020-11-29,37.7718
2020-11-30,38.381
2020-12-01,38.1581
2020-12-02,37.7131
2020-12-03,37.0594
2020-12-04,37.7087
2020-12-05,37.7087
2020-12-06,37.7087
2020-12-07,37.7852
2020-12-08,37.7971
2020-12-09,37.8268
2020-12-10,37.4895
2020-12-11,37.8944
2020-12-12,37.8944
2020-12-13,37.8944
2020-12-14,38.0756
2020-12-15,38.3037
2020-12-16,37.9241
2020-12-17,38.2354
2020-12-18,38.3208
2020-12-19,38.3208
2020-12-20,38.3208
2020-12-21,38.0377
2020-12-22,37.335
2020-12-23,37.8208
2020-12-24,37.8699
2020-12-25,37.8699
2020-12-26,37.8699
2020-12-27,37.8699
2020-12-28,38.0949
2020-12-29,37.8312
2020-12-30,37.9961
2020-12-31,40.3388
2021-01-01,40.3388
2021-01-02,40.3388
2021-01-03,40.3388
2021-01-04,39.4465
2021-01-05,39.4179
2021-01-06,39.7442
2021-01-07,40.2994
2021-01-08,40.3396
2021-01-09,40.3396
2021-01-10,40.3396
2021-01-11,40.9141
2021-01-12,40.2538
2021-01-13,38.9516
2021-01-14,38.5078
2021-01-15,38.8333
2021-01-16,38.8333
2021-01-17,38.8333
2021-01-18,38.8333
2021-01-19,39.0506
2021-01-20,39.5215
2021-01-21,39.5903
2021-01-22,39.421
2021-01-23,39.421
2021-01-24,39.421
2021-01-25,39.4125
2021-01-26,39.2733
2021-01-27,39.4813
2021-01-28,39.7001
2021-01-29,37.3866
2021-01-30,37.3866
2021-01-31,37.3866
2021-02-01,37.2668
2021-02-02,37.7802
2021-02-03,38.0655
2021-02-04,38.2248
2021-02-05,38.3176
2021-02-06,38.3176
2021-02-07,38.3176
2021-02-08,38.4885
2021-02-09,38.2233
2021-02-10,38.0779
2021-02-11,37.9356
2021-02-12,37.6271
2021-02-13,37.6271
2021-02-14,37.6271
2021-02-15,37.6271
2021-02-16,36.6822
2021-02-17,36.9389
2021-02-18,37.5908
2021-02-19,37.0774
2021-02-20,37.0774
2021-02-21,37.0774
2021-02-22,36.7105
2021-02-23,37.0138
2021-02-24,36.3159
2021-02-25,36.3384
2021-02-26,36.2231
2021-02-27,36.2231
2021-02-28,36.2231
2021-03-01,36.7879
2021-03-02,36.4916
2021-03-03,36.4529
2021-03-04,35.7798
2021-03-05,36.1705
2021-03-06,36.1705
2021-03-07,36.1705
2021-03-08,36.8235
2021-03-09,37.1554
2021-03-10,36.8761
2021-03-11,36.9829
2021-03-12,36.9001
2021-03-13,36.9001
2021-03-14,36.9001
2021-03-15,37.2475
2021-03-16,37.0247
2021-03-17,37.4556
2021-03-18,38.0529
2021-03-19,37.5678
2021-03-20,37.5678
2021-03-21,37.5678
2021-03-22,38.0545
2021-03-23,38.3152
2021-03-24,38.4406
2021-03-25,38.2139
2021-03-26,38.7563
2021-03-27,38.7563
2021-03-28,38.7563
2021-03-29,38.6007
2021-03-30,38.1876
2021-03-31,36.9612
2021-04-01,37.4936
2021-04-02,37.4936
2021-04-03,37.4936
2021-04-04,37.4936
2021-04-05,37.8346
2021-04-06,37.8953
2021-04-07,37.827
2021-04-08,38.0898
2021-04-09,38.3465
2021-04-10,38.3465
2021-04-11,38.3465
2021-04-12,38.6556
2021-04-13,38.3495
2021-04-14,38.1505
2021-04-15,38.6024
2021-04-16,38.4764
2021-04-17,38.4764
2021-04-18,38.4764
2021-04-19,38.6412
2021-04-20,38.724
2021-04-21,38.9594
2021-04-22,39.0718
2021-04-23,39.3065
2021-04-24,39.3065
2021-04-25,39.3065
2021-04-26,39.166
2021-04-27,40.1905
2021-04-28,39.9232
2021-04-29,40.1898
2021-04-30,40.312
2021-05-01,40.312
2021-05-02,40.312
2021-05-03,40.2078
2021-05-04,40.4597
2021-05-05,40.6139
2021-05-06,40.3131
2021-05-07,40.1805
