,ES US Equity
2020-10-06,23.5625
2020-10-07,23.6704
2020-10-08,23.8496
2020-10-09,23.8078
2020-10-10,23.8078
2020-10-11,23.8078
2020-10-12,23.9592
2020-10-13,23.8896
2020-10-14,23.7452
2020-10-15,23.6042
2020-10-16,23.6738
2020-10-17,23.6738
2020-10-18,23.6738
2020-10-19,23.6147
2020-10-20,23.8165
2020-10-21,23.7887
2020-10-22,23.9348
2020-10-23,23.7695
2020-10-24,23.7695
2020-10-25,23.7695
2020-10-26,23.7278
2020-10-27,23.7539
2020-10-28,23.2371
2020-10-29,23.1588
2020-10-30,22.9518
2020-10-31,22.9518
2020-11-01,22.9518
2020-11-02,23.5294
2020-11-03,23.7713
2020-11-04,23.6512
2020-11-05,23.8095
2020-11-06,23.9178
2020-11-07,23.9178
2020-11-08,23.9178
2020-11-09,24.0484
2020-11-10,24.071
2020-11-11,24.2033
2020-11-12,23.836
2020-11-13,24.0066
2020-11-14,24.0066
2020-11-15,24.0066
2020-11-16,24.205
2020-11-17,23.7385
2020-11-18,23.3904
2020-11-19,23.1189
2020-11-20,23.1955
2020-11-21,23.1955
2020-11-22,23.1955
2020-11-23,23.0493
2020-11-24,22.9936
2020-11-25,23.1607
2020-11-26,23.1607
2020-11-27,23.0736
2020-11-28,23.0736
2020-11-29,23.0736
2020-11-30,23.0005
2020-12-01,23.1241
2020-12-02,23.1119
2020-12-03,22.8787
2020-12-04,22.6576
2020-12-05,22.6576
2020-12-06,22.6576
2020-12-07,22.8665
2020-12-08,22.8038
2020-12-09,22.7412
2020-12-10,22.6837
2020-12-11,22.7011
2020-12-12,22.7011
2020-12-13,22.7011
2020-12-14,22.6437
2020-12-15,22.8473
2020-12-16,22.642
2020-12-17,22.6994
2020-12-18,22.5132
2020-12-19,22.5132
2020-12-20,22.5132
2020-12-21,22.3391
2020-12-22,22.3147
2020-12-23,22.2016
2020-12-24,22.4157
2020-12-25,22.4157
2020-12-26,22.4157
2020-12-27,22.4157
2020-12-28,22.5706
2020-12-29,22.5967
2020-12-30,22.6211
2020-12-31,23.7603
2021-01-01,23.7603
2021-01-02,23.7603
2021-01-03,23.7603
2021-01-04,23.4155
2021-01-05,23.5207
2021-01-06,24.2119
2021-01-07,24.112
2021-01-08,24.4188
2021-01-09,24.4188
2021-01-10,24.4188
2021-01-11,24.2257
2021-01-12,24.274
2021-01-13,24.3895
2021-01-14,24.2878
2021-01-15,24.1154
2021-01-16,24.1154
2021-01-17,24.1154
2021-01-18,24.1154
2021-01-19,23.8689
2021-01-20,23.9516
2021-01-21,23.8672
2021-01-22,23.9154
2021-01-23,23.9154
2021-01-24,23.9154
2021-01-25,24.4119
2021-01-26,24.343
2021-01-27,24.1085
2021-01-28,24.2137
2021-01-29,23.931
2021-01-30,23.931
2021-01-31,23.931
2021-02-01,23.9827
2021-02-02,24.0568
2021-02-03,24.0172
2021-02-04,24.0654
2021-02-05,23.9827
2021-02-06,23.9827
2021-02-07,23.9827
2021-02-08,23.5879
2021-02-09,23.6276
2021-02-10,23.8913
2021-02-11,23.712
2021-02-12,23.5293
2021-02-13,23.5293
2021-02-14,23.5293
2021-02-15,23.5293
2021-02-16,23.3087
2021-02-17,23.0489
2021-02-18,23.0851
2021-02-19,22.8971
2021-02-20,22.8971
2021-02-21,22.8971
2021-02-22,22.4124
2021-02-23,22.6781
2021-02-24,22.6643
2021-02-25,22.7419
2021-02-26,22.5556
2021-02-27,22.5556
2021-02-28,22.5556
2021-03-01,22.7712
2021-03-02,22.7695
2021-03-03,22.2624
2021-03-04,22.1744
2021-03-05,22.7591
2021-03-06,22.7591
2021-03-07,22.7591
2021-03-08,22.7522
2021-03-09,22.9316
2021-03-10,22.9368
2021-03-11,22.7884
2021-03-12,23.0075
2021-03-13,23.0075
2021-03-14,23.0075
2021-03-15,23.1196
2021-03-16,23.1144
2021-03-17,22.9799
2021-03-18,22.8816
2021-03-19,23.0144
2021-03-20,23.0144
2021-03-21,23.0144
2021-03-22,23.0334
2021-03-23,23.4162
2021-03-24,23.6163
2021-03-25,23.6853
2021-03-26,23.6576
2021-03-27,23.6576
2021-03-28,23.6576
2021-03-29,23.8579
2021-03-30,23.7439
2021-03-31,23.4455
2021-04-01,23.4253
2021-04-02,23.4253
2021-04-03,23.4253
2021-04-04,23.4253
2021-04-05,23.6142
2021-04-06,23.6294
2021-04-07,23.6159
2021-04-08,23.5552
2021-04-09,23.3764
2021-04-10,23.3764
2021-04-11,23.3764
2021-04-12,23.4152
2021-04-13,23.5889
2021-04-14,23.7104
2021-04-15,23.8167
2021-04-16,23.9685
2021-04-17,23.9685
2021-04-18,23.9685
2021-04-19,23.9095
2021-04-20,24.1186
2021-04-21,23.9415
2021-04-22,23.7205
2021-04-23,23.7121
2021-04-24,23.7121
2021-04-25,23.7121
2021-04-26,23.6446
2021-04-27,23.5181
2021-04-28,23.2532
2021-04-29,23.1925
2021-04-30,23.3831
2021-05-01,23.3831
2021-05-02,23.3831
2021-05-03,23.4169
2021-05-04,23.3663
2021-05-05,22.9395
2021-05-06,23.0643
2021-05-07,23.0204
2021-05-08,23.0204
2021-05-09,23.0204
2021-05-10,23.2593
2021-05-11,23.018
2021-05-12,22.7919
2021-05-13,23.1344
2021-05-14,23.2036
2021-05-15,23.2036
2021-05-16,23.2036
2021-05-17,23.0247
2021-05-18,23.0602
2021-05-19,22.888
2021-05-20,22.9741
2021-05-21,23.0298
2021-05-22,23.0298
2021-05-23,23.0298
2021-05-24,22.8965
2021-05-25,22.7328
2021-05-26,22.5927
2021-05-27,22.5336
2021-05-28,22.5404
2021-05-29,22.5404
2021-05-30,22.5404
2021-05-31,22.5404
2021-06-01,22.3244
2021-06-02,22.4645
2021-06-03,22.7108
2021-06-04,22.6838
2021-06-05,22.6838
2021-06-06,22.6838
2021-06-07,22.6957
2021-06-08,22.5336
2021-06-09,22.7716
2021-06-10,22.8661
2021-06-11,22.8138
2021-06-12,22.8138
2021-06-13,22.8138
2021-06-14,22.7699
2021-06-15,22.9758
2021-06-16,22.672
2021-06-17,22.7935
2021-06-18,22.3261
2021-06-19,22.3261
2021-06-20,22.3261
2021-06-21,22.456
2021-06-22,22.3767
2021-06-23,22.1269
2021-06-24,22.2181
2021-06-25,22.3885
2021-06-26,22.3885
2021-06-27,22.3885
2021-06-28,22.586
2021-06-29,22.3615
2021-06-30,22.4787
2021-07-01,22.4151
2021-07-02,22.5556
2021-07-03,22.5556
2021-07-04,22.5556
2021-07-05,22.5556
2021-07-06,22.6125
2021-07-07,22.8902
2021-07-08,22.8751
2021-07-09,22.8785
2021-07-10,22.8785
2021-07-11,22.8785
2021-07-12,22.8567
2021-07-13,22.9287
2021-07-14,23.1144
2021-07-15,23.4606
2021-07-16,23.6697
2021-07-17,23.6697
2021-07-18,23.6697
2021-07-19,23.4807
2021-07-20,23.4322
2021-07-21,23.0709
2021-07-22,23.2432
2021-07-23,23.479
2021-07-24,23.479
2021-07-25,23.479
2021-07-26,23.4121
2021-07-27,23.7099
2021-07-28,23.5058
2021-07-29,23.5075
2021-07-30,23.4874
2021-07-31,23.4874
2021-08-01,23.4874
2021-08-02,23.6597
2021-08-03,23.7434
2021-08-04,23.8053
2021-08-05,23.9491
2021-08-06,23.9374
2021-08-07,23.9374
2021-08-08,23.9374
2021-08-09,23.9434
2021-08-10,23.9384
2021-08-11,24.1058
2021-08-12,24.0522
2021-08-13,24.1928
2021-08-14,24.1928
2021-08-15,24.1928
2021-08-16,24.2547
2021-08-17,24.2598
2021-08-18,24.156
2021-08-19,24.3167
2021-08-20,24.4723
2021-08-21,24.4723
2021-08-22,24.4723
2021-08-23,24.3066
2021-08-24,24.2664
2021-08-25,24.1777
2021-08-26,24.1677
2021-08-27,24.1493
2021-08-28,24.1493
2021-08-29,24.1493
2021-08-30,24.2949
2021-08-31,24.2413
2021-09-01,24.397
2021-09-02,24.5577
2021-09-03,24.4522
2021-09-04,24.4522
2021-09-05,24.4522
2021-09-06,24.4522
2021-09-07,24.074
2021-09-08,24.4355
2021-09-09,24.0874
2021-09-10,23.8396
2021-09-11,23.8396
2021-09-12,23.8396
2021-09-13,23.843
2021-09-14,23.612
2021-09-15,23.3342
2021-09-16,23.2588
2021-09-17,22.9977
2021-09-18,22.9977
2021-09-19,22.9977
2021-09-20,23.0095
2021-09-21,23.0379
2021-09-22,22.9392
2021-09-23,22.8622
2021-09-24,22.8923
2021-09-25,22.8923
2021-09-26,22.8923
2021-09-27,22.6965
2021-09-28,22.6245
2021-09-29,22.8036
2021-09-30,23.8422
2021-10-01,23.8561
2021-10-02,23.8561
2021-10-03,23.8561
2021-10-04,24.3919
2021-10-05,24.3519
2021-10-06,24.6251
2021-10-07,24.5955
2021-10-08,24.4772
2021-10-09,24.4772
2021-10-10,24.4772
2021-10-11,24.2893
2021-10-12,24.4946
2021-10-13,24.6216
2021-10-14,24.8738
2021-10-15,24.6512
2021-10-16,24.6512
2021-10-17,24.6512
2021-10-18,24.4772
2021-10-19,24.6077
2021-10-20,24.632
2021-10-21,24.5955
2021-10-22,24.6668
2021-10-23,24.6668
2021-10-24,24.6668
2021-10-25,24.5816
2021-10-26,24.585
2021-10-27,24.5068
2021-10-28,24.5207
2021-10-29,24.3885
2021-10-30,24.3885
2021-10-31,24.3885
2021-11-01,24.3624
2021-11-02,24.3276
2021-11-03,24.3223
2021-11-04,24.2006
2021-11-05,24.3102
2021-11-06,24.3102
2021-11-07,24.3102
2021-11-08,23.9986
2021-11-09,24.1204
2021-11-10,24.1935
2021-11-11,23.9794
2021-11-12,23.882
2021-11-13,23.882
2021-11-14,23.882
2021-11-15,24.1518
2021-11-16,24.1291
2021-11-17,24.1988
2021-11-18,24.1013
2021-11-19,24.2144
2021-11-20,24.2144
2021-11-21,24.2144
2021-11-22,24.3572
2021-11-23,24.4477
2021-11-24,24.4007
2021-11-25,24.4007
2021-11-26,24.3641
2021-11-27,24.3641
2021-11-28,24.3641
2021-11-29,24.4598
2021-11-30,23.9377
2021-12-01,23.9796
2021-12-02,24.0981
2021-12-03,24.4851
2021-12-04,24.4851
2021-12-05,24.4851
2021-12-06,24.6315
2021-12-07,24.8336
2021-12-08,24.8424
2021-12-09,24.8737
2021-12-10,24.9347
2021-12-11,24.9347
2021-12-12,24.9347
2021-12-13,25.1753
2021-12-14,25.1753
2021-12-15,25.4559
2021-12-16,25.4628
2021-12-17,25.1997
2021-12-18,25.1997
2021-12-19,25.1997
2021-12-20,25.2467
2021-12-21,25.123
2021-12-22,25.1909
2021-12-23,25.2066
2021-12-24,25.2066
2021-12-25,25.2066
2021-12-26,25.2066
2021-12-27,25.1683
2021-12-28,25.3147
2021-12-29,25.4106
2021-12-30,25.5029
2021-12-31,25.7053
2022-01-01,25.7053
2022-01-02,25.7053
2022-01-03,25.3858
2022-01-04,25.258
2022-01-05,25.4031
2022-01-06,25.3461
2022-01-07,25.4774
2022-01-08,25.4774
2022-01-09,25.4774
2022-01-10,25.3616
2022-01-11,24.954
2022-01-12,25.1026
2022-01-13,25.2027
2022-01-14,25.0836
2022-01-15,25.0836
2022-01-16,25.0836
2022-01-17,25.0836
2022-01-18,24.9834
2022-01-19,24.9955
2022-01-20,24.9609
2022-01-21,25.0369
2022-01-22,25.0369
2022-01-23,25.0369
2022-01-24,24.8711
2022-01-25,24.771
2022-01-26,24.6121
2022-01-27,24.8003
2022-01-28,25.0542
2022-01-29,25.0542
2022-01-30,25.0542
2022-01-31,25.448
2022-02-01,25.1855
2022-02-02,25.3081
2022-02-03,25.2027
2022-02-04,25.1457
2022-02-05,25.1457
2022-02-06,25.1457
2022-02-07,25.2753
2022-02-08,25.1492
2022-02-09,25.0801
2022-02-10,24.619
2022-02-11,24.5205
2022-02-12,24.5205
2022-02-13,24.5205
2022-02-14,24.1907
2022-02-15,24.1837
2022-02-16,24.0939
2022-02-17,24.2098
2022-02-18,24.3031
2022-02-19,24.3031
2022-02-20,24.3031
2022-02-21,24.3031
2022-02-22,24.2323
2022-02-23,23.764
2022-02-24,23.7674
2022-02-25,24.1286
2022-02-26,24.1286
2022-02-27,24.1286
2022-02-28,24.1269
2022-03-01,23.8919
2022-03-02,23.9454
2022-03-03,24.4154
2022-03-04,24.8422
2022-03-05,24.8422
2022-03-06,24.8422
2022-03-07,24.9667
2022-03-08,24.6954
2022-03-09,24.5398
2022-03-10,24.5692
2022-03-11,24.4742
2022-03-12,24.4742
2022-03-13,24.4742
2022-03-14,24.3722
2022-03-15,24.5364
2022-03-16,24.5122
2022-03-17,24.5519
2022-03-18,24.4085
2022-03-19,24.4085
2022-03-20,24.4085
2022-03-21,24.5969
2022-03-22,24.5416
2022-03-23,24.6245
2022-03-24,24.7524
2022-03-25,24.9667
2022-03-26,24.9667
2022-03-27,24.9667
2022-03-28,25.044
2022-03-29,25.1737
2022-03-30,25.3224
2022-03-31,24.585
2022-04-01,24.8597
2022-04-02,24.8597
2022-04-03,24.8597
2022-04-04,24.7399
2022-04-05,24.9014
2022-04-06,25.2609
2022-04-07,25.2426
2022-04-08,25.3076
2022-04-09,25.3076
2022-04-10,25.3076
2022-04-11,25.1827
2022-04-12,25.3592
2022-04-13,25.3042
2022-04-14,25.3192
2022-04-15,25.3192
2022-04-16,25.3192
2022-04-17,25.3192
2022-04-18,25.1644
2022-04-19,25.3026
2022-04-20,25.4291
2022-04-21,25.4025
2022-04-22,25.2193
2022-04-23,25.2193
2022-04-24,25.2193
2022-04-25,25.0012
2022-04-26,24.8398
2022-04-27,24.8048
2022-04-28,24.9197
2022-04-29,24.4535
2022-04-30,24.4535
2022-05-01,24.4535
2022-05-02,24.2504
2022-05-03,24.3403
2022-05-04,24.6483
2022-05-05,24.8564
2022-05-06,24.953
2022-05-07,24.953
2022-05-08,24.953
2022-05-09,24.982
2022-05-10,24.7472
2022-05-11,24.7739
2022-05-12,24.7122
2022-05-13,24.7822
2022-05-14,24.7822
2022-05-15,24.7822
2022-05-16,24.7705
2022-05-17,24.9021
2022-05-18,24.7555
2022-05-19,24.7988
2022-05-20,24.9537
2022-05-21,24.9537
2022-05-22,24.9537
2022-05-23,25.1069
2022-05-24,25.3318
2022-05-25,25.2502
2022-05-26,25.2568
2022-05-27,25.4417
2022-05-28,25.4417
2022-05-29,25.4417
2022-05-30,25.4417
2022-05-31,25.2785
2022-06-01,25.2452
2022-06-02,25.2951
2022-06-03,25.2752
2022-06-04,25.2752
2022-06-05,25.2752
2022-06-06,25.2718
2022-06-07,25.3651
2022-06-08,24.9954
2022-06-09,24.529
2022-06-10,24.564
2022-06-11,24.564
2022-06-12,24.564
2022-06-13,23.8762
2022-06-14,23.3499
2022-06-15,23.3233
2022-06-16,23.0285
2022-06-17,22.8903
2022-06-18,22.8903
2022-06-19,22.8903
2022-06-20,22.8903
2022-06-21,23.1534
2022-06-22,23.3233
2022-06-23,23.5764
2022-06-24,23.7846
2022-06-25,23.7846
2022-06-26,23.7846
2022-06-27,23.9078
2022-06-28,23.7963
2022-06-29,23.8063
2022-06-30,24.1983
2022-07-01,24.6438
2022-07-02,24.6438
2022-07-03,24.6438
2022-07-04,24.6438
2022-07-05,24.0154
2022-07-06,24.1451
2022-07-07,24.052
2022-07-08,24.0071
2022-07-09,24.0071
2022-07-10,24.0071
2022-07-11,24.0736
2022-07-12,24.0171
2022-07-13,23.9207
2022-07-14,24.0337
2022-07-15,24.0636
2022-07-16,24.0636
2022-07-17,24.0636
2022-07-18,23.8625
2022-07-19,23.9955
2022-07-20,23.8675
2022-07-21,23.9572
2022-07-22,24.1301
2022-07-23,24.1301
2022-07-24,24.1301
2022-07-25,24.2664
2022-07-26,24.3529
2022-07-27,24.3213
2022-07-28,24.8283
2022-07-29,24.8216
2022-07-30,24.8216
2022-07-31,24.8216
2022-08-01,24.9862
2022-08-02,25.1574
2022-08-03,25.2555
2022-08-04,25.3524
2022-08-05,25.2488
2022-08-06,25.2488
2022-08-07,25.2488
2022-08-08,25.3407
2022-08-09,25.4576
2022-08-10,25.4609
2022-08-11,25.4542
2022-08-12,25.7047
2022-08-13,25.7047
2022-08-14,25.7047
2022-08-15,25.7381
2022-08-16,25.7832
2022-08-17,25.8216
2022-08-18,25.8466
2022-08-19,25.7915
2022-08-20,25.7915
2022-08-21,25.7915
2022-08-22,25.5628
2022-08-23,25.4793
2022-08-24,25.5244
2022-08-25,25.6596
2022-08-26,25.4526
2022-08-27,25.4526
2022-08-28,25.4526
2022-08-29,25.501
2022-08-30,25.314
2022-08-31,25.1336
2022-09-01,25.3307
2022-09-02,25.1102
2022-09-03,25.1102
2022-09-04,25.1102
2022-09-05,25.1102
2022-09-06,25.0435
2022-09-07,25.4893
2022-09-08,25.4225
2022-09-09,25.4576
2022-09-10,25.4576
2022-09-11,25.4576
2022-09-12,25.6095
2022-09-13,25.1253
2022-09-14,25.3006
2022-09-15,24.8832
2022-09-16,24.985
2022-09-17,24.985
2022-09-18,24.985
2022-09-19,25.1069
2022-09-20,24.9533
2022-09-21,24.823
2022-09-22,24.8498
2022-09-23,24.6594
2022-09-24,24.6594
2022-09-25,24.6594
2022-09-26,24.2887
2022-09-27,23.9314
2022-09-28,24.0433
2022-09-29,23.4455
2022-09-30,22.5819
2022-10-01,22.5819
2022-10-02,22.5819
2022-10-03,22.9592
2022-10-04,23.0753
2022-10-05,22.7335
2022-10-06,22.1837
2022-10-07,21.9837
2022-10-08,21.9837
2022-10-09,21.9837
2022-10-10,22.0998
2022-10-11,22.0127
2022-10-12,21.5839
2022-10-13,21.9047
2022-10-14,21.7112
2022-10-15,21.7112
2022-10-16,21.7112
2022-10-17,21.9225
2022-10-18,22.2433
2022-10-19,22.024
2022-10-20,21.5694
2022-10-21,21.7161
2022-10-22,21.7161
2022-10-23,21.7161
2022-10-24,21.7451
2022-10-25,21.9676
2022-10-26,21.9483
2022-10-27,22.0514
2022-10-28,22.39
2022-10-29,22.39
2022-10-30,22.39
2022-10-31,22.311
2022-11-01,22.4239
2022-11-02,22.3046
2022-11-03,22.2981
2022-11-04,22.5231
2022-11-05,22.5231
2022-11-06,22.5231
2022-11-07,22.1746
2022-11-08,22.3237
2022-11-09,22.1551
2022-11-10,22.8376
2022-11-11,22.6706
2022-11-12,22.6706
2022-11-13,22.6706
2022-11-14,22.6025
2022-11-15,22.7614
2022-11-16,22.8992
2022-11-17,22.6722
2022-11-18,22.9235
2022-11-19,22.9235
2022-11-20,22.9235
2022-11-21,23.045
2022-11-22,23.1439
2022-11-23,23.3336
2022-11-24,23.3336
2022-11-25,23.3757
2022-11-26,23.3757
2022-11-27,23.3757
2022-11-28,23.259
2022-11-29,23.0856
2022-11-30,23.4438
2022-12-01,23.614
2022-12-02,23.5816
2022-12-03,23.5816
2022-12-04,23.5816
2022-12-05,23.5719
2022-12-06,23.687
2022-12-07,23.5897
2022-12-08,23.7242
2022-12-09,23.6367
2022-12-10,23.6367
2022-12-11,23.6367
2022-12-12,23.9042
2022-12-13,23.9447
2022-12-14,23.9285
2022-12-15,23.6497
2022-12-16,23.4308
2022-12-17,23.4308
2022-12-18,23.4308
2022-12-19,23.439
2022-12-20,23.4114
2022-12-21,23.6254
2022-12-22,23.4892
2022-12-23,23.6659
2022-12-24,23.6659
2022-12-25,23.6659
2022-12-26,23.6659
2022-12-27,23.7858
2022-12-28,23.674
2022-12-29,23.8037
2022-12-30,23.4671
2022-12-31,23.4671
2023-01-01,23.4671
2023-01-02,23.4671
2023-01-03,23.5273
2023-01-04,23.7032
2023-01-05,23.4528
2023-01-06,23.7777
2023-01-07,23.7777
2023-01-08,23.7777
2023-01-09,23.7634
2023-01-10,23.7602
2023-01-11,23.7792
2023-01-12,23.6715
2023-01-13,23.4956
2023-01-14,23.4956
2023-01-15,23.4956
2023-01-16,23.4956
2023-01-17,23.4497
2023-01-18,23.0503
2023-01-19,22.8238
2023-01-20,22.8174
2023-01-21,22.8174
2023-01-22,22.8174
2023-01-23,22.8412
2023-01-24,22.8982
2023-01-25,22.8127
2023-01-26,22.9093
2023-01-27,23.0076
2023-01-28,23.0076
2023-01-29,23.0076
2023-01-30,23.0757
2023-01-31,23.2278
2023-02-01,23.288
2023-02-02,23.3974
2023-02-03,22.9141
2023-02-04,22.9141
2023-02-05,22.9141
2023-02-06,23.0662
2023-02-07,22.9664
2023-02-08,22.7208
2023-02-09,22.5718
2023-02-10,22.8697
2023-02-11,22.8697
2023-02-12,22.8697
2023-02-13,22.9046
2023-02-14,22.6827
2023-02-15,22.846
2023-02-16,22.6621
2023-02-17,22.9078
2023-02-18,22.9078
2023-02-19,22.9078
2023-02-20,22.9078
2023-02-21,22.605
2023-02-22,22.6161
2023-02-23,22.5543
2023-02-24,22.4497
2023-02-25,22.4497
2023-02-26,22.4497
2023-02-27,22.4037
2023-02-28,22.1294
2023-03-01,21.7822
2023-03-02,21.9376
2023-03-03,22.1421
2023-03-04,22.1421
2023-03-05,22.1421
2023-03-06,22.1817
2023-03-07,21.9233
2023-03-08,22.0597
2023-03-09,21.9566
2023-03-10,21.7363
2023-03-11,21.7363
2023-03-12,21.7363
2023-03-13,22.0471
2023-03-14,22.2263
2023-03-15,22.3675
2023-03-16,22.3643
2023-03-17,22.2232
