,CHRW US Equity
2020-09-08,21.9786
2020-09-09,22.6759
2020-09-10,22.5784
2020-09-11,22.6017
2020-09-12,22.6017
2020-09-13,22.6017
2020-09-14,23.0362
2020-09-15,23.7462
2020-09-16,23.6254
2020-09-17,23.6424
2020-09-18,23.5491
2020-09-19,23.5491
2020-09-20,23.5491
2020-09-21,23.299
2020-09-22,23.4283
2020-09-23,23.1337
2020-09-24,23.2672
2020-09-25,23.3859
2020-09-26,23.3859
2020-09-27,23.3859
2020-09-28,23.5746
2020-09-29,23.6699
2020-09-30,24.9042
2020-10-01,24.6874
2020-10-02,24.6092
2020-10-03,24.6092
2020-10-04,24.6092
2020-10-05,25.3087
2020-10-06,25.2171
2020-10-07,25.7914
2020-10-08,25.787
2020-10-09,25.6328
2020-10-10,25.6328
2020-10-11,25.6328
2020-10-12,25.5367
2020-10-13,25.445
2020-10-14,25.492
2020-10-15,25.559
2020-10-16,24.4662
2020-10-17,24.4662
2020-10-18,24.4662
2020-10-19,24.4148
2020-10-20,24.5287
2020-10-21,24.5868
2020-10-22,24.3209
2020-10-23,24.5354
2020-10-24,24.5354
2020-10-25,24.5354
2020-10-26,24.3231
2020-10-27,24.4215
2020-10-28,21.8625
2020-10-29,22.1978
2020-10-30,21.9936
2020-10-31,21.9936
2020-11-01,21.9936
2020-11-02,21.748
2020-11-03,22.1716
2020-11-04,21.9215
2020-11-05,22.077
2020-11-06,22.4871
2020-11-07,22.4871
2020-11-08,22.4871
2020-11-09,23.2308
2020-11-10,23.224
2020-11-11,23.0978
2020-11-12,22.4691
2020-11-13,22.7913
2020-11-14,22.7913
2020-11-15,22.7913
2020-11-16,23.0054
2020-11-17,23.1474
2020-11-18,22.9964
2020-11-19,23.1969
2020-11-20,22.931
2020-11-21,22.931
2020-11-22,22.931
2020-11-23,22.8364
2020-11-24,23.3434
2020-11-25,23.0302
2020-11-26,23.0302
2020-11-27,22.9603
2020-11-28,22.9603
2020-11-29,22.9603
2020-11-30,23.242
2020-12-01,23.2105
2020-12-02,22.8657
2020-12-03,22.9175
2020-12-04,23.0077
2020-12-05,23.0077
2020-12-06,23.0077
2020-12-07,23.073
2020-12-08,23.3119
2020-12-09,23.4922
2020-12-10,22.9603
2020-12-11,23.0617
2020-12-12,23.0617
2020-12-13,23.0617
2020-12-14,22.7485
2020-12-15,22.4037
2020-12-16,22.6719
2020-12-17,22.8634
2020-12-18,22.9333
2020-12-19,22.9333
2020-12-20,22.9333
2020-12-21,23.1316
2020-12-22,23.3367
2020-12-23,23.2015
2020-12-24,23.3975
2020-12-25,23.3975
2020-12-26,23.3975
2020-12-27,23.3975
2020-12-28,23.3998
2020-12-29,23.1857
2020-12-30,23.0324
2020-12-31,20.7132
2021-01-01,20.7132
2021-01-02,20.7132
2021-01-03,20.7132
2021-01-04,20.4103
2021-01-05,20.2346
2021-01-06,20.9898
2021-01-07,21.1756
2021-01-08,21.4179
2021-01-09,21.4179
2021-01-10,21.4179
2021-01-11,21.2503
2021-01-12,21.5269
2021-01-13,21.0847
2021-01-14,21.4199
2021-01-15,20.9837
2021-01-16,20.9837
2021-01-17,20.9837
2021-01-18,20.9837
2021-01-19,21.2321
2021-01-20,21.7086
2021-01-21,21.537
2021-01-22,21.5067
2021-01-23,21.5067
2021-01-24,21.5067
2021-01-25,21.8136
2021-01-26,21.4461
2021-01-27,20.2387
2021-01-28,19.7278
2021-01-29,19.0352
2021-01-30,19.0352
2021-01-31,19.0352
2021-02-01,19.2109
2021-02-02,19.2493
2021-02-03,19.3118
2021-02-04,19.3886
2021-02-05,19.6975
2021-02-06,19.6975
2021-02-07,19.6975
2021-02-08,19.9257
2021-02-09,20.3093
2021-02-10,20.1256
2021-02-11,19.9883
2021-02-12,20.1942
2021-02-13,20.1942
2021-02-14,20.1942
2021-02-15,20.1942
2021-02-16,19.6289
2021-02-17,19.9216
2021-02-18,20.1821
2021-02-19,19.8019
2021-02-20,19.8019
2021-02-21,19.8019
2021-02-22,19.6111
2021-02-23,19.6032
2021-02-24,19.6529
2021-02-25,19.6469
2021-02-26,19.8159
2021-02-27,19.8159
2021-02-28,19.8159
2021-03-01,20.0882
2021-03-02,20.267
2021-03-03,20.2372
2021-03-04,20.0424
2021-03-05,20.4479
2021-03-06,20.4479
2021-03-07,20.4479
2021-03-08,20.0067
2021-03-09,20.3644
2021-03-10,20.5453
2021-03-11,20.5473
2021-03-12,20.8235
2021-03-13,20.8235
2021-03-14,20.8235
2021-03-15,21.0819
2021-03-16,20.8752
2021-03-17,20.6765
2021-03-18,20.7619
2021-03-19,20.9786
2021-03-20,20.9786
2021-03-21,20.9786
2021-03-22,20.758
2021-03-23,20.6626
2021-03-24,20.2771
2021-03-25,20.5128
2021-03-26,20.7894
2021-03-27,20.7894
2021-03-28,20.7894
2021-03-29,20.7329
2021-03-30,20.8108
2021-03-31,17.7469
2021-04-01,18.0334
2021-04-02,18.0334
2021-04-03,18.0334
2021-04-04,18.0334
2021-04-05,18.1217
2021-04-06,18.1017
2021-04-07,17.8868
2021-04-08,17.9268
2021-04-09,18.0834
2021-04-10,18.0834
2021-04-11,18.0834
2021-04-12,18.3483
2021-04-13,18.21
2021-04-14,18.2617
2021-04-15,18.6348
2021-04-16,18.6348
2021-04-17,18.6348
2021-04-18,18.6348
2021-04-19,18.2816
2021-04-20,18.4216
2021-04-21,18.3333
2021-04-22,18.3699
2021-04-23,18.4716
2021-04-24,18.4716
2021-04-25,18.4716
2021-04-26,18.1983
2021-04-27,17.9401
2021-04-28,17.447
2021-04-29,18.0801
2021-04-30,18.2495
2021-05-01,18.2495
2021-05-02,18.2495
2021-05-03,18.5857
2021-05-04,18.6245
2021-05-05,18.5519
2021-05-06,18.4083
2021-05-07,18.66
2021-05-08,18.66
2021-05-09,18.66
2021-05-10,19.0351
2021-05-11,18.589
2021-05-12,18.2613
2021-05-13,18.6093
2021-05-14,18.7056
2021-05-15,18.7056
2021-05-16,18.7056
2021-05-17,18.5789
2021-05-18,18.3187
2021-05-19,18.3001
2021-05-20,18.1532
2021-05-21,18.165
2021-05-22,18.165
2021-05-23,18.165
2021-05-24,18.3576
2021-05-25,18.0907
2021-05-26,18.2934
2021-05-27,18.2579
2021-05-28,18.2393
2021-05-29,18.2393
2021-05-30,18.2393
2021-05-31,18.2393
2021-06-01,18.138
2021-06-02,17.9944
2021-06-03,18.094
2021-06-04,18.1244
2021-06-05,18.1244
2021-06-06,18.1244
2021-06-07,18.4978
2021-06-08,18.5181
2021-06-09,18.5738
2021-06-10,18.6026
2021-06-11,18.7428
2021-06-12,18.7428
2021-06-13,18.7428
2021-06-14,18.5248
2021-06-15,18.6043
2021-06-16,18.1464
2021-06-17,17.9014
2021-06-18,17.5416
2021-06-19,17.5416
2021-06-20,17.5416
2021-06-21,17.7882
2021-06-22,17.9589
2021-06-23,17.7882
2021-06-24,17.7882
2021-06-25,18.0315
2021-06-26,18.0315
2021-06-27,18.0315
2021-06-28,17.7747
2021-06-29,17.8203
2021-06-30,16.2591
2021-07-01,16.3428
2021-07-02,16.2762
2021-07-03,16.2762
2021-07-04,16.2762
2021-07-05,16.2762
2021-07-06,16.1275
2021-07-07,16.2081
2021-07-08,15.9634
2021-07-09,16.1817
2021-07-10,16.1817
2021-07-11,16.1817
2021-07-12,16.1152
2021-07-13,16.0966
2021-07-14,16.4109
2021-07-15,16.301
2021-07-16,16.2019
2021-07-17,16.2019
2021-07-18,16.2019
2021-07-19,16.1755
2021-07-20,16.1724
2021-07-21,16.1771
2021-07-22,15.965
2021-07-23,16.1368
2021-07-24,16.1368
2021-07-25,16.1368
2021-07-26,16.078
2021-07-27,15.8953
2021-07-28,15.4603
2021-07-29,15.5717
2021-07-30,15.4299
2021-07-31,15.4299
2021-08-01,15.4299
2021-08-02,15.5035
2021-08-03,15.7734
2021-08-04,15.6124
2021-08-05,15.5173
2021-08-06,15.7105
2021-08-07,15.7105
2021-08-08,15.7105
2021-08-09,15.4974
2021-08-10,15.4652
2021-08-11,15.6829
2021-08-12,15.7458
2021-08-13,15.8485
2021-08-14,15.8485
2021-08-15,15.8485
2021-08-16,15.9129
2021-08-17,15.781
2021-08-18,15.3686
2021-08-19,15.2152
2021-08-20,15.3563
2021-08-21,15.3563
2021-08-22,15.3563
2021-08-23,15.4851
2021-08-24,15.4897
2021-08-25,15.6047
2021-08-26,15.5556
2021-08-27,15.6706
2021-08-28,15.6706
2021-08-29,15.6706
2021-08-30,15.6737
2021-08-31,15.5664
2021-09-01,15.4284
2021-09-02,15.6737
2021-09-03,15.571
2021-09-04,15.571
2021-09-05,15.571
2021-09-06,15.571
2021-09-07,15.3256
2021-09-08,15.4207
2021-09-09,15.1401
2021-09-10,15.3118
2021-09-11,15.3118
2021-09-12,15.3118
2021-09-13,15.4238
2021-09-14,15.5694
2021-09-15,15.6599
2021-09-16,15.5986
2021-09-17,15.1646
2021-09-18,15.1646
2021-09-19,15.1646
2021-09-20,15.0695
2021-09-21,15.1662
2021-09-22,15.1754
2021-09-23,15.321
2021-09-24,15.3287
2021-09-25,15.3287
2021-09-26,15.3287
2021-09-27,15.5127
2021-09-28,15.3578
2021-09-29,15.318
2021-09-30,13.2746
2021-10-01,13.1891
2021-10-02,13.1891
2021-10-03,13.1891
2021-10-04,13.2036
2021-10-05,13.322
2021-10-06,13.5008
2021-10-07,13.6218
2021-10-08,13.756
2021-10-09,13.756
2021-10-10,13.756
2021-10-11,13.8349
2021-10-12,13.781
2021-10-13,13.8651
2021-10-14,14.1873
2021-10-15,14.2781
2021-10-16,14.2781
2021-10-17,14.2781
2021-10-18,14.5937
2021-10-19,14.6634
2021-10-20,14.7673
2021-10-21,14.8265
2021-10-22,14.9449
2021-10-23,14.9449
2021-10-24,14.9449
2021-10-25,14.7463
2021-10-26,14.7884
2021-10-27,14.6739
2021-10-28,14.7397
2021-10-29,14.4215
2021-10-30,14.4215
2021-10-31,14.4215
2021-11-01,14.293
2021-11-02,14.1074
2021-11-03,14.0957
2021-11-04,14.2995
2021-11-05,14.01
2021-11-06,14.01
2021-11-07,14.01
2021-11-08,14.0931
2021-11-09,14.0568
2021-11-10,13.8854
2021-11-11,13.8841
2021-11-12,14.097
2021-11-13,14.097
2021-11-14,14.097
2021-11-15,14.2437
2021-11-16,14.3566
2021-11-17,14.0918
2021-11-18,14.0217
2021-11-19,14.328
2021-11-20,14.328
2021-11-21,14.328
2021-11-22,14.3942
2021-11-23,14.5227
2021-11-24,14.5863
2021-11-25,14.5863
2021-11-26,14.3293
2021-11-27,14.3293
2021-11-28,14.3293
2021-11-29,14.2437
2021-11-30,14.1749
2021-12-01,14.0165
2021-12-02,14.0619
2021-12-03,14.4228
2021-12-04,14.4228
2021-12-05,14.4228
2021-12-06,14.5396
2021-12-07,14.5902
2021-12-08,14.7576
2021-12-09,14.8939
2021-12-10,15.4222
2021-12-11,15.4222
2021-12-12,15.4222
2021-12-13,15.4598
2021-12-14,15.2833
2021-12-15,15.3261
2021-12-16,15.3819
2021-12-17,14.99
2021-12-18,14.99
2021-12-19,14.99
2021-12-20,14.9095
2021-12-21,15.0354
2021-12-22,14.9796
2021-12-23,15.1301
2021-12-24,15.1301
2021-12-25,15.1301
2021-12-26,15.1301
2021-12-27,15.3936
2021-12-28,15.6078
2021-12-29,15.7752
2021-12-30,15.7324
2021-12-31,14.7485
2022-01-01,14.7485
2022-01-02,14.7485
2022-01-03,14.7809
2022-01-04,15.0788
2022-01-05,14.9923
2022-01-06,15.1473
2022-01-07,14.8446
2022-01-08,14.8446
2022-01-09,14.8446
2022-01-10,14.7737
2022-01-11,14.7905
2022-01-12,14.7149
2022-01-13,14.847
2022-01-14,14.8278
2022-01-15,14.8278
2022-01-16,14.8278
2022-01-17,14.8278
2022-01-18,14.9251
2022-01-19,14.7341
2022-01-20,14.4374
2022-01-21,14.4302
2022-01-22,14.4302
2022-01-23,14.4302
2022-01-24,14.7425
2022-01-25,14.4494
2022-01-26,14.1503
2022-01-27,14.1707
2022-01-28,14.3245
2022-01-29,14.3245
2022-01-30,14.3245
2022-01-31,14.3905
2022-02-01,14.3809
2022-02-02,12.9358
2022-02-03,12.5779
2022-02-04,12.4781
2022-02-05,12.4781
2022-02-06,12.4781
2022-02-07,12.549
2022-02-08,12.4157
2022-02-09,12.555
2022-02-10,12.6703
2022-02-11,12.5706
2022-02-12,12.5706
2022-02-13,12.5706
2022-02-14,12.5358
2022-02-15,12.6139
2022-02-16,12.68
2022-02-17,12.7328
2022-02-18,12.8686
2022-02-19,12.8686
2022-02-20,12.8686
2022-02-21,12.8686
2022-02-22,12.9154
2022-02-23,12.8199
2022-02-24,13.2698
2022-02-25,13.34
2022-02-26,13.34
2022-02-27,13.34
2022-02-28,13.3269
2022-03-01,14.2958
2022-03-02,14.072
2022-03-03,14.028
2022-03-04,14.4934
2022-03-05,14.4934
2022-03-06,14.4934
2022-03-07,14.3327
2022-03-08,13.9078
2022-03-09,13.9113
2022-03-10,13.997
2022-03-11,13.9887
2022-03-12,13.9887
2022-03-13,13.9887
2022-03-14,13.5828
2022-03-15,13.5483
2022-03-16,13.9637
2022-03-17,14.2006
2022-03-18,14.3065
2022-03-19,14.3065
2022-03-20,14.3065
2022-03-21,14.3541
2022-03-22,14.4302
2022-03-23,14.2626
2022-03-24,14.4647
2022-03-25,14.838
2022-03-26,14.838
2022-03-27,14.838
2022-03-28,14.9117
2022-03-29,14.9699
2022-03-30,14.8677
2022-03-31,13.3623
2022-04-01,12.873
2022-04-02,12.873
2022-04-03,12.873
2022-04-04,12.8292
2022-04-05,12.7
2022-04-06,12.5099
2022-04-07,12.6316
2022-04-08,12.7566
2022-04-09,12.7566
2022-04-10,12.7566
2022-04-11,12.8186
2022-04-12,12.6893
2022-04-13,12.716
2022-04-14,12.8891
2022-04-15,12.8891
2022-04-16,12.8891
2022-04-17,12.8891
2022-04-18,12.8325
2022-04-19,12.9008
2022-04-20,12.8805
2022-04-21,12.8848
2022-04-22,12.7673
2022-04-23,12.7673
2022-04-24,12.7673
2022-04-25,12.8773
2022-04-26,12.684
2022-04-27,12.841
2022-04-28,13.6432
2022-04-29,13.0745
2022-04-30,13.0745
2022-05-01,13.0745
2022-05-02,13.3018
2022-05-03,13.3345
2022-05-04,13.5395
2022-05-05,13.0978
2022-05-06,13.1612
2022-05-07,13.1612
2022-05-08,13.1612
2022-05-09,13.2648
2022-05-10,13.5121
2022-05-11,13.2986
2022-05-12,13.2394
2022-05-13,13.0365
2022-05-14,13.0365
2022-05-15,13.0365
2022-05-16,13.1496
2022-05-17,13.4497
2022-05-18,12.7596
2022-05-19,12.5504
2022-05-20,12.6275
2022-05-21,12.6275
2022-05-22,12.6275
2022-05-23,12.8938
2022-05-24,12.9308
2022-05-25,13.0777
2022-05-26,13.2288
2022-05-27,13.2119
2022-05-28,13.2119
2022-05-29,13.2119
2022-05-30,13.2119
2022-05-31,13.3239
2022-06-01,13.3694
2022-06-02,13.2246
2022-06-03,13.2722
2022-06-04,13.2722
2022-06-05,13.2722
2022-06-06,13.4117
2022-06-07,13.1739
2022-06-08,12.8188
2022-06-09,12.6487
2022-06-10,12.6074
2022-06-11,12.6074
2022-06-12,12.6074
2022-06-13,12.4584
2022-06-14,13.0957
2022-06-15,12.7564
2022-06-16,12.5398
2022-06-17,12.3189
2022-06-18,12.3189
2022-06-19,12.3189
2022-06-20,12.3189
2022-06-21,12.5567
2022-06-22,12.414
2022-06-23,12.4553
2022-06-24,12.8325
2022-06-25,12.8325
2022-06-26,12.8325
2022-06-27,12.9678
2022-06-28,12.5377
2022-06-29,12.5778
2022-06-30,10.8144
2022-07-01,10.8765
2022-07-02,10.8765
2022-07-03,10.8765
2022-07-04,10.8765
2022-07-05,10.6424
2022-07-06,10.7847
2022-07-07,10.7144
2022-07-08,10.7144
2022-07-09,10.7144
2022-07-10,10.7144
2022-07-11,10.5019
2022-07-12,10.4128
2022-07-13,10.2561
2022-07-14,10.2921
2022-07-15,10.5541
2022-07-16,10.5541
2022-07-17,10.5541
2022-07-18,10.5604
2022-07-19,10.7748
2022-07-20,10.8486
2022-07-21,10.8153
2022-07-22,10.8702
2022-07-23,10.8702
2022-07-24,10.8702
2022-07-25,10.773
2022-07-26,10.6775
2022-07-27,10.7928
2022-07-28,11.4177
2022-07-29,11.3896
2022-07-30,11.3896
2022-07-31,11.3896
2022-08-01,11.3019
2022-08-02,11.2432
2022-08-03,11.2607
2022-08-04,11.1108
2022-08-05,11.3054
2022-08-06,11.3054
2022-08-07,11.3054
2022-08-08,11.4325
2022-08-09,11.5
2022-08-10,11.8191
2022-08-11,11.9795
2022-08-12,11.9663
2022-08-13,11.9663
2022-08-14,11.9663
2022-08-15,12.0198
2022-08-16,11.99
2022-08-17,11.8638
2022-08-18,12.0969
2022-08-19,11.9523
2022-08-20,11.9523
2022-08-21,11.9523
2022-08-22,11.8524
2022-08-23,11.9435
2022-08-24,12.1092
2022-08-25,12.1653
2022-08-26,11.7936
2022-08-27,11.7936
2022-08-28,11.7936
2022-08-29,11.7691
2022-08-30,11.7218
2022-08-31,11.692
2022-09-01,11.7559
2022-09-02,11.798
2022-09-03,11.798
2022-09-04,11.798
2022-09-05,11.798
2022-09-06,11.5824
2022-09-07,11.692
2022-09-08,11.6113
2022-09-09,11.7042
2022-09-10,11.7042
2022-09-11,11.7042
2022-09-12,11.6394
2022-09-13,11.3335
2022-09-14,11.3282
2022-09-15,11.1292
2022-09-16,10.7839
2022-09-17,10.7839
2022-09-18,10.7839
2022-09-19,10.9749
2022-09-20,10.6708
2022-09-21,10.5805
2022-09-22,10.4815
2022-09-23,10.2483
2022-09-24,10.2483
2022-09-25,10.2483
2022-09-26,10.2062
2022-09-27,10.2816
2022-09-28,10.4061
2022-09-29,10.3403
2022-09-30,10.2912
2022-10-01,10.2912
2022-10-02,10.2912
2022-10-03,10.506
2022-10-04,10.6539
2022-10-05,10.588
2022-10-06,10.3964
2022-10-07,10.1575
2022-10-08,10.1575
2022-10-09,10.1575
2022-10-10,10.0978
2022-10-11,10.0898
2022-10-12,10.1281
2022-10-13,10.2012
2022-10-14,10.1647
2022-10-15,10.1647
2022-10-16,10.1647
2022-10-17,10.2894
2022-10-18,10.2814
2022-10-19,10.0363
2022-10-20,9.949
2022-10-21,10.0925
2022-10-22,10.0925
2022-10-23,10.0925
2022-10-24,10.1246
2022-10-25,10.1567
2022-10-26,10.3081
2022-10-27,10.3349
2022-10-28,10.424
2022-10-29,10.424
2022-10-30,10.424
2022-10-31,10.4169
2022-11-01,10.4276
2022-11-02,9.5658
2022-11-03,9.5926
2022-11-04,9.3267
2022-11-05,9.3267
2022-11-06,9.3267
2022-11-07,9.5036
2022-11-08,9.5409
2022-11-09,9.3555
2022-11-10,9.662
2022-11-11,10.0286
2022-11-12,10.0286
2022-11-13,10.0286
2022-11-14,10.0032
2022-11-15,9.9795
2022-11-16,9.5663
2022-11-17,9.772
2022-11-18,9.9295
2022-11-19,9.9295
2022-11-20,9.9295
2022-11-21,9.9702
2022-11-22,9.977
2022-11-23,10.0117
2022-11-24,10.0117
2022-11-25,10.0709
2022-11-26,10.0709
2022-11-27,10.0709
2022-11-28,9.9786
2022-11-29,9.9727
2022-11-30,10.1946
2022-12-01,10.0718
2022-12-02,9.8974
2022-12-03,9.8974
2022-12-04,9.8974
2022-12-05,9.7881
2022-12-06,9.7856
2022-12-07,9.8466
2022-12-08,9.844
2022-12-09,9.778
2022-12-10,9.778
2022-12-11,9.778
2022-12-12,9.9753
2022-12-13,9.8008
2022-12-14,9.855
2022-12-15,9.7322
2022-12-16,9.6747
2022-12-17,9.6747
2022-12-18,9.6747
2022-12-19,9.6264
2022-12-20,9.5307
2022-12-21,9.5764
2022-12-22,9.5375
2022-12-23,9.59
2022-12-24,9.59
2022-12-25,9.59
2022-12-26,9.59
2022-12-27,9.5951
2022-12-28,9.424
2022-12-29,9.5197
2022-12-30,10.2
2022-12-31,10.2
2023-01-01,10.2
2023-01-02,10.2
2023-01-03,10.0811
2023-01-04,10.1294
2023-01-05,10.056
2023-01-06,10.3626
2023-01-07,10.3626
2023-01-08,10.3626
2023-01-09,10.3672
2023-01-10,10.3152
2023-01-11,10.5178
2023-01-12,10.3803
2023-01-13,10.3923
2023-01-14,10.3923
2023-01-15,10.3923
2023-01-16,10.3923
2023-01-17,10.3041
2023-01-18,10.3552
2023-01-19,10.3143
2023-01-20,10.3849
2023-01-21,10.3849
2023-01-22,10.3849
2023-01-23,10.804
2023-01-24,10.8997
2023-01-25,10.6906
2023-01-26,10.7501
2023-01-27,10.7984
2023-01-28,10.7984
2023-01-29,10.7984
2023-01-30,10.6692
2023-01-31,11.0
2023-02-01,11.1812
2023-02-02,11.3912
2023-02-03,11.3206
2023-02-04,11.3206
2023-02-05,11.3206
2023-02-06,11.2584
2023-02-07,11.4693
2023-02-08,11.303
2023-02-09,11.1394
2023-02-10,11.2741
2023-02-11,11.2741
2023-02-12,11.2741
2023-02-13,11.3438
2023-02-14,11.446
2023-02-15,11.4656
2023-02-16,11.3308
2023-02-17,10.9972
2023-02-18,10.9972
2023-02-19,10.9972
2023-02-20,10.9972
2023-02-21,10.8703
2023-02-22,10.8785
2023-02-23,10.977
2023-02-24,10.9209
2023-02-25,10.9209
2023-02-26,10.9209
2023-02-27,10.9779
2023-02-28,10.8859
2023-03-01,10.8326
2023-03-02,11.0091
2023-03-03,10.9797
2023-03-04,10.9797
2023-03-05,10.9797
2023-03-06,10.9337
2023-03-07,10.9862
2023-03-08,11.1342
2023-03-09,11.1977
2023-03-10,11.103
2023-03-11,11.103
2023-03-12,11.103
2023-03-13,11.0082
2023-03-14,10.6854
2023-03-15,10.6688
2023-03-16,10.725
2023-03-17,10.5134
2023-03-18,10.5134
2023-03-19,10.5134
