,HOG US Equity
2020-08-01,82.9848
2020-08-02,82.9848
2020-08-03,83.2902
2020-08-04,82.826
2020-08-05,83.7176
2020-08-06,82.8993
2020-08-07,83.2189
2020-08-08,83.2189
2020-08-09,83.2189
2020-08-10,84.4775
2020-08-11,85.2595
2020-08-12,84.4041
2020-08-13,85.6627
2020-08-14,85.3573
2020-08-15,85.3573
2020-08-16,85.3573
2020-08-17,85.675
2020-08-18,85.3939
2020-08-19,85.6383
2020-08-20,85.2228
2020-08-21,84.9296
2020-08-22,84.9296
2020-08-23,84.9296
2020-08-24,86.4448
2020-08-25,85.7238
2020-08-26,85.4917
2020-08-27,85.5894
2020-08-28,85.956
2020-08-29,85.956
2020-08-30,85.956
2020-08-31,85.0518
2020-09-01,85.4672
2020-09-02,86.9213
2020-09-03,85.8338
2020-09-04,84.9785
2020-09-05,84.9785
2020-09-06,84.9785
2020-09-07,84.9785
2020-09-08,85.4795
2020-09-09,86.4326
2020-09-10,85.6994
2020-09-11,85.1129
2020-09-12,85.1129
2020-09-13,85.1129
2020-09-14,85.4306
2020-09-15,84.5263
2020-09-16,83.4999
2020-09-17,82.6812
2020-09-18,82.0336
2020-09-19,82.0336
2020-09-20,82.0336
2020-09-21,80.8605
2020-09-22,80.4695
2020-09-23,79.6386
2020-09-24,79.4186
2020-09-25,66.1717
2020-09-26,66.1717
2020-09-27,66.1717
2020-09-28,67.3794
2020-09-29,67.0588
2020-09-30,68.0528
2020-10-01,68.7154
2020-10-02,69.4101
2020-10-03,69.4101
2020-10-04,69.4101
2020-10-05,70.6606
2020-10-06,70.4362
2020-10-07,71.2805
2020-10-08,72.7982
2020-10-09,71.7722
2020-10-10,71.7722
2020-10-11,71.7722
2020-10-12,72.4562
2020-10-13,71.9539
2020-10-14,71.6653
2020-10-15,72.1676
2020-10-16,72.36
2020-10-17,72.36
2020-10-18,72.36
2020-10-19,71.9646
2020-10-20,72.7769
2020-10-21,73.012
2020-10-22,73.354
2020-10-23,73.9632
2020-10-24,73.9632
2020-10-25,73.9632
2020-10-26,72.8196
2020-10-27,79.6599
2020-10-28,78.0139
2020-10-29,78.0246
2020-10-30,76.9665
2020-10-31,76.9665
2020-11-01,76.9665
2020-11-02,77.1375
2020-11-03,77.4475
2020-11-04,76.8917
2020-11-05,77.9693
2020-11-06,77.7448
2020-11-07,77.7448
2020-11-08,77.7448
2020-11-09,77.2531
2020-11-10,78.9208
2020-11-11,78.5039
2020-11-12,77.7128
2020-11-13,79.3484
2020-11-14,79.3484
2020-11-15,79.3484
2020-11-16,80.2892
2020-11-17,80.4816
2020-11-18,80.3106
2020-11-19,81.2834
2020-11-20,81.5614
2020-11-21,81.5614
2020-11-22,81.5614
2020-11-23,84.3516
2020-11-24,86.1156
2020-11-25,85.6452
2020-11-26,85.6452
2020-11-27,85.5383
2020-11-28,85.5383
2020-11-29,85.5383
2020-11-30,84.8968
2020-12-01,85.1427
2020-12-02,84.2661
2020-12-03,84.0523
2020-12-04,84.1592
2020-12-05,84.1592
2020-12-06,84.1592
2020-12-07,83.8598
2020-12-08,83.9026
2020-12-09,84.3409
2020-12-10,83.646
2020-12-11,82.5128
2020-12-12,82.5128
2020-12-13,82.5128
2020-12-14,80.5885
2020-12-15,81.3262
2020-12-16,81.0055
2020-12-17,80.7275
2020-12-18,80.0112
2020-12-19,80.0112
2020-12-20,80.0112
2020-12-21,79.8723
2020-12-22,80.6634
2020-12-23,81.9676
2020-12-24,81.4972
2020-12-25,81.4972
2020-12-26,81.4972
2020-12-27,81.4972
2020-12-28,81.4865
2020-12-29,80.8023
2020-12-30,81.3903
2020-12-31,998.6382
2021-01-01,998.6382
2021-01-02,998.6382
2021-01-03,998.6382
2021-01-04,991.2546
2021-01-05,995.0136
2021-01-06,1019.178
2021-01-07,1022.8027
2021-01-08,1025.0849
2021-01-09,1025.0849
2021-01-10,1025.0849
2021-01-11,1027.2328
2021-01-12,1037.8383
2021-01-13,1038.6438
2021-01-14,1053.6794
2021-01-15,1051.263
2021-01-16,1051.263
2021-01-17,1051.263
2021-01-18,1051.263
2021-01-19,1070.3261
2021-01-20,1077.4411
2021-01-21,1068.9836
2021-01-22,1061.063
2021-01-23,1061.063
2021-01-24,1061.063
2021-01-25,1042.1342
2021-01-26,1060.1233
2021-01-27,1064.9562
2021-01-28,1057.3041
2021-01-29,1044.1479
2021-01-30,1044.1479
2021-01-31,1044.1479
2021-02-01,1044.9534
2021-02-02,952.4573
2021-02-03,949.1011
2021-02-04,936.3477
2021-02-05,958.2299
2021-02-06,958.2299
2021-02-07,958.2299
2021-02-08,981.7231
2021-02-09,994.4766
2021-02-10,983.7368
2021-02-11,984.0053
2021-02-12,994.0738
2021-02-13,994.0738
2021-02-14,994.0738
2021-02-15,994.0738
2021-02-16,989.3752
2021-02-17,975.682
2021-02-18,976.8902
2021-02-19,988.8382
2021-02-20,988.8382
2021-02-21,988.8382
2021-02-22,982.6628
2021-02-23,989.4847
2021-02-24,1008.6863
2021-02-25,982.6365
2021-02-26,984.9193
2021-02-27,984.9193
2021-02-28,984.9193
2021-03-01,991.096
2021-03-02,989.8875
2021-03-03,996.4671
2021-03-04,977.534
2021-03-05,975.5198
2021-03-06,975.5198
2021-03-07,975.5198
2021-03-08,1000.6297
2021-03-09,991.2303
2021-03-10,991.9017
2021-03-11,1001.4354
2021-03-12,1025.7396
2021-03-13,1025.7396
2021-03-14,1025.7396
2021-03-15,1013.9232
2021-03-16,999.0184
2021-03-17,1001.4354
2021-03-18,990.6932
2021-03-19,979.2796
2021-03-20,979.2796
2021-03-21,979.2796
2021-03-22,979.5482
2021-03-23,961.9578
2021-03-24,955.244
2021-03-25,981.2938
2021-03-26,44.9401
2021-03-27,44.9401
2021-03-28,44.9401
2021-03-29,45.026
2021-03-30,45.6333
2021-03-31,47.2099
2021-04-01,47.124
2021-04-02,47.124
2021-04-03,47.124
2021-04-04,47.124
2021-04-05,47.6086
2021-04-06,47.7313
2021-04-07,47.4737
2021-04-08,47.5105
2021-04-09,48.3956
2021-04-10,48.3956
2021-04-11,48.3956
2021-04-12,48.3343
2021-04-13,47.7517
2021-04-14,47.58
2021-04-15,47.4083
2021-04-16,47.3715
2021-04-17,47.3715
2021-04-18,47.3715
2021-04-19,49.7692
2021-04-20,50.9342
2021-04-21,51.7253
2021-04-22,52.0871
2021-04-23,52.0503
2021-04-24,52.0503
2021-04-25,52.0503
2021-04-26,52.179
2021-04-27,52.7861
2021-04-28,53.2215
2021-04-29,52.7003
2021-04-30,52.271
2021-05-01,52.271
2021-05-02,52.271
2021-05-03,52.4611
2021-05-04,51.9767
2021-05-05,52.8352
2021-05-06,52.714
2021-05-07,53.1752
2021-05-08,53.1752
2021-05-09,53.1752
2021-05-10,52.1361
2021-05-11,51.6872
2021-05-12,50.3284
2021-05-13,51.0478
2021-05-14,51.9332
2021-05-15,51.9332
2021-05-16,51.9332
2021-05-17,54.5586
2021-05-18,53.4703
2021-05-19,52.714
2021-05-20,52.2959
2021-05-21,52.1607
2021-05-22,52.1607
2021-05-23,52.1607
2021-05-24,51.8348
2021-05-25,51.2568
2021-05-26,52.1053
2021-05-27,52.3082
2021-05-28,52.4128
2021-05-29,52.4128
2021-05-30,52.4128
2021-05-31,52.4128
2021-06-01,52.3882
2021-06-02,52.505
2021-06-03,52.7263
2021-06-04,52.1545
2021-06-05,52.1545
2021-06-06,52.1545
2021-06-07,51.6134
2021-06-08,52.1176
2021-06-09,51.8901
2021-06-10,51.2322
2021-06-11,51.7549
2021-06-12,51.7549
2021-06-13,51.7549
2021-06-14,51.5212
2021-06-15,51.8963
2021-06-16,51.1523
2021-06-17,50.0578
2021-06-18,49.5229
2021-06-19,49.5229
2021-06-20,49.5229
2021-06-21,50.8633
2021-06-22,50.9187
2021-06-23,50.6543
2021-06-24,51.5643
2021-06-25,19.5653
2021-06-26,19.5653
2021-06-27,19.5653
2021-06-28,19.249
2021-06-29,19.2847
2021-06-30,19.2086
2021-07-01,19.4868
2021-07-02,19.4416
2021-07-03,19.4416
2021-07-04,19.4416
2021-07-05,19.4416
2021-07-06,19.2062
2021-07-07,19.1444
2021-07-08,18.8519
2021-07-09,19.1396
2021-07-10,19.1396
2021-07-11,19.1396
2021-07-12,19.2752
2021-07-13,18.928
2021-07-14,18.8923
2021-07-15,18.7591
2021-07-16,18.5475
2021-07-17,18.5475
2021-07-18,18.5475
2021-07-19,18.2812
2021-07-20,18.7282
2021-07-21,17.9792
2021-07-22,17.8317
2021-07-23,17.9696
2021-07-24,17.9696
2021-07-25,17.9696
2021-07-26,18.0196
2021-07-27,17.7342
2021-07-28,17.5892
2021-07-29,17.7818
2021-07-30,17.7342
2021-07-31,17.7342
2021-08-01,17.7342
2021-08-02,17.6367
2021-08-03,17.8008
2021-08-04,17.5868
2021-08-05,17.6572
2021-08-06,17.7929
2021-08-07,17.7929
2021-08-08,17.7929
2021-08-09,17.7715
2021-08-10,17.9334
2021-08-11,18.2786
2021-08-12,18.2072
2021-08-13,18.05
2021-08-14,18.05
2021-08-15,18.05
2021-08-16,18.1072
2021-08-17,17.9262
2021-08-18,17.9096
2021-08-19,17.6596
2021-08-20,17.7286
2021-08-21,17.7286
2021-08-22,17.7286
2021-08-23,17.7239
2021-08-24,17.9857
2021-08-25,17.8977
2021-08-26,17.6381
2021-08-27,17.7167
2021-08-28,17.7167
2021-08-29,17.7167
2021-08-30,17.8
2021-08-31,17.7239
2021-09-01,17.8024
2021-09-02,17.6953
2021-09-03,17.6358
2021-09-04,17.6358
2021-09-05,17.6358
2021-09-06,17.6358
2021-09-07,17.4667
2021-09-08,17.1453
2021-09-09,17.1548
2021-09-10,17.1453
2021-09-11,17.1453
2021-09-12,17.1453
2021-09-13,17.3025
2021-09-14,17.3048
2021-09-15,17.5453
2021-09-16,17.4239
2021-09-17,17.3191
2021-09-18,17.3191
2021-09-19,17.3191
2021-09-20,17.1572
2021-09-21,17.0834
2021-09-22,17.2882
2021-09-23,17.4405
2021-09-24,15.7937
2021-09-25,15.7937
2021-09-26,15.7937
2021-09-27,15.8433
2021-09-28,15.7764
2021-09-29,15.731
2021-09-30,15.5043
2021-10-01,15.5518
2021-10-02,15.5518
2021-10-03,15.5518
2021-10-04,15.5863
2021-10-05,15.4999
2021-10-06,15.3725
2021-10-07,15.4568
2021-10-08,15.636
2021-10-09,15.636
2021-10-10,15.636
2021-10-11,15.582
2021-10-12,15.5475
2021-10-13,15.474
2021-10-14,15.731
2021-10-15,15.6554
2021-10-16,15.6554
2021-10-17,15.6554
2021-10-18,15.6965
2021-10-19,15.5107
2021-10-20,15.4956
2021-10-21,15.5475
2021-10-22,15.5669
2021-10-23,15.5669
2021-10-24,15.5669
2021-10-25,15.5777
2021-10-26,15.2581
2021-10-27,15.5302
2021-10-28,15.5885
2021-10-29,15.4784
2021-10-30,15.4784
2021-10-31,15.4784
2021-11-01,16.1932
2021-11-02,15.8995
2021-11-03,16.0744
2021-11-04,15.7607
2021-11-05,15.8299
2021-11-06,15.8299
2021-11-07,15.8299
2021-11-08,15.7759
2021-11-09,15.7348
2021-11-10,15.6247
2021-11-11,15.7391
2021-11-12,15.8903
2021-11-13,15.8903
2021-11-14,15.8903
2021-11-15,15.9508
2021-11-16,15.9659
2021-11-17,15.8018
2021-11-18,15.7996
2021-11-19,15.6743
2021-11-20,15.6743
2021-11-21,15.6743
2021-11-22,16.0718
2021-11-23,16.0891
2021-11-24,15.9811
2021-11-25,15.9811
2021-11-26,15.6765
2021-11-27,15.6765
2021-11-28,15.6765
2021-11-29,15.7348
2021-11-30,15.5102
2021-12-01,15.5102
2021-12-02,15.6722
2021-12-03,15.4843
2021-12-04,15.4843
2021-12-05,15.4843
2021-12-06,15.737
2021-12-07,15.8795
2021-12-08,15.7888
2021-12-09,15.5944
2021-12-10,15.5491
2021-12-11,15.5491
2021-12-12,15.5491
2021-12-13,15.9227
2021-12-14,15.7672
2021-12-15,15.791
2021-12-16,15.5923
2021-12-17,15.4627
2021-12-18,15.4627
2021-12-19,15.4627
2021-12-20,15.1754
2021-12-21,15.2121
2021-12-22,15.2467
2021-12-23,15.4259
2021-12-24,15.4259
2021-12-25,15.4259
2021-12-26,15.4259
2021-12-27,15.4605
2021-12-28,15.6419
2021-12-29,15.6722
2021-12-30,15.7305
2021-12-31,13.4376
2022-01-01,13.4376
2022-01-02,13.4376
2022-01-03,13.4395
2022-01-04,13.6877
2022-01-05,13.5776
2022-01-06,13.656
2022-01-07,13.8146
2022-01-08,13.8146
2022-01-09,13.8146
2022-01-10,13.6895
2022-01-11,13.6448
2022-01-12,13.5291
2022-01-13,13.5552
2022-01-14,13.5291
2022-01-15,13.5291
2022-01-16,13.5291
2022-01-17,13.5291
2022-01-18,13.0979
2022-01-19,13.0364
2022-01-20,12.8087
2022-01-21,12.6445
2022-01-22,12.6445
2022-01-23,12.6445
2022-01-24,12.8367
2022-01-25,12.7956
2022-01-26,12.7564
2022-01-27,12.6314
2022-01-28,12.7004
2022-01-29,12.7004
2022-01-30,12.7004
2022-01-31,12.8553
2022-02-01,13.1073
2022-02-02,13.1913
2022-02-03,13.0476
2022-02-04,13.0756
2022-02-05,13.0756
2022-02-06,13.0756
2022-02-07,13.1446
2022-02-08,14.1916
2022-02-09,14.4902
2022-02-10,14.3502
2022-02-11,14.1897
2022-02-12,14.1897
2022-02-13,14.1897
2022-02-14,14.0479
2022-02-15,14.2513
2022-02-16,14.2961
2022-02-17,14.2084
2022-02-18,14.2438
2022-02-19,14.2438
2022-02-20,14.2438
2022-02-21,14.2438
2022-02-22,13.9956
2022-02-23,13.9769
2022-02-24,13.893
2022-02-25,14.0256
2022-02-26,14.0256
2022-02-27,14.0256
2022-02-28,14.1115
2022-03-01,13.8726
2022-03-02,14.1152
2022-03-03,14.1283
2022-03-04,13.6729
2022-03-05,13.6729
2022-03-06,13.6729
2022-03-07,13.2362
2022-03-08,13.3538
2022-03-09,13.6972
2022-03-10,13.6449
2022-03-11,13.5908
2022-03-12,13.5908
2022-03-13,13.5908
2022-03-14,13.4807
2022-03-15,13.5031
2022-03-16,13.7644
2022-03-17,13.7009
2022-03-18,13.9342
2022-03-19,13.9342
2022-03-20,13.9342
2022-03-21,13.7644
2022-03-22,13.8502
2022-03-23,13.4546
2022-03-24,13.5236
2022-03-25,14.9681
2022-03-26,14.9681
2022-03-27,14.9681
2022-03-28,15.0684
2022-03-29,15.307
2022-03-30,15.2388
2022-03-31,15.1265
2022-04-01,14.9982
2022-04-02,14.9982
2022-04-03,14.9982
2022-04-04,14.8976
2022-04-05,14.5061
2022-04-06,14.431
2022-04-07,14.5397
2022-04-08,14.7196
2022-04-09,14.7196
2022-04-10,14.7196
2022-04-11,14.7829
2022-04-12,14.69
2022-04-13,14.7789
2022-04-14,14.7789
2022-04-15,14.7789
2022-04-16,14.7789
2022-04-17,14.7789
2022-04-18,14.8244
2022-04-19,15.2732
2022-04-20,15.38
2022-04-21,14.9727
2022-04-22,14.7117
2022-04-23,14.7117
2022-04-24,14.7117
2022-04-25,14.8007
2022-04-26,14.4409
2022-04-27,14.4073
2022-04-28,14.5536
2022-04-29,14.433
2022-04-30,14.433
2022-05-01,14.433
2022-05-02,14.4725
2022-05-03,14.8877
2022-05-04,15.3444
2022-05-05,14.4048
2022-05-06,14.5911
2022-05-07,14.5911
2022-05-08,14.5911
2022-05-09,14.2627
2022-05-10,14.3606
2022-05-11,14.1033
2022-05-12,14.0303
2022-05-13,14.4259
2022-05-14,14.4259
2022-05-15,14.4259
2022-05-16,14.2569
2022-05-17,14.6026
2022-05-18,14.0918
2022-05-19,13.4542
2022-05-20,13.4369
2022-05-21,13.4369
2022-05-22,13.4369
2022-05-23,13.435
2022-05-24,13.2987
2022-05-25,13.6808
2022-05-26,14.0111
2022-05-27,14.2051
2022-05-28,14.2051
2022-05-29,14.2051
2022-05-30,14.2051
2022-05-31,13.9823
2022-06-01,13.7269
2022-06-02,14.1667
2022-06-03,13.9343
2022-06-04,13.9343
2022-06-05,13.9343
2022-06-06,14.0054
2022-06-07,13.9612
2022-06-08,13.9862
2022-06-09,13.9439
2022-06-10,13.4869
2022-06-11,13.4869
2022-06-12,13.4869
2022-06-13,13.1527
2022-06-14,13.2449
2022-06-15,13.4101
2022-06-16,13.049
2022-06-17,13.1393
2022-06-18,13.1393
2022-06-19,13.1393
2022-06-20,13.1393
2022-06-21,13.2545
2022-06-22,13.2814
2022-06-23,13.3121
2022-06-24,14.0509
2022-06-25,14.0509
2022-06-26,14.0509
2022-06-27,14.0548
2022-06-28,13.9141
2022-06-29,13.7888
2022-06-30,13.8312
2022-07-01,13.8948
2022-07-02,13.8948
2022-07-03,13.8948
2022-07-04,13.8948
2022-07-05,14.0066
2022-07-06,13.9141
2022-07-07,14.0297
2022-07-08,13.9796
2022-07-09,13.9796
2022-07-10,13.9796
2022-07-11,13.8697
2022-07-12,13.9565
2022-07-13,13.943
2022-07-14,13.783
2022-07-15,14.0066
2022-07-16,14.0066
2022-07-17,14.0066
2022-07-18,14.0895
2022-07-19,14.3766
2022-07-20,14.5289
2022-07-21,14.5328
2022-07-22,14.3998
2022-07-23,14.3998
2022-07-24,14.3998
2022-07-25,14.3747
2022-07-26,14.1107
2022-07-27,14.34
2022-07-28,14.8527
2022-07-29,15.0165
2022-07-30,15.0165
2022-07-31,15.0165
2022-08-01,14.9973
2022-08-02,14.7987
2022-08-03,14.9664
2022-08-04,14.8226
2022-08-05,14.8532
2022-08-06,14.8532
2022-08-07,14.8532
2022-08-08,15.0348
2022-08-09,14.9315
2022-08-10,15.159
2022-08-11,15.2947
2022-08-12,15.3712
2022-08-13,15.3712
2022-08-14,15.3712
2022-08-15,15.5088
2022-08-16,15.786
2022-08-17,15.7019
2022-08-18,15.807
2022-08-19,15.6044
2022-08-20,15.6044
2022-08-21,15.6044
2022-08-22,15.3998
2022-08-23,15.5126
2022-08-24,15.5394
2022-08-25,15.6426
2022-08-26,15.3731
2022-08-27,15.3731
2022-08-28,15.3731
2022-08-29,15.3177
2022-08-30,15.1647
2022-08-31,15.1017
2022-09-01,15.0367
2022-09-02,15.0348
2022-09-03,15.0348
2022-09-04,15.0348
2022-09-05,15.0348
2022-09-06,14.9526
2022-09-07,15.3349
2022-09-08,15.3788
2022-09-09,15.5795
2022-09-10,15.5795
2022-09-11,15.5795
2022-09-12,15.893
2022-09-13,15.6063
2022-09-14,15.5833
2022-09-15,15.5853
2022-09-16,15.5107
2022-09-17,15.5107
2022-09-18,15.5107
2022-09-19,15.6923
2022-09-20,15.5509
2022-09-21,15.3941
2022-09-22,15.1189
2022-09-23,12.4721
2022-09-24,12.4721
2022-09-25,12.4721
2022-09-26,12.4038
2022-09-27,12.4006
2022-09-28,12.4168
2022-09-29,12.1974
2022-09-30,12.0397
2022-10-01,12.0397
2022-10-02,12.0397
2022-10-03,12.2396
2022-10-04,12.5452
2022-10-05,12.3827
2022-10-06,12.238
2022-10-07,12.1892
2022-10-08,12.1892
2022-10-09,12.1892
2022-10-10,12.108
2022-10-11,12.1015
2022-10-12,12.1258
2022-10-13,12.2217
2022-10-14,12.2039
2022-10-15,12.2039
2022-10-16,12.2039
2022-10-17,12.2217
2022-10-18,12.3339
2022-10-19,12.0315
2022-10-20,12.0364
2022-10-21,12.2055
2022-10-22,12.2055
2022-10-23,12.2055
2022-10-24,12.2039
2022-10-25,12.4038
2022-10-26,13.1646
2022-10-27,13.1402
2022-10-28,13.3954
2022-10-29,13.3954
2022-10-30,13.3954
2022-10-31,13.3597
2022-11-01,13.5352
2022-11-02,13.4393
2022-11-03,13.6274
2022-11-04,13.7428
2022-11-05,13.7428
2022-11-06,13.7428
2022-11-07,13.7802
2022-11-08,13.7558
2022-11-09,13.6322
2022-11-10,14.0371
2022-11-11,14.2127
2022-11-12,14.2127
2022-11-13,14.2127
2022-11-14,14.159
2022-11-15,14.0761
2022-11-16,13.9737
2022-11-17,14.042
2022-11-18,14.1005
2022-11-19,14.1005
2022-11-20,14.1005
2022-11-21,13.9769
2022-11-22,14.0989
2022-11-23,14.055
2022-11-24,14.055
2022-11-25,14.1265
2022-11-26,14.1265
2022-11-27,14.1265
2022-11-28,14.0208
2022-11-29,13.8485
2022-11-30,14.0322
2022-12-01,14.0615
2022-12-02,14.1167
2022-12-03,14.1167
2022-12-04,14.1167
2022-12-05,13.9785
2022-12-06,13.9233
2022-12-07,13.8908
2022-12-08,13.8013
2022-12-09,13.7103
2022-12-10,13.7103
2022-12-11,13.7103
2022-12-12,13.7087
2022-12-13,13.9086
2022-12-14,13.8696
2022-12-15,13.6875
2022-12-16,13.5981
2022-12-17,13.5981
2022-12-18,13.5981
2022-12-19,13.39
2022-12-20,13.0811
2022-12-21,13.1526
2022-12-22,13.0778
2022-12-23,13.1038
2022-12-24,13.1038
2022-12-25,13.1038
2022-12-26,13.1038
2022-12-27,13.0372
2022-12-28,12.9201
2022-12-29,13.0356
2022-12-30,13.013
2022-12-31,13.013
2023-01-01,13.013
2023-01-02,13.013
2023-01-03,12.9359
2023-01-04,13.0547
2023-01-05,13.1302
2023-01-06,13.3711
2023-01-07,13.3711
2023-01-08,13.3711
2023-01-09,13.278
2023-01-10,13.3567
2023-01-11,13.4498
2023-01-12,13.6426
2023-01-13,13.6393
2023-01-14,13.6393
2023-01-15,13.6393
2023-01-16,13.6393
2023-01-17,13.551
2023-01-18,13.4546
2023-01-19,13.2539
2023-01-20,13.2683
2023-01-21,13.2683
2023-01-22,13.2683
2023-01-23,13.4595
2023-01-24,13.4723
2023-01-25,13.4306
2023-01-26,13.4113
2023-01-27,13.5863
2023-01-28,13.5863
2023-01-29,13.5863
2023-01-30,13.5783
2023-01-31,13.7245
2023-02-01,13.8353
2023-02-02,14.6383
2023-02-03,14.5725
2023-02-04,14.5725
2023-02-05,14.5725
2023-02-06,14.4408
2023-02-07,14.3958
2023-02-08,14.232
2023-02-09,14.012
2023-02-10,14.0007
2023-02-11,14.0007
2023-02-12,14.0007
2023-02-13,14.1196
2023-02-14,14.1758
2023-02-15,14.1726
2023-02-16,14.0071
2023-02-17,14.1163
2023-02-18,14.1163
2023-02-19,14.1163
2023-02-20,14.1163
2023-02-21,13.9445
2023-02-22,13.9445
2023-02-23,13.9702
2023-02-24,13.8452
2023-02-25,13.8452
2023-02-26,13.8452
2023-02-27,13.9207
2023-02-28,13.9689
2023-03-01,13.9592
2023-03-02,13.8693
2023-03-03,13.9657
2023-03-04,13.9657
2023-03-05,13.9657
2023-03-06,13.7103
2023-03-07,13.6605
2023-03-08,13.3152
2023-03-09,12.9667
2023-03-10,12.7177
2023-03-11,12.7177
2023-03-12,12.7177
2023-03-13,12.5426
2023-03-14,12.6551
