,SR US Equity
2020-07-16,35.9885
2020-07-17,36.0027
2020-07-18,36.0027
2020-07-19,36.0027
2020-07-20,35.4952
2020-07-21,35.8723
2020-07-22,36.204
2020-07-23,36.1388
2020-07-24,35.6767
2020-07-25,35.6767
2020-07-26,35.6767
2020-07-27,35.05
2020-07-28,35.7929
2020-07-29,35.8695
2020-07-30,35.5094
2020-07-31,35.1918
2020-08-01,35.1918
2020-08-02,35.1918
2020-08-03,35.2995
2020-08-04,35.2967
2020-08-05,35.0881
2020-08-06,34.9913
2020-08-07,35.3958
2020-08-08,35.3958
2020-08-09,35.3958
2020-08-10,35.4614
2020-08-11,35.5041
2020-08-12,35.4414
2020-08-13,35.1423
2020-08-14,35.0198
2020-08-15,35.0198
2020-08-16,35.0198
2020-08-17,34.9571
2020-08-18,34.6864
2020-08-19,34.8118
2020-08-20,34.5981
2020-08-21,34.4272
2020-08-22,34.4272
2020-08-23,34.4272
2020-08-24,34.6693
2020-08-25,34.5126
2020-08-26,34.0454
2020-08-27,34.091
2020-08-28,34.2961
2020-08-29,34.2961
2020-08-30,34.2961
2020-08-31,34.2933
2020-09-01,33.9799
2020-09-02,34.1195
2020-09-03,34.1451
2020-09-04,34.0796
2020-09-05,34.0796
2020-09-06,34.0796
2020-09-07,34.0796
2020-09-08,33.6636
2020-09-09,33.5354
2020-09-10,33.128
2020-09-11,32.9713
2020-09-12,32.9713
2020-09-13,32.9713
2020-09-14,33.0112
2020-09-15,32.7519
2020-09-16,32.8744
2020-09-17,32.883
2020-09-18,32.5696
2020-09-19,32.5696
2020-09-20,32.5696
2020-09-21,32.4243
2020-09-22,32.6123
2020-09-23,32.3872
2020-09-24,32.5183
2020-09-25,32.6721
2020-09-26,32.6721
2020-09-27,32.6721
2020-09-28,32.7776
2020-09-29,32.7861
2020-09-30,29.6137
2020-10-01,29.4541
2020-10-02,29.6611
2020-10-03,29.6611
2020-10-04,29.6611
2020-10-05,29.696
2020-10-06,29.8332
2020-10-07,30.0302
2020-10-08,30.2622
2020-10-09,30.2547
2020-10-10,30.2547
2020-10-11,30.2547
2020-10-12,30.3744
2020-10-13,30.3919
2020-10-14,30.4343
2020-10-15,30.6114
2020-10-16,30.5491
2020-10-17,30.5491
2020-10-18,30.5491
2020-10-19,30.5266
2020-10-20,30.7386
2020-10-21,30.7037
2020-10-22,30.8758
2020-10-23,30.9806
2020-10-24,30.9806
2020-10-25,30.9806
2020-10-26,30.8583
2020-10-27,30.7087
2020-10-28,30.1375
2020-10-29,30.352
2020-10-30,30.3221
2020-10-31,30.3221
2020-11-01,30.3221
2020-11-02,30.5665
2020-11-03,30.8134
2020-11-04,30.791
2020-11-05,30.9581
2020-11-06,30.6139
2020-11-07,30.6139
2020-11-08,30.6139
2020-11-09,31.7413
2020-11-10,32.5245
2020-11-11,32.2028
2020-11-12,31.4969
2020-11-13,32.1279
2020-11-14,32.1279
2020-11-15,32.1279
2020-11-16,32.2477
2020-11-17,32.4422
2020-11-18,32.1946
2020-11-19,32.1971
2020-11-20,32.2196
2020-11-21,32.2196
2020-11-22,32.2196
2020-11-23,32.4321
2020-11-24,33.1899
2020-11-25,32.9498
2020-11-26,32.9498
2020-11-27,32.7723
2020-11-28,32.7723
2020-11-29,32.7723
2020-11-30,32.3396
2020-12-01,32.2671
2020-12-02,32.3646
2020-12-03,32.4196
2020-12-04,32.5922
2020-12-05,32.5922
2020-12-06,32.5922
2020-12-07,32.4747
2020-12-08,32.4221
2020-12-09,32.6997
2020-12-10,32.5722
2020-12-11,32.6747
2020-12-12,32.6747
2020-12-13,32.6747
2020-12-14,32.7473
2020-12-15,33.2099
2020-12-16,32.8245
2020-12-17,32.8595
2020-12-18,32.419
2020-12-19,32.419
2020-12-20,32.419
2020-12-21,31.6682
2020-12-22,32.1387
2020-12-23,32.1713
2020-12-24,32.2513
2020-12-25,32.2513
2020-12-26,32.2513
2020-12-27,32.2513
2020-12-28,32.384
2020-12-29,32.1087
2020-12-30,32.2038
2020-12-31,29.0142
2021-01-01,29.0142
2021-01-02,29.0142
2021-01-03,29.0142
2021-01-04,28.8769
2021-01-05,28.6546
2021-01-06,28.9488
2021-01-07,28.6219
2021-01-08,28.5979
2021-01-09,28.5979
2021-01-10,28.5979
2021-01-11,28.3407
2021-01-12,28.3538
2021-01-13,28.4693
2021-01-14,28.3974
2021-01-15,28.4933
2021-01-16,28.4933
2021-01-17,28.4933
2021-01-18,28.4933
2021-01-19,28.3865
2021-01-20,28.2971
2021-01-21,28.3713
2021-01-22,28.5151
2021-01-23,28.5151
2021-01-24,28.5151
2021-01-25,28.4802
2021-01-26,28.2034
2021-01-27,28.3277
2021-01-28,28.2339
2021-01-29,28.393
2021-01-30,28.393
2021-01-31,28.393
2021-02-01,28.6459
2021-02-02,28.781
2021-02-03,28.6263
2021-02-04,29.0121
2021-02-05,29.2475
2021-02-06,29.2475
2021-02-07,29.2475
2021-02-08,29.1712
2021-02-09,29.06
2021-02-10,28.8377
2021-02-11,28.9685
2021-02-12,29.0012
2021-02-13,29.0012
2021-02-14,29.0012
2021-02-15,29.0012
2021-02-16,29.1843
2021-02-17,29.5462
2021-02-18,29.7947
2021-02-19,29.8078
2021-02-20,29.8078
2021-02-21,29.8078
2021-02-22,29.605
2021-02-23,30.0301
2021-02-24,29.8928
2021-02-25,29.8666
2021-02-26,29.5353
2021-02-27,29.5353
2021-02-28,29.5353
2021-03-01,29.6552
2021-03-02,29.6203
2021-03-03,29.7227
2021-03-04,29.8753
2021-03-05,30.5162
2021-03-06,30.5162
2021-03-07,30.5162
2021-03-08,30.9195
2021-03-09,30.7451
2021-03-10,30.8541
2021-03-11,30.9413
2021-03-12,31.434
2021-03-13,31.434
2021-03-14,31.434
2021-03-15,31.3272
2021-03-16,31.5212
2021-03-17,31.0743
2021-03-18,31.2095
2021-03-19,31.131
2021-03-20,31.131
2021-03-21,31.131
2021-03-22,30.828
2021-03-23,30.6645
2021-03-24,30.8084
2021-03-25,30.9675
2021-03-26,31.1986
2021-03-27,31.1986
2021-03-28,31.1986
2021-03-29,31.1048
2021-03-30,31.1615
2021-03-31,26.1377
2021-04-01,26.0431
2021-04-02,26.0431
2021-04-03,26.0431
2021-04-04,26.0431
2021-04-05,26.1759
2021-04-06,26.2451
2021-04-07,26.2924
2021-04-08,26.4725
2021-04-09,26.5508
2021-04-10,26.5508
2021-04-11,26.5508
2021-04-12,26.6654
2021-04-13,26.5581
2021-04-14,26.5563
2021-04-15,26.7765
2021-04-16,26.751
2021-04-17,26.751
2021-04-18,26.751
2021-04-19,26.7328
2021-04-20,26.791
2021-04-21,26.7728
2021-04-22,26.6509
2021-04-23,26.589
2021-04-24,26.589
2021-04-25,26.589
2021-04-26,26.4289
2021-04-27,26.3433
2021-04-28,26.2414
2021-04-29,26.3524
2021-04-30,26.4016
2021-05-01,26.4016
2021-05-02,26.4016
2021-05-03,26.5035
2021-05-04,26.4998
2021-05-05,26.3943
2021-05-06,26.5963
2021-05-07,26.5057
2021-05-08,26.5057
2021-05-09,26.5057
2021-05-10,26.7605
2021-05-11,26.6331
2021-05-12,26.1598
2021-05-13,26.4347
2021-05-14,26.4292
2021-05-15,26.4292
2021-05-16,26.4292
2021-05-17,26.249
2021-05-18,26.1107
2021-05-19,25.9432
2021-05-20,25.965
2021-05-21,25.9323
2021-05-22,25.9323
2021-05-23,25.9323
2021-05-24,26.0033
2021-05-25,25.7775
2021-05-26,25.8613
2021-05-27,25.7557
2021-05-28,25.7357
2021-05-29,25.7357
2021-05-30,25.7357
2021-05-31,25.7357
2021-06-01,25.834
2021-06-02,25.9031
2021-06-03,25.9505
2021-06-04,25.8103
2021-06-05,25.8103
2021-06-06,25.8103
2021-06-07,25.8886
2021-06-08,25.9942
2021-06-09,26.1452
2021-06-10,26.28
2021-06-11,26.4693
2021-06-12,26.4693
2021-06-13,26.4693
2021-06-14,26.4165
2021-06-15,26.4565
2021-06-16,26.5803
2021-06-17,26.5275
2021-06-18,25.8922
2021-06-19,25.8922
2021-06-20,25.8922
2021-06-21,26.2836
2021-06-22,25.6483
2021-06-23,25.4936
2021-06-24,25.6283
2021-06-25,26.0105
2021-06-26,26.0105
2021-06-27,26.0105
2021-06-28,25.9723
2021-06-29,25.8558
2021-06-30,17.6418
2021-07-01,17.7346
2021-07-02,17.7065
2021-07-03,17.7065
2021-07-04,17.7065
2021-07-05,17.7065
2021-07-06,17.6223
2021-07-07,17.6357
2021-07-08,17.5467
2021-07-09,17.6284
2021-07-10,17.6284
2021-07-11,17.6284
2021-07-12,17.6894
2021-07-13,17.6211
2021-07-14,17.6089
2021-07-15,17.8102
2021-07-16,17.7882
2021-07-17,17.7882
2021-07-18,17.7882
2021-07-19,17.4552
2021-07-20,17.4869
2021-07-21,17.4308
2021-07-22,17.2148
2021-07-23,17.4064
2021-07-24,17.4064
2021-07-25,17.4064
2021-07-26,17.471
2021-07-27,17.593
2021-07-28,17.5699
2021-07-29,17.5857
2021-07-30,17.4808
2021-07-31,17.4808
2021-08-01,17.4808
2021-08-02,17.5662
2021-08-03,17.7492
2021-08-04,17.7211
2021-08-05,17.7573
2021-08-06,17.6817
2021-08-07,17.6817
2021-08-08,17.6817
2021-08-09,17.5926
2021-08-10,17.5596
2021-08-11,17.6341
2021-08-12,17.5584
2021-08-13,17.6414
2021-08-14,17.6414
2021-08-15,17.6414
2021-08-16,17.6438
2021-08-17,17.595
2021-08-18,17.4096
2021-08-19,17.2802
2021-08-20,17.3168
2021-08-21,17.3168
2021-08-22,17.3168
2021-08-23,17.2632
2021-08-24,17.1985
2021-08-25,17.0923
2021-08-26,16.8996
2021-08-27,16.9545
2021-08-28,16.9545
2021-08-29,16.9545
2021-08-30,16.9618
2021-08-31,16.963
2021-09-01,17.0594
2021-09-02,17.0411
2021-09-03,16.8983
2021-09-04,16.8983
2021-09-05,16.8983
2021-09-06,16.8983
2021-09-07,16.6458
2021-09-08,16.8227
2021-09-09,16.7898
2021-09-10,16.5616
2021-09-11,16.5616
2021-09-12,16.5616
2021-09-13,16.6019
2021-09-14,16.4957
2021-09-15,16.3883
2021-09-16,16.5079
2021-09-17,16.4554
2021-09-18,16.4554
2021-09-19,16.4554
2021-09-20,16.3835
2021-09-21,16.3578
2021-09-22,16.3249
2021-09-23,16.2614
2021-09-24,16.2773
2021-09-25,16.2773
2021-09-26,16.2773
2021-09-27,16.3481
2021-09-28,16.2492
2021-09-29,16.3957
2021-09-30,15.7184
2021-10-01,15.8229
2021-10-02,15.8229
2021-10-03,15.8229
2021-10-04,15.948
2021-10-05,15.9652
2021-10-06,15.9848
2021-10-07,16.0307
2021-10-08,16.0135
2021-10-09,16.0135
2021-10-10,16.0135
2021-10-11,15.9813
2021-10-12,16.0525
2021-10-13,16.1949
2021-10-14,16.2695
2021-10-15,16.0789
2021-10-16,16.0789
2021-10-17,16.0789
2021-10-18,15.9377
2021-10-19,15.9526
2021-10-20,16.0996
2021-10-21,16.0525
2021-10-22,16.0709
2021-10-23,16.0709
2021-10-24,16.0709
2021-10-25,16.1696
2021-10-26,16.1834
2021-10-27,16.0204
2021-10-28,15.9744
2021-10-29,15.8998
2021-10-30,15.8998
2021-10-31,15.8998
2021-11-01,16.0514
2021-11-02,15.9618
2021-11-03,15.948
2021-11-04,15.9078
2021-11-05,15.9675
2021-11-06,15.9675
2021-11-07,15.9675
2021-11-08,15.7437
2021-11-09,15.7701
2021-11-10,15.9469
2021-11-11,15.9193
2021-11-12,15.8149
2021-11-13,15.8149
2021-11-14,15.8149
2021-11-15,15.9974
2021-11-16,15.8504
2021-11-17,15.8011
2021-11-18,15.7311
2021-11-19,15.7712
2021-11-20,15.7712
2021-11-21,15.7712
2021-11-22,15.8902
2021-11-23,15.8925
2021-11-24,15.9086
2021-11-25,15.9086
2021-11-26,15.7547
2021-11-27,15.7547
2021-11-28,15.7547
2021-11-29,15.8087
2021-11-30,15.5664
2021-12-01,15.5423
2021-12-02,15.6652
2021-12-03,15.7834
2021-12-04,15.7834
2021-12-05,15.7834
2021-12-06,16.0268
2021-12-07,15.9293
2021-12-08,15.9993
2021-12-09,15.8902
2021-12-10,15.9453
2021-12-11,15.9453
2021-12-12,15.9453
2021-12-13,15.9327
2021-12-14,15.8477
2021-12-15,15.9964
2021-12-16,15.978
2021-12-17,16.0435
2021-12-18,16.0435
2021-12-19,16.0435
2021-12-20,16.1033
2021-12-21,15.9941
2021-12-22,16.0642
2021-12-23,16.0757
2021-12-24,16.0757
2021-12-25,16.0757
2021-12-26,16.0757
2021-12-27,16.1102
2021-12-28,16.1033
2021-12-29,16.1515
2021-12-30,16.1619
2021-12-31,18.6675
2022-01-01,18.6675
2022-01-02,18.6675
2022-01-03,18.6688
2022-01-04,18.6901
2022-01-05,18.7177
2022-01-06,18.7766
2022-01-07,18.8268
2022-01-08,18.8268
2022-01-09,18.8268
2022-01-10,18.8355
2022-01-11,18.7528
2022-01-12,18.6286
2022-01-13,18.7703
2022-01-14,18.8569
2022-01-15,18.8569
2022-01-16,18.8569
2022-01-17,18.8569
2022-01-18,18.8406
2022-01-19,18.7415
2022-01-20,18.5747
2022-01-21,18.5471
2022-01-22,18.5471
2022-01-23,18.5471
2022-01-24,18.423
2022-01-25,18.5296
2022-01-26,18.4694
2022-01-27,18.6136
2022-01-28,18.7252
2022-01-29,18.7252
2022-01-30,18.7252
2022-01-31,18.7553
2022-02-01,18.8042
2022-02-02,18.5371
2022-02-03,18.6011
2022-02-04,18.4794
2022-02-05,18.4794
2022-02-06,18.4794
2022-02-07,18.4731
2022-02-08,18.4945
2022-02-09,18.5321
2022-02-10,18.492
2022-02-11,18.6588
2022-02-12,18.6588
2022-02-13,18.6588
2022-02-14,18.5835
2022-02-15,18.517
2022-02-16,18.6048
2022-02-17,18.4957
2022-02-18,18.3766
2022-02-19,18.3766
2022-02-20,18.3766
2022-02-21,18.3766
2022-02-22,18.4957
2022-02-23,18.3715
2022-02-24,18.5848
2022-02-25,18.788
2022-02-26,18.788
2022-02-27,18.788
2022-02-28,18.9059
2022-03-01,18.7679
2022-03-02,18.9084
2022-03-03,19.1404
2022-03-04,19.3674
2022-03-05,19.3674
2022-03-06,19.3674
2022-03-07,19.4627
2022-03-08,19.2947
2022-03-09,19.0927
2022-03-10,19.0463
2022-03-11,19.0965
2022-03-12,19.0965
2022-03-13,19.0965
2022-03-14,19.0087
2022-03-15,18.9911
2022-03-16,18.9033
2022-03-17,18.9372
2022-03-18,18.8105
2022-03-19,18.8105
2022-03-20,18.8105
2022-03-21,18.9761
2022-03-22,18.9259
2022-03-23,18.877
2022-03-24,18.9084
2022-03-25,19.168
2022-03-26,19.168
2022-03-27,19.168
2022-03-28,19.2019
2022-03-29,19.3913
2022-03-30,19.4891
2022-03-31,19.4922
2022-04-01,19.6047
2022-04-02,19.6047
2022-04-03,19.6047
2022-04-04,19.5414
2022-04-05,19.6784
2022-04-06,19.8528
2022-04-07,19.8619
2022-04-08,20.0467
2022-04-09,20.0467
2022-04-10,20.0467
2022-04-11,20.0144
2022-04-12,20.0209
2022-04-13,19.8877
2022-04-14,19.9743
2022-04-15,19.9743
2022-04-16,19.9743
2022-04-17,19.9743
2022-04-18,20.1113
2022-04-19,20.3104
2022-04-20,20.3078
2022-04-21,20.2975
2022-04-22,20.1695
2022-04-23,20.1695
2022-04-24,20.1695
2022-04-25,19.9498
2022-04-26,19.9407
2022-04-27,19.8632
2022-04-28,19.8684
2022-04-29,19.6202
2022-04-30,19.6202
2022-05-01,19.6202
2022-05-02,19.6254
2022-05-03,19.5414
2022-05-04,19.827
2022-05-05,19.7197
2022-05-06,19.7753
2022-05-07,19.7753
2022-05-08,19.7753
2022-05-09,20.0522
2022-05-10,19.909
2022-05-11,19.8674
2022-05-12,19.9481
2022-05-13,19.9156
2022-05-14,19.9156
2022-05-15,19.9156
2022-05-16,20.0314
2022-05-17,20.2436
2022-05-18,20.2045
2022-05-19,20.09
2022-05-20,20.0275
2022-05-21,20.0275
2022-05-22,20.0275
2022-05-23,20.047
2022-05-24,20.3621
2022-05-25,20.3946
2022-05-26,20.4128
2022-05-27,20.4805
2022-05-28,20.4805
2022-05-29,20.4805
2022-05-30,20.4805
2022-05-31,20.4102
2022-06-01,20.3451
2022-06-02,20.3972
2022-06-03,20.3204
2022-06-04,20.3204
2022-06-05,20.3204
2022-06-06,20.4076
2022-06-07,20.4584
2022-06-08,20.3321
2022-06-09,20.1095
2022-06-10,20.2358
2022-06-11,20.2358
2022-06-12,20.2358
2022-06-13,19.8062
2022-06-14,19.7164
2022-06-15,19.624
2022-06-16,19.5498
2022-06-17,19.417
2022-06-18,19.417
2022-06-19,19.417
2022-06-20,19.417
2022-06-21,19.5758
2022-06-22,19.581
2022-06-23,19.607
2022-06-24,19.7528
2022-06-25,19.7528
2022-06-26,19.7528
2022-06-27,19.9793
2022-06-28,19.9012
2022-06-29,19.8752
2022-06-30,19.9102
2022-07-01,20.1611
2022-07-02,20.1611
2022-07-03,20.1611
2022-07-04,20.1611
2022-07-05,19.6516
2022-07-06,19.7095
2022-07-07,19.5924
2022-07-08,19.5268
2022-07-09,19.5268
2022-07-10,19.5268
2022-07-11,19.474
2022-07-12,19.3955
2022-07-13,19.3441
2022-07-14,19.3235
2022-07-15,19.4393
2022-07-16,19.4393
2022-07-17,19.4393
2022-07-18,19.3685
2022-07-19,19.4663
2022-07-20,19.3325
2022-07-21,19.2926
2022-07-22,19.3595
2022-07-23,19.3595
2022-07-24,19.3595
2022-07-25,19.5255
2022-07-26,19.5898
2022-07-27,19.6271
2022-07-28,19.914
2022-07-29,20.0221
2022-07-30,20.0221
2022-07-31,20.0221
2022-08-01,20.0067
2022-08-02,19.8793
2022-08-03,19.8227
2022-08-04,19.8215
2022-08-05,19.7113
2022-08-06,19.7113
2022-08-07,19.7113
2022-08-08,19.8551
2022-08-09,20.0262
2022-08-10,20.0158
2022-08-11,19.951
2022-08-12,20.1415
2022-08-13,20.1415
2022-08-14,20.1415
2022-08-15,20.2257
2022-08-16,20.3709
2022-08-17,20.2633
2022-08-18,20.2802
2022-08-19,20.2504
2022-08-20,20.2504
2022-08-21,20.2504
2022-08-22,20.0042
2022-08-23,19.9459
2022-08-24,19.8681
2022-08-25,19.9899
2022-08-26,19.7981
2022-08-27,19.7981
2022-08-28,19.7981
2022-08-29,19.7295
2022-08-30,19.4949
2022-08-31,19.3977
2022-09-01,19.3913
2022-09-02,19.2837
2022-09-03,19.2837
2022-09-04,19.2837
2022-09-05,19.2837
2022-09-06,19.2474
2022-09-07,19.4198
2022-09-08,19.3589
2022-09-09,19.4496
2022-09-10,19.4496
2022-09-11,19.4496
2022-09-12,19.6323
2022-09-13,19.3005
2022-09-14,19.4003
2022-09-15,19.2604
2022-09-16,19.3161
2022-09-17,19.3161
2022-09-18,19.3161
2022-09-19,19.4897
2022-09-20,19.3459
2022-09-21,19.2332
2022-09-22,19.3381
2022-09-23,19.145
2022-09-24,19.145
2022-09-25,19.145
2022-09-26,18.9805
2022-09-27,18.7524
2022-09-28,18.8768
2022-09-29,18.6371
2022-09-30,19.1026
2022-10-01,19.1026
2022-10-02,19.1026
2022-10-03,19.3302
2022-10-04,19.5321
2022-10-05,19.3662
2022-10-06,19.1849
2022-10-07,19.0601
2022-10-08,19.0601
2022-10-09,19.0601
2022-10-10,19.0653
2022-10-11,19.2685
2022-10-12,19.181
2022-10-13,19.4922
2022-10-14,19.2145
2022-10-15,19.2145
2022-10-16,19.2145
2022-10-17,19.4074
2022-10-18,19.5565
2022-10-19,19.5089
2022-10-20,19.4202
2022-10-21,19.4922
2022-10-22,19.4922
2022-10-23,19.4922
2022-10-24,19.5231
2022-10-25,19.6903
2022-10-26,19.8227
2022-10-27,19.9732
2022-10-28,20.0503
2022-10-29,20.0503
2022-10-30,20.0503
2022-10-31,20.0645
2022-11-01,20.1339
2022-11-02,19.9835
2022-11-03,19.8227
2022-11-04,19.8934
2022-11-05,19.8934
2022-11-06,19.8934
2022-11-07,19.7584
2022-11-08,19.8291
2022-11-09,19.8844
2022-11-10,20.2317
2022-11-11,20.1584
2022-11-12,20.1584
2022-11-13,20.1584
2022-11-14,20.031
2022-11-15,20.0902
2022-11-16,19.802
2022-11-17,19.9101
2022-11-18,20.2007
2022-11-19,20.2007
2022-11-20,20.2007
2022-11-21,20.4052
2022-11-22,20.5133
2022-11-23,20.5608
2022-11-24,20.5608
2022-11-25,20.6907
2022-11-26,20.6907
2022-11-27,20.6907
2022-11-28,20.5621
2022-11-29,20.4914
2022-11-30,20.6174
2022-12-01,20.2432
2022-12-02,19.9281
2022-12-03,19.9281
2022-12-04,19.9281
2022-12-05,19.4638
2022-12-06,19.7712
2022-12-07,19.9345
2022-12-08,19.9371
2022-12-09,19.7943
2022-12-10,19.7943
2022-12-11,19.7943
2022-12-12,19.8869
2022-12-13,19.8329
2022-12-14,19.8136
2022-12-15,19.6942
2022-12-16,19.5564
2022-12-17,19.5564
2022-12-18,19.5564
2022-12-19,19.6337
2022-12-20,19.6543
2022-12-21,19.8834
2022-12-22,19.9001
2022-12-23,20.0584
2022-12-24,20.0584
2022-12-25,20.0584
2022-12-26,20.0584
2022-12-27,20.088
2022-12-28,20.0044
2022-12-29,20.1215
2022-12-30,18.3788
2022-12-31,18.3788
2023-01-01,18.3788
2023-01-02,18.3788
2023-01-03,18.4469
2023-01-04,18.6
2023-01-05,18.5183
2023-01-06,18.7475
2023-01-07,18.7475
2023-01-08,18.7475
2023-01-09,18.6987
2023-01-10,18.7384
2023-01-11,18.8281
2023-01-12,18.8292
2023-01-13,18.8621
2023-01-14,18.8621
2023-01-15,18.8621
2023-01-16,18.8621
2023-01-17,18.6942
2023-01-18,18.5524
2023-01-19,18.5263
2023-01-20,18.5081
2023-01-21,18.5081
2023-01-22,18.5081
2023-01-23,18.5535
2023-01-24,18.625
2023-01-25,18.6284
2023-01-26,18.6284
2023-01-27,18.6567
2023-01-28,18.6567
2023-01-29,18.6567
2023-01-30,18.6148
2023-01-31,18.76
2023-02-01,18.9913
2023-02-02,19.0196
2023-02-03,19.1433
2023-02-04,19.1433
2023-02-05,19.1433
2023-02-06,19.1002
2023-02-07,19.0128
2023-02-08,18.812
2023-02-09,18.6996
2023-02-10,18.8233
2023-02-11,18.8233
2023-02-12,18.8233
2023-02-13,18.8596
2023-02-14,18.6872
2023-02-15,18.7348
2023-02-16,18.7144
2023-02-17,18.8403
2023-02-18,18.8403
2023-02-19,18.8403
2023-02-20,18.8403
2023-02-21,18.6985
2023-02-22,18.7473
2023-02-23,18.7257
2023-02-24,18.6951
2023-02-25,18.6951
2023-02-26,18.6951
2023-02-27,18.6486
2023-02-28,18.5544
2023-03-01,18.5601
2023-03-02,18.4761
2023-03-03,18.5068
2023-03-04,18.5068
2023-03-05,18.5068
2023-03-06,18.3695
2023-03-07,18.2866
2023-03-08,18.3195
2023-03-09,18.1947
2023-03-10,18.1096
2023-03-11,18.1096
2023-03-12,18.1096
2023-03-13,18.2696
2023-03-14,18.4693
2023-03-15,18.4568
2023-03-16,18.6293
