,CSX US Equity
2020-10-14,17.588
2020-10-15,17.6876
2020-10-16,17.5239
2020-10-17,17.5239
2020-10-18,17.5239
2020-10-19,17.3354
2020-10-20,17.5275
2020-10-21,17.2767
2020-10-22,17.8068
2020-10-23,17.7286
2020-10-24,17.7286
2020-10-25,17.7286
2020-10-26,17.2983
2020-10-27,17.1596
2020-10-28,16.7755
2020-10-29,17.124
2020-10-30,17.3107
2020-10-31,17.3107
2020-11-01,17.3107
2020-11-02,17.8121
2020-11-03,18.2496
2020-11-04,18.358
2020-11-05,18.7492
2020-11-06,18.5981
2020-11-07,18.5981
2020-11-08,18.5981
2020-11-09,18.9573
2020-11-10,19.5263
2020-11-11,19.2844
2020-11-12,19.2293
2020-11-13,19.384
2020-11-14,19.384
2020-11-15,19.384
2020-11-16,19.8108
2020-11-17,19.7219
2020-11-18,19.5138
2020-11-19,19.5796
2020-11-20,19.5512
2020-11-21,19.5512
2020-11-22,19.5512
2020-11-23,19.6436
2020-11-24,19.7956
2020-11-25,19.6756
2020-11-26,19.6756
2020-11-27,19.5067
2020-11-28,19.5067
2020-11-29,19.5067
2020-11-30,19.2862
2020-12-01,19.3876
2020-12-02,19.3982
2020-12-03,19.3538
2020-12-04,19.6063
2020-12-05,19.6063
2020-12-06,19.6063
2020-12-07,19.6392
2020-12-08,19.544
2020-12-09,19.5849
2020-12-10,19.2773
2020-12-11,19.3538
2020-12-12,19.3538
2020-12-13,19.3538
2020-12-14,19.0853
2020-12-15,19.3164
2020-12-16,19.1173
2020-12-17,19.3751
2020-12-18,19.3947
2020-12-19,19.3947
2020-12-20,19.3947
2020-12-21,19.2222
2020-12-22,19.1973
2020-12-23,19.2186
2020-12-24,19.2862
2020-12-25,19.2862
2020-12-26,19.2862
2020-12-27,19.2862
2020-12-28,19.3911
2020-12-29,19.1582
2020-12-30,19.336
2020-12-31,19.1395
2021-01-01,19.1395
2021-01-02,19.1395
2021-01-03,19.1395
2021-01-04,18.6556
2021-01-05,18.9168
2021-01-06,19.3341
2021-01-07,19.7145
2021-01-08,20.0319
2021-01-09,20.0319
2021-01-10,20.0319
2021-01-11,20.0582
2021-01-12,20.0406
2021-01-13,19.8215
2021-01-14,19.6199
2021-01-15,19.6076
2021-01-16,19.6076
2021-01-17,19.6076
2021-01-18,19.6076
2021-01-19,19.4743
2021-01-20,19.5708
2021-01-21,19.2902
2021-01-22,18.5942
2021-01-23,18.5942
2021-01-24,18.5942
2021-01-25,18.6363
2021-01-26,18.4522
2021-01-27,17.9367
2021-01-28,18.4294
2021-01-29,18.2637
2021-01-30,18.2637
2021-01-31,18.2637
2021-02-01,18.4908
2021-02-02,18.9448
2021-02-03,18.8887
2021-02-04,18.7309
2021-02-05,18.7537
2021-02-06,18.7537
2021-02-07,18.7537
2021-02-08,18.5276
2021-02-09,18.7397
2021-02-10,18.6889
2021-02-11,18.7426
2021-02-12,18.9856
2021-02-13,18.9856
2021-02-14,18.9856
2021-02-15,18.9856
2021-02-16,19.0922
2021-02-17,18.9594
2021-02-18,18.9646
2021-02-19,19.3265
2021-02-20,19.3265
2021-02-21,19.3265
2021-02-22,19.4121
2021-02-23,19.2566
2021-02-24,19.5502
2021-02-25,19.344
2021-02-26,19.2321
2021-02-27,19.2321
2021-02-28,19.2321
2021-03-01,19.4733
2021-03-02,19.3387
2021-03-03,19.1517
2021-03-04,18.657
2021-03-05,19.2461
2021-03-06,19.2461
2021-03-07,19.2461
2021-03-08,19.4034
2021-03-09,19.4401
2021-03-10,19.5887
2021-03-11,19.6289
2021-03-12,19.6341
2021-03-13,19.6341
2021-03-14,19.6341
2021-03-15,19.5695
2021-03-16,19.3003
2021-03-17,19.3352
2021-03-18,19.3999
2021-03-19,19.0957
2021-03-20,19.0957
2021-03-21,19.0957
2021-03-22,19.6219
2021-03-23,19.4716
2021-03-24,19.6901
2021-03-25,19.9296
2021-03-26,20.2328
2021-03-27,20.2328
2021-03-28,20.2328
2021-03-29,20.05
2021-03-30,20.0082
2021-03-31,20.3227
2021-04-01,20.4715
2021-04-02,20.4715
2021-04-03,20.4715
2021-04-04,20.4715
2021-04-05,20.7037
2021-04-06,20.445
2021-04-07,20.4166
2021-04-08,20.3333
2021-04-09,20.6541
2021-04-10,20.6541
2021-04-11,20.6541
2021-04-12,20.7108
2021-04-13,20.5673
2021-04-14,20.6665
2021-04-15,20.7569
2021-04-16,20.7161
2021-04-17,20.7161
2021-04-18,20.7161
2021-04-19,20.7285
2021-04-20,20.6825
2021-04-21,21.3838
2021-04-22,21.23
2021-04-23,21.458
2021-04-24,21.458
2021-04-25,21.458
2021-04-26,21.3184
2021-04-27,21.2477
2021-04-28,21.1734
2021-04-29,21.1186
2021-04-30,21.0409
2021-05-01,21.0409
2021-05-02,21.0409
2021-05-03,21.1522
2021-05-04,21.1999
2021-05-05,21.1204
2021-05-06,21.3608
2021-05-07,21.4615
2021-05-08,21.4615
2021-05-09,21.4615
2021-05-10,21.4668
2021-05-11,21.1805
2021-05-12,20.8447
2021-05-13,21.0373
2021-05-14,21.2105
2021-05-15,21.2105
2021-05-16,21.2105
2021-05-17,20.979
2021-05-18,20.7139
2021-05-19,20.6184
2021-05-20,20.6043
2021-05-21,20.606
2021-05-22,20.606
2021-05-23,20.606
2021-05-24,20.7934
2021-05-25,20.7421
2021-05-26,20.9861
2021-05-27,20.8853
2021-05-28,20.9295
2021-05-29,20.9295
2021-05-30,20.9295
2021-05-31,20.9295
2021-06-01,20.9613
2021-06-02,20.8341
2021-06-03,20.8553
2021-06-04,20.8411
2021-06-05,20.8411
2021-06-06,20.8411
2021-06-07,20.5672
2021-06-08,20.5813
2021-06-09,20.523
2021-06-10,20.3197
2021-06-11,20.4187
2021-06-12,20.4187
2021-06-13,20.4187
2021-06-14,20.4293
2021-06-15,20.6272
2021-06-16,20.4187
2021-06-17,20.2455
2021-06-18,19.9803
2021-06-19,19.9803
2021-06-20,19.9803
2021-06-21,20.1677
2021-06-22,20.074
2021-06-23,19.9644
2021-06-24,20.051
2021-06-25,20.1854
2021-06-26,20.1854
2021-06-27,20.1854
2021-06-28,20.0811
2021-06-29,19.9679
2021-06-30,16.8437
2021-07-01,16.9319
2021-07-02,17.0644
2021-07-03,17.0644
2021-07-04,17.0644
2021-07-05,17.0644
2021-07-06,16.9849
2021-07-07,17.2409
2021-07-08,16.3449
2021-07-09,16.7333
2021-07-10,16.7333
2021-07-11,16.7333
2021-07-12,16.6936
2021-07-13,16.6759
2021-07-14,16.6495
2021-07-15,16.7245
2021-07-16,16.5921
2021-07-17,16.5921
2021-07-18,16.5921
2021-07-19,16.2875
2021-07-20,16.4464
2021-07-21,16.6186
2021-07-22,16.9917
2021-07-23,17.053
2021-07-24,17.053
2021-07-25,17.053
2021-07-26,17.0881
2021-07-27,16.8647
2021-07-28,16.6589
2021-07-29,16.7377
2021-07-30,16.8384
2021-07-31,16.8384
2021-08-01,16.8384
2021-08-02,16.7377
2021-08-03,16.8866
2021-08-04,16.6633
2021-08-05,16.764
2021-08-06,16.8297
2021-08-07,16.8297
2021-08-08,16.8297
2021-08-09,16.8691
2021-08-10,17.1143
2021-08-11,17.5654
2021-08-12,17.6311
2021-08-13,17.5172
2021-08-14,17.5172
2021-08-15,17.5172
2021-08-16,17.5172
2021-08-17,17.4603
2021-08-18,17.4691
2021-08-19,17.3946
2021-08-20,17.4559
2021-08-21,17.4559
2021-08-22,17.4559
2021-08-23,17.5172
2021-08-24,17.2983
2021-08-25,17.3377
2021-08-26,17.2589
2021-08-27,17.3333
2021-08-28,17.3333
2021-08-29,17.3333
2021-08-30,17.18
2021-08-31,16.9304
2021-09-01,16.9348
2021-09-02,16.9523
2021-09-03,16.6983
2021-09-04,16.6983
2021-09-05,16.6983
2021-09-06,16.6983
2021-09-07,16.4837
2021-09-08,16.5625
2021-09-09,16.4136
2021-09-10,16.2385
2021-09-11,16.2385
2021-09-12,16.2385
2021-09-13,16.2166
2021-09-14,16.0414
2021-09-15,16.1947
2021-09-16,16.221
2021-09-17,15.9582
2021-09-18,15.9582
2021-09-19,15.9582
2021-09-20,15.7217
2021-09-21,15.6954
2021-09-22,15.7611
2021-09-23,15.9144
2021-09-24,16.0064
2021-09-25,16.0064
2021-09-26,16.0064
2021-09-27,16.0677
2021-09-28,16.0414
2021-09-29,15.9801
2021-09-30,15.02
2021-10-01,15.2685
2021-10-02,15.2685
2021-10-03,15.2685
2021-10-04,15.3389
2021-10-05,15.72
2021-10-06,16.1797
2021-10-07,16.0306
2021-10-08,16.2501
2021-10-09,16.2501
2021-10-10,16.2501
2021-10-11,16.1632
2021-10-12,16.0099
2021-10-13,16.1963
2021-10-14,16.5484
2021-10-15,16.8507
2021-10-16,16.8507
2021-10-17,16.8507
2021-10-18,16.8797
2021-10-19,16.83
2021-10-20,16.975
2021-10-21,16.968
2021-10-22,17.135
2021-10-23,17.135
2021-10-24,17.135
2021-10-25,17.2614
2021-10-26,17.2451
2021-10-27,17.3143
2021-10-28,17.4692
2021-10-29,17.4407
2021-10-30,17.4407
2021-10-31,17.4407
2021-11-01,17.2451
2021-11-02,17.2451
2021-11-03,17.241
2021-11-04,17.1391
2021-11-05,17.131
2021-11-06,17.131
2021-11-07,17.131
2021-11-08,17.1554
2021-11-09,17.1839
2021-11-10,17.1554
2021-11-11,17.0128
2021-11-12,17.0576
2021-11-13,17.0576
2021-11-14,17.0576
2021-11-15,17.0413
2021-11-16,17.025
2021-11-17,17.1839
2021-11-18,17.457
2021-11-19,17.404
2021-11-20,17.404
2021-11-21,17.404
2021-11-22,17.3918
2021-11-23,17.567
2021-11-24,17.4732
2021-11-25,17.4732
2021-11-26,17.1962
2021-11-27,17.1962
2021-11-28,17.1962
2021-11-29,17.2165
2021-11-30,16.8253
2021-12-01,16.7357
2021-12-02,17.1962
2021-12-03,17.3062
2021-12-04,17.3062
2021-12-05,17.3062
2021-12-06,17.6811
2021-12-07,17.8155
2021-12-08,17.7585
2021-12-09,17.6199
2021-12-10,17.6729
2021-12-11,17.6729
2021-12-12,17.6729
2021-12-13,17.3755
2021-12-14,17.3388
2021-12-15,17.5629
2021-12-16,17.6036
2021-12-17,17.2573
2021-12-18,17.2573
2021-12-19,17.2573
2021-12-20,17.0902
2021-12-21,17.351
2021-12-22,17.404
2021-12-23,17.6933
2021-12-24,17.6933
2021-12-25,17.6933
2021-12-26,17.6933
2021-12-27,17.8563
2021-12-28,17.95
2021-12-29,18.0152
2021-12-30,17.9093
2021-12-31,17.5184
2022-01-01,17.5184
2022-01-02,17.5184
2022-01-03,17.3123
2022-01-04,17.5303
2022-01-05,17.455
2022-01-06,17.5621
2022-01-07,17.4828
2022-01-08,17.4828
2022-01-09,17.4828
2022-01-10,17.0982
2022-01-11,17.003
2022-01-12,17.1378
2022-01-13,17.1775
2022-01-14,17.0585
2022-01-15,17.0585
2022-01-16,17.0585
2022-01-17,17.0585
2022-01-18,16.5867
2022-01-19,16.5867
2022-01-20,16.5827
2022-01-21,16.1307
2022-01-22,16.1307
2022-01-23,16.1307
2022-01-24,16.2338
2022-01-25,15.9801
2022-01-26,15.9523
2022-01-27,15.9166
2022-01-28,16.2616
2022-01-29,16.2616
2022-01-30,16.2616
2022-01-31,16.1783
2022-02-01,16.3765
2022-02-02,16.5708
2022-02-03,16.3329
2022-02-04,16.21
2022-02-05,16.21
2022-02-06,16.21
2022-02-07,15.9523
2022-02-08,16.1347
2022-02-09,16.3845
2022-02-10,16.0871
2022-02-11,15.8413
2022-02-12,15.8413
2022-02-13,15.8413
2022-02-14,16.0593
2022-02-15,16.3091
2022-02-16,16.4003
2022-02-17,16.3729
2022-02-18,16.2004
2022-02-19,16.2004
2022-02-20,16.2004
2022-02-21,16.2004
2022-02-22,16.0357
2022-02-23,15.7063
2022-02-24,15.7847
2022-02-25,16.0631
2022-02-26,16.0631
2022-02-27,16.0631
2022-02-28,15.9063
2022-03-01,15.6828
2022-03-02,16.1808
2022-03-03,16.4474
2022-03-04,17.2865
2022-03-05,17.2865
2022-03-06,17.2865
2022-03-07,17.1218
2022-03-08,16.3298
2022-03-09,16.1808
2022-03-10,16.2906
2022-03-11,16.2121
2022-03-12,16.2121
2022-03-13,16.2121
2022-03-14,16.0318
2022-03-15,16.0827
2022-03-16,16.5729
2022-03-17,16.8434
2022-03-18,16.8473
2022-03-19,16.8473
2022-03-20,16.8473
2022-03-21,17.063
2022-03-22,16.9342
2022-03-23,16.7824
2022-03-24,16.8953
2022-03-25,16.9888
2022-03-26,16.9888
2022-03-27,16.9888
2022-03-28,17.2263
2022-03-29,17.2848
2022-03-30,17.3315
2022-03-31,16.689
2022-04-01,15.9571
2022-04-02,15.9571
2022-04-03,15.9571
2022-04-04,15.9948
2022-04-05,15.8666
2022-04-06,15.6402
2022-04-07,15.6666
2022-04-08,15.512
2022-04-09,15.512
2022-04-10,15.512
2022-04-11,15.478
2022-04-12,15.5422
2022-04-13,15.7232
2022-04-14,15.7874
2022-04-15,15.7874
2022-04-16,15.7874
2022-04-17,15.7874
2022-04-18,15.6704
2022-04-19,15.8741
2022-04-20,15.8779
2022-04-21,16.228
2022-04-22,15.5578
2022-04-23,15.5578
2022-04-24,15.5578
2022-04-25,15.603
2022-04-26,15.4035
2022-04-27,15.5428
2022-04-28,15.8176
2022-04-29,15.4901
2022-04-30,15.4901
2022-05-01,15.4901
2022-05-02,15.4712
2022-05-03,15.5616
2022-05-04,15.9268
2022-05-05,15.6068
2022-05-06,15.6557
2022-05-07,15.6557
2022-05-08,15.6557
2022-05-09,15.219
2022-05-10,14.9027
2022-05-11,15.0496
2022-05-12,14.9856
2022-05-13,15.1474
2022-05-14,15.1474
2022-05-15,15.1474
2022-05-16,15.0834
2022-05-17,15.2717
2022-05-18,14.7295
2022-05-19,14.21
2022-05-20,14.21
2022-05-21,14.21
2022-05-22,14.21
2022-05-23,14.3192
2022-05-24,14.1987
2022-05-25,14.289
2022-05-26,14.4509
2022-05-27,14.6279
2022-05-28,14.6279
2022-05-29,14.6279
2022-05-30,14.6279
2022-05-31,14.53
2022-06-01,14.6091
2022-06-02,14.8312
2022-06-03,14.6505
2022-06-04,14.6505
2022-06-05,14.6505
2022-06-06,14.6618
2022-06-07,14.8199
2022-06-08,14.5375
2022-06-09,14.2966
2022-06-10,13.969
2022-06-11,13.969
2022-06-12,13.969
2022-06-13,13.6528
2022-06-14,13.6076
2022-06-15,13.6377
2022-06-16,13.4984
2022-06-17,13.4532
2022-06-18,13.4532
2022-06-19,13.4532
2022-06-20,13.4532
2022-06-21,13.4758
2022-06-22,13.4156
2022-06-23,13.3704
2022-06-24,13.6942
2022-06-25,13.6942
2022-06-26,13.6942
2022-06-27,13.6001
2022-06-28,13.5323
2022-06-29,13.5248
2022-06-30,13.6625
2022-07-01,13.7677
2022-07-02,13.7677
2022-07-03,13.7677
2022-07-04,13.7677
2022-07-05,13.4559
2022-07-06,13.5986
2022-07-07,13.7301
2022-07-08,13.6362
2022-07-09,13.6362
2022-07-10,13.6362
2022-07-11,13.5836
2022-07-12,13.4221
2022-07-13,13.3507
2022-07-14,13.3319
2022-07-15,13.5874
2022-07-16,13.5874
2022-07-17,13.5874
2022-07-18,13.5761
2022-07-19,13.9105
2022-07-20,13.9142
2022-07-21,14.2108
2022-07-22,14.1738
2022-07-23,14.1738
2022-07-24,14.1738
2022-07-25,14.344
2022-07-26,14.2737
2022-07-27,14.5216
2022-07-28,14.4772
2022-07-29,14.7066
2022-07-30,14.7066
2022-07-31,14.7066
2022-08-01,14.8065
2022-08-02,14.64
2022-08-03,14.7695
2022-08-04,14.8916
2022-08-05,14.9952
2022-08-06,14.9952
2022-08-07,14.9952
2022-08-08,14.8879
2022-08-09,14.8324
2022-08-10,15.3468
2022-08-11,15.3838
2022-08-12,15.4541
2022-08-13,15.4541
2022-08-14,15.4541
2022-08-15,15.3764
2022-08-16,15.4874
2022-08-17,15.5022
2022-08-18,15.4541
2022-08-19,15.2617
2022-08-20,15.2617
2022-08-21,15.2617
2022-08-22,15.1618
2022-08-23,15.1877
2022-08-24,15.184
2022-08-25,15.3172
2022-08-26,14.8176
2022-08-27,14.8176
2022-08-28,14.8176
2022-08-29,14.8509
2022-08-30,14.4624
2022-08-31,14.455
2022-09-01,14.4402
2022-09-02,14.3033
2022-09-03,14.3033
2022-09-04,14.3033
2022-09-05,14.3033
2022-09-06,14.3958
2022-09-07,14.5438
2022-09-08,14.6622
2022-09-09,14.8176
2022-09-10,14.8176
2022-09-11,14.8176
2022-09-12,14.8953
2022-09-13,14.4217
2022-09-14,14.2996
2022-09-15,13.9074
2022-09-16,13.6558
2022-09-17,13.6558
2022-09-18,13.6558
2022-09-19,13.8001
2022-09-20,13.6484
2022-09-21,13.5263
2022-09-22,13.3154
2022-09-23,12.9861
2022-09-24,12.9861
2022-09-25,12.9861
2022-09-26,12.8936
2022-09-27,12.8159
2022-09-28,12.9676
2022-09-29,12.8048
2022-09-30,12.3423
2022-10-01,12.3423
2022-10-02,12.3423
2022-10-03,12.6239
2022-10-04,12.8767
2022-10-05,12.7684
2022-10-06,12.6023
2022-10-07,12.3892
2022-10-08,12.3892
2022-10-09,12.3892
2022-10-10,12.3242
2022-10-11,12.2953
2022-10-12,12.3459
2022-10-13,12.6528
2022-10-14,12.5842
2022-10-15,12.5842
2022-10-16,12.5842
2022-10-17,12.8875
2022-10-18,12.9814
2022-10-19,12.8045
2022-10-20,12.5011
2022-10-21,12.4869
2022-10-22,12.4869
2022-10-23,12.4869
2022-10-24,12.7067
2022-10-25,12.9194
2022-10-26,12.923
2022-10-27,12.9372
2022-10-28,13.0825
2022-10-29,13.0825
2022-10-30,13.0825
2022-10-31,13.0258
2022-11-01,13.0293
2022-11-02,12.8379
2022-11-03,13.0045
2022-11-04,13.2279
2022-11-05,13.2279
2022-11-06,13.2279
2022-11-07,13.3449
2022-11-08,13.352
2022-11-09,13.157
2022-11-10,13.7916
2022-11-11,14.0469
2022-11-12,14.0469
2022-11-13,14.0469
2022-11-14,13.9972
2022-11-15,13.8235
2022-11-16,13.7987
2022-11-17,13.6959
2022-11-18,13.6711
2022-11-19,13.6711
2022-11-20,13.6711
2022-11-21,13.8164
2022-11-22,14.0398
2022-11-23,14.093
2022-11-24,14.093
2022-11-25,14.0752
2022-11-26,14.0752
2022-11-27,14.0752
2022-11-28,13.9618
2022-11-29,14.1284
2022-11-30,14.3128
2022-12-01,14.3092
2022-12-02,14.0859
2022-12-03,14.0859
2022-12-04,14.0859
2022-12-05,13.8377
2022-12-06,13.7703
2022-12-07,13.6817
2022-12-08,13.898
2022-12-09,13.8625
2022-12-10,13.8625
2022-12-11,13.8625
2022-12-12,14.1461
2022-12-13,14.3305
2022-12-14,14.3057
2022-12-15,13.9866
2022-12-16,13.9441
2022-12-17,13.9441
2022-12-18,13.9441
2022-12-19,13.7774
2022-12-20,13.6179
2022-12-21,13.7916
2022-12-22,13.703
2022-12-23,13.8022
2022-12-24,13.8022
2022-12-25,13.8022
2022-12-26,13.8022
2022-12-27,13.7987
2022-12-28,13.6569
2022-12-29,13.7987
2022-12-30,13.558
2022-12-31,13.558
2023-01-01,13.558
2023-01-02,13.558
2023-01-03,13.5231
2023-01-04,13.6627
2023-01-05,13.5335
2023-01-06,13.9838
2023-01-07,13.9838
2023-01-08,13.9838
2023-01-09,13.9629
2023-01-10,14.0536
2023-01-11,14.0711
2023-01-12,14.0851
2023-01-13,14.0606
2023-01-14,14.0606
2023-01-15,14.0606
2023-01-16,14.0606
2023-01-17,14.1234
2023-01-18,13.9943
2023-01-19,13.7569
2023-01-20,13.9175
2023-01-21,13.9175
2023-01-22,13.9175
2023-01-23,13.9315
2023-01-24,13.8651
2023-01-25,13.5824
2023-01-26,13.2682
2023-01-27,13.2438
2023-01-28,13.2438
2023-01-29,13.2438
2023-01-30,13.174
2023-01-31,13.537
2023-02-01,13.7709
2023-02-02,14.1374
2023-02-03,14.0083
2023-02-04,14.0083
2023-02-05,14.0083
2023-02-06,13.9315
2023-02-07,14.0152
2023-02-08,13.8966
2023-02-09,13.6103
2023-02-10,13.7639
2023-02-11,13.7639
2023-02-12,13.7639
2023-02-13,13.7849
2023-02-14,13.7185
2023-02-15,13.5895
2023-02-16,13.3978
2023-02-17,13.432
2023-02-18,13.432
2023-02-19,13.432
2023-02-20,13.432
2023-02-21,13.2197
2023-02-22,13.0142
2023-02-23,13.2402
2023-02-24,13.2745
2023-02-25,13.2745
2023-02-26,13.2745
2023-02-27,13.2813
2023-02-28,13.1854
2023-03-01,13.3121
2023-03-02,13.456
2023-03-03,13.4114
2023-03-04,13.4114
2023-03-05,13.4114
2023-03-06,13.2026
2023-03-07,12.9115
2023-03-08,13.1101
2023-03-09,12.9354
2023-03-10,12.843
2023-03-11,12.843
2023-03-12,12.843
2023-03-13,12.6957
2023-03-14,12.7642
2023-03-15,12.6683
2023-03-16,12.7882
2023-03-17,12.6444
2023-03-18,12.6444
