,XEL US Equity
2023-03-21,25.5091
2023-03-22,25.2033
2023-03-23,25.0131
2023-03-24,25.5204
2023-03-25,25.5204
2023-03-26,25.5204
2023-03-27,25.4615
2023-03-28,25.4864
2023-03-29,25.7446
2023-03-30,25.8284
2023-03-31,25.2949
2023-04-01,25.2949
2023-04-02,25.2949
2023-04-03,25.3126
2023-04-04,25.5179
2023-04-05,26.1072
2023-04-06,26.1403
2023-04-07,26.1403
2023-04-08,26.1403
2023-04-09,26.1403
2023-04-10,26.0278
2023-04-11,26.0896
2023-04-12,26.1003
2023-04-13,26.1003
2023-04-14,25.9015
2023-04-15,25.9015
2023-04-16,25.9015
2023-04-17,25.9412
2023-04-18,25.8175
2023-04-19,26.0009
2023-04-20,26.023
2023-04-21,25.9677
2023-04-22,25.9677
2023-04-23,25.9677
2023-04-24,26.0981
2023-04-25,26.1312
2023-04-26,25.7999
2023-04-27,25.9318
2023-04-28,25.8544
2023-04-29,25.8544
2023-04-30,25.8544
2023-05-01,25.9119
2023-05-02,25.6755
2023-05-03,25.5429
2023-05-04,25.6777
2023-05-05,25.7793
2023-05-06,25.7793
2023-05-07,25.7793
2023-05-08,25.7241
2023-05-09,25.6777
2023-05-10,25.7197
2023-05-11,25.5694
2023-05-12,25.6291
2023-05-13,25.6291
2023-05-14,25.6291
2023-05-15,25.4126
2023-05-16,25.1209
2023-05-17,24.9994
2023-05-18,24.9619
2023-05-19,24.9751
2023-05-20,24.9751
2023-05-21,24.9751
2023-05-22,24.9641
2023-05-23,24.9
2023-05-24,24.7984
2023-05-25,24.6128
2023-05-26,24.6194
2023-05-27,24.6194
2023-05-28,24.6194
2023-05-29,24.6194
2023-05-30,24.5818
2023-05-31,24.8337
2023-06-01,24.4493
2023-06-02,24.3587
2023-06-03,24.3587
2023-06-04,24.3587
2023-06-05,24.5377
2023-06-06,24.4515
2023-06-07,24.6172
2023-06-08,24.5796
2023-06-09,24.4272
2023-06-10,24.4272
2023-06-11,24.4272
2023-06-12,24.4537
2023-06-13,24.3565
2023-06-14,24.2151
2023-06-15,24.6194
2023-06-16,24.531
2023-06-17,24.531
2023-06-18,24.531
2023-06-19,24.531
2023-06-20,24.3432
2023-06-21,24.2858
2023-06-22,24.2747
2023-06-23,24.1289
2023-06-24,24.1289
2023-06-25,24.1289
2023-06-26,24.2968
2023-06-27,24.204
2023-06-28,23.9389
2023-06-29,23.95
2023-06-30,24.8945
2023-07-01,24.8945
2023-07-02,24.8945
2023-07-03,25.0772
2023-07-04,25.0772
2023-07-05,25.2599
2023-07-06,25.2532
2023-07-07,25.066
2023-07-08,25.066
2023-07-09,25.066
2023-07-10,25.0028
2023-07-11,25.1088
2023-07-12,25.2599
2023-07-13,25.3817
2023-07-14,25.3682
2023-07-15,25.3682
2023-07-16,25.3682
2023-07-17,25.1291
2023-07-18,25.0817
2023-07-19,25.1697
2023-07-20,25.4336
2023-07-21,25.5802
2023-07-22,25.5802
2023-07-23,25.5802
2023-07-24,25.5509
2023-07-25,25.5238
2023-07-26,25.5441
2023-07-27,25.0827
2023-07-28,25.0873
2023-07-29,25.0873
2023-07-30,25.0873
2023-07-31,25.0511
2023-08-01,25.0782
2023-08-02,25.085
2023-08-03,24.7324
2023-08-04,24.5222
2023-08-05,24.5222
2023-08-06,24.5222
2023-08-07,24.3798
2023-08-08,24.3526
2023-08-09,24.3639
2023-08-10,24.321
2023-08-11,24.3662
2023-08-12,24.3662
2023-08-13,24.3662
2023-08-14,24.2622
2023-08-15,24.0091
2023-08-16,24.0791
2023-08-17,24.0204
2023-08-18,24.0249
2023-08-19,24.0249
2023-08-20,24.0249
2023-08-21,23.9729
2023-08-22,23.9706
2023-08-23,23.8734
2023-08-24,23.7581
2023-08-25,23.887
2023-08-26,23.887
2023-08-27,23.887
2023-08-28,23.948
2023-08-29,23.9706
2023-08-30,23.9096
2023-08-31,23.7853
2023-09-01,23.6451
2023-09-02,23.6451
2023-09-03,23.6451
2023-09-04,23.6451
2023-09-05,23.4372
2023-09-06,23.6067
2023-09-07,23.6655
2023-09-08,23.7717
2023-09-09,23.7717
2023-09-10,23.7717
2023-09-11,23.8531
2023-09-12,23.8034
2023-09-13,24.0113
2023-09-14,24.1356
2023-09-15,23.9751
2023-09-16,23.9751
2023-09-17,23.9751
2023-09-18,23.9797
2023-09-19,24.0995
2023-09-20,24.425
2023-09-21,24.2939
2023-09-22,24.373
2023-09-23,24.373
2023-09-24,24.373
2023-09-25,24.3187
2023-09-26,23.9186
2023-09-27,23.8034
2023-09-28,23.7265
2023-09-29,23.8942
2023-09-30,23.8942
2023-10-01,23.8942
2023-10-02,23.3973
2023-10-03,23.5811
2023-10-04,23.7603
2023-10-05,23.7263
2023-10-06,23.9237
2023-10-07,23.9237
2023-10-08,23.9237
2023-10-09,23.9917
2023-10-10,24.0847
2023-10-11,24.2549
2023-10-12,24.1052
2023-10-13,24.2662
2023-10-14,24.2662
2023-10-15,24.2662
2023-10-16,24.425
2023-10-17,24.4137
2023-10-18,24.3729
2023-10-19,24.3093
2023-10-20,24.0938
2023-10-21,24.0938
2023-10-22,24.0938
2023-10-23,24.0825
2023-10-24,24.3161
2023-10-25,24.4046
2023-10-26,24.4727
2023-10-27,24.1483
2023-10-28,24.1483
2023-10-29,24.1483
2023-10-30,24.2459
2023-10-31,24.3662
2023-11-01,24.6544
2023-11-02,24.7748
2023-11-03,24.7657
2023-11-04,24.7657
2023-11-05,24.7657
2023-11-06,24.659
2023-11-07,24.4933
2023-11-08,24.323
2023-11-09,24.2368
2023-11-10,24.3503
2023-11-11,24.3503
2023-11-12,24.3503
2023-11-13,24.1392
2023-11-14,24.6
2023-11-15,24.5523
2023-11-16,24.6908
2023-11-17,24.659
2023-11-18,24.659
2023-11-19,24.659
2023-11-20,24.5455
2023-11-21,24.5364
2023-11-22,24.6295
2023-11-23,24.6295
2023-11-24,24.6499
2023-11-25,24.6499
2023-11-26,24.6499
2023-11-27,24.634
2023-11-28,24.7521
2023-11-29,24.5319
2023-11-30,24.7225
2023-12-01,24.8565
2023-12-02,24.8565
2023-12-03,24.8565
2023-12-04,24.8655
2023-12-05,24.7657
2023-12-06,24.979
2023-12-07,24.8837
2023-12-08,24.7384
2023-12-09,24.7384
2023-12-10,24.7384
2023-12-11,24.8837
2023-12-12,24.7952
2023-12-13,25.2878
2023-12-14,25.1152
2023-12-15,24.8905
2023-12-16,24.8905
2023-12-17,24.8905
2023-12-18,25.0653
2023-12-19,25.0131
2023-12-20,24.8292
2023-12-21,24.8792
2023-12-22,24.9995
2023-12-23,24.9995
2023-12-24,24.9995
2023-12-25,24.9995
2023-12-26,25.0426
2023-12-27,24.8814
2023-12-28,24.9609
2023-12-29,24.8077
2023-12-30,24.8077
2023-12-31,24.8077
2024-01-01,24.8077
2024-01-02,25.1547
2024-01-03,25.1792
2024-01-04,25.2125
2024-01-05,25.2125
2024-01-06,25.2125
2024-01-07,25.2125
2024-01-08,25.1792
2024-01-09,25.1102
2024-01-10,24.9879
2024-01-11,24.6053
2024-01-12,24.6743
2024-01-13,24.6743
2024-01-14,24.6743
2024-01-15,24.6743
2024-01-16,24.5853
2024-01-17,24.4029
2024-01-18,24.3051
2024-01-19,24.2672
2024-01-20,24.2672
2024-01-21,24.2672
2024-01-22,24.1449
2024-01-23,24.2027
2024-01-24,23.987
2024-01-25,24.136
2024-01-26,24.2472
2024-01-27,24.2472
2024-01-28,24.2472
2024-01-29,24.3073
2024-01-30,24.3295
2024-01-31,24.354
2024-02-01,24.6365
2024-02-02,24.3429
2024-02-03,24.3429
2024-02-04,24.3429
2024-02-05,24.0537
2024-02-06,24.0359
2024-02-07,24.0204
2024-02-08,23.9381
2024-02-09,23.9759
2024-02-10,23.9759
2024-02-11,23.9759
2024-02-12,24.1538
2024-02-13,24.0003
2024-02-14,24.0893
2024-02-15,24.1627
2024-02-16,24.1761
2024-02-17,24.1761
2024-02-18,24.1761
2024-02-19,24.1761
2024-02-20,24.2027
2024-02-21,24.4211
2024-02-22,24.3137
2024-02-23,24.3137
2024-02-24,24.3137
2024-02-25,24.3137
2024-02-26,24.0273
2024-02-27,24.0788
2024-02-28,23.9423
2024-02-29,22.828
2024-03-01,22.1298
2024-03-02,22.1298
2024-03-03,22.1298
2024-03-04,22.4632
2024-03-05,21.924
2024-03-06,21.877
2024-03-07,22.235
2024-03-08,22.4543
2024-03-09,22.4543
2024-03-10,22.4543
2024-03-11,22.8772
2024-03-12,22.6512
2024-03-13,22.5617
2024-03-14,22.6467
2024-03-15,22.6713
2024-03-16,22.6713
2024-03-17,22.6713
2024-03-18,22.6825
2024-03-19,22.7698
2024-03-20,22.8033
2024-03-21,22.7407
2024-03-22,22.734
2024-03-23,22.734
2024-03-24,22.734
2024-03-25,22.781
2024-03-26,22.6288
2024-03-27,22.9824
2024-03-28,23.0651
2024-03-29,23.0651
2024-03-30,23.0651
2024-03-31,23.0651
2024-04-01,22.96
2024-04-02,23.139
2024-04-03,23.1412
2024-04-04,23.0696
2024-04-05,23.0159
2024-04-06,23.0159
2024-04-07,23.0159
2024-04-08,23.139
