,KO US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,26.9922
2020-01-02,26.8393
2020-01-03,26.7119
2020-01-04,26.7119
2020-01-05,26.7119
2020-01-06,26.7034
2020-01-07,26.525
2020-01-08,26.5674
2020-01-09,26.988
2020-01-10,27.0687
2020-01-11,27.0687
2020-01-12,27.0687
2020-01-13,27.3236
2020-01-14,27.2683
2020-01-15,27.5657
2020-01-16,27.6167
2020-01-17,27.6677
2020-01-18,27.6677
2020-01-19,27.6677
2020-01-20,27.6677
2020-01-21,27.7654
2020-01-22,27.9523
2020-01-23,28.0457
2020-01-24,27.982
2020-01-25,27.982
2020-01-26,27.982
2020-01-27,27.897
2020-01-28,27.6974
2020-01-29,27.6974
2020-01-30,28.4833
2020-01-31,28.2879
2020-02-01,28.2879
2020-02-02,28.2879
2020-02-03,28.3643
2020-02-04,28.4748
2020-02-05,28.479
2020-02-06,28.5385
2020-02-07,28.6234
2020-02-08,28.6234
2020-02-09,28.6234
2020-02-10,28.8613
2020-02-11,28.7934
2020-02-12,28.7169
2020-02-13,28.8019
2020-02-14,28.9463
2020-02-15,28.9463
2020-02-16,28.9463
2020-02-17,28.9463
2020-02-18,28.7679
2020-02-19,28.8698
2020-02-20,28.8486
2020-02-21,29.0228
2020-02-22,29.0228
2020-02-23,29.0228
2020-02-24,28.4277
2020-02-25,28.0746
2020-02-26,27.9811
2020-02-27,26.8453
2020-02-28,26.2328
2020-02-29,26.2328
2020-03-01,26.2328
2020-03-02,27.2664
2020-03-03,27.326
2020-03-04,28.5425
2020-03-05,27.6328
2020-03-06,27.0028
2020-03-07,27.0028
2020-03-08,27.0028
2020-03-09,25.5555
2020-03-10,26.3217
2020-03-11,25.7045
2020-03-12,23.5548
2020-03-13,24.1125
2020-03-14,24.1125
2020-03-15,24.1125
2020-03-16,22.746
2020-03-17,23.5633
2020-03-18,22.5715
2020-03-19,21.2859
2020-03-20,19.7833
2020-03-21,19.7833
2020-03-22,19.7833
2020-03-23,19.4683
2020-03-24,20.2728
2020-03-25,21.1923
2020-03-26,22.3331
2020-03-27,21.7529
2020-03-28,21.7529
2020-03-29,21.7529
2020-03-30,22.6903
2020-03-31,22.3693
2020-04-01,21.4576
2020-04-02,22.2409
2020-04-03,22.1895
2020-04-04,22.1895
2020-04-05,22.1895
2020-04-06,23.405
2020-04-07,23.3366
2020-04-08,23.8973
2020-04-09,24.4023
2020-04-10,24.4023
2020-04-11,24.4023
2020-04-12,24.4023
2020-04-13,23.5163
2020-04-14,24.3681
2020-04-15,23.8074
2020-04-16,23.5891
2020-04-17,24.0
2020-04-18,24.0
2020-04-19,24.0
2020-04-20,23.3451
2020-04-21,22.8529
2020-04-22,22.9813
2020-04-23,22.7202
2020-04-24,22.8811
2020-04-25,22.8811
2020-04-26,22.8811
2020-04-27,23.4591
2020-04-28,23.442
2020-04-29,23.6047
2020-04-30,23.078
2020-05-01,22.9538
2020-05-02,22.9538
2020-05-03,22.9538
2020-05-04,22.7569
2020-05-05,22.8682
2020-05-06,22.5899
2020-05-07,22.5257
2020-05-08,23.1722
2020-05-09,23.1722
2020-05-10,23.1722
2020-05-11,22.9282
2020-05-12,22.6199
2020-05-13,22.2431
2020-05-14,22.1403
2020-05-15,21.9519
2020-05-16,21.9519
2020-05-17,21.9519
2020-05-18,22.6841
2020-05-19,22.5
2020-05-20,23.078
2020-05-21,22.7697
2020-05-22,22.7098
2020-05-23,22.7098
2020-05-24,22.7098
2020-05-25,22.7098
2020-05-26,23.1636
2020-05-27,23.4377
2020-05-28,23.5918
2020-05-29,23.4163
2020-05-30,23.4163
2020-05-31,23.4163
2020-06-01,23.549
2020-06-02,23.5105
2020-06-03,23.9386
2020-06-04,23.9472
2020-06-05,24.4481
2020-06-06,24.4481
2020-06-07,24.4481
2020-06-08,24.7735
2020-06-09,24.4096
2020-06-10,24.2469
2020-06-11,22.9282
2020-06-12,22.9538
2020-06-13,22.9538
2020-06-14,22.9538
2020-06-15,23.2536
2020-06-16,23.4548
2020-06-17,23.3734
2020-06-18,23.549
2020-06-19,23.1337
2020-06-20,23.1337
2020-06-21,23.1337
2020-06-22,23.0138
2020-06-23,22.971
2020-06-24,22.5471
2020-06-25,22.667
2020-06-26,24.5291
2020-06-27,24.5291
2020-06-28,24.5291
2020-06-29,24.9051
2020-06-30,25.0574
2020-07-01,25.124
2020-07-02,25.1526
2020-07-03,25.1526
2020-07-04,25.1526
2020-07-05,25.1526
2020-07-06,25.3191
2020-07-07,25.3096
2020-07-08,25.243
2020-07-09,24.6909
2020-07-10,25.2811
2020-07-11,25.2811
2020-07-12,25.2811
2020-07-13,25.3287
2020-07-14,25.6237
2020-07-15,25.876
2020-07-16,25.757
2020-07-17,26.0759
2020-07-18,26.0759
2020-07-19,26.0759
2020-07-20,25.7427
2020-07-21,26.2567
2020-07-22,26.8689
2020-07-23,26.7737
2020-07-24,26.8737
2020-07-25,26.8737
2020-07-26,26.8737
2020-07-27,26.8689
2020-07-28,26.7261
2020-07-29,26.6499
2020-07-30,26.4929
2020-07-31,26.2786
2020-08-01,26.2786
2020-08-02,26.2786
2020-08-03,25.8312
2020-08-04,26.0168
2020-08-05,26.2691
2020-08-06,26.3929
2020-08-07,26.5452
2020-08-08,26.5452
2020-08-09,26.5452
2020-08-10,26.5071
2020-08-11,26.6071
2020-08-12,26.8451
2020-08-13,26.8213
2020-08-14,26.8546
2020-08-15,26.8546
2020-08-16,26.8546
2020-08-17,26.7404
2020-08-18,26.8403
2020-08-19,26.3405
2020-08-20,26.331
2020-08-21,26.2977
2020-08-22,26.2977
2020-08-23,26.2977
2020-08-24,26.6261
2020-08-25,26.5976
2020-08-26,26.7166
2020-08-27,26.7499
2020-08-28,27.5115
2020-08-29,27.5115
2020-08-30,27.5115
2020-08-31,27.3687
2020-09-01,27.1735
2020-09-02,28.1589
2020-09-03,27.8209
2020-09-04,28.0875
2020-09-05,28.0875
2020-09-06,28.0875
2020-09-07,28.0875
2020-09-08,27.502
2020-09-09,27.6829
2020-09-10,27.5924
2020-09-11,28.097
2020-09-12,28.097
2020-09-13,28.097
2020-09-14,27.9304
2020-09-15,28.0922
2020-09-16,27.9685
2020-09-17,27.8542
2020-09-18,27.8066
2020-09-19,27.8066
2020-09-20,27.8066
2020-09-21,27.1593
2020-09-22,27.4306
2020-09-23,26.7404
2020-09-24,26.9736
2020-09-25,27.5101
2020-09-26,27.5101
2020-09-27,27.5101
2020-09-28,27.7828
2020-09-29,27.6075
2020-09-30,27.8266
2020-10-01,27.7341
2020-10-02,27.8217
2020-10-03,27.8217
2020-10-04,27.8217
2020-10-05,27.8314
2020-10-06,27.6172
2020-10-07,27.9191
2020-10-08,28.3572
2020-10-09,28.5276
2020-10-10,28.5276
2020-10-11,28.5276
2020-10-12,28.6639
2020-10-13,28.2404
2020-10-14,28.1917
2020-10-15,28.1284
2020-10-16,28.1479
2020-10-17,28.1479
2020-10-18,28.1479
2020-10-19,27.9483
2020-10-20,28.255
2020-10-21,28.1284
2020-10-22,28.4758
2020-10-23,28.3979
2020-10-24,28.3979
2020-10-25,28.3979
2020-10-26,28.0472
2020-10-27,28.0959
2020-10-28,27.151
2020-10-29,27.1802
2020-10-30,27.1997
2020-10-31,27.1997
2020-11-01,27.1997
2020-11-02,27.4724
2020-11-03,27.828
2020-11-04,27.7403
2020-11-05,27.8718
2020-11-06,27.8767
2020-11-07,27.8767
2020-11-08,27.8767
2020-11-09,29.3964
2020-11-10,30.0831
2020-11-11,29.8883
2020-11-12,29.6107
2020-11-13,29.825
2020-11-14,29.825
2020-11-15,29.825
2020-11-16,30.0198
2020-11-17,29.937
2020-11-18,29.4158
2020-11-19,29.6691
2020-11-20,29.4451
2020-11-21,29.4451
2020-11-22,29.4451
2020-11-23,29.4499
2020-11-24,29.713
2020-11-25,29.5717
2020-11-26,29.5717
2020-11-27,29.4597
2020-11-28,29.4597
2020-11-29,29.4597
2020-11-30,28.9239
2020-12-01,29.1382
2020-12-02,29.1723
2020-12-03,29.4987
2020-12-04,30.0198
2020-12-05,30.0198
2020-12-06,30.0198
2020-12-07,29.6009
2020-12-08,29.6935
2020-12-09,29.7665
2020-12-10,29.6302
2020-12-11,29.7763
2020-12-12,29.7763
2020-12-13,29.7763
2020-12-14,29.7373
2020-12-15,30.0149
2020-12-16,29.635
2020-12-17,29.7373
2020-12-18,29.9662
2020-12-19,29.9662
2020-12-20,29.9662
2020-12-21,29.5133
2020-12-22,29.4889
2020-12-23,29.6448
2020-12-24,29.8201
2020-12-25,29.8201
2020-12-26,29.8201
2020-12-27,29.8201
2020-12-28,30.1708
2020-12-29,30.1562
2020-12-30,30.3072
2020-12-31,30.1386
2021-01-01,30.1386
2021-01-02,30.1386
2021-01-03,30.1386
2021-01-04,29.1451
2021-01-05,28.8681
2021-01-06,28.0752
2021-01-07,27.8077
2021-01-08,28.3427
2021-01-09,28.3427
2021-01-10,28.3427
2021-01-11,27.9223
2021-01-12,27.8793
2021-01-13,27.9032
2021-01-14,27.459
2021-01-15,27.2059
2021-01-16,27.2059
2021-01-17,27.2059
2021-01-18,27.2059
2021-01-19,27.1151
2021-01-20,27.1963
2021-01-21,27.3253
2021-01-22,27.1055
2021-01-23,27.1055
2021-01-24,27.1055
2021-01-25,27.2441
2021-01-26,27.4877
2021-01-27,27.1247
