,MED US Equity
2023-03-18,5.6772
2023-03-19,5.6772
2023-03-20,5.5877
2023-03-21,5.693
2023-03-22,5.5216
2023-03-23,5.3801
2023-03-24,5.3625
2023-03-25,5.3625
2023-03-26,5.3625
2023-03-27,5.4637
2023-03-28,5.3461
2023-03-29,5.4011
2023-03-30,5.4374
2023-03-31,5.5761
2023-04-01,5.5761
2023-04-02,5.5761
2023-04-03,5.5065
2023-04-04,5.3466
2023-04-05,5.1466
2023-04-06,5.0888
2023-04-07,5.0888
2023-04-08,5.0888
2023-04-09,5.0888
2023-04-10,5.0929
2023-04-11,5.3053
2023-04-12,5.1802
2023-04-13,5.261
2023-04-14,5.2463
2023-04-15,5.2463
2023-04-16,5.2463
2023-04-17,5.2038
2023-04-18,5.1773
2023-04-19,5.1678
2023-04-20,5.1649
2023-04-21,5.1466
2023-04-22,5.1466
2023-04-23,5.1466
2023-04-24,5.0115
2023-04-25,4.8156
2023-04-26,4.8398
2023-04-27,4.7631
2023-04-28,4.8669
2023-04-29,4.8669
2023-04-30,4.8669
2023-05-01,4.824
2023-05-02,4.6813
2023-05-03,4.506
2023-05-04,4.6789
2023-05-05,4.8477
2023-05-06,4.8477
2023-05-07,4.8477
2023-05-08,4.7701
2023-05-09,4.6422
2023-05-10,4.6114
2023-05-11,4.66
2023-05-12,4.7245
2023-05-13,4.7245
2023-05-14,4.7245
2023-05-15,4.8738
2023-05-16,4.782
2023-05-17,4.8092
2023-05-18,4.8519
2023-05-19,4.7885
2023-05-20,4.7885
2023-05-21,4.7885
2023-05-22,4.7773
2023-05-23,4.6464
2023-05-24,4.4568
2023-05-25,4.3603
2023-05-26,4.3223
2023-05-27,4.3223
2023-05-28,4.3223
2023-05-29,4.3223
2023-05-30,4.2525
2023-05-31,4.121
2023-06-01,4.1553
2023-06-02,4.4106
2023-06-03,4.4106
2023-06-04,4.4106
2023-06-05,4.1932
2023-06-06,4.3081
2023-06-07,4.3721
2023-06-08,4.3158
2023-06-09,4.1689
2023-06-10,4.1689
2023-06-11,4.1689
2023-06-12,4.1837
2023-06-13,4.3081
2023-06-14,4.2234
2023-06-15,4.2033
2023-06-16,4.336
2023-06-17,4.336
2023-06-18,4.336
2023-06-19,4.336
2023-06-20,4.3626
2023-06-21,4.49
2023-06-22,4.6706
2023-06-23,4.6884
2023-06-24,4.6884
2023-06-25,4.6884
2023-06-26,4.7956
2023-06-27,4.9674
2023-06-28,4.7441
2023-06-29,4.8821
2023-06-30,5.0697
2023-07-01,5.0697
2023-07-02,5.0697
2023-07-03,5.2253
2023-07-04,5.2253
2023-07-05,5.2178
2023-07-06,5.14
2023-07-07,5.0672
2023-07-08,5.0672
2023-07-09,5.0672
2023-07-10,5.1381
2023-07-11,5.1431
2023-07-12,5.0402
2023-07-13,5.0992
2023-07-14,5.022
2023-07-15,5.022
2023-07-16,5.022
2023-07-17,5.1933
2023-07-18,5.2586
2023-07-19,5.1952
2023-07-20,5.2165
2023-07-21,5.1739
2023-07-22,5.1739
2023-07-23,5.1739
2023-07-24,5.4292
2023-07-25,5.5083
2023-07-26,5.8754
2023-07-27,5.8936
2023-07-28,6.0046
2023-07-29,6.0046
2023-07-30,6.0046
2023-07-31,5.6802
2023-08-01,5.5572
2023-08-02,5.6401
2023-08-03,5.583
2023-08-04,5.4851
2023-08-05,5.4851
2023-08-06,5.4851
2023-08-07,5.3175
2023-08-08,4.8989
2023-08-09,5.1073
2023-08-10,5.0257
2023-08-11,5.1807
2023-08-12,5.1807
2023-08-13,5.1807
2023-08-14,5.0903
2023-08-15,4.9096
2023-08-16,4.6654
2023-08-17,4.5851
2023-08-18,4.5744
2023-08-19,4.5744
2023-08-20,4.5744
2023-08-21,4.6441
2023-08-22,4.6121
2023-08-23,4.5838
2023-08-24,4.5807
2023-08-25,4.5681
2023-08-26,4.5681
2023-08-27,4.5681
2023-08-28,4.6196
2023-08-29,4.6215
2023-08-30,4.6748
2023-08-31,4.5801
2023-09-01,4.5587
2023-09-02,4.5587
2023-09-03,4.5587
2023-09-04,4.5587
2023-09-05,4.4866
2023-09-06,4.3384
2023-09-07,4.2744
2023-09-08,4.3843
2023-09-09,4.3843
2023-09-10,4.3843
2023-09-11,4.4847
2023-09-12,4.4294
2023-09-13,4.3755
2023-09-14,4.4684
2023-09-15,4.383
2023-09-16,4.383
2023-09-17,4.383
2023-09-18,4.3334
2023-09-19,4.3642
2023-09-20,4.4389
2023-09-21,4.2838
2023-09-22,4.152
2023-09-23,4.152
2023-09-24,4.152
2023-09-25,4.1671
2023-09-26,4.1075
2023-09-27,4.0956
2023-09-28,4.0849
2023-09-29,4.5062
2023-09-30,4.5062
2023-10-01,4.5062
2023-10-02,4.5683
2023-10-03,4.4715
2023-10-04,4.4051
2023-10-05,4.3308
2023-10-06,4.4354
2023-10-07,4.4354
2023-10-08,4.4354
2023-10-09,4.3661
2023-10-10,4.4903
2023-10-11,4.338
2023-10-12,4.1979
2023-10-13,4.3423
2023-10-14,4.3423
2023-10-15,4.3423
2023-10-16,4.4217
2023-10-17,4.5307
2023-10-18,4.6224
2023-10-19,4.5069
2023-10-20,4.4268
2023-10-21,4.4268
2023-10-22,4.4268
2023-10-23,4.1373
2023-10-24,4.2492
2023-10-25,4.1582
2023-10-26,4.2391
2023-10-27,4.1257
2023-10-28,4.1257
2023-10-29,4.1257
2023-10-30,4.1019
2023-10-31,4.0954
2023-11-01,4.0636
2023-11-02,4.0759
2023-11-03,4.1503
2023-11-04,4.1503
2023-11-05,4.1503
2023-11-06,4.2052
2023-11-07,4.0774
2023-11-08,3.8629
2023-11-09,3.7849
2023-11-10,3.8253
2023-11-11,3.8253
2023-11-12,3.8253
2023-11-13,3.5921
2023-11-14,3.9091
2023-11-15,4.0456
2023-11-16,3.8947
2023-11-17,3.9048
2023-11-18,3.9048
2023-11-19,3.9048
2023-11-20,3.977
2023-11-21,3.8513
2023-11-22,3.9048
2023-11-23,3.9048
2023-11-24,3.8838
2023-11-25,3.8838
2023-11-26,3.8838
2023-11-27,3.7936
2023-11-28,3.8268
2023-11-29,3.8614
2023-11-30,3.8961
2023-12-01,4.0355
2023-12-02,4.0355
2023-12-03,4.0355
2023-12-04,4.1388
2023-12-05,4.0225
2023-12-06,4.3164
2023-12-07,4.5157
2023-12-08,4.5049
2023-12-09,4.5049
2023-12-10,4.5049
2023-12-11,4.4926
2023-12-12,4.5482
2023-12-13,4.0673
2023-12-14,4.1785
2023-12-15,4.0326
2023-12-16,4.0326
2023-12-17,4.0326
2023-12-18,3.8687
2023-12-19,3.9394
2023-12-20,3.9409
2023-12-21,4.0247
2023-12-22,3.9163
2023-12-23,3.9163
2023-12-24,3.9163
2023-12-25,3.9163
2023-12-26,3.9553
2023-12-27,3.9293
2023-12-28,4.0225
2023-12-29,4.7614
2023-12-30,4.7614
2023-12-31,4.7614
2024-01-01,4.7614
2024-01-02,5.0197
2024-01-03,4.8918
2024-01-04,4.5734
2024-01-05,4.5279
2024-01-06,4.5279
2024-01-07,4.5279
2024-01-08,4.7545
2024-01-09,4.4051
2024-01-10,4.5167
2024-01-11,4.2815
2024-01-12,4.242
2024-01-13,4.242
2024-01-14,4.242
2024-01-15,4.242
2024-01-16,3.7613
2024-01-17,3.7304
2024-01-18,3.4583
2024-01-19,3.5647
2024-01-20,3.5647
2024-01-21,3.5647
2024-01-22,3.6669
2024-01-23,3.6282
2024-01-24,3.5767
2024-01-25,3.7021
2024-01-26,3.7321
2024-01-27,3.7321
2024-01-28,3.7321
2024-01-29,3.7819
2024-01-30,3.8729
2024-01-31,3.6823
2024-02-01,3.6918
2024-02-02,3.5441
2024-02-03,3.5441
2024-02-04,3.5441
2024-02-05,3.4265
2024-02-06,3.6154
2024-02-07,3.6308
2024-02-08,3.6849
2024-02-09,3.5862
2024-02-10,3.5862
2024-02-11,3.5862
2024-02-12,3.8094
2024-02-13,3.5304
2024-02-14,3.5132
2024-02-15,3.4085
2024-02-16,3.2823
2024-02-17,3.2823
2024-02-18,3.2823
2024-02-19,3.2823
2024-02-20,3.1925
2024-02-21,2.4583
2024-02-22,2.4257
2024-02-23,2.4883
2024-02-24,2.4883
2024-02-25,2.4883
2024-02-26,2.4738
2024-02-27,2.5759
2024-02-28,2.4746
2024-02-29,2.4334
2024-03-01,2.4634
2024-03-02,2.4634
2024-03-03,2.4634
2024-03-04,2.3827
2024-03-05,2.3252
2024-03-06,2.2574
2024-03-07,2.2617
2024-03-08,2.3965
2024-03-09,2.3965
2024-03-10,2.3965
2024-03-11,2.2247
2024-03-12,2.1337
2024-03-13,2.0607
2024-03-14,1.9594
2024-03-15,2.1346
2024-03-16,2.1346
2024-03-17,2.1346
2024-03-18,2.0693
2024-03-19,1.9912
2024-03-20,2.0599
2024-03-21,2.0513
2024-03-22,1.9706
2024-03-23,1.9706
2024-03-24,1.9706
2024-03-25,2.065
2024-03-26,2.1741
2024-03-27,2.2136
2024-03-28,2.2814
2024-03-29,2.2814
2024-03-30,2.2814
2024-03-31,2.2814
2024-04-01,2.2119
2024-04-02,2.0066
2024-04-03,1.9156
2024-04-04,1.9002
2024-04-05,1.81
2024-04-06,1.81
2024-04-07,1.81
2024-04-08,1.8366
