,SEIC US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,19.5591
2020-01-02,19.6635
2020-01-03,19.3828
2020-01-04,19.3828
2020-01-05,19.3828
2020-01-06,19.3992
2020-01-07,19.3926
2020-01-08,19.546
2020-01-09,19.6602
2020-01-10,19.5101
2020-01-11,19.5101
2020-01-12,19.5101
2020-01-13,19.7842
2020-01-14,19.6211
2020-01-15,19.4873
2020-01-16,19.8299
2020-01-17,19.4873
2020-01-18,19.4873
2020-01-19,19.4873
2020-01-20,19.4873
2020-01-21,19.4253
2020-01-22,19.3535
2020-01-23,19.484
2020-01-24,18.9814
2020-01-25,18.9814
2020-01-26,18.9814
2020-01-27,18.6845
2020-01-28,18.8966
2020-01-29,18.7824
2020-01-30,20.0328
2020-01-31,19.4148
2020-02-01,19.4148
2020-02-02,19.4148
2020-02-03,20.1336
2020-02-04,20.3059
2020-02-05,20.6344
2020-02-06,20.5369
2020-02-07,20.332
2020-02-08,20.332
2020-02-09,20.332
2020-02-10,20.4458
2020-02-11,20.5726
2020-02-12,20.5954
2020-02-13,20.5856
2020-02-14,20.4816
2020-02-15,20.4816
2020-02-16,20.4816
2020-02-17,20.4816
2020-02-18,20.5661
2020-02-19,20.6735
2020-02-20,20.7092
2020-02-21,20.4263
2020-02-22,20.4263
2020-02-23,20.4263
2020-02-24,19.7211
2020-02-25,18.8677
2020-02-26,18.7895
2020-02-27,17.4768
2020-02-28,16.011
2020-02-29,16.011
2020-03-01,16.011
2020-03-02,16.8514
2020-03-03,16.3823
2020-03-04,17.1576
2020-03-05,16.3563
2020-03-06,16.2097
2020-03-07,16.2097
2020-03-08,16.2097
2020-03-09,15.2195
2020-03-10,16.0631
2020-03-11,14.7374
2020-03-12,13.2195
2020-03-13,15.0533
2020-03-14,15.0533
2020-03-15,15.0533
2020-03-16,12.9914
2020-03-17,12.9296
2020-03-18,12.0501
2020-03-19,12.0077
2020-03-20,10.7504
2020-03-21,10.7504
2020-03-22,10.7504
2020-03-23,10.1087
2020-03-24,11.5387
2020-03-25,11.8058
2020-03-26,13.1217
2020-03-27,12.6006
2020-03-28,12.6006
2020-03-29,12.6006
2020-03-30,13.3172
2020-03-31,13.3026
2020-04-01,12.6091
2020-04-02,13.0586
2020-04-03,12.577
2020-04-04,12.577
2020-04-05,12.577
2020-04-06,13.7554
2020-04-07,13.9769
2020-04-08,14.7989
2020-04-09,14.7764
2020-04-10,14.7764
2020-04-11,14.7764
2020-04-12,14.7764
2020-04-13,14.0893
2020-04-14,13.9801
2020-04-15,13.8228
2020-04-16,13.8613
2020-04-17,14.542
2020-04-18,14.542
2020-04-19,14.542
2020-04-20,14.4457
2020-04-21,13.8774
2020-04-22,14.1888
2020-04-23,13.9641
2020-04-24,14.1005
2020-04-25,14.1005
2020-04-26,14.1005
2020-04-27,14.7828
2020-04-28,14.5789
2020-04-29,15.1427
2020-04-30,14.5631
2020-05-01,14.1894
2020-05-02,14.1894
2020-05-03,14.1894
2020-05-04,14.2496
2020-05-05,14.1387
2020-05-06,14.0057
2020-05-07,14.4269
2020-05-08,14.8608
2020-05-09,14.8608
2020-05-10,14.8608
2020-05-11,14.864
2020-05-12,14.0817
2020-05-13,14.2496
2020-05-14,14.4618
2020-05-15,14.5029
2020-05-16,14.5029
2020-05-17,14.5029
2020-05-18,15.1237
2020-05-19,14.5378
2020-05-20,14.8418
2020-05-21,14.7531
2020-05-22,14.6866
2020-05-23,14.6866
2020-05-24,14.6866
2020-05-25,14.6866
2020-05-26,15.2884
2020-05-27,15.8521
2020-05-28,15.5037
2020-05-29,15.5956
2020-05-30,15.5956
2020-05-31,15.5956
2020-06-01,15.7413
2020-06-02,15.9598
2020-06-03,16.7136
2020-06-04,16.9669
2020-06-05,17.5243
2020-06-06,17.5243
2020-06-07,17.5243
2020-06-08,17.67
2020-06-09,17.3881
2020-06-10,17.2551
2020-06-11,16.0041
2020-06-12,16.2512
2020-06-13,16.2512
2020-06-14,16.2512
2020-06-15,16.3905
2020-06-16,16.4824
2020-06-17,16.1751
2020-06-18,16.0738
2020-06-19,16.0611
2020-06-20,16.0611
2020-06-21,16.0611
2020-06-22,15.9661
2020-06-23,15.9281
2020-06-24,15.3042
2020-06-25,15.6146
2020-06-26,15.1775
2020-06-27,15.1775
2020-06-28,15.1775
2020-06-29,15.225
2020-06-30,16.4974
2020-07-01,16.2692
2020-07-02,16.2527
2020-07-03,16.2527
2020-07-04,16.2527
2020-07-05,16.2527
2020-07-06,16.7223
2020-07-07,16.5173
2020-07-08,16.5867
2020-07-09,16.1402
2020-07-10,16.5768
2020-07-11,16.5768
2020-07-12,16.5768
2020-07-13,16.59
2020-07-14,16.9572
2020-07-15,17.4202
2020-07-16,17.3011
2020-07-17,17.2151
