,NWN US Equity
2020-06-16,20.0916
2020-06-17,19.712
2020-06-18,19.7267
2020-06-19,19.2585
2020-06-20,19.2585
2020-06-21,19.2585
2020-06-22,19.461
2020-06-23,19.4652
2020-06-24,19.1699
2020-06-25,19.0561
2020-06-26,18.8599
2020-06-27,18.8599
2020-06-28,18.8599
2020-06-29,19.2902
2020-06-30,20.4704
2020-07-01,20.4616
2020-07-02,20.4462
2020-07-03,20.4462
2020-07-04,20.4462
2020-07-05,20.4462
2020-07-06,20.2125
2020-07-07,19.9347
2020-07-08,19.7693
2020-07-09,19.4187
2020-07-10,19.82
2020-07-11,19.82
2020-07-12,19.82
2020-07-13,19.712
2020-07-14,19.7054
2020-07-15,19.8002
2020-07-16,19.7605
2020-07-17,19.9523
2020-07-18,19.9523
2020-07-19,19.9523
2020-07-20,19.6899
2020-07-21,19.9413
2020-07-22,20.1948
2020-07-23,20.2654
2020-07-24,19.9744
2020-07-25,19.9744
2020-07-26,19.9744
2020-07-27,19.8972
2020-07-28,20.3073
2020-07-29,20.4131
2020-07-30,19.992
2020-07-31,19.9633
2020-08-01,19.9633
2020-08-02,19.9633
2020-08-03,19.8332
2020-08-04,19.9788
2020-08-05,19.9104
2020-08-06,20.0008
2020-08-07,20.2874
2020-08-08,20.2874
2020-08-09,20.2874
2020-08-10,20.1551
2020-08-11,20.0868
2020-08-12,20.2808
2020-08-13,19.992
2020-08-14,19.9655
2020-08-15,19.9655
2020-08-16,19.9655
2020-08-17,19.9038
2020-08-18,19.8244
2020-08-19,19.8928
2020-08-20,19.8156
2020-08-21,19.7186
2020-08-22,19.7186
2020-08-23,19.7186
2020-08-24,19.8663
2020-08-25,19.7605
2020-08-26,19.4143
2020-08-27,19.454
2020-08-28,19.562
2020-08-29,19.562
2020-08-30,19.562
2020-08-31,19.4386
2020-09-01,19.163
2020-09-02,19.3107
2020-09-03,19.4364
2020-09-04,19.1938
2020-09-05,19.1938
2020-09-06,19.1938
2020-09-07,19.1938
2020-09-08,18.7264
2020-09-09,18.7617
2020-09-10,18.5169
2020-09-11,18.3626
2020-09-12,18.3626
2020-09-13,18.3626
2020-09-14,18.3868
2020-09-15,18.1862
2020-09-16,18.3097
2020-09-17,18.2325
2020-09-18,18.0826
2020-09-19,18.0826
2020-09-20,18.0826
2020-09-21,18.1046
2020-09-22,18.1774
2020-09-23,17.7408
2020-09-24,17.8863
2020-09-25,17.9415
2020-09-26,17.9415
2020-09-27,17.9415
2020-09-28,17.8577
2020-09-29,17.8026
2020-09-30,19.3677
2020-10-01,19.2273
2020-10-02,19.3881
2020-10-03,19.3881
2020-10-04,19.3881
2020-10-05,19.3473
2020-10-06,19.6146
2020-10-07,19.5739
2020-10-08,19.7075
2020-10-09,19.7121
2020-10-10,19.7121
2020-10-11,19.7121
2020-10-12,19.7279
2020-10-13,19.7438
2020-10-14,19.6101
2020-10-15,19.6169
2020-10-16,19.5761
2020-10-17,19.5761
2020-10-18,19.5761
2020-10-19,19.3587
2020-10-20,19.4855
2020-10-21,19.8502
2020-10-22,19.7732
2020-10-23,19.737
2020-10-24,19.737
2020-10-25,19.737
2020-10-26,19.9205
2020-10-27,19.7664
2020-10-28,19.1412
2020-10-29,19.216
2020-10-30,19.1525
2020-10-31,19.1525
2020-11-01,19.1525
2020-11-02,19.3587
2020-11-03,19.4493
2020-11-04,19.0936
2020-11-05,19.2771
2020-11-06,18.9962
2020-11-07,18.9962
2020-11-08,18.9962
2020-11-09,19.7256
2020-11-10,20.7405
2020-11-11,20.4845
2020-11-12,19.9182
2020-11-13,20.2195
2020-11-14,20.2195
2020-11-15,20.2195
2020-11-16,20.3418
2020-11-17,20.301
2020-11-18,20.0315
2020-11-19,19.925
2020-11-20,19.9862
2020-11-21,19.9862
2020-11-22,19.9862
2020-11-23,20.2104
2020-11-24,20.5933
2020-11-25,20.5819
2020-11-26,20.5819
2020-11-27,20.3078
2020-11-28,20.3078
2020-11-29,20.3078
2020-11-30,19.9409
2020-12-01,20.0292
2020-12-02,20.0745
2020-12-03,19.9114
2020-12-04,20.1062
2020-12-05,20.1062
2020-12-06,20.1062
2020-12-07,19.9273
2020-12-08,19.8887
2020-12-09,19.9159
2020-12-10,19.8593
2020-12-11,20.147
2020-12-12,20.147
2020-12-13,20.147
2020-12-14,20.4551
2020-12-15,20.7994
2020-12-16,20.5208
2020-12-17,20.7903
2020-12-18,20.2285
2020-12-19,20.2285
2020-12-20,20.2285
2020-12-21,19.2363
2020-12-22,19.549
2020-12-23,19.3859
2020-12-24,19.4402
2020-12-25,19.4402
2020-12-26,19.4402
2020-12-27,19.4402
2020-12-28,19.5625
2020-12-29,19.4062
2020-12-30,19.4289
2020-12-31,18.3046
2021-01-01,18.3046
2021-01-02,18.3046
2021-01-03,18.3046
2021-01-04,18.2367
2021-01-05,17.8868
2021-01-06,18.1564
2021-01-07,17.8642
2021-01-08,17.8806
2021-01-09,17.8806
2021-01-10,17.8806
2021-01-11,17.8683
2021-01-12,17.821
2021-01-13,17.9979
2021-01-14,17.9774
2021-01-15,18.0412
2021-01-16,18.0412
2021-01-17,18.0412
2021-01-18,18.0412
2021-01-19,17.7901
2021-01-20,17.574
2021-01-21,17.6728
2021-01-22,17.7387
2021-01-23,17.7387
2021-01-24,17.7387
2021-01-25,17.9774
2021-01-26,18.1338
2021-01-27,18.4095
2021-01-28,17.93
2021-01-29,18.4527
2021-01-30,18.4527
2021-01-31,18.4527
2021-02-01,18.1543
2021-02-02,17.9733
2021-02-03,17.8436
2021-02-04,18.1194
2021-02-05,18.3354
2021-02-06,18.3354
2021-02-07,18.3354
2021-02-08,18.2634
2021-02-09,18.4527
2021-02-10,18.4445
2021-02-11,18.5783
2021-02-12,18.3725
2021-02-13,18.3725
2021-02-14,18.3725
2021-02-15,18.3725
2021-02-16,18.4774
2021-02-17,18.6811
2021-02-18,18.7635
2021-02-19,18.8993
2021-02-20,18.8993
2021-02-21,18.8993
2021-02-22,18.6544
2021-02-23,18.9363
2021-02-24,18.9569
2021-02-25,18.8808
2021-02-26,18.7161
2021-02-27,18.7161
2021-02-28,18.7161
2021-03-01,18.7696
2021-03-02,18.677
2021-03-03,18.6091
2021-03-04,18.8355
2021-03-05,19.4816
2021-03-06,19.4816
2021-03-07,19.4816
2021-03-08,19.8994
2021-03-09,19.5928
2021-03-10,19.7492
2021-03-11,19.566
2021-03-12,19.7924
2021-03-13,19.7924
2021-03-14,19.7924
2021-03-15,19.9838
2021-03-16,19.8212
2021-03-17,19.2471
2021-03-18,19.4261
2021-03-19,19.7389
2021-03-20,19.7389
2021-03-21,19.7389
2021-03-22,19.14
2021-03-23,19.3829
2021-03-24,19.7697
2021-03-25,19.6854
2021-03-26,19.671
2021-03-27,19.671
2021-03-28,19.671
2021-03-29,19.9282
2021-03-30,19.8891
2021-03-31,17.423
2021-04-01,17.2617
2021-04-02,17.2617
2021-04-03,17.2617
2021-04-04,17.2617
2021-04-05,17.335
2021-04-06,17.3808
2021-04-07,17.4578
2021-04-08,17.4725
2021-04-09,17.5054
2021-04-10,17.5054
2021-04-11,17.5054
2021-04-12,17.5641
2021-04-13,17.4157
2021-04-14,17.5604
2021-04-15,17.7199
2021-04-16,17.7456
2021-04-17,17.7456
2021-04-18,17.7456
2021-04-19,17.6481
2021-04-20,17.913
2021-04-21,17.8689
2021-04-22,17.7879
2021-04-23,17.7051
2021-04-24,17.7051
2021-04-25,17.7051
2021-04-26,17.5598
2021-04-27,17.3942
2021-04-28,17.431
2021-04-29,17.4475
2021-04-30,17.4586
2021-05-01,17.4586
2021-05-02,17.4586
2021-05-03,17.5469
2021-05-04,17.4807
2021-05-05,17.4751
2021-05-06,17.5966
2021-05-07,17.6739
2021-05-08,17.6739
2021-05-09,17.6739
2021-05-10,17.7088
2021-05-11,17.6003
2021-05-12,17.3408
2021-05-13,17.6647
2021-05-14,17.5966
2021-05-15,17.5966
2021-05-16,17.5966
2021-05-17,17.5138
2021-05-18,17.5635
2021-05-19,17.431
2021-05-20,17.4071
2021-05-21,17.3022
2021-05-22,17.3022
2021-05-23,17.3022
2021-05-24,17.3776
2021-05-25,17.258
2021-05-26,17.3463
2021-05-27,17.2801
2021-05-28,17.2672
2021-05-29,17.2672
2021-05-30,17.2672
2021-05-31,17.2672
2021-06-01,17.3243
2021-06-02,17.396
2021-06-03,17.477
2021-06-04,17.431
2021-06-05,17.431
2021-06-06,17.431
2021-06-07,17.5616
2021-06-08,17.5322
2021-06-09,17.6389
2021-06-10,17.6113
2021-06-11,17.6996
2021-06-12,17.6996
2021-06-13,17.6996
2021-06-14,17.6757
2021-06-15,17.7107
2021-06-16,17.6591
2021-06-17,17.6039
2021-06-18,17.1366
2021-06-19,17.1366
2021-06-20,17.1366
2021-06-21,17.3519
2021-06-22,17.2452
2021-06-23,17.052
2021-06-24,17.1072
2021-06-25,17.3537
2021-06-26,17.3537
2021-06-27,17.3537
2021-06-28,17.3114
2021-06-29,17.2176
2021-06-30,16.9532
2021-07-01,17.0162
2021-07-02,16.955
2021-07-03,16.955
2021-07-04,16.955
2021-07-05,16.955
2021-07-06,16.883
2021-07-07,16.91
2021-07-08,16.7372
2021-07-09,16.8596
2021-07-10,16.8596
2021-07-11,16.8596
2021-07-12,16.9172
2021-07-13,16.8524
2021-07-14,16.8884
2021-07-15,17.0288
2021-07-16,17.0198
2021-07-17,17.0198
2021-07-18,17.0198
2021-07-19,16.7966
2021-07-20,16.9118
2021-07-21,16.8344
2021-07-22,16.6886
2021-07-23,16.8506
2021-07-24,16.8506
2021-07-25,16.8506
2021-07-26,17.0054
2021-07-27,17.1909
2021-07-28,17.1765
2021-07-29,17.0576
2021-07-30,16.9118
2021-07-31,16.9118
2021-08-01,16.9118
2021-08-02,17.045
2021-08-03,17.2305
2021-08-04,17.1819
2021-08-05,17.1261
2021-08-06,17.117
2021-08-07,17.117
2021-08-08,17.117
2021-08-09,17.0144
2021-08-10,17.0108
2021-08-11,17.0864
2021-08-12,16.9748
2021-08-13,17.1351
2021-08-14,17.1351
2021-08-15,17.1351
2021-08-16,17.0468
2021-08-17,17.0216
2021-08-18,16.8434
2021-08-19,16.82
2021-08-20,16.9172
2021-08-21,16.9172
2021-08-22,16.9172
2021-08-23,16.8506
2021-08-24,16.8506
2021-08-25,16.7858
2021-08-26,16.5842
2021-08-27,16.694
2021-08-28,16.694
2021-08-29,16.694
2021-08-30,16.7498
2021-08-31,16.7606
2021-09-01,16.8524
2021-09-02,16.7858
2021-09-03,16.6796
2021-09-04,16.6796
2021-09-05,16.6796
2021-09-06,16.6796
2021-09-07,16.5824
2021-09-08,16.6994
2021-09-09,16.5032
2021-09-10,16.361
2021-09-11,16.361
2021-09-12,16.361
2021-09-13,16.3322
2021-09-14,16.1648
2021-09-15,16.1666
2021-09-16,16.1162
2021-09-17,16.1324
2021-09-18,16.1324
2021-09-19,16.1324
2021-09-20,16.0838
2021-09-21,15.983
2021-09-22,16.0028
2021-09-23,15.9416
2021-09-24,15.8263
2021-09-25,15.8263
2021-09-26,15.8263
2021-09-27,15.7885
2021-09-28,15.7309
2021-09-29,15.893
2021-09-30,16.0762
2021-10-01,16.1381
2021-10-02,16.1381
2021-10-03,16.1381
2021-10-04,16.2919
2021-10-05,16.2724
2021-10-06,16.3078
2021-10-07,16.2565
2021-10-08,16.2247
2021-10-09,16.2247
2021-10-10,16.2247
2021-10-11,16.1858
2021-10-12,16.207
2021-10-13,16.2689
2021-10-14,16.3361
2021-10-15,16.3255
2021-10-16,16.3255
2021-10-17,16.3255
2021-10-18,16.1876
2021-10-19,16.2406
2021-10-20,16.3396
2021-10-21,16.2636
2021-10-22,16.2159
2021-10-23,16.2159
2021-10-24,16.2159
2021-10-25,16.2795
2021-10-26,16.2247
2021-10-27,16.1186
2021-10-28,15.963
2021-10-29,15.917
2021-10-30,15.917
2021-10-31,15.917
2021-11-01,16.0938
2021-11-02,16.0143
2021-11-03,16.1434
2021-11-04,16.1115
2021-11-05,16.2601
2021-11-06,16.2601
2021-11-07,16.2601
2021-11-08,16.0302
2021-11-09,15.9347
2021-11-10,16.0284
2021-11-11,16.0178
2021-11-12,16.0903
2021-11-13,16.0903
2021-11-14,16.0903
2021-11-15,16.2318
2021-11-16,16.1186
2021-11-17,16.0726
2021-11-18,16.039
2021-11-19,16.009
2021-11-20,16.009
2021-11-21,16.009
2021-11-22,16.0514
2021-11-23,16.0019
2021-11-24,16.0107
2021-11-25,16.0107
2021-11-26,15.7685
2021-11-27,15.7685
2021-11-28,15.7685
2021-11-29,15.8092
2021-11-30,15.5687
2021-12-01,15.5899
2021-12-02,15.6854
2021-12-03,15.8145
2021-12-04,15.8145
2021-12-05,15.8145
2021-12-06,16.085
2021-12-07,16.0885
2021-12-08,16.1451
2021-12-09,16.1681
2021-12-10,16.2477
2021-12-11,16.2477
2021-12-12,16.2477
2021-12-13,16.2813
2021-12-14,16.1398
2021-12-15,16.3679
2021-12-16,16.5076
2021-12-17,16.3768
2021-12-18,16.3768
2021-12-19,16.3768
2021-12-20,16.4404
2021-12-21,16.4033
2021-12-22,16.4899
2021-12-23,16.4811
2021-12-24,16.4811
2021-12-25,16.4811
2021-12-26,16.4811
2021-12-27,16.4935
2021-12-28,16.4917
2021-12-29,16.5624
2021-12-30,16.5642
2021-12-31,17.7068
2022-01-01,17.7068
2022-01-02,17.7068
2022-01-03,17.705
2022-01-04,17.8102
2022-01-05,17.8501
2022-01-06,17.8447
2022-01-07,17.8918
2022-01-08,17.8918
2022-01-09,17.8918
2022-01-10,17.8156
2022-01-11,17.6106
2022-01-12,17.5326
2022-01-13,17.6415
2022-01-14,17.8955
2022-01-15,17.8955
2022-01-16,17.8955
2022-01-17,17.8955
2022-01-18,17.7195
2022-01-19,17.6633
2022-01-20,17.6179
2022-01-21,17.4818
2022-01-22,17.4818
2022-01-23,17.4818
2022-01-24,17.4038
2022-01-25,17.4474
2022-01-26,17.4419
2022-01-27,17.4401
2022-01-28,17.4764
2022-01-29,17.4764
2022-01-30,17.4764
2022-01-31,17.4456
2022-02-01,17.4945
2022-02-02,17.5018
2022-02-03,17.4855
2022-02-04,17.3784
2022-02-05,17.3784
2022-02-06,17.3784
2022-02-07,17.373
2022-02-08,17.4038
2022-02-09,17.4637
2022-02-10,17.2206
2022-02-11,17.353
2022-02-12,17.353
2022-02-13,17.353
2022-02-14,17.3167
2022-02-15,17.2805
2022-02-16,17.3367
2022-02-17,17.4274
2022-02-18,17.2569
2022-02-19,17.2569
2022-02-20,17.2569
2022-02-21,17.2569
2022-02-22,17.3984
2022-02-23,17.3113
2022-02-24,17.3784
2022-02-25,17.8737
2022-02-26,17.8737
2022-02-27,17.8737
2022-02-28,18.4469
2022-03-01,18.4856
2022-03-02,18.7935
2022-03-03,18.976
2022-03-04,19.1789
2022-03-05,19.1789
2022-03-06,19.1789
2022-03-07,19.1475
2022-03-08,19.2323
2022-03-09,19.0701
2022-03-10,19.2563
2022-03-11,18.9982
2022-03-12,18.9982
2022-03-13,18.9982
2022-03-14,18.917
2022-03-15,18.6478
2022-03-16,18.6626
2022-03-17,18.5833
2022-03-18,18.5704
2022-03-19,18.5704
2022-03-20,18.5704
2022-03-21,18.6921
2022-03-22,18.563
2022-03-23,18.5667
2022-03-24,18.6552
2022-03-25,19.0074
2022-03-26,19.0074
2022-03-27,19.0074
2022-03-28,18.9226
2022-03-29,19.0867
2022-03-30,19.0829
2022-03-31,19.6087
2022-04-01,19.6482
2022-04-02,19.6482
2022-04-03,19.6482
2022-04-04,19.6108
2022-04-05,19.5193
2022-04-06,19.6087
2022-04-07,19.5775
2022-04-08,19.5443
2022-04-09,19.5443
2022-04-10,19.5443
2022-04-11,19.4008
2022-04-12,19.328
2022-04-13,19.2033
2022-04-14,19.4109
2022-04-15,19.4109
2022-04-16,19.4109
2022-04-17,19.4109
2022-04-18,19.4765
2022-04-19,19.6098
2022-04-20,19.7537
2022-04-21,19.7643
2022-04-22,19.6649
2022-04-23,19.6649
2022-04-24,19.6649
2022-04-25,19.4109
2022-04-26,19.3601
2022-04-27,19.2607
2022-04-28,19.1697
2022-04-29,18.9771
2022-04-30,18.9771
2022-05-01,18.9771
2022-05-02,18.8629
2022-05-03,18.8586
2022-05-04,19.2586
2022-05-05,19.229
2022-05-06,19.2967
2022-05-07,19.2967
2022-05-08,19.2967
2022-05-09,19.339
2022-05-10,19.2755
2022-05-11,19.3982
2022-05-12,19.4659
2022-05-13,19.5696
2022-05-14,19.5696
2022-05-15,19.5696
2022-05-16,19.6014
2022-05-17,19.6691
2022-05-18,19.6627
2022-05-19,19.758
2022-05-20,19.813
2022-05-21,19.813
2022-05-22,19.813
2022-05-23,19.9611
2022-05-24,20.5176
2022-05-25,20.397
2022-05-26,20.4372
2022-05-27,20.3356
2022-05-28,20.3356
2022-05-29,20.3356
2022-05-30,20.3356
2022-05-31,20.3441
2022-06-01,20.4139
2022-06-02,20.6467
2022-06-03,20.5324
2022-06-04,20.5324
2022-06-05,20.5324
2022-06-06,20.5896
2022-06-07,20.5621
2022-06-08,20.4309
2022-06-09,20.16
2022-06-10,20.3018
2022-06-11,20.3018
2022-06-12,20.3018
2022-06-13,19.7558
2022-06-14,19.6077
2022-06-15,19.6077
2022-06-16,19.6183
2022-06-17,19.7939
2022-06-18,19.7939
2022-06-19,19.7939
2022-06-20,19.7939
2022-06-21,19.8088
2022-06-22,19.8765
2022-06-23,19.8849
2022-06-24,19.9421
2022-06-25,19.9421
2022-06-26,19.9421
2022-06-27,20.1727
2022-06-28,20.1008
2022-06-29,20.0606
2022-06-30,19.3545
2022-07-01,19.666
2022-07-02,19.666
2022-07-03,19.666
2022-07-04,19.666
2022-07-05,19.0915
2022-07-06,19.3251
2022-07-07,19.2745
2022-07-08,19.1357
2022-07-09,19.1357
2022-07-10,19.1357
2022-07-11,19.2156
2022-07-12,19.1546
2022-07-13,19.2451
2022-07-14,19.3819
2022-07-15,19.5544
2022-07-16,19.5544
2022-07-17,19.5544
2022-07-18,19.3671
2022-07-19,19.4661
2022-07-20,19.3124
2022-07-21,19.1041
2022-07-22,19.1651
2022-07-23,19.1651
2022-07-24,19.1651
2022-07-25,19.304
2022-07-26,19.3482
2022-07-27,19.365
2022-07-28,19.4703
2022-07-29,19.4745
2022-07-30,19.4745
2022-07-31,19.4745
2022-08-01,19.4513
2022-08-02,19.4618
2022-08-03,19.4008
2022-08-04,19.4198
2022-08-05,19.2409
2022-08-06,19.2409
2022-08-07,19.2409
2022-08-08,19.1925
2022-08-09,19.1862
2022-08-10,19.0641
2022-08-11,19.041
2022-08-12,19.2598
2022-08-13,19.2598
2022-08-14,19.2598
2022-08-15,19.3566
2022-08-16,19.4745
2022-08-17,19.3671
2022-08-18,19.304
2022-08-19,19.283
2022-08-20,19.283
2022-08-21,19.283
2022-08-22,18.9926
2022-08-23,18.7884
2022-08-24,18.6222
2022-08-25,18.7337
2022-08-26,18.679
2022-08-27,18.679
2022-08-28,18.679
2022-08-29,18.639
2022-08-30,18.3086
2022-08-31,18.1992
2022-09-01,18.2118
2022-09-02,18.1739
2022-09-03,18.1739
2022-09-04,18.1739
2022-09-05,18.1739
2022-09-06,18.3423
2022-09-07,18.578
2022-09-08,18.3444
2022-09-09,18.4223
2022-09-10,18.4223
2022-09-11,18.4223
2022-09-12,18.6453
2022-09-13,18.2476
2022-09-14,18.4286
2022-09-15,18.2665
2022-09-16,18.2644
2022-09-17,18.2644
2022-09-18,18.2644
2022-09-19,18.376
2022-09-20,18.2623
2022-09-21,18.1129
2022-09-22,18.1255
2022-09-23,18.0477
2022-09-24,18.0477
2022-09-25,18.0477
2022-09-26,17.9277
2022-09-27,17.772
2022-09-28,17.9424
2022-09-29,17.631
2022-09-30,18.096
2022-10-01,18.096
2022-10-02,18.096
2022-10-03,18.2966
2022-10-04,18.4993
2022-10-05,18.2628
2022-10-06,18.0812
2022-10-07,17.9587
2022-10-08,17.9587
2022-10-09,17.9587
2022-10-10,17.9714
2022-10-11,18.3451
2022-10-12,18.2163
2022-10-13,18.5668
2022-10-14,18.5035
2022-10-15,18.5035
2022-10-16,18.5035
2022-10-17,18.6407
2022-10-18,18.8329
2022-10-19,18.6893
2022-10-20,18.4697
2022-10-21,18.609
2022-10-22,18.609
2022-10-23,18.609
2022-10-24,18.533
2022-10-25,18.74
2022-10-26,18.7906
2022-10-27,18.9553
2022-10-28,19.0968
2022-10-29,19.0968
2022-10-30,19.0968
2022-10-31,19.0904
2022-11-01,19.0187
2022-11-02,18.8181
2022-11-03,18.6703
2022-11-04,18.7843
2022-11-05,18.7843
2022-11-06,18.7843
2022-11-07,18.4254
2022-11-08,18.3367
2022-11-09,18.7586
2022-11-10,19.122
2022-11-11,19.1458
2022-11-12,19.1458
2022-11-13,19.1458
2022-11-14,19.2107
2022-11-15,19.3016
2022-11-16,19.2929
2022-11-17,19.1913
2022-11-18,19.4703
2022-11-19,19.4703
2022-11-20,19.4703
2022-11-21,19.6066
2022-11-22,19.6975
2022-11-23,19.6694
2022-11-24,19.6694
2022-11-25,19.6651
2022-11-26,19.6651
2022-11-27,19.6651
2022-11-28,19.6066
2022-11-29,19.6261
2022-11-30,19.7776
2022-12-01,19.2454
2022-12-02,19.0355
2022-12-03,19.0355
2022-12-04,19.0355
2022-12-05,19.1761
2022-12-06,19.2216
2022-12-07,19.3665
2022-12-08,19.2821
2022-12-09,19.3146
2022-12-10,19.3146
2022-12-11,19.3146
2022-12-12,19.399
2022-12-13,19.2951
2022-12-14,19.1761
2022-12-15,19.0853
2022-12-16,18.9619
2022-12-17,18.9619
2022-12-18,18.9619
2022-12-19,19.068
2022-12-20,19.1502
2022-12-21,19.1783
2022-12-22,19.0506
2022-12-23,19.2605
2022-12-24,19.2605
2022-12-25,19.2605
2022-12-26,19.2605
2022-12-27,19.2951
2022-12-28,19.1718
2022-12-29,19.3795
2022-12-30,19.1386
2022-12-31,19.1386
2023-01-01,19.1386
2023-01-02,19.1386
2023-01-03,19.2804
2023-01-04,19.3938
2023-01-05,19.2561
2023-01-06,19.4748
2023-01-07,19.4748
2023-01-08,19.4748
2023-01-09,19.3695
2023-01-10,19.3776
2023-01-11,19.4768
2023-01-12,19.5659
2023-01-13,19.5416
2023-01-14,19.5416
2023-01-15,19.5416
2023-01-16,19.5416
2023-01-17,19.5416
2023-01-18,19.3432
2023-01-19,19.3229
2023-01-20,19.3756
2023-01-21,19.3756
2023-01-22,19.3756
2023-01-23,19.4485
2023-01-24,19.4971
2023-01-25,19.4667
2023-01-26,19.5153
2023-01-27,19.6348
2023-01-28,19.6348
2023-01-29,19.6348
2023-01-30,19.4424
2023-01-31,19.6551
2023-02-01,19.8556
2023-02-02,20.0865
2023-02-03,19.9852
2023-02-04,19.9852
2023-02-05,19.9852
2023-02-06,19.9528
2023-02-07,19.9042
2023-02-08,19.4039
2023-02-09,19.0758
2023-02-10,19.331
2023-02-11,19.331
2023-02-12,19.331
2023-02-13,19.412
2023-02-14,19.2561
2023-02-15,19.3411
2023-02-16,19.3026
2023-02-17,19.4383
2023-02-18,19.4383
2023-02-19,19.4383
2023-02-20,19.4383
2023-02-21,19.1831
2023-02-22,19.2702
2023-02-23,19.252
2023-02-24,19.1366
2023-02-25,19.1366
2023-02-26,19.1366
2023-02-27,19.171
2023-02-28,19.2905
2023-03-01,19.0272
2023-03-02,19.1852
2023-03-03,19.2763
2023-03-04,19.2763
2023-03-05,19.2763
2023-03-06,19.1021
2023-03-07,19.011
2023-03-08,19.0312
2023-03-09,18.8874
2023-03-10,18.7416
2023-03-11,18.7416
2023-03-12,18.7416
2023-03-13,18.8368
2023-03-14,18.9948
2023-03-15,19.2399
2023-03-16,19.2439
2023-03-17,19.0799
2023-03-18,19.0799
2023-03-19,19.0799
