,JLL US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,15.3656
2020-01-02,15.4509
2020-01-03,15.3482
2020-01-04,15.3482
2020-01-05,15.3482
2020-01-06,15.3413
2020-01-07,15.2698
2020-01-08,15.111
2020-01-09,15.2241
2020-01-10,15.1193
2020-01-11,15.1193
2020-01-12,15.1193
2020-01-13,15.1699
2020-01-14,14.9875
2020-01-15,15.1658
2020-01-16,15.1568
2020-01-17,15.2164
2020-01-18,15.2164
2020-01-19,15.2164
2020-01-20,15.2164
2020-01-21,15.1096
2020-01-22,15.034
2020-01-23,15.0763
2020-01-24,15.0444
2020-01-25,15.0444
2020-01-26,15.0444
2020-01-27,14.975
2020-01-28,15.1581
2020-01-29,15.1422
2020-01-30,15.188
2020-01-31,15.0693
2020-02-01,15.0693
2020-02-02,15.0693
2020-02-03,15.3219
2020-02-04,15.4356
2020-02-05,15.5786
2020-02-06,15.2907
2020-02-07,15.2712
2020-02-08,15.2712
2020-02-09,15.2712
2020-02-10,15.2553
2020-02-11,14.7468
2020-02-12,15.1026
2020-02-13,15.0895
2020-02-14,15.1748
2020-02-15,15.1748
2020-02-16,15.1748
2020-02-17,15.1748
2020-02-18,15.0846
2020-02-19,14.7981
2020-02-20,14.7939
2020-02-21,14.4713
2020-02-22,14.4713
2020-02-23,14.4713
2020-02-24,13.9927
2020-02-25,13.4481
2020-02-26,13.2608
2020-02-27,13.3461
2020-02-28,13.5457
2020-02-29,13.5457
2020-03-01,13.5457
2020-03-02,13.6762
2020-03-03,13.8248
2020-03-04,13.9032
2020-03-05,13.6026
2020-03-06,13.3604
2020-03-07,13.3604
2020-03-08,13.3604
2020-03-09,12.7787
2020-03-10,13.3513
2020-03-11,12.9647
2020-03-12,11.7749
2020-03-13,12.5989
2020-03-14,12.5989
2020-03-15,12.5989
2020-03-16,11.0954
2020-03-17,10.6185
2020-03-18,9.723
2020-03-19,10.2159
2020-03-20,9.4981
2020-03-21,9.4981
2020-03-22,9.4981
2020-03-23,8.9442
2020-03-24,9.344
2020-03-25,9.6196
2020-03-26,10.3804
2020-03-27,10.211
2020-03-28,10.211
2020-03-29,10.211
2020-03-30,10.7462
2020-03-31,11.5186
2020-04-01,11.0663
2020-04-02,10.9132
2020-04-03,10.5257
2020-04-04,10.5257
2020-04-05,10.5257
2020-04-06,11.0109
2020-04-07,11.5959
2020-04-08,12.2204
2020-04-09,12.502
2020-04-10,12.502
2020-04-11,12.502
2020-04-12,12.502
2020-04-13,11.9963
2020-04-14,12.1213
2020-04-15,11.9252
2020-04-16,11.9232
2020-04-17,11.9389
2020-04-18,11.9389
2020-04-19,11.9389
2020-04-20,11.436
2020-04-21,11.3902
2020-04-22,11.3484
2020-04-23,11.566
2020-04-24,11.6296
2020-04-25,11.6296
2020-04-26,11.6296
2020-04-27,11.9245
2020-04-28,11.8917
2020-04-29,12.1599
2020-04-30,11.8417
2020-05-01,11.5339
2020-05-02,11.5339
2020-05-03,11.5339
2020-05-04,11.5318
2020-05-05,11.6248
2020-05-06,11.2195
2020-05-07,11.6622
2020-05-08,11.7463
2020-05-09,11.7463
2020-05-10,11.7463
2020-05-11,11.461
2020-05-12,10.9246
2020-05-13,10.434
2020-05-14,10.486
2020-05-15,10.5079
2020-05-16,10.5079
2020-05-17,10.5079
2020-05-18,11.0607
2020-05-19,11.0395
2020-05-20,11.2345
2020-05-21,11.3385
2020-05-22,11.0204
2020-05-23,11.0204
2020-05-24,11.0204
2020-05-25,11.0204
2020-05-26,11.4815
2020-05-27,11.8859
2020-05-28,11.7477
2020-05-29,11.6245
2020-05-30,11.6245
2020-05-31,11.6245
2020-06-01,11.63
2020-06-02,11.8428
2020-06-03,12.4504
2020-06-04,12.5947
2020-06-05,13.0121
2020-06-06,13.0121
2020-06-07,13.0121
2020-06-08,13.2071
2020-06-09,12.8506
2020-06-10,12.5113
2020-06-11,11.8387
2020-06-12,12.0877
2020-06-13,12.0877
2020-06-14,12.0877
2020-06-15,11.9899
2020-06-16,12.1842
2020-06-17,11.8982
2020-06-18,11.8284
2020-06-19,11.7607
2020-06-20,11.7607
2020-06-21,11.7607
2020-06-22,11.6375
2020-06-23,11.7039
2020-06-24,11.5123
2020-06-25,11.5308
2020-06-26,11.3317
2020-06-27,11.3317
2020-06-28,11.3317
2020-06-29,11.5424
2020-06-30,12.1191
2020-07-01,12.052
2020-07-02,12.2584
2020-07-03,12.2584
2020-07-04,12.2584
2020-07-05,12.2584
2020-07-06,12.5009
2020-07-07,12.1519
2020-07-08,12.1745
2020-07-09,12.0612
2020-07-10,12.1955
2020-07-11,12.1955
2020-07-12,12.1955
2020-07-13,12.0293
2020-07-14,12.0402
2020-07-15,12.459
2020-07-16,12.2374
2020-07-17,12.2987
2020-07-18,12.2987
2020-07-19,12.2987
2020-07-20,11.9446
2020-07-21,11.8624
2020-07-22,11.9438
2020-07-23,12.0142
2020-07-24,11.8338
2020-07-25,11.8338
2020-07-26,11.8338
2020-07-27,11.6937
2020-07-28,11.5737
2020-07-29,11.6492
2020-07-30,11.7508
2020-07-31,11.7373
2020-08-01,11.7373
2020-08-02,11.7373
2020-08-03,11.3186
2020-08-04,11.3581
2020-08-05,11.5041
2020-08-06,11.0117
2020-08-07,11.4097
2020-08-08,11.4097
2020-08-09,11.4097
2020-08-10,11.7009
2020-08-11,12.3076
2020-08-12,12.178
2020-08-13,11.7615
2020-08-14,11.8827
2020-08-15,11.8827
2020-08-16,11.8827
2020-08-17,11.8843
2020-08-18,11.5991
2020-08-19,11.578
2020-08-20,11.3845
2020-08-21,11.5898
2020-08-22,11.5898
2020-08-23,11.5898
2020-08-24,11.9937
2020-08-25,12.1057
2020-08-26,12.1511
2020-08-27,12.2218
2020-08-28,12.2563
2020-08-29,12.2563
2020-08-30,12.2563
2020-08-31,12.109
2020-09-01,12.0686
2020-09-02,12.2622
2020-09-03,12.1023
2020-09-04,12.1082
2020-09-05,12.1082
2020-09-06,12.1082
2020-09-07,12.1082
2020-09-08,11.955
2020-09-09,12.125
2020-09-10,11.9281
2020-09-11,11.9163
2020-09-12,11.9163
2020-09-13,11.9163
2020-09-14,12.3531
2020-09-15,12.4423
2020-09-16,12.4364
2020-09-17,12.364
2020-09-18,12.1242
2020-09-19,12.1242
2020-09-20,12.1242
2020-09-21,11.7463
2020-09-22,11.5073
2020-09-23,11.2035
2020-09-24,11.3752
2020-09-25,11.4324
2020-09-26,11.4324
2020-09-27,11.4324
2020-09-28,11.6403
2020-09-29,11.5267
2020-09-30,11.2326
2020-10-01,11.3053
2020-10-02,11.5388
2020-10-03,11.5388
2020-10-04,11.5388
2020-10-05,11.7439
2020-10-06,11.9567
2020-10-07,12.0795
2020-10-08,12.2975
2020-10-09,12.2248
2020-10-10,12.2248
2020-10-11,12.2248
2020-10-12,12.3208
2020-10-13,12.3087
2020-10-14,12.3304
2020-10-15,12.5016
2020-10-16,12.3727
2020-10-17,12.3727
2020-10-18,12.3727
2020-10-19,12.397
2020-10-20,12.4584
2020-10-21,12.5077
2020-10-22,12.5951
2020-10-23,12.634
2020-10-24,12.634
2020-10-25,12.634
2020-10-26,12.5137
2020-10-27,12.115
2020-10-28,11.7491
2020-10-29,12.7412
2020-10-30,12.7205
2020-10-31,12.7205
2020-11-01,12.7205
2020-11-02,13.0555
2020-11-03,12.8361
2020-11-04,12.7307
2020-11-05,13.2286
2020-11-06,12.9638
2020-11-07,12.9638
2020-11-08,12.9638
2020-11-09,14.7104
2020-11-10,14.4122
2020-11-11,14.0497
2020-11-12,13.9014
2020-11-13,14.3093
2020-11-14,14.3093
2020-11-15,14.3093
2020-11-16,14.7893
2020-11-17,15.0267
2020-11-18,14.7516
2020-11-19,14.4619
2020-11-20,14.2545
2020-11-21,14.2545
2020-11-22,14.2545
2020-11-23,14.6119
2020-11-24,15.019
2020-11-25,14.7207
2020-11-26,14.7207
2020-11-27,14.4388
2020-11-28,14.4388
2020-11-29,14.4388
2020-11-30,14.2956
2020-12-01,14.4345
2020-12-02,14.5459
2020-12-03,14.8656
2020-12-04,15.3944
2020-12-05,15.3944
2020-12-06,15.3944
2020-12-07,15.6343
2020-12-08,15.7457
2020-12-09,15.822
2020-12-10,16.0423
2020-12-11,15.6652
2020-12-12,15.6652
2020-12-13,15.6652
2020-12-14,15.4158
2020-12-15,15.8889
2020-12-16,15.9163
2020-12-17,15.5992
2020-12-18,15.6703
2020-12-19,15.6703
2020-12-20,15.6703
2020-12-21,15.5263
2020-12-22,15.7338
2020-12-23,15.972
2020-12-24,16.1357
2020-12-25,16.1357
2020-12-26,16.1357
2020-12-27,16.1357
2020-12-28,16.0543
2020-12-29,15.888
2020-12-30,15.7475
2020-12-31,18.4436
2021-01-01,18.4436
2021-01-02,18.4436
2021-01-03,18.4436
2021-01-04,17.8894
2021-01-05,17.9802
2021-01-06,18.4298
2021-01-07,18.3995
2021-01-08,18.5647
2021-01-09,18.5647
2021-01-10,18.5647
2021-01-11,18.6115
2021-01-12,18.8492
2021-01-13,18.3399
2021-01-14,18.5078
2021-01-15,18.4372
2021-01-16,18.4372
2021-01-17,18.4372
2021-01-18,18.4372
2021-01-19,18.5665
2021-01-20,18.9703
2021-01-21,18.9905
2021-01-22,19.5016
2021-01-23,19.5016
2021-01-24,19.5016
2021-01-25,19.3869
2021-01-26,18.8455
2021-01-27,18.8005
2021-01-28,18.9409
2021-01-29,18.2454
2021-01-30,18.2454
2021-01-31,18.2454
2021-02-01,18.7051
2021-02-02,18.8115
2021-02-03,18.5932
2021-02-04,18.8932
2021-02-05,18.9841
2021-02-06,18.9841
2021-02-07,18.9841
2021-02-08,19.2089
2021-02-09,19.1272
2021-02-10,18.9896
2021-02-11,19.2116
