,NXST US Equity
2023-03-17,9.7329
2023-03-18,9.7329
2023-03-19,9.7329
2023-03-20,9.7769
2023-03-21,9.8451
2023-03-22,9.7955
2023-03-23,9.7753
2023-03-24,9.7625
2023-03-25,9.7625
2023-03-26,9.7625
2023-03-27,9.9847
2023-03-28,9.9224
2023-03-29,10.0457
2023-03-30,10.0346
2023-03-31,10.9553
2023-04-01,10.9553
2023-04-02,10.9553
2023-04-03,10.9602
2023-04-04,10.8902
2023-04-05,10.9581
2023-04-06,10.9645
2023-04-07,10.9645
2023-04-08,10.9645
2023-04-09,10.9645
2023-04-10,11.0612
2023-04-11,11.1019
2023-04-12,11.026
2023-04-13,11.0936
2023-04-14,11.1349
2023-04-15,11.1349
2023-04-16,11.1349
2023-04-17,11.1172
2023-04-18,11.0514
2023-04-19,11.0682
2023-04-20,11.0465
2023-04-21,10.9568
2023-04-22,10.9568
2023-04-23,10.9568
2023-04-24,10.9978
2023-04-25,10.8874
2023-04-26,10.8553
2023-04-27,10.9587
2023-04-28,10.9795
2023-04-29,10.9795
2023-04-30,10.9795
2023-05-01,10.9832
2023-05-02,10.7981
2023-05-03,10.7271
2023-05-04,10.4637
2023-05-05,10.6983
2023-05-06,10.6983
2023-05-07,10.6983
2023-05-08,10.7519
2023-05-09,10.5717
2023-05-10,10.4467
2023-05-11,10.3623
2023-05-12,10.4402
2023-05-13,10.4402
2023-05-14,10.4402
2023-05-15,10.4897
2023-05-16,10.4217
2023-05-17,10.5443
2023-05-18,10.5395
2023-05-19,10.4554
2023-05-20,10.4554
2023-05-21,10.4554
2023-05-22,10.4652
2023-05-23,10.4136
2023-05-24,10.3143
2023-05-25,10.2021
2023-05-26,10.2233
2023-05-27,10.2233
2023-05-28,10.2233
2023-05-29,10.2233
2023-05-30,10.226
2023-05-31,10.1755
2023-06-01,10.2158
2023-06-02,10.3769
2023-06-03,10.3769
2023-06-04,10.3769
2023-06-05,10.3501
2023-06-06,10.484
2023-06-07,10.6436
2023-06-08,10.695
2023-06-09,10.6108
2023-06-10,10.6108
2023-06-11,10.6108
2023-06-12,10.6738
2023-06-13,10.6941
2023-06-14,10.6272
2023-06-15,10.6523
2023-06-16,10.5965
2023-06-17,10.5965
2023-06-18,10.5965
2023-06-19,10.5965
2023-06-20,10.5204
2023-06-21,10.5249
2023-06-22,10.442
2023-06-23,10.3918
2023-06-24,10.3918
2023-06-25,10.3918
2023-06-26,10.5804
2023-06-27,10.6817
2023-06-28,10.6254
2023-06-29,10.72
2023-06-30,12.2472
2023-07-01,12.2472
2023-07-02,12.2472
2023-07-03,12.2667
2023-07-04,12.2667
2023-07-05,12.2684
2023-07-06,12.2804
2023-07-07,12.3766
2023-07-08,12.3766
2023-07-09,12.3766
2023-07-10,12.4495
2023-07-11,12.5395
2023-07-12,12.6036
2023-07-13,12.6556
2023-07-14,12.5365
2023-07-15,12.5365
2023-07-16,12.5365
2023-07-17,12.568
2023-07-18,12.812
2023-07-19,12.7774
2023-07-20,12.8257
2023-07-21,12.7189
2023-07-22,12.7189
2023-07-23,12.7189
2023-07-24,12.7309
2023-07-25,12.7432
2023-07-26,12.7685
2023-07-27,12.7172
2023-07-28,12.7901
2023-07-29,12.7901
2023-07-30,12.7901
2023-07-31,12.9376
2023-08-01,12.7826
2023-08-02,12.7045
2023-08-03,12.5549
2023-08-04,12.7668
2023-08-05,12.7668
2023-08-06,12.7668
2023-08-07,12.849
2023-08-08,12.4651
2023-08-09,12.0786
2023-08-10,12.0866
2023-08-11,12.0639
2023-08-12,12.0639
2023-08-13,12.0639
2023-08-14,11.9748
2023-08-15,11.9664
2023-08-16,11.7896
2023-08-17,11.8287
2023-08-18,11.8247
2023-08-19,11.8247
2023-08-20,11.8247
2023-08-21,11.9383
2023-08-22,11.7983
2023-08-23,11.7949
2023-08-24,11.8482
2023-08-25,11.807
2023-08-26,11.807
2023-08-27,11.807
2023-08-28,11.9068
2023-08-29,12.0595
2023-08-30,12.1054
2023-08-31,11.9985
2023-09-01,11.2852
2023-09-02,11.2852
2023-09-03,11.2852
2023-09-04,11.2852
2023-09-05,11.2426
2023-09-06,11.2668
2023-09-07,11.0223
2023-09-08,11.0316
2023-09-09,11.0316
2023-09-10,11.0316
2023-09-11,11.3347
2023-09-12,11.4777
2023-09-13,11.5568
2023-09-14,11.8328
2023-09-15,11.6382
2023-09-16,11.6382
2023-09-17,11.6382
2023-09-18,11.5722
2023-09-19,11.6027
2023-09-20,11.3006
2023-09-21,11.3589
2023-09-22,11.2256
2023-09-23,11.2256
2023-09-24,11.2256
2023-09-25,11.1331
2023-09-26,11.1412
2023-09-27,11.2286
2023-09-28,11.2564
2023-09-29,15.326
2023-09-30,15.326
2023-10-01,15.326
2023-10-02,15.2072
2023-10-03,14.9807
2023-10-04,14.962
2023-10-05,14.8963
2023-10-06,14.9977
2023-10-07,14.9977
2023-10-08,14.9977
2023-10-09,15.1076
2023-10-10,15.2979
2023-10-11,15.2974
2023-10-12,15.1518
2023-10-13,15.1983
2023-10-14,15.1983
2023-10-15,15.1983
2023-10-16,15.4046
2023-10-17,15.4958
2023-10-18,15.3215
2023-10-19,15.3032
2023-10-20,15.1965
2023-10-21,15.1965
2023-10-22,15.1965
2023-10-23,15.1384
2023-10-24,15.2108
2023-10-25,15.0754
2023-10-26,15.0169
2023-10-27,14.9745
2023-10-28,14.9745
2023-10-29,14.9745
2023-10-30,15.0835
2023-10-31,15.179
2023-11-01,15.1951
2023-11-02,15.6655
2023-11-03,15.9277
2023-11-04,15.9277
2023-11-05,15.9277
2023-11-06,15.7919
2023-11-07,15.6874
2023-11-08,15.2899
2023-11-09,15.1534
2023-11-10,15.2441
2023-11-11,15.2441
2023-11-12,15.2441
2023-11-13,15.1305
2023-11-14,15.3577
2023-11-15,15.3798
2023-11-16,15.2869
2023-11-17,15.3975
2023-11-18,15.3975
2023-11-19,15.3975
2023-11-20,15.4528
2023-11-21,15.3867
2023-11-22,15.378
2023-11-23,15.378
2023-11-24,15.397
2023-11-25,15.397
2023-11-26,15.397
2023-11-27,15.235
2023-11-28,15.0957
2023-11-29,15.1715
2023-11-30,15.0536
2023-12-01,15.3642
2023-12-02,15.3642
2023-12-03,15.3642
2023-12-04,15.353
2023-12-05,15.0691
2023-12-06,15.0475
2023-12-07,15.0734
2023-12-08,15.343
2023-12-09,15.343
2023-12-10,15.343
2023-12-11,15.2463
2023-12-12,15.14
2023-12-13,15.4644
2023-12-14,15.7427
2023-12-15,15.6023
2023-12-16,15.6023
2023-12-17,15.6023
2023-12-18,15.683
2023-12-19,15.8144
2023-12-20,15.6493
2023-12-21,15.807
2023-12-22,15.7038
2023-12-23,15.7038
2023-12-24,15.7038
2023-12-25,15.7038
2023-12-26,15.7612
2023-12-27,15.7167
2023-12-28,15.7854
2023-12-29,17.0904
2023-12-30,17.0904
2023-12-31,17.0904
2024-01-01,17.0904
2024-01-02,17.2536
2024-01-03,17.0894
2024-01-04,17.1732
2024-01-05,17.2489
2024-01-06,17.2489
2024-01-07,17.2489
2024-01-08,17.8134
2024-01-09,17.8214
2024-01-10,17.7489
2024-01-11,17.8096
2024-01-12,17.7993
2024-01-13,17.7993
2024-01-14,17.7993
2024-01-15,17.7993
2024-01-16,17.6845
2024-01-17,17.5993
2024-01-18,17.5913
2024-01-19,17.8327
2024-01-20,17.8327
2024-01-21,17.8327
2024-01-22,18.0152
2024-01-23,17.8816
2024-01-24,17.8077
2024-01-25,18.0302
2024-01-26,18.2137
2024-01-27,18.2137
2024-01-28,18.2137
2024-01-29,18.1822
2024-01-30,18.192
2024-01-31,18.0763
2024-02-01,18.1135
2024-02-02,18.0302
2024-02-03,18.0302
2024-02-04,18.0302
2024-02-05,17.7875
2024-02-06,17.851
2024-02-07,17.2108
2024-02-08,17.2846
2024-02-09,17.3712
2024-02-10,17.3712
2024-02-11,17.3712
2024-02-12,17.6652
2024-02-13,17.4474
2024-02-14,17.7085
2024-02-15,17.8957
2024-02-16,17.891
2024-02-17,17.891
2024-02-18,17.891
2024-02-19,17.891
2024-02-20,17.7202
2024-02-21,17.7226
2024-02-22,17.7263
2024-02-23,17.4168
2024-02-24,17.4168
2024-02-25,17.4168
2024-02-26,17.2696
2024-02-27,17.3561
2024-02-28,17.3547
2024-02-29,17.4177
2024-03-01,17.3028
2024-03-02,17.3028
2024-03-03,17.3028
2024-03-04,16.951
2024-03-05,17.0071
2024-03-06,17.1619
2024-03-07,17.2453
2024-03-08,17.294
2024-03-09,17.294
2024-03-10,17.294
2024-03-11,17.402
2024-03-12,17.3806
2024-03-13,17.5651
2024-03-14,17.4339
2024-03-15,17.2921
2024-03-16,17.2921
2024-03-17,17.2921
2024-03-18,17.1063
2024-03-19,17.3195
2024-03-20,17.4478
2024-03-21,17.4798
2024-03-22,17.3524
2024-03-23,17.3524
2024-03-24,17.3524
2024-03-25,17.4636
2024-03-26,17.5368
2024-03-27,17.6828
2024-03-28,17.7013
2024-03-29,17.7013
2024-03-30,17.7013
2024-03-31,17.7013
2024-04-01,17.6012
2024-04-02,17.5016
2024-04-03,17.5897
2024-04-04,17.5146
2024-04-05,17.4775
2024-04-06,17.4775
2024-04-07,17.4775
2024-04-08,17.402
