,REGN US Equity
2020-11-02,17.8779
2020-11-03,18.1748
2020-11-04,19.2075
2020-11-05,19.325
2020-11-06,18.9522
2020-11-07,18.9522
2020-11-08,18.9522
2020-11-09,18.5897
2020-11-10,18.3016
2020-11-11,18.596
2020-11-12,18.2173
2020-11-13,18.551
2020-11-14,18.551
2020-11-15,18.551
2020-11-16,18.3041
2020-11-17,17.5729
2020-11-18,16.912
2020-11-19,16.7623
2020-11-20,16.9016
2020-11-21,16.9016
2020-11-22,16.9016
2020-11-23,17.0701
2020-11-24,16.4645
2020-11-25,16.5409
2020-11-26,16.5409
2020-11-27,16.7394
2020-11-28,16.7394
2020-11-29,16.7394
2020-11-30,16.8079
2020-12-01,16.7401
2020-12-02,16.4309
2020-12-03,16.2134
2020-12-04,15.9924
2020-12-05,15.9924
2020-12-06,15.9924
2020-12-07,16.0948
2020-12-08,16.1546
2020-12-09,15.8606
2020-12-10,15.5265
2020-12-11,15.5538
2020-12-12,15.5538
2020-12-13,15.5538
2020-12-14,16.2666
2020-12-15,15.9696
2020-12-16,15.789
2020-12-17,16.1224
2020-12-18,16.2151
2020-12-19,16.2151
2020-12-20,16.2151
2020-12-21,16.1408
2020-12-22,15.9097
2020-12-23,15.9834
2020-12-24,15.8706
2020-12-25,15.8706
2020-12-26,15.8706
2020-12-27,15.8706
2020-12-28,15.6642
2020-12-29,15.7077
2020-12-30,15.503
2020-12-31,13.2875
2021-01-01,13.2875
2021-01-02,13.2875
2021-01-03,13.2875
2021-01-04,13.28
2021-01-05,13.2976
2021-01-06,12.899
2021-01-07,13.2305
2021-01-08,13.7535
2021-01-09,13.7535
2021-01-10,13.7535
2021-01-11,13.8785
2021-01-12,13.9629
2021-01-13,14.1464
2021-01-14,14.3257
2021-01-15,14.3263
2021-01-16,14.3263
2021-01-17,14.3263
2021-01-18,14.3263
2021-01-19,14.8025
2021-01-20,15.0525
2021-01-21,14.8499
2021-01-22,14.9185
2021-01-23,14.9185
2021-01-24,14.9185
2021-01-25,15.2294
2021-01-26,15.1071
2021-01-27,14.2556
2021-01-28,13.9784
2021-01-29,13.9059
2021-01-30,13.9059
2021-01-31,13.9059
2021-02-01,14.0324
2021-02-02,13.7908
2021-02-03,13.5282
2021-02-04,13.7568
2021-02-05,13.7609
2021-02-06,13.7609
2021-02-07,13.7609
2021-02-08,13.6981
2021-02-09,13.5717
2021-02-10,13.5879
2021-02-11,13.5675
2021-02-12,13.4201
2021-02-13,13.4201
2021-02-14,13.4201
2021-02-15,13.4201
2021-02-16,13.2731
2021-02-17,13.3021
2021-02-18,13.1628
2021-02-19,12.9634
2021-02-20,12.9634
2021-02-21,12.9634
2021-02-22,12.6701
2021-02-23,12.8933
2021-02-24,12.6108
2021-02-25,12.4488
2021-02-26,12.3703
2021-02-27,12.3703
2021-02-28,12.3703
2021-03-01,12.7441
2021-03-02,12.4988
2021-03-03,12.2553
2021-03-04,12.3346
2021-03-05,12.6998
2021-03-06,12.6998
2021-03-07,12.6998
2021-03-08,12.7483
2021-03-09,12.9711
2021-03-10,12.8909
2021-03-11,12.9511
2021-03-12,12.996
2021-03-13,12.996
2021-03-14,12.996
2021-03-15,13.3698
2021-03-16,13.3168
2021-03-17,13.7314
2021-03-18,13.0925
2021-03-19,13.0631
2021-03-20,13.0631
2021-03-21,13.0631
2021-03-22,13.3483
2021-03-23,12.9451
2021-03-24,12.6623
2021-03-25,12.757
2021-03-26,13.1593
2021-03-27,13.1593
2021-03-28,13.1593
2021-03-29,13.2973
2021-03-30,12.9723
2021-03-31,11.6158
2021-04-01,11.6638
2021-04-02,11.6638
2021-04-03,11.6638
2021-04-04,11.6638
2021-04-05,11.9224
2021-04-06,11.7645
2021-04-07,11.8481
2021-04-08,11.7022
2021-04-09,11.6703
2021-04-10,11.6703
2021-04-11,11.6703
2021-04-12,11.6066
2021-04-13,11.7205
2021-04-14,11.8311
2021-04-15,12.1932
2021-04-16,12.4069
2021-04-17,12.4069
2021-04-18,12.4069
2021-04-19,12.3288
2021-04-20,12.4558
2021-04-21,12.5111
2021-04-22,12.0801
2021-04-23,11.9575
2021-04-24,11.9575
2021-04-25,11.9575
2021-04-26,12.292
2021-04-27,12.0421
2021-04-28,11.9342
2021-04-29,11.8603
2021-04-30,11.7615
2021-05-01,11.7615
2021-05-02,11.7615
2021-05-03,11.9569
2021-05-04,11.8651
2021-05-05,11.7914
2021-05-06,12.2281
2021-05-07,12.1766
2021-05-08,12.1766
2021-05-09,12.1766
2021-05-10,12.3259
2021-05-11,12.2952
2021-05-12,12.4541
2021-05-13,12.722
2021-05-14,12.7073
2021-05-15,12.7073
2021-05-16,12.7073
2021-05-17,12.8972
2021-05-18,12.6966
2021-05-19,12.5377
2021-05-20,12.6162
2021-05-21,12.4429
2021-05-22,12.4429
2021-05-23,12.4429
2021-05-24,12.2759
2021-05-25,12.2108
2021-05-26,12.1875
2021-05-27,12.1389
2021-05-28,12.3283
2021-05-29,12.3283
2021-05-30,12.3283
2021-05-31,12.3283
2021-06-01,12.3497
2021-06-02,12.4065
2021-06-03,12.4146
2021-06-04,12.5809
2021-06-05,12.5809
2021-06-06,12.5809
2021-06-07,12.6637
2021-06-08,12.4349
2021-06-09,12.847
2021-06-10,13.1191
2021-06-11,12.9458
2021-06-12,12.9458
2021-06-13,12.9458
2021-06-14,13.0312
2021-06-15,12.9976
2021-06-16,12.8932
2021-06-17,13.2251
2021-06-18,13.2762
2021-06-19,13.2762
2021-06-20,13.2762
2021-06-21,13.1787
2021-06-22,13.172
2021-06-23,13.0593
2021-06-24,13.4506
2021-06-25,13.6135
2021-06-26,13.6135
2021-06-27,13.6135
2021-06-28,13.4038
2021-06-29,13.4914
2021-06-30,8.143
2021-07-01,8.3995
2021-07-02,8.5434
2021-07-03,8.5434
2021-07-04,8.5434
2021-07-05,8.5434
2021-07-06,8.5212
2021-07-07,8.5794
2021-07-08,8.4043
2021-07-09,8.4917
2021-07-10,8.4917
2021-07-11,8.4917
2021-07-12,8.3901
2021-07-13,8.4376
2021-07-14,8.5022
2021-07-15,8.634
2021-07-16,8.537
2021-07-17,8.537
2021-07-18,8.537
2021-07-19,8.5687
2021-07-20,8.6008
2021-07-21,8.5446
2021-07-22,8.595
2021-07-23,8.5866
2021-07-24,8.5866
2021-07-25,8.5866
2021-07-26,8.4499
2021-07-27,8.5014
2021-07-28,8.5876
2021-07-29,8.5352
2021-07-30,8.3993
2021-07-31,8.3993
2021-08-01,8.3993
2021-08-02,8.4395
2021-08-03,8.5891
2021-08-04,8.5005
2021-08-05,8.8808
2021-08-06,9.0152
2021-08-07,9.0152
2021-08-08,9.0152
2021-08-09,9.0645
2021-08-10,9.0811
2021-08-11,8.9766
2021-08-12,8.9694
2021-08-13,9.2382
2021-08-14,9.2382
2021-08-15,9.2382
2021-08-16,9.2992
2021-08-17,9.6009
2021-08-18,9.4108
2021-08-19,9.732
2021-08-20,9.8543
2021-08-21,9.8543
2021-08-22,9.8543
2021-08-23,9.9187
2021-08-24,9.9613
2021-08-25,9.9489
2021-08-26,9.8943
2021-08-27,9.8546
2021-08-28,9.8546
2021-08-29,9.8546
2021-08-30,10.0754
2021-08-31,10.0165
2021-09-01,10.1376
2021-09-02,10.0541
2021-09-03,10.1153
2021-09-04,10.1153
2021-09-05,10.1153
2021-09-06,10.1153
2021-09-07,9.943
2021-09-08,9.9491
2021-09-09,9.5796
2021-09-10,9.6497
2021-09-11,9.6497
2021-09-12,9.6497
2021-09-13,9.474
2021-09-14,9.5642
2021-09-15,9.6739
2021-09-16,9.6928
2021-09-17,9.6719
2021-09-18,9.6719
2021-09-19,9.6719
2021-09-20,9.496
2021-09-21,9.593
2021-09-22,9.5948
2021-09-23,9.586
2021-09-24,9.4641
2021-09-25,9.4641
2021-09-26,9.4641
2021-09-27,9.1466
2021-09-28,8.9213
2021-09-29,8.9486
2021-09-30,7.4935
2021-10-01,7.0013
2021-10-02,7.0013
2021-10-03,7.0013
2021-10-04,6.7814
2021-10-05,6.7167
2021-10-06,6.6548
2021-10-07,6.7327
2021-10-08,6.7041
2021-10-09,6.7041
2021-10-10,6.7041
2021-10-11,6.6503
2021-10-12,6.6243
2021-10-13,6.6626
2021-10-14,6.7843
2021-10-15,6.7502
2021-10-16,6.7502
2021-10-17,6.7502
2021-10-18,6.6105
2021-10-19,6.734
2021-10-20,6.8857
2021-10-21,6.981
2021-10-22,7.0238
2021-10-23,7.0238
2021-10-24,7.0238
2021-10-25,7.0788
2021-10-26,7.307
2021-10-27,7.2705
2021-10-28,7.7798
2021-10-29,7.9909
2021-10-30,7.9909
2021-10-31,7.9909
2021-11-01,7.9796
2021-11-02,7.9741
2021-11-03,8.1649
2021-11-04,8.1519
2021-11-05,7.6326
2021-11-06,7.6326
2021-11-07,7.6326
2021-11-08,7.7943
2021-11-09,7.7012
2021-11-10,7.7859
2021-11-11,7.8498
2021-11-12,7.9154
2021-11-13,7.9154
2021-11-14,7.9154
2021-11-15,8.1533
2021-11-16,8.0816
2021-11-17,8.0684
2021-11-18,8.1645
2021-11-19,8.2245
2021-11-20,8.2245
2021-11-21,8.2245
2021-11-22,8.0944
2021-11-23,8.1762
2021-11-24,8.1598
2021-11-25,8.1598
2021-11-26,8.0903
2021-11-27,8.0903
2021-11-28,8.0903
2021-11-29,8.2493
2021-11-30,7.9921
2021-12-01,7.9067
2021-12-02,7.9557
2021-12-03,7.9724
2021-12-04,7.9724
2021-12-05,7.9724
2021-12-06,7.8262
2021-12-07,7.9714
2021-12-08,8.2441
2021-12-09,8.4121
2021-12-10,8.4668
2021-12-11,8.4668
2021-12-12,8.4668
2021-12-13,8.332
2021-12-14,8.4877
2021-12-15,8.3001
2021-12-16,7.9232
2021-12-17,7.7439
2021-12-18,7.7439
2021-12-19,7.7439
2021-12-20,7.5117
2021-12-21,7.5645
2021-12-22,7.718
2021-12-23,7.8317
2021-12-24,7.8317
2021-12-25,7.8317
2021-12-26,7.8317
2021-12-27,7.9668
2021-12-28,8.0199
2021-12-29,8.1468
2021-12-30,8.0782
2021-12-31,6.492
2022-01-01,6.492
2022-01-02,6.492
2022-01-03,6.4389
2022-01-04,6.3153
2022-01-05,6.0545
2022-01-06,6.0944
2022-01-07,6.1579
2022-01-08,6.1579
2022-01-09,6.1579
2022-01-10,6.3688
2022-01-11,6.4267
2022-01-12,6.491
2022-01-13,6.3068
2022-01-14,6.2963
2022-01-15,6.2963
2022-01-16,6.2963
2022-01-17,6.2963
2022-01-18,6.248
2022-01-19,6.3308
2022-01-20,6.286
2022-01-21,6.3703
2022-01-22,6.3703
2022-01-23,6.3703
2022-01-24,6.3713
2022-01-25,6.1515
2022-01-26,6.1762
2022-01-27,6.2179
2022-01-28,6.4127
2022-01-29,6.4127
2022-01-30,6.4127
2022-01-31,6.2164
2022-02-01,6.2737
2022-02-02,6.3878
2022-02-03,6.3618
2022-02-04,6.3891
2022-02-05,6.3891
2022-02-06,6.3891
2022-02-07,6.4512
2022-02-08,6.3976
2022-02-09,6.4198
2022-02-10,6.401
2022-02-11,6.6459
2022-02-12,6.6459
2022-02-13,6.6459
2022-02-14,6.4654
2022-02-15,6.5457
2022-02-16,6.5548
2022-02-17,6.5041
2022-02-18,6.3635
2022-02-19,6.3635
2022-02-20,6.3635
2022-02-21,6.3635
2022-02-22,6.215
2022-02-23,6.2889
2022-02-24,6.2986
2022-02-25,6.4063
2022-02-26,6.4063
2022-02-27,6.4063
2022-02-28,6.4027
2022-03-01,6.2652
2022-03-02,6.3846
2022-03-03,6.3152
2022-03-04,6.4275
2022-03-05,6.4275
2022-03-06,6.4275
2022-03-07,6.4055
2022-03-08,6.3587
2022-03-09,6.4642
2022-03-10,6.5482
2022-03-11,6.6965
2022-03-12,6.6965
2022-03-13,6.6965
2022-03-14,6.8643
2022-03-15,6.9798
2022-03-16,7.126
2022-03-17,7.2139
2022-03-18,7.2225
2022-03-19,7.2225
2022-03-20,7.2225
2022-03-21,7.3106
2022-03-22,7.3038
2022-03-23,7.0197
2022-03-24,7.1475
2022-03-25,7.1508
2022-03-26,7.1508
2022-03-27,7.1508
2022-03-28,7.313
2022-03-29,7.374
2022-03-30,7.3006
2022-03-31,7.0796
2022-04-01,7.0367
2022-04-02,7.0367
2022-04-03,7.0367
2022-04-04,7.0795
2022-04-05,6.9966
2022-04-06,7.1982
2022-04-07,7.3587
2022-04-08,7.5621
2022-04-09,7.5621
2022-04-10,7.5621
2022-04-11,7.3655
2022-04-12,7.2869
2022-04-13,7.4791
2022-04-14,7.4926
2022-04-15,7.4926
2022-04-16,7.4926
2022-04-17,7.4926
2022-04-18,7.3754
2022-04-19,7.2921
2022-04-20,7.3326
2022-04-21,7.1714
2022-04-22,7.0551
2022-04-23,7.0551
2022-04-24,7.0551
2022-04-25,7.0822
2022-04-26,6.8949
2022-04-27,6.879
2022-04-28,6.904
2022-04-29,6.7051
2022-04-30,6.7051
2022-05-01,6.7051
2022-05-02,6.6194
2022-05-03,6.7217
2022-05-04,6.7262
2022-05-05,6.4666
2022-05-06,6.2694
2022-05-07,6.2694
2022-05-08,6.2694
2022-05-09,5.9882
2022-05-10,6.1733
2022-05-11,6.1486
2022-05-12,6.4012
2022-05-13,6.5409
2022-05-14,6.5409
2022-05-15,6.5409
2022-05-16,6.6555
2022-05-17,6.8072
2022-05-18,6.7062
2022-05-19,6.6814
2022-05-20,6.7296
2022-05-21,6.7296
2022-05-22,6.7296
2022-05-23,6.9805
2022-05-24,7.0302
2022-05-25,7.0889
2022-05-26,6.999
2022-05-27,7.1121
2022-05-28,7.1121
2022-05-29,7.1121
2022-05-30,7.1121
2022-05-31,6.7731
2022-06-01,6.7028
2022-06-02,6.3619
2022-06-03,6.3576
2022-06-04,6.3576
2022-06-05,6.3576
2022-06-06,6.1001
2022-06-07,6.1599
2022-06-08,6.0847
2022-06-09,5.6948
2022-06-10,5.6504
2022-06-11,5.6504
2022-06-12,5.6504
2022-06-13,5.3785
2022-06-14,5.367
2022-06-15,5.5221
2022-06-16,5.4685
2022-06-17,5.7608
2022-06-18,5.7608
2022-06-19,5.7608
2022-06-20,5.7608
2022-06-21,5.842
2022-06-22,5.832
2022-06-23,6.0802
2022-06-24,6.1419
2022-06-25,6.1419
2022-06-26,6.1419
2022-06-27,6.02
2022-06-28,5.9236
2022-06-29,5.9622
2022-06-30,7.8263
2022-07-01,7.8947
2022-07-02,7.8947
2022-07-03,7.8947
2022-07-04,7.8947
2022-07-05,7.9133
2022-07-06,7.8867
2022-07-07,8.0878
2022-07-08,8.3141
2022-07-09,8.3141
2022-07-10,8.3141
2022-07-11,8.2002
2022-07-12,8.1301
2022-07-13,8.0008
2022-07-14,7.9502
2022-07-15,8.0893
2022-07-16,8.0893
2022-07-17,8.0893
2022-07-18,7.7553
2022-07-19,7.9
2022-07-20,7.8818
2022-07-21,7.8473
2022-07-22,7.7459
2022-07-23,7.7459
2022-07-24,7.7459
2022-07-25,7.7646
2022-07-26,7.689
2022-07-27,7.7747
2022-07-28,7.686
2022-07-29,7.6751
2022-07-30,7.6751
2022-07-31,7.6751
2022-08-01,7.5948
2022-08-02,7.5672
2022-08-03,8.0346
2022-08-04,8.133
2022-08-05,8.1115
2022-08-06,8.1115
2022-08-07,8.1115
2022-08-08,8.3822
2022-08-09,8.2473
2022-08-10,8.5549
2022-08-11,8.2752
2022-08-12,8.3516
2022-08-13,8.3516
2022-08-14,8.3516
2022-08-15,8.5835
2022-08-16,8.6695
2022-08-17,8.473
2022-08-18,8.2899
2022-08-19,8.1871
2022-08-20,8.1871
2022-08-21,8.1871
2022-08-22,8.0875
2022-08-23,7.9353
2022-08-24,7.9395
2022-08-25,7.9555
2022-08-26,7.8344
2022-08-27,7.8344
2022-08-28,7.8344
2022-08-29,7.7802
2022-08-30,7.7105
2022-08-31,7.5939
2022-09-01,7.9051
2022-09-02,7.5869
2022-09-03,7.5869
2022-09-04,7.5869
2022-09-05,7.5869
2022-09-06,7.4812
2022-09-07,7.8385
2022-09-08,9.626
2022-09-09,9.872
2022-09-10,9.872
2022-09-11,9.872
2022-09-12,9.656
2022-09-13,9.5074
2022-09-14,9.4474
2022-09-15,9.5783
2022-09-16,9.649
2022-09-17,9.649
2022-09-18,9.649
2022-09-19,9.7292
2022-09-20,9.5524
2022-09-21,9.2408
2022-09-22,9.2986
2022-09-23,9.4428
2022-09-24,9.4428
2022-09-25,9.4428
2022-09-26,9.2642
2022-09-27,9.4059
2022-09-28,9.5714
2022-09-29,9.3552
2022-09-30,10.3988
2022-10-01,10.3988
2022-10-02,10.3988
2022-10-03,11.208
2022-10-04,11.2852
2022-10-05,11.3926
2022-10-06,11.1508
2022-10-07,10.9848
2022-10-08,10.9848
2022-10-09,10.9848
2022-10-10,11.1344
2022-10-11,11.2479
2022-10-12,11.0843
2022-10-13,11.5129
2022-10-14,11.2243
2022-10-15,11.2243
2022-10-16,11.2243
2022-10-17,11.2225
2022-10-18,10.9908
2022-10-19,10.7574
2022-10-20,10.6965
2022-10-21,10.8368
2022-10-22,10.8368
2022-10-23,10.8368
2022-10-24,11.2433
2022-10-25,11.4214
2022-10-26,11.1879
2022-10-27,11.0287
2022-10-28,11.4814
2022-10-29,11.4814
2022-10-30,11.4814
2022-10-31,11.4463
2022-11-01,11.6415
2022-11-02,11.3016
2022-11-03,11.2575
2022-11-04,11.2842
2022-11-05,11.2842
2022-11-06,11.2842
2022-11-07,11.4716
2022-11-08,11.4894
2022-11-09,11.3321
2022-11-10,11.2994
2022-11-11,11.1836
2022-11-12,11.1836
2022-11-13,11.1836
2022-11-14,11.3157
2022-11-15,11.0836
2022-11-16,11.2049
2022-11-17,11.2645
2022-11-18,11.2234
2022-11-19,11.2234
2022-11-20,11.2234
2022-11-21,11.2627
2022-11-22,11.4419
2022-11-23,11.1995
2022-11-24,11.1995
2022-11-25,11.2147
2022-11-26,11.2147
2022-11-27,11.2147
2022-11-28,11.3064
2022-11-29,11.2121
2022-11-30,11.485
2022-12-01,11.6517
2022-12-02,11.7417
2022-12-03,11.7417
2022-12-04,11.7417
2022-12-05,11.5506
2022-12-06,11.4111
2022-12-07,11.7047
2022-12-08,11.7248
2022-12-09,11.4564
2022-12-10,11.4564
2022-12-11,11.4564
2022-12-12,11.3239
2022-12-13,11.4127
2022-12-14,11.4553
2022-12-15,11.128
2022-12-16,10.9865
2022-12-17,10.9865
2022-12-18,10.9865
2022-12-19,10.9503
2022-12-20,11.1675
2022-12-21,11.214
2022-12-22,11.1691
2022-12-23,11.0488
2022-12-24,11.0488
2022-12-25,11.0488
2022-12-26,11.0488
2022-12-27,10.7799
2022-12-28,10.8093
2022-12-29,10.9536
2022-12-30,14.1254
2022-12-31,14.1254
2023-01-01,14.1254
2023-01-02,14.1254
2023-01-03,14.102
2023-01-04,14.2403
2023-01-05,14.1776
2023-01-06,14.4853
2023-01-07,14.4853
2023-01-08,14.4853
2023-01-09,13.1832
2023-01-10,13.6074
2023-01-11,13.86
2023-01-12,13.9664
2023-01-13,14.1401
2023-01-14,14.1401
2023-01-15,14.1401
2023-01-16,14.1401
2023-01-17,14.2776
2023-01-18,14.1957
2023-01-19,13.9894
2023-01-20,14.1371
2023-01-21,14.1371
2023-01-22,14.1371
2023-01-23,14.3189
2023-01-24,14.2628
2023-01-25,14.5779
2023-01-26,14.6036
2023-01-27,14.6158
2023-01-28,14.6158
2023-01-29,14.6158
2023-01-30,14.4694
2023-01-31,14.9752
2023-02-01,14.9644
2023-02-02,14.8082
2023-02-03,15.5419
2023-02-04,15.5419
2023-02-05,15.5419
2023-02-06,15.5596
2023-02-07,15.3076
2023-02-08,14.8398
2023-02-09,14.727
2023-02-10,15.0232
2023-02-11,15.0232
2023-02-12,15.0232
2023-02-13,15.1699
2023-02-14,14.9448
2023-02-15,14.903
2023-02-16,14.5323
2023-02-17,14.8186
2023-02-18,14.8186
2023-02-19,14.8186
2023-02-20,14.8186
2023-02-21,14.7674
2023-02-22,14.8033
2023-02-23,15.0705
2023-02-24,15.0089
2023-02-25,15.0089
2023-02-26,15.0089
2023-02-27,15.0273
2023-02-28,15.088
2023-03-01,15.3192
2023-03-02,15.2837
2023-03-03,15.5236
2023-03-04,15.5236
2023-03-05,15.5236
2023-03-06,15.5485
2023-03-07,15.3978
2023-03-08,14.7369
2023-03-09,14.7034
2023-03-10,14.7784
2023-03-11,14.7784
2023-03-12,14.7784
2023-03-13,14.9014
2023-03-14,15.2352
2023-03-15,15.0853
2023-03-16,14.8419
