,ROST US Equity
2020-06-08,35.0035
2020-06-09,34.6409
2020-06-10,34.2073
2020-06-11,32.4476
2020-06-12,31.861
2020-06-13,31.861
2020-06-14,31.861
2020-06-15,31.5041
2020-06-16,33.4562
2020-06-17,33.1645
2020-06-18,31.83
2020-06-19,32.1186
2020-06-20,32.1186
2020-06-21,32.1186
2020-06-22,31.3024
2020-06-23,31.5444
2020-06-24,30.1758
2020-06-25,29.313
2020-06-26,29.1516
2020-06-27,29.1516
2020-06-28,29.1516
2020-06-29,29.6141
2020-06-30,29.6141
2020-07-01,30.2192
2020-07-02,30.6506
2020-07-03,30.6506
2020-07-04,30.6506
2020-07-05,30.6506
2020-07-06,31.1348
2020-07-07,29.9679
2020-07-08,29.8561
2020-07-09,29.4527
2020-07-10,30.0951
2020-07-11,30.0951
2020-07-12,30.0951
2020-07-13,29.4837
2020-07-14,28.0406
2020-07-15,29.1237
2020-07-16,29.403
2020-07-17,29.7848
2020-07-18,29.7848
2020-07-19,29.7848
2020-07-20,29.4744
2020-07-21,30.0082
2020-07-22,30.7127
2020-07-23,30.3899
2020-07-24,29.8996
2020-07-25,29.8996
2020-07-26,29.8996
2020-07-27,29.5768
2020-07-28,29.8127
2020-07-29,30.6041
2020-07-30,30.7655
2020-07-31,49.9966
2020-08-01,49.9966
2020-08-02,49.9966
2020-08-03,49.0704
2020-08-04,49.3291
2020-08-05,49.4843
2020-08-06,48.5995
2020-08-07,49.8776
2020-08-08,49.8776
2020-08-09,49.8776
2020-08-10,51.466
2020-08-11,52.03
2020-08-12,52.2732
2020-08-13,51.7558
2020-08-14,52.268
2020-08-15,52.268
2020-08-16,52.268
2020-08-17,53.8565
2020-08-18,52.3922
2020-08-19,50.3018
2020-08-20,48.8531
2020-08-21,48.7289
2020-08-22,48.7289
2020-08-23,48.7289
2020-08-24,49.8103
2020-08-25,50.8141
2020-08-26,50.0949
2020-08-27,50.6123
2020-08-28,52.149
2020-08-29,52.149
2020-08-30,52.149
2020-08-31,50.7261
2020-09-01,50.8244
2020-09-02,52.5267
2020-09-03,52.1283
2020-09-04,51.8851
2020-09-05,51.8851
2020-09-06,51.8851
2020-09-07,51.8851
2020-09-08,52.0248
2020-09-09,51.9742
2020-09-10,50.5458
2020-09-11,50.2922
2020-09-12,50.2922
2020-09-13,50.2922
2020-09-14,52.1294
2020-09-15,52.207
2020-09-16,53.2939
2020-09-17,52.1863
2020-09-18,51.3531
2020-09-19,51.3531
2020-09-20,51.3531
2020-09-21,50.3957
2020-09-22,50.4992
2020-09-23,49.0087
2020-09-24,48.4601
2020-09-25,49.107
2020-09-26,49.107
2020-09-27,49.107
2020-09-28,51.3479
2020-09-29,50.7114
2020-09-30,51.8965
2020-10-01,52.678
2020-10-02,53.3974
2020-10-03,53.3974
2020-10-04,53.3974
2020-10-05,53.8425
2020-10-06,52.5797
2020-10-07,53.8735
2020-10-08,54.2461
2020-10-09,54.5308
2020-10-10,54.5308
2020-10-11,54.5308
2020-10-12,54.6498
2020-10-13,54.1323
2020-10-14,53.4336
2020-10-15,53.3819
2020-10-16,52.8281
2020-10-17,52.8281
2020-10-18,52.8281
2020-10-19,50.6751
2020-10-20,51.3065
2020-10-21,51.3014
2020-10-22,51.8137
2020-10-23,52.9885
2020-10-24,52.9885
2020-10-25,52.9885
2020-10-26,51.0271
2020-10-27,50.9287
2020-10-28,47.7355
2020-10-29,48.6205
2020-10-30,84.4697
2020-10-31,84.4697
2020-11-01,84.4697
2020-11-02,87.7162
2020-11-03,90.6114
2020-11-04,91.143
2020-11-05,93.7439
2020-11-06,92.1872
2020-11-07,92.1872
2020-11-08,92.1872
2020-11-09,105.9704
2020-11-10,107.4892
2020-11-11,102.5151
2020-11-12,102.9233
2020-11-13,106.2646
2020-11-14,106.2646
2020-11-15,106.2646
2020-11-16,108.8371
2020-11-17,108.4764
2020-11-18,109.2738
2020-11-19,108.2296
2020-11-20,107.081
2020-11-21,107.081
2020-11-22,107.081
2020-11-23,106.3121
2020-11-24,111.2767
2020-11-25,108.9131
2020-11-26,108.9131
2020-11-27,107.6031
2020-11-28,107.6031
2020-11-29,107.6031
2020-11-30,105.6856
2020-12-01,109.5016
2020-12-02,109.5396
2020-12-03,110.9445
2020-12-04,113.0139
2020-12-05,113.0139
2020-12-06,113.0139
2020-12-07,111.4571
2020-12-08,111.3337
2020-12-09,111.7857
2020-12-10,111.3295
2020-12-11,110.8543
2020-12-12,110.8543
2020-12-13,110.8543
2020-12-14,108.6967
2020-12-15,111.1109
2020-12-16,111.4341
2020-12-17,114.5326
2020-12-18,115.4546
2020-12-19,115.4546
2020-12-20,115.4546
2020-12-21,114.6277
2020-12-22,114.5801
2020-12-23,115.9108
2020-12-24,115.7967
2020-12-25,115.7967
2020-12-26,115.7967
2020-12-27,115.7967
2020-12-28,120.1689
2020-12-29,119.0664
2020-12-30,120.0454
2020-12-31,120.3495
2021-01-01,120.3495
2021-01-02,120.3495
2021-01-03,120.3495
2021-01-04,114.8938
2021-01-05,114.9888
2021-01-06,119.8553
2021-01-07,119.5987
2021-01-08,119.9693
2021-01-09,119.9693
2021-01-10,119.9693
2021-01-11,118.5056
2021-01-12,118.7812
2021-01-13,116.8803
2021-01-14,114.8938
2021-01-15,114.7987
2021-01-16,114.7987
2021-01-17,114.7987
2021-01-18,114.7987
2021-01-19,111.9568
2021-01-20,112.9833
2021-01-21,113.297
2021-01-22,111.339
2021-01-23,111.339
2021-01-24,111.339
2021-01-25,111.5386
2021-01-26,109.7517
2021-01-27,106.1684
2021-01-28,111.7762
2021-01-29,213.928
2021-01-30,213.928
2021-01-31,213.928
2021-02-01,216.0325
2021-02-02,223.2948
2021-02-03,225.9536
2021-02-04,227.9453
2021-02-05,227.8889
2021-02-06,227.8889
2021-02-07,227.8889
2021-02-08,231.5342
2021-02-09,230.388
2021-02-10,230.8201
2021-02-11,233.8265
2021-02-12,228.5841
2021-02-13,228.5841
2021-02-14,228.5841
2021-02-15,228.5841
2021-02-16,230.1625
2021-02-17,229.2982
2021-02-18,230.6886
2021-02-19,228.3211
2021-02-20,228.3211
2021-02-21,228.3211
2021-02-22,233.1125
2021-02-23,230.7826
2021-02-24,237.0772
2021-02-25,227.9829
2021-02-26,223.9806
2021-02-27,223.9806
2021-02-28,223.9806
2021-03-01,231.365
2021-03-02,225.8596
2021-03-03,213.4771
2021-03-04,215.2997
2021-03-05,217.3854
2021-03-06,217.3854
2021-03-07,217.3854
2021-03-08,230.9892
2021-03-09,239.6514
2021-03-10,233.244
2021-03-11,231.9287
2021-03-12,235.217
2021-03-13,235.217
2021-03-14,235.217
2021-03-15,240.1963
2021-03-16,236.6638
2021-03-17,237.2087
2021-03-18,236.2504
2021-03-19,232.7555
2021-03-20,232.7555
2021-03-21,232.7555
2021-03-22,231.5342
2021-03-23,224.0558
2021-03-24,221.801
2021-03-25,228.3962
2021-03-26,234.7284
2021-03-27,234.7284
2021-03-28,234.7284
2021-03-29,230.3504
2021-03-30,231.0463
2021-03-31,230.163
2021-04-01,231.2906
2021-04-02,231.2906
2021-04-03,231.2906
2021-04-04,231.2906
2021-04-05,235.9325
2021-04-06,236.9671
2021-04-07,236.7979
2021-04-08,244.3922
2021-04-09,245.8396
2021-04-10,245.8396
2021-04-11,245.8396
2021-04-12,245.426
2021-04-13,242.3996
2021-04-14,243.3019
2021-04-15,247.4374
2021-04-16,249.0164
2021-04-17,249.0164
2021-04-18,249.0164
2021-04-19,244.4673
2021-04-20,239.7115
2021-04-21,244.2418
2021-04-22,245.1253
2021-04-23,246.9674
2021-04-24,246.9674
2021-04-25,246.9674
2021-04-26,243.9034
2021-04-27,247.6254
2021-04-28,246.4035
2021-04-29,251.4037
2021-04-30,36.2821
2021-05-01,36.2821
2021-05-02,36.2821
2021-05-03,36.6098
2021-05-04,36.5713
2021-05-05,35.6708
2021-05-06,35.7644
2021-05-07,36.8384
2021-05-08,36.8384
2021-05-09,36.8384
2021-05-10,36.2876
2021-05-11,35.7809
2021-05-12,34.3957
2021-05-13,34.8501
2021-05-14,36.161
2021-05-15,36.161
2021-05-16,36.161
2021-05-17,35.5882
2021-05-18,34.594
2021-05-19,34.6849
2021-05-20,33.9524
2021-05-21,34.1644
2021-05-22,34.1644
2021-05-23,34.1644
2021-05-24,34.236
2021-05-25,34.3352
2021-05-26,34.9603
2021-05-27,34.8281
2021-05-28,35.0291
2021-05-29,35.0291
2021-05-30,35.0291
2021-05-31,35.0291
2021-06-01,34.0873
2021-06-02,33.5421
2021-06-03,33.1262
2021-06-04,33.1235
2021-06-05,33.1235
2021-06-06,33.1235
2021-06-07,33.0546
2021-06-08,33.3438
2021-06-09,33.3414
2021-06-10,32.7568
2021-06-11,33.3387
2021-06-12,33.3387
2021-06-13,33.3387
2021-06-14,33.1015
2021-06-15,32.9664
2021-06-16,33.0353
2021-06-17,32.8285
2021-06-18,32.0094
2021-06-19,32.0094
2021-06-20,32.0094
2021-06-21,33.1539
2021-06-22,33.4269
2021-06-23,33.5593
2021-06-24,34.1908
2021-06-25,34.3011
2021-06-26,34.3011
2021-06-27,34.3011
2021-06-28,33.8075
2021-06-29,33.9123
2021-06-30,34.4197
2021-07-01,34.6927
2021-07-02,35.0402
2021-07-03,35.0402
2021-07-04,35.0402
2021-07-05,35.0402
2021-07-06,35.1147
2021-07-07,34.4445
2021-07-08,33.7772
2021-07-09,34.6321
2021-07-10,34.6321
2021-07-11,34.6321
2021-07-12,34.4473
2021-07-13,34.0529
2021-07-14,34.6652
2021-07-15,34.337
2021-07-16,33.176
2021-07-17,33.176
2021-07-18,33.176
2021-07-19,32.0867
2021-07-20,32.9278
2021-07-21,33.7716
2021-07-22,33.6475
2021-07-23,33.7799
2021-07-24,33.7799
2021-07-25,33.7799
2021-07-26,33.9757
2021-07-27,33.7661
2021-07-28,33.642
2021-07-29,34.0281
2021-07-30,23.2601
2021-07-31,23.2601
2021-08-01,23.2601
2021-08-02,22.942
2021-08-03,23.1294
2021-08-04,22.5046
2021-08-05,22.8776
2021-08-06,23.3358
2021-08-07,23.3358
2021-08-08,23.3358
2021-08-09,23.0272
2021-08-10,23.8375
2021-08-11,24.1234
2021-08-12,23.7788
2021-08-13,23.6331
2021-08-14,23.6331
2021-08-15,23.6331
2021-08-16,23.6596
2021-08-17,22.8947
2021-08-18,23.5176
2021-08-19,23.9966
2021-08-20,23.3415
2021-08-21,23.3415
2021-08-22,23.3415
2021-08-23,23.5933
2021-08-24,23.4683
2021-08-25,23.5043
2021-08-26,22.6088
2021-08-27,22.5406
2021-08-28,22.5406
2021-08-29,22.5406
2021-08-30,22.463
2021-08-31,22.4478
2021-09-01,22.2831
2021-09-02,22.1752
2021-09-03,21.876
2021-09-04,21.876
2021-09-05,21.876
2021-09-06,21.876
2021-09-07,21.7132
2021-09-08,21.5558
2021-09-09,21.5596
2021-09-10,21.2845
2021-09-11,21.2845
2021-09-12,21.2845
2021-09-13,21.4239
2021-09-14,21.211
2021-09-15,21.3033
2021-09-16,21.4428
2021-09-17,21.6255
2021-09-18,21.6255
2021-09-19,21.6255
2021-09-20,21.3448
2021-09-21,21.4767
2021-09-22,21.5445
2021-09-23,21.8026
2021-09-24,21.8836
2021-09-25,21.8836
2021-09-26,21.8836
2021-09-27,21.9985
2021-09-28,21.6123
2021-09-29,21.6914
2021-09-30,20.5384
2021-10-01,20.9604
2021-10-02,20.9604
2021-10-03,20.9604
2021-10-04,20.7946
2021-10-05,20.4386
2021-10-06,19.9788
2021-10-07,20.3613
2021-10-08,20.3538
2021-10-09,20.3538
2021-10-10,20.3538
2021-10-11,19.9148
2021-10-12,20.0391
2021-10-13,20.122
2021-10-14,20.4046
2021-10-15,20.512
2021-10-16,20.512
2021-10-17,20.512
2021-10-18,20.6609
2021-10-19,20.5026
2021-10-20,20.6025
2021-10-21,20.8888
2021-10-22,20.8286
2021-10-23,20.8286
2021-10-24,20.8286
2021-10-25,21.3429
2021-10-26,21.4823
2021-10-27,20.8794
2021-10-28,21.3146
2021-10-29,18.1198
2021-10-30,18.1198
2021-10-31,18.1198
2021-11-01,18.2481
2021-11-02,18.3321
2021-11-03,18.774
2021-11-04,18.8151
2021-11-05,19.1414
2021-11-06,19.1414
2021-11-07,19.1414
2021-11-08,18.9783
2021-11-09,19.0812
2021-11-10,18.9862
2021-11-11,18.4794
2021-11-12,18.4841
2021-11-13,18.4841
2021-11-14,18.4841
2021-11-15,18.4762
2021-11-16,18.4081
2021-11-17,18.6457
2021-11-18,19.1208
2021-11-19,18.0533
2021-11-20,18.0533
2021-11-21,18.0533
2021-11-22,17.7983
2021-11-23,18.473
2021-11-24,18.4857
2021-11-25,18.4857
2021-11-26,17.6146
2021-11-27,17.6146
2021-11-28,17.6146
2021-11-29,17.8759
2021-11-30,17.4689
2021-12-01,16.8005
2021-12-02,17.7017
2021-12-03,17.6431
2021-12-04,17.6431
2021-12-05,17.6431
2021-12-06,18.0375
2021-12-07,18.104
2021-12-08,18.0061
2021-12-09,17.9116
2021-12-10,17.9636
2021-12-11,17.9636
2021-12-12,17.9636
2021-12-13,17.4628
2021-12-14,17.4502
2021-12-15,17.3274
2021-12-16,17.3982
2021-12-17,17.2093
2021-12-18,17.2093
2021-12-19,17.2093
2021-12-20,16.8612
2021-12-21,17.2849
2021-12-22,17.3604
2021-12-23,17.5384
2021-12-24,17.5384
2021-12-25,17.5384
2021-12-26,17.5384
2021-12-27,17.8864
2021-12-28,17.8533
2021-12-29,18.0344
2021-12-30,18.1856
2021-12-31,18.1872
2022-01-01,18.1872
2022-01-02,18.1872
2022-01-03,18.0108
2022-01-04,18.0108
2022-01-05,17.4597
2022-01-06,17.425
2022-01-07,16.7242
2022-01-08,16.7242
2022-01-09,16.7242
2022-01-10,16.4298
2022-01-11,17.0297
2022-01-12,16.7951
2022-01-13,16.6833
2022-01-14,16.2959
2022-01-15,16.2959
2022-01-16,16.2959
2022-01-17,16.2959
2022-01-18,15.814
2022-01-19,15.7857
2022-01-20,15.5337
2022-01-21,15.2188
2022-01-22,15.2188
2022-01-23,15.2188
2022-01-24,15.6629
2022-01-25,15.4046
2022-01-26,15.1133
2022-01-27,15.1306
2022-01-28,14.805
2022-01-29,14.805
2022-01-30,14.805
2022-01-31,15.1049
2022-02-01,15.2246
2022-02-02,15.0413
2022-02-03,14.5945
2022-02-04,14.5612
2022-02-05,14.5612
2022-02-06,14.5612
2022-02-07,14.4385
2022-02-08,14.7611
2022-02-09,15.0549
2022-02-10,14.9262
2022-02-11,14.5778
2022-02-12,14.5778
2022-02-13,14.5778
2022-02-14,14.5778
2022-02-15,14.8686
2022-02-16,14.7944
2022-02-17,14.1962
2022-02-18,14.4567
2022-02-19,14.4567
2022-02-20,14.4567
2022-02-21,14.4567
2022-02-22,14.2704
2022-02-23,13.6312
2022-02-24,14.028
2022-02-25,14.3446
2022-02-26,14.3446
2022-02-27,14.3446
2022-02-28,14.1416
2022-03-01,13.863
2022-03-02,14.6884
2022-03-03,14.4658
2022-03-04,13.8463
2022-03-05,13.8463
2022-03-06,13.8463
2022-03-07,13.192
2022-03-08,13.3041
2022-03-09,13.7145
2022-03-10,13.8705
2022-03-11,13.5918
2022-03-12,13.5918
2022-03-13,13.5918
2022-03-14,13.2889
2022-03-15,13.5464
2022-03-16,14.1341
2022-03-17,14.2658
2022-03-18,14.4355
2022-03-19,14.4355
2022-03-20,14.4355
2022-03-21,14.0932
2022-03-22,14.1856
2022-03-23,13.8917
2022-03-24,13.9947
2022-03-25,13.9644
2022-03-26,13.9644
2022-03-27,13.9644
2022-03-28,14.1674
2022-03-29,14.6719
2022-03-30,14.2297
2022-03-31,13.9063
2022-04-01,13.9288
2022-04-02,13.9288
2022-04-03,13.9288
2022-04-04,14.3139
2022-04-05,14.3308
2022-04-06,14.4875
2022-04-07,14.6622
2022-04-08,14.8867
2022-04-09,14.8867
2022-04-10,14.8867
2022-04-11,15.319
2022-04-12,15.6925
2022-04-13,15.804
2022-04-14,15.8266
2022-04-15,15.8266
2022-04-16,15.8266
2022-04-17,15.8266
2022-04-18,16.039
2022-04-19,16.4713
2022-04-20,16.6294
2022-04-21,16.4441
2022-04-22,15.8838
2022-04-23,15.8838
2022-04-24,15.8838
2022-04-25,16.2077
2022-04-26,15.819
2022-04-27,15.5509
2022-04-28,15.9908
2022-04-29,17.0109
2022-04-30,17.0109
2022-05-01,17.0109
2022-05-02,17.2634
2022-05-03,17.1217
2022-05-04,17.6869
2022-05-05,17.0305
2022-05-06,16.436
2022-05-07,16.436
2022-05-08,16.436
2022-05-09,15.975
2022-05-10,15.3577
2022-05-11,15.0694
2022-05-12,15.2763
2022-05-13,15.7551
2022-05-14,15.7551
2022-05-15,15.7551
2022-05-16,15.7144
2022-05-17,15.918
2022-05-18,15.8757
2022-05-19,15.8594
2022-05-20,12.4666
2022-05-21,12.4666
2022-05-22,12.4666
2022-05-23,13.5872
2022-05-24,13.4016
2022-05-25,14.0123
2022-05-26,14.9293
2022-05-27,14.9815
2022-05-28,14.9815
2022-05-29,14.9815
2022-05-30,14.9815
2022-05-31,14.6085
2022-06-01,14.2241
2022-06-02,14.3137
2022-06-03,14.2339
2022-06-04,14.2339
2022-06-05,14.2339
2022-06-06,14.0075
2022-06-07,13.8739
2022-06-08,13.9068
2022-06-09,13.6975
2022-06-10,13.2823
2022-06-11,13.2823
2022-06-12,13.2823
2022-06-13,12.8979
2022-06-14,12.7633
2022-06-15,13.0877
2022-06-16,12.7
2022-06-17,12.8866
2022-06-18,12.8866
2022-06-19,12.8866
2022-06-20,12.8866
2022-06-21,12.9417
2022-06-22,12.5703
2022-06-23,12.76
2022-06-24,13.3358
2022-06-25,13.3358
2022-06-26,13.3358
2022-06-27,13.1428
2022-06-28,12.5654
2022-06-29,12.4081
2022-06-30,12.1518
2022-07-01,12.3383
2022-07-02,12.3383
2022-07-03,12.3383
2022-07-04,12.3383
2022-07-05,12.7341
2022-07-06,12.7617
2022-07-07,13.1753
2022-07-08,13.0001
2022-07-09,13.0001
2022-07-10,13.0001
2022-07-11,12.8606
2022-07-12,12.9368
2022-07-13,13.1412
2022-07-14,13.245
2022-07-15,13.4088
2022-07-16,13.4088
2022-07-17,13.4088
2022-07-18,13.5937
2022-07-19,13.9262
2022-07-20,14.1387
2022-07-21,14.322
2022-07-22,14.262
2022-07-23,14.262
2022-07-24,14.262
2022-07-25,14.1631
2022-07-26,13.4056
2022-07-27,13.7803
2022-07-28,13.9636
2022-07-29,15.0983
2022-07-30,15.0983
2022-07-31,15.0983
2022-08-01,15.2805
2022-08-02,14.8478
2022-08-03,15.6799
2022-08-04,15.5363
2022-08-05,15.6186
2022-08-06,15.6186
2022-08-07,15.6186
2022-08-08,15.8078
2022-08-09,15.6589
2022-08-10,15.9602
2022-08-11,16.3053
2022-08-12,16.6505
2022-08-13,16.6505
2022-08-14,16.6505
2022-08-15,16.6575
2022-08-16,17.0919
2022-08-17,17.1234
2022-08-18,16.9798
2022-08-19,16.8064
2022-08-20,16.8064
2022-08-21,16.8064
2022-08-22,16.2983
2022-08-23,16.2721
2022-08-24,16.7275
2022-08-25,16.7888
2022-08-26,16.1494
2022-08-27,16.1494
2022-08-28,16.1494
2022-08-29,16.0969
2022-08-30,15.9865
2022-08-31,15.976
2022-09-01,16.3684
2022-09-02,16.1722
2022-09-03,16.1722
2022-09-04,16.1722
2022-09-05,16.1722
2022-09-06,16.0548
2022-09-07,16.8722
2022-09-08,16.8931
2022-09-09,17.1103
2022-09-10,17.1103
2022-09-11,17.1103
2022-09-12,17.3657
2022-09-13,16.4761
2022-09-14,16.4066
2022-09-15,16.424
2022-09-16,16.5438
2022-09-17,16.5438
2022-09-18,16.5438
2022-09-19,16.629
2022-09-20,16.205
2022-09-21,16.1268
2022-09-22,15.9079
2022-09-23,15.5344
2022-09-24,15.5344
2022-09-25,15.5344
2022-09-26,15.272
2022-09-27,15.5274
2022-09-28,15.9809
2022-09-29,15.4631
2022-09-30,15.5048
2022-10-01,15.5048
2022-10-02,15.5048
2022-10-03,15.7985
2022-10-04,16.3927
2022-10-05,16.4691
2022-10-06,16.1946
2022-10-07,15.9548
2022-10-08,15.9548
2022-10-09,15.9548
2022-10-10,15.7828
2022-10-11,15.8297
2022-10-12,15.5465
2022-10-13,15.7098
2022-10-14,15.0148
2022-10-15,15.0148
2022-10-16,15.0148
2022-10-17,15.4944
2022-10-18,15.5726
2022-10-19,15.3988
2022-10-20,15.1955
2022-10-21,15.6438
2022-10-22,15.6438
2022-10-23,15.6438
2022-10-24,15.9948
2022-10-25,17.0338
2022-10-26,17.0894
2022-10-27,17.2997
2022-10-28,18.1478
2022-10-29,18.1478
2022-10-30,18.1478
2022-10-31,18.2092
2022-11-01,18.0269
2022-11-02,17.6514
2022-11-03,17.5973
2022-11-04,17.8825
2022-11-05,17.8825
2022-11-06,17.8825
2022-11-07,17.7489
2022-11-08,17.5594
2022-11-09,17.4204
2022-11-10,18.4691
2022-11-11,18.2958
2022-11-12,18.2958
2022-11-13,18.2958
2022-11-14,18.0179
2022-11-15,18.59
2022-11-16,18.3554
2022-11-17,18.6135
2022-11-18,20.3571
2022-11-19,20.3571
2022-11-20,20.3571
2022-11-21,21.2073
2022-11-22,21.7434
2022-11-23,21.8806
2022-11-24,21.8806
2022-11-25,21.8643
2022-11-26,21.8643
2022-11-27,21.8643
2022-11-28,21.9419
2022-11-29,22.0177
2022-11-30,22.1766
2022-12-01,22.2325
2022-12-02,22.4166
2022-12-03,22.4166
2022-12-04,22.4166
2022-12-05,22.1206
2022-12-06,21.9708
2022-12-07,21.5981
2022-12-08,21.9169
2022-12-09,21.5139
2022-12-10,21.5139
2022-12-11,21.5139
2022-12-12,21.7826
2022-12-13,21.9868
2022-12-14,21.9671
2022-12-15,21.299
2022-12-16,21.3456
2022-12-17,21.3456
2022-12-18,21.3456
2022-12-19,21.5193
2022-12-20,21.4172
2022-12-21,21.5569
2022-12-22,21.3474
2022-12-23,21.6196
2022-12-24,21.6196
2022-12-25,21.6196
2022-12-26,21.6196
2022-12-27,21.5408
2022-12-28,21.4065
2022-12-29,21.6877
2022-12-30,21.7253
2022-12-31,21.7253
2023-01-01,21.7253
2023-01-02,21.7253
2023-01-03,21.6823
2023-01-04,22.0656
2023-01-05,22.1426
2023-01-06,22.7103
2023-01-07,22.7103
2023-01-08,22.7103
2023-01-09,22.2017
2023-01-10,22.3915
2023-01-11,22.3468
2023-01-12,22.2053
2023-01-13,22.4309
2023-01-14,22.4309
2023-01-15,22.4309
2023-01-16,22.4309
2023-01-17,22.3862
2023-01-18,21.9599
2023-01-19,21.668
2023-01-20,21.6644
2023-01-21,21.6644
2023-01-22,21.6644
2023-01-23,21.6733
2023-01-24,22.0208
2023-01-25,22.465
2023-01-26,22.5563
2023-01-27,21.2528
2023-01-28,21.2528
2023-01-29,21.2528
2023-01-30,21.1688
2023-01-31,21.0296
2023-02-01,21.0867
2023-02-02,20.6662
2023-02-03,20.533
2023-02-04,20.533
2023-02-05,20.533
2023-02-06,20.6005
2023-02-07,20.3894
2023-02-08,20.3894
2023-02-09,20.4811
2023-02-10,20.5088
2023-02-11,20.5088
2023-02-12,20.5088
2023-02-13,20.7856
2023-02-14,20.7891
2023-02-15,20.7614
2023-02-16,20.533
2023-02-17,20.597
2023-02-18,20.597
2023-02-19,20.597
2023-02-20,20.597
2023-02-21,20.116
2023-02-22,20.0727
2023-02-23,19.8703
2023-02-24,19.8651
2023-02-25,19.8651
2023-02-26,19.8651
2023-02-27,19.7717
2023-02-28,19.7059
2023-03-01,19.7284
2023-03-02,19.7873
2023-03-03,20.033
2023-03-04,20.033
2023-03-05,20.033
2023-03-06,20.0278
2023-03-07,19.5883
2023-03-08,19.4464
2023-03-09,18.8443
2023-03-10,18.6038
2023-03-11,18.6038
2023-03-12,18.6038
2023-03-13,18.4688
2023-03-14,18.519
2023-03-15,18.2802
2023-03-16,18.4429
2023-03-17,18.2387
2023-03-18,18.2387
