,ZBRA US Equity
,CURRENT_EV_TO_T12M_EBIT
2020-01-01,21.641
2020-01-02,21.926
2020-01-03,21.6879
2020-01-04,21.6879
2020-01-05,21.6879
2020-01-06,21.8389
2020-01-07,21.7203
2020-01-08,21.0402
2020-01-09,20.9524
2020-01-10,20.9346
2020-01-11,20.9346
2020-01-12,20.9346
2020-01-13,21.1126
2020-01-14,21.0733
2020-01-15,21.0525
2020-01-16,21.5247
2020-01-17,21.433
2020-01-18,21.433
2020-01-19,21.433
2020-01-20,21.433
2020-01-21,21.4083
2020-01-22,21.5108
2020-01-23,21.5578
2020-01-24,21.4299
2020-01-25,21.4299
2020-01-26,21.4299
2020-01-27,20.7005
2020-01-28,21.0664
2020-01-29,21.235
2020-01-30,20.9385
2020-01-31,20.3762
2020-02-01,20.3762
2020-02-02,20.3762
2020-02-03,20.6481
2020-02-04,21.0579
2020-02-05,21.0533
2020-02-06,21.3829
2020-02-07,21.0109
2020-02-08,21.0109
2020-02-09,21.0109
2020-02-10,21.1103
2020-02-11,21.0533
2020-02-12,21.3752
2020-02-13,19.9643
2020-02-14,20.3867
2020-02-15,20.3867
2020-02-16,20.3867
2020-02-17,20.3867
2020-02-18,20.2239
2020-02-19,20.5202
2020-02-20,20.6914
2020-02-21,20.3574
2020-02-22,20.3574
2020-02-23,20.3574
2020-02-24,19.5095
2020-02-25,18.9386
2020-02-26,18.7696
2020-02-27,18.4703
2020-02-28,18.2419
2020-02-29,18.2419
2020-03-01,18.2419
2020-03-02,19.0705
2020-03-03,18.1138
2020-03-04,18.6331
2020-03-05,17.6857
2020-03-06,17.607
2020-03-07,17.607
2020-03-08,17.607
2020-03-09,16.2584
2020-03-10,17.5645
2020-03-11,16.7244
2020-03-12,14.4261
2020-03-13,16.1627
2020-03-14,16.1627
2020-03-15,16.1627
2020-03-16,14.7787
2020-03-17,15.9035
2020-03-18,16.2746
2020-03-19,16.2437
2020-03-20,15.8047
2020-03-21,15.8047
2020-03-22,15.8047
2020-03-23,15.1366
2020-03-24,15.895
2020-03-25,16.3332
2020-03-26,17.2035
2020-03-27,16.7198
2020-03-28,16.7198
2020-03-29,16.7198
2020-03-30,17.0183
2020-03-31,16.6433
2020-04-01,16.0795
2020-04-02,15.6638
2020-04-03,15.9617
2020-04-04,15.9617
2020-04-05,15.9617
2020-04-06,17.03
2020-04-07,17.0696
2020-04-08,17.4024
2020-04-09,17.7569
2020-04-10,17.7569
2020-04-11,17.7569
2020-04-12,17.7569
2020-04-13,17.5001
2020-04-14,18.196
2020-04-15,17.4148
2020-04-16,17.7864
2020-04-17,17.8935
2020-04-18,17.8935
2020-04-19,17.8935
2020-04-20,17.8446
2020-04-21,17.1076
2020-04-22,17.6165
2020-04-23,17.7375
2020-04-24,18.331
2020-04-25,18.331
2020-04-26,18.331
2020-04-27,19.286
2020-04-28,19.8806
2020-04-29,21.1606
2020-04-30,19.9722
2020-05-01,19.6532
2020-05-02,19.6532
2020-05-03,19.6532
2020-05-04,19.9032
2020-05-05,20.2431
2020-05-06,20.1865
2020-05-07,20.2982
2020-05-08,21.0015
2020-05-09,21.0015
2020-05-10,21.0015
2020-05-11,20.4069
2020-05-12,20.0141
2020-05-13,19.4615
2020-05-14,19.3598
2020-05-15,19.0517
2020-05-16,19.0517
2020-05-17,19.0517
2020-05-18,20.4488
2020-05-19,20.8175
2020-05-20,20.8905
2020-05-21,21.0969
2020-05-22,21.0496
2020-05-23,21.0496
2020-05-24,21.0496
2020-05-25,21.0496
2020-05-26,22.0136
2020-05-27,22.224
2020-05-28,22.1269
2020-05-29,22.4297
2020-05-30,22.4297
2020-05-31,22.4297
2020-06-01,22.713
2020-06-02,22.6447
2020-06-03,23.0273
2020-06-04,22.418
2020-06-05,23.6894
2020-06-06,23.6894
2020-06-07,23.6894
2020-06-08,23.6514
2020-06-09,23.1282
2020-06-10,22.8767
2020-06-11,21.5658
2020-06-12,22.1976
2020-06-13,22.1976
2020-06-14,22.1976
2020-06-15,22.2814
2020-06-16,22.8286
2020-06-17,22.3909
2020-06-18,22.5003
2020-06-19,22.6695
2020-06-20,22.6695
2020-06-21,22.6695
2020-06-22,22.4661
2020-06-23,22.387
2020-06-24,21.5898
2020-06-25,21.8335
2020-06-26,22.3077
2020-06-27,22.3077
2020-06-28,22.3077
2020-06-29,22.7725
2020-06-30,23.0945
2020-07-01,22.7048
2020-07-02,23.0194
2020-07-03,23.0194
2020-07-04,23.0194
2020-07-05,23.0194
2020-07-06,23.5635
2020-07-07,22.955
2020-07-08,23.1986
2020-07-09,23.5949
2020-07-10,23.4843
2020-07-11,23.4843
2020-07-12,23.4843
2020-07-13,23.0574
2020-07-14,23.9632
2020-07-15,24.1027
2020-07-16,24.0614
2020-07-17,24.5106
2020-07-18,24.5106
2020-07-19,24.5106
2020-07-20,24.7798
2020-07-21,24.5254
2020-07-22,24.8326
2020-07-23,24.7261
2020-07-24,24.253
2020-07-25,24.253
2020-07-26,24.253
2020-07-27,24.5304
2020-07-28,24.4568
2020-07-29,24.6783
2020-07-30,24.7695
2020-07-31,25.2506
2020-08-01,25.2506
2020-08-02,25.2506
2020-08-03,25.2482
2020-08-04,25.5767
2020-08-05,25.9217
2020-08-06,25.7467
2020-08-07,25.4406
2020-08-08,25.4406
2020-08-09,25.4406
2020-08-10,25.2224
2020-08-11,25.2357
2020-08-12,25.5211
2020-08-13,25.6538
2020-08-14,25.6886
2020-08-15,25.6886
2020-08-16,25.6886
2020-08-17,25.7475
2020-08-18,25.351
2020-08-19,25.4481
2020-08-20,24.9022
2020-08-21,24.801
2020-08-22,24.801
2020-08-23,24.801
2020-08-24,24.806
2020-08-25,25.0109
2020-08-26,25.5816
2020-08-27,24.9611
2020-08-28,25.2017
2020-08-29,25.2017
2020-08-30,25.2017
2020-08-31,25.7301
2020-09-01,25.7824
2020-09-02,26.3797
2020-09-03,24.2967
2020-09-04,23.575
2020-09-05,23.575
2020-09-06,23.575
2020-09-07,23.575
2020-09-08,22.6384
2020-09-09,23.1237
2020-09-10,22.6533
2020-09-11,22.6965
2020-09-12,22.6965
2020-09-13,22.6965
2020-09-14,22.8043
2020-09-15,23.3186
2020-09-16,23.044
2020-09-17,23.2124
2020-09-18,23.21
2020-09-19,23.21
2020-09-20,23.21
2020-09-21,22.5944
2020-09-22,22.8889
2020-09-23,22.6649
2020-09-24,22.7554
2020-09-25,25.281
2020-09-26,25.281
2020-09-27,25.281
2020-09-28,25.553
2020-09-29,25.4091
2020-09-30,24.8424
2020-10-01,25.3705
2020-10-02,25.3995
2020-10-03,25.3995
2020-10-04,25.3995
2020-10-05,26.2066
2020-10-06,26.3785
2020-10-07,26.9584
2020-10-08,27.1786
2020-10-09,27.6094
2020-10-10,27.6094
2020-10-11,27.6094
2020-10-12,27.9823
2020-10-13,27.8489
2020-10-14,27.677
2020-10-15,27.8998
2020-10-16,28.399
2020-10-17,28.399
2020-10-18,28.399
2020-10-19,28.2735
2020-10-20,28.5595
2020-10-21,28.299
2020-10-22,29.0929
2020-10-23,29.3394
2020-10-24,29.3394
2020-10-25,29.3394
2020-10-26,28.5832
2020-10-27,28.0726
2020-10-28,27.7147
2020-10-29,28.3086
2020-10-30,27.5778
2020-10-31,27.5778
2020-11-01,27.5778
2020-11-02,28.4051
2020-11-03,30.6869
2020-11-04,31.5604
2020-11-05,32.5197
2020-11-06,33.073
2020-11-07,33.073
2020-11-08,33.073
2020-11-09,33.6237
2020-11-10,32.9494
2020-11-11,33.9359
2020-11-12,32.5776
2020-11-13,33.023
2020-11-14,33.023
2020-11-15,33.023
2020-11-16,33.0336
2020-11-17,32.5785
2020-11-18,32.297
2020-11-19,34.1218
2020-11-20,33.8237
2020-11-21,33.8237
2020-11-22,33.8237
2020-11-23,34.4989
2020-11-24,35.4442
2020-11-25,35.3793
2020-11-26,35.3793
2020-11-27,35.7538
2020-11-28,35.7538
2020-11-29,35.7538
2020-11-30,35.8783
2020-12-01,35.3302
2020-12-02,34.8953
2020-12-03,35.3477
2020-12-04,35.8827
2020-12-05,35.8827
2020-12-06,35.8827
2020-12-07,35.4758
2020-12-08,35.652
2020-12-09,35.7424
2020-12-10,35.5907
2020-12-11,35.8029
2020-12-12,35.8029
2020-12-13,35.8029
2020-12-14,36.3202
2020-12-15,36.3194
2020-12-16,35.7897
2020-12-17,35.6161
2020-12-18,35.403
2020-12-19,35.403
2020-12-20,35.403
2020-12-21,35.6582
2020-12-22,36.0133
2020-12-23,35.994
2020-12-24,35.7441
2020-12-25,35.7441
2020-12-26,35.7441
2020-12-27,35.7441
2020-12-28,36.244
2020-12-29,35.845
2020-12-30,36.3457
2020-12-31,33.375
2021-01-01,33.375
2021-01-02,33.375
2021-01-03,33.375
2021-01-04,32.8672
2021-01-05,33.067
2021-01-06,34.2341
2021-01-07,35.4036
2021-01-08,35.1063
2021-01-09,35.1063
2021-01-10,35.1063
2021-01-11,35.7877
2021-01-12,35.3094
2021-01-13,35.678
2021-01-14,35.6395
2021-01-15,35.4134
2021-01-16,35.4134
2021-01-17,35.4134
2021-01-18,35.4134
2021-01-19,35.1366
2021-01-20,35.1948
2021-01-21,35.1661
2021-01-22,35.3823
2021-01-23,35.3823
2021-01-24,35.3823
2021-01-25,34.8737
2021-01-26,34.2619
2021-01-27,33.9507
2021-01-28,34.0875
2021-01-29,33.6616
2021-01-30,33.6616
2021-01-31,33.6616
2021-02-01,34.4396
2021-02-02,35.0834
2021-02-03,34.9605
2021-02-04,35.2595
2021-02-05,35.2406
2021-02-06,35.2406
2021-02-07,35.2406
2021-02-08,36.3217
2021-02-09,36.7279
2021-02-10,36.9081
2021-02-11,40.3978
2021-02-12,41.136
2021-02-13,41.136
2021-02-14,41.136
2021-02-15,41.136
2021-02-16,41.8152
2021-02-17,41.2871
2021-02-18,41.1286
2021-02-19,42.2201
2021-02-20,42.2201
2021-02-21,42.2201
2021-02-22,42.0041
2021-02-23,42.8016
2021-02-24,44.0065
2021-02-25,42.7687
