,VRTX US Equity
2020-05-07,40.433
2020-05-08,40.689
2020-05-09,40.689
2020-05-10,40.689
2020-05-11,42.8457
2020-05-12,41.4537
2020-05-13,41.5422
2020-05-14,41.5374
2020-05-15,43.3845
2020-05-16,43.3845
2020-05-17,43.3845
2020-05-18,42.664
2020-05-19,42.3717
2020-05-20,42.7414
2020-05-21,42.743
2020-05-22,42.7951
2020-05-23,42.7951
2020-05-24,42.7951
2020-05-25,42.7951
2020-05-26,39.8784
2020-05-27,41.776
2020-05-28,41.5975
2020-05-29,43.2691
2020-05-30,43.2691
2020-05-31,43.2691
2020-06-01,43.0606
2020-06-02,42.6861
2020-06-03,41.539
2020-06-04,40.877
2020-06-05,39.7505
2020-06-06,39.7505
2020-06-07,39.7505
2020-06-08,39.643
2020-06-09,40.5657
2020-06-10,41.1172
2020-06-11,39.4661
2020-06-12,40.2039
2020-06-13,40.2039
2020-06-14,40.2039
2020-06-15,40.0791
2020-06-16,41.0271
2020-06-17,42.0257
2020-06-18,41.8835
2020-06-19,44.1081
2020-06-20,44.1081
2020-06-21,44.1081
2020-06-22,44.0971
2020-06-23,44.5079
2020-06-24,43.7779
2020-06-25,44.4052
2020-06-26,42.9816
2020-06-27,42.9816
2020-06-28,42.9816
2020-06-29,42.8299
2020-06-30,33.6716
2020-07-01,33.1715
2020-07-02,33.7697
2020-07-03,33.7697
2020-07-04,33.7697
2020-07-05,33.7697
2020-07-06,33.7958
2020-07-07,34.7576
2020-07-08,34.3679
2020-07-09,34.3034
2020-07-10,34.1855
2020-07-11,34.1855
2020-07-12,34.1855
2020-07-13,32.9903
2020-07-14,34.1085
2020-07-15,34.2674
2020-07-16,33.7027
2020-07-17,34.1954
2020-07-18,34.1954
2020-07-19,34.1954
2020-07-20,35.259
2020-07-21,33.8069
2020-07-22,33.7858
2020-07-23,32.9456
2020-07-24,32.2046
2020-07-25,32.2046
2020-07-26,32.2046
2020-07-27,32.9146
2020-07-28,32.2084
2020-07-29,32.2332
2020-07-30,32.4309
2020-07-31,31.5542
2020-08-01,31.5542
2020-08-02,31.5542
2020-08-03,32.4918
2020-08-04,32.0167
2020-08-05,31.7075
2020-08-06,31.7213
2020-08-07,31.6776
2020-08-08,31.6776
2020-08-09,31.6776
2020-08-10,31.1465
2020-08-11,30.2899
2020-08-12,31.4108
2020-08-13,30.9495
2020-08-14,30.9669
2020-08-15,30.9669
2020-08-16,30.9669
2020-08-17,31.7836
2020-08-18,31.4681
2020-08-19,31.3135
2020-08-20,31.4831
2020-08-21,31.4644
2020-08-22,31.4644
2020-08-23,31.4644
2020-08-24,30.9844
2020-08-25,31.5978
2020-08-26,31.4657
2020-08-27,31.8459
2020-08-28,31.2998
2020-08-29,31.2998
2020-08-30,31.2998
2020-08-31,32.4419
2020-09-01,31.9893
2020-09-02,32.7873
2020-09-03,30.9831
2020-09-04,30.8684
2020-09-05,30.8684
2020-09-06,30.8684
2020-09-07,30.8684
2020-09-08,29.8847
2020-09-09,30.437
2020-09-10,29.5156
2020-09-11,29.8036
2020-09-12,29.8036
2020-09-13,29.8036
2020-09-14,30.6565
2020-09-15,30.9121
2020-09-16,30.9993
2020-09-17,31.4868
2020-09-18,30.73
2020-09-19,30.73
2020-09-20,30.73
2020-09-21,30.5567
2020-09-22,31.0031
2020-09-23,30.5343
2020-09-24,30.4482
2020-09-25,31.0779
2020-09-26,31.0779
2020-09-27,31.0779
2020-09-28,31.0218
2020-09-29,31.3435
2020-09-30,24.5209
2020-10-01,24.6569
2020-10-02,23.4133
2020-10-03,23.4133
2020-10-04,23.4133
2020-10-05,24.2137
2020-10-06,23.4309
2020-10-07,23.9045
2020-10-08,24.1697
2020-10-09,24.3086
2020-10-10,24.3086
2020-10-11,24.3086
2020-10-12,24.7636
2020-10-13,24.9094
2020-10-14,24.4564
2020-10-15,18.9593
2020-10-16,19.2332
2020-10-17,19.2332
2020-10-18,19.2332
2020-10-19,19.471
2020-10-20,18.8869
2020-10-21,18.5777
2020-10-22,18.4505
2020-10-23,18.5972
2020-10-24,18.5972
2020-10-25,18.5972
2020-10-26,18.1638
2020-10-27,18.6569
2020-10-28,18.2802
2020-10-29,18.1501
2020-10-30,18.2485
2020-10-31,18.2485
2020-11-01,18.2485
2020-11-02,18.1567
2020-11-03,18.5201
2020-11-04,18.906
2020-11-05,19.3348
2020-11-06,19.413
2020-11-07,19.413
2020-11-08,19.413
2020-11-09,19.664
2020-11-10,18.9314
2020-11-11,19.0652
2020-11-12,19.2205
2020-11-13,19.9248
2020-11-14,19.9248
2020-11-15,19.9248
2020-11-16,19.8027
2020-11-17,19.6748
2020-11-18,19.0291
2020-11-19,18.6012
2020-11-20,18.9177
2020-11-21,18.9177
2020-11-22,18.9177
2020-11-23,19.1775
2020-11-24,19.0437
2020-11-25,19.2
2020-11-26,19.2
2020-11-27,20.0411
2020-11-28,20.0411
2020-11-29,20.0411
2020-11-30,20.1427
2020-12-01,20.3918
2020-12-02,20.0401
2020-12-03,20.0567
2020-12-04,20.1984
2020-12-05,20.1984
2020-12-06,20.1984
2020-12-07,20.0753
2020-12-08,20.3459
2020-12-09,19.8135
2020-12-10,19.7803
2020-12-11,19.793
2020-12-12,19.793
2020-12-13,19.793
2020-12-14,20.1798
2020-12-15,20.2462
2020-12-16,20.5686
2020-12-17,21.0385
2020-12-18,21.0189
2020-12-19,21.0189
2020-12-20,21.0189
2020-12-21,20.807
2020-12-22,20.8411
2020-12-23,20.933
2020-12-24,20.7982
2020-12-25,20.7982
2020-12-26,20.7982
2020-12-27,20.7982
2020-12-28,20.6038
2020-12-29,20.7034
2020-12-30,20.6243
2020-12-31,19.5151
2021-01-01,19.5151
2021-01-02,19.5151
2021-01-03,19.5151
2021-01-04,18.886
2021-01-05,18.8086
2021-01-06,18.6329
2021-01-07,19.2019
2021-01-08,19.5752
2021-01-09,19.5752
2021-01-10,19.5752
2021-01-11,19.3603
2021-01-12,18.8815
2021-01-13,18.6739
2021-01-14,18.5847
2021-01-15,18.5328
2021-01-16,18.5328
2021-01-17,18.5328
2021-01-18,18.5328
2021-01-19,19.1118
2021-01-20,19.5479
2021-01-21,19.7245
2021-01-22,19.6289
2021-01-23,19.6289
2021-01-24,19.6289
2021-01-25,19.9676
2021-01-26,19.6335
2021-01-27,18.5055
2021-01-28,18.9416
2021-01-29,18.8542
2021-01-30,18.8542
2021-01-31,18.8542
2021-02-01,19.0991
2021-02-02,17.7732
2021-02-03,17.1972
2021-02-04,17.4438
2021-02-05,17.5848
2021-02-06,17.5848
2021-02-07,17.5848
2021-02-08,17.5039
2021-02-09,17.4538
2021-02-10,17.3364
2021-02-11,17.1513
2021-02-12,17.4736
2021-02-13,17.4736
2021-02-14,17.4736
2021-02-15,17.4736
2021-02-16,17.136
2021-02-17,17.5528
2021-02-18,17.0959
2021-02-19,16.8402
2021-02-20,16.8402
2021-02-21,16.8402
2021-02-22,17.5628
2021-02-23,17.6975
2021-02-24,17.7521
2021-02-25,17.3826
2021-02-26,17.3435
2021-02-27,17.3435
2021-02-28,17.3435
2021-03-01,17.146
2021-03-02,17.2989
2021-03-03,16.9694
2021-03-04,16.9102
2021-03-05,17.2916
2021-03-06,17.2916
2021-03-07,17.2916
2021-03-08,17.4372
2021-03-09,17.4791
2021-03-10,17.5018
2021-03-11,17.5801
2021-03-12,17.5055
2021-03-13,17.5055
2021-03-14,17.5055
2021-03-15,17.9897
2021-03-16,17.9296
2021-03-17,17.7558
2021-03-18,17.4172
2021-03-19,17.6675
2021-03-20,17.6675
2021-03-21,17.6675
2021-03-22,17.9141
2021-03-23,17.4381
2021-03-24,17.2515
2021-03-25,17.3262
2021-03-26,17.5337
2021-03-27,17.5337
2021-03-28,17.5337
2021-03-29,17.7221
2021-03-30,17.3835
2021-03-31,16.4814
2021-04-01,16.3223
2021-04-02,16.3223
2021-04-03,16.3223
2021-04-04,16.3223
2021-04-05,16.5184
2021-04-06,16.5166
2021-04-07,16.2948
2021-04-08,16.0059
2021-04-09,16.2686
2021-04-10,16.2686
2021-04-11,16.2686
2021-04-12,16.29
2021-04-13,16.4903
2021-04-14,16.5922
2021-04-15,16.932
2021-04-16,16.7856
2021-04-17,16.7856
2021-04-18,16.7856
2021-04-19,16.7677
2021-04-20,16.8515
2021-04-21,16.8173
2021-04-22,16.4938
2021-04-23,16.6581
2021-04-24,16.6581
2021-04-25,16.6581
2021-04-26,16.5785
2021-04-27,16.4552
2021-04-28,16.2798
2021-04-29,16.1411
2021-04-30,16.687
2021-05-01,16.687
2021-05-02,16.687
2021-05-03,16.6656
2021-05-04,16.4002
2021-05-05,16.3163
2021-05-06,16.2555
2021-05-07,16.4139
2021-05-08,16.4139
2021-05-09,16.4139
2021-05-10,16.2333
2021-05-11,16.2418
2021-05-12,16.2144
2021-05-13,16.3574
2021-05-14,16.592
2021-05-15,16.592
2021-05-16,16.592
2021-05-17,16.5286
2021-05-18,16.3826
2021-05-19,16.3317
2021-05-20,16.5509
2021-05-21,16.2786
2021-05-22,16.2786
2021-05-23,16.2786
2021-05-24,16.0894
2021-05-25,15.8788
2021-05-26,15.7111
2021-05-27,15.7547
2021-05-28,15.8677
2021-05-29,15.8677
2021-05-30,15.8677
2021-05-31,15.8677
2021-06-01,15.9567
2021-06-02,16.0175
2021-06-03,16.0834
2021-06-04,15.979
2021-06-05,15.979
2021-06-06,15.979
2021-06-07,15.9131
2021-06-08,16.0817
2021-06-09,16.2898
2021-06-10,16.5646
2021-06-11,14.5314
2021-06-12,14.5314
2021-06-13,14.5314
2021-06-14,14.6838
2021-06-15,14.1847
2021-06-16,14.058
2021-06-17,14.1325
2021-06-18,14.0888
2021-06-19,14.0888
2021-06-20,14.0888
2021-06-21,14.076
2021-06-22,14.1761
2021-06-23,14.0605
2021-06-24,14.4389
2021-06-25,14.6444
2021-06-26,14.6444
2021-06-27,14.6444
2021-06-28,14.9423
2021-06-29,14.8533
2021-06-30,20.4507
2021-07-01,20.5169
2021-07-02,20.3263
2021-07-03,20.3263
2021-07-04,20.3263
2021-07-05,20.3263
2021-07-06,20.2703
2021-07-07,20.1493
2021-07-08,20.0067
2021-07-09,20.0546
2021-07-10,20.0546
2021-07-11,20.0546
2021-07-12,20.0752
2021-07-13,20.074
2021-07-14,20.0238
2021-07-15,20.2749
2021-07-16,20.5249
2021-07-17,20.5249
2021-07-18,20.5249
2021-07-19,20.1779
2021-07-20,19.8708
2021-07-21,19.8389
2021-07-22,19.8103
2021-07-23,20.3217
2021-07-24,20.3217
2021-07-25,20.3217
2021-07-26,20.1425
2021-07-27,20.5899
2021-07-28,20.5203
2021-07-29,20.3299
2021-07-30,20.495
2021-07-31,20.495
2021-08-01,20.495
2021-08-02,20.1221
2021-08-03,20.32
2021-08-04,20.2674
2021-08-05,20.6563
2021-08-06,20.3909
2021-08-07,20.3909
2021-08-08,20.3909
2021-08-09,20.36
2021-08-10,19.9093
2021-08-11,19.7709
2021-08-12,19.7206
2021-08-13,19.6691
2021-08-14,19.6691
2021-08-15,19.6691
2021-08-16,19.2813
2021-08-17,20.1358
2021-08-18,19.716
2021-08-19,19.7469
2021-08-20,19.8395
2021-08-21,19.8395
2021-08-22,19.8395
2021-08-23,20.1312
2021-08-24,20.2834
2021-08-25,20.4664
2021-08-26,20.1141
2021-08-27,20.3051
2021-08-28,20.3051
2021-08-29,20.3051
2021-08-30,20.2559
2021-08-31,20.3474
2021-09-01,19.9871
2021-09-02,20.225
2021-09-03,20.0912
2021-09-04,20.0912
2021-09-05,20.0912
2021-09-06,20.0912
2021-09-07,19.422
2021-09-08,19.3271
2021-09-09,18.9519
2021-09-10,19.0068
2021-09-11,19.0068
2021-09-12,19.0068
2021-09-13,19.2527
2021-09-14,18.9885
2021-09-15,19.04
2021-09-16,18.8386
2021-09-17,18.9759
2021-09-18,18.9759
2021-09-19,18.9759
2021-09-20,18.6751
2021-09-21,18.6899
2021-09-22,18.5149
2021-09-23,18.6087
2021-09-24,18.4394
2021-09-25,18.4394
2021-09-26,18.4394
2021-09-27,18.4165
2021-09-28,18.2095
2021-09-29,18.2804
2021-09-30,15.4606
2021-10-01,15.3588
2021-10-02,15.3588
2021-10-03,15.3588
2021-10-04,15.07
2021-10-05,15.0318
2021-10-06,15.4136
2021-10-07,15.3265
2021-10-08,15.2208
2021-10-09,15.2208
2021-10-10,15.2208
2021-10-11,15.2834
2021-10-12,15.3451
2021-10-13,15.4557
2021-10-14,15.5105
2021-10-15,15.4978
2021-10-16,15.4978
2021-10-17,15.4978
2021-10-18,15.4028
2021-10-19,15.8541
2021-10-20,15.8619
2021-10-21,16.0186
2021-10-22,15.6691
2021-10-23,15.6691
2021-10-24,15.6691
2021-10-25,15.813
2021-10-26,15.7229
2021-10-27,15.4165
2021-10-28,15.5203
2021-10-29,15.8071
2021-10-30,15.8071
2021-10-31,15.8071
2021-11-01,15.8531
2021-11-02,15.4616
2021-11-03,15.8431
2021-11-04,16.3362
2021-11-05,16.2057
2021-11-06,16.2057
2021-11-07,16.2057
2021-11-08,16.1462
2021-11-09,16.0369
2021-11-10,15.7318
2021-11-11,15.5361
2021-11-12,15.6723
2021-11-13,15.6723
2021-11-14,15.6723
2021-11-15,15.6311
2021-11-16,15.7721
2021-11-17,15.7644
2021-11-18,15.492
2021-11-19,15.2492
2021-11-20,15.2492
2021-11-21,15.2492
2021-11-22,15.1168
2021-11-23,15.6301
2021-11-24,15.5716
2021-11-25,15.5716
2021-11-26,15.3173
2021-11-27,15.3173
2021-11-28,15.3173
2021-11-29,15.9429
2021-11-30,15.6387
2021-12-01,17.3714
2021-12-02,17.3186
2021-12-03,17.2572
2021-12-04,17.2572
2021-12-05,17.2572
2021-12-06,17.3771
2021-12-07,17.3925
2021-12-08,17.5258
2021-12-09,17.6985
2021-12-10,17.6649
2021-12-11,17.6649
2021-12-12,17.6649
2021-12-13,17.6736
2021-12-14,17.7781
2021-12-15,17.9594
2021-12-16,18.1014
2021-12-17,18.2866
2021-12-18,18.2866
2021-12-19,18.2866
2021-12-20,18.3701
2021-12-21,18.6761
2021-12-22,19.0762
2021-12-23,19.1414
2021-12-24,19.1414
2021-12-25,19.1414
2021-12-26,19.1414
2021-12-27,19.0349
2021-12-28,18.9956
2021-12-29,19.1289
2021-12-30,19.0455
2021-12-31,17.7119
2022-01-01,17.7119
2022-01-02,17.7119
2022-01-03,17.9796
2022-01-04,17.9184
2022-01-05,17.8782
2022-01-06,17.8992
2022-01-07,17.9175
2022-01-08,17.9175
2022-01-09,17.9175
2022-01-10,18.1103
2022-01-11,18.3105
2022-01-12,18.3096
2022-01-13,18.3498
2022-01-14,19.0334
2022-01-15,19.0334
2022-01-16,19.0334
2022-01-17,19.0334
2022-01-18,18.7601
2022-01-19,18.7391
2022-01-20,18.5353
2022-01-21,18.4869
2022-01-22,18.4869
2022-01-23,18.4869
2022-01-24,18.6331
2022-01-25,18.3982
2022-01-26,18.37
2022-01-27,18.52
2022-01-28,19.8739
2022-01-29,19.8739
2022-01-30,19.8739
2022-01-31,19.8766
2022-02-01,20.1154
2022-02-02,20.839
2022-02-03,19.9406
2022-02-04,19.7769
2022-02-05,19.7769
2022-02-06,19.7769
2022-02-07,19.8958
2022-02-08,19.6836
2022-02-09,19.9922
2022-02-10,19.2281
2022-02-11,19.0451
2022-02-12,19.0451
2022-02-13,19.0451
2022-02-14,18.8017
2022-02-15,19.0012
2022-02-16,19.2172
2022-02-17,18.9426
2022-02-18,18.6535
2022-02-19,18.6535
2022-02-20,18.6535
2022-02-21,18.6535
2022-02-22,18.7084
2022-02-23,18.7523
2022-02-24,18.712
2022-02-25,18.7166
2022-02-26,18.7166
2022-02-27,18.7166
2022-02-28,18.691
2022-03-01,18.7523
2022-03-02,19.0653
2022-03-03,19.2098
2022-03-04,19.4816
2022-03-05,19.4816
2022-03-06,19.4816
2022-03-07,19.1961
2022-03-08,19.4862
2022-03-09,19.5347
2022-03-10,19.7808
2022-03-11,19.2821
2022-03-12,19.2821
2022-03-13,19.2821
2022-03-14,19.758
2022-03-15,20.2438
2022-03-16,20.3838
2022-03-17,20.5193
2022-03-18,20.4351
2022-03-19,20.4351
2022-03-20,20.4351
2022-03-21,20.5431
2022-03-22,20.6913
2022-03-23,20.3482
2022-03-24,20.6748
2022-03-25,20.8807
2022-03-26,20.8807
2022-03-27,20.8807
2022-03-28,21.0427
2022-03-29,21.2495
2022-03-30,21.1159
2022-03-31,20.1251
2022-04-01,20.5744
2022-04-02,20.5744
2022-04-03,20.5744
2022-04-04,20.7904
2022-04-05,20.9049
2022-04-06,21.1156
2022-04-07,21.414
2022-04-08,21.8913
2022-04-09,21.8913
2022-04-10,21.8913
2022-04-11,21.9619
2022-04-12,21.9671
2022-04-13,22.8185
2022-04-14,22.5608
2022-04-15,22.5608
2022-04-16,22.5608
2022-04-17,22.5608
2022-04-18,22.1273
2022-04-19,22.0863
2022-04-20,22.3284
2022-04-21,22.0158
2022-04-22,21.0329
2022-04-23,21.0329
2022-04-24,21.0329
2022-04-25,21.1426
2022-04-26,20.7953
2022-04-27,20.757
2022-04-28,20.878
2022-04-29,21.2767
2022-04-30,21.2767
2022-05-01,21.2767
2022-05-02,20.2964
2022-05-03,20.9189
2022-05-04,21.3185
2022-05-05,20.6804
2022-05-06,19.6166
2022-05-07,19.6166
2022-05-08,19.6166
2022-05-09,17.9688
2022-05-10,18.4167
2022-05-11,17.9636
2022-05-12,18.4768
2022-05-13,18.9883
2022-05-14,18.9883
2022-05-15,18.9883
2022-05-16,19.6375
2022-05-17,20.3058
2022-05-18,19.4789
2022-05-19,19.749
2022-05-20,20.0226
2022-05-21,20.0226
2022-05-22,20.0226
2022-05-23,20.873
2022-05-24,20.8844
2022-05-25,21.09
2022-05-26,20.9863
2022-05-27,21.3418
2022-05-28,21.3418
2022-05-29,21.3418
2022-05-30,21.3418
2022-05-31,20.8992
2022-06-01,20.9654
2022-06-02,21.0212
2022-06-03,20.968
2022-06-04,20.968
2022-06-05,20.968
2022-06-06,20.8425
2022-06-07,21.1789
2022-06-08,21.4124
2022-06-09,20.1193
2022-06-10,19.6993
2022-06-11,19.6993
2022-06-12,19.6993
2022-06-13,18.8724
2022-06-14,19.194
2022-06-15,19.58
2022-06-16,19.3578
2022-06-17,20.4147
2022-06-18,20.4147
2022-06-19,20.4147
2022-06-20,20.4147
2022-06-21,21.0316
2022-06-22,21.2181
2022-06-23,22.1931
2022-06-24,22.9817
2022-06-25,22.9817
2022-06-26,22.9817
2022-06-27,22.526
2022-06-28,21.5544
2022-06-29,21.9186
2022-06-30,15.6061
2022-07-01,15.9528
2022-07-02,15.9528
2022-07-03,15.9528
2022-07-04,15.9528
2022-07-05,16.0568
2022-07-06,16.1935
2022-07-07,16.3822
2022-07-08,16.3897
2022-07-09,16.3897
2022-07-10,16.3897
2022-07-11,16.376
2022-07-12,16.1214
2022-07-13,16.0412
2022-07-14,15.8794
2022-07-15,16.2988
2022-07-16,16.2988
2022-07-17,16.2988
2022-07-18,15.8738
2022-07-19,16.0957
2022-07-20,15.8387
2022-07-21,15.6888
2022-07-22,15.512
2022-07-23,15.512
2022-07-24,15.512
2022-07-25,15.7246
2022-07-26,16.0092
2022-07-27,15.9321
2022-07-28,15.5452
2022-07-29,15.5195
2022-07-30,15.5195
2022-07-31,15.5195
2022-08-01,15.107
2022-08-02,15.1089
2022-08-03,15.1822
2022-08-04,15.171
2022-08-05,16.0469
2022-08-06,16.0469
2022-08-07,16.0469
2022-08-08,16.4191
2022-08-09,16.7259
2022-08-10,16.5335
2022-08-11,16.3066
2022-08-12,16.455
2022-08-13,16.455
2022-08-14,16.455
2022-08-15,17.1471
2022-08-16,16.9881
2022-08-17,16.7511
2022-08-18,16.4405
2022-08-19,16.7391
2022-08-20,16.7391
2022-08-21,16.7391
2022-08-22,16.4122
2022-08-23,15.935
2022-08-24,16.2356
2022-08-25,16.2475
2022-08-26,15.6477
2022-08-27,15.6477
2022-08-28,15.6477
2022-08-29,15.6427
2022-08-30,15.6276
2022-08-31,15.6528
2022-09-01,16.1834
2022-09-02,15.6075
2022-09-03,15.6075
2022-09-04,15.6075
2022-09-05,15.6075
2022-09-06,15.4906
2022-09-07,15.8213
2022-09-08,16.1073
2022-09-09,16.3034
2022-09-10,16.3034
2022-09-11,16.3034
2022-09-12,16.3896
2022-09-13,15.5842
2022-09-14,15.8477
2022-09-15,16.0243
2022-09-16,16.1526
2022-09-17,16.1526
2022-09-18,16.1526
2022-09-19,15.8653
2022-09-20,15.9784
2022-09-21,15.5673
2022-09-22,15.9407
2022-09-23,15.759
2022-09-24,15.759
2022-09-25,15.759
2022-09-26,15.3397
2022-09-27,15.8401
2022-09-28,16.3223
2022-09-29,16.3468
2022-09-30,15.7311
2022-10-01,15.7311
2022-10-02,15.7311
2022-10-03,16.2185
2022-10-04,16.4168
2022-10-05,16.502
2022-10-06,16.2926
2022-10-07,16.0826
2022-10-08,16.0826
2022-10-09,16.0826
2022-10-10,16.04
2022-10-11,16.0783
2022-10-12,15.7675
2022-10-13,16.1635
2022-10-14,15.9578
2022-10-15,15.9578
2022-10-16,15.9578
2022-10-17,16.1932
2022-10-18,16.3877
2022-10-19,15.8843
2022-10-20,15.7694
2022-10-21,16.3772
2022-10-22,16.3772
2022-10-23,16.3772
2022-10-24,17.0259
2022-10-25,16.9462
2022-10-26,17.0679
2022-10-27,15.6292
2022-10-28,17.2528
2022-10-29,17.2528
2022-10-30,17.2528
2022-10-31,17.136
2022-11-01,17.272
2022-11-02,17.0129
2022-11-03,17.0927
2022-11-04,16.9393
2022-11-05,16.9393
2022-11-06,16.9393
2022-11-07,16.5937
2022-11-08,16.7959
2022-11-09,16.9715
2022-11-10,17.076
2022-11-11,16.5956
2022-11-12,16.5956
2022-11-13,16.5956
2022-11-14,16.7668
2022-11-15,16.7205
2022-11-16,16.7304
2022-11-17,17.0061
2022-11-18,17.2986
2022-11-19,17.2986
2022-11-20,17.2986
2022-11-21,17.3956
2022-11-22,17.7221
2022-11-23,17.3932
2022-11-24,17.3932
2022-11-25,17.1965
2022-11-26,17.1965
2022-11-27,17.1965
2022-11-28,17.34
2022-11-29,17.4037
2022-11-30,17.408
2022-12-01,17.6776
2022-12-02,17.7153
2022-12-03,17.7153
2022-12-04,17.7153
2022-12-05,17.4822
2022-12-06,17.1242
2022-12-07,17.481
2022-12-08,17.7122
2022-12-09,17.1496
2022-12-10,17.1496
2022-12-11,17.1496
2022-12-12,17.2714
2022-12-13,16.8324
2022-12-14,17.1415
2022-12-15,16.9134
2022-12-16,16.6908
2022-12-17,16.6908
2022-12-18,16.6908
2022-12-19,15.874
2022-12-20,15.9754
2022-12-21,15.8097
2022-12-22,16.0181
2022-12-23,15.7565
2022-12-24,15.7565
2022-12-25,15.7565
2022-12-26,15.7565
2022-12-27,15.61
2022-12-28,15.5135
2022-12-29,15.7188
2022-12-30,14.9159
2022-12-31,14.9159
2023-01-01,14.9159
2023-01-02,14.9159
2023-01-03,14.7514
2023-01-04,14.7996
2023-01-05,14.8628
2023-01-06,15.0011
2023-01-07,15.0011
2023-01-08,15.0011
2023-01-09,14.5851
2023-01-10,14.9141
2023-01-11,15.1226
2023-01-12,15.361
2023-01-13,15.6405
2023-01-14,15.6405
2023-01-15,15.6405
2023-01-16,15.6405
2023-01-17,16.2984
2023-01-18,16.1721
2023-01-19,16.0577
2023-01-20,16.1709
2023-01-21,16.1709
2023-01-22,16.1709
2023-01-23,16.2883
2023-01-24,16.3932
2023-01-25,16.4951
2023-01-26,16.8371
2023-01-27,16.8628
2023-01-28,16.8628
2023-01-29,16.8628
2023-01-30,16.7752
2023-01-31,16.9611
2023-02-01,16.6137
2023-02-02,15.8098
2023-02-03,15.6453
2023-02-04,15.6453
2023-02-05,15.6453
2023-02-06,15.8747
2023-02-07,16.0934
2023-02-08,15.208
2023-02-09,15.1048
2023-02-10,15.4572
2023-02-11,15.4572
2023-02-12,15.4572
2023-02-13,15.5634
2023-02-14,15.6273
2023-02-15,15.5377
2023-02-16,15.1372
2023-02-17,15.2339
2023-02-18,15.2339
2023-02-19,15.2339
2023-02-20,15.2339
2023-02-21,15.1635
2023-02-22,15.2757
2023-02-23,15.1689
2023-02-24,14.8585
2023-02-25,14.8585
2023-02-26,14.8585
2023-02-27,14.8603
2023-02-28,15.0328
2023-03-01,15.0889
2023-03-02,15.0609
2023-03-03,15.0459
2023-03-04,15.0459
2023-03-05,15.0459
2023-03-06,15.1122
2023-03-07,14.8114
2023-03-08,14.7278
2023-03-09,14.8293
2023-03-10,14.8508
2023-03-11,14.8508
2023-03-12,14.8508
2023-03-13,15.222
2023-03-14,15.3288
2023-03-15,15.2703
2023-03-16,15.6505
2023-03-17,15.3599
