,LGIH US Equity
2023-03-17,9.1093
2023-03-18,9.1093
2023-03-19,9.1093
2023-03-20,9.1021
2023-03-21,9.2318
2023-03-22,9.132
2023-03-23,9.4361
2023-03-24,9.5914
2023-03-25,9.5914
2023-03-26,9.5914
2023-03-27,9.4277
2023-03-28,9.5072
2023-03-29,9.509
2023-03-30,9.3823
2023-03-31,11.4409
2023-04-01,11.4409
2023-04-02,11.4409
2023-04-03,11.4387
2023-04-04,11.2518
2023-04-05,11.1965
2023-04-06,10.9769
2023-04-07,10.9769
2023-04-08,10.9769
2023-04-09,10.9769
2023-04-10,11.0838
2023-04-11,11.3551
2023-04-12,11.2133
2023-04-13,11.1718
2023-04-14,11.0983
2023-04-15,11.0983
2023-04-16,11.0983
2023-04-17,11.2365
2023-04-18,11.4918
2023-04-19,11.4511
2023-04-20,11.438
2023-04-21,11.4387
2023-04-22,11.4387
2023-04-23,11.4387
2023-04-24,11.6286
2023-04-25,11.5747
2023-04-26,11.3384
2023-04-27,11.5115
2023-04-28,11.7878
2023-04-29,11.7878
2023-04-30,11.7878
2023-05-01,11.7697
2023-05-02,11.6054
2023-05-03,11.7155
2023-05-04,11.5312
2023-05-05,11.6296
2023-05-06,11.6296
2023-05-07,11.6296
2023-05-08,11.6862
2023-05-09,11.6304
2023-05-10,11.7236
2023-05-11,11.9182
2023-05-12,11.8
2023-05-13,11.8
2023-05-14,11.8
2023-05-15,11.8804
2023-05-16,11.9498
2023-05-17,12.1356
2023-05-18,12.2568
2023-05-19,12.0849
2023-05-20,12.0849
2023-05-21,12.0849
2023-05-22,11.8896
2023-05-23,11.5966
2023-05-24,11.6068
2023-05-25,11.6384
2023-05-26,11.6509
2023-05-27,11.6509
2023-05-28,11.6509
2023-05-29,11.6509
2023-05-30,11.7662
2023-05-31,11.5026
2023-06-01,11.5811
2023-06-02,12.0754
2023-06-03,12.0754
2023-06-04,12.0754
2023-06-05,11.9057
2023-06-06,12.5483
2023-06-07,12.715
2023-06-08,12.6372
2023-06-09,12.6049
2023-06-10,12.6049
2023-06-11,12.6049
2023-06-12,12.8561
2023-06-13,12.9075
2023-06-14,12.6255
2023-06-15,12.8362
2023-06-16,12.7363
2023-06-17,12.7363
2023-06-18,12.7363
2023-06-19,12.7363
2023-06-20,12.7694
2023-06-21,12.7246
2023-06-22,12.6636
2023-06-23,12.6049
2023-06-24,12.6049
2023-06-25,12.6049
2023-06-26,12.5652
2023-06-27,12.8935
2023-06-28,12.8223
2023-06-29,12.8091
2023-06-30,18.4967
2023-07-01,18.4967
2023-07-02,18.4967
2023-07-03,18.2245
2023-07-04,18.2245
2023-07-05,17.8359
2023-07-06,17.0921
2023-07-07,17.3051
2023-07-08,17.3051
2023-07-09,17.3051
2023-07-10,17.9585
2023-07-11,17.8256
2023-07-12,18.3824
2023-07-13,18.4738
2023-07-14,18.7969
2023-07-15,18.7969
2023-07-16,18.7969
2023-07-17,18.9164
2023-07-18,18.9351
2023-07-19,19.1096
2023-07-20,18.6754
2023-07-21,18.5216
2023-07-22,18.5216
2023-07-23,18.5216
2023-07-24,18.6359
2023-07-25,18.6899
2023-07-26,18.4063
2023-07-27,18.1975
2023-07-28,18.7034
2023-07-29,18.7034
2023-07-30,18.7034
2023-07-31,18.8977
2023-08-01,18.7907
2023-08-02,18.9942
2023-08-03,18.0306
2023-08-04,18.4838
2023-08-05,18.4838
2023-08-06,18.4838
2023-08-07,18.7936
2023-08-08,18.6979
2023-08-09,18.6137
2023-08-10,18.2967
2023-08-11,18.3144
2023-08-12,18.3144
2023-08-13,18.3144
2023-08-14,18.4412
2023-08-15,18.4724
2023-08-16,17.8279
2023-08-17,16.9048
2023-08-18,16.7645
2023-08-19,16.7645
2023-08-20,16.7645
2023-08-21,16.5026
2023-08-22,16.592
2023-08-23,16.7895
2023-08-24,16.6678
2023-08-25,16.5306
2023-08-26,16.5306
2023-08-27,16.5306
2023-08-28,16.6335
2023-08-29,16.9288
2023-08-30,17.3872
2023-08-31,17.2791
2023-09-01,17.5504
2023-09-02,17.5504
2023-09-03,17.5504
2023-09-04,17.5504
2023-09-05,16.6429
2023-09-06,16.8986
2023-09-07,17.067
2023-09-08,16.9152
2023-09-09,16.9152
2023-09-10,16.9152
2023-09-11,17.0026
2023-09-12,16.699
2023-09-13,16.541
2023-09-14,16.698
2023-09-15,16.1886
2023-09-16,16.1886
2023-09-17,16.1886
2023-09-18,15.9932
2023-09-19,15.9849
2023-09-20,15.6315
2023-09-21,15.224
2023-09-22,15.2063
2023-09-23,15.2063
2023-09-24,15.2063
2023-09-25,15.1211
2023-09-26,14.8592
2023-09-27,14.8093
2023-09-28,14.9745
2023-09-29,16.2747
2023-09-30,16.2747
2023-10-01,16.2747
2023-10-02,16.3076
2023-10-03,16.0552
2023-10-04,16.177
2023-10-05,15.5975
2023-10-06,15.8763
2023-10-07,15.8763
2023-10-08,15.8763
2023-10-09,15.8982
2023-10-10,16.1386
2023-10-11,16.0727
2023-10-12,15.5667
2023-10-13,15.6282
2023-10-14,15.6282
2023-10-15,15.6282
2023-10-16,15.6271
2023-10-17,15.7105
2023-10-18,15.3209
2023-10-19,15.0366
2023-10-20,14.9795
2023-10-21,14.9795
2023-10-22,14.9795
2023-10-23,15.1551
2023-10-24,15.0366
2023-10-25,14.7172
2023-10-26,15.0037
2023-10-27,14.9784
2023-10-28,14.9784
2023-10-29,14.9784
2023-10-30,15.1101
2023-10-31,15.7359
2023-11-01,16.3445
2023-11-02,17.064
2023-11-03,17.5615
2023-11-04,17.5615
2023-11-05,17.5615
2023-11-06,17.355
2023-11-07,17.5033
2023-11-08,17.4111
2023-11-09,17.3463
2023-11-10,17.6988
2023-11-11,17.6988
2023-11-12,17.6988
2023-11-13,17.678
2023-11-14,19.0752
2023-11-15,18.8698
2023-11-16,18.6226
2023-11-17,18.8193
2023-11-18,18.8193
2023-11-19,18.8193
2023-11-20,18.6611
2023-11-21,18.4765
2023-11-22,18.4315
2023-11-23,18.4315
2023-11-24,18.5139
2023-11-25,18.5139
2023-11-26,18.5139
2023-11-27,18.2986
2023-11-28,18.3645
2023-11-29,18.4535
2023-11-30,18.3239
2023-12-01,18.6984
2023-12-02,18.6984
2023-12-03,18.6984
2023-12-04,18.8357
2023-12-05,18.5908
2023-12-06,18.6062
2023-12-07,18.4809
2023-12-08,18.5326
2023-12-09,18.5326
2023-12-10,18.5326
2023-12-11,18.3085
2023-12-12,17.8757
2023-12-13,18.9983
2023-12-14,19.9737
2023-12-15,19.3048
2023-12-16,19.3048
2023-12-17,19.3048
2023-12-18,19.1894
2023-12-19,19.475
2023-12-20,19.5552
2023-12-21,19.9353
2023-12-22,19.8715
2023-12-23,19.8715
2023-12-24,19.8715
2023-12-25,19.8715
2023-12-26,20.1286
2023-12-27,20.256
2023-12-28,20.1835
2023-12-29,18.5904
2023-12-30,18.5904
2023-12-31,18.5904
2024-01-01,18.5904
2024-01-02,18.3846
2024-01-03,17.8398
2024-01-04,17.8105
2024-01-05,17.8105
2024-01-06,17.8105
2024-01-07,17.8105
2024-01-08,18.0506
2024-01-09,17.8317
2024-01-10,18.1354
2024-01-11,17.864
2024-01-12,17.6834
2024-01-13,17.6834
2024-01-14,17.6834
2024-01-15,17.6834
2024-01-16,17.4171
2024-01-17,17.3586
2024-01-18,17.6874
2024-01-19,17.7369
2024-01-20,17.7369
2024-01-21,17.7369
2024-01-22,17.9155
2024-01-23,17.0408
2024-01-24,16.841
2024-01-25,17.0297
2024-01-26,16.9742
2024-01-27,16.9742
2024-01-28,16.9742
2024-01-29,17.2637
2024-01-30,17.3031
2024-01-31,17.0619
2024-02-01,17.4544
2024-02-02,17.2869
2024-02-03,17.2869
2024-02-04,17.2869
2024-02-05,17.1124
2024-02-06,16.8349
2024-02-07,16.9066
2024-02-08,17.1578
2024-02-09,17.3424
2024-02-10,17.3424
2024-02-11,17.3424
2024-02-12,18.1435
2024-02-13,17.5149
2024-02-14,18.0345
2024-02-15,18.3321
2024-02-16,17.9629
2024-02-17,17.9629
2024-02-18,17.9629
2024-02-19,17.9629
2024-02-20,16.9023
2024-02-21,16.7236
2024-02-22,16.6025
2024-02-23,16.6055
2024-02-24,16.6055
2024-02-25,16.6055
2024-02-26,16.552
2024-02-27,16.3904
2024-02-28,16.35
2024-02-29,16.6751
2024-03-01,16.767
2024-03-02,16.767
2024-03-03,16.767
2024-03-04,16.4591
2024-03-05,16.1835
2024-03-06,16.4147
2024-03-07,16.6408
2024-03-08,16.4581
2024-03-09,16.4581
2024-03-10,16.4581
2024-03-11,16.5631
2024-03-12,16.5308
2024-03-13,16.5489
2024-03-14,16.0926
2024-03-15,15.9583
2024-03-16,15.9583
2024-03-17,15.9583
2024-03-18,15.928
2024-03-19,16.2319
2024-03-20,16.6438
2024-03-21,16.5358
2024-03-22,16.6509
2024-03-23,16.6509
2024-03-24,16.6509
2024-03-25,16.5035
2024-03-26,16.5308
2024-03-27,16.6863
2024-03-28,16.9053
2024-03-29,16.9053
2024-03-30,16.9053
2024-03-31,16.9053
2024-04-01,16.7105
2024-04-02,15.7937
2024-04-03,15.9664
2024-04-04,15.3525
2024-04-05,15.1314
2024-04-06,15.1314
2024-04-07,15.1314
2024-04-08,15.3131
