,CNS US Equity
2020-04-12,17.4668
2020-04-13,16.2661
2020-04-14,16.6806
2020-04-15,16.1707
2020-04-16,15.7825
2020-04-17,16.5029
2020-04-18,16.5029
2020-04-19,16.5029
2020-04-20,15.9634
2020-04-21,15.7299
2020-04-22,16.22
2020-04-23,16.5161
2020-04-24,17.6938
2020-04-25,17.6938
2020-04-26,17.6938
2020-04-27,18.6017
2020-04-28,19.0162
2020-04-29,19.98
2020-04-30,19.3254
2020-05-01,18.9734
2020-05-02,18.9734
2020-05-03,18.9734
2020-05-04,19.1576
2020-05-05,19.6247
2020-05-06,19.5096
2020-05-07,20.2695
2020-05-08,21.3567
2020-05-09,21.3567
2020-05-10,21.3567
2020-05-11,21.1757
2020-05-12,20.3564
2020-05-13,19.3134
2020-05-14,20.1754
2020-05-15,19.9089
2020-05-16,19.9089
2020-05-17,19.9089
2020-05-18,21.4587
2020-05-19,20.3169
2020-05-20,21.1165
2020-05-21,21.2349
2020-05-22,21.3501
2020-05-23,21.3501
2020-05-24,21.3501
2020-05-25,21.3501
2020-05-26,22.5017
2020-05-27,22.4491
2020-05-28,21.7713
2020-05-29,21.2415
2020-05-30,21.2415
2020-05-31,21.2415
2020-06-01,21.6791
2020-06-02,22.3931
2020-06-03,23.4296
2020-06-04,23.4526
2020-06-05,24.5746
2020-06-06,24.5746
2020-06-07,24.5746
2020-06-08,24.5582
2020-06-09,24.4595
2020-06-10,23.9889
2020-06-11,22.1727
2020-06-12,22.9755
2020-06-13,22.9755
2020-06-14,22.9755
2020-06-15,23.6533
2020-06-16,24.012
2020-06-17,24.2423
2020-06-18,24.3147
2020-06-19,23.6862
2020-06-20,23.6862
2020-06-21,23.6862
2020-06-22,23.7981
2020-06-23,23.8475
2020-06-24,23.0347
2020-06-25,23.1302
2020-06-26,21.5738
2020-06-27,21.5738
2020-06-28,21.5738
2020-06-29,22.3668
2020-06-30,22.0956
2020-07-01,22.011
2020-07-02,21.9426
2020-07-03,21.9426
2020-07-04,21.9426
2020-07-05,21.9426
2020-07-06,22.0923
2020-07-07,21.3927
2020-07-08,21.4285
2020-07-09,20.6344
2020-07-10,21.8027
2020-07-11,21.8027
2020-07-12,21.8027
2020-07-13,21.1486
2020-07-14,21.6074
2020-07-15,22.2518
2020-07-16,21.9459
2020-07-17,21.9784
2020-07-18,21.9784
2020-07-19,21.9784
2020-07-20,21.9915
2020-07-21,22.1281
2020-07-22,22.242
2020-07-23,20.7971
2020-07-24,20.6377
2020-07-25,20.6377
2020-07-26,20.6377
2020-07-27,20.9761
2020-07-28,20.3903
2020-07-29,20.5954
2020-07-30,19.8696
2020-07-31,19.5344
2020-08-01,19.5344
2020-08-02,19.5344
2020-08-03,19.8143
2020-08-04,19.4856
2020-08-05,19.7004
2020-08-06,19.5149
2020-08-07,19.6525
2020-08-08,19.6525
2020-08-09,19.6525
2020-08-10,19.8088
2020-08-11,20.2384
2020-08-12,20.4207
2020-08-13,20.4044
2020-08-14,20.0887
2020-08-15,20.0887
2020-08-16,20.0887
2020-08-17,20.1864
2020-08-18,20.2384
2020-08-19,19.9032
2020-08-20,19.978
2020-08-21,20.0789
2020-08-22,20.0789
2020-08-23,20.0789
2020-08-24,20.3393
2020-08-25,19.8967
2020-08-26,19.8283
2020-08-27,19.9911
2020-08-28,19.952
2020-08-29,19.952
2020-08-30,19.952
2020-08-31,19.6428
2020-09-01,19.9845
2020-09-02,20.1701
2020-09-03,19.6883
2020-09-04,19.5191
2020-09-05,19.5191
2020-09-06,19.5191
2020-09-07,19.5191
2020-09-08,18.8681
2020-09-09,19.0438
2020-09-10,18.7867
2020-09-11,18.9429
2020-09-12,18.9429
2020-09-13,18.9429
2020-09-14,19.2196
2020-09-15,19.3042
2020-09-16,18.9527
2020-09-17,18.6923
2020-09-18,18.5914
2020-09-19,18.5914
2020-09-20,18.5914
2020-09-21,17.833
2020-09-22,18.0641
2020-09-23,17.6344
2020-09-24,17.8167
2020-09-25,18.038
2020-09-26,18.038
2020-09-27,18.038
2020-09-28,18.3896
2020-09-29,18.191
2020-09-30,17.9358
2020-10-01,17.9973
2020-10-02,18.3271
2020-10-03,18.3271
2020-10-04,18.3271
2020-10-05,18.6149
2020-10-06,18.062
2020-10-07,18.2819
2020-10-08,18.9836
2020-10-09,19.0547
2020-10-10,19.0547
2020-10-11,19.0547
2020-10-12,19.2391
2020-10-13,19.2164
2020-10-14,19.1679
2020-10-15,19.1388
2020-10-16,19.0515
2020-10-17,19.0515
2020-10-18,19.0515
2020-10-19,18.6764
2020-10-20,18.8219
2020-10-21,18.4727
2020-10-22,18.5988
2020-10-23,18.5858
2020-10-24,18.5858
2020-10-25,18.5858
2020-10-26,18.4338
2020-10-27,18.2172
2020-10-28,18.0167
2020-10-29,18.2107
2020-10-30,18.1202
2020-10-31,18.1202
2020-11-01,18.1202
2020-11-02,18.602
2020-11-03,19.0806
2020-11-04,19.1227
2020-11-05,19.3459
2020-11-06,19.0322
2020-11-07,19.0322
2020-11-08,19.0322
2020-11-09,21.0893
2020-11-10,20.685
2020-11-11,20.3454
2020-11-12,19.5788
2020-11-13,20.4844
2020-11-14,20.4844
2020-11-15,20.4844
2020-11-16,21.969
2020-11-17,22.0531
2020-11-18,21.5938
2020-11-19,21.7685
2020-11-20,22.3086
2020-11-21,22.3086
2020-11-22,22.3086
2020-11-23,22.8844
2020-11-24,23.8288
2020-11-25,23.363
2020-11-26,23.363
2020-11-27,23.363
2020-11-28,23.363
2020-11-29,23.363
2020-11-30,22.8003
2020-12-01,23.0202
2020-12-02,23.0946
2020-12-03,23.3598
2020-12-04,24.259
2020-12-05,24.259
2020-12-06,24.259
2020-12-07,24.5565
2020-12-08,25.1484
2020-12-09,24.4951
2020-12-10,24.1587
2020-12-11,24.2784
2020-12-12,24.2784
2020-12-13,24.2784
2020-12-14,24.1134
2020-12-15,24.259
2020-12-16,24.3495
2020-12-17,24.4207
2020-12-18,23.9679
2020-12-19,23.9679
2020-12-20,23.9679
2020-12-21,23.8935
2020-12-22,23.7091
2020-12-23,23.7965
2020-12-24,23.6509
2020-12-25,23.6509
2020-12-26,23.6509
2020-12-27,23.6509
2020-12-28,23.6865
2020-12-29,23.4763
2020-12-30,23.6703
2020-12-31,38.1201
2021-01-01,38.1201
2021-01-02,38.1201
2021-01-03,38.1201
2021-01-04,36.6607
2021-01-05,36.6354
2021-01-06,38.191
2021-01-07,37.4259
2021-01-08,36.7874
2021-01-09,36.7874
2021-01-10,36.7874
2021-01-11,37.3144
2021-01-12,37.7654
2021-01-13,37.8363
2021-01-14,38.2417
2021-01-15,37.7806
2021-01-16,37.7806
2021-01-17,37.7806
2021-01-18,37.7806
2021-01-19,37.8667
2021-01-20,38.0947
2021-01-21,37.9427
2021-01-22,37.5982
2021-01-23,37.5982
2021-01-24,37.5982
2021-01-25,36.9698
2021-01-26,37.0458
2021-01-27,35.1203
2021-01-28,35.3331
2021-01-29,33.6609
2021-01-30,33.6609
2021-01-31,33.6609
2021-02-01,34.8973
2021-02-02,34.6744
2021-02-03,34.5223
2021-02-04,35.2824
2021-02-05,34.8213
2021-02-06,34.8213
2021-02-07,34.8213
2021-02-08,35.2013
2021-02-09,35.9614
2021-02-10,35.4243
2021-02-11,35.5104
2021-02-12,35.4496
2021-02-13,35.4496
2021-02-14,35.4496
2021-02-15,35.4496
2021-02-16,34.8162
2021-02-17,34.0511
2021-02-18,34.2132
2021-02-19,34.0207
2021-02-20,34.0207
2021-02-21,34.0207
2021-02-22,33.5849
2021-02-23,32.9768
2021-02-24,33.9953
2021-02-25,32.7893
2021-02-26,33.3962
2021-02-27,33.3962
2021-02-28,33.3962
2021-03-01,34.4804
2021-03-02,34.4037
2021-03-03,34.8282
2021-03-04,33.7132
2021-03-05,34.1684
2021-03-06,34.1684
2021-03-07,34.1684
2021-03-08,34.5418
2021-03-09,34.5776
2021-03-10,34.7208
2021-03-11,34.5008
2021-03-12,35.2066
2021-03-13,35.2066
2021-03-14,35.2066
2021-03-15,35.8766
2021-03-16,35.1248
2021-03-17,35.1248
2021-03-18,33.6007
2021-03-19,34.0559
2021-03-20,34.0559
2021-03-21,34.0559
2021-03-22,34.2298
2021-03-23,33.4422
2021-03-24,33.4115
2021-03-25,33.3604
2021-03-26,33.7593
2021-03-27,33.7593
2021-03-28,33.7593
2021-03-29,34.2758
2021-03-30,33.7951
2021-03-31,22.168
2021-04-01,22.788
2021-04-02,22.788
2021-04-03,22.788
2021-04-04,22.788
2021-04-05,22.9119
2021-04-06,22.4328
2021-04-07,22.1513
2021-04-08,22.1848
2021-04-09,22.5601
2021-04-10,22.5601
2021-04-11,22.5601
2021-04-12,22.9019
2021-04-13,22.5266
2021-04-14,22.731
2021-04-15,22.9321
2021-04-16,22.8918
2021-04-17,22.8918
2021-04-18,22.8918
2021-04-19,22.6003
2021-04-20,22.6539
2021-04-21,23.1633
2021-04-22,22.6171
2021-04-23,23.3677
2021-04-24,23.3677
2021-04-25,23.3677
2021-04-26,23.1231
2021-04-27,23.0728
2021-04-28,23.2739
2021-04-29,23.2169
2021-04-30,23.0694
2021-05-01,23.0694
2021-05-02,23.0694
2021-05-03,24.0178
2021-05-04,24.3194
2021-05-05,23.619
2021-05-06,23.7665
2021-05-07,23.9999
2021-05-08,23.9999
2021-05-09,23.9999
2021-05-10,23.7251
2021-05-11,23.8525
2021-05-12,23.4737
2021-05-13,24.4256
2021-05-14,24.7708
2021-05-15,24.7708
2021-05-16,24.7708
2021-05-17,24.5329
2021-05-18,24.2178
2021-05-19,24.0234
2021-05-20,24.1575
2021-05-21,24.4658
2021-05-22,24.4658
2021-05-23,24.4658
2021-05-24,24.7373
2021-05-25,24.4926
2021-05-26,24.496
2021-05-27,24.791
2021-05-28,24.7876
2021-05-29,24.7876
2021-05-30,24.7876
2021-05-31,24.7876
2021-06-01,24.9854
2021-06-02,25.1395
2021-06-03,25.2367
2021-06-04,25.2133
2021-06-05,25.2133
2021-06-06,25.2133
2021-06-07,25.2803
2021-06-08,25.3641
2021-06-09,25.1965
2021-06-10,25.0893
2021-06-11,25.3574
2021-06-12,25.3574
2021-06-13,25.3574
2021-06-14,25.4144
2021-06-15,25.6792
2021-06-16,26.1585
2021-06-17,26.4534
2021-06-18,26.2389
2021-06-19,26.2389
2021-06-20,26.2389
2021-06-21,26.9462
2021-06-22,27.221
2021-06-23,27.2311
2021-06-24,27.7037
2021-06-25,27.7841
2021-06-26,27.7841
2021-06-27,27.7841
2021-06-28,27.5931
2021-06-29,27.7238
2021-06-30,23.3751
2021-07-01,23.3923
2021-07-02,23.0978
2021-07-03,23.0978
2021-07-04,23.0978
2021-07-05,23.0978
2021-07-06,23.032
2021-07-07,23.0949
2021-07-08,22.5832
2021-07-09,22.8205
2021-07-10,22.8205
2021-07-11,22.8205
2021-07-12,23.235
2021-07-13,23.1292
2021-07-14,22.9034
2021-07-15,22.5946
2021-07-16,22.5546
2021-07-17,22.5546
2021-07-18,22.5546
2021-07-19,22.2086
2021-07-20,22.8148
2021-07-21,23.2007
2021-07-22,23.0663
2021-07-23,23.3866
2021-07-24,23.3866
2021-07-25,23.3866
2021-07-26,23.6067
2021-07-27,23.458
2021-07-28,23.5838
2021-07-29,23.9698
2021-07-30,23.6953
2021-07-31,23.6953
2021-08-01,23.6953
2021-08-02,23.7639
2021-08-03,24.0012
2021-08-04,24.1785
2021-08-05,24.5959
2021-08-06,24.8664
2021-08-07,24.8664
2021-08-08,24.8664
2021-08-09,24.855
2021-08-10,25.221
2021-08-11,25.1352
2021-08-12,25.3097
2021-08-13,25.1181
2021-08-14,25.1181
2021-08-15,25.1181
2021-08-16,24.9379
2021-08-17,24.5605
2021-08-18,24.4318
2021-08-19,24.2087
2021-08-20,24.9494
2021-08-21,24.9494
2021-08-22,24.9494
2021-08-23,25.1266
2021-08-24,24.8836
2021-08-25,24.9007
2021-08-26,24.5576
2021-08-27,25.1781
2021-08-28,25.1781
2021-08-29,25.1781
2021-08-30,25.0952
2021-08-31,24.9865
2021-09-01,24.7835
2021-09-02,25.1867
2021-09-03,25.0523
2021-09-04,25.0523
2021-09-05,25.0523
2021-09-06,25.0523
2021-09-07,24.835
2021-09-08,24.9922
2021-09-09,24.9351
2021-09-10,24.6863
2021-09-11,24.6863
2021-09-12,24.6863
2021-09-13,24.5519
2021-09-14,24.2659
2021-09-15,24.4118
2021-09-16,24.6691
2021-09-17,24.8464
2021-09-18,24.8464
2021-09-19,24.8464
2021-09-20,24.0343
2021-09-21,23.9371
2021-09-22,24.0686
2021-09-23,24.529
2021-09-24,24.4203
2021-09-25,24.4203
2021-09-26,24.4203
2021-09-27,24.7292
2021-09-28,23.9828
2021-09-29,23.6654
2021-09-30,20.8783
2021-10-01,21.2694
2021-10-02,21.2694
2021-10-03,21.2694
2021-10-04,21.3557
2021-10-05,21.597
2021-10-06,21.4345
2021-10-07,21.3989
2021-10-08,21.5361
2021-10-09,21.5361
2021-10-10,21.5361
2021-10-11,21.1221
2021-10-12,21.1069
2021-10-13,21.3176
2021-10-14,21.7392
2021-10-15,21.7849
2021-10-16,21.7849
2021-10-17,21.7849
2021-10-18,21.9018
2021-10-19,22.3995
2021-10-20,23.0192
2021-10-21,22.8491
2021-10-22,23.1513
2021-10-23,23.1513
2021-10-24,23.1513
2021-10-25,23.324
2021-10-26,23.4764
2021-10-27,22.8211
2021-10-28,23.357
2021-10-29,23.7024
2021-10-30,23.7024
2021-10-31,23.7024
2021-11-01,24.0021
2021-11-02,23.9056
2021-11-03,24.5938
2021-11-04,24.7284
2021-11-05,25.1184
2021-11-06,25.1184
2021-11-07,25.1184
2021-11-08,24.9685
2021-11-09,25.1082
2021-11-10,24.9126
2021-11-11,25.0041
2021-11-12,24.9406
2021-11-13,24.9406
2021-11-14,24.9406
2021-11-15,24.9279
2021-11-16,24.9329
2021-11-17,24.6637
2021-11-18,24.9558
2021-11-19,24.6078
2021-11-20,24.6078
2021-11-21,24.6078
2021-11-22,24.491
2021-11-23,24.7069
2021-11-24,24.7805
2021-11-25,24.7805
2021-11-26,23.2946
2021-11-27,23.2946
2021-11-28,23.2946
2021-11-29,23.2032
2021-11-30,22.4056
2021-12-01,22.0017
2021-12-02,22.6952
2021-12-03,22.2202
2021-12-04,22.2202
2021-12-05,22.2202
2021-12-06,22.4005
2021-12-07,23.1346
2021-12-08,23.3403
2021-12-09,22.6266
2021-12-10,22.6215
2021-12-11,22.6215
2021-12-12,22.6215
2021-12-13,22.9212
2021-12-14,22.6494
2021-12-15,22.9949
2021-12-16,22.9339
2021-12-17,22.7942
2021-12-18,22.7942
2021-12-19,22.7942
2021-12-20,22.0017
2021-12-21,22.6952
2021-12-22,22.5275
2021-12-23,22.4538
2021-12-24,22.4538
2021-12-25,22.4538
2021-12-26,22.4538
2021-12-27,23.2286
2021-12-28,22.972
2021-12-29,22.8425
2021-12-30,22.9542
2021-12-31,15.5781
2022-01-01,15.5781
2022-01-02,15.5781
2022-01-03,15.3677
2022-01-04,15.6774
2022-01-05,15.1795
2022-01-06,15.2599
2022-01-07,15.3027
2022-01-08,15.3027
2022-01-09,15.3027
2022-01-10,14.8818
2022-01-11,15.1179
2022-01-12,15.1624
2022-01-13,15.0529
2022-01-14,14.7038
2022-01-15,14.7038
2022-01-16,14.7038
2022-01-17,14.7038
2022-01-18,14.5806
2022-01-19,14.7055
2022-01-20,14.3205
2022-01-21,14.1049
2022-01-22,14.1049
2022-01-23,14.1049
2022-01-24,14.1118
2022-01-25,13.9082
2022-01-26,13.6909
2022-01-27,13.7456
2022-01-28,13.7217
2022-01-29,13.7217
2022-01-30,13.7217
2022-01-31,14.0416
2022-02-01,14.0895
2022-02-02,13.7097
2022-02-03,13.4582
2022-02-04,13.4547
2022-02-05,13.4547
2022-02-06,13.4547
2022-02-07,13.5352
2022-02-08,13.7901
2022-02-09,14.0827
2022-02-10,13.7867
2022-02-11,13.566
2022-02-12,13.566
2022-02-13,13.566
2022-02-14,13.4513
2022-02-15,13.749
2022-02-16,13.8055
2022-02-17,13.3093
2022-02-18,13.4068
2022-02-19,13.4068
2022-02-20,13.4068
2022-02-21,13.4068
2022-02-22,13.3795
2022-02-23,13.2323
2022-02-24,13.1057
2022-02-25,13.6891
2022-02-26,13.6891
2022-02-27,13.6891
2022-02-28,13.7736
2022-03-01,13.3473
2022-03-02,13.7667
2022-03-03,13.5165
2022-03-04,13.2127
2022-03-05,13.2127
2022-03-06,13.2127
2022-03-07,12.8192
2022-03-08,12.8658
2022-03-09,13.1972
2022-03-10,13.1696
2022-03-11,13.1437
2022-03-12,13.1437
2022-03-13,13.1437
2022-03-14,13.1161
2022-03-15,13.1834
2022-03-16,13.696
2022-03-17,13.6787
2022-03-18,14.0429
2022-03-19,14.0429
2022-03-20,14.0429
2022-03-21,13.9238
2022-03-22,14.1378
2022-03-23,13.9031
2022-03-24,13.96
2022-03-25,14.1903
2022-03-26,14.1903
2022-03-27,14.1903
2022-03-28,14.3525
2022-03-29,14.7012
2022-03-30,14.5993
2022-03-31,15.3452
2022-04-01,15.6595
2022-04-02,15.6595
2022-04-03,15.6595
2022-04-04,15.623
2022-04-05,15.5275
2022-04-06,15.6508
2022-04-07,15.6248
2022-04-08,15.3609
2022-04-09,15.3609
2022-04-10,15.3609
2022-04-11,15.2116
2022-04-12,15.1682
2022-04-13,15.215
2022-04-14,14.7636
2022-04-15,14.7636
2022-04-16,14.7636
2022-04-17,14.7636
2022-04-18,14.6629
2022-04-19,15.2619
2022-04-20,15.4789
2022-04-21,14.9928
2022-04-22,14.6716
2022-04-23,14.6716
2022-04-24,14.6716
2022-04-25,14.6994
2022-04-26,14.0674
2022-04-27,14.1629
2022-04-28,14.4268
2022-04-29,13.9216
2022-04-30,13.9216
2022-05-01,13.9216
2022-05-02,13.9737
2022-05-03,13.9268
2022-05-04,14.3088
2022-05-05,13.7219
2022-05-06,13.6688
2022-05-07,13.6688
2022-05-08,13.6688
2022-05-09,13.5942
2022-05-10,13.1514
2022-05-11,12.5662
2022-05-12,12.7641
2022-05-13,13.0871
2022-05-14,13.0871
2022-05-15,13.0871
2022-05-16,12.8041
2022-05-17,13.1531
2022-05-18,12.8249
2022-05-19,12.9256
2022-05-20,13.0177
2022-05-21,13.0177
2022-05-22,13.0177
2022-05-23,13.1705
2022-05-24,13.1982
2022-05-25,13.516
2022-05-26,13.457
2022-05-27,13.8251
2022-05-28,13.8251
2022-05-29,13.8251
2022-05-30,13.8251
2022-05-31,13.6671
2022-06-01,13.3615
2022-06-02,13.7036
2022-06-03,13.4917
2022-06-04,13.4917
2022-06-05,13.4917
2022-06-06,13.4657
2022-06-07,13.5664
2022-06-08,13.1097
2022-06-09,12.6582
2022-06-10,12.5696
2022-06-11,12.5696
2022-06-12,12.5696
2022-06-13,11.9133
2022-06-14,11.717
2022-06-15,11.9549
2022-06-16,11.6615
2022-06-17,11.8212
2022-06-18,11.8212
2022-06-19,11.8212
2022-06-20,11.8212
2022-06-21,11.9792
2022-06-22,11.8125
2022-06-23,11.8056
2022-06-24,12.297
2022-06-25,12.297
2022-06-26,12.297
2022-06-27,12.3404
2022-06-28,12.0886
2022-06-29,11.6754
2022-06-30,12.8831
2022-07-01,13.1676
2022-07-02,13.1676
2022-07-03,13.1676
2022-07-04,13.1676
2022-07-05,13.3791
2022-07-06,13.3534
2022-07-07,13.553
2022-07-08,13.383
2022-07-09,13.383
2022-07-10,13.383
2022-07-11,13.2408
2022-07-12,13.3
2022-07-13,13.2526
2022-07-14,13.47
2022-07-15,13.7368
2022-07-16,13.7368
2022-07-17,13.7368
2022-07-18,13.6222
2022-07-19,14.0945
2022-07-20,14.1498
2022-07-21,14.0292
2022-07-22,14.045
2022-07-23,14.045
2022-07-24,14.045
2022-07-25,14.0964
2022-07-26,14.1261
2022-07-27,14.3375
2022-07-28,14.6636
2022-07-29,14.879
2022-07-30,14.879
2022-07-31,14.879
2022-08-01,14.9916
2022-08-02,14.8849
2022-08-03,15.0094
2022-08-04,15.0232
2022-08-05,15.09
2022-08-06,15.09
2022-08-07,15.09
2022-08-08,15.2995
2022-08-09,15.1789
2022-08-10,15.7244
2022-08-11,15.5841
2022-08-12,15.6671
2022-08-13,15.6671
2022-08-14,15.6671
2022-08-15,15.7106
2022-08-16,15.5466
2022-08-17,15.4378
2022-08-18,15.4457
2022-08-19,15.422
2022-08-20,15.422
2022-08-21,15.422
2022-08-22,15.1117
2022-08-23,15.1848
2022-08-24,15.2995
2022-08-25,15.4714
2022-08-26,14.8864
2022-08-27,14.8864
2022-08-28,14.8864
2022-08-29,14.7025
2022-08-30,14.5345
2022-08-31,14.4258
2022-09-01,14.4495
2022-09-02,14.3191
2022-09-03,14.3191
2022-09-04,14.3191
2022-09-05,14.3191
2022-09-06,14.4278
2022-09-07,14.6768
2022-09-08,14.9239
2022-09-09,15.0722
2022-09-10,15.0722
2022-09-11,15.0722
2022-09-12,15.3449
2022-09-13,14.7243
2022-09-14,14.5049
2022-09-15,14.412
2022-09-16,14.6689
2022-09-17,14.6689
2022-09-18,14.6689
2022-09-19,14.8113
2022-09-20,14.4654
2022-09-21,14.3389
2022-09-22,14.1748
2022-09-23,13.8803
2022-09-24,13.8803
2022-09-25,13.8803
2022-09-26,13.649
2022-09-27,13.2853
2022-09-28,13.4553
2022-09-29,12.9414
2022-09-30,12.9254
2022-10-01,12.9254
2022-10-02,12.9254
2022-10-03,13.126
2022-10-04,13.5652
2022-10-05,13.3435
2022-10-06,13.1471
2022-10-07,12.463
2022-10-08,12.463
2022-10-09,12.463
2022-10-10,12.3954
2022-10-11,11.6923
2022-10-12,11.4495
2022-10-13,11.743
2022-10-14,11.4242
2022-10-15,11.4242
2022-10-16,11.4242
2022-10-17,11.8803
2022-10-18,12.0956
2022-10-19,11.8803
2022-10-20,11.705
2022-10-21,11.9162
2022-10-22,11.9162
2022-10-23,11.9162
2022-10-24,12.0576
2022-10-25,12.3131
2022-10-26,12.2519
2022-10-27,12.3152
2022-10-28,12.482
2022-10-29,12.482
2022-10-30,12.482
2022-10-31,12.4039
2022-11-01,12.4757
2022-11-02,12.2603
2022-11-03,11.9436
2022-11-04,12.2266
2022-11-05,12.2266
2022-11-06,12.2266
2022-11-07,12.2055
2022-11-08,12.29
2022-11-09,12.0724
2022-11-10,13.3121
2022-11-11,13.7872
2022-11-12,13.7872
2022-11-13,13.7872
2022-11-14,13.4261
2022-11-15,13.4852
2022-11-16,13.5824
2022-11-17,13.519
2022-11-18,13.6225
2022-11-19,13.6225
2022-11-20,13.6225
2022-11-21,13.443
2022-11-22,13.4493
2022-11-23,13.5
2022-11-24,13.5
2022-11-25,13.4979
2022-11-26,13.4979
2022-11-27,13.4979
2022-11-28,13.6499
2022-11-29,13.4894
2022-11-30,13.6922
2022-12-01,13.9202
2022-12-02,13.973
2022-12-03,13.973
2022-12-04,13.973
2022-12-05,13.9667
2022-12-06,13.4599
2022-12-07,13.4894
2022-12-08,13.6964
2022-12-09,13.8125
2022-12-10,13.8125
2022-12-11,13.8125
2022-12-12,13.8147
2022-12-13,14.0871
2022-12-14,13.8168
2022-12-15,13.3712
2022-12-16,13.2867
2022-12-17,13.2867
2022-12-18,13.2867
2022-12-19,13.2952
2022-12-20,13.0439
2022-12-21,13.198
2022-12-22,12.8834
2022-12-23,13.0439
2022-12-24,13.0439
2022-12-25,13.0439
2022-12-26,13.0439
2022-12-27,13.2022
2022-12-28,13.027
2022-12-29,13.4155
2022-12-30,15.8121
2022-12-31,15.8121
2023-01-01,15.8121
2023-01-02,15.8121
2023-01-03,16.2039
2023-01-04,16.4996
2023-01-05,16.2754
2023-01-06,16.852
2023-01-07,16.852
2023-01-08,16.852
2023-01-09,16.9999
2023-01-10,17.0393
2023-01-11,17.648
2023-01-12,17.7687
2023-01-13,18.1211
2023-01-14,18.1211
2023-01-15,18.1211
2023-01-16,18.1211
2023-01-17,17.8944
2023-01-18,17.6628
2023-01-19,17.542
2023-01-20,17.9117
2023-01-21,17.9117
2023-01-22,17.9117
2023-01-23,17.993
2023-01-24,17.9757
2023-01-25,17.5568
2023-01-26,16.9777
2023-01-27,17.4188
2023-01-28,17.4188
2023-01-29,17.4188
2023-01-30,17.5814
2023-01-31,18.0078
2023-02-01,18.3897
2023-02-02,18.9812
2023-02-03,18.646
2023-02-04,18.646
2023-02-05,18.646
2023-02-06,18.3109
2023-02-07,18.476
2023-02-08,18.2123
2023-02-09,18.0521
2023-02-10,18.1236
2023-02-11,18.1236
2023-02-12,18.1236
2023-02-13,18.4538
2023-02-14,18.1162
2023-02-15,18.1753
2023-02-16,17.9585
2023-02-17,18.1877
2023-02-18,18.1877
2023-02-19,18.1877
2023-02-20,18.1877
2023-02-21,17.7638
2023-02-22,17.7268
2023-02-23,17.7958
2023-02-24,17.8149
2023-02-25,17.8149
2023-02-26,17.8149
2023-02-27,17.7901
2023-02-28,17.8795
2023-03-01,17.6534
2023-03-02,17.6062
2023-03-03,17.7131
2023-03-04,17.7131
2023-03-05,17.7131
2023-03-06,17.6609
2023-03-07,17.4298
2023-03-08,17.5317
2023-03-09,16.8485
2023-03-10,16.0287
2023-03-11,16.0287
2023-03-12,16.0287
2023-03-13,15.82
2023-03-14,16.0212
2023-03-15,15.7579
2023-03-16,15.7628
2023-03-17,15.6262
2023-03-18,15.6262
