,UAL US Equity
2023-03-12,15.6921
2023-03-13,15.3929
2023-03-14,15.0266
2023-03-15,14.5974
2023-03-16,14.6603
2023-03-17,14.5834
2023-03-18,14.5834
2023-03-19,14.5834
2023-03-20,14.5904
2023-03-21,14.754
2023-03-22,14.5526
2023-03-23,14.3905
2023-03-24,14.3485
2023-03-25,14.3485
2023-03-26,14.3485
2023-03-27,14.4296
2023-03-28,14.4953
2023-03-29,14.6435
2023-03-30,14.6771
2023-03-31,9.0809
2023-04-01,9.0809
2023-04-02,9.0809
2023-04-03,9.0007
2023-04-04,8.9286
2023-04-05,8.8832
2023-04-06,8.9393
2023-04-07,8.9393
2023-04-08,8.9393
2023-04-09,8.9393
2023-04-10,8.9811
2023-04-11,9.0871
2023-04-12,8.8307
2023-04-13,8.8779
2023-04-14,8.8512
2023-04-15,8.8512
2023-04-16,8.8512
2023-04-17,8.9144
2023-04-18,8.9731
2023-04-19,9.2607
2023-04-20,9.1378
2023-04-21,9.0987
2023-04-22,9.0987
2023-04-23,9.0987
2023-04-24,9.0524
2023-04-25,8.9242
2023-04-26,8.889
2023-04-27,8.9544
2023-04-28,9.0408
2023-04-29,9.0408
2023-04-30,9.0408
2023-05-01,9.0951
2023-05-02,9.1058
2023-05-03,9.1013
2023-05-04,8.9625
2023-05-05,9.1307
2023-05-06,9.1307
2023-05-07,9.1307
2023-05-08,9.2242
2023-05-09,9.2687
2023-05-10,9.1939
2023-05-11,9.1548
2023-05-12,9.1548
2023-05-13,9.1548
2023-05-14,9.1548
2023-05-15,9.1654
2023-05-16,9.1788
2023-05-17,9.3925
2023-05-18,9.4263
2023-05-19,9.3738
2023-05-20,9.3738
2023-05-21,9.3738
2023-05-22,9.3622
2023-05-23,9.4031
2023-05-24,9.2954
2023-05-25,9.3684
2023-05-26,9.3488
2023-05-27,9.3488
2023-05-28,9.3488
2023-05-29,9.3488
2023-05-30,9.4156
2023-05-31,9.3671
2023-06-01,9.3622
2023-06-02,9.4592
2023-06-03,9.4592
2023-06-04,9.4592
2023-06-05,9.4379
2023-06-06,9.485
2023-06-07,9.5385
2023-06-08,9.5812
2023-06-09,9.6302
2023-06-10,9.6302
2023-06-11,9.6302
2023-06-12,9.7094
2023-06-13,9.8768
2023-06-14,9.891
2023-06-15,9.9115
2023-06-16,9.9044
2023-06-17,9.9044
2023-06-18,9.9044
2023-06-19,9.9044
2023-06-20,9.8331
2023-06-21,9.8465
2023-06-22,9.8643
2023-06-23,9.8287
2023-06-24,9.8287
2023-06-25,9.8287
2023-06-26,9.8883
2023-06-27,10.1296
2023-06-28,10.1536
2023-06-29,9.9239
2023-06-30,8.0368
2023-07-01,8.0368
2023-07-02,8.0368
2023-07-03,8.0512
2023-07-04,8.0512
2023-07-05,8.0944
2023-07-06,8.0027
2023-07-07,8.0762
2023-07-08,8.0762
2023-07-09,8.0762
2023-07-10,8.1475
2023-07-11,8.1361
2023-07-12,8.077
2023-07-13,8.0641
2023-07-14,7.9208
2023-07-15,7.9208
2023-07-16,7.9208
2023-07-17,7.92
2023-07-18,8.0307
2023-07-19,8.0315
2023-07-20,8.1657
2023-07-21,8.2446
2023-07-22,8.2446
2023-07-23,8.2446
2023-07-24,8.127
2023-07-25,7.9875
2023-07-26,8.0141
2023-07-27,7.9147
2023-07-28,7.9837
2023-07-29,7.9837
2023-07-30,7.9837
2023-07-31,7.9943
2023-08-01,7.9147
2023-08-02,7.87
2023-08-03,7.8313
2023-08-04,7.8472
2023-08-05,7.8472
2023-08-06,7.8472
2023-08-07,7.9466
2023-08-08,8.0361
2023-08-09,7.9049
2023-08-10,7.8912
2023-08-11,7.8389
2023-08-12,7.8389
2023-08-13,7.8389
2023-08-14,7.8427
2023-08-15,7.7691
2023-08-16,7.7221
2023-08-17,7.6319
2023-08-18,7.5993
2023-08-19,7.5993
2023-08-20,7.5993
2023-08-21,7.6395
2023-08-22,7.6243
2023-08-23,7.6971
2023-08-24,7.622
2023-08-25,7.5872
2023-08-26,7.5872
2023-08-27,7.5872
2023-08-28,7.6061
2023-08-29,7.6888
2023-08-30,7.6751
2023-08-31,7.6531
2023-09-01,7.6463
2023-09-02,7.6463
2023-09-03,7.6463
2023-09-04,7.6463
2023-09-05,7.5515
2023-09-06,7.5417
2023-09-07,7.4916
2023-09-08,7.4734
2023-09-09,7.4734
2023-09-10,7.4734
2023-09-11,7.4924
2023-09-12,7.4856
2023-09-13,7.3483
2023-09-14,7.3203
2023-09-15,7.3415
2023-09-16,7.3415
2023-09-17,7.3415
2023-09-18,7.2604
2023-09-19,7.3066
2023-09-20,7.2399
2023-09-21,7.1891
2023-09-22,7.1421
2023-09-23,7.1421
2023-09-24,7.1421
2023-09-25,7.1315
2023-09-26,7.1102
2023-09-27,7.0632
2023-09-28,7.0845
2023-09-29,6.9169
2023-09-30,6.9169
2023-10-01,6.9169
2023-10-02,6.8685
2023-10-03,6.7909
2023-10-04,6.8536
2023-10-05,6.8472
2023-10-06,6.8827
2023-10-07,6.8827
2023-10-08,6.8827
2023-10-09,6.7375
2023-10-10,6.781
2023-10-11,6.8244
2023-10-12,6.7404
2023-10-13,6.6621
2023-10-14,6.6621
2023-10-15,6.6621
2023-10-16,6.7197
2023-10-17,6.7617
2023-10-18,6.4855
2023-10-19,6.4706
2023-10-20,6.4037
2023-10-21,6.4037
2023-10-22,6.4037
2023-10-23,6.4243
2023-10-24,6.4072
2023-10-25,6.3866
2023-10-26,6.3916
2023-10-27,6.319
2023-10-28,6.319
2023-10-29,6.319
2023-10-30,6.383
2023-10-31,6.398
2023-11-01,6.3838
2023-11-02,6.4556
2023-11-03,6.5759
2023-11-04,6.5759
2023-11-05,6.5759
2023-11-06,6.5226
2023-11-07,6.5418
2023-11-08,6.6137
2023-11-09,6.5624
2023-11-10,6.6101
2023-11-11,6.6101
2023-11-12,6.6101
2023-11-13,6.6187
2023-11-14,6.7091
2023-11-15,6.7489
2023-11-16,6.7019
2023-11-17,6.7361
2023-11-18,6.7361
2023-11-19,6.7361
2023-11-20,6.7546
2023-11-21,6.7133
2023-11-22,6.739
2023-11-23,6.739
2023-11-24,6.7325
2023-11-25,6.7325
2023-11-26,6.7325
2023-11-27,6.697
2023-11-28,6.6792
2023-11-29,6.6998
2023-11-30,6.7215
2023-12-01,6.7816
2023-12-02,6.7816
2023-12-03,6.7816
2023-12-04,6.8016
2023-12-05,6.7351
2023-12-06,6.8309
2023-12-07,6.8545
2023-12-08,6.8337
2023-12-09,6.8337
2023-12-10,6.8337
2023-12-11,6.8044
2023-12-12,6.843
2023-12-13,6.8773
2023-12-14,7.021
2023-12-15,7.0203
2023-12-16,7.0203
2023-12-17,7.0203
2023-12-18,6.9309
2023-12-19,6.9374
2023-12-20,6.8487
2023-12-21,6.9488
2023-12-22,6.9466
2023-12-23,6.9466
2023-12-24,6.9466
2023-12-25,6.9466
2023-12-26,6.9131
2023-12-27,6.888
2023-12-28,6.9052
2023-12-29,7.9703
2023-12-30,7.9703
2023-12-31,7.9703
2024-01-01,7.9703
2024-01-02,7.9282
2024-01-03,7.8356
2024-01-04,7.9088
2024-01-05,8.0093
2024-01-06,8.0093
2024-01-07,8.0093
2024-01-08,8.0996
2024-01-09,8.1479
2024-01-10,8.204
2024-01-11,8.2235
2024-01-12,7.855
2024-01-13,7.855
2024-01-14,7.855
2024-01-15,7.855
2024-01-16,7.7888
2024-01-17,7.707
2024-01-18,7.8542
2024-01-19,7.7802
2024-01-20,7.7802
2024-01-21,7.7802
2024-01-22,7.7514
2024-01-23,7.9103
2024-01-24,7.9376
2024-01-25,8.1027
2024-01-26,8.0708
2024-01-27,8.0708
2024-01-28,8.0708
2024-01-29,8.035
2024-01-30,8.0015
2024-01-31,7.9797
2024-02-01,7.989
2024-02-02,7.9789
2024-02-03,7.9789
2024-02-04,7.9789
2024-02-05,7.8729
2024-02-06,7.968
2024-02-07,7.9719
2024-02-08,7.9984
2024-02-09,8.0537
2024-02-10,8.0537
2024-02-11,8.0537
2024-02-12,8.1074
2024-02-13,7.9984
2024-02-14,8.0926
2024-02-15,8.0926
2024-02-16,8.0272
2024-02-17,8.0272
2024-02-18,8.0272
2024-02-19,8.0272
2024-02-20,8.1417
2024-02-21,8.1876
2024-02-22,8.2819
2024-02-23,8.3014
2024-02-24,8.3014
2024-02-25,8.3014
2024-02-26,8.2593
2024-02-27,8.2538
2024-02-28,8.2429
2024-02-29,8.2998
2024-03-01,8.2492
2024-03-02,8.2492
2024-03-03,8.2492
2024-03-04,8.1946
2024-03-05,8.1635
2024-03-06,8.1892
2024-03-07,8.1931
2024-03-08,8.1292
2024-03-09,8.1292
2024-03-10,8.1292
2024-03-11,8.0973
2024-03-12,8.0412
2024-03-13,8.1086
2024-03-14,8.0942
2024-03-15,8.1541
2024-03-16,8.1541
2024-03-17,8.1541
2024-03-18,8.1487
2024-03-19,8.1767
2024-03-20,8.338
2024-03-21,8.3886
2024-03-22,8.3761
2024-03-23,8.3761
2024-03-24,8.3761
2024-03-25,8.2531
2024-03-26,8.2944
2024-03-27,8.4361
2024-03-28,8.486
2024-03-29,8.486
2024-03-30,8.486
2024-03-31,8.486
2024-04-01,8.4447
2024-04-02,8.3123
2024-04-03,8.2404
2024-04-04,8.1311
2024-04-05,8.1287
2024-04-06,8.1287
2024-04-07,8.1287
2024-04-08,8.1381
