,HE US Equity
2023-03-20,12.3753
2023-03-21,12.3466
2023-03-22,12.0047
2023-03-23,11.818
2023-03-24,12.0718
2023-03-25,12.0718
2023-03-26,12.0718
2023-03-27,12.2329
2023-03-28,12.3191
2023-03-29,12.3795
2023-03-30,12.4025
2023-03-31,12.7204
2023-04-01,12.7204
2023-04-02,12.7204
2023-04-03,12.6065
2023-04-04,12.6357
2023-04-05,12.843
2023-04-06,12.9364
2023-04-07,12.9364
2023-04-08,12.9364
2023-04-09,12.9364
2023-04-10,12.9014
2023-04-11,13.0036
2023-04-12,12.9189
2023-04-13,12.8868
2023-04-14,12.7992
2023-04-15,12.7992
2023-04-16,12.7992
2023-04-17,12.9773
2023-04-18,12.9072
2023-04-19,13.0824
2023-04-20,13.0036
2023-04-21,13.0182
2023-04-22,13.0182
2023-04-23,13.0182
2023-04-24,13.0415
2023-04-25,13.0328
2023-04-26,12.8722
2023-04-27,13.0007
2023-04-28,12.9569
2023-04-29,12.9569
2023-04-30,12.9569
2023-05-01,12.9248
2023-05-02,12.735
2023-05-03,12.7379
2023-05-04,12.7671
2023-05-05,12.8927
2023-05-06,12.8927
2023-05-07,12.8927
2023-05-08,12.7584
2023-05-09,12.4722
2023-05-10,12.4927
2023-05-11,12.3496
2023-05-12,12.3438
2023-05-13,12.3438
2023-05-14,12.3438
2023-05-15,12.2796
2023-05-16,12.1832
2023-05-17,12.2241
2023-05-18,12.0168
2023-05-19,12.0051
2023-05-20,12.0051
2023-05-21,12.0051
2023-05-22,12.1044
2023-05-23,12.1015
2023-05-24,11.9964
2023-05-25,11.9759
2023-05-26,12.0226
2023-05-27,12.0226
2023-05-28,12.0226
2023-05-29,12.0226
2023-05-30,11.9205
2023-05-31,11.9935
2023-06-01,11.8913
2023-06-02,12.2504
2023-06-03,12.2504
2023-06-04,12.2504
2023-06-05,12.0723
2023-06-06,12.2679
2023-06-07,12.6474
2023-06-08,12.6387
2023-06-09,12.5598
2023-06-10,12.5598
2023-06-11,12.5598
2023-06-12,12.4752
2023-06-13,12.6036
2023-06-14,12.4372
2023-06-15,12.5277
2023-06-16,12.4898
2023-06-17,12.4898
2023-06-18,12.4898
2023-06-19,12.4898
2023-06-20,12.3993
2023-06-21,12.2796
2023-06-22,12.2241
2023-06-23,12.0518
2023-06-24,12.0518
2023-06-25,12.0518
2023-06-26,12.1628
2023-06-27,12.1832
2023-06-28,11.9964
2023-06-29,12.0635
2023-06-30,12.2558
2023-07-01,12.2558
2023-07-02,12.2558
2023-07-03,12.3333
2023-07-04,12.3333
2023-07-05,12.3247
2023-07-06,12.2471
2023-07-07,12.2672
2023-07-08,12.2672
2023-07-09,12.2672
2023-07-10,12.3189
2023-07-11,12.3763
2023-07-12,12.5199
2023-07-13,12.6491
2023-07-14,12.7553
2023-07-15,12.7553
2023-07-16,12.7553
2023-07-17,12.7496
2023-07-18,12.741
2023-07-19,12.9506
2023-07-20,13.1343
2023-07-21,13.1458
2023-07-22,13.1458
2023-07-23,13.1458
2023-07-24,13.1516
2023-07-25,13.2233
2023-07-26,13.2635
2023-07-27,13.0482
2023-07-28,13.0224
2023-07-29,13.0224
2023-07-30,13.0224
2023-07-31,12.8845
2023-08-01,12.8185
2023-08-02,12.8845
2023-08-03,12.6922
2023-08-04,12.5113
2023-08-05,12.5113
2023-08-06,12.5113
2023-08-07,12.5927
2023-08-08,12.0814
2023-08-09,12.0269
2023-08-10,11.2772
2023-08-11,11.1681
2023-08-12,11.1681
2023-08-13,11.1681
2023-08-14,8.0258
2023-08-15,6.1101
2023-08-16,6.0469
2023-08-17,5.3173
2023-08-18,5.8171
2023-08-19,5.8171
2023-08-20,5.8171
2023-08-21,5.6074
2023-08-22,5.7022
2023-08-23,5.3403
2023-08-24,5.2685
2023-08-25,4.6366
2023-08-26,4.6366
2023-08-27,4.6366
2023-08-28,5.8745
2023-08-29,5.6879
2023-08-30,5.7769
2023-08-31,5.8889
2023-09-01,6.1847
2023-09-02,6.1847
2023-09-03,6.1847
2023-09-04,6.1847
2023-09-05,5.4293
2023-09-06,5.3834
2023-09-07,5.4236
2023-09-08,5.4696
2023-09-09,5.4696
2023-09-10,5.4696
2023-09-11,5.6074
2023-09-12,5.5988
2023-09-13,5.685
2023-09-14,5.662
2023-09-15,5.6304
2023-09-16,5.6304
2023-09-17,5.6304
2023-09-18,5.6132
2023-09-19,5.6476
2023-09-20,5.6821
2023-09-21,5.5299
2023-09-22,5.4782
2023-09-23,5.4782
2023-09-24,5.4782
2023-09-25,5.4408
2023-09-26,5.4609
2023-09-27,5.415
2023-09-28,5.4408
2023-09-29,6.0078
2023-09-30,6.0078
2023-10-01,6.0078
2023-10-02,5.8965
2023-10-03,5.8749
2023-10-04,5.8069
2023-10-05,5.8254
2023-10-06,5.8687
2023-10-07,5.8687
2023-10-08,5.8687
2023-10-09,5.946
2023-10-10,6.0758
2023-10-11,5.9861
2023-10-12,5.9398
2023-10-13,6.0047
2023-10-14,6.0047
2023-10-15,6.0047
2023-10-16,6.1036
2023-10-17,6.1747
2023-10-18,6.1221
2023-10-19,6.0665
2023-10-20,6.0201
2023-10-21,6.0201
2023-10-22,6.0201
2023-10-23,5.9645
2023-10-24,6.0047
2023-10-25,6.1098
2023-10-26,6.3354
2023-10-27,6.1747
2023-10-28,6.1747
2023-10-29,6.1747
2023-10-30,6.1561
2023-10-31,6.2149
2023-11-01,6.2551
2023-11-02,6.3725
2023-11-03,6.4838
2023-11-04,6.4838
2023-11-05,6.4838
2023-11-06,6.4714
2023-11-07,6.5116
2023-11-08,6.4962
2023-11-09,6.5332
2023-11-10,5.7914
2023-11-11,5.7914
2023-11-12,5.7914
2023-11-13,5.742
2023-11-14,5.9243
2023-11-15,6.1376
2023-11-16,6.3076
2023-11-17,6.5023
2023-11-18,6.5023
2023-11-19,6.5023
2023-11-20,6.3756
2023-11-21,6.1654
2023-11-22,6.1283
2023-11-23,6.1283
2023-11-24,6.1067
2023-11-25,6.1067
2023-11-26,6.1067
2023-11-27,6.0634
2023-11-28,6.0449
2023-11-29,6.0449
2023-11-30,5.9707
2023-12-01,6.1932
2023-12-02,6.1932
2023-12-03,6.1932
2023-12-04,6.354
2023-12-05,6.2921
2023-12-06,6.3045
2023-12-07,6.3169
2023-12-08,6.2891
2023-12-09,6.2891
2023-12-10,6.2891
2023-12-11,6.3138
2023-12-12,6.32
2023-12-13,6.4992
2023-12-14,6.5425
2023-12-15,6.5951
2023-12-16,6.5951
2023-12-17,6.5951
2023-12-18,6.422
2023-12-19,6.6322
2023-12-20,6.4714
2023-12-21,6.5178
2023-12-22,6.5147
2023-12-23,6.5147
2023-12-24,6.5147
2023-12-25,6.5147
2023-12-26,6.5456
2023-12-27,6.5363
2023-12-28,6.6445
2023-12-29,7.2095
2023-12-30,7.2095
2023-12-31,7.2095
2024-01-01,7.2095
2024-01-02,7.5804
2024-01-03,7.3873
2024-01-04,7.2555
2024-01-05,7.4179
2024-01-06,7.4179
2024-01-07,7.4179
2024-01-08,7.5221
2024-01-09,7.4486
2024-01-10,7.2922
2024-01-11,7.093
2024-01-12,6.9888
2024-01-13,6.9888
2024-01-14,6.9888
2024-01-15,6.9888
2024-01-16,6.9367
2024-01-17,6.9183
2024-01-18,6.8294
2024-01-19,6.7589
2024-01-20,6.7589
2024-01-21,6.7589
2024-01-22,6.7773
2024-01-23,6.952
2024-01-24,6.8968
2024-01-25,7.0746
2024-01-26,7.1053
2024-01-27,7.1053
2024-01-28,7.1053
2024-01-29,6.9949
2024-01-30,6.9275
2024-01-31,6.8355
2024-02-01,6.9459
2024-02-02,6.9643
2024-02-03,6.9643
2024-02-04,6.9643
2024-02-05,6.8355
2024-02-06,6.9213
2024-02-07,6.8784
2024-02-08,6.8662
2024-02-09,6.8723
2024-02-10,6.8723
2024-02-11,6.8723
2024-02-12,7.044
2024-02-13,6.8784
2024-02-14,6.6822
2024-02-15,6.9121
2024-02-16,6.8754
2024-02-17,6.8754
2024-02-18,6.8754
2024-02-19,6.8754
2024-02-20,6.9336
2024-02-21,6.8784
2024-02-22,6.7681
2024-02-23,6.7405
2024-02-24,6.7405
2024-02-25,6.7405
2024-02-26,6.6148
2024-02-27,6.716
2024-02-28,6.6424
2024-02-29,6.5933
2024-03-01,6.5228
2024-03-02,6.5228
2024-03-03,6.5228
2024-03-04,6.3665
2024-03-05,6.4217
2024-03-06,6.3696
2024-03-07,6.4615
2024-03-08,6.483
2024-03-09,6.483
2024-03-10,6.483
2024-03-11,6.4554
2024-03-12,6.3144
2024-03-13,6.2807
2024-03-14,6.2408
2024-03-15,6.2807
2024-03-16,6.2807
2024-03-17,6.2807
2024-03-18,6.2041
2024-03-19,6.2255
2024-03-20,6.3543
2024-03-21,6.3818
2024-03-22,6.2439
2024-03-23,6.2439
2024-03-24,6.2439
2024-03-25,6.2316
2024-03-26,6.1887
2024-03-27,6.2286
2024-03-28,6.3144
2024-03-29,6.3144
2024-03-30,6.3144
2024-03-31,6.3144
2024-04-01,6.2837
2024-04-02,6.256
2024-04-03,6.2683
2024-04-04,6.2652
2024-04-05,6.2251
2024-04-06,6.2251
2024-04-07,6.2251
2024-04-08,6.2745
