,WBT US Equity
2021-11-11,31.1314
2021-11-12,31.0842
2021-11-13,31.0842
2021-11-14,31.0842
2021-11-15,31.1125
2021-11-16,31.1031
2021-11-17,31.0842
2021-11-18,31.0842
2021-11-19,31.0086
2021-11-20,31.0086
2021-11-21,31.0086
2021-11-22,31.037
2021-11-23,31.0842
2021-11-24,31.037
2021-11-25,31.037
2021-11-26,30.9992
2021-11-27,30.9992
2021-11-28,30.9992
2021-11-29,31.0086
2021-11-30,30.9519
2021-12-01,30.9519
2021-12-02,30.9236
2021-12-03,31.0559
2021-12-04,31.0559
2021-12-05,31.0559
2021-12-06,31.1031
2021-12-07,31.122
2021-12-08,31.0748
2021-12-09,31.0464
2021-12-10,31.1031
2021-12-11,31.1031
2021-12-12,31.1031
2021-12-13,31.1125
2021-12-14,31.0559
2021-12-15,31.037
2021-12-16,31.0748
2021-12-17,31.0653
2021-12-18,31.0653
2021-12-19,31.0653
2021-12-20,31.0464
2021-12-21,31.0559
2021-12-22,31.1125
2021-12-23,31.1409
2021-12-24,31.1409
2021-12-25,31.1409
2021-12-26,31.1409
2021-12-27,31.1881
2021-12-28,31.1881
2021-12-29,31.1598
2021-12-30,31.1503
2021-12-31,29.9717
2022-01-01,29.9717
2022-01-02,29.9717
2022-01-03,29.9807
2022-01-04,30.0259
2022-01-05,30.0259
2022-01-06,29.9807
2022-01-07,30.035
2022-01-08,30.035
2022-01-09,30.035
2022-01-10,30.0169
2022-01-11,30.035
2022-01-12,30.0078
2022-01-13,29.9988
2022-01-14,29.9988
2022-01-15,29.9988
2022-01-16,29.9988
2022-01-17,29.9988
2022-01-18,29.9536
2022-01-19,29.9445
2022-01-20,29.9083
2022-01-21,29.9083
2022-01-22,29.9083
2022-01-23,29.9083
2022-01-24,29.8179
2022-01-25,29.8179
2022-01-26,29.8269
2022-01-27,29.8269
2022-01-28,29.9264
2022-01-29,29.9264
2022-01-30,29.9264
2022-01-31,29.9536
2022-02-01,29.9807
2022-02-02,29.9807
2022-02-03,29.9626
2022-02-04,29.9626
2022-02-05,29.9626
2022-02-06,29.9626
2022-02-07,29.9988
2022-02-08,29.9807
2022-02-09,30.044
2022-02-10,29.9897
2022-02-11,29.9174
2022-02-12,29.9174
2022-02-13,29.9174
2022-02-14,29.9355
2022-02-15,29.9988
2022-02-16,30.0712
2022-02-17,30.0169
2022-02-18,29.9445
2022-02-19,29.9445
2022-02-20,29.9445
2022-02-21,29.9445
2022-02-22,29.8179
2022-02-23,29.8269
2022-02-24,29.8179
2022-02-25,29.8902
2022-02-26,29.8902
2022-02-27,29.8902
2022-02-28,29.982
2022-03-01,30.0639
2022-03-02,30.0548
2022-03-03,30.1276
2022-03-04,30.0821
2022-03-05,30.0821
2022-03-06,30.0821
2022-03-07,30.0366
2022-03-08,30.0457
2022-03-09,30.1367
2022-03-10,30.073
2022-03-11,30.0457
2022-03-12,30.0457
2022-03-13,30.0457
2022-03-14,30.0548
2022-03-15,30.0912
2022-03-16,30.0457
2022-03-17,30.073
2022-03-18,30.0366
2022-03-19,30.0366
2022-03-20,30.0366
2022-03-21,30.073
2022-03-22,30.1003
2022-03-23,30.0821
2022-03-24,30.073
2022-03-25,30.0639
2022-03-26,30.0639
2022-03-27,30.0639
2022-03-28,30.0821
2022-03-29,30.1003
2022-03-30,30.073
2022-03-31,27.6213
2022-04-01,27.6048
2022-04-02,27.6048
2022-04-03,27.6048
2022-04-04,27.6131
2022-04-05,27.5883
2022-04-06,27.547
2022-04-07,27.5635
2022-04-08,27.6048
2022-04-09,27.6048
2022-04-10,27.6048
2022-04-11,27.6213
2022-04-12,27.6213
2022-04-13,27.5965
2022-04-14,27.6213
2022-04-15,27.6213
2022-04-16,27.6213
2022-04-17,27.6213
2022-04-18,27.6131
2022-04-19,27.6048
2022-04-20,27.6296
2022-04-21,27.5965
2022-04-22,27.58
2022-04-23,27.58
2022-04-24,27.58
2022-04-25,27.5883
2022-04-26,27.5387
2022-04-27,27.5718
2022-04-28,27.5387
2022-04-29,27.5185
2022-04-30,27.5185
2022-05-01,27.5185
2022-05-02,27.5846
2022-05-03,27.5763
2022-05-04,27.5846
2022-05-05,27.4937
2022-05-06,27.4937
2022-05-07,27.4937
2022-05-08,27.4937
2022-05-09,27.3366
2022-05-10,27.4855
2022-05-11,27.3202
2022-05-12,27.1714
2022-05-13,27.2871
2022-05-14,27.2871
2022-05-15,27.2871
2022-05-16,27.2706
2022-05-17,27.3284
2022-05-18,27.2044
2022-05-19,27.2044
2022-05-20,27.0143
2022-05-21,27.0143
2022-05-22,27.0143
2022-05-23,27.254
2022-05-24,27.378
2022-05-25,27.4194
2022-05-26,27.4607
2022-05-27,27.5351
2022-05-28,27.5351
2022-05-29,27.5351
2022-05-30,27.5351
2022-05-31,27.5599
2022-06-01,27.593
2022-06-02,27.5682
2022-06-03,27.5351
2022-06-04,27.5351
2022-06-05,27.5351
2022-06-06,27.469
2022-06-07,27.502
2022-06-08,27.469
2022-06-09,27.6095
2022-06-10,27.5682
2022-06-11,27.5682
2022-06-12,27.5682
2022-06-13,27.5847
2022-06-14,27.5599
2022-06-15,27.5516
2022-06-16,27.4855
2022-06-17,27.6591
2022-06-18,27.6591
2022-06-19,27.6591
2022-06-20,27.6591
2022-06-21,27.6343
2022-06-22,27.6591
2022-06-23,27.6922
2022-06-24,27.717
2022-06-25,27.717
2022-06-26,27.717
2022-06-27,27.7252
2022-06-28,27.7004
2022-06-29,27.6922
2022-06-30,27.6756
2022-07-01,27.7335
2022-07-02,27.7335
2022-07-03,27.7335
2022-07-04,27.7335
2022-07-05,27.75
2022-07-06,27.7335
2022-07-07,27.7335
2022-07-08,27.7335
2022-07-09,27.7335
2022-07-10,27.7335
2022-07-11,27.7666
2022-07-12,27.7748
2022-07-13,27.7418
2022-07-14,27.7748
2022-07-15,27.8244
2022-07-16,27.8244
2022-07-17,27.8244
2022-07-18,27.8244
2022-07-19,27.8244
2022-07-20,27.8244
2022-07-21,27.8244
2022-07-22,27.8162
2022-07-23,27.8162
2022-07-24,27.8162
2022-07-25,27.8079
2022-07-26,27.8244
2022-07-27,27.8244
2022-07-28,27.841
2022-07-29,27.841
2022-07-30,27.841
2022-07-31,27.841
2022-08-01,27.841
2022-08-02,27.841
2022-08-03,27.841
2022-08-04,27.841
2022-08-05,27.841
2022-08-06,27.841
2022-08-07,27.841
2022-08-08,27.841
2022-08-09,27.841
2022-08-10,27.841
2022-08-11,27.841
2022-08-12,27.841
2022-08-13,27.841
2022-08-14,27.841
2022-08-15,27.841
2022-08-16,27.841
2022-08-17,27.841
2022-08-18,27.841
2022-08-19,27.841
2022-08-20,27.841
2022-08-21,27.841
2022-08-22,27.841
2022-08-23,27.841
2022-08-24,27.841
2022-08-25,27.841
2022-08-26,27.841
2022-08-27,27.841
2022-08-28,27.841
2022-08-29,27.841
2022-08-30,27.841
2022-08-31,27.841
2022-09-01,27.841
2022-09-02,27.841
2022-09-03,27.841
2022-09-04,27.841
2022-09-05,27.841
2022-09-06,27.841
2022-09-07,27.841
2022-09-08,27.841
2022-09-09,27.841
2022-09-10,27.841
2022-09-11,27.841
2022-09-12,27.841
2022-09-13,27.841
2022-09-14,27.841
2022-09-15,27.841
2022-09-16,27.841
2022-09-17,27.841
2022-09-18,27.841
2022-09-19,27.841
2022-09-20,27.841
2022-09-21,27.841
2022-09-22,27.841
2022-09-23,27.841
2022-09-24,27.841
2022-09-25,27.841
2022-09-26,27.841
2022-09-27,27.841
2022-09-28,27.841
2022-09-29,27.841
2022-09-30,27.841
2022-10-01,27.841
2022-10-02,27.841
2022-10-03,27.841
2022-10-04,27.841
2022-10-05,27.841
2022-10-06,27.841
2022-10-07,27.841
2022-10-08,27.841
2022-10-09,27.841
2022-10-10,27.841
2022-10-11,27.841
2022-10-12,27.841
2022-10-13,27.841
2022-10-14,27.841
2022-10-15,27.841
2022-10-16,27.841
2022-10-17,27.841
2022-10-18,27.841
2022-10-19,27.841
2022-10-20,27.841
2022-10-21,27.841
2022-10-22,27.841
2022-10-23,27.841
2022-10-24,27.841
2022-10-25,27.841
2022-10-26,27.841
2022-10-27,27.841
2022-10-28,27.841
2022-10-29,27.841
2022-10-30,27.841
2022-10-31,27.841
2022-11-01,27.841
2022-11-02,27.841
2022-11-03,27.841
2022-11-04,27.841
2022-11-05,27.841
2022-11-06,27.841
2022-11-07,27.841
2022-11-08,27.841
2022-11-09,27.841
2022-11-10,27.841
2022-11-11,27.841
2022-11-12,27.841
2022-11-13,27.841
2022-11-14,27.841
2022-11-15,27.841
2022-11-16,27.841
2022-11-17,27.841
2022-11-18,27.841
2022-11-19,27.841
2022-11-20,27.841
2022-11-21,27.841
2022-11-22,27.841
2022-11-23,27.841
2022-11-24,27.841
2022-11-25,27.841
2022-11-26,27.841
2022-11-27,27.841
2022-11-28,27.841
2022-11-29,27.841
2022-11-30,27.841
2022-12-01,27.841
2022-12-02,27.841
2022-12-03,27.841
2022-12-04,27.841
2022-12-05,27.841
2022-12-06,27.841
2022-12-07,27.841
2022-12-08,27.841
2022-12-09,27.841
2022-12-10,27.841
2022-12-11,27.841
2022-12-12,27.841
2022-12-13,27.841
2022-12-14,27.841
2022-12-15,27.841
2022-12-16,27.841
2022-12-17,27.841
2022-12-18,27.841
2022-12-19,27.841
2022-12-20,27.841
2022-12-21,27.841
2022-12-22,27.841
2022-12-23,27.841
2022-12-24,27.841
2022-12-25,27.841
2022-12-26,27.841
2022-12-27,27.841
2022-12-28,27.841
2022-12-29,27.841
2022-12-30,27.841
2022-12-31,27.841
2023-01-01,27.841
2023-01-02,27.841
2023-01-03,27.841
2023-01-04,27.841
2023-01-05,27.841
2023-01-06,27.841
2023-01-07,27.841
2023-01-08,27.841
2023-01-09,27.841
2023-01-10,27.841
2023-01-11,27.841
2023-01-12,27.841
2023-01-13,27.841
2023-01-14,27.841
2023-01-15,27.841
2023-01-16,27.841
2023-01-17,27.841
2023-01-18,27.841
2023-01-19,27.841
2023-01-20,27.841
2023-01-21,27.841
2023-01-22,27.841
2023-01-23,27.841
2023-01-24,27.841
2023-01-25,27.841
2023-01-26,27.841
2023-01-27,27.841
2023-01-28,27.841
2023-01-29,27.841
2023-01-30,27.841
2023-01-31,27.841
2023-02-01,27.841
2023-02-02,27.841
2023-02-03,27.841
2023-02-04,27.841
2023-02-05,27.841
2023-02-06,27.841
2023-02-07,27.841
2023-02-08,27.841
2023-02-09,27.841
2023-02-10,27.841
2023-02-11,27.841
2023-02-12,27.841
2023-02-13,27.841
2023-02-14,27.841
2023-02-15,27.841
2023-02-16,27.841
2023-02-17,27.841
2023-02-18,27.841
2023-02-19,27.841
2023-02-20,27.841
2023-02-21,27.841
2023-02-22,27.841
2023-02-23,27.841
2023-02-24,27.841
2023-02-25,27.841
2023-02-26,27.841
2023-02-27,27.841
2023-02-28,27.841
2023-03-01,27.841
2023-03-02,27.841
2023-03-03,27.841
2023-03-04,27.841
2023-03-05,27.841
2023-03-06,27.841
2023-03-07,27.841
2023-03-08,27.841
2023-03-09,27.841
2023-03-10,27.841
2023-03-11,27.841
2023-03-12,27.841
2023-03-13,27.841
2023-03-14,27.841
2023-03-15,27.841
2023-03-16,27.841
2023-03-17,27.841
2023-03-18,27.841
2023-03-19,27.841
2023-03-20,27.841
2023-03-21,27.841
2023-03-22,27.841
2023-03-23,27.841
2023-03-24,27.841
2023-03-25,27.841
2023-03-26,27.841
2023-03-27,27.841
2023-03-28,27.841
2023-03-29,27.841
2023-03-30,27.841
2023-03-31,27.841
2023-04-01,27.841
2023-04-02,27.841
2023-04-03,27.841
2023-04-04,27.841
2023-04-05,27.841
