,NVRI US Equity
2020-04-27,16.8097
2020-04-28,17.1422
2020-04-29,18.0083
2020-04-30,17.9121
2020-05-01,16.696
2020-05-02,16.696
2020-05-03,16.696
2020-05-04,16.8097
2020-05-05,16.4948
2020-05-06,15.9261
2020-05-07,16.2673
2020-05-08,17.8974
2020-05-09,17.8974
2020-05-10,17.8974
2020-05-11,17.0827
2020-05-12,16.3731
2020-05-13,15.9526
2020-05-14,16.522
2020-05-15,16.5308
2020-05-16,16.5308
2020-05-17,16.5308
2020-05-18,17.328
2020-05-19,17.3017
2020-05-20,17.8974
2020-05-21,17.5996
2020-05-22,17.3981
2020-05-23,17.3981
2020-05-24,17.3981
2020-05-25,17.3981
2020-05-26,18.4406
2020-05-27,19.2202
2020-05-28,19.0713
2020-05-29,18.9574
2020-05-30,18.9574
2020-05-31,18.9574
2020-06-01,19.1939
2020-06-02,19.7021
2020-06-03,20.0349
2020-06-04,20.254
2020-06-05,20.8146
2020-06-06,20.8146
2020-06-07,20.8146
2020-06-08,21.5768
2020-06-09,21.1563
2020-06-10,20.7007
2020-06-11,19.2027
2020-06-12,19.8948
2020-06-13,19.8948
2020-06-14,19.8948
2020-06-15,20.254
2020-06-16,21.0424
2020-06-17,20.4379
2020-06-18,20.4029
2020-06-19,20.1664
2020-06-20,20.1664
2020-06-21,20.1664
2020-06-22,20.0875
2020-06-23,20.6219
2020-06-24,20.2014
2020-06-25,20.6482
2020-06-26,20.3065
2020-06-27,20.3065
2020-06-28,20.3065
2020-06-29,20.7007
2020-06-30,31.9435
2020-07-01,31.2448
2020-07-02,31.2871
2020-07-03,31.2871
2020-07-04,31.2871
2020-07-05,31.2871
2020-07-06,31.4459
2020-07-07,30.8002
2020-07-08,30.7896
2020-07-09,30.5144
2020-07-10,31.3189
2020-07-11,31.3189
2020-07-12,31.3189
2020-07-13,31.6788
2020-07-14,32.1552
2020-07-15,32.8009
2020-07-16,32.7374
2020-07-17,32.7797
2020-07-18,32.7797
2020-07-19,32.7797
2020-07-20,32.7691
2020-07-21,33.3196
2020-07-22,33.4466
2020-07-23,33.9653
2020-07-24,33.8595
2020-07-25,33.8595
2020-07-26,33.8595
2020-07-27,33.9441
2020-07-28,33.7218
2020-07-29,34.2829
2020-07-30,34.3993
2020-07-31,34.5369
2020-08-01,34.5369
2020-08-02,34.5369
2020-08-03,35.4896
2020-08-04,35.2144
2020-08-05,34.9116
2020-08-06,33.6833
2020-08-07,34.2233
2020-08-08,34.2233
2020-08-09,34.2233
2020-08-10,35.5892
2020-08-11,34.9433
2020-08-12,34.6469
2020-08-13,34.1916
2020-08-14,33.8845
2020-08-15,33.8845
2020-08-16,33.8845
2020-08-17,33.3869
2020-08-18,33.1539
2020-08-19,33.2704
2020-08-20,33.0374
2020-08-21,32.9316
2020-08-22,32.9316
2020-08-23,32.9316
2020-08-24,33.2174
2020-08-25,32.7939
2020-08-26,32.6775
2020-08-27,32.8998
2020-08-28,33.0374
2020-08-29,33.0374
2020-08-30,33.0374
2020-08-31,32.6245
2020-09-01,32.9951
2020-09-02,33.048
2020-09-03,32.6669
2020-09-04,32.8363
2020-09-05,32.8363
2020-09-06,32.8363
2020-09-07,32.8363
2020-09-08,31.968
2020-09-09,32.1269
2020-09-10,31.9151
2020-09-11,31.6186
2020-09-12,31.6186
2020-09-13,31.6186
2020-09-14,32.0527
2020-09-15,32.1904
2020-09-16,33.0586
2020-09-17,33.9163
2020-09-18,33.8845
2020-09-19,33.8845
2020-09-20,33.8845
2020-09-21,32.4657
2020-09-22,31.8833
2020-09-23,31.2904
2020-09-24,31.481
2020-09-25,31.5022
2020-09-26,31.5022
2020-09-27,31.5022
2020-09-28,32.4339
2020-09-29,32.2327
2020-09-30,71.5099
2020-10-01,71.7897
2020-10-02,72.7224
2020-10-03,72.7224
2020-10-04,72.7224
2020-10-05,73.7018
2020-10-06,73.3054
2020-10-07,73.7951
2020-10-08,74.6345
2020-10-09,74.308
2020-10-10,74.308
2020-10-11,74.308
2020-10-12,75.0076
2020-10-13,74.0049
2020-10-14,73.1888
2020-10-15,74.7511
2020-10-16,74.448
2020-10-17,74.448
2020-10-18,74.448
2020-10-19,73.7951
2020-10-20,74.5879
2020-10-21,74.7044
2020-10-22,75.847
2020-10-23,75.8237
2020-10-24,75.8237
2020-10-25,75.8237
2020-10-26,73.6318
2020-10-27,73.1422
2020-10-28,70.6472
2020-10-29,70.2974
2020-10-30,69.1548
2020-10-31,69.1548
2020-11-01,69.1548
2020-11-02,70.344
2020-11-03,70.6288
2020-11-04,68.8331
2020-11-05,69.6493
2020-11-06,68.8331
2020-11-07,68.8331
2020-11-08,68.8331
2020-11-09,73.8705
2020-11-10,75.3631
2020-11-11,74.3136
2020-11-12,73.9871
2020-11-13,74.7801
2020-11-14,74.7801
2020-11-15,74.7801
2020-11-16,76.9256
2020-11-17,76.3193
2020-11-18,78.0917
2020-11-19,78.9779
2020-11-20,78.7447
2020-11-21,78.7447
2020-11-22,78.7447
2020-11-23,80.6804
2020-11-24,82.2196
2020-11-25,81.1002
2020-11-26,81.1002
2020-11-27,81.0769
2020-11-28,81.0769
2020-11-29,81.0769
2020-11-30,78.6048
2020-12-01,80.074
2020-12-02,80.8203
2020-12-03,81.1235
2020-12-04,83.6889
2020-12-05,83.6889
2020-12-06,83.6889
2020-12-07,83.7355
2020-12-08,83.7588
2020-12-09,82.0097
2020-12-10,81.52
2020-12-11,79.9341
2020-12-12,79.9341
2020-12-13,79.9341
2020-12-14,80.214
2020-12-15,80.0274
2020-12-16,78.908
2020-12-17,79.7242
2020-12-18,78.8613
2020-12-19,78.8613
2020-12-20,78.8613
2020-12-21,77.8818
2020-12-22,78.2316
2020-12-23,79.2111
2020-12-24,79.7475
2020-12-25,79.7475
2020-12-26,79.7475
2020-12-27,79.7475
2020-12-28,78.9313
2020-12-29,78.3249
2020-12-30,80.0974
2020-12-31,117.0379
2021-01-01,117.0379
2021-01-02,117.0379
2021-01-03,117.0379
2021-01-04,114.0159
2021-01-05,117.835
2021-01-06,122.1523
2021-01-07,121.5877
2021-01-08,120.1929
2021-01-09,120.1929
2021-01-10,120.1929
2021-01-11,120.06
2021-01-12,121.5545
2021-01-13,118.8313
2021-01-14,120.1929
2021-01-15,119.1302
2021-01-16,119.1302
2021-01-17,119.1302
2021-01-18,119.1302
2021-01-19,119.4955
2021-01-20,118.2335
2021-01-21,115.8092
2021-01-22,117.7021
2021-01-23,117.7021
2021-01-24,117.7021
2021-01-25,117.0379
2021-01-26,116.0749
2021-01-27,116.8055
2021-01-28,115.6099
2021-01-29,112.5546
2021-01-30,112.5546
2021-01-31,112.5546
2021-02-01,114.9789
2021-02-02,115.8756
2021-02-03,115.5767
2021-02-04,116.0416
2021-02-05,116.4734
2021-02-06,116.4734
2021-02-07,116.4734
2021-02-08,120.1597
2021-02-09,120.8571
2021-02-10,120.9235
2021-02-11,120.9235
2021-02-12,119.7279
2021-02-13,119.7279
2021-02-14,119.7279
2021-02-15,119.7279
2021-02-16,121.156
2021-02-17,121.6873
2021-02-18,120.9235
2021-02-19,122.9161
2021-02-20,122.9161
2021-02-21,122.9161
2021-02-22,125.5729
2021-02-23,129.6245
2021-02-24,129.0267
2021-02-25,118.0406
2021-02-26,111.6636
2021-02-27,111.6636
2021-02-28,111.6636
2021-03-01,119.037
2021-03-02,113.8557
2021-03-03,112.2947
2021-03-04,111.4312
2021-03-05,113.6232
2021-03-06,113.6232
2021-03-07,113.6232
2021-03-08,114.6861
2021-03-09,114.6196
2021-03-10,117.4954
2021-03-11,116.9303
2021-03-12,116.4649
2021-03-13,116.4649
2021-03-14,116.4649
2021-03-15,115.3014
2021-03-16,117.4954
2021-03-17,117.994
2021-03-18,116.8638
2021-03-19,118.8251
2021-03-20,118.8251
2021-03-21,118.8251
2021-03-22,117.8611
2021-03-23,112.5423
2021-03-24,111.5118
2021-03-25,112.6753
2021-03-26,113.9385
2021-03-27,113.9385
2021-03-28,113.9385
2021-03-29,112.3428
2021-03-30,113.1074
2021-03-31,59.8011
2021-04-01,60.9796
2021-04-02,60.9796
2021-04-03,60.9796
2021-04-04,60.9796
2021-04-05,60.8088
2021-04-06,60.7575
2021-04-07,60.1939
2021-04-08,60.433
2021-04-09,60.8429
2021-04-10,60.8429
2021-04-11,60.8429
2021-04-12,61.2528
2021-04-13,60.4501
2021-04-14,61.509
2021-04-15,61.919
2021-04-16,62.2264
2021-04-17,62.2264
2021-04-18,62.2264
2021-04-19,61.9019
2021-04-20,59.6986
2021-04-21,61.1333
2021-04-22,60.4672
2021-04-23,61.2187
2021-04-24,61.2187
2021-04-25,61.2187
2021-04-26,62.4143
2021-04-27,62.0556
2021-04-28,62.3459
2021-04-29,61.8506
2021-04-30,61.1333
2021-05-01,61.1333
2021-05-02,61.1333
2021-05-03,62.6705
2021-05-04,63.3054
2021-05-05,66.181
2021-05-06,67.6017
2021-05-07,69.108
2021-05-08,69.108
2021-05-09,69.108
2021-05-10,67.3621
2021-05-11,67.6873
2021-05-12,66.6945
2021-05-13,69.0224
2021-05-14,69.5017
2021-05-15,69.5017
2021-05-16,69.5017
2021-05-17,69.6557
2021-05-18,69.6557
2021-05-19,69.0909
2021-05-20,68.6287
2021-05-21,69.0224
2021-05-22,69.0224
2021-05-23,69.0224
2021-05-24,68.9711
2021-05-25,68.0296
2021-05-26,67.9269
2021-05-27,68.663
2021-05-28,68.8855
2021-05-29,68.8855
2021-05-30,68.8855
2021-05-31,68.8855
2021-06-01,70.1864
2021-06-02,69.6386
2021-06-03,69.4675
2021-06-04,70.0152
2021-06-05,70.0152
2021-06-06,70.0152
2021-06-07,69.4503
2021-06-08,70.7855
2021-06-09,70.3747
2021-06-10,70.0665
2021-06-11,69.981
2021-06-12,69.981
2021-06-13,69.981
2021-06-14,69.108
2021-06-15,68.5603
2021-06-16,68.7486
2021-06-17,66.917
2021-06-18,65.8387
2021-06-19,65.8387
2021-06-20,65.8387
2021-06-21,66.7801
2021-06-22,67.3279
2021-06-23,66.5918
2021-06-24,67.9954
2021-06-25,66.4207
2021-06-26,66.4207
2021-06-27,66.4207
2021-06-28,65.1711
2021-06-29,65.154
2021-06-30,37.5022
2021-07-01,38.0411
2021-07-02,38.286
2021-07-03,38.286
2021-07-04,38.286
2021-07-05,38.286
2021-07-06,36.7479
2021-07-07,36.4735
2021-07-08,36.3952
2021-07-09,36.9438
2021-07-10,36.9438
2021-07-11,36.9438
2021-07-12,37.032
2021-07-13,36.5029
2021-07-14,36.5813
2021-07-15,36.6891
2021-07-16,36.1209
2021-07-17,36.1209
2021-07-18,36.1209
2021-07-19,35.4841
2021-07-20,36.1209
2021-07-21,36.3658
2021-07-22,35.7976
2021-07-23,35.8269
2021-07-24,35.8269
2021-07-25,35.8269
2021-07-26,36.3462
2021-07-27,36.5029
2021-07-28,36.8948
2021-07-29,37.1887
2021-07-30,37.2083
2021-07-31,37.2083
2021-08-01,37.2083
2021-08-02,37.1299
2021-08-03,37.2929
2021-08-04,36.0385
2021-08-05,35.6073
2021-08-06,35.8719
2021-08-07,35.8719
2021-08-08,35.8719
2021-08-09,36.0385
2021-08-10,36.3129
2021-08-11,36.7931
2021-08-12,36.5089
2021-08-13,36.0483
2021-08-14,36.0483
2021-08-15,36.0483
2021-08-16,35.8229
2021-08-17,35.4505
2021-08-18,35.1369
2021-08-19,34.8625
2021-08-20,35.3721
2021-08-21,35.3721
2021-08-22,35.3721
2021-08-23,35.7641
2021-08-24,36.2639
2021-08-25,36.1757
2021-08-26,35.3623
2021-08-27,35.8229
2021-08-28,35.8229
2021-08-29,35.8229
2021-08-30,35.4897
2021-08-31,35.3721
2021-09-01,35.2251
2021-09-02,35.5387
2021-09-03,35.3819
2021-09-04,35.3819
2021-09-05,35.3819
2021-09-06,35.3819
2021-09-07,35.4211
2021-09-08,35.0193
2021-09-09,34.8331
2021-09-10,34.3725
2021-09-11,34.3725
2021-09-12,34.3725
2021-09-13,34.5391
2021-09-14,33.7943
2021-09-15,34.1471
2021-09-16,33.5983
2021-09-17,33.5689
2021-09-18,33.5689
2021-09-19,33.5689
2021-09-20,33.0005
2021-09-21,32.8045
2021-09-22,33.4219
2021-09-23,33.6767
2021-09-24,33.6963
2021-09-25,33.6963
2021-09-26,33.6963
2021-09-27,34.5097
2021-09-28,34.2647
2021-09-29,34.3627
2021-09-30,28.6021
2021-10-01,29.075
2021-10-02,29.075
2021-10-03,29.075
2021-10-04,29.0913
2021-10-05,29.1484
2021-10-06,28.5043
2021-10-07,28.6755
2021-10-08,28.6184
2021-10-09,28.6184
2021-10-10,28.6184
2021-10-11,28.4228
2021-10-12,28.5124
2021-10-13,28.7163
2021-10-14,28.5287
2021-10-15,28.6592
2021-10-16,28.6592
2021-10-17,28.6592
2021-10-18,28.6266
2021-10-19,28.6184
2021-10-20,28.9282
2021-10-21,28.8222
2021-10-22,28.8467
2021-10-23,28.8467
2021-10-24,28.8467
2021-10-25,29.1239
2021-10-26,28.7326
2021-10-27,28.4309
2021-10-28,28.7815
2021-10-29,28.7244
2021-10-30,28.7244
2021-10-31,28.7244
2021-11-01,29.5804
2021-11-02,26.5985
2021-11-03,26.1582
2021-11-04,26.4518
2021-11-05,27.365
2021-11-06,27.365
2021-11-07,27.365
2021-11-08,27.0062
2021-11-09,26.941
2021-11-10,27.0878
2021-11-11,27.2427
2021-11-12,27.0715
2021-11-13,27.0715
2021-11-14,27.0715
2021-11-15,26.9981
2021-11-16,26.9655
2021-11-17,26.7698
2021-11-18,26.6719
2021-11-19,26.517
2021-11-20,26.517
2021-11-21,26.517
2021-11-22,26.5088
2021-11-23,27.0062
2021-11-24,27.1041
2021-11-25,27.1041
2021-11-26,26.7861
2021-11-27,26.7861
2021-11-28,26.7861
2021-11-29,26.6067
2021-11-30,26.6719
2021-12-01,26.6638
2021-12-02,27.3324
2021-12-03,27.4058
2021-12-04,27.4058
2021-12-05,27.4058
2021-12-06,28.0744
2021-12-07,27.9521
2021-12-08,28.0826
2021-12-09,27.9929
2021-12-10,27.9277
2021-12-11,27.9277
2021-12-12,27.9277
2021-12-13,27.6993
2021-12-14,27.6341
2021-12-15,27.7401
2021-12-16,27.732
2021-12-17,28.1478
2021-12-18,28.1478
2021-12-19,28.1478
2021-12-20,27.8298
2021-12-21,28.3843
2021-12-22,28.4251
2021-12-23,28.7431
2021-12-24,28.7431
2021-12-25,28.7431
2021-12-26,28.7431
2021-12-27,29.0366
2021-12-28,28.9877
2021-12-29,28.9551
2021-12-30,28.5311
2021-12-31,26.6809
2022-01-01,26.6809
2022-01-02,26.6809
2022-01-03,26.8103
2022-01-04,26.9245
2022-01-05,26.6124
2022-01-06,26.7647
2022-01-07,26.4068
2022-01-08,26.4068
2022-01-09,26.4068
2022-01-10,26.3992
2022-01-11,26.5439
2022-01-12,26.6809
2022-01-13,27.0768
2022-01-14,27.1986
2022-01-15,27.1986
2022-01-16,27.1986
2022-01-17,27.1986
2022-01-18,26.9474
2022-01-19,26.7342
2022-01-20,26.2317
2022-01-21,26.0871
2022-01-22,26.0871
2022-01-23,26.0871
2022-01-24,26.3764
2022-01-25,26.1937
2022-01-26,25.7826
2022-01-27,25.5313
2022-01-28,25.7293
2022-01-29,25.7293
2022-01-30,25.7293
2022-01-31,25.912
2022-02-01,26.1023
2022-02-02,25.9957
2022-02-03,25.6988
2022-02-04,25.5694
2022-02-05,25.5694
2022-02-06,25.5694
2022-02-07,25.478
2022-02-08,26.011
2022-02-09,26.1252
2022-02-10,25.9577
2022-02-11,25.8283
2022-02-12,25.8283
2022-02-13,25.8283
2022-02-14,25.9272
2022-02-15,26.3231
2022-02-16,26.7038
2022-02-17,26.4525
2022-02-18,26.2622
2022-02-19,26.2622
2022-02-20,26.2622
2022-02-21,26.2622
2022-02-22,25.9957
2022-02-23,25.7978
2022-02-24,22.3491
2022-02-25,22.8159
2022-02-26,22.8159
2022-02-27,22.8159
2022-02-28,23.0291
2022-03-01,23.1053
2022-03-02,23.684
2022-03-03,23.8287
2022-03-04,23.5926
2022-03-05,23.5926
2022-03-06,23.5926
2022-03-07,23.6155
2022-03-08,23.8592
2022-03-09,24.0952
2022-03-10,24.2095
2022-03-11,24.2704
2022-03-12,24.2704
2022-03-13,24.2704
2022-03-14,24.3922
2022-03-15,24.1638
2022-03-16,24.2475
2022-03-17,24.3237
2022-03-18,24.1714
2022-03-19,24.1714
2022-03-20,24.1714
2022-03-21,23.8592
2022-03-22,23.6459
2022-03-23,23.3566
2022-03-24,23.2576
2022-03-25,23.3033
2022-03-26,23.3033
2022-03-27,23.3033
2022-03-28,23.052
2022-03-29,23.2652
2022-03-30,23.2043
2022-03-31,28.5702
2022-04-01,28.7159
2022-04-02,28.7159
2022-04-03,28.7159
2022-04-04,28.6522
2022-04-05,28.2878
2022-04-06,27.7593
2022-04-07,27.7958
2022-04-08,27.6409
2022-04-09,27.6409
2022-04-10,27.6409
2022-04-11,27.6136
2022-04-12,27.732
2022-04-13,27.8504
2022-04-14,27.7411
2022-04-15,27.7411
2022-04-16,27.7411
2022-04-17,27.7411
2022-04-18,27.5862
2022-04-19,27.9142
2022-04-20,27.9871
2022-04-21,28.0053
2022-04-22,27.4405
2022-04-23,27.4405
2022-04-24,27.4405
2022-04-25,27.3311
2022-04-26,26.9029
2022-04-27,26.9212
2022-04-28,27.1216
2022-04-29,26.7298
2022-04-30,26.7298
2022-05-01,26.7298
2022-05-02,26.7845
2022-05-03,25.2364
2022-05-04,25.6748
2022-05-05,25.1816
2022-05-06,25.0812
2022-05-07,25.0812
2022-05-08,25.0812
2022-05-09,24.588
2022-05-10,24.5515
2022-05-11,24.5515
2022-05-12,24.6337
2022-05-13,24.7341
2022-05-14,24.7341
2022-05-15,24.7341
2022-05-16,24.6245
2022-05-17,24.9076
2022-05-18,24.7432
2022-05-19,24.5606
2022-05-20,24.2866
2022-05-21,24.2866
2022-05-22,24.2866
2022-05-23,24.5971
2022-05-24,24.3505
2022-05-25,24.3779
2022-05-26,24.5789
2022-05-27,25.0446
2022-05-28,25.0446
2022-05-29,25.0446
2022-05-30,25.0446
2022-05-31,24.999
2022-06-01,24.935
2022-06-02,25.0172
2022-06-03,25.0355
2022-06-04,25.0355
2022-06-05,25.0355
2022-06-06,25.1999
2022-06-07,25.4191
2022-06-08,25.2364
2022-06-09,25.0446
2022-06-10,24.5971
2022-06-11,24.5971
2022-06-12,24.5971
2022-06-13,24.3505
2022-06-14,24.2592
2022-06-15,24.3323
2022-06-16,23.9852
2022-06-17,24.1405
2022-06-18,24.1405
2022-06-19,24.1405
2022-06-20,24.1405
2022-06-21,24.0035
2022-06-22,23.967
2022-06-23,24.0583
2022-06-24,24.2683
2022-06-25,24.2683
2022-06-26,24.2683
2022-06-27,24.2501
2022-06-28,24.1314
2022-06-29,23.8665
2022-06-30,23.8665
2022-07-01,23.8665
2022-07-02,23.8665
2022-07-03,23.8665
2022-07-04,23.8665
2022-07-05,23.8665
2022-07-06,23.8665
2022-07-07,23.8665
2022-07-08,23.8665
2022-07-09,23.8665
2022-07-10,23.8665
2022-07-11,23.8665
2022-07-12,23.8665
2022-07-13,23.8665
2022-07-14,23.8665
2022-07-15,23.8665
2022-07-16,23.8665
2022-07-17,23.8665
2022-07-18,23.8665
2022-07-19,23.8665
2022-07-20,23.8665
2022-07-21,23.8665
2022-07-22,23.8665
2022-07-23,23.8665
2022-07-24,23.8665
2022-07-25,23.8665
2022-07-26,23.8665
2022-07-27,23.8665
2022-07-28,23.8665
2022-07-29,23.8665
2022-07-30,23.8665
2022-07-31,23.8665
2022-08-01,23.8665
2022-08-02,23.8665
2022-08-03,23.8665
2022-08-04,23.8665
2022-08-05,23.8665
2022-08-06,23.8665
2022-08-07,23.8665
2022-08-08,23.8665
2022-08-09,23.8665
2022-08-10,23.8665
2022-08-11,23.8665
2022-08-12,23.8665
2022-08-13,23.8665
2022-08-14,23.8665
2022-08-15,23.8665
2022-08-16,23.8665
2022-08-17,23.8665
2022-08-18,23.8665
2022-08-19,23.8665
2022-08-20,23.8665
2022-08-21,23.8665
2022-08-22,23.8665
2022-08-23,23.8665
2022-08-24,23.8665
2022-08-25,23.8665
2022-08-26,23.8665
2022-08-27,23.8665
2022-08-28,23.8665
2022-08-29,23.8665
2022-08-30,23.8665
2022-08-31,23.8665
2022-09-01,23.8665
2022-09-02,23.8665
2022-09-03,23.8665
2022-09-04,23.8665
2022-09-05,23.8665
2022-09-06,23.8665
2022-09-07,23.8665
2022-09-08,23.8665
2022-09-09,23.8665
2022-09-10,23.8665
2022-09-11,23.8665
2022-09-12,23.8665
2022-09-13,23.8665
2022-09-14,23.8665
2022-09-15,23.8665
2022-09-16,23.8665
2022-09-17,23.8665
2022-09-18,23.8665
2022-09-19,23.8665
2022-09-20,23.8665
2022-09-21,23.8665
2022-09-22,23.8665
2022-09-23,23.8665
2022-09-24,23.8665
2022-09-25,23.8665
2022-09-26,23.8665
2022-09-27,23.8665
2022-09-28,23.8665
2022-09-29,23.8665
2022-09-30,23.8665
2022-10-01,23.8665
2022-10-02,23.8665
2022-10-03,23.8665
2022-10-04,23.8665
2022-10-05,23.8665
2022-10-06,23.8665
2022-10-07,23.8665
2022-10-08,23.8665
2022-10-09,23.8665
2022-10-10,23.8665
2022-10-11,23.8665
2022-10-12,23.8665
2022-10-13,23.8665
2022-10-14,23.8665
2022-10-15,23.8665
2022-10-16,23.8665
2022-10-17,23.8665
2022-10-18,23.8665
2022-10-19,23.8665
2022-10-20,23.8665
2022-10-21,23.8665
2022-10-22,23.8665
2022-10-23,23.8665
2022-10-24,23.8665
2022-10-25,23.8665
2022-10-26,23.8665
2022-10-27,23.8665
2022-10-28,23.8665
2022-10-29,23.8665
2022-10-30,23.8665
2022-10-31,23.8665
2022-11-01,23.8665
2022-11-02,23.8665
2022-11-03,23.8665
2022-11-04,23.8665
2022-11-05,23.8665
2022-11-06,23.8665
2022-11-07,23.8665
2022-11-08,23.8665
2022-11-09,23.8665
2022-11-10,23.8665
2022-11-11,23.8665
2022-11-12,23.8665
2022-11-13,23.8665
2022-11-14,23.8665
2022-11-15,23.8665
2022-11-16,23.8665
2022-11-17,23.8665
2022-11-18,23.8665
2022-11-19,23.8665
2022-11-20,23.8665
2022-11-21,23.8665
2022-11-22,23.8665
2022-11-23,23.8665
2022-11-24,23.8665
2022-11-25,23.8665
2022-11-26,23.8665
2022-11-27,23.8665
2022-11-28,23.8665
2022-11-29,23.8665
2022-11-30,23.8665
2022-12-01,23.8665
2022-12-02,23.8665
2022-12-03,23.8665
2022-12-04,23.8665
2022-12-05,23.8665
2022-12-06,23.8665
2022-12-07,23.8665
2022-12-08,23.8665
2022-12-09,23.8665
2022-12-10,23.8665
2022-12-11,23.8665
2022-12-12,23.8665
2022-12-13,23.8665
2022-12-14,23.8665
2022-12-15,23.8665
2022-12-16,23.8665
2022-12-17,23.8665
2022-12-18,23.8665
2022-12-19,23.8665
2022-12-20,23.8665
2022-12-21,23.8665
2022-12-22,23.8665
2022-12-23,23.8665
2022-12-24,23.8665
2022-12-25,23.8665
2022-12-26,23.8665
2022-12-27,23.8665
2022-12-28,23.8665
2022-12-29,23.8665
2022-12-30,23.8665
2022-12-31,23.8665
2023-01-01,23.8665
2023-01-02,23.8665
2023-01-03,23.8665
2023-01-04,23.8665
2023-01-05,23.8665
2023-01-06,23.8665
2023-01-07,23.8665
2023-01-08,23.8665
2023-01-09,23.8665
2023-01-10,23.8665
2023-01-11,23.8665
2023-01-12,23.8665
2023-01-13,23.8665
2023-01-14,23.8665
2023-01-15,23.8665
2023-01-16,23.8665
2023-01-17,23.8665
2023-01-18,23.8665
2023-01-19,23.8665
2023-01-20,23.8665
2023-01-21,23.8665
2023-01-22,23.8665
2023-01-23,23.8665
2023-01-24,23.8665
2023-01-25,23.8665
2023-01-26,23.8665
2023-01-27,23.8665
2023-01-28,23.8665
2023-01-29,23.8665
2023-01-30,23.8665
2023-01-31,23.8665
2023-02-01,23.8665
2023-02-02,23.8665
2023-02-03,23.8665
2023-02-04,23.8665
2023-02-05,23.8665
2023-02-06,23.8665
2023-02-07,23.8665
2023-02-08,23.8665
2023-02-09,23.8665
2023-02-10,23.8665
2023-02-11,23.8665
2023-02-12,23.8665
2023-02-13,23.8665
2023-02-14,23.8665
2023-02-15,23.8665
2023-02-16,23.8665
2023-02-17,23.8665
2023-02-18,23.8665
2023-02-19,23.8665
2023-02-20,23.8665
2023-02-21,23.8665
2023-02-22,23.8665
2023-02-23,23.8665
2023-02-24,23.8665
2023-02-25,23.8665
2023-02-26,23.8665
2023-02-27,23.8665
2023-02-28,23.8665
2023-03-01,23.8665
2023-03-02,23.8665
2023-03-03,23.8665
2023-03-04,23.8665
2023-03-05,23.8665
2023-03-06,23.8665
2023-03-07,23.8665
2023-03-08,23.8665
2023-03-09,23.8665
2023-03-10,23.8665
2023-03-11,23.8665
2023-03-12,23.8665
2023-03-13,23.8665
2023-03-14,23.8665
2023-03-15,23.8665
