,ALE US Equity
2023-03-19,46.2532
2023-03-20,46.5902
2023-03-21,45.7796
2023-03-22,44.8325
2023-03-23,44.9836
2023-03-24,46.0598
2023-03-25,46.0598
2023-03-26,46.0598
2023-03-27,46.0726
2023-03-28,46.1025
2023-03-29,46.316
2023-03-30,46.3801
2023-03-31,48.3753
2023-04-01,48.3753
2023-04-02,48.3753
2023-04-03,48.2776
2023-04-04,48.1134
2023-04-05,48.5174
2023-04-06,48.8947
2023-04-07,48.8947
2023-04-08,48.8947
2023-04-09,48.8947
2023-04-10,48.7571
2023-04-11,48.9169
2023-04-12,48.5351
2023-04-13,48.3886
2023-04-14,47.9402
2023-04-15,47.9402
2023-04-16,47.9402
2023-04-17,48.3131
2023-04-18,48.0912
2023-04-19,48.3842
2023-04-20,48.4286
2023-04-21,48.1222
2023-04-22,48.1222
2023-04-23,48.1222
2023-04-24,48.1178
2023-04-25,47.9624
2023-04-26,47.4563
2023-04-27,47.5274
2023-04-28,47.4918
2023-04-29,47.4918
2023-04-30,47.4918
2023-05-01,47.8648
2023-05-02,47.4386
2023-05-03,47.5687
2023-05-04,48.0838
2023-05-05,47.5865
2023-05-06,47.5865
2023-05-07,47.5865
2023-05-08,47.5466
2023-05-09,47.5421
2023-05-10,47.7153
2023-05-11,47.4533
2023-05-12,47.2935
2023-05-13,47.2935
2023-05-14,47.2935
2023-05-15,47.107
2023-05-16,46.8406
2023-05-17,47.1292
2023-05-18,47.0937
2023-05-19,47.2269
2023-05-20,47.2269
2023-05-21,47.2269
2023-05-22,47.4
2023-05-23,47.3068
2023-05-24,46.8984
2023-05-25,46.4677
2023-05-26,46.5521
2023-05-27,46.5521
2023-05-28,46.5521
2023-05-29,46.5521
2023-05-30,46.41
2023-05-31,46.2457
2023-06-01,45.5132
2023-06-02,46.9383
2023-06-03,46.9383
2023-06-04,46.9383
2023-06-05,46.4056
2023-06-06,46.8895
2023-06-07,47.5776
2023-06-08,47.3068
2023-06-09,47.0582
2023-06-10,47.0582
2023-06-11,47.0582
2023-06-12,46.743
2023-06-13,46.8273
2023-06-14,46.4988
2023-06-15,46.5698
2023-06-16,46.6719
2023-06-17,46.6719
2023-06-18,46.6719
2023-06-19,46.6719
2023-06-20,46.3922
2023-06-21,46.4278
2023-06-22,46.0859
2023-06-23,45.6508
2023-06-24,45.6508
2023-06-25,45.6508
2023-06-26,46.0459
2023-06-27,45.4821
2023-06-28,45.1225
2023-06-29,45.451
2023-06-30,33.8237
2023-07-01,33.8237
2023-07-02,33.8237
2023-07-03,33.9866
2023-07-04,33.9866
2023-07-05,33.9221
2023-07-06,33.7151
2023-07-07,33.3554
2023-07-08,33.3554
2023-07-09,33.3554
2023-07-10,33.3045
2023-07-11,33.5861
2023-07-12,33.5929
2023-07-13,33.939
2023-07-14,33.8067
2023-07-15,33.8067
2023-07-16,33.8067
2023-07-17,33.8101
2023-07-18,33.7015
2023-07-19,33.7863
2023-07-20,34.1766
2023-07-21,33.973
2023-07-22,33.973
2023-07-23,33.973
2023-07-24,34.0137
2023-07-25,33.844
2023-07-26,33.9764
2023-07-27,33.5929
2023-07-28,33.5658
2023-07-29,33.5658
2023-07-30,33.5658
2023-07-31,33.6404
2023-08-01,33.4843
2023-08-02,33.6981
2023-08-03,33.3452
2023-08-04,33.0737
2023-08-05,33.0737
2023-08-06,33.0737
2023-08-07,33.1178
2023-08-08,33.6921
2023-08-09,33.5833
2023-08-10,33.563
2023-08-11,33.7261
2023-08-12,33.7261
2023-08-13,33.7261
2023-08-14,33.0872
2023-08-15,32.8255
2023-08-16,32.9411
2023-08-17,33.0974
2023-08-18,33.2537
2023-08-19,33.2537
2023-08-20,33.2537
2023-08-21,33.043
2023-08-22,33.1891
2023-08-23,33.1993
2023-08-24,32.9648
2023-08-25,33.1042
2023-08-26,33.1042
2023-08-27,33.1042
2023-08-28,33.1348
2023-08-29,33.1076
2023-08-30,33.0022
2023-08-31,32.8085
2023-09-01,32.9071
2023-09-02,32.9071
2023-09-03,32.9071
2023-09-04,32.9071
2023-09-05,32.4279
2023-09-06,32.6998
2023-09-07,32.7372
2023-09-08,32.7779
2023-09-09,32.7779
2023-09-10,32.7779
2023-09-11,33.0328
2023-09-12,32.9886
2023-09-13,33.077
2023-09-14,33.4236
2023-09-15,33.3726
2023-09-16,33.3726
2023-09-17,33.3726
2023-09-18,33.2435
2023-09-19,32.9988
2023-09-20,33.0464
2023-09-21,32.9784
2023-09-22,33.0362
2023-09-23,33.0362
2023-09-24,33.0362
2023-09-25,33.0668
2023-09-26,32.4585
2023-09-27,32.4313
2023-09-28,32.0167
2023-09-29,31.0427
2023-09-30,31.0427
2023-10-01,31.0427
2023-10-02,30.2395
2023-10-03,30.2662
2023-10-04,30.7047
2023-10-05,30.8787
2023-10-06,31.2033
2023-10-07,31.2033
2023-10-08,31.2033
2023-10-09,31.1565
2023-10-10,31.1331
2023-10-11,31.5347
2023-10-12,31.2904
2023-10-13,31.3807
2023-10-14,31.3807
2023-10-15,31.3807
2023-10-16,31.5012
2023-10-17,31.5246
2023-10-18,31.4175
2023-10-19,31.2201
2023-10-20,31.0494
2023-10-21,31.0494
2023-10-22,31.0494
2023-10-23,30.9088
2023-10-24,31.1933
2023-10-25,31.2636
2023-10-26,31.3707
2023-10-27,30.9724
2023-10-28,30.9724
2023-10-29,30.9724
2023-10-30,31.1331
2023-10-31,31.2904
2023-11-01,31.4142
2023-11-02,32.287
2023-11-03,32.1329
2023-11-04,32.1329
2023-11-05,32.1329
2023-11-06,32.2803
2023-11-07,31.9686
2023-11-08,31.6167
2023-11-09,31.4726
2023-11-10,31.4291
2023-11-11,31.4291
2023-11-12,31.4291
2023-11-13,31.2916
2023-11-14,32.0055
2023-11-15,32.0055
2023-11-16,32.0792
2023-11-17,32.0524
2023-11-18,32.0524
2023-11-19,32.0524
2023-11-20,32.0424
2023-11-21,31.791
2023-11-22,31.8379
2023-11-23,31.8379
2023-11-24,31.9083
2023-11-25,31.9083
2023-11-26,31.9083
2023-11-27,31.9485
2023-11-28,32.0323
2023-11-29,31.8413
2023-11-30,31.9653
2023-12-01,32.1563
2023-12-02,32.1563
2023-12-03,32.1563
2023-12-04,32.2233
2023-12-05,33.7349
2023-12-06,34.0231
2023-12-07,34.0599
2023-12-08,33.9326
2023-12-09,33.9326
2023-12-10,33.9326
2023-12-11,33.8823
2023-12-12,33.7416
2023-12-13,33.9158
2023-12-14,33.7147
2023-12-15,33.5807
2023-12-16,33.5807
2023-12-17,33.5807
2023-12-18,33.46
2023-12-19,33.7851
2023-12-20,33.6712
2023-12-21,33.879
2023-12-22,34.0264
2023-12-23,34.0264
2023-12-24,34.0264
2023-12-25,34.0264
2023-12-26,34.0465
2023-12-27,33.9292
2023-12-28,33.946
2023-12-29,32.3218
2023-12-30,32.3218
2023-12-31,32.3218
2024-01-01,32.3218
2024-01-02,32.6809
2024-01-03,32.8524
2024-01-04,32.7762
2024-01-05,32.6904
2024-01-06,32.6904
2024-01-07,32.6904
2024-01-08,32.7444
2024-01-09,32.6554
2024-01-10,32.4584
2024-01-11,32.2297
2024-01-12,32.2487
2024-01-13,32.2487
2024-01-14,32.2487
2024-01-15,32.2487
2024-01-16,31.8802
2024-01-17,31.7594
2024-01-18,31.5466
2024-01-19,31.5466
2024-01-20,31.5466
2024-01-21,31.5466
2024-01-22,31.7436
2024-01-23,31.7245
2024-01-24,31.2987
2024-01-25,31.7753
2024-01-26,31.6387
2024-01-27,31.6387
2024-01-28,31.6387
2024-01-29,31.8516
2024-01-30,31.8262
2024-01-31,31.6705
2024-02-01,32.0931
2024-02-02,31.6609
2024-02-03,31.6609
2024-02-04,31.6609
2024-02-05,31.2987
2024-02-06,31.3845
2024-02-07,31.3813
2024-02-08,31.2384
2024-02-09,31.4099
2024-02-10,31.4099
2024-02-11,31.4099
2024-02-12,31.6768
2024-02-13,31.035
2024-02-14,31.1303
2024-02-15,31.5434
2024-02-16,31.5084
2024-02-17,31.5084
2024-02-18,31.5084
2024-02-19,31.5084
2024-02-20,31.2483
2024-02-21,31.0796
2024-02-22,31.0159
2024-02-23,31.07
2024-02-24,31.07
2024-02-25,31.07
2024-02-26,30.7836
2024-02-27,30.9236
2024-02-28,30.7422
2024-02-29,30.9172
2024-03-01,30.9013
2024-03-02,30.9013
2024-03-03,30.9013
2024-03-04,31.296
2024-03-05,31.1369
2024-03-06,31.2515
2024-03-07,31.1432
2024-03-08,31.2737
2024-03-09,31.2737
2024-03-10,31.2737
2024-03-11,31.4615
2024-03-12,31.2101
2024-03-13,31.2705
2024-03-14,31.1655
2024-03-15,31.4552
2024-03-16,31.4552
2024-03-17,31.4552
2024-03-18,31.3087
2024-03-19,31.3024
2024-03-20,31.3438
2024-03-21,31.4934
2024-03-22,31.5188
2024-03-23,31.5188
2024-03-24,31.5188
2024-03-25,31.5156
2024-03-26,31.2164
2024-03-27,31.6111
2024-03-28,31.8721
2024-03-29,31.8721
2024-03-30,31.8721
2024-03-31,31.8721
2024-04-01,31.8976
2024-04-02,32.0347
2024-04-03,31.9391
2024-04-04,31.8243
2024-04-05,31.7956
2024-04-06,31.7956
2024-04-07,31.7956
2024-04-08,32.1622
