,TPIC US Equity
2020-09-30,115.5568
2020-10-01,117.8139
2020-10-02,116.2465
2020-10-03,116.2465
2020-10-04,116.2465
2020-10-05,122.2029
2020-10-06,123.0806
2020-10-07,134.68
2020-10-08,131.545
2020-10-09,136.1534
2020-10-10,136.1534
2020-10-11,136.1534
2020-10-12,134.3665
2020-10-13,134.6173
2020-10-14,135.1816
2020-10-15,134.2097
2020-10-16,133.7395
2020-10-17,133.7395
2020-10-18,133.7395
2020-10-19,133.5827
2020-10-20,134.3351
2020-10-21,127.689
2020-10-22,126.9053
2020-10-23,129.8521
2020-10-24,129.8521
2020-10-25,129.8521
2020-10-26,128.2533
2020-10-27,128.849
2020-10-28,125.1811
2020-10-29,125.7767
2020-10-30,128.5982
2020-10-31,128.5982
2020-11-01,128.5982
2020-11-02,134.0843
2020-11-03,134.0843
2020-11-04,129.6954
2020-11-05,143.4502
2020-11-06,156.2567
2020-11-07,156.2567
2020-11-08,156.2567
2020-11-09,148.9342
2020-11-10,145.479
2020-11-11,154.9253
2020-11-12,155.8446
2020-11-13,151.3116
2020-11-14,151.3116
2020-11-15,151.3116
2020-11-16,151.5018
2020-11-17,150.1071
2020-11-18,149.1878
2020-11-19,148.6806
2020-11-20,147.7613
2020-11-21,147.7613
2020-11-22,147.7613
2020-11-23,151.5335
2020-11-24,147.9198
2020-11-25,151.692
2020-11-26,151.692
2020-11-27,156.859
2020-11-28,156.859
2020-11-29,156.859
2020-11-30,152.2943
2020-12-01,163.8962
2020-12-02,168.2073
2020-12-03,159.6485
2020-12-04,156.542
2020-12-05,156.542
2020-12-06,156.542
2020-12-07,158.1269
2020-12-08,162.3746
2020-12-09,156.1299
2020-12-10,154.2913
2020-12-11,153.594
2020-12-12,153.594
2020-12-13,153.594
2020-12-14,162.6916
2020-12-15,164.5619
2020-12-16,168.4926
2020-12-17,172.7086
2020-12-18,185.198
2020-12-19,185.198
2020-12-20,185.198
2020-12-21,194.581
2020-12-22,209.4479
2020-12-23,204.8198
2020-12-24,199.5577
2020-12-25,199.5577
2020-12-26,199.5577
2020-12-27,199.5577
2020-12-28,195.5319
2020-12-29,189.0019
2020-12-30,189.9846
2020-12-31,114.8584
2021-01-01,114.8584
2021-01-02,114.8584
2021-01-03,114.8584
2021-01-04,121.5815
2021-01-05,124.705
2021-01-06,133.5611
2021-01-07,137.2369
2021-01-08,137.294
2021-01-09,137.294
2021-01-10,137.294
2021-01-11,144.7408
2021-01-12,147.5215
2021-01-13,144.8075
2021-01-14,145.7883
2021-01-15,132.685
2021-01-16,132.685
2021-01-17,132.685
2021-01-18,132.685
2021-01-19,138.7415
2021-01-20,138.7605
2021-01-21,145.1217
2021-01-22,144.8361
2021-01-23,144.8361
2021-01-24,144.8361
2021-01-25,144.0933
2021-01-26,137.6749
2021-01-27,129.333
2021-01-28,130.0948
2021-01-29,128.4379
2021-01-30,128.4379
2021-01-31,128.4379
2021-02-01,133.6182
2021-02-02,143.1791
2021-02-03,144.817
2021-02-04,147.9024
2021-02-05,147.7881
2021-02-06,147.7881
2021-02-07,147.7881
2021-02-08,154.016
2021-02-09,157.1966
2021-02-10,152.5685
2021-02-11,158.8916
2021-02-12,164.3006
2021-02-13,164.3006
2021-02-14,164.3006
2021-02-15,164.3006
2021-02-16,162.0532
2021-02-17,155.5396
2021-02-18,142.2649
2021-02-19,148.6071
2021-02-20,148.6071
2021-02-21,148.6071
2021-02-22,134.5324
2021-02-23,132.8755
2021-02-24,138.9129
2021-02-25,130.7805
2021-02-26,107.1973
2021-02-27,107.1973
2021-02-28,107.1973
2021-03-01,115.5755
2021-03-02,109.1652
2021-03-03,104.1578
2021-03-04,99.9687
2021-03-05,97.0461
2021-03-06,97.0461
2021-03-07,97.0461
2021-03-08,93.5974
2021-03-09,108.0546
2021-03-10,111.815
2021-03-11,114.1726
2021-03-12,112.5944
2021-03-13,112.5944
2021-03-14,112.5944
2021-03-15,119.4917
2021-03-16,115.3806
2021-03-17,116.8029
2021-03-18,108.4638
2021-03-19,115.3611
2021-03-20,115.3611
2021-03-21,115.3611
2021-03-22,114.6402
2021-03-23,109.5354
2021-03-24,105.775
2021-03-25,110.1004
2021-03-26,115.8872
2021-03-27,115.8872
2021-03-28,115.8872
2021-03-29,109.3795
2021-03-30,119.1605
2021-03-31,75.5132
2021-04-01,76.4933
2021-04-02,76.4933
2021-04-03,76.4933
2021-04-04,76.4933
2021-04-05,77.6557
2021-04-06,77.5253
2021-04-07,73.4467
2021-04-08,76.0432
2021-04-09,71.7986
2021-04-10,71.7986
2021-04-11,71.7986
2021-04-12,72.4507
2021-04-13,71.5259
2021-04-14,72.0001
2021-04-15,69.9134
2021-04-16,67.7911
2021-04-17,67.7911
2021-04-18,67.7911
2021-04-19,66.6173
2021-04-20,69.0004
2021-04-21,71.3362
2021-04-22,75.8654
2021-04-23,77.8929
2021-04-24,77.8929
2021-04-25,77.8929
2021-04-26,79.3868
2021-04-27,78.1181
2021-04-28,76.8021
2021-04-29,75.1184
2021-04-30,71.8934
2021-05-01,71.8934
2021-05-02,71.8934
2021-05-03,71.3362
2021-05-04,67.8859
2021-05-05,66.2734
2021-05-06,64.8388
2021-05-07,65.9296
2021-05-08,65.9296
2021-05-09,65.9296
2021-05-10,62.835
2021-05-11,62.1473
2021-05-12,59.7286
2021-05-13,57.9145
2021-05-14,61.6138
2021-05-15,61.6138
2021-05-16,61.6138
2021-05-17,60.523
2021-05-18,61.1632
2021-05-19,62.6572
2021-05-20,64.1037
2021-05-21,65.2063
2021-05-22,65.2063
2021-05-23,65.2063
2021-05-24,65.1826
2021-05-25,65.811
2021-05-26,66.5461
2021-05-27,67.9571
2021-05-28,66.143
2021-05-29,66.143
2021-05-30,66.143
2021-05-31,66.143
2021-06-01,66.0007
2021-06-02,63.7954
2021-06-03,61.6731
2021-06-04,61.2818
2021-06-05,61.2818
2021-06-06,61.2818
2021-06-07,61.6612
2021-06-08,63.416
2021-06-09,64.0207
2021-06-10,61.6494
2021-06-11,61.3174
2021-06-12,61.3174
2021-06-13,61.3174
2021-06-14,62.9299
2021-06-15,61.1988
2021-06-16,62.6572
2021-06-17,63.8191
2021-06-18,61.3292
2021-06-19,61.3292
2021-06-20,61.3292
2021-06-21,61.9576
2021-06-22,62.6453
2021-06-23,63.6175
2021-06-24,64.9929
2021-06-25,64.7202
2021-06-26,64.7202
2021-06-27,64.7202
2021-06-28,68.5736
2021-06-29,66.5106
2021-06-30,48.9724
2021-07-01,48.955
2021-07-02,47.7888
2021-07-03,47.7888
2021-07-04,47.7888
2021-07-05,47.7888
2021-07-06,48.1021
2021-07-07,46.8577
2021-07-08,46.1353
2021-07-09,46.2224
2021-07-10,46.2224
2021-07-11,46.2224
2021-07-12,46.6227
2021-07-13,47.023
2021-07-14,44.2208
2021-07-15,42.2366
2021-07-16,42.0887
2021-07-17,42.0887
2021-07-18,42.0887
2021-07-19,41.2532
2021-07-20,42.7501
2021-07-21,43.9075
2021-07-22,43.3331
2021-07-23,39.6259
2021-07-24,39.6259
2021-07-25,39.6259
2021-07-26,39.3561
2021-07-27,39.0428
2021-07-28,40.879
2021-07-29,40.1393
2021-07-30,40.8964
2021-07-31,40.8964
2021-08-01,40.8964
2021-08-02,40.3308
2021-08-03,40.8877
2021-08-04,40.879
2021-08-05,42.3391
2021-08-06,43.487
2021-08-07,43.487
2021-08-08,43.487
2021-08-09,44.7143
2021-08-10,44.9968
2021-08-11,44.1492
2021-08-12,44.2816
2021-08-13,42.9572
2021-08-14,42.9572
2021-08-15,42.9572
2021-08-16,40.9352
2021-08-17,39.7078
2021-08-18,39.4165
2021-08-19,38.8249
2021-08-20,40.1228
2021-08-21,40.1228
2021-08-22,40.1228
2021-08-23,41.2707
2021-08-24,42.6216
2021-08-25,43.3722
2021-08-26,43.69
2021-08-27,44.4494
2021-08-28,44.4494
2021-08-29,44.4494
2021-08-30,41.5356
2021-08-31,38.8955
2021-09-01,38.9132
2021-09-02,39.4429
2021-09-03,39.8579
2021-09-04,39.8579
2021-09-05,39.8579
2021-09-06,39.8579
2021-09-07,39.805
2021-09-08,37.9154
2021-09-09,37.9684
2021-09-10,37.8801
2021-09-11,37.8801
2021-09-12,37.8801
2021-09-13,38.9485
2021-09-14,38.4629
2021-09-15,38.8778
2021-09-16,37.8271
2021-09-17,39.2664
2021-09-18,39.2664
2021-09-19,39.2664
2021-09-20,37.7388
2021-09-21,37.5004
2021-09-22,37.8359
2021-09-23,38.4275
2021-09-24,37.2708
2021-09-25,37.2708
2021-09-26,37.2708
2021-09-27,38.1626
2021-09-28,37.1296
2021-09-29,36.3437
2021-09-30,36.3437
2021-10-01,36.3437
2021-10-02,36.3437
2021-10-03,36.3437
2021-10-04,36.3437
2021-10-05,36.3437
2021-10-06,36.3437
2021-10-07,36.3437
2021-10-08,36.3437
2021-10-09,36.3437
2021-10-10,36.3437
2021-10-11,36.3437
2021-10-12,36.3437
2021-10-13,36.3437
2021-10-14,36.3437
2021-10-15,36.3437
2021-10-16,36.3437
2021-10-17,36.3437
2021-10-18,36.3437
2021-10-19,36.3437
2021-10-20,36.3437
2021-10-21,36.3437
2021-10-22,36.3437
2021-10-23,36.3437
2021-10-24,36.3437
2021-10-25,36.3437
2021-10-26,36.3437
2021-10-27,36.3437
2021-10-28,36.3437
2021-10-29,36.3437
2021-10-30,36.3437
2021-10-31,36.3437
2021-11-01,36.3437
2021-11-02,36.3437
2021-11-03,36.3437
2021-11-04,36.3437
2021-11-05,36.3437
2021-11-06,36.3437
2021-11-07,36.3437
2021-11-08,36.3437
2021-11-09,36.3437
2021-11-10,36.3437
2021-11-11,36.3437
2021-11-12,36.3437
2021-11-13,36.3437
2021-11-14,36.3437
2021-11-15,36.3437
2021-11-16,36.3437
2021-11-17,36.3437
2021-11-18,36.3437
2021-11-19,36.3437
2021-11-20,36.3437
2021-11-21,36.3437
2021-11-22,36.3437
2021-11-23,36.3437
2021-11-24,36.3437
2021-11-25,36.3437
2021-11-26,36.3437
2021-11-27,36.3437
2021-11-28,36.3437
2021-11-29,36.3437
2021-11-30,36.3437
2021-12-01,36.3437
2021-12-02,36.3437
2021-12-03,36.3437
2021-12-04,36.3437
2021-12-05,36.3437
2021-12-06,36.3437
2021-12-07,36.3437
2021-12-08,36.3437
2021-12-09,36.3437
2021-12-10,36.3437
2021-12-11,36.3437
2021-12-12,36.3437
2021-12-13,36.3437
2021-12-14,36.3437
2021-12-15,36.3437
2021-12-16,36.3437
2021-12-17,36.3437
2021-12-18,36.3437
2021-12-19,36.3437
2021-12-20,36.3437
2021-12-21,36.3437
2021-12-22,36.3437
2021-12-23,36.3437
2021-12-24,36.3437
2021-12-25,36.3437
2021-12-26,36.3437
2021-12-27,36.3437
2021-12-28,36.3437
2021-12-29,36.3437
2021-12-30,36.3437
2021-12-31,36.3437
2022-01-01,36.3437
2022-01-02,36.3437
2022-01-03,36.3437
2022-01-04,36.3437
2022-01-05,36.3437
2022-01-06,36.3437
2022-01-07,36.3437
2022-01-08,36.3437
2022-01-09,36.3437
2022-01-10,36.3437
2022-01-11,36.3437
2022-01-12,36.3437
2022-01-13,36.3437
2022-01-14,36.3437
2022-01-15,36.3437
2022-01-16,36.3437
2022-01-17,36.3437
2022-01-18,36.3437
2022-01-19,36.3437
2022-01-20,36.3437
2022-01-21,36.3437
2022-01-22,36.3437
2022-01-23,36.3437
2022-01-24,36.3437
2022-01-25,36.3437
2022-01-26,36.3437
2022-01-27,36.3437
2022-01-28,36.3437
2022-01-29,36.3437
2022-01-30,36.3437
2022-01-31,36.3437
2022-02-01,36.3437
2022-02-02,36.3437
2022-02-03,36.3437
2022-02-04,36.3437
2022-02-05,36.3437
2022-02-06,36.3437
2022-02-07,36.3437
2022-02-08,36.3437
2022-02-09,36.3437
2022-02-10,36.3437
2022-02-11,36.3437
2022-02-12,36.3437
2022-02-13,36.3437
2022-02-14,36.3437
2022-02-15,36.3437
2022-02-16,36.3437
2022-02-17,36.3437
2022-02-18,36.3437
2022-02-19,36.3437
2022-02-20,36.3437
2022-02-21,36.3437
2022-02-22,36.3437
2022-02-23,36.3437
2022-02-24,36.3437
2022-02-25,36.3437
2022-02-26,36.3437
2022-02-27,36.3437
2022-02-28,36.3437
2022-03-01,36.3437
2022-03-02,36.3437
2022-03-03,36.3437
2022-03-04,36.3437
2022-03-05,36.3437
2022-03-06,36.3437
2022-03-07,36.3437
2022-03-08,36.3437
2022-03-09,36.3437
2022-03-10,36.3437
2022-03-11,36.3437
2022-03-12,36.3437
2022-03-13,36.3437
2022-03-14,36.3437
2022-03-15,36.3437
2022-03-16,36.3437
2022-03-17,36.3437
2022-03-18,36.3437
2022-03-19,36.3437
2022-03-20,36.3437
2022-03-21,36.3437
2022-03-22,36.3437
2022-03-23,36.3437
2022-03-24,36.3437
2022-03-25,36.3437
2022-03-26,36.3437
2022-03-27,36.3437
2022-03-28,36.3437
2022-03-29,36.3437
2022-03-30,36.3437
2022-03-31,36.3437
2022-04-01,36.3437
2022-04-02,36.3437
2022-04-03,36.3437
2022-04-04,36.3437
2022-04-05,36.3437
2022-04-06,36.3437
2022-04-07,36.3437
2022-04-08,36.3437
2022-04-09,36.3437
2022-04-10,36.3437
2022-04-11,36.3437
2022-04-12,36.3437
2022-04-13,36.3437
2022-04-14,36.3437
2022-04-15,36.3437
2022-04-16,36.3437
2022-04-17,36.3437
2022-04-18,36.3437
2022-04-19,36.3437
2022-04-20,36.3437
2022-04-21,36.3437
2022-04-22,36.3437
2022-04-23,36.3437
2022-04-24,36.3437
2022-04-25,36.3437
2022-04-26,36.3437
2022-04-27,36.3437
2022-04-28,36.3437
2022-04-29,36.3437
2022-04-30,36.3437
2022-05-01,36.3437
2022-05-02,36.3437
2022-05-03,36.3437
2022-05-04,36.3437
2022-05-05,36.3437
2022-05-06,36.3437
2022-05-07,36.3437
2022-05-08,36.3437
2022-05-09,36.3437
2022-05-10,36.3437
2022-05-11,36.3437
2022-05-12,36.3437
2022-05-13,36.3437
2022-05-14,36.3437
2022-05-15,36.3437
2022-05-16,36.3437
2022-05-17,36.3437
2022-05-18,36.3437
2022-05-19,36.3437
2022-05-20,36.3437
2022-05-21,36.3437
2022-05-22,36.3437
2022-05-23,36.3437
2022-05-24,36.3437
2022-05-25,36.3437
2022-05-26,36.3437
2022-05-27,36.3437
2022-05-28,36.3437
2022-05-29,36.3437
2022-05-30,36.3437
2022-05-31,36.3437
2022-06-01,36.3437
2022-06-02,36.3437
2022-06-03,36.3437
2022-06-04,36.3437
2022-06-05,36.3437
2022-06-06,36.3437
2022-06-07,36.3437
2022-06-08,36.3437
2022-06-09,36.3437
2022-06-10,36.3437
2022-06-11,36.3437
2022-06-12,36.3437
2022-06-13,36.3437
2022-06-14,36.3437
2022-06-15,36.3437
2022-06-16,36.3437
2022-06-17,36.3437
2022-06-18,36.3437
2022-06-19,36.3437
2022-06-20,36.3437
2022-06-21,36.3437
2022-06-22,36.3437
2022-06-23,36.3437
2022-06-24,36.3437
2022-06-25,36.3437
2022-06-26,36.3437
2022-06-27,36.3437
2022-06-28,36.3437
2022-06-29,36.3437
2022-06-30,36.3437
2022-07-01,36.3437
2022-07-02,36.3437
2022-07-03,36.3437
2022-07-04,36.3437
2022-07-05,36.3437
2022-07-06,36.3437
2022-07-07,36.3437
2022-07-08,36.3437
2022-07-09,36.3437
2022-07-10,36.3437
2022-07-11,36.3437
2022-07-12,36.3437
2022-07-13,36.3437
2022-07-14,36.3437
2022-07-15,36.3437
2022-07-16,36.3437
2022-07-17,36.3437
2022-07-18,36.3437
2022-07-19,36.3437
2022-07-20,36.3437
2022-07-21,36.3437
2022-07-22,36.3437
2022-07-23,36.3437
2022-07-24,36.3437
2022-07-25,36.3437
2022-07-26,36.3437
2022-07-27,36.3437
2022-07-28,36.3437
2022-07-29,36.3437
2022-07-30,36.3437
2022-07-31,36.3437
2022-08-01,36.3437
2022-08-02,36.3437
2022-08-03,36.3437
2022-08-04,36.3437
2022-08-05,36.3437
2022-08-06,36.3437
2022-08-07,36.3437
2022-08-08,36.3437
2022-08-09,36.3437
2022-08-10,36.3437
2022-08-11,36.3437
2022-08-12,36.3437
2022-08-13,36.3437
2022-08-14,36.3437
2022-08-15,36.3437
2022-08-16,36.3437
2022-08-17,36.3437
2022-08-18,36.3437
2022-08-19,36.3437
2022-08-20,36.3437
2022-08-21,36.3437
2022-08-22,36.3437
2022-08-23,36.3437
2022-08-24,36.3437
2022-08-25,36.3437
2022-08-26,36.3437
2022-08-27,36.3437
2022-08-28,36.3437
2022-08-29,36.3437
2022-08-30,36.3437
2022-08-31,36.3437
2022-09-01,36.3437
2022-09-02,36.3437
2022-09-03,36.3437
2022-09-04,36.3437
2022-09-05,36.3437
2022-09-06,36.3437
2022-09-07,36.3437
2022-09-08,36.3437
2022-09-09,36.3437
2022-09-10,36.3437
2022-09-11,36.3437
2022-09-12,36.3437
2022-09-13,36.3437
2022-09-14,36.3437
2022-09-15,36.3437
2022-09-16,36.3437
2022-09-17,36.3437
2022-09-18,36.3437
2022-09-19,36.3437
2022-09-20,36.3437
2022-09-21,36.3437
2022-09-22,36.3437
2022-09-23,36.3437
2022-09-24,36.3437
2022-09-25,36.3437
2022-09-26,36.3437
2022-09-27,36.3437
2022-09-28,36.3437
2022-09-29,36.3437
2022-09-30,36.3437
2022-10-01,36.3437
2022-10-02,36.3437
2022-10-03,36.3437
2022-10-04,36.3437
2022-10-05,36.3437
2022-10-06,36.3437
2022-10-07,36.3437
2022-10-08,36.3437
2022-10-09,36.3437
2022-10-10,36.3437
2022-10-11,36.3437
2022-10-12,36.3437
2022-10-13,36.3437
2022-10-14,36.3437
2022-10-15,36.3437
2022-10-16,36.3437
2022-10-17,36.3437
2022-10-18,36.3437
2022-10-19,36.3437
2022-10-20,36.3437
2022-10-21,36.3437
2022-10-22,36.3437
2022-10-23,36.3437
2022-10-24,36.3437
2022-10-25,36.3437
2022-10-26,36.3437
2022-10-27,36.3437
2022-10-28,36.3437
2022-10-29,36.3437
2022-10-30,36.3437
2022-10-31,36.3437
2022-11-01,36.3437
2022-11-02,36.3437
2022-11-03,36.3437
2022-11-04,36.3437
2022-11-05,36.3437
2022-11-06,36.3437
2022-11-07,36.3437
2022-11-08,36.3437
2022-11-09,36.3437
2022-11-10,36.3437
2022-11-11,36.3437
2022-11-12,36.3437
2022-11-13,36.3437
2022-11-14,36.3437
2022-11-15,36.3437
2022-11-16,36.3437
2022-11-17,36.3437
2022-11-18,36.3437
2022-11-19,36.3437
2022-11-20,36.3437
2022-11-21,36.3437
2022-11-22,36.3437
2022-11-23,36.3437
2022-11-24,36.3437
2022-11-25,36.3437
2022-11-26,36.3437
2022-11-27,36.3437
2022-11-28,36.3437
2022-11-29,36.3437
2022-11-30,36.3437
2022-12-01,36.3437
2022-12-02,36.3437
2022-12-03,36.3437
2022-12-04,36.3437
2022-12-05,36.3437
2022-12-06,36.3437
2022-12-07,36.3437
2022-12-08,36.3437
2022-12-09,36.3437
2022-12-10,36.3437
2022-12-11,36.3437
2022-12-12,36.3437
2022-12-13,36.3437
2022-12-14,36.3437
2022-12-15,36.3437
2022-12-16,36.3437
2022-12-17,36.3437
2022-12-18,36.3437
2022-12-19,36.3437
2022-12-20,36.3437
2022-12-21,36.3437
2022-12-22,36.3437
2022-12-23,36.3437
2022-12-24,36.3437
2022-12-25,36.3437
2022-12-26,36.3437
2022-12-27,36.3437
2022-12-28,36.3437
2022-12-29,36.3437
2022-12-30,36.3437
2022-12-31,36.3437
2023-01-01,36.3437
2023-01-02,36.3437
2023-01-03,36.3437
2023-01-04,36.3437
2023-01-05,36.3437
2023-01-06,36.3437
2023-01-07,36.3437
2023-01-08,36.3437
2023-01-09,36.3437
2023-01-10,36.3437
2023-01-11,36.3437
2023-01-12,36.3437
2023-01-13,36.3437
2023-01-14,36.3437
2023-01-15,36.3437
2023-01-16,36.3437
2023-01-17,36.3437
2023-01-18,36.3437
2023-01-19,36.3437
2023-01-20,36.3437
2023-01-21,36.3437
2023-01-22,36.3437
2023-01-23,36.3437
2023-01-24,36.3437
2023-01-25,36.3437
2023-01-26,36.3437
2023-01-27,36.3437
2023-01-28,36.3437
2023-01-29,36.3437
2023-01-30,36.3437
2023-01-31,36.3437
2023-02-01,36.3437
2023-02-02,36.3437
2023-02-03,36.3437
2023-02-04,36.3437
2023-02-05,36.3437
2023-02-06,36.3437
2023-02-07,36.3437
2023-02-08,36.3437
2023-02-09,36.3437
2023-02-10,36.3437
2023-02-11,36.3437
2023-02-12,36.3437
2023-02-13,36.3437
2023-02-14,36.3437
2023-02-15,36.3437
2023-02-16,36.3437
2023-02-17,36.3437
2023-02-18,36.3437
2023-02-19,36.3437
2023-02-20,36.3437
2023-02-21,36.3437
2023-02-22,36.3437
2023-02-23,36.3437
2023-02-24,36.3437
2023-02-25,36.3437
2023-02-26,36.3437
2023-02-27,36.3437
2023-02-28,36.3437
2023-03-01,36.3437
2023-03-02,36.3437
2023-03-03,36.3437
2023-03-04,36.3437
2023-03-05,36.3437
2023-03-06,36.3437
2023-03-07,36.3437
2023-03-08,36.3437
2023-03-09,36.3437
2023-03-10,36.3437
2023-03-11,36.3437
2023-03-12,36.3437
2023-03-13,36.3437
2023-03-14,36.3437
2023-03-15,36.3437
2023-03-16,36.3437
2023-03-17,36.3437
2023-03-18,36.3437
2023-03-19,36.3437
2023-03-20,36.3437
