,DK US Equity
2023-03-13,8.1561
2023-03-14,8.1861
2023-03-15,8.0193
2023-03-16,8.1697
2023-03-17,8.1615
2023-03-18,8.1615
2023-03-19,8.1615
2023-03-20,8.2217
2023-03-21,8.2395
2023-03-22,8.2053
2023-03-23,8.1684
2023-03-24,8.1214
2023-03-25,8.1214
2023-03-26,8.1214
2023-03-27,8.2775
2023-03-28,8.3432
2023-03-29,8.2953
2023-03-30,8.2652
2023-03-31,6.3981
2023-04-01,6.3981
2023-04-02,6.3981
2023-04-03,6.4324
2023-04-04,6.3466
2023-04-05,6.4953
2023-04-06,6.4518
2023-04-07,6.4518
2023-04-08,6.4518
2023-04-09,6.4518
2023-04-10,6.5308
2023-04-11,6.6166
2023-04-12,6.5125
2023-04-13,6.469
2023-04-14,6.4598
2023-04-15,6.4598
2023-04-16,6.4598
2023-04-17,6.4026
2023-04-18,6.3534
2023-04-19,6.3283
2023-04-20,6.318
2023-04-21,6.2734
2023-04-22,6.2734
2023-04-23,6.2734
2023-04-24,6.3157
2023-04-25,6.2287
2023-04-26,6.223
2023-04-27,6.231
2023-04-28,6.2608
2023-04-29,6.2608
2023-04-30,6.2608
2023-05-01,6.2436
2023-05-02,6.1098
2023-05-03,6.0388
2023-05-04,6.0171
2023-05-05,6.1555
2023-05-06,6.1555
2023-05-07,6.1555
2023-05-08,6.2242
2023-05-09,6.2217
2023-05-10,6.2677
2023-05-11,6.2632
2023-05-12,6.2531
2023-05-13,6.2531
2023-05-14,6.2531
2023-05-15,6.298
2023-05-16,6.17
2023-05-17,6.2576
2023-05-18,6.3204
2023-05-19,6.2823
2023-05-20,6.2823
2023-05-21,6.2823
2023-05-22,6.3586
2023-05-23,6.3373
2023-05-24,6.4125
2023-05-25,6.3777
2023-05-26,6.3754
2023-05-27,6.3754
2023-05-28,6.3754
2023-05-29,6.3754
2023-05-30,6.2935
2023-05-31,6.2441
2023-06-01,6.1779
2023-06-02,6.3272
2023-06-03,6.3272
2023-06-04,6.3272
2023-06-05,6.2935
2023-06-06,6.39
2023-06-07,6.5348
2023-06-08,6.4742
2023-06-09,6.4697
2023-06-10,6.4697
2023-06-11,6.4697
2023-06-12,6.4136
2023-06-13,6.3867
2023-06-14,6.3631
2023-06-15,6.426
2023-06-16,6.4215
2023-06-17,6.4215
2023-06-18,6.4215
2023-06-19,6.4215
2023-06-20,6.3833
2023-06-21,6.4372
2023-06-22,6.3687
2023-06-23,6.371
2023-06-24,6.371
2023-06-25,6.371
2023-06-26,6.4046
2023-06-27,6.4439
2023-06-28,6.4181
2023-06-29,6.4372
2023-06-30,27.0275
2023-07-01,27.0275
2023-07-02,27.0275
2023-07-03,27.0183
2023-07-04,27.0183
2023-07-05,26.4597
2023-07-06,26.2151
2023-07-07,26.5982
2023-07-08,26.5982
2023-07-09,26.5982
2023-07-10,26.5613
2023-07-11,27.0044
2023-07-12,26.8475
2023-07-13,26.829
2023-07-14,26.6305
2023-07-15,26.6305
2023-07-16,26.6305
2023-07-17,26.8382
2023-07-18,27.0598
2023-07-19,27.2352
2023-07-20,27.5075
2023-07-21,27.7799
2023-07-22,27.7799
2023-07-23,27.7799
2023-07-24,27.9183
2023-07-25,27.7614
2023-07-26,28.0984
2023-07-27,28.2276
2023-07-28,28.4999
2023-07-29,28.4999
2023-07-30,28.4999
2023-07-31,28.7076
2023-08-01,28.7353
2023-08-02,28.8738
2023-08-03,28.7446
2023-08-04,28.6799
2023-08-05,28.6799
2023-08-06,28.6799
2023-08-07,28.756
2023-08-08,28.5856
2023-08-09,28.7814
2023-08-10,28.6221
2023-08-11,28.8452
2023-08-12,28.8452
2023-08-13,28.8452
2023-08-14,28.7996
2023-08-15,28.3854
2023-08-16,28.1897
2023-08-17,28.2489
2023-08-18,28.6858
2023-08-19,28.6858
2023-08-20,28.6858
2023-08-21,28.1715
2023-08-22,28.0987
2023-08-23,27.7209
2023-08-24,27.8574
2023-08-25,28.1851
2023-08-26,28.1851
2023-08-27,28.1851
2023-08-28,28.217
2023-08-29,28.044
2023-08-30,28.0031
2023-08-31,27.6935
2023-09-01,28.2489
2023-09-02,28.2489
2023-09-03,28.2489
2023-09-04,28.2489
2023-09-05,28.3991
2023-09-06,28.5629
2023-09-07,29.1274
2023-09-08,29.9513
2023-09-09,29.9513
2023-09-10,29.9513
2023-09-11,29.7555
2023-09-12,29.7919
2023-09-13,29.5689
2023-09-14,29.751
2023-09-15,29.5188
2023-09-16,29.5188
2023-09-17,29.5188
2023-09-18,29.7191
2023-09-19,29.487
2023-09-20,29.3595
2023-09-21,29.4915
2023-09-22,29.2548
2023-09-23,29.2548
2023-09-24,29.2548
2023-09-25,29.3686
2023-09-26,29.1092
2023-09-27,29.3003
2023-09-28,29.4688
2023-09-29,12.2693
2023-09-30,12.2693
2023-10-01,12.2693
2023-10-02,12.0547
2023-10-03,11.7926
2023-10-04,11.5594
2023-10-05,11.5305
2023-10-06,11.5284
2023-10-07,11.5284
2023-10-08,11.5284
2023-10-09,11.6172
2023-10-10,11.7802
2023-10-11,11.8524
2023-10-12,11.7286
2023-10-13,11.7492
2023-10-14,11.7492
2023-10-15,11.7492
2023-10-16,11.8359
2023-10-17,11.8916
2023-10-18,12.0897
2023-10-19,12.0278
2023-10-20,11.9515
2023-10-21,11.9515
2023-10-22,11.9515
2023-10-23,11.8607
2023-10-24,11.7554
2023-10-25,11.6915
2023-10-26,11.613
2023-10-27,11.6295
2023-10-28,11.6295
2023-10-29,11.6295
2023-10-30,11.71
2023-10-31,11.8442
2023-11-01,11.9123
2023-11-02,11.9783
2023-11-03,11.774
2023-11-04,11.774
2023-11-05,11.774
2023-11-06,11.7307
2023-11-07,11.8008
2023-11-08,11.658
2023-11-09,11.4769
2023-11-10,11.6234
2023-11-11,11.6234
2023-11-12,11.6234
2023-11-13,11.7313
2023-11-14,11.9715
2023-11-15,12.0122
2023-11-16,11.9878
2023-11-17,12.0305
2023-11-18,12.0305
2023-11-19,12.0305
2023-11-20,12.0
2023-11-21,11.9552
2023-11-22,11.9715
2023-11-23,11.9715
2023-11-24,11.9715
2023-11-25,11.9715
2023-11-26,11.9715
2023-11-27,11.9247
2023-11-28,12.0203
2023-11-29,11.9491
2023-11-30,11.9308
2023-12-01,12.0549
2023-12-02,12.0549
2023-12-03,12.0549
2023-12-04,12.0122
2023-12-05,11.8616
2023-12-06,11.5909
2023-12-07,11.597
2023-12-08,11.6865
2023-12-09,11.6865
2023-12-10,11.6865
2023-12-11,11.6824
2023-12-12,11.6031
2023-12-13,11.77
2023-12-14,11.9633
2023-12-15,11.9145
2023-12-16,11.9145
2023-12-17,11.9145
2023-12-18,11.9247
2023-12-19,11.9084
2023-12-20,11.7883
2023-12-21,11.7944
2023-12-22,11.8127
2023-12-23,11.8127
2023-12-24,11.8127
2023-12-25,11.8127
2023-12-26,11.8453
2023-12-27,11.8148
2023-12-28,11.7252
2023-12-29,13.2447
2023-12-30,13.2447
2023-12-31,13.2447
2024-01-01,13.2447
2024-01-02,13.3749
2024-01-03,13.4503
2024-01-04,13.3178
2024-01-05,13.3269
2024-01-06,13.3269
2024-01-07,13.3269
2024-01-08,13.2173
2024-01-09,13.1053
2024-01-10,12.9523
2024-01-11,13.0939
2024-01-12,13.1442
2024-01-13,13.1442
2024-01-14,13.1442
2024-01-15,13.1442
2024-01-16,12.9614
2024-01-17,12.8175
2024-01-18,12.8518
2024-01-19,12.9272
2024-01-20,12.9272
2024-01-21,12.9272
2024-01-22,13.0048
2024-01-23,13.0597
2024-01-24,13.0825
2024-01-25,13.2378
2024-01-26,13.4251
2024-01-27,13.4251
2024-01-28,13.4251
2024-01-29,13.5142
2024-01-30,13.7152
2024-01-31,13.5256
2024-02-01,13.5096
2024-02-02,13.4046
2024-02-03,13.4046
2024-02-04,13.4046
2024-02-05,13.5599
2024-02-06,13.4411
2024-02-07,13.5896
2024-02-08,13.7723
2024-02-09,13.8454
2024-02-10,13.8454
2024-02-11,13.8454
2024-02-12,13.8226
2024-02-13,13.7175
2024-02-14,13.7632
2024-02-15,13.9071
2024-02-16,13.8203
2024-02-17,13.8203
2024-02-18,13.8203
2024-02-19,13.8203
2024-02-20,13.5942
2024-02-21,13.6969
2024-02-22,13.6695
2024-02-23,13.8066
2024-02-24,13.8066
2024-02-25,13.8066
2024-02-26,13.8134
2024-02-27,13.2264
2024-02-28,12.9941
2024-02-29,13.1863
2024-03-01,13.264
2024-03-02,13.264
2024-03-03,13.264
2024-03-04,13.216
2024-03-05,13.1611
2024-03-06,13.1336
2024-03-07,13.3052
2024-03-08,13.4127
2024-03-09,13.4127
2024-03-10,13.4127
2024-03-11,13.431
2024-03-12,13.2686
2024-03-13,13.5682
2024-03-14,13.6803
2024-03-15,14.0989
2024-03-16,14.0989
2024-03-17,14.0989
2024-03-18,14.1286
2024-03-19,14.2658
2024-03-20,14.3482
2024-03-21,14.3687
2024-03-22,14.3825
2024-03-23,14.3825
2024-03-24,14.3825
2024-03-25,14.3619
2024-03-26,14.3413
2024-03-27,14.3642
2024-03-28,14.3825
2024-03-29,14.3825
2024-03-30,14.3825
2024-03-31,14.3825
2024-04-01,14.3756
2024-04-02,14.5815
2024-04-03,14.7095
2024-04-04,14.8536
2024-04-05,14.9886
2024-04-06,14.9886
2024-04-07,14.9886
2024-04-08,14.7553
