,JAZZ US Equity
2020-01-19,20.36
2020-01-20,20.36
2020-01-21,20.36
2020-01-22,20.36
2020-01-23,20.36
2020-01-24,20.36
2020-01-25,20.36
2020-01-26,20.36
2020-01-27,20.36
2020-01-28,20.36
2020-01-29,20.36
2020-01-30,20.36
2020-01-31,20.36
2020-02-01,20.36
2020-02-02,20.36
2020-02-03,20.36
2020-02-04,20.36
2020-02-05,20.36
2020-02-06,20.36
2020-02-07,20.36
2020-02-08,20.36
2020-02-09,20.36
2020-02-10,20.36
2020-02-11,20.36
2020-02-12,20.36
2020-02-13,20.36
2020-02-14,20.36
2020-02-15,20.36
2020-02-16,20.36
2020-02-17,20.36
2020-02-18,20.36
2020-02-19,20.36
2020-02-20,20.36
2020-02-21,20.36
2020-02-22,20.36
2020-02-23,20.36
2020-02-24,20.36
2020-02-25,20.12
2020-02-26,20.12
2020-02-27,20.12
2020-02-28,20.12
2020-02-29,20.12
2020-03-01,20.12
2020-03-02,20.12
2020-03-03,20.12
2020-03-04,20.12
2020-03-05,20.12
2020-03-06,20.12
2020-03-07,20.12
2020-03-08,20.12
2020-03-09,20.12
2020-03-10,20.12
2020-03-11,20.12
2020-03-12,20.12
2020-03-13,20.12
2020-03-14,20.12
2020-03-15,20.12
2020-03-16,20.12
2020-03-17,20.12
2020-03-18,20.12
2020-03-19,20.12
2020-03-20,20.12
2020-03-21,20.12
2020-03-22,20.12
2020-03-23,20.12
2020-03-24,20.12
2020-03-25,20.12
2020-03-26,20.12
2020-03-27,20.12
2020-03-28,20.12
2020-03-29,20.12
2020-03-30,20.12
2020-03-31,20.12
2020-04-01,20.12
2020-04-02,20.12
2020-04-03,20.12
2020-04-04,20.12
2020-04-05,20.12
2020-04-06,20.12
2020-04-07,20.12
2020-04-08,20.12
2020-04-09,20.12
2020-04-10,20.12
2020-04-11,20.12
2020-04-12,20.12
2020-04-13,20.12
2020-04-14,20.12
2020-04-15,20.12
2020-04-16,20.12
2020-04-17,20.12
2020-04-18,20.12
2020-04-19,20.12
2020-04-20,20.12
2020-04-21,20.12
2020-04-22,20.12
2020-04-23,20.12
2020-04-24,20.12
2020-04-25,20.12
2020-04-26,20.12
2020-04-27,20.12
2020-04-28,20.12
2020-04-29,20.12
2020-04-30,20.12
2020-05-01,20.12
2020-05-02,20.12
2020-05-03,20.12
2020-05-04,20.12
2020-05-05,17.8
2020-05-06,17.8
2020-05-07,17.8
2020-05-08,17.8
2020-05-09,17.8
2020-05-10,17.8
2020-05-11,17.8
2020-05-12,17.8
2020-05-13,17.8
2020-05-14,17.8
2020-05-15,17.8
2020-05-16,17.8
2020-05-17,17.8
2020-05-18,17.8
2020-05-19,17.8
2020-05-20,17.8
2020-05-21,17.8
2020-05-22,17.8
2020-05-23,17.8
2020-05-24,17.8
2020-05-25,17.8
2020-05-26,17.8
2020-05-27,17.8
2020-05-28,17.8
2020-05-29,17.8
2020-05-30,17.8
2020-05-31,17.8
2020-06-01,17.8
2020-06-02,17.8
2020-06-03,17.8
2020-06-04,17.8
2020-06-05,17.8
2020-06-06,17.8
2020-06-07,17.8
2020-06-08,17.8
2020-06-09,17.8
2020-06-10,17.8
2020-06-11,17.8
2020-06-12,17.8
2020-06-13,17.8
2020-06-14,17.8
2020-06-15,17.8
2020-06-16,17.8
2020-06-17,17.8
2020-06-18,17.8
2020-06-19,17.8
2020-06-20,17.8
2020-06-21,17.8
2020-06-22,17.8
2020-06-23,17.8
2020-06-24,17.8
2020-06-25,17.8
2020-06-26,17.8
2020-06-27,17.8
2020-06-28,17.8
2020-06-29,17.8
2020-06-30,17.8
2020-07-01,17.8
2020-07-02,17.8
2020-07-03,17.8
2020-07-04,17.8
2020-07-05,17.8
2020-07-06,17.8
2020-07-07,17.8
2020-07-08,17.8
2020-07-09,17.8
2020-07-10,17.8
2020-07-11,17.8
2020-07-12,17.8
2020-07-13,17.8
2020-07-14,17.8
2020-07-15,17.8
2020-07-16,17.8
2020-07-17,17.8
2020-07-18,17.8
2020-07-19,17.8
2020-07-20,17.8
2020-07-21,17.8
2020-07-22,17.8
2020-07-23,17.8
2020-07-24,17.8
2020-07-25,17.8
2020-07-26,17.8
2020-07-27,17.8
2020-07-28,17.8
2020-07-29,17.8
2020-07-30,17.8
2020-07-31,17.8
2020-08-01,17.8
2020-08-02,17.8
2020-08-03,17.8
2020-08-04,15.41
2020-08-05,16.74
2020-08-06,15.825
2020-08-07,15.825
2020-08-08,15.825
2020-08-09,15.825
2020-08-10,15.825
2020-08-11,15.825
2020-08-12,15.825
2020-08-13,15.825
2020-08-14,15.825
2020-08-15,15.825
2020-08-16,15.825
2020-08-17,15.825
2020-08-18,15.825
2020-08-19,15.825
2020-08-20,15.825
2020-08-21,15.825
2020-08-22,15.825
2020-08-23,15.825
2020-08-24,15.825
2020-08-25,15.825
2020-08-26,15.825
2020-08-27,15.825
2020-08-28,15.825
2020-08-29,15.825
2020-08-30,15.825
2020-08-31,15.825
2020-09-01,15.825
2020-09-02,15.825
2020-09-03,15.825
2020-09-04,15.825
2020-09-05,15.825
2020-09-06,15.825
2020-09-07,15.825
2020-09-08,15.825
2020-09-09,15.825
2020-09-10,15.825
2020-09-11,15.825
2020-09-12,15.825
2020-09-13,15.825
2020-09-14,15.825
2020-09-15,15.825
2020-09-16,15.825
2020-09-17,15.825
2020-09-18,15.825
2020-09-19,15.825
2020-09-20,15.825
2020-09-21,15.825
2020-09-22,15.825
2020-09-23,15.825
2020-09-24,15.825
2020-09-25,15.825
2020-09-26,15.825
2020-09-27,15.825
2020-09-28,15.825
2020-09-29,15.825
2020-09-30,15.825
2020-10-01,15.825
2020-10-02,15.825
2020-10-03,15.825
2020-10-04,15.825
2020-10-05,15.825
2020-10-06,15.825
2020-10-07,15.825
2020-10-08,15.825
2020-10-09,16.558
2020-10-10,16.558
2020-10-11,16.558
2020-10-12,16.558
2020-10-13,16.558
2020-10-14,16.558
2020-10-15,16.558
2020-10-16,16.558
2020-10-17,16.558
2020-10-18,16.558
2020-10-19,16.565
2020-10-20,16.565
2020-10-21,16.565
2020-10-22,16.565
2020-10-23,16.565
2020-10-24,16.565
2020-10-25,16.565
2020-10-26,17.63
2020-10-27,17.63
2020-10-28,17.63
2020-10-29,17.63
2020-10-30,18.768
2020-10-31,18.768
2020-11-01,18.768
2020-11-02,19.107
2020-11-03,17.455
2020-11-04,17.455
2020-11-05,17.455
2020-11-06,17.455
2020-11-07,17.455
2020-11-08,17.455
2020-11-09,17.455
2020-11-10,17.455
2020-11-11,17.455
2020-11-12,17.455
2020-11-13,17.455
2020-11-14,17.455
2020-11-15,17.455
2020-11-16,17.455
2020-11-17,17.455
2020-11-18,17.455
2020-11-19,17.455
2020-11-20,17.455
2020-11-21,17.455
2020-11-22,17.455
2020-11-23,17.455
2020-11-24,17.455
2020-11-25,17.455
2020-11-26,17.455
2020-11-27,17.455
2020-11-28,17.455
2020-11-29,17.455
2020-11-30,17.455
2020-12-01,17.455
2020-12-02,17.455
2020-12-03,17.455
2020-12-04,17.455
2020-12-05,17.455
2020-12-06,17.455
2020-12-07,17.455
2020-12-08,17.455
2020-12-09,17.455
2020-12-10,17.455
2020-12-11,17.455
2020-12-12,17.455
2020-12-13,17.455
2020-12-14,17.58
2020-12-15,17.58
2020-12-16,17.58
2020-12-17,17.58
2020-12-18,17.58
2020-12-19,17.58
2020-12-20,17.58
2020-12-21,17.58
2020-12-22,17.58
2020-12-23,17.58
2020-12-24,17.58
2020-12-25,17.58
2020-12-26,17.58
2020-12-27,17.58
2020-12-28,17.58
2020-12-29,17.58
2020-12-30,17.58
2020-12-31,17.58
2021-01-01,17.58
2021-01-02,17.58
2021-01-03,17.58
2021-01-04,18.305
2021-01-05,18.305
2021-01-06,18.305
2021-01-07,18.305
2021-01-08,18.305
2021-01-09,18.305
2021-01-10,18.305
2021-01-11,18.305
2021-01-12,18.305
2021-01-13,18.305
2021-01-14,18.305
2021-01-15,18.305
2021-01-16,18.305
2021-01-17,18.305
2021-01-18,18.305
2021-01-19,18.305
2021-01-20,18.305
2021-01-21,18.305
2021-01-22,18.305
2021-01-23,18.305
2021-01-24,18.305
2021-01-25,18.305
2021-01-26,18.305
2021-01-27,18.305
2021-01-28,18.305
2021-01-29,18.305
2021-01-30,18.305
2021-01-31,18.305
2021-02-01,18.305
2021-02-02,18.305
2021-02-03,18.853
2021-02-04,18.853
2021-02-05,18.853
2021-02-06,18.853
2021-02-07,21.455
2021-02-08,21.455
2021-02-09,21.455
2021-02-10,21.455
2021-02-11,21.455
2021-02-12,21.455
2021-02-13,21.455
2021-02-14,21.455
2021-02-15,21.455
2021-02-16,21.455
2021-02-17,21.94
2021-02-18,21.94
2021-02-19,21.94
2021-02-20,21.94
2021-02-21,21.94
2021-02-22,21.94
2021-02-23,24.41
2021-02-24,25.622
2021-02-25,25.312
2021-02-26,25.312
2021-02-27,25.312
2021-02-28,25.312
2021-03-01,25.312
2021-03-02,25.312
2021-03-03,25.312
2021-03-04,25.312
2021-03-05,25.312
2021-03-06,25.312
2021-03-07,25.312
2021-03-08,25.312
2021-03-09,25.312
2021-03-10,25.312
2021-03-11,25.312
2021-03-12,25.312
2021-03-13,25.312
2021-03-14,25.312
2021-03-15,25.312
2021-03-16,25.312
2021-03-17,25.312
2021-03-18,25.312
2021-03-19,25.312
2021-03-20,25.312
2021-03-21,25.312
2021-03-22,25.312
2021-03-23,25.312
2021-03-24,25.312
2021-03-25,25.312
2021-03-26,25.312
2021-03-27,25.312
2021-03-28,25.312
2021-03-29,25.312
2021-03-30,25.312
2021-03-31,25.312
2021-04-01,25.312
2021-04-02,25.312
2021-04-03,25.312
2021-04-04,25.312
2021-04-05,23.6
2021-04-06,23.6
2021-04-07,23.6
2021-04-08,23.6
2021-04-09,24.432
2021-04-10,24.432
2021-04-11,24.432
2021-04-12,24.432
2021-04-13,24.603
2021-04-14,24.603
2021-04-15,24.603
2021-04-16,24.603
2021-04-17,24.603
2021-04-18,24.603
2021-04-19,24.603
2021-04-20,24.603
2021-04-21,24.603
2021-04-22,24.603
2021-04-23,24.603
2021-04-24,24.603
2021-04-25,24.603
2021-04-26,24.603
2021-04-27,24.603
2021-04-28,24.603
2021-04-29,24.603
2021-04-30,24.603
2021-05-01,24.603
2021-05-02,24.603
2021-05-03,24.603
2021-05-04,24.008
2021-05-05,23.883
2021-05-06,23.883
2021-05-07,23.883
2021-05-08,23.883
2021-05-09,23.883
2021-05-10,23.883
2021-05-11,23.883
2021-05-12,23.883
2021-05-13,23.883
2021-05-14,23.883
2021-05-15,23.883
2021-05-16,23.883
2021-05-17,23.883
2021-05-18,23.883
2021-05-19,23.883
2021-05-20,23.927
2021-05-21,23.927
2021-05-22,23.927
2021-05-23,23.927
2021-05-24,23.927
2021-05-25,23.927
2021-05-26,25.645
2021-05-27,25.645
2021-05-28,25.645
2021-05-29,25.645
2021-05-30,25.645
2021-05-31,25.645
2021-06-01,25.645
2021-06-02,25.645
2021-06-03,25.645
2021-06-04,25.645
2021-06-05,25.645
2021-06-06,25.645
2021-06-07,25.645
2021-06-08,25.645
2021-06-09,25.645
2021-06-10,25.645
2021-06-11,25.645
2021-06-12,25.645
2021-06-13,25.645
2021-06-14,25.645
2021-06-15,25.645
2021-06-16,25.645
2021-06-17,25.62
2021-06-18,24.541
2021-06-19,24.541
2021-06-20,24.541
2021-06-21,23.744
2021-06-22,24.164
2021-06-23,24.164
2021-06-24,24.164
2021-06-25,24.164
2021-06-26,24.164
2021-06-27,24.164
2021-06-28,24.164
2021-06-29,24.164
2021-06-30,24.29
2021-07-01,24.289
2021-07-02,24.289
2021-07-03,24.289
2021-07-04,24.289
2021-07-05,24.289
2021-07-06,24.289
2021-07-07,24.289
2021-07-08,24.289
2021-07-09,24.289
2021-07-10,24.289
2021-07-11,24.289
2021-07-12,24.289
2021-07-13,24.289
2021-07-14,24.289
2021-07-15,24.289
2021-07-16,24.289
2021-07-17,24.289
2021-07-18,24.289
2021-07-19,25.177
2021-07-20,25.177
2021-07-21,25.177
2021-07-22,25.177
2021-07-23,25.177
2021-07-24,25.177
2021-07-25,25.177
2021-07-26,25.177
2021-07-27,25.177
2021-07-28,25.177
2021-07-29,25.177
2021-07-30,25.177
2021-07-31,25.177
2021-08-01,25.177
2021-08-02,25.177
2021-08-03,25.157
2021-08-04,25.293
2021-08-05,25.293
2021-08-06,25.293
2021-08-07,25.293
2021-08-08,25.293
2021-08-09,25.293
2021-08-10,25.293
2021-08-11,25.293
2021-08-12,25.293
2021-08-13,25.293
2021-08-14,25.293
2021-08-15,25.293
2021-08-16,25.293
2021-08-17,25.293
2021-08-18,25.293
2021-08-19,25.293
2021-08-20,25.293
2021-08-21,25.293
2021-08-22,25.293
2021-08-23,25.293
2021-08-24,25.293
2021-08-25,25.293
2021-08-26,25.293
2021-08-27,25.293
2021-08-28,25.293
2021-08-29,25.293
2021-08-30,25.293
2021-08-31,25.293
2021-09-01,25.293
2021-09-02,25.293
2021-09-03,25.293
2021-09-04,25.293
2021-09-05,25.293
2021-09-06,25.293
2021-09-07,25.293
2021-09-08,24.39
2021-09-09,24.39
2021-09-10,24.39
2021-09-11,24.39
2021-09-12,24.39
2021-09-13,24.39
2021-09-14,24.238
2021-09-15,24.238
2021-09-16,24.238
2021-09-17,24.238
2021-09-18,24.238
2021-09-19,24.238
2021-09-20,24.238
2021-09-21,24.238
2021-09-22,24.238
2021-09-23,24.238
2021-09-24,24.238
2021-09-25,24.238
2021-09-26,24.238
2021-09-27,24.238
2021-09-28,24.238
2021-09-29,24.238
2021-09-30,24.238
2021-10-01,24.238
2021-10-02,24.238
2021-10-03,24.238
2021-10-04,24.238
2021-10-05,24.247
2021-10-06,24.247
2021-10-07,24.247
2021-10-08,24.247
2021-10-09,24.247
2021-10-10,24.247
2021-10-11,24.247
2021-10-12,24.247
2021-10-13,24.247
2021-10-14,24.007
2021-10-15,24.007
2021-10-16,24.007
2021-10-17,24.007
2021-10-18,24.016
2021-10-19,24.016
2021-10-20,24.016
2021-10-21,24.016
2021-10-22,24.016
2021-10-23,24.016
2021-10-24,24.016
2021-10-25,24.016
2021-10-26,24.016
2021-10-27,24.016
2021-10-28,24.016
2021-10-29,24.016
2021-10-30,24.016
2021-10-31,24.016
2021-11-01,24.016
2021-11-02,24.016
2021-11-03,24.016
2021-11-04,24.016
2021-11-05,24.016
2021-11-06,24.016
2021-11-07,24.016
2021-11-08,24.016
2021-11-09,24.192
2021-11-10,24.054
2021-11-11,24.054
2021-11-12,24.054
2021-11-13,24.054
2021-11-14,24.054
2021-11-15,23.996
2021-11-16,23.996
2021-11-17,23.996
2021-11-18,23.996
2021-11-19,23.996
2021-11-20,23.996
2021-11-21,23.996
2021-11-22,23.996
2021-11-23,23.996
2021-11-24,23.996
2021-11-25,23.996
2021-11-26,23.996
2021-11-27,23.996
2021-11-28,23.996
2021-11-29,23.996
2021-11-30,23.996
2021-12-01,23.996
2021-12-02,23.996
2021-12-03,23.996
2021-12-04,23.996
2021-12-05,23.996
2021-12-06,23.996
2021-12-07,23.996
2021-12-08,23.996
2021-12-09,23.996
2021-12-10,23.996
2021-12-11,23.996
2021-12-12,23.996
2021-12-13,24.031
2021-12-14,23.996
2021-12-15,23.996
2021-12-16,23.939
2021-12-17,23.996
2021-12-18,23.996
2021-12-19,23.996
2021-12-20,23.996
2021-12-21,23.996
2021-12-22,23.996
2021-12-23,23.996
2021-12-24,23.996
2021-12-25,23.996
2021-12-26,23.996
2021-12-27,23.996
2021-12-28,23.996
2021-12-29,23.996
2021-12-30,23.996
2021-12-31,23.996
2022-01-01,23.996
2022-01-02,23.996
2022-01-03,24.015
2022-01-04,24.015
2022-01-05,24.015
2022-01-06,24.013
2022-01-07,24.013
2022-01-08,24.013
2022-01-09,24.013
2022-01-10,24.013
2022-01-11,24.013
2022-01-12,24.013
2022-01-13,24.061
2022-01-14,24.061
2022-01-15,24.061
2022-01-16,24.061
2022-01-17,24.061
2022-01-18,24.149
2022-01-19,24.149
2022-01-20,24.244
2022-01-21,24.244
2022-01-22,24.244
2022-01-23,24.18
2022-01-24,24.18
2022-01-25,24.18
2022-01-26,24.18
2022-01-27,24.18
2022-01-28,24.18
2022-01-29,24.18
2022-01-30,24.18
2022-01-31,24.18
2022-02-01,24.18
2022-02-02,24.18
2022-02-03,24.18
2022-02-04,24.18
2022-02-05,24.18
2022-02-06,24.18
2022-02-07,24.18
2022-02-08,24.18
2022-02-09,24.18
2022-02-10,24.123
2022-02-11,24.123
2022-02-12,24.123
2022-02-13,24.123
2022-02-14,24.123
2022-02-15,24.123
2022-02-16,24.123
2022-02-17,24.123
2022-02-18,24.123
2022-02-19,24.123
2022-02-20,24.123
2022-02-21,24.123
2022-02-22,24.123
2022-02-23,24.098
2022-02-24,24.098
2022-02-25,24.212
2022-02-26,24.212
2022-02-27,24.212
2022-02-28,24.212
2022-03-01,23.604
2022-03-02,22.518
2022-03-03,22.387
2022-03-04,21.696
2022-03-05,21.696
2022-03-06,21.71
2022-03-07,21.696
2022-03-08,21.696
2022-03-09,21.696
2022-03-10,21.696
2022-03-11,21.696
2022-03-12,21.696
2022-03-13,21.696
2022-03-14,21.696
2022-03-15,21.696
2022-03-16,21.537
2022-03-17,21.537
2022-03-18,21.537
2022-03-19,21.537
2022-03-20,21.537
2022-03-21,21.537
2022-03-22,21.537
2022-03-23,21.537
2022-03-24,21.537
2022-03-25,21.537
2022-03-26,21.537
2022-03-27,21.537
2022-03-28,21.481
2022-03-29,21.481
2022-03-30,21.481
2022-03-31,21.481
2022-04-01,21.481
2022-04-02,21.481
2022-04-03,21.481
2022-04-04,21.448
2022-04-05,21.448
2022-04-06,21.429
2022-04-07,21.429
2022-04-08,21.429
2022-04-09,21.429
2022-04-10,21.429
2022-04-11,21.429
2022-04-12,21.429
2022-04-13,21.429
2022-04-14,21.429
2022-04-15,21.429
2022-04-16,21.429
2022-04-17,21.429
2022-04-18,21.429
2022-04-19,21.429
2022-04-20,21.429
2022-04-21,21.535
2022-04-22,21.535
2022-04-23,21.535
2022-04-24,21.535
2022-04-25,21.535
2022-04-26,21.446
2022-04-27,21.446
2022-04-28,21.446
2022-04-29,21.446
2022-04-30,21.446
2022-05-01,21.446
2022-05-02,21.446
2022-05-03,21.446
2022-05-04,21.539
2022-05-05,21.631
2022-05-06,21.631
2022-05-07,21.631
2022-05-08,21.714
2022-05-09,21.714
2022-05-10,21.714
2022-05-11,21.573
2022-05-12,21.573
2022-05-13,21.573
2022-05-14,21.573
2022-05-15,21.573
2022-05-16,21.573
2022-05-17,21.573
2022-05-18,21.573
2022-05-19,21.573
2022-05-20,21.573
2022-05-21,21.573
2022-05-22,21.573
2022-05-23,21.409
2022-05-24,21.409
2022-05-25,21.409
2022-05-26,21.409
2022-05-27,21.409
2022-05-28,21.409
2022-05-29,21.409
2022-05-30,21.409
2022-05-31,21.409
2022-06-01,21.409
2022-06-02,21.409
2022-06-03,22.201
2022-06-04,22.201
2022-06-05,22.201
2022-06-06,22.201
2022-06-07,22.201
2022-06-08,22.201
2022-06-09,22.201
2022-06-10,22.201
2022-06-11,22.201
2022-06-12,22.201
2022-06-13,22.201
2022-06-14,22.201
2022-06-15,22.23
2022-06-16,22.23
2022-06-17,22.23
2022-06-18,22.23
2022-06-19,22.23
2022-06-20,22.23
2022-06-21,22.201
2022-06-22,22.201
