,AMCX US Equity
2019-04-24,17.65
2019-04-25,17.65
2019-04-26,17.65
2019-04-27,17.65
2019-04-28,17.65
2019-04-29,17.65
2019-04-30,17.65
2019-05-01,17.65
2019-05-02,17.65
2019-05-03,17.65
2019-05-04,17.65
2019-05-05,17.65
2019-05-06,17.65
2019-05-07,17.65
2019-05-08,17.65
2019-05-09,17.65
2019-05-10,17.65
2019-05-11,17.65
2019-05-12,17.65
2019-05-13,17.65
2019-05-14,17.65
2019-05-15,17.65
2019-05-16,17.65
2019-05-17,17.65
2019-05-18,17.65
2019-05-19,17.65
2019-05-20,17.65
2019-05-21,17.65
2019-05-22,17.65
2019-05-23,17.65
2019-05-24,17.65
2019-05-25,17.65
2019-05-26,17.65
2019-05-27,17.65
2019-05-28,17.65
2019-05-29,17.65
2019-05-30,17.65
2019-05-31,17.65
2019-06-01,17.65
2019-06-02,17.65
2019-06-03,17.65
2019-06-04,17.65
2019-06-05,17.65
2019-06-06,17.65
2019-06-07,17.65
2019-06-08,17.65
2019-06-09,17.65
2019-06-10,17.65
2019-06-11,17.65
2019-06-12,17.65
2019-06-13,17.65
2019-06-14,17.65
2019-06-15,17.65
2019-06-16,17.65
2019-06-17,17.65
2019-06-18,17.65
2019-06-19,17.65
2019-06-20,17.65
2019-06-21,17.65
2019-06-22,17.65
2019-06-23,17.65
2019-06-24,17.65
2019-06-25,17.65
2019-06-26,17.65
2019-06-27,17.65
2019-06-28,17.65
2019-06-29,17.65
2019-06-30,17.65
2019-07-01,17.65
2019-07-02,17.65
2019-07-03,17.65
2019-07-04,17.65
2019-07-05,17.65
2019-07-06,17.65
2019-07-07,17.65
2019-07-08,17.65
2019-07-09,17.65
2019-07-10,17.65
2019-07-11,17.65
2019-07-12,17.65
2019-07-13,17.65
2019-07-14,17.65
2019-07-15,17.65
2019-07-16,17.65
2019-07-17,17.65
2019-07-18,17.65
2019-07-19,17.65
2019-07-20,17.65
2019-07-21,17.65
2019-07-22,17.65
2019-07-23,17.65
2019-07-24,17.65
2019-07-25,17.65
2019-07-26,17.65
2019-07-27,17.65
2019-07-28,17.65
2019-07-29,17.65
2019-07-30,17.65
2019-07-31,17.65
2019-08-01,17.65
2019-08-02,17.65
2019-08-03,17.65
2019-08-04,17.65
2019-08-05,17.65
2019-08-06,17.65
2019-08-07,17.65
2019-08-08,17.65
2019-08-09,17.65
2019-08-10,17.65
2019-08-11,17.65
2019-08-12,17.65
2019-08-13,17.65
2019-08-14,17.65
2019-08-15,17.65
2019-08-16,17.65
2019-08-17,17.65
2019-08-18,17.65
2019-08-19,17.65
2019-08-20,17.65
2019-08-21,17.65
2019-08-22,17.65
2019-08-23,17.65
2019-08-24,17.65
2019-08-25,17.65
2019-08-26,17.65
2019-08-27,17.65
2019-08-28,17.65
2019-08-29,17.65
2019-08-30,17.65
2019-08-31,17.65
2019-09-01,17.65
2019-09-02,17.65
2019-09-03,17.65
2019-09-04,17.65
2019-09-05,17.65
2019-09-06,17.65
2019-09-07,17.65
2019-09-08,17.65
2019-09-09,17.65
2019-09-10,17.65
2019-09-11,17.65
2019-09-12,17.65
2019-09-13,17.65
2019-09-14,17.65
2019-09-15,17.65
2019-09-16,17.65
2019-09-17,17.65
2019-09-18,17.65
2019-09-19,17.65
2019-09-20,17.65
2019-09-21,17.65
2019-09-22,17.65
2019-09-23,17.65
2019-09-24,17.65
2019-09-25,17.65
2019-09-26,17.65
2019-09-27,17.65
2019-09-28,17.65
2019-09-29,17.65
2019-09-30,17.65
2019-10-01,17.65
2019-10-02,17.65
2019-10-03,17.65
2019-10-04,17.65
2019-10-05,17.65
2019-10-06,17.65
2019-10-07,17.65
2019-10-08,17.65
2019-10-09,17.65
2019-10-10,17.65
2019-10-11,17.65
2019-10-12,17.65
2019-10-13,17.65
2019-10-14,17.65
2019-10-15,17.65
2019-10-16,17.65
2019-10-17,17.65
2019-10-18,17.65
2019-10-19,17.65
2019-10-20,17.65
2019-10-21,17.65
2019-10-22,17.65
2019-10-23,17.65
2019-10-24,17.65
2019-10-25,17.65
2019-10-26,17.65
2019-10-27,17.65
2019-10-28,17.65
2019-10-29,17.65
2019-10-30,17.65
2019-10-31,17.65
2019-11-01,17.65
2019-11-02,17.65
2019-11-03,17.65
2019-11-04,17.65
2019-11-05,17.65
2019-11-06,17.65
2019-11-07,17.65
2019-11-08,17.65
2019-11-09,17.65
2019-11-10,17.65
2019-11-11,17.65
2019-11-12,17.65
2019-11-13,17.65
2019-11-14,17.65
2019-11-15,17.65
2019-11-16,17.65
2019-11-17,17.65
2019-11-18,17.65
2019-11-19,17.65
2019-11-20,17.65
2019-11-21,17.65
2019-11-22,17.65
2019-11-23,17.65
2019-11-24,17.65
2019-11-25,17.65
2019-11-26,17.65
2019-11-27,17.65
2019-11-28,17.65
2019-11-29,17.65
2019-11-30,17.65
2019-12-01,17.65
2019-12-02,17.65
2019-12-03,17.65
2019-12-04,17.65
2019-12-05,17.65
2019-12-06,17.65
2019-12-07,17.65
2019-12-08,17.65
2019-12-09,17.65
2019-12-10,17.65
2019-12-11,17.65
2019-12-12,17.65
2019-12-13,17.65
2019-12-14,17.65
2019-12-15,17.65
2019-12-16,17.65
2019-12-17,17.65
2019-12-18,17.65
2019-12-19,17.65
2019-12-20,17.65
2019-12-21,17.65
2019-12-22,17.65
2019-12-23,17.65
2019-12-24,17.65
2019-12-25,17.65
2019-12-26,17.65
2019-12-27,17.65
2019-12-28,17.65
2019-12-29,17.65
2019-12-30,17.65
2019-12-31,17.65
2020-01-01,17.65
2020-01-02,17.65
2020-01-03,17.65
2020-01-04,17.65
2020-01-05,17.65
2020-01-06,17.65
2020-01-07,17.65
2020-01-08,17.65
2020-01-09,17.65
2020-01-10,17.65
2020-01-11,17.65
2020-01-12,17.65
2020-01-13,17.65
2020-01-14,17.65
2020-01-15,17.65
2020-01-16,17.65
2020-01-17,17.65
2020-01-18,17.65
2020-01-19,17.65
2020-01-20,17.65
2020-01-21,17.65
2020-01-22,17.65
2020-01-23,17.65
2020-01-24,17.65
2020-01-25,17.65
2020-01-26,17.65
2020-01-27,17.65
2020-01-28,17.65
2020-01-29,17.65
2020-01-30,17.65
2020-01-31,17.65
2020-02-01,17.65
2020-02-02,17.65
2020-02-03,17.65
2020-02-04,17.65
2020-02-05,17.65
2020-02-06,17.65
2020-02-07,17.65
2020-02-08,17.65
2020-02-09,17.65
2020-02-10,17.65
2020-02-11,17.65
2020-02-12,17.65
2020-02-13,17.65
2020-02-14,17.65
2020-02-15,17.65
2020-02-16,17.65
2020-02-17,17.65
2020-02-18,17.65
2020-02-19,17.65
2020-02-20,17.65
2020-02-21,17.65
2020-02-22,17.65
2020-02-23,17.65
2020-02-24,17.65
2020-02-25,17.65
2020-02-26,17.65
2020-02-27,17.65
2020-02-28,17.65
2020-02-29,17.65
2020-03-01,17.65
2020-03-02,17.65
2020-03-03,17.65
2020-03-04,17.65
2020-03-05,17.65
2020-03-06,17.65
2020-03-07,17.65
2020-03-08,17.65
2020-03-09,17.65
2020-03-10,17.65
2020-03-11,17.65
2020-03-12,17.65
2020-03-13,17.65
2020-03-14,17.65
2020-03-15,17.65
2020-03-16,17.65
2020-03-17,17.65
2020-03-18,17.65
2020-03-19,17.65
2020-03-20,17.65
2020-03-21,17.65
2020-03-22,17.65
2020-03-23,17.65
2020-03-24,17.65
2020-03-25,17.65
2020-03-26,17.65
2020-03-27,17.65
2020-03-28,17.65
2020-03-29,17.65
2020-03-30,17.65
2020-03-31,17.65
2020-04-01,17.65
2020-04-02,17.65
2020-04-03,17.65
2020-04-04,17.65
2020-04-05,17.65
2020-04-06,17.65
2020-04-07,17.65
2020-04-08,17.65
2020-04-09,17.65
2020-04-10,17.65
2020-04-11,17.65
2020-04-12,17.65
2020-04-13,17.65
2020-04-14,17.65
2020-04-15,17.65
2020-04-16,17.65
2020-04-17,17.65
2020-04-18,17.65
2020-04-19,17.65
2020-04-20,17.65
2020-04-21,17.65
2020-04-22,17.65
2020-04-23,17.65
2020-04-24,17.65
2020-04-25,17.65
2020-04-26,17.65
2020-04-27,17.65
2020-04-28,17.65
2020-04-29,17.65
2020-04-30,17.65
2020-05-01,17.65
2020-05-02,17.65
2020-05-03,17.65
2020-05-04,17.65
2020-05-05,17.65
2020-05-06,17.65
2020-05-07,17.65
2020-05-08,17.65
2020-05-09,17.65
2020-05-10,17.65
2020-05-11,17.65
2020-05-12,17.65
2020-05-13,17.65
2020-05-14,17.65
2020-05-15,17.65
2020-05-16,17.65
2020-05-17,17.65
2020-05-18,17.65
2020-05-19,17.65
2020-05-20,17.65
2020-05-21,17.65
2020-05-22,17.65
2020-05-23,17.65
2020-05-24,17.65
2020-05-25,17.65
2020-05-26,17.65
2020-05-27,17.65
2020-05-28,17.65
2020-05-29,17.65
2020-05-30,17.65
2020-05-31,17.65
2020-06-01,17.65
2020-06-02,17.65
2020-06-03,17.65
2020-06-04,17.65
2020-06-05,17.65
2020-06-06,17.65
2020-06-07,17.65
2020-06-08,17.65
2020-06-09,17.65
2020-06-10,17.65
2020-06-11,17.65
2020-06-12,17.65
2020-06-13,17.65
2020-06-14,17.65
2020-06-15,17.65
2020-06-16,17.65
2020-06-17,17.65
2020-06-18,17.65
2020-06-19,17.65
2020-06-20,17.65
2020-06-21,17.65
2020-06-22,17.65
2020-06-23,17.65
2020-06-24,17.65
2020-06-25,17.65
2020-06-26,17.65
2020-06-27,17.65
2020-06-28,17.65
2020-06-29,17.65
2020-06-30,17.65
2020-07-01,17.65
2020-07-02,17.65
2020-07-03,17.65
2020-07-04,17.65
2020-07-05,17.65
2020-07-06,17.65
2020-07-07,17.65
2020-07-08,17.65
2020-07-09,17.65
2020-07-10,17.65
2020-07-11,17.65
2020-07-12,17.65
2020-07-13,17.65
2020-07-14,17.65
2020-07-15,17.65
2020-07-16,17.65
2020-07-17,17.65
2020-07-18,17.65
2020-07-19,17.65
2020-07-20,17.65
2020-07-21,17.65
2020-07-22,17.65
2020-07-23,17.65
2020-07-24,17.65
2020-07-25,17.65
2020-07-26,17.65
2020-07-27,17.65
2020-07-28,17.65
2020-07-29,17.65
2020-07-30,17.65
2020-07-31,17.65
2020-08-01,17.65
2020-08-02,17.65
2020-08-03,17.65
2020-08-04,17.65
2020-08-05,17.65
2020-08-06,17.65
2020-08-07,17.65
2020-08-08,17.65
2020-08-09,17.65
2020-08-10,17.65
2020-08-11,17.65
2020-08-12,17.65
2020-08-13,11.66
2020-08-14,11.66
2020-08-15,11.66
2020-08-16,11.66
2020-08-17,11.66
2020-08-18,11.66
2020-08-19,11.66
2020-08-20,11.66
2020-08-21,11.66
2020-08-22,11.66
2020-08-23,11.66
2020-08-24,11.66
2020-08-25,11.66
2020-08-26,11.66
2020-08-27,11.66
2020-08-28,11.66
2020-08-29,11.66
2020-08-30,11.66
2020-08-31,11.66
2020-09-01,11.66
2020-09-02,11.66
2020-09-03,11.66
2020-09-04,11.66
2020-09-05,11.66
2020-09-06,11.66
2020-09-07,11.66
2020-09-08,11.66
2020-09-09,11.66
2020-09-10,11.66
2020-09-11,11.66
2020-09-12,11.66
2020-09-13,11.66
2020-09-14,11.66
2020-09-15,11.66
2020-09-16,11.66
2020-09-17,11.66
2020-09-18,11.66
2020-09-19,11.66
2020-09-20,11.66
2020-09-21,11.66
2020-09-22,11.66
2020-09-23,11.66
2020-09-24,11.66
2020-09-25,11.66
2020-09-26,11.66
2020-09-27,11.66
2020-09-28,11.66
2020-09-29,11.66
2020-09-30,11.66
2020-10-01,11.66
2020-10-02,11.66
2020-10-03,11.66
2020-10-04,11.66
2020-10-05,11.66
2020-10-06,11.66
2020-10-07,11.66
2020-10-08,11.66
2020-10-09,10.59
2020-10-10,10.59
2020-10-11,10.59
2020-10-12,10.59
2020-10-13,10.59
2020-10-14,10.59
2020-10-15,10.59
2020-10-16,10.59
2020-10-17,10.59
2020-10-18,10.59
2020-10-19,10.59
2020-10-20,10.59
2020-10-21,10.59
2020-10-22,10.59
2020-10-23,10.59
2020-10-24,10.59
2020-10-25,10.59
2020-10-26,10.59
2020-10-27,10.59
2020-10-28,10.59
2020-10-29,10.59
2020-10-30,10.59
2020-10-31,10.59
2020-11-01,10.59
2020-11-02,10.59
2020-11-03,10.73
2020-11-04,10.73
2020-11-05,10.73
2020-11-06,10.73
2020-11-07,10.73
2020-11-08,10.73
2020-11-09,10.73
2020-11-10,10.73
2020-11-11,10.73
2020-11-12,10.73
2020-11-13,10.73
2020-11-14,10.73
2020-11-15,10.73
2020-11-16,10.73
2020-11-17,10.73
2020-11-18,10.73
2020-11-19,10.73
2020-11-20,10.73
2020-11-21,10.73
2020-11-22,10.73
2020-11-23,10.73
2020-11-24,10.73
2020-11-25,10.73
2020-11-26,10.73
2020-11-27,10.73
2020-11-28,10.73
2020-11-29,10.73
2020-11-30,10.73
2020-12-01,10.73
2020-12-02,10.73
2020-12-03,10.73
2020-12-04,10.73
2020-12-05,10.73
2020-12-06,10.73
2020-12-07,10.73
2020-12-08,10.73
2020-12-09,10.73
2020-12-10,10.73
2020-12-11,10.73
2020-12-12,10.73
2020-12-13,10.73
2020-12-14,10.73
2020-12-15,10.73
2020-12-16,10.73
2020-12-17,10.73
2020-12-18,10.73
2020-12-19,10.73
2020-12-20,10.73
2020-12-21,10.73
2020-12-22,10.73
2020-12-23,10.73
2020-12-24,10.73
2020-12-25,10.73
2020-12-26,10.73
2020-12-27,10.73
2020-12-28,10.73
2020-12-29,10.73
2020-12-30,10.73
2020-12-31,10.73
2021-01-01,10.73
2021-01-02,10.73
2021-01-03,10.73
2021-01-04,10.73
2021-01-05,10.73
2021-01-06,10.73
2021-01-07,10.73
2021-01-08,10.73
2021-01-09,10.73
2021-01-10,10.73
2021-01-11,10.73
2021-01-12,10.73
2021-01-13,10.73
2021-01-14,10.73
2021-01-15,10.73
2021-01-16,10.73
2021-01-17,10.73
2021-01-18,10.73
2021-01-19,10.73
2021-01-20,10.73
2021-01-21,10.73
2021-01-22,10.73
2021-01-23,10.73
2021-01-24,10.73
2021-01-25,6.05
2021-01-26,6.05
2021-01-27,6.05
2021-01-28,6.05
2021-01-29,6.05
2021-01-30,6.05
2021-01-31,6.05
2021-02-01,6.05
2021-02-02,6.05
2021-02-03,6.05
2021-02-04,6.05
2021-02-05,6.05
2021-02-06,6.05
2021-02-07,6.05
2021-02-08,6.05
2021-02-09,6.05
2021-02-10,6.05
2021-02-11,6.05
2021-02-12,6.05
2021-02-13,6.05
2021-02-14,6.05
2021-02-15,6.05
2021-02-16,6.05
2021-02-17,6.05
2021-02-18,6.05
2021-02-19,6.05
2021-02-20,6.05
2021-02-21,6.05
2021-02-22,6.05
2021-02-23,6.05
2021-02-24,6.05
2021-02-25,6.05
2021-02-26,6.05
2021-02-27,6.05
2021-02-28,6.05
2021-03-01,5.82
2021-03-02,5.82
2021-03-03,5.82
2021-03-04,5.82
2021-03-05,5.82
2021-03-06,5.82
2021-03-07,5.82
2021-03-08,5.82
2021-03-09,5.82
2021-03-10,5.82
2021-03-11,5.82
2021-03-12,5.82
2021-03-13,5.82
2021-03-14,5.82
2021-03-15,5.82
2021-03-16,5.82
2021-03-17,5.82
2021-03-18,5.947
2021-03-19,5.947
2021-03-20,5.947
2021-03-21,5.947
2021-03-22,5.947
2021-03-23,5.947
2021-03-24,5.947
2021-03-25,5.947
2021-03-26,5.947
2021-03-27,5.947
2021-03-28,5.947
2021-03-29,5.947
2021-03-30,5.947
2021-03-31,5.947
2021-04-01,5.947
2021-04-02,5.947
2021-04-03,5.947
2021-04-04,5.947
2021-04-05,5.947
2021-04-06,5.947
2021-04-07,5.947
2021-04-08,5.947
2021-04-09,5.947
2021-04-10,5.947
2021-04-11,5.947
2021-04-12,5.947
2021-04-13,5.947
2021-04-14,5.947
2021-04-15,5.947
2021-04-16,5.947
2021-04-17,5.947
2021-04-18,5.947
2021-04-19,5.947
2021-04-20,5.947
2021-04-21,5.947
2021-04-22,5.947
2021-04-23,5.947
2021-04-24,5.947
2021-04-25,5.947
2021-04-26,5.947
2021-04-27,5.947
2021-04-28,5.947
2021-04-29,5.947
2021-04-30,5.947
2021-05-01,5.947
2021-05-02,5.947
2021-05-03,5.947
2021-05-04,5.947
2021-05-05,5.947
2021-05-06,5.947
2021-05-07,5.947
2021-05-08,5.947
2021-05-09,5.827
2021-05-10,6.04
2021-05-11,6.04
2021-05-12,6.04
2021-05-13,6.04
2021-05-14,6.04
2021-05-15,6.04
2021-05-16,6.04
2021-05-17,6.04
2021-05-18,6.04
2021-05-19,6.04
2021-05-20,6.04
2021-05-21,6.04
2021-05-22,6.04
2021-05-23,6.04
2021-05-24,6.04
2021-05-25,6.04
2021-05-26,6.04
2021-05-27,6.04
2021-05-28,6.04
2021-05-29,6.04
2021-05-30,6.04
2021-05-31,6.04
2021-06-01,6.04
2021-06-02,6.04
2021-06-03,6.04
2021-06-04,6.04
2021-06-05,6.04
2021-06-06,6.04
2021-06-07,6.04
2021-06-08,5.075
2021-06-09,5.075
2021-06-10,5.075
2021-06-11,5.075
2021-06-12,5.075
2021-06-13,5.075
2021-06-14,5.075
2021-06-15,5.075
2021-06-16,5.075
2021-06-17,5.075
2021-06-18,5.075
2021-06-19,5.075
2021-06-20,5.075
2021-06-21,5.075
2021-06-22,5.075
2021-06-23,5.075
2021-06-24,5.075
2021-06-25,5.075
2021-06-26,5.075
2021-06-27,5.075
2021-06-28,5.075
2021-06-29,5.075
2021-06-30,5.075
2021-07-01,5.075
2021-07-02,5.075
2021-07-03,5.075
2021-07-04,5.075
2021-07-05,5.075
2021-07-06,5.075
2021-07-07,5.075
2021-07-08,5.075
2021-07-09,5.075
2021-07-10,5.075
2021-07-11,5.075
2021-07-12,5.075
2021-07-13,5.075
2021-07-14,5.075
2021-07-15,5.075
2021-07-16,5.075
2021-07-17,5.075
2021-07-18,5.075
2021-07-19,5.075
2021-07-20,5.075
2021-07-21,5.075
2021-07-22,6.217
2021-07-23,6.217
2021-07-24,6.217
2021-07-25,6.217
2021-07-26,6.217
2021-07-27,6.217
2021-07-28,6.217
2021-07-29,6.217
2021-07-30,6.217
2021-07-31,6.217
2021-08-01,6.217
2021-08-02,7.17
2021-08-03,7.17
2021-08-04,7.17
2021-08-05,7.17
2021-08-06,7.055
2021-08-07,7.055
2021-08-08,7.055
2021-08-09,6.137
2021-08-10,6.057
2021-08-11,6.613
2021-08-12,6.613
2021-08-13,6.613
2021-08-14,6.613
2021-08-15,6.613
2021-08-16,6.613
2021-08-17,6.613
2021-08-18,6.613
2021-08-19,6.613
2021-08-20,6.613
2021-08-21,6.613
2021-08-22,6.613
2021-08-23,6.62
2021-08-24,6.62
2021-08-25,6.62
2021-08-26,6.62
2021-08-27,6.62
2021-08-28,6.62
2021-08-29,6.62
2021-08-30,6.62
2021-08-31,6.62
2021-09-01,6.62
2021-09-02,6.62
2021-09-03,6.62
2021-09-04,6.62
2021-09-05,6.62
2021-09-06,6.62
2021-09-07,6.62
2021-09-08,6.62
2021-09-09,6.62
2021-09-10,6.62
2021-09-11,6.62
2021-09-12,6.62
2021-09-13,6.62
2021-09-14,6.62
2021-09-15,6.62
2021-09-16,6.62
2021-09-17,6.62
2021-09-18,6.62
2021-09-19,6.62
2021-09-20,6.62
2021-09-21,6.62
2021-09-22,6.62
2021-09-23,6.62
2021-09-24,6.62
2021-09-25,6.62
2021-09-26,6.62
2021-09-27,6.813
2021-09-28,6.813
2021-09-29,6.813
2021-09-30,6.813
2021-10-01,6.813
2021-10-02,6.813
2021-10-03,6.813
2021-10-04,6.813
2021-10-05,6.813
2021-10-06,6.813
2021-10-07,6.813
2021-10-08,6.813
2021-10-09,6.813
2021-10-10,6.813
2021-10-11,6.813
2021-10-12,6.813
2021-10-13,6.813
2021-10-14,6.813
2021-10-15,6.813
2021-10-16,6.813
2021-10-17,6.813
2021-10-18,6.813
2021-10-19,6.813
2021-10-20,6.813
2021-10-21,6.813
2021-10-22,6.813
2021-10-23,6.813
2021-10-24,6.813
2021-10-25,6.813
2021-10-26,6.813
2021-10-27,6.813
2021-10-28,6.813
2021-10-29,6.813
2021-10-30,6.813
2021-10-31,6.813
2021-11-01,6.813
2021-11-02,6.813
2021-11-03,6.813
2021-11-04,6.813
2021-11-05,7.943
2021-11-06,7.943
2021-11-07,7.943
2021-11-08,7.943
2021-11-09,7.717
2021-11-10,7.717
2021-11-11,7.717
2021-11-12,7.717
2021-11-13,7.717
2021-11-14,7.717
2021-11-15,7.717
2021-11-16,7.707
2021-11-17,7.707
2021-11-18,7.707
2021-11-19,7.707
2021-11-20,7.707
2021-11-21,7.707
2021-11-22,7.707
2021-11-23,7.707
2021-11-24,7.707
2021-11-25,7.707
2021-11-26,7.707
2021-11-27,7.707
2021-11-28,7.707
2021-11-29,7.707
2021-11-30,7.707
2021-12-01,7.707
2021-12-02,7.707
2021-12-03,7.707
2021-12-04,7.707
2021-12-05,7.707
2021-12-06,7.707
2021-12-07,7.707
2021-12-08,7.707
2021-12-09,7.707
2021-12-10,7.707
2021-12-11,7.707
2021-12-12,7.707
2021-12-13,7.707
2021-12-14,7.707
2021-12-15,7.707
2021-12-16,7.707
2021-12-17,7.707
2021-12-18,7.707
2021-12-19,7.707
2021-12-20,7.707
2021-12-21,7.707
2021-12-22,7.707
2021-12-23,7.707
2021-12-24,7.707
2021-12-25,7.707
2021-12-26,7.707
2021-12-27,7.707
2021-12-28,7.707
2021-12-29,7.707
2021-12-30,7.707
2021-12-31,7.707
2022-01-01,7.707
2022-01-02,7.707
2022-01-03,7.707
2022-01-04,7.707
2022-01-05,7.707
2022-01-06,7.707
2022-01-07,7.707
2022-01-08,7.707
2022-01-09,7.707
2022-01-10,7.707
2022-01-11,7.707
2022-01-12,7.707
2022-01-13,7.707
2022-01-14,7.707
2022-01-15,7.707
2022-01-16,7.707
2022-01-17,7.707
2022-01-18,7.707
2022-01-19,7.707
2022-01-20,7.707
2022-01-21,7.707
2022-01-22,7.707
2022-01-23,7.707
2022-01-24,7.707
2022-01-25,7.707
2022-01-26,7.707
2022-01-27,7.707
2022-01-28,7.707
2022-01-29,7.707
2022-01-30,7.707
2022-01-31,7.707
2022-02-01,7.707
2022-02-02,7.707
2022-02-03,7.707
2022-02-04,7.707
2022-02-05,7.707
2022-02-06,7.707
2022-02-07,7.707
2022-02-08,7.707
2022-02-09,7.707
2022-02-10,7.707
2022-02-11,7.707
2022-02-12,7.707
2022-02-13,7.707
2022-02-14,7.707
2022-02-15,7.707
2022-02-16,7.32
2022-02-17,7.103
2022-02-18,6.948
2022-02-19,6.948
2022-02-20,6.948
2022-02-21,6.948
2022-02-22,6.948
2022-02-23,7.033
2022-02-24,7.033
2022-02-25,7.033
2022-02-26,7.033
2022-02-27,7.033
2022-02-28,7.033
2022-03-01,7.033
2022-03-02,7.033
2022-03-03,7.033
2022-03-04,7.307
2022-03-05,7.307
2022-03-06,7.307
2022-03-07,7.307
2022-03-08,7.307
2022-03-09,7.307
2022-03-10,7.307
2022-03-11,7.307
2022-03-12,7.307
2022-03-13,7.307
2022-03-14,7.307
2022-03-15,7.307
2022-03-16,7.307
2022-03-17,7.307
2022-03-18,7.307
2022-03-19,7.307
2022-03-20,7.307
2022-03-21,7.307
2022-03-22,7.307
2022-03-23,7.307
2022-03-24,7.348
2022-03-25,7.348
2022-03-26,7.348
2022-03-27,7.348
2022-03-28,7.348
2022-03-29,7.348
2022-03-30,7.348
2022-03-31,7.348
2022-04-01,7.348
2022-04-02,7.348
2022-04-03,7.348
2022-04-04,7.348
2022-04-05,7.348
2022-04-06,7.348
2022-04-07,7.348
2022-04-08,7.348
2022-04-09,7.348
2022-04-10,7.348
2022-04-11,7.348
2022-04-12,7.348
2022-04-13,7.348
2022-04-14,7.348
2022-04-15,7.348
2022-04-16,7.348
2022-04-17,7.348
2022-04-18,7.348
2022-04-19,7.348
2022-04-20,7.348
2022-04-21,7.348
2022-04-22,7.348
2022-04-23,7.348
2022-04-24,7.348
2022-04-25,7.348
2022-04-26,7.348
2022-04-27,7.348
2022-04-28,7.348
2022-04-29,7.348
2022-04-30,7.348
2022-05-01,7.348
2022-05-02,7.298
2022-05-03,7.298
2022-05-04,7.298
2022-05-05,7.965
2022-05-06,7.953
2022-05-07,7.953
2022-05-08,7.953
2022-05-09,7.953
2022-05-10,7.953
2022-05-11,7.953
2022-05-12,7.953
2022-05-13,7.953
2022-05-14,7.953
2022-05-15,7.953
2022-05-16,7.953
2022-05-17,7.953
2022-05-18,7.953
2022-05-19,7.953
2022-05-20,7.953
2022-05-21,7.953
2022-05-22,7.953
2022-05-23,7.953
2022-05-24,7.953
2022-05-25,7.953
2022-05-26,7.953
2022-05-27,7.953
2022-05-28,7.953
2022-05-29,7.953
2022-05-30,7.953
2022-05-31,7.953
2022-06-01,7.953
2022-06-02,7.953
2022-06-03,7.953
2022-06-04,7.953
2022-06-05,7.953
2022-06-06,7.953
2022-06-07,7.953
2022-06-08,7.953
2022-06-09,7.953
2022-06-10,7.953
2022-06-11,7.953
2022-06-12,7.953
2022-06-13,7.953
2022-06-14,7.953
2022-06-15,7.953
2022-06-16,7.953
2022-06-17,7.953
2022-06-18,7.953
2022-06-19,7.953
2022-06-20,7.953
2022-06-21,7.953
2022-06-22,7.953
